0	Index      	Bounty	 *	Score 	Summary	Detail	
1	31622 13512	1	 * 	271.11	DCR|4VULN|1DMG|1TLV|1DUR|1ASPD	1LHND|2468VULN|3DMG|5DUR|7ASPD|9RCR|aTLV
168	16133 13513	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|268VULN|3TLV|4FEWX|5DMG|7ASPD|9RCR|aDUR
169	16136 62233	9	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|268VULN|3TLV|4ASPD|5DMG|7RCR|9LHND|aDUR
170	16136 62233	8	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|268VULN|3TLV|4ASPD|5DMG|7RCR|9BEXP|aDUR
171	16136 62331	7	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|269VULN|3TLV|4ASPD|5DMG|7RCR|8DUR|aBEXP
172	16136 62333	8	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|269VULN|3TLV|4ASPD|5DMG|7RCR|8BEXP|aDUR
173	16136 63133	6	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|269VULN|3TLV|4ASPD|5DMG|7LHND|8RCR|aDUR
174	16141 23133	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|259VULN|3TLV|4DMG|6FEWX|7ASPD|8RCR|aDUR
175	16141 23513	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|258VULN|3TLV|4DMG|6FEWX|7ASPD|9RCR|aDUR
176	16141 33133	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|259VULN|3TLV|4DMG|6ASPD|7LHND|8RCR|aDUR
177	16141 33513	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|258VULN|3TLV|4DMG|6ASPD|7LHND|9RCR|aDUR
178	16144 13133	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|269VULN|3TLV|4DMG|5BEXP|7ASPD|8RCR|aDUR
179	16162 23133	4	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|249VULN|3TLV|5DMG|6FEWX|7ASPD|8RCR|aDUR
180	16162 23513	4	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|248VULN|3TLV|5DMG|6FEWX|7ASPD|9RCR|aDUR
181	16162 33133	4	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|249VULN|3TLV|5DMG|6ASPD|7LHND|8RCR|aDUR
182	16162 33513	4	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|248VULN|3TLV|5DMG|6ASPD|7LHND|9RCR|aDUR
183	16164 33133	5	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|249VULN|3TLV|5FEWX|6DMG|7ASPD|8RCR|aDUR
184	16225 31112	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|245VULN|3ASPD|6DUR|7DMG|8ZMB|9RCR|aTLV
185	16225 31312	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|245VULN|3ASPD|6DUR|7DMG|8CGEN|9RCR|aTLV
186	16225 31512	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|245VULN|3ASPD|6DUR|7DMG|8RMIN|9RCR|aTLV
187	16253 12512	4	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|268VULN|3ASPD|4DUR|5DMG|7RMIN|9RCR|aTLV
188	16265 31112	4	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|245VULN|3ASPD|6DUR|7DMG|8ZMB|9RCR|aTLV
189	16265 31312	4	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|245VULN|3ASPD|6DUR|7DMG|8CGEN|9RCR|aTLV
190	24123 13133	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|2LHND|3TLV|469VULN|5DMG|7ASPD|8RCR|aDUR
191	24123 13164	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|2LHND|3TLV|46aVULN|5DMG|7ASPD|8RCR|9DUR
192	24141 13133	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|2LHND|3TLV|4DMG|569VULN|7ASPD|8RCR|aDUR
193	26122 23133	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|249VULN|3TLV|5DMG|6FEWX|7ASPD|8RCR|aDUR
194	26122 23164	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|24aVULN|3TLV|5DMG|6FEWX|7ASPD|8RCR|9DUR
195	26122 33133	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|249VULN|3TLV|5DMG|6ASPD|7LHND|8RCR|aDUR
196	26122 33164	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|24aVULN|3TLV|5DMG|6ASPD|7LHND|8RCR|9DUR
197	26133 13133	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|269VULN|3TLV|4FEWX|5DMG|7ASPD|8RCR|aDUR
198	26133 13164	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|26aVULN|3TLV|4FEWX|5DMG|7ASPD|8RCR|9DUR
199	26136 62233	9	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|268VULN|3TLV|4ASPD|5DMG|7RCR|9LWND|aDUR
200	26136 62233	8	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|268VULN|3TLV|4ASPD|5DMG|7RCR|9BEXP|aDUR
201	26136 62331	7	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|269VULN|3TLV|4ASPD|5DMG|7RCR|8DUR|aBEXP
202	26136 62333	8	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|269VULN|3TLV|4ASPD|5DMG|7RCR|8BEXP|aDUR
203	26136 63133	6	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|269VULN|3TLV|4ASPD|5DMG|7LHND|8RCR|aDUR
204	26141 23133	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|259VULN|3TLV|4DMG|6FEWX|7ASPD|8RCR|aDUR
205	26141 33133	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|259VULN|3TLV|4DMG|6ASPD|7LHND|8RCR|aDUR
206	26144 13133	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|269VULN|3TLV|4DMG|5BEXP|7ASPD|8RCR|aDUR
207	26225 31112	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|245VULN|3ASPD|6DUR|7DMG|8ZMB|9RCR|aTLV
208	26225 31512	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|245VULN|3ASPD|6DUR|7DMG|8RMIN|9RCR|aTLV
209	26333 13133	4	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|269VULN|3LHND|4TLV|5DMG|7ASPD|8RCR|aDUR
210	26333 13164	4	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|26aVULN|3LHND|4TLV|5DMG|7ASPD|8RCR|9DUR
211	31142 13512	1	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LHND|268VULN|3DMSP|4DMG|5DUR|7ASPD|9RCR|aTLV
212	31242 13512	1	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LHND|268VULN|3RCVC|4DMG|5DUR|7ASPD|9RCR|aTLV
213	31621 23126	1	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LHND|245VULN|3DMG|6FEWX|7ASPD|8RCR|9TLV|aDUR
214	31622 13121	1	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LHND|246VULN|3DMG|5DUR|7ASPD|8RCR|9TLV|aLWND
215	31622 13124	1	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LHND|246VULN|3DMG|5DUR|7ASPD|8RCR|9TLV|aRMIN
216	31622 13125	1	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1aLHND|246VULN|3DMG|5DUR|7ASPD|8RCR|9TLV
217	31624 13126	1	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LHND|246VULN|3DMG|5BEXP|7ASPD|8RCR|9TLV|aDUR
218	31626 53133	1	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LHND|249VULN|3DMG|5MLV|6TLV|7ASPD|8RCR|aDUR
219	31642 13512	1	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LHND|268VULN|3DMG|4DMSP|5DUR|7ASPD|9RCR|aTLV
220	32123 13133	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LHND|2CGEN|3TLV|469VULN|5DMG|7ASPD|8RCR|aDUR
221	32123 13164	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LHND|2CGEN|3TLV|46aVULN|5DMG|7ASPD|8RCR|9DUR
222	32136 66133	7	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LHND|2CGEN|3TLV|4ASPD|5DMG|679VULN|8RCR|aDUR
223	32141 13133	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LHND|2CGEN|3TLV|4DMG|569VULN|7ASPD|8RCR|aDUR
224	32141 13164	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LHND|2CGEN|3TLV|4DMG|56aVULN|7ASPD|8RCR|9DUR
225	34321 13126	1	   	248.46	DCR|3VULN|1DMG|1DUR|1TLV|1ASPD	15LHND|2DUST|3DMG|456VULN|5BPWR|7ASPD|8RCR|9TLV|aDUR
226	35243 13126	1	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LHND|2FEWX|346VULN|5DMG|7ASPD|8RCR|9TLV|aDUR
227	15121 32541	3	   	248.44	DCR|4VULN|1DUR|1CDMG|1ASPD	1MLV|2DUR|3458VULN|6ASPD|7RCR|9CDMG|aLWND
228	31421 32543	1	   	248.44	DCR|4VULN|1DUR|1CDMG|1ASPD	1LHND|2458VULN|3ZMB|6ASPD|7RCR|9CDMG|aDUR
229	16142 13134	3	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|269VULN|3TLV|4DMG|5DUR|7ASPD|8RCR|aBBNT
230	16142 13136	3	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|269VULN|3TLV|4DMG|5DUR|7ASPD|8RCR|aERES
231	16153 13134	4	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|269VULN|3TLV|4DUR|5DMG|7ASPD|8RCR|aBBNT
232	16153 13136	4	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|269VULN|3TLV|4DUR|5DMG|7ASPD|8RCR|aERES
233	23136 66213	8	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|2LEGI|3TLV|4ASPD|5DMG|678VULN|9RCR|aDUR
234	23141 13133	3	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|2LEGI|3TLV|4DMG|569VULN|7ASPD|8RCR|aDUR
235	23141 13164	3	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|2LEGI|3TLV|4DMG|56aVULN|7ASPD|8RCR|9DUR
236	25123 13134	3	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|2DUR|3TLV|469VULN|5DMG|7ASPD|8RCR|aBBNT
237	25123 13136	3	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|2DUR|3TLV|469VULN|5DMG|7ASPD|8RCR|aERES
238	25141 13134	3	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|2DUR|3TLV|4DMG|569VULN|7ASPD|8RCR|aBBNT
239	25141 13136	3	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|2DUR|3TLV|4DMG|569VULN|7ASPD|8RCR|aERES
240	26142 13134	3	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|269VULN|3TLV|4DMG|5DUR|7ASPD|8RCR|aBBNT
241	26142 13136	3	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|269VULN|3TLV|4DMG|5DUR|7ASPD|8RCR|aERES
242	33141 13133	3	   	248.36	DCR|3VULN|1DMG|1DUR|1TLV|1ASPD	1LHND|2ERES|3TLV|4DMG|569VULN|7ASPD|8RCR|aDUR
243	33141 13164	3	   	248.36	DCR|3VULN|1DMG|1DUR|1TLV|1ASPD	1LHND|2ERES|3TLV|4DMG|56aVULN|7ASPD|8RCR|9DUR
244	15121 36511	3	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|2DUR|345VULN|6ASPD|7BBNT|8DMG|9RCR|aTLV
245	16136 62223	8	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|268VULN|3TLV|4ASPD|5DMG|7RCR|9DUST|aDUR
246	16136 62233	7	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|269VULN|3TLV|4ASPD|5DMG|7RCR|8MBVNT|aDUR
247	16161 33133	5	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|249VULN|3TLV|5DUST|6DMG|7ASPD|8RCR|aDUR
248	16161 53133	6	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|249VULN|3TLV|5DUST|6DMG|7ASPD|8RCR|aDUR
249	23123 13133	3	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|2LEGI|3TLV|469VULN|5DMG|7ASPD|8RCR|aDUR
250	23123 13164	3	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|2LEGI|3TLV|46aVULN|5DMG|7ASPD|8RCR|9DUR
251	23136 66133	7	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|2LEGI|3TLV|4ASPD|5DMG|679VULN|8RCR|aDUR
252	26136 62223	8	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|268VULN|3TLV|4ASPD|5DMG|7RCR|9DUST|aDUR
253	26136 62233	7	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|269VULN|3TLV|4ASPD|5DMG|7RCR|8MBVNT|aDUR
254	31622 13115	1	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LHND|246VULN|3DMG|5DUR|7ASPD|8RCR|9TBNT|aTLV
255	31622 13145	1	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LHND|246VULN|3DMG|5DUR|7ASPD|8RCR|9BBNT|aTLV
256	33123 13133	3	   	248.36	DCR|3VULN|1DMG|1DUR|1TLV|1ASPD	1LHND|2ERES|3TLV|469VULN|5DMG|7ASPD|8RCR|aDUR
257	33123 13164	3	   	248.36	DCR|3VULN|1DMG|1DUR|1TLV|1ASPD	1LHND|2ERES|3TLV|46aVULN|5DMG|7ASPD|8RCR|9DUR
258	33163 13133	4	   	248.36	DCR|3VULN|1DMG|1DUR|1TLV|1ASPD	1LHND|2ERES|3TLV|469VULN|5DMG|7ASPD|8RCR|aDUR
259	33163 13164	4	   	248.36	DCR|3VULN|1DMG|1DUR|1TLV|1ASPD	1LHND|2ERES|3TLV|46aVULN|5DMG|7ASPD|8RCR|9DUR
260	34243 13126	1	   	248.36	DCR|3VULN|1DMG|1DUR|1TLV|1ASPD	1LHND|2DUST|346VULN|5DMG|7ASPD|8RCR|9TLV|aDUR
261	15121 32542	3	   	248.34	DCR|4VULN|1DUR|1CDMG|1ASPD	1MLV|2DUR|3458VULN|6ASPD|7RCR|9CDMG|aDUST
262	26214 35323	8	   	248.23	DCR|3VULN|2ASPD|1DMG|1CDMG	1CGEN|25aVULN|35ASPD|4BELT|5BPWR|6DMG|7LIT|8CDMG|9RCR
263	16136 62213	9	   	248.22	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD|1SELL	1MLV|268VULN|3TLV|4ASPD|5DMG|7RCR|9SELL|aDUR
264	26136 62213	9	   	248.22	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD|1SELL	1CGEN|268VULN|3TLV|4ASPD|5DMG|7RCR|9SELL|aDUR
265	15121 22661	3	   	248.03	DCR|4VULN|2DUR|1AART	1MLV|2aDUR|3459VULN|6FEWX|7RCR|8AART
266	16113 25332	4	   	247.11	DCR|3VULN|2DMG|1TLV	1MLV|26aVULN|3TLV|4BELT|58DMG|7RCR|9LIT
267	31623 25132	1	   	247.01	DCR|3VULN|2DMG|1TLV	1LHND|24aVULN|37DMG|5TBNT|6LIT|8TLV|9RCR
268	31142 13516	1	   	246.80	DCR|3VULN|2DUR|1DMG|1ASPD	1LHND|268VULN|3DMSP|4DMG|5aDUR|7ASPD|9RCR
269	31242 13516	1	   	246.80	DCR|3VULN|2DUR|1DMG|1ASPD	1LHND|268VULN|3RCVC|4DMG|5aDUR|7ASPD|9RCR
270	31622 13154	1	   	246.80	DCR|3VULN|2DUR|1DMG|1ASPD	1LHND|246VULN|3DMG|5aDUR|7ASPD|8RCR|9RPLT
271	31622 13161	1	   	246.80	DCR|3VULN|2DUR|1DMG|1ASPD	1LHND|246VULN|3DMG|59DUR|7ASPD|8RCR|aBEXP
272	31622 13163	1	   	246.80	DCR|3VULN|2DUR|1DMG|1ASPD	1LHND|246VULN|3DMG|59DUR|7ASPD|8RCR|aCGEN
273	31622 13165	1	   	246.80	DCR|3VULN|2DUR|1DMG|1ASPD	1aLHND|246VULN|3DMG|59DUR|7ASPD|8RCR
274	15121 31632	3	   	246.70	DCR|3VULN|2DUR|1DMG|1ASPD	1MLV|28DUR|345VULN|6ASPD|7DMG|9ERES|aRCR
275	16225 31632	3	   	246.70	DCR|3VULN|2DUR|1DMG|1ASPD	1MLV|245VULN|3ASPD|68DUR|7DMG|9ERES|aRCR
276	31622 13164	1	   	246.70	DCR|3VULN|2DUR|1DMG|1ASPD	1LHND|246VULN|3DMG|59DUR|7ASPD|8RCR|aBBNT
277	12121 64222	10	 * 	246.54	DCR|2VULN|2DMG|2DUR|2CDMG	1aMLV|2aCDMG|3DLOT|46DUR|57DMG|8aVULN|9RCR|aBPWR
278	31421 32563	1	 * 	246.39	DCR|5VULN|1ASPD	1LHND|24589VULN|3ZMB|6ASPD|7RCR|aLIT
279	35321 13123	1	   	245.96	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	15LHND|2FEWX|3DMG|456VULN|5BPWR|7ASPD|8RCR|9TLV|aCDMG
280	35321 13165	1	   	245.96	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	15LHND|2FEWX|3DMG|456VULN|5BPWR|7ASPD|8RCR|9DUR|aCDMG
281	31621 23123	1	   	245.86	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1LHND|245VULN|3DMG|6FEWX|7ASPD|8RCR|9TLV|aCDMG
282	31621 23165	1	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1LHND|245VULN|3DMG|6FEWX|7ASPD|8RCR|9DUR|aCDMG
283	31622 13135	1	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1LHND|246VULN|3DMG|5DUR|7ASPD|8RCR|9FEWX|aCDMG
284	31622 13151	1	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1LHND|246VULN|3DMG|5DUR|7ASPD|8RCR|9RPLT|aCDMG
285	31624 13123	1	   	245.86	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1LHND|246VULN|3DMG|5BEXP|7ASPD|8RCR|9TLV|aCDMG
286	34321 13123	1	   	245.86	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	15LHND|2DUST|3DMG|456VULN|5BPWR|7ASPD|8RCR|9TLV|aCDMG
287	34321 13165	1	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	15LHND|2DUST|3DMG|456VULN|5BPWR|7ASPD|8RCR|9DUR|aCDMG
288	35243 13123	1	   	245.86	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1LHND|2FEWX|346VULN|5DMG|7ASPD|8RCR|9TLV|aCDMG
289	31622 12344	1	   	245.77	DCR|3VULN|1DMG|1TLV|1DUR	1LHND|246VULN|3DMG|5DUR|7RMIN|8LIT|9RCR|aTLV
290	31351 45543	1	   	245.76	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1LHND|278VULN|3ASPD|4DMG|5MBVNT|6TLV|9RCR|aCDMG
291	31622 13116	1	   	245.76	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1LHND|246VULN|3DMG|5DUR|7ASPD|8RCR|9TBNT|aCDMG
292	31622 13146	1	   	245.76	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1LHND|246VULN|3DMG|5DUR|7ASPD|8RCR|9BBNT|aCDMG
293	34243 13123	1	   	245.76	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1LHND|2DUST|346VULN|5DMG|7ASPD|8RCR|9TLV|aCDMG
294	14122 12436	3	   	245.75	DCR|4VULN|1DUR|1CDMG	1MLV|2LHND|3468VULN|5DUR|7RCR|9LIT|aCDMG
295	15121 22436	3	   	245.75	DCR|4VULN|1DUR|1CDMG	1MLV|2DUR|3458VULN|6FEWX|7RCR|9LIT|aCDMG
296	35122 12436	3	   	245.75	DCR|4VULN|1DUR|1CDMG	1LHND|2MLV|3468VULN|5DUR|7RCR|9LIT|aCDMG
297	16322 12436	3	   	245.75	DCR|4VULN|1DUR|1CDMG	1MLV|2468VULN|3LHND|5DUR|7RCR|9LIT|aCDMG
298	16163 25122	10	   	245.67	DCR|3VULN|1DMG|1TLV|1DUR	1MLV|24aVULN|3TLV|5ERES|6RCR|7DUR|8LIT|9DMG
299	31623 62231	1	   	245.67	DCR|3VULN|1DMG|1DUR|1TLV	1LHND|246VULN|3DMG|5TBNT|7RCR|8TLV|9LIT|aDUR
300	31623 64131	1	   	245.67	DCR|3VULN|1DMG|1DUR|1TLV	1LHND|246VULN|3DMG|5TBNT|7LIT|8TLV|9RCR|aDUR
301	15212 33242	4	   	245.46	DCR|3VULN|2DUR|1DMG|1AART	1MLV|23DUR|479VULN|5AART|6DMG|8BELT|aRCR
302	15222 33242	3	   	245.46	DCR|3VULN|2DUR|1DMG|1AART	1MLV|23DUR|479VULN|5AART|6DMG|8BELT|aRCR
303	15115 12421	5	 * 	245.45	ACR|3VULN|3DMG|2DUR	179MLV|2aDUR|39aVULN|4CGEN|5RCR|6LIT|89aDMG|9aBPWR
304	31623 62511	1	   	245.19	DCR|4VULN|2DMG	18LHND|2468VULN|38DMG|5TBNT|7RCR|8BPWR|9ZMB|aERES
305	31623 62512	1	   	245.19	DCR|4VULN|2DMG	18LHND|2468VULN|38DMG|5TBNT|7RCR|8BPWR|9ZMB|aDUST
306	31623 62521	1	   	245.19	DCR|4VULN|2DMG	18LHND|2468VULN|38DMG|5TBNT|7RCR|8BPWR|9BBNT|aFEWX
307	31623 62531	1	   	245.19	DCR|4VULN|2DMG	18LHND|2468VULN|38DMG|5TBNT|7RCR|8BPWR|9CGEN|aERES
308	31623 62532	1	   	245.19	DCR|4VULN|2DMG	18LHND|2468VULN|38DMG|5TBNT|7RCR|8BPWR|9CGEN|aDUST
309	16161 61233	8	   	245.11	DCR|3VULN|3DUR|1TLV	1MLV|249VULN|3TLV|5DUST|6RCR|78aDUR
310	16161 61233	7	   	245.11	DCR|3VULN|3DUR|1TLV	1MLV|249VULN|3TLV|5DUST|6RCR|78aDUR
311	31323 62543	1	   	245.10	DCR|4VULN|2ASPD|1DUR	189LHND|2468VULN|38ASPD|5TBNT|7RCR|8BPWR|aDUR
312	31323 62551	1	   	245.10	DCR|4VULN|2ASPD|1TLV	18LHND|2468VULN|38ASPD|5TBNT|7RCR|8BPWR|9FEWX|aTLV
313	31623 62433	1	   	245.09	DCR|4VULN|2DMG	1LHND|2469VULN|3aDMG|5TBNT|7RCR|8LWND
314	31623 62513	1	   	245.05	DCR|4VULN|2DMG|1SELL	18LHND|2468VULN|38DMG|5TBNT|7RCR|8BPWR|9ZMB|aSELL
315	31623 62533	1	   	245.05	DCR|4VULN|2DMG|1SELL	18LHND|2468VULN|38DMG|5TBNT|7RCR|8BPWR|9CGEN|aSELL
316	15121 32516	3	   	245.00	DCR|4VULN|2ASPD|1DUR	1MLV|2DUR|3458VULN|6aASPD|7RCR|9ZMB
317	31323 62522	1	   	245.00	DCR|4VULN|2ASPD|1TLV	18LHND|2468VULN|38ASPD|5TBNT|7RCR|8BPWR|9BBNT|aTLV
318	31623 62523	1	   	244.95	DCR|4VULN|2DMG|1SELL	18LHND|2468VULN|38DMG|5TBNT|7RCR|8BPWR|9BBNT|aSELL
319	15211 32353	4	   	244.70	DCR|3VULN|2DUR|1ASPD|1AART	1MLV|23DUR|45aVULN|6ASPD|7RCR|8LIT|9AART
320	15221 32353	3	   	244.70	DCR|3VULN|2DUR|1ASPD|1AART	1MLV|23DUR|45aVULN|6ASPD|7RCR|8LIT|9AART
321	15216 23235	6	   	244.44	DCR|3VULN|2DUR|2LIT|1CDMG	17MLV|23DUR|467VULN|57LIT|7BPWR|8BEXP|9CDMG|aRCR
322	31622 12345	1	   	244.10	DCR|3VULN|2DUR|1DMG	1LHND|246VULN|3DMG|5aDUR|7RMIN|8LIT|9RCR
323	15613 62213	10	   	244.05	DCR|4VULN|1DMG|1DUR	137MLV|2DUR|479aVULN|57CGEN|6RCR|7BPWR|8DMG
324	26331 66233	9	   	243.85	DCR|4VULN|1DMG|1TLV	1CGEN|2789VULN|3LHND|4TLV|5RCVC|6RCR|aDMG
325	26332 66233	9	   	243.85	DCR|4VULN|1DMG|1TLV	1CGEN|2789VULN|35LHND|4TLV|6RCR|aDMG
326	26333 66233	9	   	243.85	DCR|4VULN|1DMG|1TLV	15CGEN|2789VULN|3LHND|4TLV|6RCR|aDMG
327	31543 13512	1	   	243.85	DCR|4VULN|1DMG|1TLV	1LHND|2468VULN|3LWND|5DMG|7ZMB|9RCR|aTLV
328	16123 35214	3	   	243.75	DCR|4VULN|1DMG|1TLV	1MLV|246aVULN|3TLV|5TBNT|7BELT|8DMG|9RCR
329	16163 22233	9	   	243.75	DCR|4VULN|1DMG|1TLV	1MLV|2489VULN|3TLV|5ERES|6RCR|7RMIN|aDMG
330	16163 23533	9	   	243.75	DCR|4VULN|1DMG|1TLV	1MLV|2479VULN|3TLV|5ERES|6RCR|8CGEN|aDMG
331	31623 62431	1	   	243.75	DCR|4VULN|1DMG|1TLV	1LHND|2469VULN|3DMG|5TBNT|7RCR|8LWND|aTLV
332	31633 51445	1	   	243.75	DCR|4VULN|1DMG|1TLV	1LHND|279aVULN|3DMG|4FEWX|5MBVNT|6TLV|8RCR
