0	Index      	Bounty	 *	Score 	Summary	Detail	
1	34212 36321	3	 * 	276.80	DCR|4VULN|3DUR|2DMG	1FEWX|2459VULN|348DUR|4BPWR|6aDMG|7RCR
174	34113 35252	4	   	251.54	DCR|3VULN|2DMG|1TLV|1CDMG	17FEWX|237VULN|4TLV|5MLV|67DMG|7BPWR|8ERES|9RCR|aCDMG
175	11162 61152	1	   	251.44	DCR|3VULN|2DMG|1TLV|1CDMG	1LHND|258VULN|3TLV|46DMG|7BEXP|9RCR|aCDMG
176	31132 34152	1	   	251.44	DCR|3VULN|2DMG|1TLV|1CDMG	1FEWX|258VULN|3TLV|46DMG|7LWND|9RCR|aCDMG
177	32522 35252	4	   	251.44	DCR|3VULN|2DMG|1TLV|1CDMG|1NUKE	17FEWX|2TLV|357VULN|4NUKE|67DMG|7BPWR|8ERES|9RCR|aCDMG
178	32532 34152	3	   	251.44	DCR|3VULN|2DMG|1TLV|1CDMG	1FEWX|2TLV|358VULN|46DMG|7LWND|9RCR|aCDMG
179	32532 34152	2	   	251.44	DCR|3VULN|2DMG|1TLV|1CDMG	1FEWX|2TLV|358VULN|46DMG|7LWND|9RCR|aCDMG
180	34132 34152	2	   	251.44	DCR|3VULN|2DMG|1TLV|1CDMG	1FEWX|258VULN|3TLV|46DMG|7LWND|9RCR|aCDMG
181	11163 32452	1	   	251.44	DCR|3VULN|2DMG|1TLV|1CDMG	18LHND|278VULN|3TLV|46DMG|58DUST|8BPWR|9RCR|aCDMG
182	11163 32152	1	   	251.34	DCR|3VULN|2DMG|1TLV|1CDMG	1LHND|278VULN|3TLV|46DMG|5DUST|9RCR|aCDMG
183	12563 32152	2	   	251.34	DCR|3VULN|2DMG|1TLV|1CDMG	1LHND|2TLV|378VULN|46DMG|5DUST|9RCR|aCDMG
184	12563 32152	3	   	251.34	DCR|3VULN|2DMG|1TLV|1CDMG	1LHND|2TLV|378VULN|46DMG|5DUST|9RCR|aCDMG
185	14163 32152	2	   	251.34	DCR|3VULN|2DMG|1TLV|1CDMG	1LHND|278VULN|3TLV|46DMG|5DUST|9RCR|aCDMG
186	51163 32152	1	   	251.34	DCR|3VULN|2DMG|1TLV|1CDMG	1LWND|278VULN|3TLV|46DMG|5DUST|9RCR|aCDMG
187	12365 31225	4	   	251.24	DCR|3VULN|2DUR|1TLV|3LIT	18aLHND|2TLV|368LIT|4RCVC|58aVULN|7RCR|8aBPWR|9aDUR
188	14111 12452	5	   	251.19	DCR|4VULN|1TLV|2ASPD|1CDMG	18LHND|2378VULN|4TLV|5BEXP|68ASPD|8BPWR|9RCR|aCDMG
189	34112 12452	5	   	251.19	DCR|4VULN|1TLV|2ASPD|1CDMG	18FEWX|2378VULN|4TLV|5LHND|68ASPD|8BPWR|9RCR|aCDMG
190	32533 32347	4	   	251.14	DCR|3VULN|2DUR|1TLV|1DMG	1aFEWX|2TLV|34aVULN|5MLV|6DMG|7MBVNT|8aDUR|9RCR|aBPWR
191	32542 32347	3	   	251.14	DCR|3VULN|2DUR|1TLV|1DMG	1aFEWX|2TLV|35aVULN|4MLV|6DMG|7MBVNT|8aDUR|9RCR|aBPWR
192	32542 32347	2	   	251.14	DCR|3VULN|2DUR|1TLV|1DMG	1aFEWX|2TLV|35aVULN|4MLV|6DMG|7MBVNT|8aDUR|9RCR|aBPWR
193	31132 22451	1	   	251.11	DCR|4VULN|1TLV|1DMG|1AART	18FEWX|2578VULN|3TLV|4DMG|68BEXP|8BPWR|9RCR|aAART
194	34132 22451	2	   	251.11	DCR|4VULN|1TLV|1DMG|1AART	18FEWX|2578VULN|3TLV|4DMG|68BEXP|8BPWR|9RCR|aAART
195	32264 36224	10	   	251.08	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	1FEWX|2aTLV|3DUR|4ERES|5aVULN|6CDMG|7RCR|8aDMG|9MBVNT|aBPWR
196	12535 31223	5	   	251.04	DCR|3VULN|2DUR|1TLV|3LIT	18LHND|2TLV|348VULN|568LIT|7RCR|8BPWR|9aDUR
197	31133 45236	1	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1FEWX|28aVULN|3TLV|4DMG|5aDUST|6MLV|7RCR|9aDUR|aBPWR
198	31143 35236	1	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1FEWX|28aVULN|3TLV|4MLV|5aDUST|6DMG|7RCR|9aDUR|aBPWR
199	34212 36611	3	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1FEWX|245VULN|34DUR|4BPWR|6DMG|7RCR|8BBNT|9TLV|aLHND
200	34212 36612	3	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1aFEWX|245VULN|34DUR|4BPWR|6DMG|7RCR|8BBNT|9TLV
201	34212 36613	3	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1FEWX|245VULN|34DUR|4BPWR|6DMG|7RCR|8BBNT|9TLV|aRMIN
202	31132 41366	1	   	250.94	DCR|3VULN|2DUR|1TLV|1DMG	1FEWX|25aVULN|3TLV|4DMG|6aERES|7DUST|8aDUR|9RCR|aBPWR
203	32534 11151	4	   	250.91	DCR|4VULN|1TLV|1DMG|1AART	1FEWX|2TLV|3458VULN|6DMG|7BEXP|9RCR|aAART
204	34114 11151	4	   	250.91	DCR|4VULN|1TLV|1DMG|1AART	1FEWX|2358VULN|4TLV|6DMG|7BEXP|9RCR|aAART
205	31132 22151	1	   	250.91	DCR|4VULN|1TLV|1DMG|1AART	1FEWX|2578VULN|3TLV|4DMG|6BEXP|9RCR|aAART
206	32532 22151	3	   	250.91	DCR|4VULN|1TLV|1DMG|1AART	1FEWX|2TLV|3578VULN|4DMG|6BEXP|9RCR|aAART
207	32532 22151	2	   	250.91	DCR|4VULN|1TLV|1DMG|1AART	1FEWX|2TLV|3578VULN|4DMG|6BEXP|9RCR|aAART
208	34132 22151	2	   	250.91	DCR|4VULN|1TLV|1DMG|1AART	1FEWX|2578VULN|3TLV|4DMG|6BEXP|9RCR|aAART
209	16353 11243	7	   	250.80	DCR|4VULN|2DMG|1AART	19LHND|2ASPD|3BELT|469aVULN|59DMG|7RCR|8AART|9BPWR
210	56353 31213	4	   	250.58	DCR|3VULN|2TLV|2ASPD|1DUR|1AART	17LWND|25ASPD|3BELT|457VULN|57BPWR|67TLV|8DUR|9AART|aRCR
211	56353 31213	3	   	250.58	DCR|3VULN|2TLV|2ASPD|1DUR|1AART	17LWND|25ASPD|3BELT|457VULN|57BPWR|67TLV|8DUR|9AART|aRCR
212	11242 36236	1	   	250.20	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	13LHND|235VULN|3BPWR|4BEXP|6DMG|7RCR|8CDMG|9DUR|aTLV
213	11412 36236	1	   	250.20	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1LHND|245VULN|34BEXP|4BPWR|6DMG|7RCR|8CDMG|9DUR|aTLV
214	13112 36236	3	   	250.20	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1LHND|24FEWX|345VULN|4BPWR|6DMG|7RCR|8CDMG|9DUR|aTLV
215	13512 36236	2	   	250.20	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1LHND|24FEWX|345VULN|4BPWR|6DMG|7RCR|8CDMG|9DUR|aTLV
216	31212 36236	1	   	250.20	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	13FEWX|235VULN|3BPWR|4LHND|6DMG|7RCR|8CDMG|9DUR|aTLV
217	31312 36236	1	   	250.20	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1FEWX|245VULN|34LHND|4BPWR|6DMG|7RCR|8CDMG|9DUR|aTLV
218	34212 36236	2	   	250.20	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	13FEWX|235VULN|3BPWR|4LHND|6DMG|7RCR|8CDMG|9DUR|aTLV
219	34312 36236	2	   	250.20	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1FEWX|245VULN|34LHND|4BPWR|6DMG|7RCR|8CDMG|9DUR|aTLV
220	51232 36236	1	   	250.20	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	13LWND|235VULN|3BPWR|4BEXP|6DMG|7RCR|8CDMG|9DUR|aTLV
221	53112 36236	3	   	250.20	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1LWND|24FEWX|345VULN|4BPWR|6DMG|7RCR|8CDMG|9DUR|aTLV
222	11263 61513	1	   	250.20	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	13LHND|236VULN|3BPWR|4CDMG|5RCVC|7TLV|8RCR|9DMG|aDUR
223	31131 65252	1	   	250.10	DCR|3VULN|1TLV|1DMG|2ASPD|1CDMG	17FEWX|267VULN|3TLV|4DMG|57ASPD|7BPWR|8ERES|9RCR|aCDMG
224	32243 53631	10	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1FEWX|2TLV|3DUR|4CDMG|5LHND|679VULN|8DMG|aRCR
225	34112 36236	3	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1FEWX|235VULN|4LHND|6DMG|7RCR|8CDMG|9DUR|aTLV
226	11112 66236	3	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1LHND|24DUST|345VULN|4BPWR|6DMG|7RCR|8CDMG|9DUR|aTLV
227	14123 36236	6	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1LHND|236VULN|4DUST|5DMG|7RCR|8CDMG|9DUR|aTLV
228	31252 36222	1	   	249.89	DCR|3VULN|2DMG|1DUR|1CDMG	13FEWX|235VULN|3BPWR|4DUR|69DMG|7RCR|8CDMG|aLIT
229	34252 36222	2	   	249.89	DCR|3VULN|2DMG|1DUR|1CDMG	13FEWX|235VULN|3BPWR|4DUR|69DMG|7RCR|8CDMG|aLIT
230	34152 36222	3	   	249.79	DCR|3VULN|2DMG|1DUR|1CDMG	1FEWX|235VULN|4DUR|69DMG|7RCR|8CDMG|aLIT
231	61231 36211	1	 * 	249.54	DCR|5VULN|2CDMG|1DUR	1RCVC|2TBNT|34678VULN|56CDMG|6BPWR|9DUR|aRCR
232	62231 36211	1	   	249.54	DCR|5VULN|2CDMG|1DUR	1RCVC|2BBNT|34678VULN|56CDMG|6BPWR|9DUR|aRCR
233	32254 12151	3	   	248.94	DCR|3VULN|2DUR|1TLV|1AART	1FEWX|2TLV|34DUR|578VULN|6ASPD|9RCR|aAART
234	32235 12151	4	   	248.94	DCR|3VULN|2DUR|1TLV|1AART	1FEWX|2TLV|35DUR|478VULN|6ASPD|9RCR|aAART
235	12532 14243	6	   	248.91	DCR|3VULN|2TLV|2DUR|1AART	157LHND|27TLV|347VULN|6AART|7BPWR|8aDUR|9RCR
236	14112 14243	6	   	248.91	DCR|3VULN|2TLV|2DUR|1AART	157LHND|237VULN|47TLV|6AART|7BPWR|8aDUR|9RCR
237	66134 27143	10	 * 	248.49	DCR|4VULN|3DMG	1RCVC|258DMG|3MBVNT|458ZMB|58BPWR|689aVULN|7RCR
238	14136 11141	8	   	248.35	DCR|4VULN|3DMG|1SELL	19LHND|2369VULN|469DMG|5SELL|69BPWR|7BELT|8RCR|aLWND
239	14136 11143	8	   	248.35	DCR|4VULN|3DMG|1SELL	19LHND|2369VULN|469DMG|5SELL|69BPWR|7BELT|8RCR|aBEXP
240	34212 36231	3	   	248.24	DCR|3VULN|2DUR|1DMG|1CDMG|1AART	1FEWX|245VULN|34DUR|4BPWR|6DMG|7RCR|8CDMG|9AART|aCGEN
241	34212 36232	3	   	248.24	DCR|3VULN|2DUR|1DMG|1CDMG|1AART	1aFEWX|245VULN|34DUR|4BPWR|6DMG|7RCR|8CDMG|9AART
242	34212 36233	3	   	248.14	DCR|3VULN|2DUR|1DMG|1CDMG|1AART	1FEWX|245VULN|34DUR|4BPWR|6DMG|7RCR|8CDMG|9AART|aBBNT
243	15232 11142	6	   	248.01	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1LHND|2DUR|3TLV|47aVULN|5AART|6CDMG|8ASPD|9RCR
244	35421 31142	2	   	248.01	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1FEWX|2AART|3DUR|4CDMG|57aVULN|6TLV|8ASPD|9RCR
245	35521 31142	3	   	248.01	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1FEWX|2AART|3DUR|4CDMG|57aVULN|6TLV|8ASPD|9RCR
246	32236 14351	2	   	247.95	DCR|2VULN|3DUR|2TLV|1DMG	138FEWX|23TLV|38BPWR|4RPLT|568DUR|78VULN|9DMG|aRCR
247	52236 12351	2	   	247.95	DCR|2VULN|3DUR|2TLV|1DMG	138LWND|23TLV|38BPWR|4RPLT|568DUR|78VULN|9DMG|aRCR
248	32211 54351	3	   	247.95	DCR|2VULN|3DUR|2TLV|1DMG	168FEWX|24TLV|348DUR|48BPWR|5RPLT|78VULN|9DMG|aRCR
249	34211 16325	3	   	247.90	DCR|3VULN|3DUR|2ASPD|1CDMG	1FEWX|249VULN|348DUR|4BPWR|56ASPD|7RCR|aCDMG
250	14222 36621	8	   	247.88	DCR|2VULN|3DUR|1TLV|1DMG	1LHND|2aVULN|357DUR|4LIT|6DMG|8RCR|9TLV
251	15122 36621	8	   	247.88	DCR|2VULN|3DUR|1TLV|1DMG	1LHND|257DUR|3aVULN|4LIT|6DMG|8RCR|9TLV
252	34212 13245	3	   	247.82	DCR|3VULN|3DUR|1DMG|1AART	16FEWX|245VULN|34aDUR|4BPWR|7AART|8DMG|9RCR
253	34212 36362	3	   	247.82	DCR|3VULN|3DUR|1DMG|1AART	1FEWX|245VULN|348DUR|4BPWR|6DMG|7RCR|9AART|aBEXP
254	14221 13322	9	   	247.78	DCR|4VULN|2DUR|1CDMG	1LHND|2578VULN|39DUR|4LIT|6CDMG|aRCR
255	15121 13322	9	   	247.78	DCR|4VULN|2DUR|1CDMG	1LHND|29DUR|3578VULN|4LIT|6CDMG|aRCR
256	31132 31451	1	   	247.65	DCR|3VULN|2DMG|1TLV|1AART	18FEWX|258VULN|3TLV|46DMG|78BEXP|8BPWR|9RCR|aAART
257	34132 31451	2	   	247.65	DCR|3VULN|2DMG|1TLV|1AART	18FEWX|258VULN|3TLV|46DMG|78BEXP|8BPWR|9RCR|aAART
258	12211 32451	3	   	247.56	DCR|3VULN|2TLV|2DUR	18LHND|28TLV|3RCVC|4ASPD|5aDUR|678VULN|8BPWR|9RCR
259	12311 32451	2	   	247.56	DCR|3VULN|2TLV|2DUR	138LHND|28TLV|4ASPD|5aDUR|678VULN|8BPWR|9RCR
260	52211 32451	3	   	247.56	DCR|3VULN|2TLV|2DUR	18LWND|28TLV|3RCVC|4ASPD|5aDUR|678VULN|8BPWR|9RCR
261	12211 32151	2	   	247.46	DCR|3VULN|2TLV|2DUR	13LHND|23TLV|3BPWR|4ASPD|5aDUR|678VULN|9RCR
262	52211 32151	2	   	247.46	DCR|3VULN|2TLV|2DUR	13LWND|23TLV|3BPWR|4ASPD|5aDUR|678VULN|9RCR
263	32214 12153	3	   	247.46	DCR|3VULN|2TLV|2DUR	1FEWX|24TLV|34DUR|4BPWR|578VULN|6ASPD|9RCR|aCGEN
264	32214 12155	3	   	247.46	DCR|3VULN|2TLV|2DUR	1FEWX|24TLV|34DUR|4BPWR|578VULN|6ASPD|9RCR|aRCVC
265	34211 66322	3	   	247.45	DCR|4VULN|3DUR	1FEWX|2469VULN|348DUR|4BPWR|5ASPD|7RCR|aMLV
266	34211 66323	3	   	247.45	DCR|4VULN|3DUR	1FEWX|2469VULN|348DUR|4BPWR|5ASPD|7RCR|aCGEN
267	31132 31151	1	   	247.45	DCR|3VULN|2DMG|1TLV|1AART	1FEWX|258VULN|3TLV|46DMG|7BEXP|9RCR|aAART
268	31132 33544	1	   	247.45	DCR|3VULN|2DMG|1TLV|1AART	1FEWX|25aVULN|3TLV|46DMG|7AART|8CGEN|9RCR
269	31132 35451	1	   	247.45	DCR|3VULN|2DMG|1TLV|1AART	18FEWX|258VULN|3TLV|46DMG|78DUST|8BPWR|9RCR|aAART
270	32522 35251	4	   	247.45	DCR|3VULN|2DMG|1TLV|1NUKE|1AART	17FEWX|2TLV|357VULN|4NUKE|67DMG|7BPWR|8ERES|9RCR|aAART
271	32532 31151	2	   	247.45	DCR|3VULN|2DMG|1TLV|1AART	1FEWX|2TLV|358VULN|46DMG|7BEXP|9RCR|aAART
272	32532 31151	3	   	247.45	DCR|3VULN|2DMG|1TLV|1AART	1FEWX|2TLV|358VULN|46DMG|7BEXP|9RCR|aAART
273	34132 31151	2	   	247.45	DCR|3VULN|2DMG|1TLV|1AART	1FEWX|258VULN|3TLV|46DMG|7BEXP|9RCR|aAART
274	31133 32451	1	   	247.45	DCR|3VULN|2DMG|1TLV|1AART	18FEWX|278VULN|3TLV|46DMG|58DUST|8BPWR|9RCR|aAART
275	34133 32451	2	   	247.45	DCR|3VULN|2DMG|1TLV|1AART	18FEWX|278VULN|3TLV|46DMG|58DUST|8BPWR|9RCR|aAART
276	12411 32151	2	   	247.36	DCR|3VULN|2TLV|2DUR	1LHND|23TLV|4ASPD|5aDUR|678VULN|9RCR
277	15214 12152	3	   	247.36	DCR|3VULN|2TLV|2DUR	1LHND|24DUR|34TLV|4BPWR|578VULN|6ASPD|9RCR|aBBNT
278	15214 12153	3	   	247.36	DCR|3VULN|2TLV|2DUR	1LHND|24DUR|34TLV|4BPWR|578VULN|6ASPD|9RCR|aERES
279	52411 32151	2	   	247.36	DCR|3VULN|2TLV|2DUR	1LWND|23TLV|4ASPD|5aDUR|678VULN|9RCR
280	32214 12154	3	   	247.36	DCR|3VULN|2TLV|2DUR	1FEWX|24TLV|34DUR|4BPWR|578VULN|6ASPD|9RCR|aMBVNT
281	34211 62348	3	   	247.35	DCR|4VULN|3DUR	1FEWX|246aVULN|348DUR|4BPWR|5ASPD|7MBVNT|9RCR
282	31132 35151	1	   	247.35	DCR|3VULN|2DMG|1TLV|1AART	1FEWX|258VULN|3TLV|46DMG|7DUST|9RCR|aAART
283	32532 35151	3	   	247.35	DCR|3VULN|2DMG|1TLV|1AART	1FEWX|2TLV|358VULN|46DMG|7DUST|9RCR|aAART
284	32532 35151	2	   	247.35	DCR|3VULN|2DMG|1TLV|1AART	1FEWX|2TLV|358VULN|46DMG|7DUST|9RCR|aAART
285	34132 35151	2	   	247.35	DCR|3VULN|2DMG|1TLV|1AART	1FEWX|258VULN|3TLV|46DMG|7DUST|9RCR|aAART
286	31133 32151	1	   	247.35	DCR|3VULN|2DMG|1TLV|1AART	1FEWX|278VULN|3TLV|46DMG|5DUST|9RCR|aAART
287	32533 32151	2	   	247.35	DCR|3VULN|2DMG|1TLV|1AART	1FEWX|2TLV|378VULN|46DMG|5DUST|9RCR|aAART
288	32533 32151	3	   	247.35	DCR|3VULN|2DMG|1TLV|1AART	1FEWX|2TLV|378VULN|46DMG|5DUST|9RCR|aAART
289	34133 32151	2	   	247.35	DCR|3VULN|2DMG|1TLV|1AART	1FEWX|278VULN|3TLV|46DMG|5DUST|9RCR|aAART
290	32214 12152	3	   	247.21	DCR|3VULN|2TLV|2DUR|1SELL	1FEWX|24TLV|34DUR|4BPWR|578VULN|6ASPD|9RCR|aSELL
291	34111 12451	5	   	247.20	DCR|4VULN|1TLV|2ASPD|1AART	18FEWX|2378VULN|4TLV|5BEXP|68ASPD|8BPWR|9RCR|aAART
292	15233 32151	6	   	247.12	DCR|3VULN|2DUR|1TLV|2ASPD	1LHND|2aDUR|3TLV|478VULN|56ASPD|9RCR
293	16241 32151	3	   	247.12	DCR|3VULN|2DUR|1TLV|2ASPD	1LHND|25ASPD|3aDUR|4TLV|678VULN|9RCR
294	34113 11366	5	   	247.12	DCR|3VULN|2DUR|1TLV|2ASPD	1FEWX|23aVULN|4TLV|5DUST|6aASPD|7ERES|8aDUR|9RCR|aBPWR
295	55232 32151	6	   	247.12	DCR|3VULN|2DUR|1TLV|2ASPD	1LWND|2aDUR|3TLV|478VULN|56ASPD|9RCR
296	32414 12151	6	   	247.10	DCR|4VULN|1TLV|1DUR|1AART	1FEWX|2TLV|3ZMB|4578VULN|6DUR|9RCR|aAART
297	34113 12451	5	   	247.10	DCR|4VULN|1TLV|2ASPD|1AART	18FEWX|2378VULN|4TLV|5DUST|68ASPD|8BPWR|9RCR|aAART
298	32524 12151	6	   	247.00	DCR|4VULN|1TLV|1DUR|1NUKE|1AART	1FEWX|2TLV|3578VULN|4NUKE|6DUR|9RCR|aAART
299	31252 36262	1	   	246.89	DCR|3VULN|2DUR|1DMG|1CDMG	13FEWX|235VULN|3BPWR|49DUR|6DMG|7RCR|8CDMG|aLIT
300	34211 66222	3	   	246.89	DCR|3VULN|2DUR|1DMG|1CDMG	1FEWX|246VULN|34DUR|4BPWR|5ASPD|7RCR|8CDMG|9DMG|aDMSP
301	34211 66223	3	   	246.89	DCR|3VULN|2DUR|1DMG|1CDMG	1FEWX|246VULN|34DUR|4BPWR|5ASPD|7RCR|8CDMG|9DMG|aLWND
302	34212 36215	3	   	246.89	DCR|3VULN|2DUR|1DMG|1CDMG	1FEWX|245VULN|34DUR|4BPWR|6DMG|7RCR|8CDMG|9CGEN|aASPD
