0	Index      	Bounty	 *	Score 	Summary	Detail	
1	14312 63633	2	 * 	278.58	DCR|3VULN|3DUR|3TLV|3CDMG	179DUR|279CDMG|36aVULN|4CGEN|579TLV|79BPWR|8RCR
161	36623 12112	4	   	252.80	DCR|3VULN|1TLV|1DMG|2ASPD|1DUR	19ASPD|2CGEN|359VULN|4DMG|6TLV|7RCR|89LHND|9BPWR|aDUR
162	36623 12212	4	   	252.80	DCR|3VULN|1TLV|1DMG|2ASPD|1DUR	19ASPD|2CGEN|359VULN|4DMG|6TLV|7RCR|89FEWX|9BPWR|aDUR
163	62242 21632	3	   	252.80	DCR|3VULN|2TLV|1DMG|2LIT|1AART	159VULN|2AART|3DMG|4BBNT|6TBNT|79LIT|89TLV|9BPWR|aRCR
164	62242 22232	5	   	252.80	DCR|3VULN|2TLV|1DMG|2LIT|1AART	159VULN|2AART|3DMG|49LIT|69TLV|7BBNT|8TBNT|9BPWR|aRCR
165	62243 22232	4	   	252.80	DCR|3VULN|2TLV|1DMG|2LIT|1AART	159VULN|2AART|3DMG|49LIT|69TLV|7BBNT|8TBNT|9BPWR|aRCR
166	62532 21632	2	   	252.80	DCR|3VULN|2TLV|1DMG|2LIT|1AART	159VULN|2AART|3TBNT|4DMG|6BBNT|79LIT|89TLV|9BPWR|aRCR
167	26461 33313	10	   	252.70	DCR|3VULN|1TLV|1DMG|2ASPD|1DUR	1BEXP|25ASPD|3RPLT|456VULN|5BPWR|7DMG|8TLV|9DUR|aRCR
168	14336 31161	10	   	252.70	DCR|4VULN|3DUR|1CDMG	159DUR|2CDMG|3RCVC|467aVULN|8RCR
169	65422 12312	2	 * 	252.66	DCR|4VULN|2DMG|2CDMG|1SELL	149aVULN|2SELL|34DMG|49BPWR|59CDMG|69LWND|7RCR|8RPLT
170	16461 32333	8	   	252.60	DCR|3VULN|1TLV|1DMG|2ASPD|1DUR	1DUR|25ASPD|3RPLT|456VULN|5BPWR|7TLV|8DMG|9TBNT|aRCR
171	36623 12412	4	   	252.60	DCR|3VULN|1TLV|1DMG|2ASPD|1DUR	19ASPD|2CGEN|359VULN|4DMG|6TLV|7RCR|89DUST|9BPWR|aDUR
172	11121 66511	1	   	252.58	DCR|3VULN|3DUR|2TLV	159DUR|249VULN|34LHND|49BPWR|6RCR|7CGEN|89TLV|aFEWX
173	11121 66512	1	   	252.58	DCR|3VULN|3DUR|2TLV	159DUR|249VULN|34LHND|49BPWR|6RCR|7CGEN|89TLV|aRPLT
174	11121 66513	1	   	252.58	DCR|3VULN|3DUR|2TLV	159DUR|249VULN|34LHND|49BPWR|6RCR|7CGEN|89TLV|aBEXP
175	52623 13621	7	   	252.34	DCR|2VULN|2DMG|2DUR|1TLV	1aCGEN|24DMG|3aVULN|5LIT|6TLV|7RCR|8aDUR|9MBVNT|aBPWR
176	63524 32233	1	   	252.28	DCR|3VULN|2DMG|2DUR|1AART	189VULN|2RPLT|3AART|4FEWX|58DMG|6RCR|78DUR|8BPWR|aLHND
177	15312 63611	2	   	252.23	DCR|3VULN|3DUR|2TLV|1SELL	179DUR|2SELL|36aVULN|47CGEN|57TLV|7BPWR|8RCR
178	63524 32231	1	   	252.18	DCR|3VULN|2DMG|2DUR|1AART	189VULN|2RPLT|3AART|4FEWX|58DMG|6RCR|78DUR|8BPWR|aTBNT
179	66233 63211	9	   	252.15	DCR|4VULN|1TLV|2ASPD|2LIT|1SELL	147aVULN|27ASPD|37LIT|5SELL|6RCR|7BPWR|8TLV|9RPLT
180	66233 63221	8	   	252.15	DCR|4VULN|1TLV|2ASPD|2LIT|1SELL	1479VULN|27ASPD|37LIT|5SELL|6RCR|7BPWR|8TLV|aLWND
181	66233 63222	8	   	252.15	DCR|4VULN|1TLV|2ASPD|2LIT|1SELL	1479VULN|27ASPD|37LIT|5SELL|6RCR|7BPWR|8TLV|aLHND
182	66233 63223	8	   	252.05	DCR|4VULN|1TLV|2ASPD|2LIT|1SELL	1479VULN|27ASPD|37LIT|5SELL|6RCR|7BPWR|8TLV|aERES
183	15322 63611	2	   	252.03	DCR|3VULN|3DUR|2TLV|1SELL	179DUR|2SELL|36aVULN|47ERES|57TLV|7BPWR|8RCR
184	52623 13151	9	 * 	251.89	DCR|2VULN|3DMG|2TLV|2LIT	1aCGEN|249DMG|38VULN|5aLIT|6aTLV|7RCR|aBPWR
185	52623 13161	8	   	251.89	DCR|2VULN|3DMG|2TLV|2LIT	1aCGEN|249DMG|38VULN|5aLIT|6aTLV|7RCR|aBPWR
186	55222 23112	10	   	251.82	DCR|3VULN|1TLV|1DMG|1CDMG|1AART	1CGEN|26aVULN|3LIT|4CDMG|5AART|7TLV|8DMG|9RCR
187	12241 32325	10	   	251.55	DCR|2VULN|3DMG|2DUR|1AART	19DUR|2AART|39aDMG|4LIT|5BEXP|69VULN|7RMIN|8RCR|9BPWR
188	12244 32325	10	   	251.55	DCR|2VULN|3DMG|2DUR|1AART	19DUR|2AART|39aDMG|4LIT|5FEWX|69VULN|7RMIN|8RCR|9BPWR
189	62241 22325	10	   	251.55	DCR|2VULN|3DMG|2DUR|1AART	19VULN|2AART|39aDMG|4LIT|5BEXP|69DUR|7RMIN|8RCR|9BPWR
190	12226 23126	6	   	251.53	ACR|2VULN|2DMG|2TLV|2DUR|1CDMG|1AART	17DUR|2AART|39DMG|4RCR|57VULN|67TLV|7BPWR|8CDMG|aLIT
191	62224 23126	6	   	251.53	ACR|2VULN|2DMG|2TLV|2DUR|1CDMG|1AART	17VULN|2AART|39DMG|4RCR|57DUR|67TLV|7BPWR|8CDMG|aLIT
192	55221 23263	5	   	251.50	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1CGEN|29VULN|3LIT|4CDMG|59LWND|6TLV|79DMG|8RCR|9BPWR|aDUR
193	63411 62131	1	   	251.31	DCR|3VULN|1TLV|2CDMG|1DUR|2LIT	14aVULN|2RPLT|3DUR|5aCDMG|6ERES|7RCR|8TLV|9aLIT|aBPWR
194	36622 12612	5	   	251.30	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1ASPD|2CGEN|3aVULN|45DMG|6TLV|7RCR|8CDMG|9DUR
195	52616 31212	9	   	251.24	DCR|3VULN|2DUR|1TLV|1DMG	169CGEN|2DMG|349VULN|5RMIN|7RCR|89DUR|9BPWR|aTLV
196	66233 21334	6	   	251.21	DCR|4VULN|1TLV|1CDMG|1SELL	1479VULN|2ASPD|3LIT|5SELL|6CDMG|8RCR|aTLV
197	66223 21334	4	   	251.21	DCR|4VULN|1TLV|1CDMG|1SELL	1679VULN|2ASPD|3LIT|4CDMG|5SELL|8RCR|aTLV
198	12224 62114	10	   	251.18	ACR|4VULN|2DUR|1DMG|2CDMG|2AART	18DUR|25AART|3DMG|4RCR|689aVULN|78CDMG|8BPWR
199	12224 62211	10	   	251.18	ACR|4VULN|2DUR|1DMG|2CDMG|2AART	1aDUR|25AART|3DMG|4RCR|689aVULN|7aCDMG|aBPWR
200	13611 53234	7	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	1DUR|2BEXP|3CDMG|4RPLT|568aVULN|7TLV|9RCR
201	14211 53234	7	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	1DUR|2CDMG|3LHND|4RPLT|568aVULN|7TLV|9RCR
202	63411 13242	1	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	1469VULN|2RPLT|3DUR|5CDMG|7RCVC|8RCR|aTLV
203	63222 26116	1	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	139VULN|2RPLT|49ERES|5TLV|6CGEN|7RCR|89DUR|9BPWR|aDMG
204	63231 13534	1	   	250.99	DCR|4VULN|1TLV|1DUR|1CDMG	136aVULN|2RPLT|4DUST|5CDMG|7DUR|8TLV|9RCR
205	63311 13534	1	   	250.99	DCR|4VULN|1TLV|1DUR|1CDMG	146aVULN|2RPLT|3DUST|5CDMG|7DUR|8TLV|9RCR
206	12245 32322	10	   	250.96	DCR|2VULN|2DUR|1TLV|1DMG|2LIT|1AART	19DUR|2AART|3DMG|49LIT|5LEGI|69VULN|7RMIN|8RCR|9BPWR|aTLV
207	12245 32323	9	   	250.96	DCR|2VULN|2DUR|1TLV|1DMG|2LIT|1AART	19DUR|2AART|3DMG|49LIT|5LEGI|69VULN|7RMIN|8RCR|9BPWR|aTLV
208	12335 53263	1	   	250.76	DCR|1VULN|2DMG|2TLV|2DUR|2LIT|1CDMG	1aDUR|29LIT|3CDMG|4VULN|59DMG|6ERES|79TLV|8RCR|9BPWR
209	12255 21341	1	   	250.63	DCR|3VULN|2DMG|2DUR	17DUR|2LIT|35DMG|4BBNT|69aVULN|8RCR
210	12265 21341	1	   	250.63	DCR|3VULN|2DMG|2DUR	17DUR|2LIT|35DMG|4TBNT|69aVULN|8RCR
211	52611 42323	4	   	250.60	DCR|4VULN|2DMG|1AART	1CGEN|25DMG|3456VULN|5BPWR|7ERES|8AART|9ASPD|aRCR
212	12324 62111	10	   	250.59	ACR|4VULN|3DUR|3CDMG|2AART	18aDUR|25AART|3ZMB|4RCR|689aVULN|78aCDMG|8aBPWR
213	11312 35435	1	   	250.58	DCR|3VULN|2DMG|2DUR|1SELL	1aDUR|25aVULN|3FEWX|4SELL|6LIT|7TBNT|8aDMG|9RCR|aBPWR
214	66222 31115	10	   	250.17	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	178VULN|2ASPD|3LIT|4CDMG|5AART|6DUR|9RCR|aDMG
215	66233 62233	9	   	250.13	DCR|4VULN|2DUR|2ASPD|1SELL	148aVULN|2aASPD|3LIT|5SELL|6RCR|7DUST|9aDUR|aBPWR
216	14211 53232	7	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1DUR|2CDMG|3LHND|4RPLT|568VULN|7TLV|9RCR|aDMG
217	52612 12612	5	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1CGEN|2DMG|34aVULN|5ZMB|6TLV|7RCR|8CDMG|9DUR
218	64141 32132	7	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	16aVULN|2CDMG|3LWND|4DMG|5FEWX|7TLV|8DUR|9RCR
219	64141 32232	8	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	16aVULN|2CDMG|3LWND|4DMG|5FEWX|7TLV|8DUR|9RCR
220	64211 53232	7	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	158VULN|2CDMG|3LHND|4RPLT|6DUR|7TLV|9RCR|aDMG
221	61221 25622	4	 * 	249.84	DCR|5VULN|1DMG|1DUR	14567VULN|245LHND|3RCVC|45BPWR|8DMG|9RCR|aDUR
222	12226 23363	6	   	249.81	ACR|3VULN|3DUR|2TLV|1DMG|1AART	17aDUR|2AART|3DMG|4RCR|579VULN|67TLV|7BPWR|8DUST
223	62224 23363	6	   	249.81	ACR|3VULN|3DUR|2TLV|1DMG|1AART	179VULN|2AART|3DMG|4RCR|57aDUR|67TLV|7BPWR|8DUST
224	33236 63224	10	   	249.76	ACR|4VULN|1TLV|2CDMG|2ASPD|1DUR	17ASPD|2RCR|3LIT|457aVULN|67CDMG|7BPWR|8TLV|9DUR
225	52613 13112	9	   	249.76	DCR|4VULN|1TLV|1DMG	1aCGEN|2DMG|348aVULN|5LIT|6TLV|7RCR|9aZMB|aBPWR
226	66112 41313	5	   	249.73	DCR|2VULN|3DMG|2DUR|2ASPD	19VULN|29ASPD|37DUR|4LWND|569DMG|8RPLT|9BPWR|aRCR
227	12242 35234	10	 * 	249.69	DCR|2VULN|1TLV|1DMG|2CDMG|1DUR|1AART	1DUR|2AART|3DMG|4LIT|56VULN|78CDMG|9TLV|aRCR
228	52613 13121	9	   	249.56	DCR|4VULN|1TLV|1DMG	1CGEN|2DMG|348aVULN|5LIT|6TLV|7RCR|9FEWX
229	52613 13131	9	   	249.56	DCR|4VULN|1TLV|1DMG	1CGEN|2DMG|348aVULN|5LIT|6TLV|7RCR|9LWND
230	52613 13141	9	   	249.56	DCR|4VULN|1TLV|1DMG	1CGEN|2DMG|348aVULN|5LIT|6TLV|7RCR|9BEXP
231	52613 13151	8	   	249.56	DCR|4VULN|1TLV|1DMG	1CGEN|2DMG|348aVULN|5LIT|6TLV|7RCR|9LHND
232	52613 13361	8	   	249.56	DCR|4VULN|1TLV|1DMG	1CGEN|2DMG|349aVULN|5LIT|6TLV|7RCR|8LHND
233	55234 13121	9	   	249.56	DCR|4VULN|1TLV|1DMG	1CGEN|248aVULN|3LIT|5DMG|6TLV|7RCR|9FEWX
234	55234 13131	9	   	249.56	DCR|4VULN|1TLV|1DMG	1CGEN|248aVULN|3LIT|5DMG|6TLV|7RCR|9LWND
235	52613 21353	5	   	249.56	DCR|4VULN|1TLV|1DMG	1CGEN|2DMG|3467VULN|5LIT|8RCR|9TLV|aLWND
236	64361 31212	3	   	249.56	DCR|4VULN|1TLV|2CDMG	1456VULN|26CDMG|3RCVC|6BPWR|7TLV|8RMIN|9RCR|aLIT
237	52613 11341	6	   	249.46	DCR|4VULN|1TLV|1DMG	1CGEN|2DMG|349aVULN|5LIT|6TLV|7BBNT|8RCR
238	52613 13131	8	   	249.46	DCR|4VULN|1TLV|1DMG	1CGEN|2DMG|348aVULN|5LIT|6TLV|7RCR|9TBNT
239	55234 13131	8	   	249.46	DCR|4VULN|1TLV|1DMG	1CGEN|248aVULN|3LIT|5DMG|6TLV|7RCR|9TBNT
240	52613 21351	5	   	249.46	DCR|4VULN|1TLV|1DMG	1CGEN|2DMG|3467VULN|5LIT|8RCR|9TLV|aDUST
241	12242 25115	10	   	249.35	DCR|2VULN|2DMG|2DUR|1CDMG|1AART	16DUR|2AART|3aDMG|4LIT|58VULN|7CDMG|9RCR
242	64321 31633	4	   	249.33	DCR|4VULN|2TLV|2CDMG	156aVULN|26CDMG|3RCVC|4DMSP|6BPWR|78TLV|9RCR
243	66234 21312	5	   	249.25	DCR|4VULN|2DMG	1467VULN|2ASPD|3LIT|5aDMG|8RCR|9FEWX
244	12414 14814	5	   	249.23	DCR|2VULN|3DUR|1TLV|2CDMG|1AART	13aDUR|2AART|3aBPWR|4aCDMG|5MBVNT|6LHND|7RCR|8TLV|9aVULN
245	62424 23333	4	   	249.19	DCR|5VULN|1TLV|1AART	1458aVULN|2AART|3LWND|6DMSP|7TLV|9RCR
246	12241 32323	9	   	249.12	DCR|2VULN|3DUR|2DMG|1AART	19aDUR|2AART|39DMG|4LIT|5BEXP|69VULN|7RMIN|8RCR|9BPWR
247	12244 32323	9	   	249.12	DCR|2VULN|3DUR|2DMG|1AART	19aDUR|2AART|39DMG|4LIT|5FEWX|69VULN|7RMIN|8RCR|9BPWR
248	62241 22323	9	   	249.12	DCR|2VULN|3DUR|2DMG|1AART	19VULN|2AART|39DMG|4LIT|5BEXP|69aDUR|7RMIN|8RCR|9BPWR
249	62244 13323	9	   	249.12	DCR|2VULN|3DUR|2DMG|1AART	19VULN|2AART|39DMG|4LIT|5FEWX|6RMIN|79aDUR|8RCR|9BPWR
250	62244 22323	9	   	249.12	DCR|2VULN|3DUR|2DMG|1AART	19VULN|2AART|39DMG|4LIT|5FEWX|69aDUR|7RMIN|8RCR|9BPWR
251	12241 32432	7	   	249.12	DCR|2VULN|3DUR|2DMG|1AART	189DUR|2AART|39DMG|4LIT|5BEXP|69VULN|7RMIN|9BPWR|aRCR
252	12244 13432	6	   	249.12	DCR|2VULN|3DUR|2DMG|1AART	189DUR|2AART|39DMG|4LIT|5FEWX|6RMIN|79VULN|9BPWR|aRCR
253	12244 13632	8	   	249.12	DCR|2VULN|3DUR|2DMG|1AART	179DUR|2AART|39DMG|4LIT|5FEWX|6RMIN|89VULN|9BPWR|aRCR
254	12244 32432	7	   	249.12	DCR|2VULN|3DUR|2DMG|1AART	189DUR|2AART|39DMG|4LIT|5FEWX|69VULN|7RMIN|9BPWR|aRCR
255	62241 12432	6	   	249.12	DCR|2VULN|3DUR|2DMG|1AART	19VULN|2AART|39DMG|4LIT|5BEXP|6RMIN|789DUR|9BPWR|aRCR
256	62241 22432	7	   	249.12	DCR|2VULN|3DUR|2DMG|1AART	19VULN|2AART|39DMG|4LIT|5BEXP|689DUR|7RMIN|9BPWR|aRCR
257	62623 16312	7	   	249.01	DCR|2VULN|2DMG|2DUR|2AART|1CDMG	1aVULN|23AART|4aDUR|5LHND|6BELT|7RCR|8CDMG|9aDMG|aBPWR
258	66126 12312	2	   	248.99	DCR|4VULN|2DMG|2ASPD	139aVULN|26ASPD|49LWND|59DMG|7RCR|8RPLT|9BPWR
259	52611 41333	4	   	248.99	DCR|4VULN|2DMG|1DUR	1CGEN|25DMG|3456VULN|5BPWR|7RMIN|8DUR|9ZMB|aRCR
260	12226 23355	5	 * 	248.97	ACR|3VULN|3DMG|3DUR|1AART	17aDUR|2AART|379DMG|4RCR|57aVULN|6BBNT|7aBPWR|8aBEXP
261	12226 23515	5	   	248.97	ACR|3VULN|3DMG|3DUR|1AART	17aDUR|2AART|378DMG|4RCR|57aVULN|6BBNT|7aBPWR|9aBEXP
262	12226 23535	5	   	248.97	ACR|3VULN|3DMG|3DUR|1AART	17aDUR|2AART|378DMG|4RCR|57aVULN|6BBNT|7aBPWR|9aLWND
263	55161 31212	9	   	248.81	DCR|4VULN|3DUR|1AART	1CGEN|2567VULN|359DUR|4RPLT|5BPWR|8RCR|aAART
264	55631 31212	9	   	248.81	DCR|4VULN|3DUR|1AART	1CGEN|2567VULN|3RPLT|459DUR|5BPWR|8RCR|aAART
265	12222 42146	4	   	248.77	ACR|3VULN|3DMG|3DUR|1AART	18aDUR|2AART|389DMG|4RCR|5MBVNT|68aVULN|7TBNT|8aBPWR
266	62222 21146	4	   	248.77	ACR|3VULN|3DMG|3DUR|1AART	18aVULN|2AART|389DMG|4RCR|5MBVNT|6BBNT|78aDUR|8aBPWR
267	62222 41146	4	   	248.77	ACR|3VULN|3DMG|3DUR|1AART	18aVULN|2AART|389DMG|4RCR|5MBVNT|6TBNT|78aDUR|8aBPWR
268	62222 62146	4	   	248.77	ACR|3VULN|3DMG|3DUR|1AART	18aVULN|2AART|389DMG|4RCR|5MBVNT|68aDUR|7TBNT|8aBPWR
269	66361 33213	8	 * 	248.71	DCR|3VULN|2DUR|3ASPD|1DMG	169VULN|259ASPD|35LWND|4RPLT|59BPWR|7DMG|89DUR|aRCR
270	65611 32424	10	   	248.64	DCR|4VULN|2DMG|2ASPD|1SELL	158aVULN|2SELL|3MBVNT|4RPLT|6RCR|7aASPD|9aDMG|aBPWR
271	33154 43212	10	 * 	248.64	ACR|2VULN|3DUR|2DMG|1TLV|3ASPD	159ASPD|2RCR|379DUR|4TLV|6aVULN|89DMG|9BPWR
272	66126 11313	2	   	248.61	DCR|3VULN|2DUR|3ASPD|1DMG	139VULN|269ASPD|4LWND|5DMG|79DUR|8RPLT|9BPWR|aRCR
