0	Index      	Bounty	 *	Score 	Summary	Detail	
1	12124 16126	8	 * 	261.89	DCR|3VULN|2DMG|2DUR	1BELT|2aZMB|3aDMG|4LIT|57DUR|68aVULN|9RCR|aBPWR
170	14343 23161	6	   	239.25	DCR|3VULN|1DUR|1TLV|1CDMG	1BELT|2DLOT|3LIT|4CDMG|569VULN|7RCR|8DUR|aTLV
171	14343 61311	8	   	239.25	DCR|3VULN|1DUR|1TLV|1CDMG	1BELT|2DLOT|3LIT|4CDMG|57aVULN|6TLV|8RCR|9DUR
172	54341 33131	1	   	239.14	DCR|3VULN|2DUR|1CDMG|1AART	17FEWX|2BBNT|367VULN|4AART|57DUR|7BPWR|8CDMG|9RPLT|aRCR
173	42111 43143	4	   	239.14	DCR|2VULN|2DMG|1TLV|1DUR|1ASPD	1TLV|2ASPD|3CGEN|4aVULN|59DMG|6DUR|7BEXP|8RCR
174	45111 33143	1	   	239.14	DCR|2VULN|2DMG|1TLV|1DUR|1ASPD	1TLV|2DUR|3CGEN|4ASPD|59DMG|6aVULN|7BEXP|8RCR
175	41511 33143	2	   	239.04	DCR|2VULN|2DMG|1TLV|1DUR|1ASPD	1TLV|2ERES|3DUR|4ASPD|59DMG|6aVULN|7BEXP|8RCR
176	41511 33143	3	   	239.04	DCR|2VULN|2DMG|1TLV|1DUR|1ASPD	1TLV|2ERES|3DUR|4ASPD|59DMG|6aVULN|7BEXP|8RCR
177	31172 14761	3	   	238.98	DCR|3VULN|1DMG|1DUR|1AART	1DUST|2MBVNT|3LIT|4AART|589VULN|6RCR|7DUR|aDMG
178	31372 14761	2	   	238.98	DCR|3VULN|1DMG|1DUR|1AART	1DUST|2MBVNT|3LIT|4AART|589VULN|6RCR|7DUR|aDMG
179	46212 22223	7	 * 	238.78	ACR|3VULN|3DUR|2TLV|1CDMG	19TLV|2RCR|379VULN|4LIT|5CGEN|689DUR|9BPWR|aCDMG
180	46112 21323	7	   	238.78	ACR|3VULN|3DUR|2TLV|1CDMG	19TLV|2RCR|369DUR|4LIT|5CGEN|789VULN|9BPWR|aCDMG
181	43622 46233	10	   	238.70	DCR|3VULN|2DMG|1TLV	1TLV|2LHND|3MBVNT|4BEXP|579VULN|6aDMG|8RCR
182	23215 63261	8	   	238.67	DCR|4VULN|3ASPD	1DMSP|278ASPD|378BEXP|478aVULN|5BELT|6RCR|78BPWR|9CGEN
183	33221 22134	2	   	238.62	DCR|3VULN|3DUR|1AART	19aDUST|2AART|35MLV|45aDUR|5aBPWR|68aVULN|7RCR
184	33521 62134	2	   	238.62	DCR|3VULN|3DUR|1AART	19aDUST|2AART|35CGEN|45aDUR|5aBPWR|68aVULN|7RCR
185	33521 62134	3	   	238.62	DCR|3VULN|3DUR|1AART	19aDUST|2AART|35CGEN|45aDUR|5aBPWR|68aVULN|7RCR
186	43122 15133	7	   	238.61	DCR|3VULN|2ASPD|1TLV|1DUR	1TLV|2LHND|3DUR|4BEXP|57aVULN|69ASPD|8RCR
187	43221 35133	7	   	238.61	DCR|3VULN|2ASPD|1TLV|1DUR	1TLV|2LHND|37aVULN|4BEXP|59ASPD|6DUR|8RCR
188	45122 15133	7	   	238.61	DCR|3VULN|2ASPD|1TLV|1DUR	1TLV|2FEWX|3DUR|4BEXP|57aVULN|69ASPD|8RCR
189	31272 61633	8	   	238.60	DCR|3VULN|2DMG|1DUR	1DUST|2MBVNT|3BEXP|49DMG|57aVULN|6RCR|8DUR
190	31272 64163	9	   	238.60	DCR|3VULN|2DMG|1DUR	1DUST|2MBVNT|3BEXP|48DMG|59aVULN|6RCR|7DUR
191	31272 64433	7	   	238.60	DCR|3VULN|2DMG|1DUR	1DUST|2MBVNT|3BEXP|49DMG|58aVULN|6RCR|7DUR
192	31772 61433	7	   	238.60	DCR|3VULN|2DMG|1DUR	1DUST|2MBVNT|3LHND|49DMG|57aVULN|6RCR|8DUR
193	31772 64433	7	   	238.60	DCR|3VULN|2DMG|1DUR	1DUST|2MBVNT|3LHND|49DMG|58aVULN|6RCR|7DUR
194	33226 12631	2	 * 	238.54	DCR|3VULN|1DMG|2AART|1DUR	1DUST|29AART|3MLV|4DUR|5DMG|67aVULN|8RCR
195	31288 26123	3	   	238.52	DCR|3VULN|3DUR|1AART	17DUST|2MBVNT|3BEXP|457VULN|67aDUR|7BPWR|8RCR|9AART
196	33222 22134	2	   	238.52	DCR|3VULN|3DUR|1AART	19aDUST|2AART|3MLV|45aDUR|68aVULN|7RCR|aBPWR
197	33522 62134	2	   	238.52	DCR|3VULN|3DUR|1AART	19aDUST|2AART|3CGEN|45aDUR|68aVULN|7RCR|aBPWR
198	33522 62134	3	   	238.52	DCR|3VULN|3DUR|1AART	19aDUST|2AART|3CGEN|45aDUR|68aVULN|7RCR|aBPWR
199	43263 15133	7	   	238.51	DCR|3VULN|2ASPD|1TLV|1DUR	1TLV|2LHND|37aVULN|4DUR|5LEGI|69ASPD|8RCR
200	21112 52541	5	   	238.47	DCR|4VULN|2DUR	18DMSP|2aCGEN|3DUST|459aVULN|6aDUR|7RCR|aBPWR
201	31272 61812	10	   	238.41	DCR|4VULN|1DMG|1ASPD	1DUST|2MBVNT|3BEXP|4DMG|5789VULN|6RCR|aASPD
202	31772 16243	8	   	238.41	DCR|4VULN|1DMG|1ASPD	1DUST|2MBVNT|3LHND|4DMG|579aVULN|6ASPD|8RCR
203	31772 61243	8	   	238.41	DCR|4VULN|1DMG|1ASPD	1DUST|2MBVNT|3LHND|4DMG|579aVULN|6RCR|8ASPD
204	12161 36222	10	   	238.40	DCR|3VULN|3DMG	1BELT|27ZMB|367DMG|49RCVC|57aVULN|7BPWR|8RCR
205	12161 36242	10	   	238.40	DCR|3VULN|3DMG	1BELT|27ZMB|367DMG|4RCVC|57aVULN|7BPWR|8RCR|9FEWX
206	12161 36261	10	   	238.40	DCR|3VULN|3DMG	1BELT|27ZMB|367DMG|4RCVC|579VULN|7BPWR|8RCR|aBEXP
207	12161 36261	9	   	238.40	DCR|3VULN|3DMG	1BELT|27ZMB|367DMG|4RCVC|579VULN|7BPWR|8RCR|aLWND
208	12161 36262	9	   	238.40	DCR|3VULN|3DMG	1BELT|27ZMB|367DMG|4aRCVC|579VULN|7BPWR|8RCR
209	12161 36263	9	   	238.40	DCR|3VULN|3DMG	1BELT|27ZMB|367DMG|4RCVC|579VULN|7BPWR|8RCR|aRMIN
210	16311 32314	1	   	238.37	DCR|4VULN|2DUR	1BELT|2RPLT|3RMIN|45DUR|678aVULN|9RCR
211	16314 32314	1	   	238.37	DCR|4VULN|2DUR	1BELT|2RPLT|3RMIN|45DUR|5BPWR|678aVULN|9RCR
212	12161 32262	10	   	238.20	DCR|3VULN|3DMG	1BELT|2ZMB|367DMG|4RCVC|59aVULN|8RCR
213	31288 23184	3	   	238.17	DCR|4VULN|2DUR	1aDUST|2MBVNT|3BEXP|457aVULN|6aDUR|8RCR|9BBNT|aBPWR
214	15112 52333	10	   	238.10	DCR|3VULN|3DMG	1BELT|259ERES|357DMG|4RPLT|59aBPWR|6RCR|89aVULN
215	15112 52335	9	   	238.10	DCR|3VULN|3DMG	1BELT|259ERES|357DMG|4RPLT|59BPWR|6RCR|89aVULN
216	15116 31333	10	   	238.10	DCR|3VULN|3DMG	1BELT|269ERES|356DMG|4RPLT|69aBPWR|7RCR|89aVULN
217	15116 31335	9	   	238.10	DCR|3VULN|3DMG	1BELT|269ERES|356DMG|4RPLT|69BPWR|7RCR|89aVULN
218	31478 24484	10	   	238.10	DCR|3VULN|3DMG	148DUST|2MBVNT|3RCVC|589VULN|6RPLT|789DMG|89BPWR|aRCR
219	31784 41714	2	   	237.93	DCR|4VULN|2DUR|1SELL	1DUST|2MBVNT|3SELL|469aVULN|56DUR|6BPWR|7RCR|8TBNT
220	33452 12621	4	   	237.86	DCR|3VULN|1TLV|1DUR|1ASPD|1AART	19DUST|2AART|3ASPD|4DUR|5TLV|67aVULN|8RCR
221	42633 12623	1	   	237.80	DCR|2VULN|2DMG|1TLV|1DUR|1AART	1TLV|2aDMG|39LHND|4DUR|5AART|67VULN|8RCR
222	42323 21436	8	   	237.53	DCR|2VULN|2TLV|1DMG|2LIT|1CDMG|1ASPD	1aTLV|2ASPD|34LIT|5CDMG|6DMG|78VULN|9RCR
223	51114 22433	3	   	237.49	DCR|2VULN|2DUR|1DMG|2LIT|1CDMG	1aFEWX|2MBVNT|38LIT|4aDUR|5CDMG|6DMG|7RCR|9aVULN|aBPWR
224	51154 22433	4	   	237.49	DCR|2VULN|2DUR|1DMG|2LIT|1CDMG	1aFEWX|2MBVNT|38LIT|4aDUR|5CDMG|6DMG|7RCR|9aVULN|aBPWR
225	51314 22433	2	   	237.49	DCR|2VULN|2DUR|1DMG|2LIT|1CDMG	1aFEWX|2MBVNT|38LIT|4aDUR|5CDMG|6DMG|7RCR|9aVULN|aBPWR
226	35511 33143	1	   	237.38	DCR|2VULN|2DMG|2DUR|1ASPD	13DUST|23DUR|3BPWR|4ASPD|59DMG|6aVULN|7BEXP|8RCR
227	36225 23361	10	   	237.36	DCR|3VULN|1DMG|1TLV|1DUR	1DUST|2MLV|378VULN|4BEXP|5TLV|6DMG|9RCR|aDUR
228	43222 13661	10	   	237.36	DCR|3VULN|1DMG|1DUR|1TLV	1TLV|2LHND|357VULN|4BEXP|6ERES|8DMG|9RCR|aDUR
229	43222 14611	10	   	237.36	DCR|3VULN|1DMG|1DUR|1TLV	1TLV|2LHND|359VULN|4BEXP|6ERES|7RCR|8DMG|aDUR
230	43262 35211	9	   	237.36	DCR|3VULN|1DMG|1TLV|1DUR	1TLV|29LHND|35aVULN|4DUR|6DLOT|7RCR|8DMG
231	43262 35221	8	   	237.36	DCR|3VULN|1DMG|1TLV|1DUR	1TLV|29LHND|35aVULN|4DUR|6DLOT|7RCR|8DMG
232	43262 35222	9	   	237.36	DCR|3VULN|1DMG|1TLV|1DUR	1TLV|2LHND|35aVULN|4DUR|6DLOT|7RCR|8DMG|9BEXP
233	43622 46234	10	   	237.36	DCR|3VULN|1DMG|1TLV|1DUR	1TLV|2LHND|3MBVNT|4BEXP|579VULN|6DMG|8RCR|aDUR
234	51114 22333	3	 * 	237.26	DCR|2VULN|2DUR|1DMG|2CDMG	1aFEWX|2MBVNT|3LIT|4aDUR|58CDMG|6DMG|7RCR|9aVULN|aBPWR
235	51154 22333	4	   	237.26	DCR|2VULN|2DUR|1DMG|2CDMG	1aFEWX|2MBVNT|3LIT|4aDUR|58CDMG|6DMG|7RCR|9aVULN|aBPWR
236	51314 22333	2	   	237.26	DCR|2VULN|2DUR|1DMG|2CDMG	1aFEWX|2MBVNT|3LIT|4aDUR|58CDMG|6DMG|7RCR|9aVULN|aBPWR
237	23614 31235	8	   	237.24	DCR|3VULN|2DUR|2ASPD	1DMSP|28ASPD|35LHND|458VULN|58BPWR|6BELT|78DUR|9LWND|aRCR
238	44264 32124	5	   	237.16	DCR|3VULN|3LIT|1TLV|1DUR	1TLV|235LIT|4MBVNT|689VULN|7RCR|aDUR
239	44264 42124	4	   	237.16	DCR|3VULN|3LIT|1TLV|1DUR	1TLV|236LIT|4MBVNT|589VULN|7RCR|aDUR
240	23214 11221	9	   	237.14	DCR|3VULN|2DUR|2ASPD	1DMSP|28ASPD|35BEXP|458VULN|58BPWR|6BELT|78DUR|9DLOT|aRCR
241	23514 11221	9	   	237.14	DCR|3VULN|2DUR|2ASPD	1DMSP|28ASPD|35FEWX|458VULN|58BPWR|6BELT|78DUR|9DLOT|aRCR
242	23614 31221	9	   	237.14	DCR|3VULN|2DUR|2ASPD	1DMSP|28ASPD|35LHND|458VULN|58BPWR|6BELT|78DUR|9DLOT|aRCR
243	42415 31323	1	   	237.08	ACR|3VULN|3DMG|2TLV|1ASPD	1aTLV|27aDMG|3RCR|4ASPD|5ZMB|69aVULN|8RPLT|aBPWR
244	23321 32561	2	 * 	237.04	ACR|3VULN|3DMG|3ASPD	18DMSP|29aASPD|3RCR|4BEXP|59aDMG|69aVULN|7RMIN|9aBPWR
245	23341 32561	2	   	237.04	ACR|3VULN|3DMG|3ASPD	18DMSP|29aASPD|3RCR|4FEWX|59aDMG|69aVULN|7RMIN|9aBPWR
246	23114 35241	10	   	236.94	DCR|3VULN|2DUR|2ASPD	1DMSP|27ASPD|359DUST|457VULN|57BPWR|67DUR|8RCVC|aRCR
247	23114 35242	9	   	236.94	DCR|3VULN|2DUR|2ASPD	1DMSP|27ASPD|359DUST|457VULN|57BPWR|67DUR|8RCVC|aRCR
248	23331 32561	2	   	236.94	ACR|3VULN|3DMG|3ASPD	18DMSP|29aASPD|3RCR|4DUST|59aDMG|69aVULN|7RMIN|9aBPWR
249	32623 32164	1	   	236.74	DCR|5VULN|1AART	1aDUST|2CGEN|3689aVULN|4aBEXP|5AART|7RCR|aBPWR
250	33635 32134	2	   	236.74	DCR|5VULN|1AART	1aDUST|2AART|3aLWND|4RMIN|5689aVULN|7RCR|aBPWR
251	36223 32164	3	   	236.74	DCR|5VULN|1AART	1aDUST|2MLV|3689aVULN|4aBEXP|5AART|7RCR|aBPWR
252	36223 32164	4	   	236.74	DCR|5VULN|1AART	1aDUST|2MLV|3689aVULN|4aBEXP|5AART|7RCR|aBPWR
253	21352 53334	1	   	236.58	DCR|3VULN|1DMG|1CDMG|1AART	1DMSP|2LIT|3DMG|4AART|5CDMG|689VULN|7BELT|aRCR
254	14362 11223	10	   	236.48	DCR|3VULN|1DMG|1CDMG|1AART	1BELT|2DLOT|3LIT|4DMG|57aVULN|6CDMG|8AART|9RCR
255	14362 11531	10	   	236.48	DCR|3VULN|1DMG|1CDMG|1AART	1BELT|2DLOT|3LIT|4DMG|579VULN|6CDMG|8RCR|aAART
256	16224 22214	7	   	236.44	DCR|2VULN|2DMG|1TLV|1CDMG|1ASPD	1BELT|2CDMG|3ASPD|4DUST|5aVULN|67DMG|8TLV|9RCR
257	42311 31114	1	   	236.44	DCR|2VULN|2DMG|1TLV|1CDMG|1ASPD	1TLV|25DMG|3DUST|4ASPD|6aVULN|7CDMG|8BELT|9RCR
258	31633 25122	1	   	236.40	DCR|3VULN|2DUR|1ASPD|1AART	17DUST|2ASPD|37aVULN|4ZMB|5BEXP|67DUR|7BPWR|8RCR|9AART
259	44113 21222	3	   	236.36	DCR|3VULN|1TLV|1DUR|1ASPD|1SELL	1TLV|2LIT|3SELL|49aVULN|5TBNT|6RCR|7ASPD|8DUR
260	44123 21222	2	   	236.36	DCR|3VULN|1TLV|1DUR|1ASPD|1SELL	1TLV|2LIT|39aVULN|4SELL|5TBNT|6RCR|7ASPD|8DUR
261	44163 21222	3	   	236.36	DCR|3VULN|1TLV|1DUR|1ASPD|1SELL	1TLV|2LIT|3SELL|4TBNT|59aVULN|6RCR|7ASPD|8DUR
262	51827 41413	7	   	236.30	DCR|3VULN|2DMG|1CDMG	148FEWX|2MBVNT|3ZMB|568VULN|78DMG|8BPWR|9CDMG|aRCR
263	53432 21631	3	   	236.30	DCR|3VULN|2DUR|1ASPD|1AART	1FEWX|2AART|3ASPD|49aVULN|57DUR|6ERES|8RCR
264	16224 25211	7	 * 	236.26	DCR|1VULN|2DMG|2ASPD|2CDMG|1TLV|1DUR	1BELT|27CDMG|37ASPD|4DUST|5VULN|67DMG|7BPWR|8TLV|9RCR|aDUR
265	43121 34613	9	   	236.14	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD	1TLV|2LHND|36DUR|4BEXP|5ASPD|7RCR|8DMG|9aVULN
266	42223 34611	10	   	236.14	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD	1TLV|2ASPD|3RCVC|49VULN|5LHND|6aDUR|7RCR|8DMG
267	42111 43123	4	   	236.14	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD	1TLV|2ASPD|3CGEN|4aVULN|5DMG|69DUR|7BEXP|8RCR
268	42111 46123	4	   	236.14	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD	1TLV|2ASPD|3CGEN|4aVULN|5DMG|69DUR|7LWND|8RCR
269	43122 12143	7	   	236.14	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD	1TLV|2LHND|37DUR|4BEXP|5aVULN|6ASPD|8RCR|9DMG
270	43221 32143	7	   	236.14	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD	1TLV|2LHND|3aVULN|4BEXP|5ASPD|67DUR|8RCR|9DMG
271	45111 33123	1	   	236.14	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD	1TLV|29DUR|3CGEN|4ASPD|5DMG|6aVULN|7BEXP|8RCR
272	45111 36123	1	   	236.14	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD	1TLV|29DUR|3CGEN|4ASPD|5DMG|6aVULN|7LWND|8RCR
273	45122 12143	7	   	236.14	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD	1TLV|2FEWX|37DUR|4BEXP|5aVULN|6ASPD|8RCR|9DMG
274	45511 33123	1	   	236.14	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD	1TLV|29DUR|3MLV|4ASPD|5DMG|6aVULN|7BEXP|8RCR
275	23215 63242	8	   	236.10	DCR|3VULN|3ASPD|1DMG	1DMSP|278ASPD|378BEXP|478VULN|5BELT|6RCR|78BPWR|9DMG|aLHND
276	41511 33123	2	   	236.04	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD	1TLV|2ERES|39DUR|4ASPD|5DMG|6aVULN|7BEXP|8RCR
277	41511 33123	3	   	236.04	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD	1TLV|2ERES|39DUR|4ASPD|5DMG|6aVULN|7BEXP|8RCR
278	42541 33123	3	   	236.04	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD	1TLV|2ASPD|39DUR|4ERES|5DMG|6aVULN|7BEXP|8RCR
279	31772 43731	7	   	236.00	DCR|3VULN|2DMG|1CDMG	1DUST|2MBVNT|3LHND|46DMG|57aVULN|8RCR|9CDMG
280	23215 63243	8	   	236.00	DCR|3VULN|3ASPD|1DMG	1DMSP|278ASPD|378BEXP|478VULN|5BELT|6RCR|78BPWR|9DMG|aTBNT
281	42153 43122	10	   	235.93	DCR|3VULN|2TLV|1DMG|1ASPD	14TLV|2ASPD|3CGEN|5DMG|6RCR|7LHND|89aVULN
282	44112 24132	3	   	235.92	DCR|3VULN|2TLV|1DUR|2LIT|1SELL	18TLV|28LIT|3SELL|49aVULN|5DUR|68LWND|7RCR|8BPWR
283	44122 24132	2	   	235.92	DCR|3VULN|2TLV|1DUR|2LIT|1SELL	18TLV|28LIT|39aVULN|4SELL|5DUR|68LWND|7RCR|8BPWR
284	33452 11611	4	   	235.85	DCR|2VULN|2DUR|2ASPD|1TLV|1AART	1DUST|2AART|39ASPD|47DUR|5TLV|6aVULN|8RCR
285	33534 26311	8	   	235.83	DCR|3VULN|2ASPD|1DMG|1AART	169DUST|2AART|39CGEN|4DMG|567VULN|69BPWR|89ASPD|aRCR
286	14362 22116	8	   	235.81	DCR|4VULN|1DMG	1BELT|2DLOT|3LIT|4DMG|568aVULN|7MLV|9RCR
287	51751 31432	2	   	235.80	DCR|2VULN|3DMG|1CDMG|1ASPD|1SELL	18FEWX|2MBVNT|3SELL|4CDMG|578DMG|68VULN|8BPWR|9ASPD|aRCR
288	43241 63332	6	   	235.80	DCR|3VULN|2DUR|2TLV	18TLV|2LHND|38aVULN|4BELT|5RPLT|68DUR|7RCR|8BPWR|9TBNT
289	21112 52643	5	   	235.70	DCR|3VULN|2DUR|1DMG	1DMSP|2CGEN|3DUST|459VULN|68DUR|7RCR|aDMG
290	31288 26133	3	   	235.70	DCR|3VULN|2DUR|1DMG	17DUST|2MBVNT|3BEXP|457VULN|67DUR|7BPWR|8RCR|9RPLT|aDMG
291	31272 61643	8	   	235.60	DCR|3VULN|2DUR|1DMG	1DUST|2MBVNT|3BEXP|4DMG|57aVULN|6RCR|89DUR
292	31272 64443	7	   	235.60	DCR|3VULN|2DUR|1DMG	1DUST|2MBVNT|3BEXP|4DMG|58aVULN|6RCR|79DUR
293	31772 61443	7	   	235.60	DCR|3VULN|2DUR|1DMG	1DUST|2MBVNT|3LHND|4DMG|57aVULN|6RCR|89DUR
294	31772 64443	7	   	235.60	DCR|3VULN|2DUR|1DMG	1DUST|2MBVNT|3LHND|4DMG|58aVULN|6RCR|79DUR
295	14323 22334	6	   	235.56	DCR|4VULN|1DMG|1SELL	1BELT|2DLOT|3LIT|4SELL|5689VULN|7DMG|aRCR
296	14323 22334	5	   	235.56	DCR|4VULN|1DMG|1SELL	1BELT|2DLOT|3LIT|4SELL|5689VULN|7DMG|aRCR
297	46342 33211	1	   	235.46	DCR|3VULN|1TLV|1CDMG|1ASPD|1AART	1TLV|2RCVC|3CDMG|4BEXP|58aVULN|6RCR|7ASPD|9AART
298	43213 64333	5	   	235.37	DCR|3VULN|1DUR|1TLV|1AART	1TLV|28LHND|39aVULN|4LIT|5AART|6DUR|7RCR
299	45223 32335	4	   	235.37	DCR|3VULN|1TLV|1DUR|1AART	1TLV|2FEWX|369VULN|4BEXP|5AART|7RCR|8LIT|aDUR
300	33225 32336	2	   	235.27	DCR|3VULN|1DUR|1TLV|1AART	1DUST|2AART|3MLV|4DUR|569VULN|7RCR|8LIT|aTLV
301	36623 32335	1	   	235.27	DCR|3VULN|1TLV|1DUR|1AART	1DUST|2TLV|369VULN|4BEXP|5AART|7RCR|8LIT|aDUR
302	42223 34631	8	   	235.21	DCR|2VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1TLV|2ASPD|3RCVC|4aVULN|5LHND|6DUR|7RCR|8DMG|9CDMG
303	43122 12436	6	   	235.21	DCR|2VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1TLV|2LHND|3DUR|4BEXP|5aVULN|6ASPD|7CDMG|8DMG|9RCR
304	43221 32436	5	   	235.21	DCR|2VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1TLV|2LHND|3aVULN|4BEXP|5ASPD|6DUR|7CDMG|8DMG|9RCR
305	43221 32436	6	   	235.21	DCR|2VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1TLV|2LHND|3aVULN|4BEXP|5ASPD|6DUR|7CDMG|8DMG|9RCR
306	51114 32833	3	   	235.11	DCR|2VULN|3DUR|1CDMG|1ASPD	1aFEWX|2MBVNT|3LIT|48aDUR|5CDMG|6ASPD|7RCR|9aVULN|aBPWR
307	51153 32833	5	   	235.11	DCR|2VULN|3DUR|1CDMG|1ASPD	1aFEWX|2MBVNT|3LIT|48aDUR|5ASPD|6CDMG|7RCR|9aVULN|aBPWR
308	51154 32833	4	   	235.11	DCR|2VULN|3DUR|1CDMG|1ASPD	1aFEWX|2MBVNT|3LIT|48aDUR|5CDMG|6ASPD|7RCR|9aVULN|aBPWR
309	51314 32833	2	   	235.11	DCR|2VULN|3DUR|1CDMG|1ASPD	1aFEWX|2MBVNT|3LIT|48aDUR|5CDMG|6ASPD|7RCR|9aVULN|aBPWR
310	11224 16153	8	   	235.04	DCR|3VULN|2DUR|1ASPD	1BELT|2MLV|3ASPD|4LIT|57DUR|689VULN|aRCR
311	45122 35331	5	   	234.96	DCR|3VULN|2TLV|1DUR|1CDMG	17TLV|27FEWX|3DUR|4BEXP|578VULN|6RPLT|7BPWR|9RCR|aCDMG
312	12161 36621	8	   	234.81	DCR|2VULN|3DMG|1CDMG|1AART	1BELT|27ZMB|367DMG|4RCVC|57VULN|7BPWR|8AART|9RCR|aCDMG
313	42633 11621	1	   	234.80	DCR|2VULN|2DUR|1DMG|1TLV|1AART	1TLV|2DMG|39LHND|47DUR|5AART|6aVULN|8RCR
314	42633 12622	1	   	234.80	DCR|2VULN|2DUR|1DMG|1TLV|1AART	1TLV|2DMG|39LHND|4aDUR|5AART|67VULN|8RCR
315	14211 13261	10	   	234.76	DCR|3VULN|1DMG|1DUR|1CDMG	1BELT|2DLOT|3CDMG|4FEWX|578VULN|6DUR|9DMG|aRCR
316	43316 12331	6	   	234.76	DCR|3VULN|2TLV|1DUR|1CDMG	13TLV|2LHND|45aVULN|6FEWX|7RCR|8DUR|9CDMG
317	45316 32331	5	   	234.76	DCR|3VULN|2TLV|1DUR|1CDMG	13TLV|2FEWX|45aVULN|6LWND|7RCR|8DUR|9CDMG
318	42633 12632	1	   	234.70	DCR|2VULN|2DUR|1DMG|1TLV|1AART	1TLV|2DMG|3LHND|4aDUR|5AART|67VULN|8RCR|9TBNT
319	43622 16243	8	   	234.69	DCR|4VULN|1TLV|1ASPD	1TLV|2LHND|3MBVNT|4BEXP|579aVULN|6ASPD|8RCR
320	54216 22233	5	   	234.68	DCR|2VULN|2DMG|2DUR	1FEWX|26ERES|39VULN|4LIT|56DMG|6BPWR|78DUR|aRCR
321	14141 13261	10	   	234.66	DCR|3VULN|1DMG|1DUR|1CDMG	1BELT|2DLOT|3DUST|478VULN|5CDMG|6DUR|9DMG|aRCR
322	14251 13261	10	   	234.66	DCR|3VULN|1DMG|1DUR|1CDMG	1BELT|2DLOT|3CDMG|4DUST|578VULN|6DUR|9DMG|aRCR
323	43316 11834	5	   	234.66	DCR|3VULN|2TLV|1DUR|1CDMG	13TLV|2LHND|458VULN|6MBVNT|7CDMG|9RCR|aDUR
324	31288 23153	3	   	234.59	DCR|4VULN|1DUR|1ASPD	1DUST|2MBVNT|3BEXP|457aVULN|6DUR|8RCR|9ASPD
325	34222 33563	9	   	234.59	DCR|4VULN|1DUR|1ASPD	1DUST|2ERES|357aVULN|4BEXP|6DUR|8ASPD|9RCR
326	42316 32153	4	   	234.59	DCR|2VULN|2DUR|2ASPD|1TLV	1TLV|25ASPD|3LIT|47DUR|69VULN|8BELT|aRCR
327	44264 32123	5	   	234.56	DCR|3VULN|3LIT|1TLV|1CDMG	1TLV|235LIT|4MBVNT|689VULN|7RCR|aCDMG
328	44264 42123	4	   	234.56	DCR|3VULN|3LIT|1TLV|1CDMG	1TLV|236LIT|4MBVNT|589VULN|7RCR|aCDMG
329	46212 22322	7	 * 	234.55	ACR|4VULN|2DUR|2TLV	19TLV|2RCR|3789VULN|4LIT|5CGEN|69DUR|9BPWR|aRCVC
330	46212 22323	7	   	234.55	ACR|4VULN|2DUR|2TLV	19TLV|2RCR|3789VULN|4LIT|5CGEN|69DUR|9BPWR|aRMIN
331	46212 22326	7	   	234.55	ACR|4VULN|2DUR|2TLV	19TLV|2RCR|3789VULN|4LIT|5aCGEN|69DUR|9BPWR
332	46212 22321	7	   	234.45	ACR|4VULN|2DUR|2TLV	19TLV|2RCR|3789VULN|4LIT|5CGEN|69DUR|9BPWR|aDUST
333	46212 22324	7	 * 	234.45	ACR|4VULN|2DUR|3TLV	19aTLV|2RCR|3789VULN|4LIT|5CGEN|69DUR|9BPWR
334	14343 22611	7	   	234.01	DCR|3VULN|1DUR|1CDMG|1ASPD	1BELT|2DLOT|3LIT|4CDMG|56aVULN|7RCR|8ASPD|9DUR
335	14343 22623	7	   	234.01	DCR|3VULN|1TLV|1CDMG|1ASPD	1BELT|2DLOT|3LIT|4CDMG|569VULN|7RCR|8ASPD|aTLV
336	14343 23611	6	   	234.01	DCR|3VULN|1DUR|1CDMG|1ASPD	1BELT|2DLOT|3LIT|4CDMG|56aVULN|7RCR|8ASPD|9DUR
337	14343 23611	5	   	234.01	DCR|3VULN|1DUR|1CDMG|1ASPD	1BELT|2DLOT|3LIT|4CDMG|56aVULN|7RCR|8ASPD|9DUR
338	14343 23623	6	   	234.01	DCR|3VULN|1TLV|1CDMG|1ASPD	1BELT|2DLOT|3LIT|4CDMG|569VULN|7RCR|8ASPD|aTLV
339	14343 23623	5	   	234.01	DCR|3VULN|1TLV|1CDMG|1ASPD	1BELT|2DLOT|3LIT|4CDMG|569VULN|7RCR|8ASPD|aTLV
