0	Index      	 *	Score 	Summary	Detail	
1	32636 33631	 * 	191.51	DCR|3VULN|3DMG|1FLTHEA|1DUR	19aVULN|2LIT|39aDMG|4FLTHEA|5DUR|6RCR|79aDUST|8NUKE|9aBPWR
159	32641 11216	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2LIT|3DMG|4MLV|5CDMG|6AART|7RCR|9DUR|aNUKE
160	42438 22144	   	165.71	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1MBVNT|28VULN|3LEGI|4ZMB|5AART|6DMG|7DUR|9RCR|aASPD
161	32636 32321	   	165.69	DCR|2VULN|2DMG|1FLTHEA|2DUR	1aVULN|2LIT|3aDMG|4FLTHEA|59DUR|6RCR|7RMIN|8aFEWX|aBPWR
162	32632 32341	   	165.69	DCR|2VULN|2DMG|1FLTHEA|2DUR	1aVULN|2LIT|3aDMG|4FLTHEA|58FEWX|6RCR|7RMIN|9aDUR|aBPWR
163	32632 32441	   	165.69	DCR|2VULN|2DMG|1FLTHEA|2DUR	1aVULN|28LIT|3aDMG|4FLTHEA|5FEWX|6RCR|7RMIN|9aDUR|aBPWR
164	35132 65321	 * 	165.64	ACR|4VULN|1AART|1FLTHEA|1SELL	1249VULN|3SELL|4BPWR|5RCR|6FLTHEA|7AART|8LIT|aMBVNT
165	35136 63111	   	165.63	DCR|3VULN|1AART|1CDMG|1ZMB|1SELL	124VULN|3SELL|4BPWR|5AART|6BASHEA|7RCR|8CDMG|9ZMB|aERES
166	32611 11212	   	165.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2LIT|3DMG|4aERES|5CDMG|6AART|7RCR|9DUR
167	32611 11245	   	165.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2LIT|3DMG|4ERES|5CDMG|6AART|7RCR|9TLV|aDUR
168	32611 11521	   	165.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1aVULN|2LIT|3DMG|4ERES|5CDMG|6AART|7RCR|8DUST|9ASPD
169	32634 41222	   	165.57	DCR|2VULN|2DMG|1FLTHEA|1ZMB	19VULN|2LIT|35DMG|4FLTHEA|6RCR|7MLV|8ZMB|aRCVC
170	32632 31621	   	165.43	DCR|4VULN|1DMG|1FLTHEA	1789VULN|2LIT|3DMG|4FLTHEA|5FEWX|6RCR|aRPLT
171	32632 31624	   	165.43	DCR|4VULN|1DMG|1FLTHEA	1789VULN|2LIT|3DMG|4FLTHEA|5FEWX|6RCR|aRMIN
172	35132 65121	 * 	165.29	ACR|3VULN|1AART|1CDMG|1FLTHEA|1SELL	124VULN|3SELL|4BPWR|5RCR|6FLTHEA|7AART|8CDMG|9LHND|aBEXP
173	35132 65122	 * 	165.19	ACR|3VULN|1AART|1CDMG|1FLTHEA|1SELL	124VULN|3SELL|4BPWR|5RCR|6FLTHEA|7AART|8CDMG|9LHND|aDUST
174	35132 65131	 * 	165.19	ACR|3VULN|1AART|1CDMG|1FLTHEA|1SELL	124VULN|3SELL|4BPWR|5RCR|6FLTHEA|7AART|8CDMG|9MBVNT|aBEXP
175	35132 65134	 * 	165.19	ACR|3VULN|1AART|1CDMG|1FLTHEA|1SELL	124VULN|3SELL|4BPWR|5RCR|6FLTHEA|7AART|8CDMG|9MBVNT|aLWND
176	32641 11234	   	165.19	DCR|2VULN|1AART|2CDMG|1DMG	18VULN|2LIT|3DMG|49MLV|5aCDMG|6AART|7RCR
177	31336 41723	 * 	165.18	ACR|4VULN|2DMG	136aVULN|26LWND|4RMIN|5RCR|6aBPWR|7MBVNT|8aDMG|9aLHND
178	32636 34332	   	165.18	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1DUR	1VULN|2LIT|3DMG|4FLTHEA|5DUR|6RCR|7AART|8TLV|9RCVC|aCDMG
179	35136 24311	   	165.11	DCR|4VULN|1AART|2DUR|1SELL	1247VULN|3SELL|4BPWR|5AART|69DUR|8RCR|aRMIN
180	35132 65132	 * 	165.09	ACR|3VULN|1AART|1CDMG|1FLTHEA|1SELL	124VULN|3SELL|4BPWR|5RCR|6FLTHEA|7AART|8CDMG|9MBVNT|aDUST
181	32611 11232	   	165.09	DCR|2VULN|1AART|1DMG|2CDMG	18VULN|2LIT|3DMG|4ERES|5aCDMG|6AART|7RCR|9MLV
182	32611 11256	   	165.09	DCR|2VULN|1AART|1DMG|2CDMG	18VULN|2LIT|3DMG|4ERES|5aCDMG|6AART|7RCR|9CGEN
183	32641 11242	   	165.09	DCR|2VULN|1AART|2CDMG|1DMG	18VULN|2LIT|3DMG|4MLV|5aCDMG|6AART|7RCR|9TLV
184	35136 24312	   	165.01	DCR|4VULN|1AART|2DUR|1SELL	1247VULN|3SELL|4BPWR|5AART|69DUR|8RCR|aAIRHEA
185	35132 11532	   	164.99	ACR|4VULN|1DMG|1ZMB|1ASPD|1SELL	1246VULN|3SELL|4BPWR|5RCR|7ZMB|8DUST|9DMG|aASPD
186	32611 11242	   	164.99	DCR|2VULN|1AART|1DMG|2CDMG	18VULN|2LIT|3DMG|4ERES|5aCDMG|6AART|7RCR|9TLV
187	25165 21224	 * 	164.97	DCR|3VULN|3ASPD|1DMG|2DUR	17DUST|247VULN|345ASPD|47BPWR|67DUR|8RCR|9MBVNT|aDMG
188	35132 13113	   	164.77	ACR|4VULN|1AART|1ASPD|1DUR|1SELL	1246VULN|3SELL|4BPWR|5RCR|7ASPD|8CGEN|9AART|aDUR
189	35132 52631	   	164.77	ACR|4VULN|1AART|1ASPD|1DUR|1SELL	1247VULN|3SELL|4BPWR|5RCR|6LWND|8DUR|9AART|aASPD
190	42238 11173	 * 	164.71	DCR|3VULN|3ZMB|1AART	1MBVNT|279VULN|367LWND|479ZMB|5AART|79BPWR|8RCVC|aRCR
191	35132 65233	 * 	164.69	ACR|3VULN|2AART|1FLTHEA|1SELL	124VULN|3SELL|4BPWR|5RCR|6FLTHEA|7aAART|8RPLT|9RCVC
192	35132 13213	   	164.67	ACR|4VULN|1AART|1DUR|1ASPD|1SELL	1246VULN|3SELL|4BPWR|5RCR|7ASPD|8ERES|9AART|aDUR
193	35132 15113	 * 	164.54	ACR|4VULN|1AART|1CDMG|1SELL	1246VULN|3SELL|4BPWR|5RCR|7LIT|8BELT|9AART|aCDMG
194	35132 11526	 * 	164.47	ACR|5VULN|2ASPD|1ZMB|1SELL	1246aVULN|3SELL|4aBPWR|5RCR|7ZMB|8aDUST|9aASPD
195	35132 22634	 * 	164.44	ACR|4VULN|1AART|1CDMG|1SELL	1247VULN|3SELL|4BPWR|5RCR|6MBVNT|8LHND|9AART|aCDMG
196	32634 41221	   	164.26	DCR|2VULN|2DMG|1FLTHEA|1ZMB	19VULN|2LIT|35DMG|4FLTHEA|6RCR|7MLV|8ZMB|aRPLT
197	32634 41223	   	164.26	DCR|2VULN|2DMG|1FLTHEA|1ZMB	19VULN|2LIT|35DMG|4FLTHEA|6RCR|7MLV|8ZMB|aBELT
198	35136 22321	   	164.10	DCR|3VULN|2AART|1DUR|1ASPD|1SELL	124VULN|3SELL|4BPWR|57AART|6DUR|8RCR|9FEWX|aASPD
199	35136 22341	   	164.10	DCR|3VULN|2AART|1DUR|1ASPD|1SELL	124VULN|3SELL|4BPWR|57AART|6DUR|8RCR|9BEXP|aASPD
200	35136 22351	   	164.10	DCR|3VULN|2AART|1DUR|1ASPD|1SELL	124VULN|3SELL|4BPWR|57AART|6DUR|8RCR|9ASPD|aRMIN
201	35136 22352	   	164.10	DCR|3VULN|2AART|1ASPD|1DUR|1SELL	124VULN|3SELL|4BPWR|57AART|6DUR|8RCR|9ASPD|aLHND
202	35136 22353	   	164.10	DCR|3VULN|2AART|1DUR|1ASPD|1SELL	124VULN|3SELL|4BPWR|57AART|6DUR|8RCR|9ASPD|aBEXP
203	42431 61524	 * 	164.06	DCR|2VULN|3ZMB|1DMG|1CDMG	1MBVNT|27VULN|3LEGI|479ZMB|57LWND|6RCR|7BPWR|8CDMG|aDMG
204	31315 53521	   	164.04	ACR|3VULN|1AART|1DMG|1ASPD	137VULN|2LWND|47DUST|5RCR|67LIT|7BPWR|8DMG|9AART|aASPD
205	47122 28342	   	164.02	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1MBVNT|2FEWX|3ASPD|4AART|5VULN|6aDMG|7CDMG|8RCVC|9RCR
206	47122 28344	   	164.02	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1MBVNT|2FEWX|3ASPD|4AART|5aVULN|6DMG|7CDMG|8RCVC|9RCR
207	35132 12525	 * 	163.94	ACR|4VULN|1AART|1CDMG|1SELL	1246VULN|3SELL|4BPWR|5RCR|7BELT|8CDMG|9LWND|aAART
208	35136 33336	   	163.88	DCR|4VULN|1AART|1ZMB|1SELL	124aVULN|3SELL|4BPWR|5AART|6MLV|7RMIN|8RCR|9ZMB
209	35132 22183	 * 	163.84	ACR|4VULN|1AART|1CDMG|1SELL	1247VULN|3SELL|4BPWR|5RCR|6MBVNT|8FEWX|9CDMG|aAART
210	35132 22683	 * 	163.84	ACR|4VULN|1AART|1CDMG|1SELL	1247VULN|3SELL|4BPWR|5RCR|6MBVNT|8LHND|9CDMG|aAART
211	35132 22883	 * 	163.84	ACR|4VULN|1AART|1CDMG|1SELL	1247VULN|3SELL|4BPWR|5RCR|6MBVNT|8BEXP|9CDMG|aAART
212	44165 23422	   	163.84	DCR|2VULN|1AART|1CDMG|1FLTHEA|1DUR|1ASPD	1MBVNT|2MGNSTR|3ASPD|4DUR|59VULN|6CDMG|7RCR|8FLTHEA|aAART
213	35132 52431	 * 	163.82	ACR|5VULN|1AART|1SELL	12478VULN|3SELL|48BPWR|5RCR|68LWND|9AART|aRMIN
214	35132 22483	 * 	163.74	ACR|4VULN|1AART|1CDMG|1SELL	1247VULN|3SELL|4BPWR|5RCR|6MBVNT|8DUST|9CDMG|aAART
215	35132 14142	 * 	163.72	ACR|5VULN|1AART|1SELL	1246aVULN|3SELL|4aBPWR|5RCR|7aCGEN|8aERES|9AART
216	35132 52432	 * 	163.72	ACR|5VULN|1AART|1SELL	12478VULN|3SELL|48BPWR|5RCR|68LWND|9AART|aDUST
217	35132 52433	 * 	163.72	ACR|5VULN|1AART|1SELL	12478VULN|3SELL|48BPWR|5RCR|68LWND|9AART|aTLV
218	42384 27112	   	163.71	DCR|2VULN|2DMG|1AART	1MBVNT|28VULN|3NUKE|4AART|5DUST|6aDMG|7RCR|9RMIN
219	33127 77111	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	18VULN|2MLV|3ASPD|4MBVNT|5ZMB|6RCR|7DMG|9AART|aCGEN
220	33127 77112	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	18VULN|2MLV|3ASPD|4MBVNT|5ZMB|6RCR|7DMG|9AART|aFEWX
221	33127 77114	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	18VULN|2MLV|3ASPD|4MBVNT|5ZMB|6RCR|7DMG|9AART|aMGNLIT
222	36132 22514	 * 	163.62	ACR|5VULN|1AART|1SELL	1478aVULN|2DMSP|3SELL|48BPWR|5RCR|6MBVNT|9AART
223	35135 24543	 * 	163.52	DCR|4VULN|1AART|3DUR|1SELL	1248VULN|3SELL|48BPWR|578DUR|6MBVNT|9RCR|aAART
224	13324 76245	   	163.41	DCR|2VULN|2DMG|1AART	1aBEXP|2aCGEN|38DMG|4MBVNT|5DUST|6RCR|7aVULN|9AART|aBPWR
225	32633 23141	   	163.31	DCR|2VULN|2DMG|1CDMG|1FLTHEA	19VULN|2LIT|39DMG|4FLTHEA|5CDMG|6LEGI|79DUST|8RCR|9BPWR|aRCVC
226	23324 76245	   	163.31	DCR|2VULN|2DMG|1AART	1aDUST|2aCGEN|38DMG|4MBVNT|5BEXP|6RCR|7aVULN|9AART|aBPWR
227	32636 14231	   	163.21	DCR|2VULN|1AART|1DMG|1FLTHEA|2DUR	18VULN|2LIT|3DMG|4FLTHEA|59DUR|6DUST|7AART|aRCR
228	42182 42315	   	163.10	DCR|3VULN|1AART|2ASPD|2DUR	1MBVNT|25aVULN|3aASPD|4AART|6CGEN|7BEXP|8aDUR|9RCR|aBPWR
229	42182 43315	   	163.10	DCR|3VULN|1AART|2ASPD|2DUR	1MBVNT|25aVULN|3aASPD|4AART|6CGEN|7LWND|8aDUR|9RCR|aBPWR
230	42238 11373	   	162.80	DCR|3VULN|3ZMB|1AART	1MBVNT|279VULN|367LWND|479ZMB|5AART|79BPWR|8DMSP|aRCR
231	42382 22246	   	162.47	DCR|4VULN|1AART|1CDMG	1MBVNT|2578VULN|3NUKE|4AART|68LIT|8BPWR|9CDMG|aRCR
232	36136 24313	   	162.45	DCR|3VULN|2AART|2DUR|1SELL	147VULN|2DMSP|3SELL|4BPWR|5aAART|69DUR|8RCR
233	35136 22311	   	162.45	DCR|3VULN|2AART|2DUR|1SELL	124VULN|3SELL|4BPWR|57AART|69DUR|8RCR|aRMIN
234	35136 22314	   	162.45	DCR|3VULN|2AART|2DUR|1SELL	124VULN|3SELL|4BPWR|57AART|69DUR|8RCR|aLHND
235	35136 22316	   	162.45	DCR|3VULN|2AART|2DUR|1SELL	124VULN|3SELL|4BPWR|57AART|69DUR|8RCR|aLIT
236	32625 12341	   	162.45	DCR|2VULN|2DMG|1AART|1DUR	17VULN|2LIT|35DMG|4BEXP|6AART|8AIRHEL|9DUR|aRCR
237	36132 42413	 * 	162.44	ACR|4VULN|2AART|1SELL	1478VULN|2DMSP|3SELL|48BPWR|5RCR|68BEXP|9aAART
238	35136 22312	   	162.35	DCR|3VULN|2AART|2DUR|1SELL	124VULN|3SELL|4BPWR|57AART|69DUR|8RCR|aAIRHEA
239	35136 22315	   	162.35	DCR|3VULN|2AART|2DUR|1SELL	124VULN|3SELL|4BPWR|57AART|69DUR|8RCR|aDUST
240	32632 31641	   	162.33	DCR|3VULN|1DMG|1FLTHEA|1ZMB	178VULN|2LIT|3DMG|4FLTHEA|5FEWX|6RCR|9ZMB|aLHND
241	32632 31642	   	162.33	DCR|3VULN|1DMG|1FLTHEA|1ZMB	178VULN|2aLIT|3DMG|4FLTHEA|5FEWX|6RCR|9ZMB
242	32632 31643	   	162.33	DCR|3VULN|1DMG|1FLTHEA|1ZMB	178VULN|2LIT|3DMG|4FLTHEA|5FEWX|6RCR|9ZMB|aCGEN
243	11663 62311	 * 	162.28	ACR|2VULN|2DMG|1CDMG|1ZMB	12BEXP|2BPWR|3BELT|4RCR|56DMG|7CDMG|8aVULN|9ZMB
244	32632 34334	   	162.18	DCR|2DMG|1AART|1VULN|1FLTHEA	1VULN|2LIT|3aDMG|4FLTHEA|5FEWX|6RCR|7AART|8TLV|9RCVC
245	41222 26113	   	162.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2MLV|3FEWX|4AART|58VULN|6DMG|7DUR|9RCR|aCDMG
246	42182 41532	   	162.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1MBVNT|25VULN|3ASPD|4AART|6CGEN|7CDMG|8BEXP|9RCR|aDMG
247	21663 62311	   	162.08	ACR|2VULN|2DMG|1CDMG|1ZMB	12DUST|2BPWR|3BELT|4RCR|56DMG|7CDMG|8aVULN|9ZMB
248	42188 22144	   	162.01	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	1MBVNT|28VULN|3aASPD|4AART|5LHND|6DMG|7DUR|9RCR
249	47122 26144	   	162.01	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	1MBVNT|2FEWX|3aASPD|4AART|58VULN|6DMG|7DUR|9RCR
250	32633 23142	   	162.01	DCR|2VULN|2DMG|1CDMG|1FLTHEA	19VULN|2LIT|39DMG|4FLTHEA|5CDMG|6LEGI|79DUST|8RCR|9BPWR|aRPLT
251	32633 23144	   	162.01	DCR|2VULN|2DMG|1CDMG|1FLTHEA	19VULN|2LIT|39DMG|4FLTHEA|5CDMG|6LEGI|79DUST|8RCR|9BPWR|aFEWX
252	32633 23145	   	162.01	DCR|2VULN|2DMG|1CDMG|1FLTHEA	19VULN|2LIT|39DMG|4FLTHEA|5CDMG|6LEGI|79DUST|8RCR|9BPWR|aCGEN
253	32331 45141	   	162.01	DCR|3VULN|1AART|1CDMG|1ASPD	15aVULN|2LIT|3LHND|4LWND|6RCR|7CDMG|8ASPD|9AART
254	32636 33221	   	162.00	DCR|2VULN|2DMG|1FLTHEA|1DUR	1aVULN|2LIT|3aDMG|4FLTHEA|5DUR|6RCR|7aDUST|8RCVC|9NUKE|aBPWR
255	36132 65113	 * 	161.95	ACR|2VULN|1AART|1CDMG|1FLTHEA|1ZMB|1SELL	14VULN|2DMSP|3SELL|4BPWR|5RCR|6FLTHEA|7AART|8CDMG|9ZMB|aRCVC
256	42183 22144	   	161.91	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	1MBVNT|28VULN|3aASPD|4AART|5LEGI|6DMG|7DUR|9RCR
257	42185 21144	   	161.91	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	1MBVNT|28VULN|3aASPD|4AART|5DUR|6DMG|7LEGI|9RCR
258	42383 22148	   	161.91	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1MBVNT|28VULN|3NUKE|4AART|5LEGI|6DMG|7DUR|9RCR|aFLTHEA
259	35132 11111	   	161.90	ACR|4VULN|1AART|1ZMB|1SELL	1246VULN|3SELL|4BPWR|5RCR|7ZMB|8CGEN|9AART|aRMIN
260	35132 11114	   	161.90	ACR|4VULN|1AART|1ZMB|1SELL	1246VULN|3SELL|4BPWR|5RCR|7ZMB|8CGEN|9AART|aLHND
261	35132 11116	   	161.90	ACR|4VULN|1AART|1ZMB|1SELL	1246VULN|3SELL|4BPWR|5RCR|7ZMB|8CGEN|9AART|aLIT
262	35132 15112	   	161.90	ACR|4VULN|1AART|1ZMB|1SELL	1246VULN|3SELL|4BPWR|5RCR|7LIT|8BELT|9AART|aZMB
263	35132 11112	   	161.80	ACR|4VULN|1AART|1ZMB|1SELL	1246VULN|3SELL|4BPWR|5RCR|7ZMB|8CGEN|9AART|aLSRHEA
264	35132 11115	   	161.80	ACR|4VULN|1AART|1ZMB|1SELL	1246VULN|3SELL|4BPWR|5RCR|7ZMB|8CGEN|9AART|aDUST
265	35132 11211	   	161.80	ACR|4VULN|1AART|1ZMB|1SELL	1246VULN|3SELL|4BPWR|5RCR|7ZMB|8ERES|9AART|aRMIN
266	35132 11214	   	161.80	ACR|4VULN|1AART|1ZMB|1SELL	1246VULN|3SELL|4BPWR|5RCR|7ZMB|8ERES|9AART|aLHND
267	35132 11216	   	161.80	ACR|4VULN|1AART|1ZMB|1SELL	1246VULN|3SELL|4BPWR|5RCR|7ZMB|8ERES|9AART|aLIT
268	32633 21146	   	161.77	DCR|2VULN|2DMG|1AART|1CDMG|1FLTHEA|2MSE	19VULN|2LIT|39DMG|4FLTHEA|5CDMG|6LEGI|79MSE|8RCR|9BPWR|aAART
269	35132 11212	   	161.70	ACR|4VULN|1AART|1ZMB|1SELL	1246VULN|3SELL|4BPWR|5RCR|7ZMB|8ERES|9AART|aLSRHEA
270	35132 11215	   	161.70	ACR|4VULN|1AART|1ZMB|1SELL	1246VULN|3SELL|4BPWR|5RCR|7ZMB|8ERES|9AART|aDUST
271	32331 43522	   	161.68	DCR|3VULN|1AART|1DMG	157VULN|2LIT|37LHND|47LWND|6RCR|7BPWR|8DMG|9AART|aBEXP
272	32331 43523	   	161.68	DCR|3VULN|1AART|1DMG	157VULN|2LIT|37LHND|47aLWND|6RCR|7BPWR|8DMG|9AART
273	32331 43526	   	161.68	DCR|3VULN|1AART|1DMG	157VULN|2aLIT|37LHND|47LWND|6RCR|7BPWR|8DMG|9AART
274	32342 43522	   	161.68	DCR|3VULN|1AART|1DMG	147VULN|2LIT|37LHND|57FEWX|6RCR|7BPWR|8DMG|9AART|aBEXP
275	32342 43523	   	161.68	DCR|3VULN|1AART|1DMG	147VULN|2LIT|37LHND|57FEWX|6RCR|7BPWR|8DMG|9AART|aLWND
276	42384 27122	   	161.68	DCR|3VULN|1AART|1DMG	1MBVNT|28aVULN|3NUKE|4AART|5DUST|6DMG|7RCR|9ERES
277	35136 63123	   	161.66	DCR|3VULN|1AART|1CDMG|1DUR|1SELL	124VULN|3SELL|4BPWR|5AART|6BASHEA|7RCR|8CDMG|9LHND|aDUR
278	32636 31161	 * 	161.66	DCR|2VULN|1DMG|1FLTHEA|2ASPD|2DUR	17VULN|2aLIT|3DMG|4FLTHEA|5aDUR|6RCR|8BEXP|9aASPD|aBPWR
279	32331 43414	   	161.58	DCR|3VULN|1AART|1DMG	157VULN|2LIT|37LHND|47LWND|6RCR|7BPWR|8AIRHEA|9AART|aDMG
280	32331 43614	   	161.58	DCR|3VULN|1AART|1DMG	157VULN|2LIT|37LHND|47LWND|6RCR|7BPWR|8AIRHEL|9AART|aDMG
281	32431 43522	   	161.58	DCR|3VULN|1AART|1DMG	157VULN|27LIT|3LEGI|47LWND|6RCR|7BPWR|8DMG|9AART|aBEXP
282	32431 43523	   	161.58	DCR|3VULN|1AART|1DMG	157VULN|27LIT|3LEGI|47aLWND|6RCR|7BPWR|8DMG|9AART
