0	Index      	 *	Score 	Summary	Detail	
1	11331 65252	 * 	214.84	DCR|3DMG|2VULN|1AART|2CDMG|1ZMB	159DMG|29VULN|3RCVC|49CDMG|6RCR|7AART|8BELT|9BPWR|aZMB
172	14155 23131	   	186.55	ACR|2AART|2VULN|1DMG|1CDMG|1ZMB	1DMG|26AART|3RCR|4MGNSTR|5aVULN|7CDMG|8ZMB|9LWND
173	14114 13611	   	186.49	ACR|3VULN|2DMG|1AART	16DMG|2AART|3RCR|4BELT|5RCVC|789VULN|aFEWX
174	14114 13613	   	186.49	ACR|3VULN|2DMG|1AART	16DMG|2AART|3RCR|4BELT|5RCVC|789VULN|aLHND
175	14123 25114	   	186.49	ACR|3DMG|2VULN|1AART	147DMG|2AART|3RCR|47BPWR|5RCVC|6RPLT|8aVULN|9LHND
176	14125 15114	   	186.49	ACR|3DMG|1AART|1VULN|1CDMG	148DMG|2AART|3RCR|4BPWR|5TLV|6ASPD|7CDMG|9MBVNT|aVULN
177	14124 43322	   	186.45	ACR|2AART|2DMG|1VULN|1CDMG|1ZMB	14DMG|26AART|3RCR|4BPWR|5MLV|7VULN|8DUST|9CDMG|aZMB
178	14155 22141	   	186.45	ACR|2AART|2VULN|1DMG|1CDMG|1ZMB	1DMG|26AART|3RCR|4MGNSTR|5aVULN|7MBVNT|8CDMG|9ZMB
179	14155 23111	   	186.45	ACR|2AART|2VULN|1DMG|1CDMG|1ZMB	1DMG|26AART|3RCR|4MGNSTR|5aVULN|7CDMG|8ZMB|9MBVNT
180	14164 83324	   	186.45	ACR|2AART|2DMG|1VULN|1CDMG|1ZMB	15DMG|26AART|3RCR|4MBVNT|5BPWR|7FEWX|8CDMG|9VULN|aZMB
181	14114 13612	   	186.39	ACR|3VULN|2DMG|1AART	16DMG|2AART|3RCR|4BELT|5RCVC|789VULN|aERES
182	14125 43322	   	186.35	ACR|2AART|2DMG|1VULN|1CDMG|1ZMB	14DMG|26AART|3RCR|4BPWR|5TLV|7VULN|8DUST|9CDMG|aZMB
183	14164 82324	   	186.35	ACR|2AART|2DMG|1VULN|1CDMG|1ZMB	15DMG|26AART|3RCR|4MBVNT|5BPWR|7LEGI|8CDMG|9VULN|aZMB
184	13212 66116	   	186.31	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	1DMG|2RPLT|3AART|45VULN|6RCR|7CDMG|8ZMB|9aDUR
185	13212 62135	   	186.18	DCR|2VULN|2DMG|1AART|2DUR	18DMG|2RPLT|3AART|45VULN|6RCR|7aDUR|9ASPD
186	13212 65115	   	186.18	DCR|2VULN|2DMG|1AART|2DUR	18DMG|2RPLT|3AART|45VULN|6RCR|7ASPD|9aDUR
187	11331 65361	   	186.05	DCR|3DMG|1AART|1VULN|2CDMG	158DMG|2VULN|3RCVC|49CDMG|6RCR|7AART|aLHND
188	11331 65363	   	186.05	DCR|3DMG|1AART|1VULN|2CDMG	158DMG|2VULN|3RCVC|49CDMG|6RCR|7AART|aFEWX
189	14324 73134	   	186.03	DCR|2AART|2DMG|1VULN|1CDMG|1ZMB	17DMG|28AART|3CDMG|4MBVNT|5VULN|6RCR|9FEWX|aZMB
190	14324 73164	   	186.03	DCR|2AART|2DMG|1VULN|1CDMG|1ZMB	17DMG|28AART|3CDMG|4MBVNT|5VULN|6RCR|9BEXP|aZMB
191	14124 16121	   	185.97	ACR|2VULN|2DMG|1AART|1ZMB	14DMG|2AART|3RCR|4BPWR|5MLV|6ASPD|7ZMB|8LIT|9aVULN
192	11331 65316	   	185.95	DCR|3DMG|1AART|1VULN|2CDMG	158DMG|2VULN|3RCVC|4aCDMG|6RCR|7AART|9MBVNT
193	11331 65325	   	185.95	DCR|3DMG|1AART|1VULN|2CDMG	158DMG|2VULN|3RCVC|4aCDMG|6RCR|7AART|9DUST
194	14324 73152	   	185.93	DCR|2AART|2DMG|1VULN|1CDMG|1ZMB	17DMG|28AART|3CDMG|4MBVNT|5VULN|6RCR|9TLV|aZMB
195	14326 73124	   	185.93	DCR|2AART|2DMG|1VULN|1CDMG|1ZMB	17DMG|28AART|3CDMG|4MBVNT|5LEGI|6RCR|9VULN|aZMB
196	14161 83111	   	185.87	ACR|2VULN|2DMG|1AART|1ZMB	17DMG|2AART|3RCR|4MBVNT|57TLV|67VULN|7BPWR|8ZMB|9DUR|aLIT
197	14161 83112	   	185.87	ACR|2VULN|2DMG|1AART|1ZMB	17DMG|2AART|3RCR|4MBVNT|57TLV|67VULN|7BPWR|8ZMB|9DUR|aLWND
198	14161 83113	   	185.87	ACR|2VULN|2DMG|1AART|1ZMB	17DMG|2AART|3RCR|4MBVNT|57TLV|67VULN|7BPWR|8ZMB|9DUR|aCGEN
199	14161 83123	   	185.87	ACR|2VULN|2DMG|1AART|1ZMB	17DMG|2AART|3RCR|4MBVNT|57TLV|67VULN|7BPWR|8ZMB|9MLV|aDUR
200	14161 83143	   	185.87	ACR|2VULN|2DMG|1AART|1ZMB	17DMG|2AART|3RCR|4MBVNT|57TLV|67VULN|7BPWR|8ZMB|9CGEN|aDUR
201	14125 16121	   	185.87	ACR|2VULN|2DMG|1AART|1ZMB	14DMG|2AART|3RCR|4BPWR|5TLV|6ASPD|7ZMB|8LIT|9aVULN
202	14164 12334	   	185.87	ACR|2VULN|2DMG|1AART|1ZMB	15DMG|2AART|3RCR|4MBVNT|5BPWR|6aVULN|7BELT|8ZMB|9DUR
203	14164 14434	   	185.87	ACR|2VULN|2DMG|1AART|1ZMB	15DMG|2AART|3RCR|4MBVNT|5BPWR|6aVULN|7ZMB|8BELT|9DUR
204	14164 14125	   	185.79	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	15DMG|2AART|3RCR|4MBVNT|5BPWR|6VULN|78ZMB|9CDMG|aDUR
205	14164 34126	   	185.79	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	15DMG|2AART|3RCR|4MBVNT|5BPWR|6DUR|78ZMB|9CDMG|aVULN
206	13232 62114	   	185.57	DCR|3DMG|1AART|2CDMG|2ASPD	18aDMG|2RPLT|3AART|4aASPD|5ERES|6RCR|7DUR|9aCDMG|aBPWR
207	13232 64135	   	185.57	DCR|3DMG|1AART|1VULN|1CDMG	189DMG|2RPLT|3AART|4ASPD|5ERES|6RCR|7VULN|aCDMG
208	14324 77221	   	185.54	DCR|3VULN|1AART|1DMG|2CDMG	1DMG|2AART|37CDMG|4MBVNT|589VULN|6RCR|aBELT
209	14324 77222	   	185.54	DCR|3VULN|1AART|1DMG|2CDMG	1DMG|2AART|37CDMG|4MBVNT|589VULN|6RCR|aLHND
210	14324 77223	   	185.54	DCR|3VULN|1AART|1DMG|2CDMG	1DMG|2AART|37CDMG|4MBVNT|589VULN|6RCR|aLWND
211	13212 63536	   	185.40	DCR|2AART|2VULN|2DMG	17DMG|2RPLT|3aAART|45VULN|6RCR|8BEXP|9ASPD
212	13212 62156	   	185.40	DCR|2AART|2VULN|2DMG	18DMG|2RPLT|3aAART|45VULN|6RCR|7DUR|9RMIN
213	13212 65162	   	185.40	DCR|2AART|2VULN|2DMG	18DMG|2RPLT|3aAART|45VULN|6RCR|7ASPD|9LIT
214	13212 61136	   	185.30	DCR|2AART|2VULN|2DMG	18DMG|2RPLT|3aAART|45VULN|6RCR|7DUST|9ASPD
215	13212 63144	   	185.30	DCR|2AART|2VULN|2DMG	17DMG|2RPLT|38AART|45VULN|6RCR|9TLV|aDUR
216	13212 63437	   	185.30	DCR|2AART|2VULN|2DMG	17DMG|2RPLT|3aAART|45VULN|6RCR|8MBVNT|9ASPD
217	13212 65136	   	185.30	DCR|2AART|2VULN|2DMG	18DMG|2RPLT|3aAART|45VULN|6RCR|7ASPD|9DUST
218	14161 83234	   	185.19	ACR|3VULN|2DMG|1AART	17DMG|2AART|3RCR|4MBVNT|57TLV|67aVULN|7BPWR|8MLV|9RCVC
219	14164 24133	   	185.17	ACR|3DMG|1AART|1VULN|2DUR	157DMG|2AART|3RCR|4MBVNT|5BPWR|6ASPD|8aDUR|9VULN
220	14164 24543	   	185.17	ACR|3DMG|1AART|1VULN|2DUR	157DMG|2AART|3RCR|4MBVNT|5BPWR|6ASPD|8VULN|9aDUR
221	14112 43124	   	185.04	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1DMG|2AART|3RCR|4BELT|5FLTHEA|6VULN|7CDMG|8ASPD|9ZMB|aDUR
222	13212 62126	   	184.96	DCR|2VULN|2DMG|1AART|1ZMB	18DMG|2RPLT|3AART|45VULN|6RCR|7DUR|9CGEN|aZMB
223	13212 62146	   	184.96	DCR|2VULN|2DMG|1AART|1ZMB	18DMG|2RPLT|3AART|45VULN|6RCR|7DUR|9LIT|aZMB
224	13212 65163	   	184.96	DCR|2VULN|2DMG|1AART|1ZMB	18DMG|2RPLT|3AART|45VULN|6RCR|7ASPD|9LIT|aZMB
225	13234 63126	   	184.87	DCR|3VULN|2AART|1DMG|1ZMB	1DMG|2RPLT|38AART|4ASPD|569VULN|7ZMB|aRCR
226	13235 33226	   	184.87	DCR|3VULN|2AART|1DMG|1ZMB	1DMG|2RPLT|35AART|4ASPD|689VULN|7ZMB|aRCR
227	13212 63616	   	184.86	DCR|2VULN|2DMG|1AART|1ZMB	17DMG|2RPLT|3AART|45VULN|6RCR|8TLV|9DUR|aZMB
228	14123 15162	   	184.84	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	14DMG|2AART|3RCR|4BPWR|5RCVC|6BEXP|7CDMG|8ASPD|9VULN|aZMB
