0	Index      	 *	Score 	Summary	Detail	
1	34323 42632	 * 	190.51	ACR|3ZMB|1AART|1DMG|2CDMG|1VULN|2ASPD|1SELL	1aCDMG|2aASPD|3SELL|4RCR|5AART|6VULN|7DMG|89aZMB|aBPWR
164	34323 42232	   	166.59	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1CDMG|2ASPD|3SELL|4RCR|5AART|6aVULN|7DMG|8LWND|9LHND
165	34323 45133	   	166.59	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1CDMG|2ASPD|3SELL|4RCR|5AART|68VULN|7LWND|9RPLT|aDMG
166	34323 42115	   	166.49	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1CDMG|2ASPD|3SELL|4RCR|5AART|6aVULN|7DMG|8NUKE|9LIT
167	22162 32112	   	166.31	DCR|2AART|2DMG|1VULN|2DUR	14DUST|25AART|3VULN|6aDUR|78DMG|9RCR
168	22162 32312	   	166.31	DCR|2AART|2VULN|1DMG|2DUR	14DUST|25AART|38VULN|6aDUR|7DMG|9RCR
169	52231 43116	   	166.04	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	1BASICY|23CDMG|4ZMB|5VULN|6RCR|7FEWX|8ASPD|9AART|aDMG
170	21362 21363	   	166.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|24CGEN|3ZMB|5RCR|6CDMG|78VULN|9AART|aDMG
171	22132 22621	   	165.96	DCR|2AART|2VULN|1CDMG|1ZMB	1DUST|25AART|37VULN|4MLV|6RCR|8ZMB|9CGEN|aCDMG
172	36112 14251	   	165.87	DCR|2VULN|1AART|3DUR|1CDMG|1ZMB	1CDMG|2RMIN|35aDUR|4ZMB|6AART|7RCR|89VULN
173	32521 13133	   	165.74	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD|1SELL	1CDMG|2SELL|3MLV|4RCR|5ASPD|6DUR|7AART|8DMG|9ZMB|aVULN
174	34326 13115	   	165.74	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD|1SELL	1CDMG|2ASPD|3SELL|4RCR|5ZMB|6DUR|7AART|8DMG|9LIT|aVULN
175	34326 13123	   	165.74	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD|1SELL	1CDMG|2ASPD|3SELL|4RCR|5ZMB|6DUR|7AART|8DMG|9CGEN|aVULN
176	33136 14253	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|23BEXP|4ASPD|5TLV|6AART|7RCR|89VULN|aDMG
177	35231 31166	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|28VULN|3BELT|4DMG|5BEXP|6RCR|7DUR|9MBVNT|aAART
178	52241 31612	 * 	165.68	DCR|4VULN|1AART|2CDMG	1BASICY|23CDMG|4568VULN|7ERES|9AART|aRCR
179	22122 22513	 * 	165.65	DCR|3AART|2DMG|1VULN	1DUST|25aAART|3VULN|4CGEN|6RCR|78DMG|9LIT
180	22132 22113	 * 	165.65	DCR|3AART|2VULN|1DMG	1DUST|25aAART|37VULN|4MLV|6RCR|8DMG|9LIT
181	22132 22522	   	165.65	DCR|3AART|2VULN|1DMG	1DUST|259AART|37VULN|4MLV|6RCR|8LIT|aDMG
182	34323 33652	 * 	165.59	ACR|2DMG|1AART|3CDMG|2ASPD|1SELL	16aCDMG|2aASPD|3SELL|4RCR|5AART|7LIT|8DUST|9aDMG|aBPWR
183	52261 41233	   	165.59	DCR|2VULN|1AART|1DMG|2CDMG	1BASICY|23CDMG|4DMG|5aVULN|6RCR|7ERES|8LIT|9AART
184	22122 22422	   	165.58	DCR|2AART|1VULN|1DMG|2ZMB|1DUR	1DUST|25AART|3VULN|4CGEN|6RCR|7DMG|89ZMB|aDUR
185	22142 35133	   	165.58	DCR|3VULN|1AART|1DMG	1DUST|2AART|358VULN|47LWND|6RCR|9RPLT|aDMG
186	33335 14121	   	165.54	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	15CDMG|2BEXP|3ZMB|4ASPD|6AART|7RCR|8RCVC|9DMG|aVULN
187	33335 14143	   	165.54	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	15CDMG|2BEXP|3ZMB|4ASPD|6AART|7RCR|8RCVC|9VULN|aDMG
188	22163 13112	   	165.40	DCR|3VULN|1AART|2ZMB|2DUR	14DUST|2AART|367VULN|56ZMB|6BPWR|8aDUR|9RCR
189	35233 32114	   	165.39	DCR|2DMG|1AART|1VULN|2CDMG	19CDMG|2VULN|38BELT|49DMG|579LHND|6RCR|9BPWR|aAART
190	22161 22115	   	165.38	DCR|3VULN|1AART|1DMG	14DUST|2AART|37aVULN|5ERES|6RCR|8DMG|9LIT
191	22161 22126	   	165.38	DCR|3VULN|1AART|1DMG	14DUST|2AART|37aVULN|5ERES|6RCR|8DMG|9CGEN
192	62235 42312	   	165.32	DCR|3VULN|1AART|1DMG|1DUR	1ERES|2AART|3RMIN|4LHND|5DMG|678VULN|9RCR|aDUR
193	12132 26366	 * 	165.23	DCR|2AART|2DMG|1VULN|1CDMG|1FLTHEA|1MSE	1MSE|25AART|3VULN|4MLV|6RCR|7CDMG|8aDMG|9FLTHEA
194	22632 33311	   	165.11	DCR|2VULN|2DMG|1AART	1DUST|2AART|3RPLT|48DMG|5MLV|69VULN|7RCR|aLWND
195	22632 33312	   	165.11	DCR|2VULN|2DMG|1AART	1DUST|2AART|3RPLT|48DMG|5MLV|69VULN|7RCR|aBEXP
196	22632 33313	   	165.11	DCR|2VULN|2DMG|1AART	1DUST|2AART|3RPLT|48DMG|5MLV|69VULN|7RCR|aRCVC
197	36333 14353	   	165.09	DCR|2VULN|1AART|1DMG|2CDMG	14CDMG|2RMIN|3NUKE|4BPWR|5BEXP|6AART|7RCR|89VULN|aDMG
198	22111 13112	   	165.07	DCR|3VULN|1AART|2CDMG|1DUR|1SELL	1DUST|2AART|367VULN|4SELL|56CDMG|6BPWR|8DUR|9RCR|aLWND
199	22111 13115	   	165.07	DCR|3VULN|1AART|2CDMG|1DUR|1SELL	1DUST|2AART|367VULN|4SELL|56CDMG|6BPWR|8DUR|9RCR|aMLV
200	22111 13116	   	165.07	DCR|3VULN|1AART|2CDMG|1DUR|1SELL	1DUST|2AART|367VULN|4SELL|56CDMG|6BPWR|8DUR|9RCR|aRPLT
201	22632 33315	   	165.01	DCR|2VULN|2DMG|1AART	1DUST|2AART|3RPLT|48DMG|5MLV|69VULN|7RCR|aERES
202	22111 13114	   	164.97	DCR|3VULN|1AART|2CDMG|1DUR|1SELL	1DUST|2AART|367VULN|4SELL|56CDMG|6BPWR|8DUR|9RCR|aERES
203	22111 43111	   	164.97	DCR|3VULN|1AART|2CDMG|1DUR|1SELL	1DUST|2AART|367VULN|4SELL|5aCDMG|8DUR|9RCR
204	22632 33314	   	164.87	DCR|2VULN|2DMG|1AART|1SELL	1DUST|2AART|3RPLT|48DMG|5MLV|69VULN|7RCR|aSELL
205	33325 21663	   	164.64	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1CDMG|2BEXP|3ZMB|4LWND|5VULN|69ASPD|7RCR|8AART|aDMG
206	54243 47124	   	164.61	DCR|2AART|2DMG|1VULN|1DUR	1BASICY|2MBVNT|35DMG|46AART|7RCR|8DUR|9RCVC|aVULN
207	54744 24313	 * 	164.58	DCR|3DMG|1VULN|2CDMG|1DUR	17aBASICY|2MBVNT|3DUR|47aDMG|57CGEN|6RCR|7aBPWR|8VULN|9aCDMG
208	22636 12321	 * 	164.54	DCR|1AART|3CDMG|1VULN|1DMG|1ZMB	1DUST|2AART|3RPLT|4DMG|59aCDMG|6ZMB|7VULN|8RCR
209	23451 12125	 * 	164.53	ACR|2AART|2DMG|1VULN|1DUR	1DUST|28DMG|3BELT|4RCR|5aAART|6DUR|7RMIN|9VULN
210	23451 15123	   	164.53	ACR|2AART|2DMG|1VULN|1DUR	1DUST|28DMG|3BELT|4RCR|5aAART|6DUR|7CGEN|9VULN
211	36112 14521	   	164.52	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1CDMG|2RMIN|35DUR|4ZMB|6AART|7RCR|8RCVC|9DMG|aVULN
212	32523 42613	 * 	164.51	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1SELL	1CDMG|2SELL|3MLV|4RCR|5aAART|6VULN|7DMG|8ZMB|9LIT
213	34232 14251	   	164.50	DCR|2VULN|1AART|2ASPD|1CDMG|2DUR	1CDMG|24ASPD|3ERES|5aDUR|6AART|7RCR|89VULN
214	32523 32133	   	164.47	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR|1SELL	1CDMG|2SELL|3MLV|4RCR|5AART|6DUR|78DMG|9ZMB|aASPD
215	22132 26421	   	164.37	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1DUST|25AART|3VULN|4MLV|6RCR|7CDMG|8RMIN|9DMG|aASPD
216	52363 52111	 * 	164.36	ACR|3DMG|1VULN|2CDMG|1ZMB	1BASICY|2aCDMG|3LIT|4VULN|5RCR|69aDMG|7ZMB|8aBEXP|aBPWR
217	23363 66121	   	164.28	DCR|3DMG|1AART|1VULN	1DUST|259DMG|3LSRHEA|4AART|6RCR|7VULN|8BEXP|aLWND
218	23363 66122	   	164.28	DCR|3DMG|1AART|1VULN	1DUST|259DMG|3LSRHEA|4AART|6RCR|7VULN|8BEXP|aFEWX
219	22132 26621	   	164.27	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1DUST|25AART|3VULN|4MLV|6RCR|7CDMG|8ERES|9DMG|aASPD
220	53411 32512	   	164.19	DCR|2DMG|2AART|1FLTHEA|2DUR	1BASICY|2RPLT|34DMG|59DUR|6RCR|78AART|aFLTHEA
221	22111 13511	 * 	164.18	DCR|3VULN|1AART|3CDMG|1SELL	1DUST|2AART|367VULN|4SELL|56aCDMG|6BPWR|8LWND|9RCR
222	23363 25336	   	164.12	DCR|2AART|2DMG|1VULN|1CDMG	1DUST|25DMG|3LSRHEA|47AART|6CDMG|8FEWX|9VULN|aRCR
223	22132 22445	   	163.90	DCR|3VULN|2AART|1DUR	1DUST|25AART|37aVULN|4MLV|6RCR|8DUR|9LIT
224	22132 22555	   	163.90	DCR|3VULN|2AART|1DUR	1DUST|25AART|37aVULN|4MLV|6RCR|8LIT|9DUR
225	22142 33154	   	163.90	DCR|3VULN|2AART|1DUR	1DUST|29AART|35aVULN|4LWND|6RCR|7DUR|8RPLT
226	35232 43115	   	163.89	DCR|2VULN|1AART|1DMG|2CDMG	19CDMG|2aVULN|3BELT|4DMG|5NUKE|6LSRICY|7RCR|8AART
227	22132 33541	   	163.87	DCR|4VULN|2AART	1DUST|25AART|3678VULN|4MLV|9RCR|aFEWX
228	22132 33542	   	163.87	DCR|4VULN|2AART	1DUST|25AART|3678VULN|4MLV|9RCR|aLWND
229	22132 33543	   	163.87	DCR|4VULN|2AART	1DUST|25AART|3678VULN|4MLV|9RCR|aRCVC
230	22132 33545	   	163.87	DCR|4VULN|2AART	1DUST|25AART|3678VULN|4MLV|9RCR|aCGEN
231	22152 33154	   	163.80	DCR|3VULN|2AART|1DUR	1DUST|29AART|35aVULN|4LEGI|6RCR|7DUR|8RPLT
232	34323 42631	   	163.76	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD|1SELL	1CDMG|2ASPD|3SELL|4RCR|5AART|6VULN|7DMG|89ZMB|aERES
233	22132 26433	 * 	163.75	DCR|2AART|1VULN|1DMG|2CDMG	1DUST|25AART|3VULN|4MLV|6RCR|79CDMG|8RMIN|aDMG
234	22152 36235	   	163.70	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUST|2AART|35VULN|4LEGI|6RCR|7ASPD|8MLV|9DUR|aDMG
235	22152 36622	   	163.70	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUST|2AART|35VULN|4LEGI|6RCR|7ASPD|8DMG|9DMSP|aDUR
236	22152 36632	   	163.70	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUST|2AART|35VULN|4LEGI|6RCR|7ASPD|8DMG|9LIT|aDUR
237	52261 43333	 * 	163.68	DCR|3VULN|3CDMG|1DMG	19BASICY|239CDMG|4DMG|58aVULN|6RCR|79FEWX|9BPWR
238	23363 23356	   	163.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DUST|25DMG|3LSRHEA|4AART|6CDMG|7VULN|8CGEN|9ZMB|aRCR
239	22142 31621	   	163.58	DCR|2VULN|1AART|1DMG|1CDMG	1DUST|2AART|35VULN|4LWND|6RCR|7LHND|8DMG|9RCVC|aCDMG
240	22142 31641	   	163.58	DCR|2VULN|1AART|1DMG|1CDMG	1DUST|2AART|35VULN|4LWND|6RCR|79LHND|8DMG|aCDMG
241	22142 31663	   	163.58	DCR|2VULN|1AART|1DMG|1CDMG	1DUST|2AART|35VULN|4LWND|6RCR|7aLHND|8DMG|9CDMG
242	22142 35521	   	163.58	DCR|2VULN|1AART|1DMG|1CDMG	1DUST|2AART|35VULN|47LWND|6RCR|8DMG|9FEWX|aCDMG
243	22142 35531	   	163.58	DCR|2VULN|1AART|1DMG|1CDMG	1DUST|2AART|35VULN|47LWND|6RCR|8DMG|9LHND|aCDMG
244	35233 31155	   	163.56	DCR|3VULN|1DMG|1CDMG|2DUR	1CDMG|28aVULN|3BELT|4DMG|5LHND|6RCR|79DUR
245	64621 11133	   	163.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2LIT|3RCR|4DUR|58VULN|6ZMB|7RCVC|9DMG|aAART
246	22142 31611	   	163.48	DCR|2VULN|1AART|1DMG|1CDMG	19DUST|2AART|35VULN|4LWND|6RCR|7LHND|8DMG|aCDMG
247	22142 31662	   	163.48	DCR|2VULN|1AART|1DMG|1CDMG	1DUST|2AART|35VULN|4LWND|6RCR|7LHND|8DMG|9CDMG|aTLV
248	22152 31621	   	163.48	DCR|2VULN|1AART|1DMG|1CDMG	1DUST|2AART|35VULN|4LEGI|6RCR|7LWND|8DMG|9RCVC|aCDMG
249	22152 31642	   	163.48	DCR|2VULN|1AART|1DMG|1CDMG	1DUST|2AART|35VULN|4LEGI|6RCR|7LWND|8DMG|9LHND|aCDMG
250	22152 31661	   	163.48	DCR|2VULN|1AART|1DMG|1CDMG	1DUST|2AART|35VULN|4LEGI|6RCR|79LWND|8DMG|aCDMG
251	62231 36523	   	163.48	DCR|2VULN|1AART|1DMG|1CDMG	19ERES|2AART|3RMIN|4LHND|58VULN|6RCR|7CDMG|aDMG
252	22132 32546	   	163.41	DCR|3VULN|2AART|1CDMG	1DUST|25AART|368VULN|4MLV|7RCVC|9RCR|aCDMG
253	22132 33246	   	163.41	DCR|3VULN|2AART|1CDMG	1DUST|25AART|367VULN|48MLV|9RCR|aCDMG
254	22152 31611	   	163.38	DCR|2VULN|1AART|1DMG|1CDMG	19DUST|2AART|35VULN|4LEGI|6RCR|7LWND|8DMG|aCDMG
255	22161 22121	   	163.38	DCR|2VULN|1AART|1DMG|1CDMG	14DUST|2AART|37VULN|5ERES|6RCR|8DMG|9CGEN|aCDMG
256	35313 52321	   	163.33	DCR|2VULN|2DMG|2CDMG|1ZMB|1SELL	18CDMG|28VULN|3CGEN|4ZMB|5aRMIN|6SELL|78DMG|8BPWR|9RCR
257	35313 52322	   	163.33	DCR|2VULN|2DMG|2CDMG|1ZMB|1SELL	18CDMG|28VULN|3CGEN|4ZMB|5RMIN|6SELL|78DMG|8BPWR|9RCR|aLWND
258	35313 52324	   	163.33	DCR|2VULN|2DMG|2CDMG|1ZMB|1SELL	18CDMG|28VULN|3CGEN|4ZMB|5RMIN|6SELL|78DMG|8BPWR|9RCR|aRPLT
259	35313 52325	   	163.33	DCR|2VULN|2DMG|2CDMG|1ZMB|1SELL	18CDMG|28VULN|3CGEN|4ZMB|5RMIN|6SELL|78DMG|8BPWR|9RCR|aLHND
260	22161 26162	   	163.28	DCR|2VULN|1AART|1DMG|1CDMG	148DUST|2AART|39VULN|5ERES|6RCR|7CDMG|aDMG
261	35313 52323	   	163.23	DCR|2VULN|2DMG|2CDMG|1ZMB|1SELL	18CDMG|28VULN|3CGEN|4ZMB|5RMIN|6SELL|78DMG|8BPWR|9RCR|aERES
262	35313 52326	   	163.23	DCR|2VULN|2DMG|2CDMG|1ZMB|1SELL	18CDMG|28VULN|3CGEN|4ZMB|5RMIN|6SELL|78DMG|8BPWR|9RCR|aDUST
263	62214 53111	   	163.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	14ERES|2AART|3RMIN|58DMG|6DUR|7VULN|9RCR|aCDMG
264	62214 53311	   	163.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	14ERES|2AART|3RMIN|5DMG|6DUR|78VULN|9RCR|aCDMG
265	62215 32111	   	163.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	14ERES|2AART|3RMIN|5VULN|6DUR|78DMG|9RCR|aCDMG
266	62215 32311	   	163.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	14ERES|2AART|3RMIN|58VULN|6DUR|7DMG|9RCR|aCDMG
267	62215 43111	   	163.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	14ERES|2AART|3RMIN|56VULN|7DMG|8DUR|9RCR|aCDMG
268	22632 33111	   	163.18	DCR|3VULN|1AART|1DMG	1DUST|2AART|3RPLT|4DMG|5MLV|689VULN|7RCR|aLWND
269	22632 33112	   	163.18	DCR|3VULN|1AART|1DMG	1DUST|2AART|3RPLT|4DMG|5MLV|689VULN|7RCR|aBEXP
270	22632 33113	   	163.18	DCR|3VULN|1AART|1DMG	1DUST|2AART|3RPLT|4DMG|5MLV|689VULN|7RCR|aRCVC
271	22632 33115	   	163.08	DCR|3VULN|1AART|1DMG	1DUST|2AART|3RPLT|4DMG|5MLV|689VULN|7RCR|aERES
272	22111 42113	   	163.07	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1DUST|2AART|36VULN|4SELL|5CDMG|7RCVC|8DUR|9RCR|aDMG
273	33215 14251	   	162.97	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	15CDMG|2BEXP|3ERES|4ZMB|6AART|7RCR|89VULN|aDUR
274	33335 14352	   	162.97	DCR|2VULN|1AART|2CDMG|1ZMB|1ASPD	15CDMG|2BEXP|3ZMB|4ASPD|6AART|7RCR|89VULN|aTLV
275	22632 33114	   	162.94	DCR|3VULN|1AART|1DMG|1SELL	1DUST|2AART|3RPLT|4DMG|5MLV|689VULN|7RCR|aSELL
276	22163 43511	   	162.87	DCR|3VULN|1AART|1CDMG|1ZMB	14DUST|2AART|367VULN|5ZMB|8LWND|9RCR|aCDMG
277	23363 65311	 * 	162.60	DCR|3DMG|2AART|1ASPD	1DUST|257DMG|3LSRHEA|49AART|6RCR|8MLV|aASPD
278	34323 42326	 * 	162.55	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR|1SELL	1CDMG|2aASPD|3SELL|4RCR|5AART|6VULN|7DMG|8DUR|9FEWX
279	34323 42336	 * 	162.55	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR|1SELL	1CDMG|2aASPD|3SELL|4RCR|5AART|6VULN|7DMG|8DUR|9LHND
280	22111 12513	   	162.54	DCR|2VULN|1AART|1DMG|2CDMG|1SELL	1DUST|2AART|36VULN|4SELL|56CDMG|6BPWR|7RCVC|8LWND|9RCR|aDMG
281	22111 16313	   	162.54	DCR|2VULN|1AART|1DMG|2CDMG|1SELL	1DUST|2AART|36VULN|4SELL|56CDMG|6BPWR|78BEXP|9RCR|aDMG
282	54243 42442	   	162.51	DCR|2AART|2DMG|1CDMG|1FLTHEA	1BASICY|2MBVNT|35DMG|46AART|7BEXP|8RCR|9CDMG|aFLTHEA
283	54243 16442	   	162.51	DCR|2AART|2DMG|1CDMG|1FLTHEA	1BASICY|2MBVNT|35DMG|47AART|6BEXP|8RCR|9CDMG|aFLTHEA
284	54243 43442	   	162.41	DCR|2AART|2DMG|1CDMG|1FLTHEA	1BASICY|2MBVNT|35DMG|46AART|7DUST|8RCR|9CDMG|aFLTHEA
285	22162 32411	   	162.37	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	14DUST|25AART|3VULN|68DUR|7DMG|9RCR|aCDMG
286	22636 12325	 * 	162.36	DCR|1AART|1VULN|1DMG|2CDMG|2ZMB	1DUST|2AART|3RPLT|4DMG|59CDMG|6aZMB|7VULN|8RCR
287	22112 16413	   	162.22	DCR|2AART|1VULN|1DMG|1CDMG|2DUR|1SELL	1DUST|25AART|3VULN|4SELL|68DUR|7CDMG|9RCR|aDMG
288	22312 26413	   	162.22	DCR|2AART|1VULN|1DMG|1CDMG|2DUR|1SELL	1DUST|25AART|38DUR|4SELL|6VULN|7CDMG|9RCR|aDMG
289	54243 42451	   	162.21	DCR|2AART|2DMG|1VULN|1DUR	1BASICY|2MBVNT|35DMG|46AART|7BEXP|8RCR|9DUR|aVULN
290	32243 52422	 * 	162.18	DCR|2DMG|3CDMG|1AART|1VULN|1SELL	157CDMG|2SELL|3LIT|47BEXP|67DMG|7BPWR|8VULN|9AART|aRCR
291	34323 14621	   	162.18	ACR|3VULN|1AART|1CDMG|1ASPD|1SELL	1CDMG|2ASPD|3SELL|4RCR|5AART|6BEXP|7BELT|89aVULN
292	34323 43115	   	162.18	ACR|3VULN|1AART|1CDMG|1ASPD|1SELL	1CDMG|2ASPD|3SELL|4RCR|5AART|68aVULN|7FEWX|9LIT
293	23363 66222	 * 	162.18	DCR|2DMG|1AART|1VULN|2ASPD	1DUST|25DMG|3LSRHEA|4AART|6RCR|7VULN|8MLV|9aASPD
294	52363 11225	 * 	162.13	ACR|3VULN|2AART|1CDMG	168BASICY|2CDMG|38LIT|468VULN|5RCR|68BPWR|7RPLT|9aAART
295	54243 43451	   	162.11	DCR|2AART|2DMG|1VULN|1DUR	1BASICY|2MBVNT|35DMG|46AART|7DUST|8RCR|9DUR|aVULN
296	36112 14253	   	162.05	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1CDMG|2RMIN|35DUR|4ZMB|6AART|7RCR|89VULN|aLWND
297	32523 12135	 * 	162.04	ACR|2AART|2DMG|1CDMG|1ZMB|1SELL	1CDMG|2SELL|3MLV|4RCR|5aAART|6BEXP|78DMG|9ZMB
298	32523 52135	 * 	162.04	ACR|2AART|2DMG|1CDMG|1ZMB|1SELL	1CDMG|2SELL|3MLV|4RCR|5aAART|6FEWX|78DMG|9ZMB
299	54742 24232	 * 	162.00	DCR|3DMG|2VULN|1DUR	17aBASICY|2MBVNT|3DUR|47aDMG|57ERES|6RCR|7aBPWR|8CGEN|9aVULN
300	22132 33112	   	162.00	DCR|3VULN|2AART|2DUR	1DUST|25AART|367VULN|4MLV|8aDUR|9RCR
301	36112 14252	   	161.95	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1CDMG|2RMIN|35DUR|4ZMB|6AART|7RCR|89VULN|aDUST
302	61252 31361	   	161.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2CGEN|3DMG|4RMIN|5RCR|6CDMG|78VULN|9AART|aDUR
303	33335 15235	 * 	161.91	DCR|2VULN|3CDMG|1AART|1ZMB|1ASPD	159CDMG|2BEXP|3ZMB|4ASPD|6AART|78VULN|aRCR
304	22132 22421	   	161.90	DCR|2AART|2VULN|1CDMG|1DUR	1DUST|25AART|37VULN|4MLV|6RCR|8DUR|9FEWX|aCDMG
305	22132 22431	   	161.90	DCR|2AART|2VULN|1CDMG|1DUR	1DUST|25AART|37VULN|4MLV|6RCR|8DUR|9LHND|aCDMG
306	22142 33551	   	161.90	DCR|2AART|2VULN|1CDMG|1DUR	1DUST|28AART|35VULN|4LWND|6RCR|7DUR|9MLV|aCDMG
307	22122 23531	   	161.90	DCR|2AART|2VULN|1CDMG|1ASPD	1DUST|25AART|38VULN|4CGEN|6RCR|7FEWX|9CDMG|aASPD
308	22122 24261	   	161.90	DCR|2AART|2VULN|1CDMG|1DUR	1DUST|25AART|39VULN|4CGEN|6RCR|7LHND|8DUR|aCDMG
309	22122 24531	   	161.90	DCR|2AART|2VULN|1CDMG|1ASPD	1DUST|25AART|38VULN|4CGEN|6RCR|7LHND|9CDMG|aASPD
310	22122 26161	   	161.90	DCR|2AART|2VULN|1CDMG|1DUR	1DUST|25AART|39VULN|4CGEN|6RCR|7DUR|8LHND|aCDMG
311	22122 26511	   	161.90	DCR|2AART|2VULN|1CDMG|1DUR	1DUST|25AART|38VULN|49CGEN|6RCR|7DUR|aCDMG
312	22122 26532	   	161.90	DCR|2AART|2VULN|1CDMG|1DUR	1DUST|25AART|38VULN|4CGEN|6RCR|7DUR|9CDMG|aLHND
313	22122 26533	   	161.90	DCR|2AART|2VULN|1CDMG|1DUR	1DUST|25AART|38VULN|4CGEN|6RCR|7DUR|9CDMG|aBEXP
314	22122 26534	   	161.90	DCR|2AART|2VULN|1CDMG|1DUR	1DUST|25AART|38VULN|4CGEN|6RCR|7DUR|9CDMG|aRPLT
315	22132 24261	   	161.90	DCR|2AART|2VULN|1CDMG|1DUR	1DUST|25AART|39VULN|4MLV|6RCR|7LHND|8DUR|aCDMG
316	22132 22451	   	161.80	DCR|2AART|2VULN|1CDMG|1DUR	19DUST|25AART|37VULN|4MLV|6RCR|8DUR|aCDMG
317	22152 33551	   	161.80	DCR|2AART|2VULN|1CDMG|1DUR	1DUST|28AART|35VULN|4LEGI|6RCR|7DUR|9MLV|aCDMG
318	22122 26535	   	161.80	DCR|2AART|2VULN|1CDMG|1DUR	1DUST|25AART|38VULN|4CGEN|6RCR|7DUR|9CDMG|aLEGI
319	22122 26551	   	161.80	DCR|2AART|2VULN|1CDMG|1DUR	19DUST|25AART|38VULN|4CGEN|6RCR|7DUR|aCDMG
320	23451 21621	   	161.80	ACR|3VULN|1AART|1DMG	1DUST|2DMG|3BELT|4RCR|5AART|6DMSP|7RMIN|89aVULN
321	23361 16422	   	161.77	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1DUST|29DMG|3LSRHEA|4AART|5MLV|6ZMB|7VULN|8RCR|aASPD
322	61213 34324	   	161.76	DCR|2VULN|2DMG|1CDMG|1ZMB	1ERES|2CGEN|3aDMG|48VULN|5ZMB|6CDMG|7RCR|9BEXP
323	61213 34334	   	161.76	DCR|2VULN|2DMG|1CDMG|1ZMB	1ERES|2CGEN|3aDMG|48VULN|5ZMB|6CDMG|7RCR|9FEWX
324	22122 22321	   	161.73	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1DUST|25AART|3VULN|4CGEN|6RCR|7DMG|8RMIN|9ZMB|aDUR
325	22122 22412	   	161.73	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1DUST|25AART|3VULN|49CGEN|6RCR|7DMG|8ZMB|aDUR
326	22122 22431	   	161.73	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1DUST|25AART|3VULN|4CGEN|6RCR|7DMG|8ZMB|9RMIN|aDUR
327	22122 22441	   	161.73	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1DUST|25AART|3VULN|4CGEN|6RCR|7DMG|8ZMB|9LIT|aDUR
328	22122 22442	   	161.73	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD	1DUST|25AART|3VULN|4CGEN|6RCR|7DMG|8ZMB|9LIT|aASPD
329	22122 22462	   	161.73	DCR|2AART|1DMG|1VULN|1ZMB|1DUR	1DUST|25AART|3VULN|4CGEN|6RCR|7DMG|8ZMB|9LWND|aDUR
