0	Index      	 *	Score 	Summary	Detail	
1	41226 33522	 * 	199.16	ACR|4VULN|1AART|1DMG|2CDMG	167aVULN|278LWND|3RCR|4AART|57CDMG|7BPWR|9DMG
176	43212 15411	   	175.47	ACR|2VULN|2DMG|2ZMB|1CDMG|1ASPD	17VULN|2LEGI|3RCR|4NUKE|57ZMB|67DMG|7BPWR|8LIT|9CDMG|aASPD
177	41231 15311	   	175.47	ACR|2VULN|2DMG|1AART|2DUR	17VULN|24LWND|3RCR|57DUR|67DMG|7BPWR|8ERES|9DUST|aAART
178	61223 65311	   	175.47	ACR|2VULN|2DMG|1AART|2DUR	17DUR|2LWND|3RCR|4DMSP|57DMG|67VULN|7BPWR|8ERES|9DUST|aAART
179	33116 62221	   	175.31	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1DMSP|2LIT|3AART|4DMG|5CDMG|6RCR|79VULN|8aDUR
180	43244 22331	   	175.13	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	157VULN|2LEGI|3RCR|4ZMB|6AART|8LHND|9DUR|aCDMG
181	41223 31531	   	175.13	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	16VULN|2LWND|3RCR|4AART|57DUR|8FEWX|9DMG|aCDMG
182	41223 31231	   	175.03	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	16VULN|2LWND|3RCR|4AART|57DUR|8DUST|9DMG|aCDMG
183	41223 31311	 * 	174.99	ACR|4VULN|1AART|3DUR	1689VULN|2LWND|3RCR|4AART|57aDUR
184	43243 26313	   	174.60	ACR|3VULN|1AART|1DMG|1ZMB	189VULN|2LEGI|3RCR|4ZMB|5DMSP|6AART|7DMG|aRPLT
185	43243 26331	   	174.60	ACR|3VULN|1AART|1DMG|1ZMB	18aVULN|2LEGI|3RCR|4ZMB|5DMSP|6AART|7DMG|9CGEN
186	33116 62122	   	174.52	DCR|2AART|2VULN|1DMG|1CDMG	1DMSP|2LIT|39AART|4DMG|5CDMG|6RCR|7aVULN|8RMIN
187	43321 15522	 * 	174.50	DCR|4VULN|2DMG|2DUR	178aVULN|2LEGI|3DMSP|4FEWX|57DUR|67DMG|7BPWR|9RCR
188	41223 36235	   	174.47	ACR|2AART|2VULN|1DMG|1DUR|1ASPD	16VULN|2LWND|3RCR|47AART|5DUR|8DUST|9DMG|aASPD
189	43244 33311	   	174.38	ACR|4VULN|1AART|1ZMB|1DUR	1569VULN|2LEGI|3RCR|4ZMB|7MLV|8AART|aDUR
190	46111 22621	   	174.37	ACR|2VULN|2DMG|1AART|2DUR	1aVULN|2aDMG|3BEXP|4AART|5RCR|6BELT|7LWND|8MBVNT|9aDUR|aBPWR
191	46111 25121	   	174.37	ACR|2VULN|2DMG|1AART|2DUR	1aVULN|2aDMG|3BEXP|4AART|5RCR|6BELT|7LEGI|8LWND|9aDUR|aBPWR
192	46111 25221	   	174.37	ACR|2VULN|2DMG|1AART|2DUR	1aVULN|2aDMG|3BEXP|4AART|5RCR|6BELT|7LEGI|8FEWX|9aDUR|aBPWR
193	66111 22251	   	174.37	ACR|2VULN|2DMG|1AART|2DUR	1aDUR|2aDMG|3BEXP|4AART|5RCR|6BELT|7LWND|8LEGI|9aVULN|aBPWR
194	66111 22641	   	174.37	ACR|2VULN|2DMG|1AART|2DUR	1aDUR|2aDMG|3BEXP|4AART|5RCR|6BELT|7LWND|8MBVNT|9aVULN|aBPWR
195	66211 21251	   	174.37	ACR|2VULN|2DMG|1AART|2DUR	1aDUR|2aDMG|3LWND|4AART|5RCR|6BELT|7BEXP|8LEGI|9aVULN|aBPWR
196	66211 21641	   	174.37	ACR|2VULN|2DMG|1AART|2DUR	1aDUR|2aDMG|3LWND|4AART|5RCR|6BELT|7BEXP|8MBVNT|9aVULN|aBPWR
197	41226 26123	   	174.34	ACR|2AART|2VULN|1DMG|1CDMG	18VULN|2LWND|3RCR|4aAART|5CDMG|6BELT|7DMG|9LHND
198	43244 31311	   	174.28	ACR|4VULN|1AART|1ZMB|1DUR	1569VULN|2LEGI|3RCR|4ZMB|7ERES|8AART|aDUR
199	43242 26323	   	174.25	ACR|2VULN|2AART|1DMG|2ZMB	18VULN|2LEGI|3RCR|45ZMB|69AART|7DMG|aRPLT
200	43226 26123	   	174.24	ACR|2AART|2VULN|1DMG|1CDMG	18VULN|2LEGI|3RCR|4aAART|5CDMG|6BELT|7DMG|9LHND
201	41221 36141	   	174.24	ACR|2AART|2VULN|1DMG|1CDMG	17VULN|2LWND|3RCR|49AART|5CANSTR|6CDMG|8DMG|aFEWX
202	41221 36142	   	174.24	ACR|2AART|2VULN|1DMG|1CDMG	17VULN|2LWND|3RCR|49AART|5CANSTR|6CDMG|8DMG|aLIT
203	41224 36231	   	174.24	ACR|2AART|2VULN|1DMG|1CDMG	16VULN|2LWND|3RCR|47AART|5LHND|8DUST|9DMG|aCDMG
204	43221 36141	   	174.14	ACR|2AART|2VULN|1DMG|1CDMG	17VULN|2LEGI|3RCR|49AART|5CANSTR|6CDMG|8DMG|aFEWX
205	43221 36142	   	174.14	ACR|2AART|2VULN|1DMG|1CDMG	17VULN|2LEGI|3RCR|49AART|5CANSTR|6CDMG|8DMG|aLIT
206	41221 36143	   	174.14	ACR|2AART|2VULN|1DMG|1CDMG	17VULN|2LWND|3RCR|49AART|5CANSTR|6CDMG|8DMG|aTLV
207	46111 41313	   	174.10	ACR|4VULN|1AART|1DMG	1689VULN|2DMG|3BEXP|4AART|5RCR|7TLV|aRPLT
208	46111 41322	   	174.10	ACR|4VULN|1AART|1DMG	168aVULN|2DMG|3BEXP|4AART|5RCR|7TLV|9DMSP
209	46111 42131	   	174.10	ACR|4VULN|1AART|1DMG	167aVULN|2DMG|3BEXP|4AART|5RCR|8DUST|9DMSP
210	46111 42232	   	174.10	ACR|4VULN|1AART|1DMG	167aVULN|2DMG|3BEXP|4AART|5RCR|8LIT|9ERES
211	46241 31312	   	174.10	ACR|4VULN|1AART|1DMG	189aVULN|2DMG|3LWND|4AART|5RCR|6DMSP|7TLV
212	46341 31312	   	174.10	ACR|4VULN|1AART|1DMG	189aVULN|2DMG|3LHND|4AART|5RCR|6DMSP|7TLV
213	43221 36143	   	174.04	ACR|2AART|2VULN|1DMG|1CDMG	17VULN|2LEGI|3RCR|49AART|5CANSTR|6CDMG|8DMG|aTLV
214	46111 41331	   	174.00	ACR|4VULN|1AART|1DMG	168aVULN|2DMG|3BEXP|4AART|5RCR|7TLV|9ERES
215	33116 42123	   	173.93	DCR|3VULN|1AART|1DMG|1CDMG	1DMSP|2LIT|3AART|4DMG|5CDMG|6LHND|79aVULN|8RCR
216	41226 11233	   	173.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1aVULN|2LWND|3RCR|4AART|5CDMG|6ZMB|7BEXP|8RPLT|9DMG
217	41226 12233	   	173.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1aVULN|2LWND|3RCR|4AART|5CDMG|6ZMB|7LHND|8RPLT|9DMG
218	66611 13312	   	173.88	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1DUR|29DMG|3VULN|4AART|5RCR|6RPLT|7ASPD|8RCVC|aCDMG
219	66611 13322	   	173.88	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2DMG|39VULN|4AART|5RCR|6RPLT|7ASPD|8RCVC|aCDMG
220	33116 52123	   	173.83	DCR|3VULN|1AART|1DMG|1CDMG	1DMSP|2LIT|3AART|4DMG|5CDMG|6DUST|79aVULN|8RCR
221	43226 11233	   	173.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1aVULN|2LEGI|3RCR|4AART|5CDMG|6ZMB|7BEXP|8RPLT|9DMG
222	43226 12233	   	173.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1aVULN|2LEGI|3RCR|4AART|5CDMG|6ZMB|7LHND|8RPLT|9DMG
223	41226 15233	   	173.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1aVULN|2LWND|3RCR|4AART|5CDMG|6ZMB|7DUST|8RPLT|9DMG
224	41223 33143	   	173.77	ACR|2VULN|2DMG|1AART|1DUR	16VULN|2LWND|3RCR|4AART|5DUR|7BEXP|8LIT|9aDMG
225	41223 35511	   	173.77	ACR|2VULN|2DMG|1AART|1DUR	16VULN|2LWND|3RCR|4AART|5DUR|7aLIT|89DMG
226	41223 35512	   	173.77	ACR|2VULN|2DMG|1AART|1DUR	16VULN|2LWND|3RCR|4AART|5DUR|7LIT|89DMG|aCGEN
227	41223 35513	   	173.77	ACR|2VULN|2DMG|1AART|1DUR	16VULN|2LWND|3RCR|4AART|5DUR|7LIT|89DMG|aRMIN
228	41224 31143	   	173.77	ACR|2VULN|2DMG|1AART|1DUR	16VULN|2LWND|3RCR|4AART|5LHND|7DUR|8LIT|9aDMG
229	46111 15222	   	173.75	ACR|3VULN|1AART|1DMG|1CDMG	179VULN|2DMG|3BEXP|4AART|5RCR|6RPLT|8CGEN|aCDMG
230	46111 42323	   	173.75	ACR|3VULN|1AART|1DMG|1CDMG	167VULN|2DMG|3BEXP|4AART|5RCR|8LHND|9MLV|aCDMG
231	46111 12622	   	173.75	ACR|3VULN|1AART|1DMG|1CDMG	189VULN|2DMG|3BEXP|4AART|5RCR|6RPLT|7RMIN|aCDMG
232	43221 36135	   	173.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2LEGI|3RCR|4AART|5CANSTR|6CDMG|8DMG|9BELT|aZMB
233	43226 15233	   	173.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1aVULN|2LEGI|3RCR|4AART|5CDMG|6ZMB|7DUST|8RPLT|9DMG
234	46111 15113	   	173.65	ACR|3VULN|1AART|1DMG|1CDMG	17aVULN|2DMG|3BEXP|4AART|5RCR|6RPLT|8CDMG|9DUST
235	46111 42123	   	173.65	ACR|3VULN|1AART|1DMG|1CDMG	167VULN|2DMG|3BEXP|4AART|5RCR|8DUST|9MLV|aCDMG
236	56312 15311	 * 	173.47	DCR|3DMG|1AART|2CDMG|2ASPD|1DUR	138DUST|235DMG|38BPWR|48ASPD|68CDMG|7AART|9DUR|aRCR
237	42312 44231	   	173.23	DCR|2VULN|1AART|2CDMG|1DMG|1DUR	16VULN|2RPLT|3aCDMG|4AART|5DUR|7RCR|8TLV|9DMG
238	41231 15411	   	173.05	ACR|2VULN|2DMG|1CDMG|2DUR|1ASPD	17VULN|24LWND|3RCR|57DUR|67DMG|7BPWR|8LIT|9CDMG|aASPD
239	43226 33334	   	172.94	ACR|3VULN|1AART|2CDMG|1ASPD	167VULN|2LEGI|3RCR|4AART|57CDMG|7BPWR|8DLOT|9ASPD|aRCVC
240	46111 31523	   	172.94	ACR|2DMG|2VULN|1AART|1ZMB	19VULN|29DMG|3BEXP|4AART|5RCR|6LEGI|7LHND|89ERES|9BPWR|aZMB
241	43243 22431	   	172.93	ACR|3VULN|2AART|1ZMB|1DUR	17aVULN|2LEGI|3RCR|4ZMB|5DMSP|69AART|8DUR
242	43244 21321	   	172.83	ACR|3VULN|2AART|1ZMB|1DUR	158VULN|2LEGI|3RCR|4ZMB|69AART|7TLV|aDUR
243	43214 24321	   	172.83	ACR|3VULN|2AART|1ZMB|1DUR	158VULN|2LEGI|3RCR|4NUKE|69AART|7ZMB|aDUR
244	41223 35141	   	172.81	ACR|4VULN|1AART|1DUR|1ASPD	1689VULN|2LWND|3RCR|4AART|5DUR|7LIT|aASPD
245	43121 61321	   	172.65	DCR|2VULN|2DMG|1AART|2DUR	1aVULN|2LEGI|3BELT|4aDMG|5DUST|6AART|7BEXP|8RCR|9aDUR|aBPWR
246	41226 33613	   	172.64	ACR|3VULN|1AART|3CDMG	167VULN|27LWND|3RCR|4AART|578CDMG|7BPWR|9RCVC|aCGEN
247	41224 33334	   	172.59	ACR|4VULN|1AART|1CDMG	1678VULN|2LWND|3RCR|4AART|5LHND|9CGEN|aCDMG
248	41226 31223	   	172.59	ACR|4VULN|1AART|1CDMG	169aVULN|2LWND|3RCR|4AART|5CDMG|7CGEN|8LIT
249	41226 33611	   	172.54	ACR|3VULN|1AART|3CDMG	167VULN|27LWND|3RCR|4AART|578CDMG|7BPWR|9RCVC|aMBVNT
250	43242 22612	   	172.49	ACR|4VULN|1AART|2ZMB	179aVULN|2LEGI|3RCR|45ZMB|6AART|8CGEN
251	43226 31223	   	172.49	ACR|4VULN|1AART|1CDMG	169aVULN|2LEGI|3RCR|4AART|5CDMG|7CGEN|8LIT
252	43226 31433	   	172.49	ACR|4VULN|1AART|1CDMG	168aVULN|2LEGI|3RCR|4AART|5CDMG|7CGEN|9LIT
253	43226 36133	   	172.49	ACR|4VULN|1AART|1CDMG	167aVULN|2LEGI|3RCR|4AART|5CDMG|8CGEN|9LIT
254	41224 33343	   	172.49	ACR|4VULN|1AART|1CDMG	1678VULN|2LWND|3RCR|4AART|5LHND|9DUST|aCDMG
255	41225 62323	   	172.49	ACR|4VULN|1AART|1CDMG	179aVULN|2LWND|3RCR|4AART|5LIT|6CDMG|8ERES
256	41223 31533	   	172.48	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	16VULN|2LWND|3RCR|4AART|57DUR|8FEWX|9DMG|aZMB
257	23131 13347	 * 	172.47	DCR|3VULN|2DMG|2ASPD|1ZMB|1SELL	1SELL|25aVULN|3aASPD|4ZMB|6MBVNT|7CGEN|8aDMG|9RCR|aBPWR
258	23165 13347	 * 	172.47	DCR|3VULN|2DMG|2ASPD|1ZMB|1SELL	1SELL|24aVULN|3aASPD|5ZMB|6MBVNT|7CGEN|8aDMG|9RCR|aBPWR
259	43244 21231	   	172.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	15VULN|2LEGI|3RCR|4ZMB|6AART|7TLV|8DUST|9DMG|aCDMG
260	43242 21312	   	172.39	ACR|4VULN|1AART|2ZMB	189aVULN|2LEGI|3RCR|45ZMB|6AART|7TLV
261	43242 22512	   	172.39	ACR|4VULN|1AART|2ZMB	179aVULN|2LEGI|3RCR|45ZMB|6AART|8TLV
262	43225 62323	   	172.39	ACR|4VULN|1AART|1CDMG	179aVULN|2LEGI|3RCR|4AART|5LIT|6CDMG|8ERES
263	41223 31233	   	172.38	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	16VULN|2LWND|3RCR|4AART|57DUR|8DUST|9DMG|aZMB
264	23131 15347	 * 	172.37	DCR|3VULN|2DMG|2ASPD|1ZMB|1SELL	1SELL|25aVULN|3aASPD|4ZMB|6MBVNT|7TLV|8aDMG|9RCR|aBPWR
265	41223 31321	 * 	172.33	ACR|3VULN|2AART|3DUR	168VULN|2LWND|3RCR|49AART|57aDUR
266	43223 26311	   	172.23	ACR|3VULN|2AART|3DUR	189VULN|2LEGI|3RCR|47AART|56aDUR
267	41226 32241	   	172.22	ACR|2AART|2VULN|1CDMG|1ZMB|1DUR	16VULN|2LWND|3RCR|49AART|5CDMG|7ZMB|8LIT|aDUR
268	33116 32522	 * 	172.15	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1DMSP|2LIT|3AART|46DMG|5CDMG|7DUR|8RCR|9ASPD|aVULN
269	43226 32241	   	172.12	ACR|2AART|2VULN|1CDMG|1ZMB|1DUR	16VULN|2LEGI|3RCR|49AART|5CDMG|7ZMB|8LIT|aDUR
270	41226 33136	   	171.94	ACR|3VULN|1AART|2CDMG|1ASPD	167VULN|27LWND|3RCR|4AART|57CDMG|7BPWR|8CGEN|9RPLT|aASPD
271	41226 33532	   	171.94	ACR|3VULN|1AART|2CDMG|1DUR	167VULN|278LWND|3RCR|4AART|57CDMG|7BPWR|9RPLT|aDUR
272	41231 15531	   	171.93	ACR|3VULN|2DMG|3DUR	178VULN|24aLWND|3RCR|579DUR|67DMG|7BPWR
273	41231 15532	   	171.93	ACR|3VULN|2DMG|3DUR	178VULN|24LWND|3RCR|579DUR|67DMG|7BPWR|aLHND
274	33116 62522	   	171.92	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DMSP|2LIT|3AART|4DMG|5CDMG|6RCR|7aVULN|8RCVC|9ASPD
275	46131 13421	   	171.89	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	19VULN|26DMG|3BEXP|4ASPD|5DUR|7FEWX|8RCR|aAART
276	66331 61312	 * 	171.88	DCR|3DMG|1AART|2CDMG|3DUR|1SELL	137DUR|239DMG|39BPWR|49ERES|5SELL|69CDMG|8RCR|aAART
277	41226 33333	   	171.84	ACR|3VULN|1AART|2CDMG|1ASPD	167VULN|27LWND|3RCR|4AART|57CDMG|7BPWR|8DLOT|9LHND|aASPD
278	41224 13312	   	171.77	ACR|5VULN|1AART	1789aVULN|26LWND|3RCR|4AART|5LHND
279	41224 33312	   	171.77	ACR|5VULN|1AART	16789VULN|2LWND|3RCR|4AART|5LHND|aLIT
280	41224 33314	   	171.77	ACR|5VULN|1AART	16789VULN|2LWND|3RCR|4AART|5LHND|aFEWX
281	41224 33315	   	171.77	ACR|5VULN|1AART	16789VULN|2LWND|3RCR|4AART|5LHND|aBEXP
282	41224 33316	   	171.77	ACR|5VULN|1AART	16789VULN|2LWND|3RCR|4AART|5LHND|aDMSP
283	41224 33331	   	171.77	ACR|5VULN|1AART	1678aVULN|2LWND|3RCR|4AART|5LHND|9CGEN
284	41224 33351	   	171.77	ACR|5VULN|1AART	1678aVULN|2LWND|3RCR|4AART|5LHND|9RMIN
285	41224 33361	   	171.77	ACR|5VULN|1AART	1678aVULN|2LWND|3RCR|4AART|5LHND|9MLV
286	41224 33412	   	171.77	ACR|5VULN|1AART	1679aVULN|2LWND|3RCR|4AART|58LHND
287	41224 53312	   	171.77	ACR|5VULN|1AART	1789aVULN|2LWND|3RCR|4AART|56LHND
288	41221 13414	   	171.74	ACR|3VULN|1AART|2CDMG|1DUR	179VULN|29LWND|3RCR|4AART|57CANSTR|67SNIHEL|79BPWR|89CDMG|aDUR
289	43226 33131	   	171.74	ACR|3VULN|1AART|2CDMG|1DUR	167VULN|2LEGI|3RCR|4AART|57CDMG|7BPWR|8CGEN|9LIT|aDUR
290	43226 33513	   	171.74	ACR|3VULN|1AART|2CDMG|1ASPD	167VULN|2LEGI|3RCR|4AART|57CDMG|7BPWR|8LWND|9LIT|aASPD
291	43226 33523	   	171.74	ACR|3VULN|1AART|2CDMG|1ASPD	167VULN|2LEGI|3RCR|4AART|57CDMG|7BPWR|8LWND|9FEWX|aASPD
292	41224 33235	   	171.74	ACR|3VULN|1AART|1DMG|1ASPD	167VULN|2LWND|3RCR|4AART|5LHND|8DUST|9DMG|aASPD
293	43244 33321	   	171.73	ACR|3VULN|2AART|1ZMB|1DUR	156VULN|2LEGI|3RCR|4ZMB|7MLV|89AART|aDUR
294	41224 33313	   	171.67	ACR|5VULN|1AART	16789VULN|2LWND|3RCR|4AART|5LHND|aERES
295	43224 53312	   	171.67	ACR|5VULN|1AART	1789aVULN|2LEGI|3RCR|4AART|56LHND
296	43226 33323	   	171.64	ACR|3VULN|1AART|2CDMG|1ASPD	167VULN|2LEGI|3RCR|4AART|57CDMG|7BPWR|8DLOT|9LWND|aASPD
297	43226 33333	   	171.64	ACR|3VULN|1AART|2CDMG|1ASPD	167VULN|2LEGI|3RCR|4AART|57CDMG|7BPWR|8DLOT|9ASPD|aRMIN
298	43244 31321	   	171.63	ACR|3VULN|2AART|1ZMB|1DUR	156VULN|2LEGI|3RCR|4ZMB|7ERES|89AART|aDUR
299	41224 36233	   	171.60	ACR|2AART|2VULN|1DMG|1ZMB	16VULN|2LWND|3RCR|47AART|5LHND|8DUST|9DMG|aZMB
300	46111 42332	   	171.55	ACR|3VULN|2AART|1DMG	167VULN|2DMG|3aBEXP|49AART|5RCR|8LHND
301	43226 33332	   	171.54	ACR|3VULN|1AART|2CDMG|1ASPD	167VULN|2LEGI|3RCR|4AART|57CDMG|7BPWR|8DLOT|9ASPD|aDUST
302	41233 15512	 * 	171.54	ACR|3VULN|3DMG	178VULN|24LWND|3RCR|579LHND|67aDMG|7BPWR
303	46611 22233	 * 	171.48	DCR|4VULN|1DMG|2CDMG|1ASPD	1368VULN|2DMG|4ASPD|5aCDMG|7CGEN|9RCR
304	46241 31322	   	171.45	ACR|3VULN|2AART|1DMG	18aVULN|2DMG|3LWND|49AART|5RCR|6DMSP|7TLV
305	46241 32131	   	171.45	ACR|3VULN|2AART|1DMG	17aVULN|2DMG|3LWND|49AART|5RCR|6DMSP|8DUST
306	46341 31322	   	171.45	ACR|3VULN|2AART|1DMG	18aVULN|2DMG|3LHND|49AART|5RCR|6DMSP|7TLV
307	46341 32131	   	171.45	ACR|3VULN|2AART|1DMG	17aVULN|2DMG|3LHND|49AART|5RCR|6DMSP|8DUST
308	41242 63312	   	171.39	ACR|4VULN|1AART|2ZMB	169aVULN|2LWND|3RCR|45ZMB|7MLV|8AART
309	41242 61312	   	171.29	ACR|4VULN|1AART|2ZMB	169aVULN|2LWND|3RCR|45ZMB|7ERES|8AART
310	43242 33312	   	171.29	ACR|4VULN|1AART|2ZMB	169aVULN|2LEGI|3RCR|45ZMB|7MLV|8AART
311	43242 36312	   	171.29	ACR|4VULN|1AART|2ZMB	169aVULN|2LEGI|3RCR|45ZMB|7RMIN|8AART
312	43242 31312	   	171.19	ACR|4VULN|1AART|2ZMB	169aVULN|2LEGI|3RCR|45ZMB|7ERES|8AART
313	41223 31312	   	171.17	ACR|4VULN|1AART|2DUR	1689VULN|2LWND|3RCR|4AART|57DUR|aCGEN
314	41223 31313	   	171.17	ACR|4VULN|1AART|2DUR	1689VULN|2LWND|3RCR|4AART|57DUR|aRPLT
315	41223 31314	   	171.17	ACR|4VULN|1AART|2DUR	1689VULN|2LWND|3RCR|4AART|57DUR|aLHND
316	41223 31315	   	171.17	ACR|4VULN|1AART|2DUR	1689VULN|2LWND|3RCR|4AART|57DUR|aFEWX
317	41223 31331	   	171.17	ACR|4VULN|1AART|2DUR	168aVULN|2LWND|3RCR|4AART|57DUR|9CGEN
318	41223 31351	   	171.17	ACR|4VULN|1AART|2DUR	168aVULN|2LWND|3RCR|4AART|57DUR|9RMIN
319	41223 31361	   	171.17	ACR|4VULN|1AART|2DUR	168aVULN|2LWND|3RCR|4AART|57DUR|9MLV
320	41223 35123	   	171.17	ACR|4VULN|1AART|2DUR	168aVULN|2LWND|3RCR|4AART|59DUR|7LIT
321	41225 31143	   	171.17	ACR|4VULN|1AART|2DUR	189aVULN|2LWND|3RCR|4AART|5LIT|67DUR
322	41223 33413	   	171.14	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2LWND|3RCR|4AART|5DUR|7BEXP|8CDMG|9DMG|aRCVC
323	41224 31413	   	171.14	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2LWND|3RCR|4AART|5LHND|7DUR|8CDMG|9DMG|aRCVC
324	41223 31316	   	171.07	ACR|4VULN|1AART|2DUR	1689VULN|2LWND|3RCR|4AART|57DUR|aMBVNT
325	43223 25143	   	171.07	ACR|4VULN|1AART|2DUR	189aVULN|2LEGI|3RCR|4AART|56DUR|7LIT
326	43225 31143	   	171.07	ACR|4VULN|1AART|2DUR	189aVULN|2LEGI|3RCR|4AART|5LIT|67DUR
327	41226 33122	   	171.04	ACR|3VULN|1AART|3CDMG	167VULN|27LWND|3RCR|4AART|57aCDMG|7BPWR|8CGEN|9BEXP
328	41226 33133	   	171.04	ACR|3VULN|1AART|3CDMG	167VULN|27LWND|3RCR|4AART|57aCDMG|7BPWR|8CGEN|9RPLT
329	41226 33162	   	171.04	ACR|3VULN|1AART|3CDMG	167VULN|27LWND|3RCR|4AART|57aCDMG|7BPWR|8CGEN|9FEWX
330	41223 32413	   	171.04	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2LWND|3RCR|4AART|5DUR|7DUST|8CDMG|9DMG|aRCVC
331	46111 31335	 * 	171.00	ACR|3DMG|1AART|1VULN|1ZMB	1VULN|29aDMG|3BEXP|4AART|5RCR|6LEGI|7LHND|8ZMB
332	46111 42313	   	171.00	ACR|3VULN|1AART|1DMG|1ZMB	167VULN|2DMG|3BEXP|4AART|5RCR|8LHND|9ERES|aZMB
333	42632 16123	   	170.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1aVULN|2RPLT|3ERES|4AART|5DMG|6ZMB|7RCR|8CDMG|9FEWX
334	42632 16133	   	170.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1aVULN|2RPLT|3ERES|4AART|5DMG|6ZMB|7RCR|8CDMG|9BEXP
335	42632 16212	   	170.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2RPLT|3ERES|4AART|59DMG|6ZMB|7RCR|8CGEN|aCDMG
336	42632 16222	   	170.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	19VULN|2RPLT|3ERES|4AART|5DMG|6ZMB|7RCR|8CGEN|aCDMG
337	42632 16332	   	170.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	18VULN|2RPLT|3ERES|4AART|5DMG|6ZMB|7RCR|9MLV|aCDMG
338	52313 43333	   	170.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|2RPLT|3CDMG|4AART|5LHND|6aVULN|7RCR|8ZMB|9DMG
339	41226 33334	   	170.94	ACR|3VULN|1AART|3CDMG	167VULN|27LWND|3RCR|4AART|57aCDMG|7BPWR|8DLOT|9LHND
340	41226 33621	   	170.94	ACR|3VULN|1AART|3CDMG	167VULN|27LWND|3RCR|4AART|578CDMG|7BPWR|9LHND|aERES
341	41226 33632	   	170.94	ACR|3VULN|1AART|3CDMG	167VULN|27LWND|3RCR|4AART|578CDMG|7BPWR|9DUST|aBEXP
342	46111 42113	   	170.90	ACR|3VULN|1AART|1DMG|1ZMB	167VULN|2DMG|3BEXP|4AART|5RCR|8DUST|9ERES|aZMB
343	42632 16113	   	170.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1aVULN|2RPLT|3ERES|4AART|5DMG|6ZMB|7RCR|8CDMG|9DUST
344	42632 16322	   	170.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	18VULN|2RPLT|3ERES|4AART|5DMG|6ZMB|7RCR|9TLV|aCDMG
345	41221 13416	   	170.84	ACR|3VULN|1AART|3CDMG	179VULN|29LWND|3RCR|4AART|57CANSTR|67SNIHEL|79BPWR|89aCDMG
346	43226 33112	   	170.84	ACR|3VULN|1AART|3CDMG	167VULN|2LEGI|3RCR|4AART|57aCDMG|7BPWR|8CGEN|9LWND
347	43226 33162	   	170.84	ACR|3VULN|1AART|3CDMG	167VULN|2LEGI|3RCR|4AART|57aCDMG|7BPWR|8CGEN|9FEWX
348	41226 33631	   	170.84	ACR|3VULN|1AART|3CDMG	167VULN|27LWND|3RCR|4AART|578CDMG|7BPWR|9DUST|aERES
349	42632 35332	   	170.83	DCR|3VULN|1AART|1DMG|1CDMG	168VULN|2RPLT|3ERES|4AART|5DMG|7BEXP|9RCR|aCDMG
350	43226 33324	   	170.74	ACR|3VULN|1AART|3CDMG	167VULN|2LEGI|3RCR|4AART|57aCDMG|7BPWR|8DLOT|9LWND
351	41223 31334	   	170.72	ACR|3VULN|1AART|1CDMG|2DUR	168VULN|2LWND|3RCR|4AART|57DUR|9CGEN|aCDMG
352	41223 31354	   	170.72	ACR|3VULN|1AART|1CDMG|2DUR	168VULN|2LWND|3RCR|4AART|57DUR|9RMIN|aCDMG
353	41223 31364	   	170.72	ACR|3VULN|1AART|1CDMG|2DUR	168VULN|2LWND|3RCR|4AART|57DUR|9MLV|aCDMG
354	41212 15133	   	170.64	ACR|3VULN|2DMG|2ZMB	179VULN|2aLWND|3RCR|4NUKE|57ZMB|67DMG|7BPWR|8LHND
