0	Index      	 *	Score 	Summary	Detail	
1	23523 24231	 * 	203.72	DCR|3VULN|2DMG|1AART|1CDMG|1ZMB	17LSRHEA|2ZMB|37DMG|47aVULN|5RMIN|6RCR|7BPWR|8CDMG|9AART
164	22533 51214	   	175.09	ACR|3VULN|2DMG|1AART	1LSRHEA|23DMG|469VULN|5RCR|7ERES|8AART|aDMSP
165	22533 51261	   	175.09	ACR|3VULN|2DMG|1AART	1LSRHEA|23DMG|46aVULN|5RCR|7ERES|8AART|9FEWX
166	22533 56212	   	175.09	ACR|3VULN|2DMG|1AART	1LSRHEA|23DMG|469VULN|5RCR|7TLV|8AART|aLWND
167	14111 53152	   	175.05	ACR|2VULN|2DMG|2CDMG|1FLTHEA	18FEWX|29VULN|3RCR|48DMG|5TLV|6FLTHEA|78CDMG|8BPWR|aRCVC
168	32111 11221	   	175.05	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	1LEGI|2aFEWX|3RCR|4aDMG|5VULN|6AART|7DUR|8RMIN|9aCDMG|aBPWR
169	22533 51211	   	174.99	ACR|3VULN|2DMG|1AART	1LSRHEA|23DMG|469VULN|5RCR|7ERES|8AART|aCANSTR
170	22533 51213	   	174.99	ACR|3VULN|2DMG|1AART	1LSRHEA|23DMG|469VULN|5RCR|7ERES|8AART|aMBVNT
171	22533 56211	   	174.99	ACR|3VULN|2DMG|1AART	1LSRHEA|23DMG|469VULN|5RCR|7TLV|8AART|aCANSTR
172	22533 56213	   	174.99	ACR|3VULN|2DMG|1AART	1LSRHEA|23DMG|469VULN|5RCR|7TLV|8AART|aMBVNT
173	11114 65132	   	174.97	ACR|2DMG|1AART|1VULN|1FLTHEA|1ASPD|1DUR	1FEWX|2LHND|3RCR|45DMG|6VULN|7AART|8ASPD|9DUR|aFLTHEA
174	13114 65132	   	174.97	ACR|2DMG|1AART|1VULN|1FLTHEA|1ASPD|1DUR	1FEWX|2LWND|3RCR|45DMG|6VULN|7AART|8ASPD|9DUR|aFLTHEA
175	13142 65132	   	174.97	ACR|2VULN|1AART|1DMG|1FLTHEA|1ASPD|1DUR	1FEWX|2LWND|3RCR|45VULN|6DMG|7AART|8ASPD|9DUR|aFLTHEA
176	14112 33624	   	174.95	ACR|3VULN|1AART|1DMG|1CDMG	1FEWX|257VULN|3RCR|4DMG|68RMIN|9CDMG|aAART
177	36115 11162	   	174.95	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	1LEGI|29LHND|3RCR|49DMG|5DUST|6AART|7DUR|89CDMG|9BPWR|aVULN
178	61523 26313	   	174.88	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2ZMB|3CDMG|4DMG|59AART|6RCR|7ERES|8VULN|aRCVC
179	22133 55231	   	174.88	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1LSRHEA|2DMG|3RCVC|46aVULN|5RCR|7ASPD|8AART|9DUR
180	32114 65132	   	174.87	ACR|2DMG|1AART|1VULN|1FLTHEA|1ASPD|1DUR	1LEGI|2FEWX|3RCR|45DMG|6VULN|7AART|8ASPD|9DUR|aFLTHEA
181	32142 65132	   	174.87	ACR|2VULN|1AART|1DMG|1FLTHEA|1ASPD|1DUR	1LEGI|2FEWX|3RCR|45VULN|6DMG|7AART|8ASPD|9DUR|aFLTHEA
182	14112 61153	   	174.85	ACR|3VULN|1AART|1DMG|1CDMG	1FEWX|256VULN|3RCR|4DMG|7BEXP|8CDMG|9ERES|aAART
183	22535 22233	   	174.78	DCR|2VULN|2DMG|1AART|2CDMG	1LSRHEA|23DMG|46VULN|5SNIHEL|7AART|89CDMG|aRCR
184	22536 22233	   	174.78	DCR|2VULN|2DMG|1AART|2CDMG	1LSRHEA|23DMG|46VULN|5BASICY|7AART|89CDMG|aRCR
185	22524 32511	 * 	174.56	ACR|2DMG|2AART|1VULN|2CDMG	1LSRHEA|23DMG|47CDMG|5RCR|68AART|9FEWX|aVULN
186	14113 52612	   	174.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2aVULN|3RCR|4DMG|5CANHEL|6AART|7CDMG|8RCVC|9ZMB
187	61523 22334	   	174.46	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD	1ASPD|2ZMB|3CDMG|4DMG|5AART|6RCR|79DUR|8BEXP|aVULN
188	61523 22431	   	174.46	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD	1ASPD|2ZMB|3CDMG|4DMG|5AART|6RCR|78DUR|9VULN|aMLV
189	61523 22432	   	174.46	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD	1ASPD|2ZMB|3CDMG|4DMG|5AART|6RCR|78DUR|9VULN|aRMIN
190	61523 22433	   	174.46	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD	1ASPD|2ZMB|3CDMG|4DMG|5AART|6RCR|78DUR|9VULN|aLIT
191	22125 61423	   	174.46	DCR|3VULN|2DMG|1CDMG|1DUR	1aLSRHEA|2aDMG|3RCVC|4CDMG|5DUR|69aVULN|7RPLT|8RCR|aBPWR
192	36111 11221	   	174.45	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	1LEGI|2aLHND|3RCR|4aDMG|5VULN|6DUR|7AART|8RMIN|9aCDMG|aBPWR
193	61523 22134	   	174.36	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD	1ASPD|2ZMB|3CDMG|4DMG|5AART|6RCR|79DUR|8DUST|aVULN
194	61523 22235	   	174.36	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD	1ASPD|2ZMB|3CDMG|4DMG|5AART|6RCR|79DUR|8MBVNT|aVULN
195	61523 22246	   	174.36	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD	1ASPD|2ZMB|3CDMG|4DMG|5AART|6RCR|7aDUR|8MBVNT|9VULN
196	22134 55133	 * 	174.36	DCR|3VULN|2DMG|2ASPD|1DUR	1aLSRHEA|2aDMG|3RCVC|469VULN|5DUR|7aASPD|8RCR|aBPWR
197	22134 35133	 * 	174.36	DCR|3DMG|2VULN|2ASPD|1DUR	1aLSRHEA|26aDMG|3RCVC|49VULN|5DUR|7aASPD|8RCR|aBPWR
198	14142 62311	   	174.35	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1FEWX|24VULN|3RCR|5LIT|6DMG|7AART|8aCDMG|9DUR
199	14163 62311	   	174.35	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1FEWX|25VULN|3RCR|4LIT|6DMG|7AART|8aCDMG|9DUR
200	22524 33151	   	174.28	ACR|2VULN|2DMG|1AART|1CDMG	1LSRHEA|23DMG|4CDMG|5RCR|6AART|7RMIN|8ERES|9aVULN
201	22524 35131	   	174.28	ACR|2VULN|2DMG|1AART|1CDMG	1LSRHEA|23DMG|4CDMG|5RCR|6AART|7CGEN|8ERES|9aVULN
202	14114 61313	   	174.24	ACR|2VULN|2DMG|1AART|1ZMB	1FEWX|26VULN|3RCR|45DMG|7BEXP|8ZMB|9RMIN|aAART
203	64133 35113	 * 	174.23	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	18ASPD|2DMG|3LHND|4aVULN|5RMIN|6RCR|7AART|9CDMG
204	61133 35513	   	174.21	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2ZMB|3LHND|48aVULN|5RMIN|6RCR|7AART|9CDMG
205	22133 64231	   	174.15	ACR|3VULN|1AART|1DMG|1CDMG	17LSRHEA|2DMG|3RCVC|47aVULN|5RCR|67FEWX|7BPWR|8CDMG|9AART
206	15111 63613	   	174.14	ACR|2VULN|2DMG|1AART|1ZMB	1FEWX|2DUST|3RCR|48DMG|57VULN|6ZMB|9RMIN|aAART
207	14114 62313	   	174.14	ACR|2VULN|2DMG|1AART|1ZMB	1FEWX|26VULN|3RCR|45DMG|7DUST|8ZMB|9RMIN|aAART
208	33343 35113	   	174.13	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1LEGI|28ASPD|3aVULN|4DMG|5RMIN|6RCR|7AART|9CDMG
209	14111 53131	   	174.10	ACR|2DMG|1VULN|2CDMG|1FLTHEA|1ZMB|1DUR	18FEWX|2VULN|3RCR|48DMG|5TLV|6FLTHEA|78CDMG|8BPWR|9ZMB|aDUR
210	32111 13563	   	174.08	ACR|2VULN|2DMG|1AART|1DUR	1LEGI|2FEWX|3RCR|47DMG|58VULN|6AART|9RCVC|aDUR
211	34335 32116	   	174.05	DCR|2VULN|2DMG|2CDMG|1ZMB	1LEGI|29DMG|39VULN|4CGEN|5ZMB|6RCR|7aRCVC|89CDMG|9BPWR
212	22524 35332	   	174.05	ACR|3DMG|1AART|1VULN|1CDMG	1LSRHEA|238DMG|4CDMG|5RCR|6AART|7CGEN|9RCVC|aVULN
213	22524 36332	   	174.05	ACR|3DMG|1AART|1VULN|1CDMG	1LSRHEA|237DMG|4CDMG|5RCR|6AART|8CGEN|9RCVC|aVULN
214	22124 62431	   	174.05	ACR|3VULN|1AART|1DMG|1CDMG	1LSRHEA|2DMG|3RCVC|4CDMG|5RCR|68aVULN|7LHND|9AART
215	22133 42431	   	174.05	ACR|3VULN|1AART|1DMG|1CDMG	1LSRHEA|2DMG|3RCVC|48aVULN|5RCR|6CDMG|7LHND|9AART
216	22133 54231	   	174.05	ACR|3VULN|1AART|1DMG|1CDMG	1LSRHEA|2DMG|3RCVC|46aVULN|5RCR|7LWND|8CDMG|9AART
217	32111 11252	   	174.03	ACR|2VULN|1AART|1DMG|1FLTHEA|2DUR	1LEGI|29FEWX|3RCR|4DMG|59VULN|6AART|79DUR|8RMIN|9BPWR|aFLTHEA
218	22533 64233	   	173.99	ACR|2VULN|2DMG|1AART|1CDMG	17LSRHEA|23DMG|47VULN|5RCR|67FEWX|7BPWR|8CDMG|9AART|aRCVC
219	22533 42433	   	173.89	ACR|2VULN|2DMG|1AART|1CDMG	1LSRHEA|23DMG|48VULN|5RCR|6CDMG|7LHND|9AART|aRCVC
220	22533 54233	   	173.89	ACR|2VULN|2DMG|1AART|1CDMG	1LSRHEA|23DMG|46VULN|5RCR|7LWND|8CDMG|9AART|aRCVC
221	23523 24311	   	173.82	DCR|2VULN|2DMG|1AART|1ZMB	17LSRHEA|2ZMB|37DMG|47VULN|5RMIN|6RCR|7BPWR|8FEWX|9MLV|aAART
222	22533 12461	 * 	173.79	ACR|2VULN|2DMG|1AART|2ZMB	1LSRHEA|23DMG|4aVULN|5RCR|68ZMB|7LWND|9AART
223	22533 33611	   	173.79	ACR|3DMG|2VULN|1AART	1LSRHEA|236DMG|48VULN|5RCR|7ERES|9DUST|aAART
224	14111 53151	   	173.74	ACR|2VULN|2DMG|2CDMG|1FLTHEA	18FEWX|29VULN|3RCR|48DMG|5TLV|6FLTHEA|78CDMG|8BPWR|aBEXP
225	51612 31613	 * 	173.73	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	12ZMB|3DMG|4LHND|5RMIN|6AART|7RCR|8aVULN|9CDMG
