0	Index      	 *	Score 	Summary	Detail	
1	53131 11315	 * 	190.07	DCR|4VULN|2DMG|1AART	1DUST|2AART|3567VULN|4CGEN|8aDMG|9RCR
167	63212 25131	   	164.36	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB	18VULN|28DUR|3FEWX|4LWND|5AART|6RCVC|78CDMG|8BPWR|9RCR|aZMB
168	63212 65131	   	164.36	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB	18VULN|28DUR|3FEWX|46LWND|5AART|78CDMG|8BPWR|9RCR|aZMB
169	63222 25131	   	164.36	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB	18VULN|28DUR|3FEWX|4LHND|5AART|6RCVC|78CDMG|8BPWR|9RCR|aZMB
170	63212 42131	   	164.36	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB	18VULN|28DUR|37FEWX|4LWND|5AART|68CDMG|8BPWR|9RCR|aZMB
171	63212 44131	   	164.36	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB	18VULN|28DUR|3FEWX|4LWND|5AART|68CDMG|7RCVC|8BPWR|9RCR|aZMB
172	63222 42131	   	164.36	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB	18VULN|28DUR|37FEWX|4LHND|5AART|68CDMG|8BPWR|9RCR|aZMB
173	63222 44131	   	164.36	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB	18VULN|28DUR|3FEWX|4LHND|5AART|68CDMG|7RCVC|8BPWR|9RCR|aZMB
174	61323 36332	 * 	164.32	DCR|3VULN|1AART|2ZMB|1CDMG	17aVULN|2ERES|38ZMB|4CDMG|5CANHEL|6AART|9RCR
175	35135 12422	 * 	164.31	ACR|2VULN|1AART|1DMG|2CDMG	1BELT|2RMIN|3aCDMG|4RCR|56VULN|7TLV|8AART|9DMG
176	35135 13422	   	164.31	ACR|2VULN|1AART|1DMG|2CDMG	1BELT|2RMIN|3aCDMG|4RCR|56VULN|7ERES|8AART|9DMG
177	16332 31325	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2BEXP|3CDMG|48VULN|5DMG|6MLV|7RCR|9AART|aDUR
178	16332 31326	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1FEWX|2BEXP|3CDMG|48VULN|5DMG|6MLV|7RCR|9AART|aASPD
179	16332 51325	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2BEXP|3CDMG|48VULN|5DMG|6CGEN|7RCR|9AART|aDUR
180	16332 51326	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1FEWX|2BEXP|3CDMG|48VULN|5DMG|6CGEN|7RCR|9AART|aASPD
181	33361 34622	 * 	163.97	DCR|4VULN|1AART|2ZMB	1BELT|27LWND|3RCVC|457aVULN|67ZMB|7BPWR|8AART|9RCR
182	33511 34622	   	163.97	DCR|4VULN|1AART|2ZMB	1BELT|27LWND|357aVULN|4RCVC|67ZMB|7BPWR|8AART|9RCR
183	34111 34622	   	163.97	DCR|4VULN|1AART|2ZMB	1BELT|257aVULN|37LWND|4RCVC|67ZMB|7BPWR|8AART|9RCR
184	32261 15316	   	163.88	DCR|3VULN|1AART|1DMG	1BELT|2LIT|3LHND|47aVULN|5AART|6RCR|8DMG|9BEXP
185	32261 15361	   	163.88	DCR|3VULN|1AART|1DMG	1BELT|2LIT|3aLHND|479VULN|5AART|6RCR|8DMG
186	32261 15236	   	163.88	DCR|3VULN|1AART|1DMG	1BELT|2LIT|3LHND|47aVULN|5AART|6RCR|8BEXP|9DMG
187	32261 15362	   	163.78	DCR|3VULN|1AART|1DMG	1BELT|2LIT|3LHND|479VULN|5AART|6RCR|8DMG|aDUST
188	32261 15363	   	163.78	DCR|3VULN|1AART|1DMG	1BELT|2LIT|3LHND|479VULN|5AART|6RCR|8DMG|aMBVNT
189	16332 26233	   	163.77	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1FEWX|2BEXP|3CDMG|4aVULN|5DMG|6DUR|7RCR|8SELL|9AART
190	14532 43313	   	163.75	DCR|2VULN|2DMG|1AART|1DUR	1FEWX|2RCVC|34DMG|57VULN|6CGEN|8AART|9RCR|aDUR
191	15632 43313	   	163.75	DCR|2VULN|2DMG|1AART|1DUR	13FEWX|24DMG|57VULN|6CGEN|8AART|9RCR|aDUR
192	64335 11133	   	163.72	DCR|3VULN|1AART|2CDMG|1DUR	14aVULN|2RCVC|3aCDMG|5AART|6FEWX|7DUR|8aLWND|9RCR|aBPWR
193	64335 11333	   	163.72	DCR|3VULN|1AART|2CDMG|1DUR	14aVULN|2RCVC|3aCDMG|5AART|6FEWX|7DUR|8aLHND|9RCR|aBPWR
194	62626 11313	   	163.62	DCR|3VULN|1AART|1DMG|1DUR	167VULN|2LHND|34CGEN|5AART|8DMG|9RCR|aDUR
195	53131 11612	   	163.42	DCR|4VULN|1AART|1ZMB	1DUST|2AART|3567VULN|4CGEN|8RMIN|9RCR|aZMB
196	63322 23242	 * 	163.41	DCR|2VULN|1AART|2CDMG|2ZMB|2DUR	17VULN|25DUR|3RCVC|47CDMG|67ZMB|7BPWR|8RPLT|9AART|aRCR
197	63212 32612	   	163.35	DCR|2VULN|2DMG|1AART|1DUR	18VULN|2DUR|38FEWX|4LWND|5AART|6CGEN|78DMG|8BPWR|9LIT|aRCR
198	63222 32612	   	163.35	DCR|2VULN|2DMG|1AART|1DUR	18VULN|2DUR|38FEWX|4LHND|5AART|6CGEN|78DMG|8BPWR|9LIT|aRCR
199	53131 11212	   	163.32	DCR|4VULN|1AART|1ZMB	1DUST|2AART|3567VULN|4CGEN|8ERES|9RCR|aZMB
200	15323 21863	   	163.16	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	18FEWX|28DMG|3ZMB|4MBVNT|5LHND|68DUR|7AART|8BPWR|9RCR|aVULN
201	15324 21863	   	163.16	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	18FEWX|28DMG|3ZMB|4MBVNT|5LWND|68DUR|7AART|8BPWR|9RCR|aVULN
202	62212 25133	   	163.02	DCR|3VULN|1AART|3CDMG	18aVULN|28aLHND|3FEWX|4LWND|5AART|6RCVC|78aCDMG|8aBPWR|9RCR
203	62212 42133	   	163.02	DCR|3VULN|1AART|3CDMG	18aVULN|28aLHND|37FEWX|4LWND|5AART|68aCDMG|8aBPWR|9RCR
204	62212 44133	   	163.02	DCR|3VULN|1AART|3CDMG	18aVULN|28aLHND|3FEWX|4LWND|5AART|68aCDMG|7RCVC|8aBPWR|9RCR
205	62212 65133	   	163.02	DCR|3VULN|1AART|3CDMG	18aVULN|28aLHND|3FEWX|46LWND|5AART|78aCDMG|8aBPWR|9RCR
206	22536 33224	 * 	163.00	ACR|3DMG|1AART|1VULN	1CGEN|2RCVC|3RCR|48aDMG|5LHND|6ERES|7AART|9VULN
207	22531 23224	   	162.90	ACR|3DMG|1AART|1VULN	1CGEN|2RCVC|3RCR|48aDMG|5TLV|6LEGI|7AART|9VULN
208	22534 33224	   	162.90	ACR|3DMG|1AART|1VULN	1CGEN|2RCVC|3RCR|48aDMG|5LEGI|6ERES|7AART|9VULN
209	43152 32112	   	162.83	DCR|3VULN|1AART|1CDMG|1ZMB|1SELL	16BEXP|2AART|356VULN|4SELL|6BPWR|7ERES|8CDMG|9RCR|aZMB
210	43152 33112	   	162.83	DCR|3VULN|1AART|1CDMG|1ZMB|1SELL	16BEXP|2AART|356VULN|4SELL|6BPWR|7TLV|8CDMG|9RCR|aZMB
211	62321 23215	   	162.80	DCR|3VULN|3ZMB|3CDMG	178VULN|2LHND|35RCVC|478CDMG|678ZMB|78BPWR|9DMSP|aRCR
212	43152 24112	   	162.73	DCR|3VULN|1AART|1CDMG|1ZMB|1SELL	1BEXP|2AART|357VULN|4SELL|6TLV|8CDMG|9RCR|aZMB
213	34323 54433	   	162.69	DCR|2VULN|1AART|1DMG|2CDMG	1BELT|2aVULN|3MBVNT|4aDUST|5MLV|6AART|7DMG|8RCR|9aCDMG|aBPWR
214	53152 24112	   	162.63	DCR|3VULN|1AART|1CDMG|1ZMB|1SELL	1DUST|2AART|357VULN|4SELL|6TLV|8CDMG|9RCR|aZMB
215	53152 32112	   	162.63	DCR|3VULN|1AART|1CDMG|1ZMB|1SELL	16DUST|2AART|356VULN|4SELL|6BPWR|7ERES|8CDMG|9RCR|aZMB
216	53152 33112	   	162.63	DCR|3VULN|1AART|1CDMG|1ZMB|1SELL	16DUST|2AART|356VULN|4SELL|6BPWR|7TLV|8CDMG|9RCR|aZMB
217	32123 22315	 * 	162.62	DCR|2VULN|1AART|2ZMB|2ASPD|1FLTHEA	1BELT|27LIT|36ASPD|47VULN|57ZMB|7BPWR|8RCR|9FLTHEA|aAART
218	32116 42321	   	162.54	DCR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1BELT|27LIT|3ASPD|4DMSP|57DMG|67VULN|7BPWR|8RCR|9CDMG|aDUR
219	32426 42321	   	162.54	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1BELT|27LIT|3RCVC|4ASPD|57DMG|67VULN|7BPWR|8RCR|9CDMG|aDUR
220	13311 35513	 * 	162.32	DCR|2AART|1DMG|2FLTHEA|2DUR|1ZMB	1FEWX|29AART|3RPLT|46FLTHEA|56DUR|6BPWR|7DMG|8RCR|aZMB
221	32116 42314	 * 	162.21	DCR|2VULN|2DMG|1FLTHEA|2ASPD	1BELT|27LIT|3aASPD|4DMSP|57DMG|67VULN|7BPWR|8RCR|9FLTHEA
222	34542 21121	   	162.20	DCR|3VULN|2DMG|1ASPD	1BELT|23aVULN|4ASPD|5LHND|6RCR|7FEWX|89DMG
223	32261 15323	   	162.10	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1BELT|2LIT|3LHND|47VULN|5AART|6RCR|8DMG|9ASPD|aDUR
224	33561 15323	   	162.10	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1BELT|2LWND|37VULN|4LIT|5AART|6RCR|8DMG|9ASPD|aDUR
225	34161 15323	   	162.10	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1BELT|27VULN|3LWND|4LIT|5AART|6RCR|8DMG|9ASPD|aDUR
226	34533 11121	   	162.10	DCR|3VULN|2DMG|1DUR	1BELT|23aVULN|4ERES|5DUR|6RCR|7BEXP|89DMG
227	34533 14121	   	162.10	DCR|3VULN|2DMG|1DUR	1BELT|23aVULN|4ERES|5DUR|6RCR|7LWND|89DMG
228	34541 21121	   	162.10	DCR|3VULN|2DMG|1ASPD	1BELT|23aVULN|4ASPD|5LEGI|6RCR|7FEWX|89DMG
229	34563 11121	   	162.10	DCR|3VULN|2DMG|1DUR	1BELT|23aVULN|4TLV|5DUR|6RCR|7BEXP|89DMG
230	32116 42326	   	161.91	DCR|2VULN|2DMG|2CDMG|1ASPD	1BELT|27LIT|3ASPD|4DMSP|57DMG|67VULN|7BPWR|8RCR|9aCDMG
231	32261 15315	   	161.88	DCR|2VULN|1AART|1DMG|1CDMG	1BELT|2LIT|3LHND|47VULN|5AART|6RCR|8DMG|9BEXP|aCDMG
232	32261 15336	   	161.88	DCR|2VULN|1AART|1DMG|1FLTHEA	1BELT|2LIT|39LHND|47VULN|5AART|6RCR|8DMG|aFLTHEA
233	32261 15235	   	161.88	DCR|2VULN|1AART|1DMG|1CDMG	1BELT|2LIT|3LHND|47VULN|5AART|6RCR|8BEXP|9DMG|aCDMG
234	32261 15325	 * 	161.78	DCR|2VULN|1AART|1DMG|2ASPD	1BELT|2LIT|3LHND|47VULN|5AART|6RCR|8DMG|9aASPD
235	65323 21743	   	161.72	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	1aVULN|2DMG|3aZMB|4MBVNT|5LHND|6DUR|7AART|8aFEWX|9RCR|aBPWR
236	65324 21743	   	161.72	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	1aVULN|2DMG|3aZMB|4MBVNT|5LWND|6DUR|7AART|8aFEWX|9RCR|aBPWR
237	15323 21143	   	161.72	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	1aFEWX|2DMG|3aZMB|4MBVNT|5LHND|6DUR|7AART|8aVULN|9RCR|aBPWR
238	15324 21143	   	161.72	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	1aFEWX|2DMG|3aZMB|4MBVNT|5LWND|6DUR|7AART|8aVULN|9RCR|aBPWR
239	13132 25145	   	161.71	DCR|2AART|2VULN|3DUR|1CDMG	18FEWX|26AART|38VULN|4LHND|5CDMG|789DUR|8BPWR|aRCR
240	34231 14623	   	161.67	DCR|3VULN|1AART|2CDMG|1ASPD|1SELL	1BELT|257VULN|37FEWX|4SELL|67CDMG|7BPWR|8AART|9RCR|aASPD
241	15353 22351	   	161.60	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1FEWX|27DMG|3ZMB|48VULN|5LHND|6DUR|9CDMG|aRCR
242	65333 22351	   	161.60	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	18VULN|27DMG|3ZMB|4FEWX|5LHND|6DUR|9CDMG|aRCR
243	55324 71143	   	161.52	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	1aDUST|2DMG|3aZMB|4MBVNT|5LWND|6DUR|7AART|8aVULN|9RCR|aBPWR
244	34344 23448	 * 	161.43	ACR|2VULN|1AART|2CDMG|1FLTHEA|1ASPD	1BELT|29VULN|3MBVNT|49LHND|5RCR|6ASPD|7FLTHEA|89CDMG|9BPWR|aAART
245	32125 11416	   	161.37	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1BELT|2LIT|3ASPD|4aVULN|5LWND|6ZMB|7RCR|8DMG|9AART
246	13112 41535	   	161.31	DCR|3VULN|1AART|1CDMG|1DUR	1FEWX|2AART|39aVULN|4BEXP|5DUR|6CDMG|7DUST|8RCR
247	43126 22532	   	161.30	ACR|3VULN|1AART|1DMG	1BEXP|2AART|379VULN|4RPLT|5RCR|6CGEN|8DMG|aRCVC
248	43126 22533	   	161.30	ACR|3VULN|1AART|1DMG	1BEXP|2AART|379VULN|4RPLT|5RCR|6CGEN|8DMG|aLWND
249	13132 65213	   	161.28	DCR|2VULN|1AART|1DMG|1CDMG	18FEWX|2AART|3aVULN|4LHND|5CDMG|6RPLT|7RCR|9DMG
250	43121 65113	   	161.28	DCR|2VULN|1AART|1DMG|1CDMG	18BEXP|2AART|3aVULN|4RPLT|5LWND|6CDMG|7RCR|9DMG
251	43121 65313	   	161.28	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2AART|3aVULN|4RPLT|5LWND|6CDMG|7RCR|8DMSP|9DMG
252	13316 26422	 * 	161.24	DCR|2AART|1VULN|1DMG|1FLTHEA|1ZMB	1FEWX|27AART|3RPLT|4FLTHEA|5ZMB|6AIRHEA|8DMG|9RCR|aVULN
253	43123 15113	   	161.18	DCR|2VULN|1AART|1DMG|1CDMG	18BEXP|2AART|3aVULN|4RPLT|5CDMG|6DUST|7RCR|9DMG
254	43123 65113	   	161.18	DCR|2VULN|1AART|1DMG|1CDMG	18BEXP|2AART|3aVULN|4RPLT|5CDMG|6LEGI|7RCR|9DMG
255	43123 65313	   	161.18	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2AART|3aVULN|4RPLT|5CDMG|6LEGI|7RCR|8DMSP|9DMG
256	43123 15413	   	161.08	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2AART|3aVULN|4RPLT|5CDMG|68DUST|7RCR|9DMG
257	22536 33225	   	160.99	ACR|2DMG|1AART|1VULN|1CDMG	1CGEN|2RCVC|3RCR|48DMG|5LHND|6ERES|7AART|9VULN|aCDMG
258	13136 61411	   	160.98	DCR|3VULN|1AART|1DMG	1FEWX|2AART|357VULN|45LHND|5BPWR|6BELT|8RCR|9DMG|aCGEN
259	13136 61412	   	160.98	DCR|3VULN|1AART|1DMG	1FEWX|2AART|357VULN|45LHND|5BPWR|6BELT|8RCR|9DMG|aLIT
260	13136 61413	   	160.98	DCR|3VULN|1AART|1DMG	1FEWX|2AART|357VULN|45LHND|5BPWR|6BELT|8RCR|9DMG|aBEXP
261	13122 42366	   	160.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2AART|39VULN|4DUST|5DUR|6CDMG|7LIT|8DMG|aRCR
262	24532 21153	   	160.91	DCR|2VULN|2DMG|1AART	16CGEN|2MLV|34DMG|5TLV|7RCR|8aVULN|9AART
263	24532 31153	   	160.91	DCR|2VULN|2DMG|1AART	1CGEN|2MLV|34DMG|5TLV|6RCVC|7RCR|8aVULN|9AART
264	22531 23225	   	160.89	ACR|2DMG|1AART|1VULN|1CDMG	1CGEN|2RCVC|3RCR|48DMG|5TLV|6LEGI|7AART|9VULN|aCDMG
265	22534 33225	   	160.89	ACR|2DMG|1AART|1VULN|1CDMG	1CGEN|2RCVC|3RCR|48DMG|5LEGI|6ERES|7AART|9VULN|aCDMG
266	13112 45131	   	160.87	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	18FEWX|2AART|38VULN|4BEXP|5DUR|68CDMG|7DMSP|8BPWR|9RCR|aZMB
267	43132 42131	   	160.87	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	18BEXP|2AART|38VULN|47FEWX|5DUR|68CDMG|8BPWR|9RCR|aZMB
268	43132 45131	   	160.87	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	18BEXP|2AART|38VULN|4FEWX|5DUR|68CDMG|7DMSP|8BPWR|9RCR|aZMB
269	13112 25131	   	160.87	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	18FEWX|2AART|38VULN|4BEXP|5DUR|6RCVC|78CDMG|8BPWR|9RCR|aZMB
270	13112 55131	   	160.87	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	18FEWX|2AART|38VULN|46BEXP|5DUR|78CDMG|8BPWR|9RCR|aZMB
271	43132 25131	   	160.87	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	18BEXP|2AART|38VULN|4FEWX|5DUR|6RCVC|78CDMG|8BPWR|9RCR|aZMB
272	13141 31131	   	160.77	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	1FEWX|2AART|36VULN|4RCVC|56CDMG|6BPWR|7DUR|8LWND|9RCR|aZMB
273	13141 31331	   	160.77	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	1FEWX|2AART|36VULN|4RCVC|56CDMG|6BPWR|7DUR|8LHND|9RCR|aZMB
274	43111 31131	   	160.77	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	14BEXP|2AART|36VULN|56CDMG|6BPWR|7DUR|8LWND|9RCR|aZMB
275	43111 31331	   	160.77	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	14BEXP|2AART|36VULN|56CDMG|6BPWR|7DUR|8LHND|9RCR|aZMB
276	43141 31131	   	160.77	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	1BEXP|2AART|36VULN|4RCVC|56CDMG|6BPWR|7DUR|8LWND|9RCR|aZMB
277	43141 31331	   	160.77	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	1BEXP|2AART|36VULN|4RCVC|56CDMG|6BPWR|7DUR|8LHND|9RCR|aZMB
278	65321 34242	   	160.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	19VULN|2DMG|3ZMB|4MBVNT|5MLV|6ASPD|7RCR|8LIT|aAART
279	63151 37321	   	160.65	DCR|2VULN|2DMG|1AART|1DUR	18VULN|2DUR|3RPLT|4MBVNT|57DMG|6CGEN|9AART|aRCR
280	64332 23242	   	160.52	DCR|3VULN|1AART|2ZMB|1CDMG	147VULN|2RCVC|3CDMG|57FEWX|67ZMB|7BPWR|8RPLT|9AART|aRCR
281	64333 23242	   	160.52	DCR|3VULN|1AART|2ZMB|1CDMG	147VULN|2RCVC|3CDMG|57LWND|67ZMB|7BPWR|8RPLT|9AART|aRCR
282	61323 36432	   	160.47	DCR|3VULN|1AART|1CDMG|1ZMB	17aVULN|2ERES|3ZMB|4CDMG|5CANHEL|6AART|8DMSP|9RCR
283	13142 13315	   	160.41	DCR|2VULN|2DMG|1AART	1FEWX|2AART|36VULN|4RCVC|57MLV|8aDMG|9RCR
284	13145 31315	   	160.41	DCR|2VULN|2DMG|1AART	15FEWX|2AART|37VULN|4RCVC|6CGEN|8aDMG|9RCR
285	43112 13315	   	160.41	DCR|2VULN|2DMG|1AART	14BEXP|2AART|36VULN|57MLV|8aDMG|9RCR
286	43142 13315	   	160.41	DCR|2VULN|2DMG|1AART	1BEXP|2AART|36VULN|4RCVC|57MLV|8aDMG|9RCR
287	43563 13211	   	160.41	DCR|2VULN|2DMG|1AART	1BEXP|2AART|3RCVC|48DMG|56VULN|7aMLV|9RCR
288	53142 13315	   	160.31	DCR|2VULN|2DMG|1AART	1DUST|2AART|36VULN|4RCVC|57MLV|8aDMG|9RCR
289	13132 25132	   	160.29	DCR|2AART|2VULN|1CDMG|2DUR	18FEWX|26AART|38VULN|4LHND|5CDMG|78DUR|8BPWR|9RCR|aRCVC
290	13132 25136	   	160.29	DCR|2AART|2VULN|1CDMG|2DUR	18FEWX|26AART|38VULN|4LHND|5CDMG|78DUR|8BPWR|9RCR|aBEXP
291	13132 25233	   	160.29	DCR|2AART|2VULN|1CDMG|2DUR	1aFEWX|26AART|3aVULN|4LHND|5CDMG|7aDUR|8RCVC|9RCR|aBPWR
292	16335 21321	   	160.25	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1FEWX|2BEXP|3CDMG|48VULN|56DUR|7RCR|9AART|aZMB
293	53122 13315	   	160.21	DCR|2VULN|2DMG|1AART	14DUST|2AART|36VULN|57MLV|8aDMG|9RCR
294	53134 31315	   	160.21	DCR|2VULN|2DMG|1AART	15DUST|2AART|37VULN|46CGEN|8aDMG|9RCR
295	13132 25134	   	160.19	DCR|2AART|2VULN|1CDMG|2DUR	18FEWX|26AART|38VULN|4LHND|5CDMG|78DUR|8BPWR|9RCR|aCANHEL
296	34331 34426	   	160.15	DCR|3VULN|2DMG|2DUR|1SELL	1BELT|25aVULN|3MBVNT|4SELL|6RCVC|7aDUR|8aDMG|9RCR|aBPWR
297	34331 54426	   	160.15	DCR|3VULN|2DMG|2DUR|1SELL	1BELT|25aVULN|3MBVNT|4SELL|6DMSP|7aDUR|8aDMG|9RCR|aBPWR
