0	Index      	 *	Score 	Summary	Detail	
1	11123 63123	 * 	216.73	ACR|4VULN|3DMG|1CDMG|2DUR	1349VULN|2RCR|5RCVC|679DMG|89DUR|9BPWR|aCDMG
176	14134 82162	   	191.79	ACR|3VULN|3ZMB|1AART|1DMG	19aVULN|29aZMB|3RCR|4MBVNT|5DMG|6LIT|7AART|89aLWND|9aBPWR
177	14134 82462	   	191.79	ACR|3VULN|3ZMB|1AART|1DMG	19aVULN|29aZMB|3RCR|4MBVNT|5DMG|6LIT|7AART|89aBEXP|9aBPWR
178	13266 13523	   	191.76	DCR|4VULN|1AART|1DMG	1278VULN|3ASPD|4ERES|5AART|6RCR|9DMG|aDUR
179	16621 13314	   	191.75	DCR|4VULN|2AART|1CDMG	1578VULN|24AART|3LHND|6RCR|9ASPD|aCDMG
180	13343 62612	   	191.69	ACR|4VULN|2DMG|1AART	1279VULN|3BEXP|4RCR|57aDUST|67DMG|7BPWR|8AART
181	11126 35116	   	191.68	ACR|3VULN|3DMG|1ZMB	134VULN|2RCR|5ZMB|679DMG|8DUR|aRPLT
182	14134 72128	   	191.64	ACR|2VULN|2DMG|1AART|2ZMB|1CDMG	17VULN|27ZMB|3RCR|4MBVNT|57DMG|6NUKE|7BPWR|8ERES|9CDMG|aAART
183	13536 11612	   	191.63	DCR|4VULN|1AART|1DMG|1CDMG	1239VULN|4LWND|5AART|6RCR|7BEXP|8DMG|aCDMG
184	14134 72314	   	191.58	ACR|4VULN|2DMG|2ZMB	1789VULN|27ZMB|3RCR|4MBVNT|57DMG|6NUKE|7BPWR|aDUR
185	11126 35112	   	191.58	ACR|3VULN|3DMG|1ZMB	134VULN|2RCR|5ZMB|679DMG|8DUR|aTLV
186	13536 12612	   	191.53	DCR|4VULN|1AART|1DMG|1CDMG	1239VULN|4LWND|5AART|6RCR|7DUST|8DMG|aCDMG
187	13536 16212	   	191.53	DCR|4VULN|1AART|1DMG|1CDMG	1239VULN|4LWND|5AART|6RCR|7DMG|8DUST|aCDMG
188	11143 35163	   	191.46	ACR|4VULN|2DMG|2DUR	1357VULN|2RCR|4RMIN|67DMG|7BPWR|89DUR|aASPD
189	12222 14152	   	191.44	ACR|3VULN|2DMG|1AART|2ASPD	19aVULN|2FEWX|39ASPD|4RCR|59DMG|67RPLT|8AART|9BPWR
190	33222 16152	   	191.44	ACR|3VULN|2DMG|1AART|2ASPD	19BEXP|27aVULN|39ASPD|4RCR|59DMG|6RPLT|8AART|9BPWR
191	12222 16151	   	191.44	ACR|3VULN|2DMG|1AART|2ASPD	179VULN|2FEWX|39ASPD|4RCR|59DMG|6RPLT|8AART|9BPWR|aLHND
192	12222 16154	   	191.44	ACR|3VULN|2DMG|1AART|2ASPD	179VULN|2FEWX|39ASPD|4RCR|59DMG|6aRPLT|8AART|9BPWR
193	11131 26261	   	191.43	ACR|3VULN|2DMG|1AART	139VULN|2RCR|49MLV|5AART|6DUR|7LIT|89DMG|9BPWR|aCGEN
194	11131 26263	   	191.43	ACR|3VULN|2DMG|1AART	139VULN|2RCR|49MLV|5AART|6DUR|7LIT|89DMG|9BPWR|aLHND
195	11131 63612	   	191.35	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	139VULN|2RCR|4MLV|5AART|6FEWX|7ZMB|8DMG|aCDMG
196	11151 63612	   	191.35	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	139VULN|2RCR|4CGEN|5AART|6FEWX|7ZMB|8DMG|aCDMG
197	12222 16153	   	191.34	ACR|3VULN|2DMG|1AART|2ASPD	179VULN|2FEWX|39ASPD|4RCR|59DMG|6RPLT|8AART|9BPWR|aERES
198	11131 26262	   	191.33	ACR|3VULN|2DMG|1AART	139VULN|2RCR|49MLV|5AART|6DUR|7LIT|89DMG|9BPWR|aERES
199	11131 26265	   	191.33	ACR|3VULN|2DMG|1AART	139VULN|2RCR|49MLV|5AART|6DUR|7LIT|89DMG|9BPWR|aAIRHEL
200	11131 26266	   	191.33	ACR|3VULN|2DMG|1AART	139VULN|2RCR|49MLV|5AART|6DUR|7LIT|89DMG|9BPWR|aTLV
201	11264 33225	   	191.33	ACR|3VULN|2DMG|1AART	19aVULN|2RCR|3ASPD|4aLHND|5AART|6CANSTR|7CGEN|8aDMG|aBPWR
202	53222 16152	   	191.24	ACR|3VULN|2DMG|1AART|2ASPD	19DUST|27aVULN|39ASPD|4RCR|59DMG|6RPLT|8AART|9BPWR
203	13343 62632	   	191.24	ACR|3VULN|2DMG|1AART|1CDMG	127VULN|3BEXP|4RCR|579DUST|67DMG|7BPWR|8AART|aCDMG
204	16621 13326	   	191.23	DCR|4VULN|2AART|1DMG	1578VULN|24AART|3LHND|6RCR|9BEXP|aDMG
205	11214 32225	   	191.23	ACR|3VULN|2DMG|1AART	19aVULN|2RCR|3ASPD|4aFEWX|5AART|6TLV|7LSRHEA|8aDMG|aBPWR
206	14152 26312	   	191.21	ACR|3DMG|2VULN|3ZMB	17VULN|257ZMB|3RCR|47aDMG|6BELT|7BPWR|8ASPD|9BEXP
207	14152 26332	   	191.21	ACR|3DMG|2VULN|3ZMB	17VULN|257ZMB|3RCR|47aDMG|6BELT|7BPWR|8ASPD|9LWND
208	34123 62612	   	191.19	ACR|3VULN|2DMG|1AART|1ZMB	17BEXP|2ZMB|3RCR|4RMIN|579VULN|67DMG|7BPWR|8AART|aDUST
209	34123 62613	   	191.19	ACR|3VULN|2DMG|1AART|1ZMB	17BEXP|2ZMB|3RCR|4RMIN|579VULN|67DMG|7BPWR|8AART|aMBVNT
210	16621 16133	   	191.13	DCR|4VULN|2AART|1DMG	159aVULN|24AART|3LHND|6RCR|7DMG|8ERES
211	14134 72343	   	191.13	ACR|3VULN|2DMG|2ZMB|1CDMG	178VULN|27ZMB|3RCR|4MBVNT|57DMG|6NUKE|7BPWR|9DUR|aCDMG
212	14134 26162	   	191.10	ACR|3VULN|1AART|1DMG|2ZMB|1CDMG	19aVULN|29ZMB|3RCR|4MBVNT|5DMG|6CDMG|79FEWX|8AART|9BPWR
213	13525 41146	 * 	191.10	DCR|5VULN|1AART|1CDMG|1ZMB	12346VULN|5MBVNT|7RCR|8AART|9ZMB|aCDMG
214	11123 63441	   	191.03	ACR|3VULN|2DMG|1AART	134VULN|2RCR|5RCVC|67DMG|8LIT|9DUR|aAART
215	14134 72383	   	191.01	ACR|3VULN|2DMG|3ZMB	178VULN|279ZMB|3RCR|4MBVNT|57DMG|6NUKE|7BPWR|aASPD
216	14134 72384	   	191.01	ACR|3VULN|2DMG|3ZMB	178VULN|279ZMB|3RCR|4MBVNT|57DMG|6NUKE|7BPWR|aDUR
217	14132 53362	 * 	190.99	ACR|3VULN|3ZMB|1AART|3ASPD	19aVULN|29aZMB|3RCR|4MBVNT|5LIT|6BEXP|79aASPD|8AART|9aBPWR
218	63523 14132	   	190.98	DCR|3VULN|3DMG|2CDMG	1RPLT|29aVULN|349DMG|5ERES|6RCR|7CGEN|89CDMG|9BPWR
219	16621 13433	 * 	190.93	DCR|5VULN|2AART	1579aVULN|24AART|3LHND|6RCR|8DUR
220	14134 27162	   	190.90	ACR|3VULN|1AART|1DMG|2ZMB|1CDMG	19aVULN|29ZMB|3RCR|4MBVNT|5DMG|6CDMG|79DUST|8AART|9BPWR
221	11123 63221	   	190.84	ACR|4VULN|3DMG	1349VULN|2RCR|5RCVC|679DMG|89BEXP|9BPWR|aLIT
222	11123 63224	   	190.84	ACR|4VULN|3DMG	1349VULN|2RCR|5RCVC|679DMG|89BEXP|9BPWR|aLWND
223	11123 63226	   	190.84	ACR|4VULN|3DMG	1349VULN|2RCR|5RCVC|679DMG|89BEXP|9BPWR|aFEWX
224	11123 63321	   	190.84	ACR|4VULN|3DMG	1349VULN|2RCR|5RCVC|679DMG|89FEWX|9BPWR|aLIT
225	11123 63324	   	190.84	ACR|4VULN|3DMG	1349VULN|2RCR|5RCVC|679DMG|89FEWX|9BPWR|aLWND
226	11123 63326	   	190.84	ACR|4VULN|3DMG	1349VULN|2RCR|5RCVC|679DMG|89aFEWX|9BPWR
227	13536 13315	 * 	190.81	DCR|5VULN|1AART|1DMG	12378VULN|4LWND|5AART|6RCR|9LHND|aDMG
228	13536 13325	   	190.81	DCR|5VULN|1AART|1DMG	12378VULN|4LWND|5AART|6RCR|9FEWX|aDMG
229	16621 11612	   	190.78	DCR|3VULN|2AART|1DMG|1CDMG	159VULN|24AART|3LHND|6RCR|7BEXP|8DMG|aCDMG
230	11123 63222	   	190.74	ACR|4VULN|3DMG	1349VULN|2RCR|5RCVC|679DMG|89BEXP|9BPWR|aTLV
231	11123 63225	   	190.74	ACR|4VULN|3DMG	1349VULN|2RCR|5RCVC|679DMG|89BEXP|9BPWR|aERES
232	11123 63322	   	190.74	ACR|4VULN|3DMG	1349VULN|2RCR|5RCVC|679DMG|89FEWX|9BPWR|aTLV
233	11123 63325	   	190.74	ACR|4VULN|3DMG	1349VULN|2RCR|5RCVC|679DMG|89FEWX|9BPWR|aERES
234	13225 12263	 * 	190.74	DCR|5VULN|2DMG|1ZMB	12478VULN|3ASPD|57DMG|67MGNSTR|7BPWR|9ZMB|aRCR
235	13536 13335	   	190.71	DCR|5VULN|1AART|1DMG	12378VULN|4LWND|5AART|6RCR|9DUST|aDMG
236	13536 16133	   	190.71	DCR|5VULN|1AART|1DMG	1239aVULN|4LWND|5AART|6RCR|7DMG|8ERES
237	16621 12612	   	190.68	DCR|3VULN|2AART|1DMG|1CDMG	159VULN|24AART|3LHND|6RCR|7DUST|8DMG|aCDMG
238	16621 16212	   	190.68	DCR|3VULN|2AART|1DMG|1CDMG	159VULN|24AART|3LHND|6RCR|7DMG|8DUST|aCDMG
239	11131 25244	 * 	190.54	ACR|4VULN|1AART|3DUR|2ASPD	1389VULN|2RCR|4MLV|5AART|68aDUR|78ASPD|8BPWR
240	13225 62263	   	190.54	DCR|5VULN|2DMG|1ZMB	12478VULN|3ASPD|57DMG|67BASICY|7BPWR|9ZMB|aRCR
241	14324 32225	   	190.49	ACR|3VULN|2DMG|1AART|1ZMB	19aVULN|2ZMB|3aFEWX|4RCR|5AART|6TLV|7LSRHEA|8aDMG|aBPWR
242	11352 31346	   	190.48	ACR|3VULN|2DMG|2CDMG|2DUR	179VULN|2RCR|3BEXP|4RPLT|57DUR|67DMG|7BPWR|8aCDMG
243	14133 82146	 * 	190.30	ACR|2VULN|1AART|1DMG|3DUR|2ZMB|1CDMG	17VULN|27ZMB|3RCR|4MBVNT|567DUR|7BPWR|8DMG|9CDMG|aAART
244	11143 35133	   	190.23	ACR|4VULN|2DMG|1ZMB	1357VULN|2RCR|4RMIN|67DMG|7BPWR|8DUR|9MLV|aZMB
245	11133 52662	   	190.15	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	135VULN|2RCR|4MLV|6LWND|7AART|8CDMG|9DMG|aZMB
246	11126 32162	   	190.13	ACR|4VULN|2DMG|1ZMB	134aVULN|2RCR|5ZMB|68DMG|7FEWX|9DUR
247	11126 35122	   	190.13	ACR|4VULN|2DMG|1ZMB	134aVULN|2RCR|5ZMB|67DMG|8DUR|9FEWX
248	11126 35142	   	190.13	ACR|4VULN|2DMG|1ZMB	134aVULN|2RCR|5ZMB|67DMG|8DUR|9LWND
249	11126 35333	   	190.13	ACR|4VULN|2DMG|1ZMB	1348VULN|2RCR|5ZMB|67DMG|9ASPD|aBEXP
250	11126 35335	   	190.13	ACR|4VULN|2DMG|1ZMB	1348VULN|2RCR|5ZMB|67DMG|9ASPD|aMLV
251	11126 35351	   	190.13	ACR|4VULN|2DMG|1ZMB	1348VULN|2RCR|5ZMB|67DMG|9DUR|aLWND
252	14133 52283	   	190.10	ACR|3VULN|3ZMB|1AART|2DUR	17aVULN|267ZMB|3RCR|4MBVNT|57DUR|7BPWR|8AART|9ASPD
253	11126 34332	   	190.04	ACR|4VULN|1DMG|2ZMB|1FLTHEA	1348VULN|2RCR|57ZMB|6DMG|9ASPD|aFLTHEA
254	11126 63332	   	190.04	ACR|4VULN|1DMG|2ZMB|1FLTHEA	1348VULN|2RCR|56ZMB|7DMG|9ASPD|aFLTHEA
255	11126 35152	   	190.03	ACR|4VULN|2DMG|1ZMB	134aVULN|2RCR|5ZMB|67DMG|8DUR|9DUST
256	11126 35313	   	190.03	ACR|4VULN|2DMG|1ZMB	1348VULN|2RCR|5ZMB|67DMG|9DUST|aASPD
257	11126 35331	   	190.03	ACR|4VULN|2DMG|1ZMB	1348VULN|2RCR|5ZMB|67DMG|9ASPD|aDUST
258	11126 35352	   	190.03	ACR|4VULN|2DMG|1ZMB	1348VULN|2RCR|5ZMB|67DMG|9DUR|aTLV
259	14165 21322	   	189.99	ACR|3VULN|2DMG|1AART|1ZMB	189VULN|2ZMB|3RCR|4BELT|58LIT|6MBVNT|78DMG|8BPWR|aAART
260	16262 11512	   	189.90	DCR|2VULN|2DMG|1AART|1CDMG|2DUR	1aVULN|2AART|3RCVC|4LIT|5aDUR|6MLV|7CDMG|8aDMG|9RCR|aBPWR
261	11126 35334	   	189.88	ACR|4VULN|2DMG|1ZMB|1SELL	1348VULN|2RCR|5ZMB|67DMG|9ASPD|aSELL
262	11126 32163	   	189.68	ACR|3VULN|2DMG|1CDMG|1ZMB	134VULN|2RCR|5ZMB|68DMG|7FEWX|9DUR|aCDMG
263	11126 35123	   	189.68	ACR|3VULN|2DMG|1CDMG|1ZMB	134VULN|2RCR|5ZMB|67DMG|8DUR|9FEWX|aCDMG
264	11126 35143	   	189.68	ACR|3VULN|2DMG|1CDMG|1ZMB	134VULN|2RCR|5ZMB|67DMG|8DUR|9LWND|aCDMG
265	11212 14152	   	189.63	ACR|3VULN|2DMG|1AART	19aVULN|2RCR|3ASPD|49FEWX|59DMG|67RPLT|8AART|9BPWR
266	11212 16151	   	189.63	ACR|3VULN|2DMG|1AART	179VULN|2RCR|3ASPD|49FEWX|59DMG|6RPLT|8AART|9BPWR|aLHND
267	11212 16154	   	189.63	ACR|3VULN|2DMG|1AART	179VULN|2RCR|3ASPD|49FEWX|59DMG|6aRPLT|8AART|9BPWR
268	16434 54134	   	189.62	DCR|2VULN|2DMG|1AART|2CDMG	19VULN|2AART|3MBVNT|4DUR|56DMG|7aCDMG|8RCR
269	14134 82711	   	189.59	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	1aVULN|2ZMB|3RCR|4MBVNT|59DMG|6LIT|7AART|8CDMG
270	11126 35153	   	189.58	ACR|3VULN|2DMG|1CDMG|1ZMB	134VULN|2RCR|5ZMB|67DMG|8DUR|9DUST|aCDMG
271	16212 11616	   	189.55	DCR|3VULN|2DMG|1AART	19aVULN|2AART|35RCVC|4FEWX|6RCR|7aBEXP|8aDMG|aBPWR
272	16212 16316	   	189.55	DCR|3VULN|2DMG|1AART	19aVULN|2AART|35RCVC|4FEWX|6RCR|7aDMG|8aLHND|aBPWR
273	11212 16153	   	189.53	ACR|3VULN|2DMG|1AART	179VULN|2RCR|3ASPD|49FEWX|59DMG|6RPLT|8AART|9BPWR|aERES
274	11122 64332	 * 	189.50	ACR|5VULN|3ZMB|2ASPD	1348aVULN|2RCR|5CGEN|67aZMB|9aASPD|aBPWR
275	11133 64332	   	189.50	ACR|5VULN|3ZMB|2ASPD	1358aVULN|2RCR|4MLV|67aZMB|9aASPD|aBPWR
276	14153 24223	   	189.48	ACR|3VULN|3DMG|1ZMB	158VULN|2ZMB|3RCR|48aDMG|6BELT|78MLV|8BPWR|9DUR
277	14111 62363	   	189.48	ACR|3VULN|3DMG|1ZMB	178VULN|2ZMB|3RCR|47FEWX|5RMIN|679DMG|7BPWR|aASPD
278	34123 62363	   	189.48	ACR|3VULN|3DMG|1ZMB	17BEXP|2ZMB|3RCR|4RMIN|578VULN|679DMG|7BPWR|aASPD
279	16222 11616	   	189.45	DCR|3VULN|2DMG|1AART	19aVULN|2AART|35RCVC|4DUST|6RCR|7aFEWX|8aDMG|aBPWR
280	11122 33242	   	189.44	ACR|4VULN|3DMG	134aVULN|2RCR|5CGEN|67aDMG|8aERES|9RCVC|aBPWR
281	11155 33242	   	189.44	ACR|4VULN|3DMG	135aVULN|2RCR|4CGEN|67aDMG|8aERES|9RCVC|aBPWR
282	12222 14156	   	189.43	ACR|2VULN|2DMG|1AART|2ASPD|1CDMG	19VULN|2FEWX|39ASPD|4RCR|59DMG|67RPLT|8AART|9BPWR|aCDMG
283	33222 16156	   	189.43	ACR|2VULN|2DMG|1AART|2ASPD|1CDMG	19BEXP|27VULN|39ASPD|4RCR|59DMG|6RPLT|8AART|9BPWR|aCDMG
284	14112 62363	   	189.38	ACR|3VULN|3DMG|1ZMB	178VULN|2ZMB|3RCR|47FEWX|579DMG|6NUKE|7BPWR|aASPD
285	16212 12616	   	189.35	DCR|3VULN|2DMG|1AART	19aVULN|2AART|35RCVC|4FEWX|6RCR|7aDUST|8aDMG|aBPWR
286	16212 16216	   	189.35	DCR|3VULN|2DMG|1AART	19aVULN|2AART|35RCVC|4FEWX|6RCR|7aDMG|8aDUST|aBPWR
287	14222 15153	 * 	189.29	ACR|2VULN|2DMG|1AART|3DUR|1ZMB	19VULN|2ZMB|379DUR|4RCR|59DMG|6RPLT|8AART|9BPWR|aLWND
288	11552 31413	   	189.23	ACR|2VULN|2DMG|1AART|2ZMB	18VULN|2RCR|3CGEN|48DMG|58ZMB|6DLOT|7AART|8BPWR|9DUR|aCANSTR
289	11214 41611	   	189.22	ACR|2VULN|2DMG|1AART|1CDMG	1aVULN|2RCR|3ASPD|4FEWX|5AART|69DMG|7LIT|8CDMG
290	11264 21611	   	189.22	ACR|2VULN|2DMG|1AART|1CDMG	1aVULN|2RCR|3ASPD|4LHND|5AART|69DMG|7LIT|8CDMG
291	11334 41611	   	189.22	ACR|2VULN|2DMG|1AART|1CDMG	1aVULN|2RCR|3BEXP|4ASPD|5AART|69DMG|7LIT|8CDMG
292	31134 41611	   	189.22	ACR|2VULN|2DMG|1AART|1CDMG	1BEXP|2RCR|3aVULN|4ASPD|5AART|69DMG|7LIT|8CDMG
293	14222 15151	   	189.19	ACR|2VULN|2DMG|1AART|3DUR|1ZMB	19VULN|2ZMB|379DUR|4RCR|59DMG|6RPLT|8AART|9BPWR|aERES
294	14222 15152	   	189.19	ACR|2VULN|2DMG|1AART|3DUR|1ZMB	19VULN|2ZMB|379DUR|4RCR|59DMG|6RPLT|8AART|9BPWR|aLEGI
295	14134 21811	   	188.99	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	1aVULN|2ZMB|3RCR|4MBVNT|59DMG|6CDMG|7LIT|8AART
296	14134 26164	   	188.98	ACR|2VULN|3ZMB|1AART|1DMG|1CDMG	19VULN|29aZMB|3RCR|4MBVNT|5DMG|6CDMG|79FEWX|8AART|9BPWR
297	13525 41144	   	188.90	DCR|5VULN|2AART|1ZMB	12346VULN|5MBVNT|7RCR|8aAART|9ZMB
298	13536 13216	   	188.88	DCR|4VULN|1AART|1DMG|1ZMB	1237VULN|4LWND|5AART|6RCR|8ERES|9ZMB|aDMG
299	11123 61224	   	188.84	ACR|4VULN|2DMG|1CDMG	1349VULN|2RCR|5RCVC|69DMG|789LWND|9BPWR|aCDMG
300	11212 16542	   	188.83	ACR|3VULN|2DMG|1AART	17aVULN|2RCR|3ASPD|4FEWX|58DMG|6RPLT|9AART
301	11332 16542	   	188.83	ACR|3VULN|2DMG|1AART	17aVULN|2RCR|3BEXP|4ASPD|58DMG|6RPLT|9AART
302	31132 16542	   	188.83	ACR|3VULN|2DMG|1AART	1BEXP|2RCR|37aVULN|4ASPD|58DMG|6RPLT|9AART
303	11314 41612	   	188.80	ACR|2VULN|2DMG|1AART|2CDMG	1aVULN|2RCR|3BEXP|4aCGEN|5AART|69DMG|7LIT|8aCDMG|aBPWR
304	14134 27164	   	188.78	ACR|2VULN|3ZMB|1AART|1DMG|1CDMG	19VULN|29aZMB|3RCR|4MBVNT|5DMG|6CDMG|79DUST|8AART|9BPWR
305	13536 13432	   	188.69	DCR|5VULN|1AART|1ZMB	12379VULN|4LWND|5AART|6RCR|8DUR|aZMB
306	11126 34242	   	188.65	ACR|4VULN|2DMG|2ZMB	134aVULN|2RCR|57ZMB|6aDMG|8aERES|9RCVC|aBPWR
307	11126 63242	   	188.65	ACR|4VULN|2DMG|2ZMB	134aVULN|2RCR|56ZMB|7aDMG|8aERES|9RCVC|aBPWR
308	16434 54133	   	188.60	DCR|2VULN|2DMG|1AART|1CDMG|2DUR	19VULN|2AART|3MBVNT|4aDUR|56DMG|7CDMG|8RCR
309	11324 41612	   	188.60	ACR|2VULN|2DMG|1AART|2CDMG	1aVULN|2RCR|3BEXP|4aERES|5AART|69DMG|7LIT|8aCDMG|aBPWR
310	11123 63632	   	188.54	ACR|4VULN|2DMG|2ASPD	134aVULN|2RCR|5RCVC|67DMG|8aTLV|9aASPD|aBPWR
311	11126 35163	   	188.26	ACR|3VULN|2DMG|2DUR|1ZMB	134VULN|2RCR|5ZMB|67DMG|89DUR|aASPD
312	16621 16313	   	188.13	DCR|3VULN|2AART|1DMG|1ZMB	15aVULN|24AART|38LHND|6RCR|7DMG|9ZMB
313	16621 13216	   	188.03	DCR|3VULN|2AART|1DMG|1ZMB	157VULN|24AART|3LHND|6RCR|8ERES|9ZMB|aDMG
314	11552 25232	   	187.97	ACR|4VULN|1DMG|2CDMG|1ZMB	189aVULN|2RCR|39CGEN|4DMG|5ZMB|69CDMG|7RCVC|9BPWR
315	11122 32111	   	187.84	ACR|4VULN|3DMG	134aVULN|2RCR|5CGEN|689DMG|7BEXP
316	11122 33611	   	187.84	ACR|4VULN|3DMG	134aVULN|2RCR|5CGEN|679DMG|8LHND
317	11122 35111	   	187.84	ACR|4VULN|3DMG	134aVULN|2RCR|5CGEN|689DMG|7LWND
318	11133 32111	   	187.84	ACR|4VULN|3DMG	135aVULN|2RCR|4MLV|689DMG|7BEXP
319	11133 35111	   	187.84	ACR|4VULN|3DMG	135aVULN|2RCR|4MLV|689DMG|7LWND
320	11143 32111	   	187.84	ACR|4VULN|3DMG	135aVULN|2RCR|4RMIN|689DMG|7FEWX
321	11143 35612	   	187.84	ACR|4VULN|3DMG	1357VULN|2RCR|4RMIN|679DMG|7BPWR|8LHND|aTLV
322	11155 32111	   	187.84	ACR|4VULN|3DMG	135aVULN|2RCR|4CGEN|689DMG|7BEXP
323	11155 33611	   	187.84	ACR|4VULN|3DMG	135aVULN|2RCR|4CGEN|679DMG|8LHND
324	11155 35111	   	187.84	ACR|4VULN|3DMG	135aVULN|2RCR|4CGEN|689DMG|7LWND
325	11312 36111	   	187.84	ACR|4VULN|3DMG	167aVULN|2RCR|3BEXP|4CGEN|589DMG
326	11412 36111	   	187.84	ACR|4VULN|3DMG	167aVULN|2RCR|3FEWX|4CGEN|589DMG
327	11512 36111	   	187.84	ACR|4VULN|3DMG	167aVULN|2RCR|3CGEN|4BEXP|589DMG
328	11551 36111	   	187.84	ACR|4VULN|3DMG	167aVULN|2RCR|3CGEN|489DMG|5LHND
329	11562 36111	   	187.84	ACR|4VULN|3DMG	167aVULN|2RCR|3CGEN|4FEWX|589DMG
330	31112 36111	   	187.84	ACR|4VULN|3DMG	1BEXP|2RCR|367aVULN|4CGEN|589DMG
331	14152 21613	   	187.79	ACR|2VULN|2DMG|3ZMB|2DUR	19VULN|257ZMB|3RCR|49DMG|6BELT|89DUR|9BPWR|aASPD
332	14134 25814	   	187.79	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	19VULN|2ZMB|3RCR|4MBVNT|59DMG|6CDMG|7CGEN|89ERES|9BPWR|aAART
333	11553 36111	   	187.74	ACR|4VULN|3DMG	167aVULN|2RCR|3CGEN|489DMG|5DUST
334	51112 36111	   	187.74	ACR|4VULN|3DMG	1DUST|2RCR|367aVULN|4CGEN|589DMG
335	11553 35432	   	187.74	ACR|4VULN|3DMG	169aVULN|2RCR|3CGEN|489DMG|59DUST|7MBVNT|9BPWR
336	51532 31432	   	187.74	ACR|4VULN|3DMG	19DUST|2RCR|3CGEN|4MBVNT|589DMG|679aVULN|9BPWR
337	16434 74134	   	187.68	DCR|3VULN|1AART|1DMG|2CDMG	169VULN|2AART|3MBVNT|4DUR|5DMG|7aCDMG|8RCR
338	11552 23632	   	187.67	ACR|4VULN|1DMG|2CDMG|1ZMB	179aVULN|2RCR|39CGEN|4DMG|5ZMB|69CDMG|8RCVC|9BPWR
339	14153 16212	   	187.65	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	159VULN|2ZMB|3RCR|4DMG|6ERES|7AART|8LWND|aCDMG
340	14134 82721	   	187.65	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	19aVULN|2ZMB|3RCR|4MBVNT|5DMG|6LIT|7AART|8CDMG
341	11212 14156	   	187.62	ACR|2VULN|2DMG|1AART|1CDMG	19VULN|2RCR|3ASPD|49FEWX|59DMG|67RPLT|8AART|9BPWR|aCDMG
342	14134 46112	   	187.50	ACR|4VULN|1AART|1DMG|1ZMB	169aVULN|2ZMB|3RCR|4MBVNT|5DMG|7RPLT|8AART
343	14133 52243	   	187.47	ACR|2VULN|3ZMB|1AART|1DMG|2DUR	17VULN|267ZMB|3RCR|4MBVNT|57DUR|7BPWR|8AART|9ERES|aDMG
344	11131 25343	   	187.44	ACR|5VULN|1AART	1389aVULN|2RCR|4MLV|5AART|6DUR|7ASPD
345	11151 25343	   	187.44	ACR|5VULN|1AART	1389aVULN|2RCR|4CGEN|5AART|6DUR|7ASPD
346	16421 26314	 * 	187.41	DCR|3VULN|2AART|2DMG	157VULN|24AART|3MBVNT|6aDMG|8FEWX|9RCR
347	14112 62343	   	187.38	ACR|3VULN|2DMG|1CDMG|1ZMB	178VULN|2ZMB|3RCR|47FEWX|57DMG|6NUKE|7BPWR|9DUR|aCDMG
348	11214 41621	   	187.29	ACR|3VULN|1AART|1DMG|1CDMG	19aVULN|2RCR|3ASPD|4FEWX|5AART|6DMG|7LIT|8CDMG
349	11264 21621	   	187.29	ACR|3VULN|1AART|1DMG|1CDMG	19aVULN|2RCR|3ASPD|4LHND|5AART|6DMG|7LIT|8CDMG
350	11334 41621	   	187.29	ACR|3VULN|1AART|1DMG|1CDMG	19aVULN|2RCR|3BEXP|4ASPD|5AART|6DMG|7LIT|8CDMG
351	31134 41621	   	187.29	ACR|3VULN|1AART|1DMG|1CDMG	1BEXP|2RCR|39aVULN|4ASPD|5AART|6DMG|7LIT|8CDMG
352	11126 35632	   	187.24	ACR|4VULN|2DMG|2ZMB	134aVULN|2RCR|5aZMB|67DMG|8LHND|9aMLV|aBPWR
353	11122 64612	   	187.24	ACR|4VULN|2DMG|2ZMB	134aVULN|2RCR|5aCGEN|67ZMB|8LHND|9aDMG|aBPWR
354	11133 64612	   	187.24	ACR|4VULN|2DMG|2ZMB	135aVULN|2RCR|4aMLV|67ZMB|8LHND|9aDMG|aBPWR
355	12223 62616	 * 	187.23	ACR|5VULN|1AART|3ASPD	1579aVULN|2FEWX|37aASPD|4RCR|67aBEXP|7aBPWR|8AART
356	11141 26612	   	187.19	ACR|3VULN|1AART|1DMG|1CDMG	139VULN|2RCR|4RMIN|5AART|6DUR|7TLV|8DMG|aCDMG
357	12143 62312	   	187.15	ACR|5VULN|2DMG	13789VULN|2FEWX|4RCR|57DUST|67DMG|7BPWR|aDUR
358	13343 62312	   	187.15	ACR|5VULN|2DMG	12789VULN|3BEXP|4RCR|57DUST|67DMG|7BPWR|aDUR
359	13643 62312	   	187.15	ACR|5VULN|2DMG	12789VULN|3FEWX|4RCR|57DUST|67DMG|7BPWR|aDUR
360	14321 62363	   	187.08	ACR|3VULN|3DMG|1ZMB	178VULN|2ZMB|37FEWX|4RCR|5RMIN|679DMG|7BPWR|aASPD
