0	Index      	 *	Score 	Summary	Detail	
1	16223 22358	 * 	203.75	ACR|3VULN|2DMG|1AART|2CDMG	1RCR|27LIT|38CDMG|479VULN|5MBVNT|67DMG|7BPWR|aAART
165	16231 23166	   	179.63	ACR|2VULN|1AART|2CDMG|1FLTHEA|2DUR	1RCR|28aLIT|38CDMG|4aFEWX|5AART|6FLTHEA|78DUR|8aBPWR|9aVULN
166	13165 13123	   	179.54	ACR|2AART|2VULN|1DMG|1CDMG	1RCR|2LHND|34AART|5DMG|6CANSTR|79VULN|8DUST|aCDMG
167	16221 26153	 * 	179.45	ACR|3VULN|1AART|2ZMB|1CDMG	1RCR|2LIT|3CDMG|479VULN|5AART|6aZMB|8RCVC
168	15124 15331	 * 	179.45	ACR|2DMG|1AART|1VULN|2ASPD|1CDMG	1RCR|2FEWX|3DMSP|49ASPD|5CDMG|6aDMG|7AART|8VULN
169	13134 46313	   	179.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|246LHND|3AART|46BPWR|56VULN|7DMG|8ERES|9CDMG|aZMB
170	51513 24521	   	179.27	DCR|3DMG|2VULN|1AART	17LHND|247DMG|3AART|5MBVNT|67VULN|7BPWR|8RCR|9LWND|aRCVC
171	16223 22537	   	179.23	ACR|2VULN|2DMG|2CDMG|2DUR	1RCR|27aLIT|3aCDMG|47VULN|5MBVNT|67DMG|7aBPWR|8RCVC|9aDUR
172	13135 25334	   	179.17	ACR|2VULN|2DMG|1AART|1DUR	1RCR|24LHND|3AART|4BPWR|59DMG|6aVULN|7BELT|8DUR
173	13145 31135	   	179.17	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2LHND|3AART|4FEWX|58VULN|69DMG|7BELT|aDUR
174	13145 31142	   	179.17	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2LHND|3AART|4FEWX|58VULN|6aDMG|7BELT|9DUR
175	13121 12335	   	179.07	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2LHND|3AART|4LIT|5DLOT|6DUR|7aDMG|89VULN
176	16221 11162	   	179.07	ACR|2AART|2VULN|1FLTHEA|1CDMG|1DUR	1RCR|2LIT|3CDMG|4aVULN|56AART|7DUR|8RMIN|9FLTHEA
177	15412 11336	   	179.04	ACR|2VULN|2DMG|1AART|1ZMB	1RCR|26FEWX|3ZMB|47VULN|59DMG|8LHND|aAART
178	13653 63131	   	178.93	ACR|3VULN|1AART|1DMG|2DUR	1RCR|2LHND|368VULN|4DMG|5aDUR|7BEXP|9AART
179	14434 11122	 * 	178.89	ACR|3DMG|2CDMG|3DUR|1ZMB|1ASPD	1RCR|249DUR|3ZMB|59CDMG|679DMG|8RCVC|9BPWR|aASPD
180	16222 22144	   	178.87	ACR|2VULN|2DMG|2CDMG|1DUR|1ASPD	1RCR|27LIT|37CDMG|49VULN|5DUR|67DMG|7BPWR|8DMSP|aASPD
181	12235 52622	   	178.70	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCR|2RMIN|3RPLT|4AART|56DMG|6BPWR|7VULN|8ZMB|9LIT|aCDMG
182	12235 25151	   	178.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2RMIN|3RPLT|4AART|5DMG|6CGEN|7CDMG|89VULN|aZMB
183	14124 11262	   	178.67	ACR|2VULN|2DMG|2CDMG|1ASPD|1DUR	1RCR|2DUR|3DMSP|4ASPD|59CDMG|67DMG|8aVULN
184	16221 22463	   	178.62	ACR|2VULN|1AART|1FLTHEA|1CDMG|1ZMB|1ASPD	1RCR|2LIT|3CDMG|48VULN|5AART|6ZMB|7FEWX|9FLTHEA|aASPD
185	16221 21162	   	178.62	ACR|2VULN|1AART|1FLTHEA|1CDMG|1ZMB|1DUR	1RCR|2LIT|3CDMG|4aVULN|5AART|6ZMB|7DUR|8DMSP|9FLTHEA
186	16221 21461	   	178.62	ACR|2VULN|1AART|1CDMG|1FLTHEA|1ZMB|1DUR	1RCR|2LIT|3CDMG|48VULN|5AART|6ZMB|7DUR|9FLTHEA|aCGEN
187	16221 24162	   	178.62	ACR|2VULN|1AART|1FLTHEA|1CDMG|1ZMB|1ASPD	1RCR|2LIT|3CDMG|4aVULN|5AART|6ZMB|7ASPD|8RMIN|9FLTHEA
188	13653 13133	   	178.57	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1RCR|2LHND|38VULN|4DMG|5DUR|6MLV|7ASPD|9AART|aCDMG
189	14621 63133	   	178.57	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1RCR|2DUR|38VULN|4MLV|5FEWX|6DMG|7ASPD|9AART|aCDMG
190	14651 13133	   	178.57	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1RCR|2DUR|38VULN|4DMG|5FEWX|6MLV|7ASPD|9AART|aCDMG
191	12235 33123	   	178.57	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2RMIN|3RPLT|4AART|5aDMG|6aVULN|7DUR|8BEXP|9aDUST|aBPWR
192	12235 33345	   	178.57	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2RMIN|39RPLT|4AART|5aDMG|68VULN|7DUR
193	12235 52212	   	178.57	ACR|2VULN|2DMG|1AART|1ASPD	1RCR|2RMIN|3RPLT|4AART|56DMG|6BPWR|7aVULN|8MLV|9ASPD
194	15412 15332	   	178.53	ACR|3VULN|2DMG|1ZMB|1ASPD	1RCR|267FEWX|3ZMB|47aVULN|57DMG|7BPWR|8DUST|9ASPD
195	14613 63133	   	178.47	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1RCR|2DUR|38VULN|4FEWX|5ERES|6DMG|7ASPD|9AART|aCDMG
196	14652 13133	   	178.47	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1RCR|2DUR|38VULN|4DMG|5ERES|6FEWX|7ASPD|9AART|aCDMG
197	31415 36233	 * 	178.45	ACR|3DMG|1AART|2CDMG|2ZMB	1RMIN|25aDMG|3RCR|4DUST|6AART|7LEGI|8aCDMG|9aZMB|aBPWR
198	15412 11432	   	178.43	ACR|3VULN|2DMG|1ZMB|1DUR	1RCR|26FEWX|3ZMB|47aVULN|59DMG|8DUR
199	15411 16211	   	178.38	ACR|3VULN|2DMG|1ZMB|1DUR|1SELL	1RCR|28FEWX|3ZMB|489VULN|5BELT|6SELL|78DMG|8BPWR|aDUR
200	14652 23133	   	178.37	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1RCR|2DUR|38VULN|4DMG|5ERES|6MBVNT|7ASPD|9AART|aCDMG
201	16221 15153	   	178.33	ACR|2AART|2VULN|1CDMG|1ZMB|1ASPD	1RCR|2LIT|3CDMG|49VULN|56AART|7ASPD|8RCVC|aZMB
202	13413 63133	   	178.23	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1RCR|2LHND|3ZMB|468VULN|5DUR|7BEXP|9AART|aCDMG
203	16231 25431	 * 	178.20	ACR|2DMG|1AART|2CDMG|1FLTHEA|1ZMB	1RCR|29LIT|39CDMG|4FEWX|5AART|6FLTHEA|7BELT|89DMG|9BPWR|aZMB
204	16222 26532	   	178.13	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1RCR|2LIT|3CDMG|4aVULN|58DUR|6DMG|7AART|9MGNSTR
205	16221 22414	   	178.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2LIT|3CDMG|48VULN|5AART|6ZMB|7FEWX|9RPLT|aDMG
206	16211 26262	   	178.00	ACR|2VULN|1AART|2CDMG|1FLTHEA|1ZMB	1RCR|2LIT|38CDMG|4LWND|5AART|6ZMB|7aVULN|9FLTHEA
207	16222 22316	   	177.97	ACR|2VULN|2DMG|3CDMG|1DUR	1RCR|27LIT|378CDMG|4aVULN|5DUR|67DMG|7BPWR|9RPLT
208	16222 22331	   	177.97	ACR|2VULN|2DMG|3CDMG|1DUR	1RCR|27LIT|378CDMG|49VULN|5DUR|67DMG|7BPWR|aFEWX
209	16222 22332	   	177.97	ACR|2VULN|2DMG|3CDMG|1DUR	1RCR|27LIT|378CDMG|49VULN|5DUR|67DMG|7BPWR|aMLV
210	16222 22334	   	177.97	ACR|2VULN|2DMG|3CDMG|1DUR	1RCR|27LIT|378CDMG|49VULN|5DUR|67DMG|7BPWR|aBELT
211	16222 22335	   	177.97	ACR|2VULN|2DMG|3CDMG|1DUR	1RCR|27LIT|378CDMG|49VULN|5DUR|67DMG|7BPWR|aRMIN
212	16222 22336	   	177.97	ACR|2VULN|2DMG|3CDMG|1DUR	1RCR|27LIT|378CDMG|49VULN|5DUR|67DMG|7BPWR|aDMSP
213	16224 22343	   	177.97	ACR|2VULN|2DMG|3CDMG|1DUR	1RCR|27LIT|378CDMG|4aVULN|5FEWX|67DMG|7BPWR|9DUR
214	16236 22343	   	177.97	ACR|2VULN|2DMG|3CDMG|1DUR	1RCR|27LIT|378CDMG|4FEWX|5aVULN|67DMG|7BPWR|9DUR
215	51513 24522	   	177.97	DCR|3DMG|2VULN|1AART	17LHND|247DMG|3AART|5MBVNT|67VULN|7BPWR|8RCR|9LWND|aBEXP
216	51513 24523	   	177.97	DCR|3DMG|2VULN|1AART	17LHND|247DMG|3AART|5MBVNT|67VULN|7BPWR|8RCR|9LWND|aFEWX
217	51513 24524	   	177.97	DCR|3DMG|2VULN|1AART	17LHND|247DMG|3AART|5MBVNT|67VULN|7BPWR|8RCR|9LWND|aLIT
218	51513 24513	   	177.87	DCR|3DMG|2VULN|1AART	17LHND|247DMG|3AART|5MBVNT|67VULN|7BPWR|8RCR|9DUST|aFEWX
219	51513 24514	   	177.87	DCR|3DMG|2VULN|1AART	17LHND|247DMG|3AART|5MBVNT|67VULN|7BPWR|8RCR|9DUST|aLIT
220	12231 13252	   	177.83	ACR|2AART|2VULN|2CDMG|2DUR	1RCR|2RMIN|3RPLT|4aAART|59CDMG|6LWND|79VULN|89DUR|9BPWR
221	23412 51262	 * 	177.75	DCR|5VULN|1DMG|1ZMB|1DUR	1DUR|2479aVULN|3ZMB|5BEXP|6DMG|8RCR
222	13631 31222	   	177.70	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|24LHND|357VULN|6BEXP|8ZMB|9AART|aDMG
223	14124 11212	   	177.65	ACR|2VULN|2DMG|1CDMG|2DUR|1ASPD	1RCR|29DUR|3DMSP|4ASPD|5CDMG|67DMG|8aVULN
224	16211 26352	   	177.54	ACR|3VULN|1AART|2ZMB|1CDMG	1RCR|2LIT|3CDMG|4LWND|5AART|68ZMB|79aVULN
225	16225 25131	   	177.49	ACR|4VULN|1DMG|1CDMG|1DUR	1RCR|2LIT|3CDMG|4789VULN|5DMG|6VENICY|aDUR
226	21121 41125	 * 	177.47	DCR|3VULN|2DMG|2CDMG|1DUR	1DUR|2aDMG|3FEWX|4TLV|59aVULN|6CGEN|7aCDMG|8RCR|aBPWR
227	21221 41125	   	177.47	DCR|3VULN|2DMG|2CDMG|1DUR	1DUR|2aDMG|3LHND|4TLV|59aVULN|6CGEN|7aCDMG|8RCR|aBPWR
228	21351 41125	   	177.47	DCR|3VULN|2DMG|2CDMG|1DUR	1DUR|2aDMG|3ERES|4LWND|59aVULN|6CGEN|7aCDMG|8RCR|aBPWR
229	16224 22136	   	177.43	ACR|2VULN|2DMG|2CDMG|2DUR	1RCR|27aLIT|37CDMG|4aVULN|5FEWX|67DMG|7aBPWR|8DMSP|9aDUR
230	21121 61125	   	177.37	DCR|3VULN|2DMG|2CDMG|1DUR	1DUR|2aDMG|3FEWX|4TLV|59aVULN|6ERES|7aCDMG|8RCR|aBPWR
231	21311 41125	   	177.37	DCR|3VULN|2DMG|2CDMG|1DUR	1DUR|2aDMG|3ERES|4DUST|59aVULN|6CGEN|7aCDMG|8RCR|aBPWR
232	21621 41125	   	177.37	DCR|3VULN|2DMG|2CDMG|1DUR	1DUR|2aDMG|3DUST|4TLV|59aVULN|6CGEN|7aCDMG|8RCR|aBPWR
233	13134 43226	   	177.34	ACR|3VULN|1AART|1DMG|1ASPD	1RCR|246LHND|3AART|46BPWR|56aVULN|7LWND|8DMG|9ASPD
234	16223 22137	   	177.33	ACR|2VULN|2DMG|2CDMG|2DUR	1RCR|27aLIT|3aCDMG|47VULN|5MBVNT|67DMG|7aBPWR|8DMSP|9aDUR
235	16221 25153	 * 	177.32	ACR|2VULN|3ZMB|1AART|1CDMG	1RCR|2LIT|3CDMG|49VULN|5AART|67aZMB|8RCVC
236	13166 31213	   	177.30	ACR|2AART|2DMG|1VULN|1ZMB	1RCR|27LHND|34AART|57LWND|67DMG|7BPWR|8BELT|9VULN|aZMB
237	21621 61125	   	177.27	DCR|3VULN|2DMG|2CDMG|1DUR	1DUR|2aDMG|3DUST|4TLV|59aVULN|6ERES|7aCDMG|8RCR|aBPWR
238	23233 34661	   	177.26	DCR|2VULN|2DMG|1AART|3DUR	17aDUR|2aVULN|3FEWX|4MLV|5AART|6RPLT|8RCR|9aDMG|aBPWR
239	13134 46333	   	177.24	ACR|3VULN|1AART|1DMG|1DUR	1RCR|246LHND|3AART|46BPWR|569VULN|7DMG|8ERES|aDUR
240	13121 12332	   	177.14	ACR|3VULN|1AART|1DMG|1DUR	1RCR|2LHND|3AART|4LIT|5DLOT|6DUR|7DMG|89aVULN
241	16223 22338	   	177.13	ACR|2VULN|2DMG|2CDMG|2DUR	1RCR|27LIT|38CDMG|47VULN|5MBVNT|67DMG|7BPWR|9aDUR
242	16212 23536	   	177.13	ACR|2VULN|2DMG|2CDMG|2DUR	1RCR|2LIT|3aCDMG|4LWND|58DUR|6aDMG|7LSRHEA|9aVULN|aBPWR
243	13165 25223	   	177.10	ACR|2AART|2VULN|1DMG|1ZMB	1RCR|2LHND|34AART|5DMG|68VULN|7BELT|9BEXP|aZMB
244	13166 35233	   	177.10	ACR|2AART|2DMG|1VULN|1ZMB	1RCR|2LHND|34AART|5LWND|69DMG|7BELT|8VULN|aZMB
245	14165 32123	   	177.03	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1RCR|26DUR|34DMSP|56DMG|6BPWR|7VULN|8LWND|9AART|aCDMG
246	13165 25233	   	177.00	ACR|2AART|2VULN|1DMG|1ZMB	1RCR|2LHND|34AART|5DMG|68VULN|7BELT|9LEGI|aZMB
247	13653 52133	   	176.93	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1RCR|2LHND|38VULN|4DMG|57DUR|6FEWX|9AART|aCDMG
248	14623 21623	   	176.93	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1RCR|25DUR|37VULN|4MLV|6CGEN|8DMG|9AART|aCDMG
249	13412 21355	   	176.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2LHND|3ZMB|48VULN|5ERES|6CDMG|7AART|9LWND|aDMG
250	16221 44331	   	176.79	ACR|4VULN|1AART|1CDMG	1RCR|2LIT|3CDMG|4689VULN|5AART|7LHND|aBEXP
251	16221 44332	   	176.79	ACR|4VULN|1AART|1CDMG	1RCR|2LIT|3CDMG|4689VULN|5AART|7LHND|aLWND
252	13653 63112	 * 	176.76	ACR|5VULN|1DMG|1DUR	1RCR|2LHND|3689aVULN|4DMG|5DUR|7BEXP
253	16221 36152	   	176.69	ACR|4VULN|1AART|1CDMG	1RCR|2LIT|3CDMG|479aVULN|5AART|6DUST|8RMIN
254	16221 36352	   	176.69	ACR|4VULN|1AART|1CDMG	1RCR|2LIT|3CDMG|478aVULN|5AART|6DUST|9CGEN
255	16221 43152	   	176.69	ACR|4VULN|1AART|1CDMG	1RCR|2LIT|3CDMG|469aVULN|5AART|7LEGI|8RMIN
256	16221 43331	   	176.69	ACR|4VULN|1AART|1CDMG	1RCR|2LIT|3CDMG|4689VULN|5AART|7LEGI|aBEXP
257	16221 43332	   	176.69	ACR|4VULN|1AART|1CDMG	1RCR|2LIT|3CDMG|4689VULN|5AART|7LEGI|aLWND
258	16221 43334	   	176.69	ACR|4VULN|1AART|1CDMG	1RCR|2LIT|3CDMG|4689VULN|5AART|7LEGI|aDMSP
259	16221 43352	   	176.69	ACR|4VULN|1AART|1CDMG	1RCR|2LIT|3CDMG|468aVULN|5AART|7LEGI|9CGEN
260	16225 32236	 * 	176.65	ACR|2VULN|3CDMG|1AART|1DMG	1RCR|27LIT|378CDMG|49VULN|5DMG|67LWND|7BPWR|aAART
261	12235 35612	   	176.64	ACR|3VULN|1AART|1DMG|1ASPD	1RCR|2RMIN|3RPLT|4AART|5DMG|68aVULN|7MLV|9ASPD
262	12235 52251	   	176.64	ACR|3DMG|1AART|1VULN|1DUR	1RCR|2RMIN|3RPLT|4AART|569DMG|6BPWR|7VULN|8MLV|aDUR
263	12235 52215	   	176.64	ACR|3DMG|1AART|1VULN|1ASPD	1RCR|2RMIN|3RPLT|4AART|56aDMG|6BPWR|7VULN|8MLV|9ASPD
264	16221 43335	   	176.59	ACR|4VULN|1AART|1CDMG	1RCR|2LIT|3CDMG|4689VULN|5AART|7LEGI|aTLV
265	16221 41333	   	176.56	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	1RCR|29LIT|3CDMG|468VULN|5AART|7DUR|aASPD
266	16221 41363	   	176.56	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	1RCR|2LIT|3CDMG|468VULN|5AART|7DUR|9BEXP|aASPD
267	16221 66333	   	176.56	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	1RCR|29LIT|3CDMG|478VULN|5AART|6DUR|aASPD
268	12235 52151	   	176.54	ACR|3DMG|1AART|1VULN|1DUR	1RCR|2RMIN|3RPLT|4AART|569DMG|6BPWR|7VULN|8ERES|aDUR
269	12235 52115	   	176.54	ACR|3DMG|1AART|1VULN|1ASPD	1RCR|2RMIN|3RPLT|4AART|56aDMG|6BPWR|7VULN|8ERES|9ASPD
270	16561 12332	   	176.54	ACR|3VULN|1AART|1DMG|1DUR	1RCR|2LIT|3LWND|4AART|5DLOT|6DUR|7DMG|89aVULN
271	13452 13148	   	176.52	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1RCR|29LHND|3ZMB|4MBVNT|59DMG|6FEWX|7ASPD|89VULN|9BPWR|aCDMG
272	12654 11321	 * 	176.51	ACR|3DMG|1VULN|2CDMG|2ASPD	1RCR|2RMIN|3NUKE|49ASPD|59CDMG|679DMG|8DMSP|9BPWR|aVULN
273	13452 33148	   	176.42	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1RCR|29LHND|3ZMB|4MBVNT|59DMG|6DUST|7ASPD|89VULN|9BPWR|aCDMG
274	16221 11366	   	176.42	ACR|2AART|2VULN|1CDMG|1ZMB|1DUR	1RCR|2LIT|3CDMG|48VULN|56AART|7DUR|9BEXP|aZMB
275	23125 12461	 * 	176.42	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	1DUR|29VULN|3aAART|4LIT|5LWND|6ZMB|7RCR|8DMG
276	23126 12461	   	176.42	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	1DUR|29VULN|3aAART|4LIT|5LHND|6ZMB|7RCR|8DMG
277	53123 12461	   	176.42	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	1LHND|29VULN|3aAART|4LIT|5DUR|6ZMB|7RCR|8DMG
278	23122 12461	   	176.42	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	1DUR|29VULN|3aAART|4LIT|5ZMB|6LWND|7RCR|8DMG
279	23122 22461	   	176.42	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	1DUR|29VULN|3aAART|4LIT|5ZMB|6LHND|7RCR|8DMG
280	12235 52335	   	176.40	ACR|2AART|2DMG|1VULN|1ZMB	1RCR|2RMIN|3RPLT|49AART|56DMG|6BPWR|7VULN|8DUST|aZMB
281	31136 32126	 * 	176.39	ACR|2VULN|2DMG|1AART|2ZMB	13RMIN|26DMG|4RCR|56ZMB|6BPWR|7aVULN|8LWND|9AART
282	33363 11452	 * 	176.33	DCR|4VULN|1DMG|1CDMG|1ZMB	1RMIN|245aVULN|34ERES|4BPWR|6RCR|7ZMB|8DMG|9CDMG
283	16221 65332	   	176.32	ACR|2VULN|2AART|1CDMG|1ZMB|1DUR	1RCR|2LIT|3CDMG|4aVULN|59AART|6DUR|7ERES|8ZMB
284	15612 22261	   	176.27	ACR|2VULN|2DMG|1AART|1DUR	1RCR|24aFEWX|3aVULN|5RPLT|6TLV|7DUR|8AART|9aDMG|aBPWR
285	16221 36162	   	176.24	ACR|3VULN|1AART|1FLTHEA|1CDMG	1RCR|2LIT|3CDMG|47aVULN|5AART|6DUST|8RMIN|9FLTHEA
286	16221 43162	   	176.24	ACR|3VULN|1AART|1CDMG|1FLTHEA	1RCR|2LIT|3CDMG|46aVULN|5AART|7LEGI|8RMIN|9FLTHEA
287	16223 22552	   	176.14	ACR|3VULN|2DMG|1CDMG	1RCR|27LIT|3CDMG|479VULN|5MBVNT|67DMG|7BPWR|8RCVC|aMLV
288	16223 22553	   	176.14	ACR|3VULN|2DMG|1CDMG	1RCR|27aLIT|3CDMG|479VULN|5MBVNT|67DMG|7BPWR|8RCVC
289	16223 22554	   	176.14	ACR|3VULN|2DMG|1CDMG	1RCR|27LIT|3CDMG|479VULN|5MBVNT|67DMG|7BPWR|8RCVC|aFEWX
290	13433 35236	   	176.08	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	1RCR|2LHND|3ZMB|45DUR|6AART|7BELT|8VULN|9aDMG
291	31135 22313	   	176.08	ACR|3VULN|3DMG|1ASPD	13RMIN|25aDMG|4RCR|6ASPD|7aLIT|89aVULN|aBPWR
292	23135 42311	   	175.96	DCR|2VULN|2DMG|1AART|3DUR	167DUR|28VULN|3AART|4aLWND|56DMG|6BPWR|9RCR
293	23135 42313	   	175.96	DCR|2VULN|2DMG|1AART|3DUR	167DUR|28VULN|3AART|4LWND|56DMG|6BPWR|9RCR|aBEXP
294	11343 22264	   	175.94	ACR|3VULN|1AART|1DMG|1ASPD	1RCR|2BELT|3FEWX|4ERES|5AART|6ASPD|7DMG|89aVULN
295	11523 22224	   	175.94	ACR|3VULN|1AART|1DMG|1ASPD	1RCR|2BELT|3BEXP|4TLV|5AART|6ASPD|7DMG|89aVULN
296	11543 22224	   	175.94	ACR|3VULN|1AART|1DMG|1ASPD	1RCR|2BELT|3BEXP|4ERES|5AART|6ASPD|7DMG|89aVULN
297	31131 65433	   	175.88	ACR|3VULN|3DMG|1DUR	13RMIN|279DMG|4RCR|57DUST|67aVULN|7BPWR|8DUR
298	23135 42316	   	175.86	DCR|2VULN|2DMG|1AART|3DUR	167DUR|28VULN|3AART|4LWND|56DMG|6BPWR|9RCR|aERES
299	11243 22264	   	175.84	ACR|3VULN|1AART|1DMG|1ASPD	1RCR|2BELT|3DUST|4ERES|5AART|6ASPD|7DMG|89aVULN
300	16222 26163	   	175.84	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1DUR|1ASPD	1RCR|2LIT|3CDMG|4VULN|5DUR|6DMG|7AART|8DMSP|9FLTHEA|aASPD
301	16222 36163	   	175.84	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1DUR|1ASPD	1RCR|2LIT|3CDMG|4VULN|5DUR|6ASPD|7AART|8DMSP|9FLTHEA|aDMG
302	14124 16312	   	175.72	ACR|3VULN|1DMG|1CDMG|2DUR|1ASPD	1RCR|29DUR|3DMSP|4ASPD|5CDMG|6DMG|78aVULN
303	16221 26132	   	175.59	ACR|3VULN|1AART|1CDMG|1ZMB	1RCR|2LIT|3CDMG|47aVULN|5AART|6ZMB|8RCVC|9LHND
304	16221 26142	   	175.59	ACR|3VULN|1AART|1CDMG|1ZMB	1RCR|2LIT|3CDMG|47aVULN|5AART|6ZMB|8RCVC|9BEXP
305	16221 26152	   	175.59	ACR|3VULN|1AART|1CDMG|1ZMB	1RCR|2LIT|3CDMG|479VULN|5AART|6ZMB|8RCVC|aFEWX
306	53412 51232	   	175.57	DCR|4VULN|2DMG|1ZMB	1LHND|247aVULN|3ZMB|5BEXP|69DMG|8RCR
307	16211 26362	 * 	175.54	ACR|2VULN|1AART|2ZMB|1CDMG|1FLTHEA	1RCR|2LIT|3CDMG|4LWND|5AART|68ZMB|7aVULN|9FLTHEA
308	13345 31241	   	175.54	ACR|3DMG|1AART|1VULN|1DUR	1RCR|2478LHND|347DUST|478BPWR|578DMG|6AART|9DUR|aVULN
309	16221 26122	   	175.49	ACR|3VULN|1AART|1CDMG|1ZMB	1RCR|2LIT|3CDMG|47aVULN|5AART|6ZMB|8RCVC|9DUST
310	33363 15126	 * 	175.48	DCR|4VULN|1AART|1DMG	1RMIN|245aVULN|34ERES|4BPWR|6RCR|7DMG|8LWND|9AART
311	25213 51233	   	175.45	DCR|3DMG|1AART|1VULN|2DUR|1SELL	17DUR|2SELL|3AART|46RCVC|578DMG|7BPWR|9RCR|aVULN
312	16231 23462	   	175.39	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|2DUR	1RCR|2LIT|3CDMG|4FEWX|5AART|6FLTHEA|78DUR|9VULN|aDMG
313	51516 31122	   	175.37	DCR|2VULN|2DMG|1AART|1CDMG	1LHND|24DMG|3AART|5CDMG|6aVULN|7LIT|8RCVC|9RCR
314	16222 36152	   	175.36	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	1RCR|2LIT|3CDMG|49aVULN|5DUR|6ASPD|7AART|8DMSP
315	16222 36432	   	175.36	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	1RCR|2LIT|3CDMG|48aVULN|5DUR|6ASPD|7AART|9MGNSTR
316	13164 25213	   	175.33	ACR|3VULN|2AART|1CDMG	1RCR|2LHND|34AART|589VULN|6MLV|7BELT|aCDMG
317	13164 41213	   	175.33	ACR|3VULN|2AART|1CDMG	1RCR|26LHND|34AART|569VULN|6BPWR|7ERES|8BELT|aCDMG
318	13164 63333	   	175.31	ACR|2AART|1VULN|1DMG|2CDMG|1DUR	1RCR|2LHND|34AART|5VULN|6DUR|7CANHEL|8aCDMG|9DMG
319	13165 26313	   	175.26	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1RCR|2LHND|34AART|5DMG|6VULN|7RCVC|8ERES|9CDMG|aZMB
320	13135 21515	   	175.23	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|24LHND|3AART|4BPWR|5aDMG|6VULN|7LWND|8CDMG|9ASPD
321	13135 25332	   	175.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|24LHND|3AART|4BPWR|59DMG|6VULN|7BELT|8DUR|aCDMG
322	13135 25352	   	175.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|24LHND|3AART|4BPWR|5DMG|69VULN|7BELT|8DUR|aCDMG
323	13134 46311	   	175.23	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|246LHND|3AART|46BPWR|56VULN|7DMG|8ERES|9CDMG|aASPD
324	13135 25242	   	175.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|24LHND|3AART|4BPWR|5DMG|68VULN|7BELT|9DUR|aCDMG
325	13133 21535	   	175.23	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|24LHND|3AART|4BPWR|5ASPD|6VULN|7LWND|8CDMG|9aDMG
326	13165 26333	   	175.14	ACR|2AART|2VULN|1DMG|1DUR	1RCR|2LHND|34AART|5DMG|69VULN|7RCVC|8ERES|aDUR
327	13121 12334	   	175.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2LHND|3AART|4LIT|5DLOT|6DUR|7DMG|89VULN|aCDMG
328	16222 46332	   	175.12	ACR|2VULN|2AART|1CDMG|1ZMB|1DUR	1RCR|2LIT|3CDMG|4aVULN|5DUR|6ERES|79AART|8ZMB
