0	Index      	 *	Score 	Summary	Detail	
1	62215 23633	 * 	180.32	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1NUKE|25DMG|3CGEN|4AART|6RCR|7CDMG|8ZMB|9ASPD|aVULN
164	53523 62113	   	161.37	DCR|4VULN|1AART|1CDMG	1BEXP|2CDMG|3BELT|4589VULN|6AART|7MLV|aRCR
165	22324 63316	   	161.35	DCR|2VULN|2DMG|1AART|1DUR	1FEWX|2CGEN|35VULN|4DUR|6BEXP|79DMG|8AART|aRCR
166	22334 32316	   	161.35	DCR|2VULN|2DMG|1AART|1DUR	1FEWX|2CGEN|35VULN|4BEXP|69DMG|7DUR|8AART|aRCR
167	22334 53316	   	161.35	DCR|2VULN|2DMG|1AART|1DUR	1FEWX|2CGEN|35VULN|4BEXP|6DUR|79DMG|8AART|aRCR
168	32621 21216	   	161.30	ACR|2AART|1VULN|1DMG|2ZMB|1DUR	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|89ZMB|aDUR
169	32621 21253	   	161.30	ACR|2AART|1VULN|1DMG|2ZMB|1DUR	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|8aZMB|9DUR
170	32321 61134	   	161.28	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2AART|38FEWX|4DMG|59VULN|6LWND|7RCR|aCDMG
171	32631 21543	 * 	161.26	ACR|3AART|2VULN|1DMG	1LIT|239AART|4LEGI|5RCR|6RPLT|7DMG|8aVULN
172	32631 25263	   	161.26	ACR|3AART|2VULN|1DMG	1LIT|237AART|4LEGI|5RCR|6RPLT|8aVULN|9DMG
173	22314 32316	   	161.25	DCR|2VULN|2DMG|1AART|1DUR	1FEWX|2CGEN|35VULN|4DUST|69DMG|7DUR|8AART|aRCR
174	22314 53316	   	161.25	DCR|2VULN|2DMG|1AART|1DUR	1FEWX|2CGEN|35VULN|4DUST|6DUR|79DMG|8AART|aRCR
175	31225 25316	   	161.22	DCR|3VULN|3DMG	18LIT|28DUST|3ERES|467VULN|589DMG|8BPWR|aRCR
176	33423 62351	 * 	161.19	ACR|3VULN|1AART|1CDMG|1ZMB	16LIT|2LWND|3CGEN|467VULN|5RCR|6BPWR|8ZMB|9CDMG|aAART
177	32321 21134	   	161.18	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2AART|38FEWX|4DMG|59VULN|6LEGI|7RCR|aCDMG
178	32224 22817	   	161.11	DCR|2AART|2VULN|1DMG|1DUR	1LIT|27AART|36VULN|4BEXP|5MBVNT|8DMG|9RCR|aDUR
179	33423 22351	   	161.09	ACR|3VULN|1AART|1CDMG|1ZMB	1LIT|2LWND|3CGEN|467VULN|5RCR|8ZMB|9CDMG|aAART
180	26322 13624	   	161.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2MLV|38VULN|4DUR|5MGNSTR|6AART|7CDMG|9RCR|aDMG
181	32234 22817	   	161.01	DCR|2AART|2VULN|1DMG|1DUR	1LIT|27AART|36VULN|4DUST|5MBVNT|8DMG|9RCR|aDUR
182	62215 26111	 * 	160.96	DCR|2DMG|1AART|1VULN|2DUR	1NUKE|25DMG|3CGEN|4AART|6RCR|79DUR|8VULN|aFEWX
183	62215 26113	   	160.96	DCR|2DMG|1AART|1VULN|2DUR	1NUKE|25DMG|3CGEN|4AART|6RCR|79DUR|8VULN|aBEXP
184	53133 83123	   	160.64	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1BEXP|2CDMG|3DMG|4LWND|5MBVNT|6VULN|79AART|8RCR|aZMB
185	53131 23113	   	160.40	DCR|1AART|1DMG|2CDMG|1VULN|1ZMB	1BEXP|29CDMG|3DMG|4LWND|5LHND|6RCR|7AART|8ZMB|aVULN
186	32621 22453	 * 	160.36	ACR|2AART|2VULN|2DUR|1ZMB	17LIT|23AART|47VULN|5RCR|6RPLT|7BPWR|89DUR|aZMB
187	34131 21616	 * 	160.32	DCR|4VULN|2ZMB|1CDMG	128LIT|28BPWR|3BASHEA|48ZMB|5789VULN|6RCR|aCDMG
188	62215 23632	   	160.25	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1NUKE|25DMG|3CGEN|4AART|6RCR|7CDMG|8ZMB|9ASPD|aLIT
189	12136 32511	   	160.20	DCR|2VULN|2DMG|1CDMG|1DUR	1DMSP|2BELT|34DMG|5CDMG|6RCR|79VULN|8FEWX|aDUR
190	62215 23621	   	160.15	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1NUKE|25DMG|3CGEN|4AART|6RCR|7CDMG|8ZMB|9ERES|aDUR
191	12136 32411	   	160.10	DCR|2VULN|2DMG|1CDMG|1DUR	1DMSP|2BELT|34DMG|5CDMG|6RCR|79VULN|8MBVNT|aDUR
192	32621 21611	   	160.09	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|8CDMG|9ASPD|aRMIN
193	32621 21624	   	160.09	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|8CDMG|9FEWX|aDUR
194	11213 65523	   	160.08	DCR|2VULN|1AART|1DMG|1CDMG	1DMSP|2BEXP|3CGEN|4AART|5aVULN|6BELT|7RCR|8DMG|9CDMG
195	12136 32621	   	160.08	DCR|2DMG|1AART|1VULN|1CDMG	1DMSP|2BELT|34DMG|5CDMG|6RCR|7VULN|8AART|9aLWND
196	12136 32622	   	160.08	DCR|2DMG|1AART|1VULN|1CDMG	1DMSP|2BELT|34DMG|5CDMG|6RCR|7VULN|8AART|9LWND|aBEXP
197	12136 32625	   	160.08	DCR|2DMG|1AART|1VULN|1CDMG	1DMSP|2BELT|34DMG|5CDMG|6RCR|7VULN|8AART|9LWND|aRPLT
198	12136 32632	   	160.08	DCR|2DMG|1AART|1VULN|1CDMG	1DMSP|2BELT|34DMG|5CDMG|6RCR|7VULN|8AART|9CGEN|aRPLT
199	12136 32636	   	160.08	DCR|2DMG|1AART|1VULN|1CDMG	1DMSP|2BELT|34DMG|5CDMG|6RCR|7VULN|8AART|9CGEN|aFEWX
200	12136 32641	   	160.08	DCR|2DMG|1AART|1VULN|1CDMG	1DMSP|2BELT|34DMG|5CDMG|6RCR|7VULN|8AART|9BEXP|aLWND
201	12136 32661	   	160.08	DCR|2DMG|1AART|1VULN|1CDMG	1DMSP|2BELT|34DMG|5CDMG|6RCR|7VULN|8AART|9LIT|aLWND
202	32321 61163	   	160.06	DCR|2DMG|1AART|1VULN|2DUR	1aLIT|2AART|38FEWX|4aDMG|5VULN|6LWND|7RCR|9aDUR|aBPWR
203	32621 21614	   	159.99	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|8CDMG|9ASPD|aMBVNT
204	32621 21616	   	159.99	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|8CDMG|9ASPD|aDUST
205	12136 32624	   	159.98	DCR|2DMG|1AART|1VULN|1CDMG	1DMSP|2BELT|34DMG|5CDMG|6RCR|7VULN|8AART|9LWND|aERES
206	12136 32633	   	159.98	DCR|2DMG|1AART|1VULN|1CDMG	1DMSP|2BELT|34DMG|5CDMG|6RCR|7VULN|8AART|9CGEN|aERES
207	12136 32642	   	159.98	DCR|2DMG|1AART|1VULN|1CDMG	1DMSP|2BELT|34DMG|5CDMG|6RCR|7VULN|8AART|9BEXP|aMBVNT
208	12136 32643	   	159.98	DCR|2DMG|1AART|1VULN|1CDMG	1DMSP|2BELT|34DMG|5CDMG|6RCR|7VULN|8AART|9BEXP|aCANHEL
209	62232 13314	   	159.98	DCR|2DMG|1AART|1VULN|1CDMG	1NUKE|29DMG|3CGEN|4RPLT|5CDMG|6RCR|7BEXP|8AART|aVULN
210	62232 15314	   	159.98	DCR|2DMG|1AART|1VULN|1CDMG	1NUKE|29DMG|3CGEN|4RPLT|5CDMG|6RCR|7LWND|8AART|aVULN
211	62232 16314	   	159.98	DCR|2DMG|1AART|1VULN|1CDMG	1NUKE|29DMG|3CGEN|4RPLT|5CDMG|6RCR|7FEWX|8AART|aVULN
212	12136 32366	   	159.93	DCR|2DMG|1VULN|2CDMG|1ZMB|1DUR	1DMSP|2BELT|34DMG|58CDMG|6RCR|7VULN|9DUR|aZMB
213	12136 33336	   	159.93	DCR|2DMG|1VULN|2CDMG|1ZMB|1DUR	1DMSP|2BELT|34DMG|58CDMG|6RCR|7DUR|9VULN|aZMB
214	62232 11314	   	159.88	DCR|2DMG|1AART|1VULN|1CDMG	1NUKE|29DMG|3CGEN|4RPLT|5CDMG|6RCR|7DUST|8AART|aVULN
215	12136 31113	   	159.85	DCR|3DMG|3ZMB|1CDMG	1DMSP|2BELT|349DMG|5CDMG|6RCR|79BEXP|89aZMB|9BPWR
216	32621 65322	 * 	159.82	ACR|3VULN|2AART|1ASPD	17LIT|23AART|479VULN|5RCR|67MLV|7BPWR|8ASPD|aLWND
217	32621 65323	   	159.82	ACR|3VULN|2AART|1ASPD	17LIT|23AART|479VULN|5RCR|67MLV|7BPWR|8ASPD|aDMSP
218	32621 22423	   	159.72	ACR|3VULN|2AART|1DUR	17LIT|23AART|47aVULN|5RCR|6RPLT|7BPWR|8DUR|9LWND
219	32621 55322	   	159.72	ACR|3VULN|2AART|1ASPD	16LIT|23AART|469VULN|5RCR|6BPWR|7RMIN|8ASPD|aLWND
220	32621 55323	   	159.72	ACR|3VULN|2AART|1ASPD	16LIT|23AART|469VULN|5RCR|6BPWR|7RMIN|8ASPD|aDMSP
221	32621 65321	   	159.72	ACR|3VULN|2AART|1ASPD	17LIT|23AART|479VULN|5RCR|67MLV|7BPWR|8ASPD|aERES
222	53523 16121	   	159.70	DCR|2VULN|2DMG|1CDMG|1DUR	1BEXP|2CDMG|3BELT|45VULN|69DMG|7RCR|8RCVC|aDUR
223	22111 24116	   	159.68	DCR|2VULN|1AART|1DMG|1CDMG	19FEWX|29CGEN|3LIT|4CDMG|5AART|69VULN|7RCR|8RPLT|9BPWR|aDMG
224	26111 24116	   	159.68	DCR|2VULN|1AART|1DMG|1CDMG	19FEWX|29MLV|3LIT|4CDMG|5AART|69VULN|7RCR|8RPLT|9BPWR|aDMG
225	32121 21613	   	159.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LIT|2AART|3DMSP|4VULN|5RCR|6RPLT|7DMG|8CDMG|9ASPD|aZMB
226	63234 16312	 * 	159.63	ACR|4VULN|2CDMG|2DUR	1NUKE|28CDMG|3MLV|48DUR|5RCR|678aVULN|8BPWR|9LWND
227	63234 16332	   	159.63	ACR|4VULN|2CDMG|2DUR	1NUKE|28CDMG|3MLV|48DUR|5RCR|678aVULN|8BPWR|9LHND
228	62215 21533	   	159.63	DCR|2DMG|1AART|1VULN|1ZMB	1NUKE|25DMG|39CGEN|4AART|6RCR|7ERES|8VULN|aZMB
229	32621 24423	   	159.62	ACR|3VULN|2AART|1DUR	1LIT|23AART|47aVULN|5RCR|6RPLT|8DUR|9LWND
230	32621 55321	   	159.62	ACR|3VULN|2AART|1ASPD	16LIT|23AART|469VULN|5RCR|6BPWR|7RMIN|8ASPD|aERES
231	31225 23413	   	159.60	DCR|3DMG|2VULN|1DUR	1LIT|2DUST|3ERES|46VULN|589DMG|7RCR|aDUR
232	25211 24116	   	159.58	DCR|2VULN|1AART|1DMG|1CDMG	19FEWX|29LIT|3ERES|4CDMG|5AART|69VULN|7RCR|8RPLT|9BPWR|aDMG
233	12136 31332	 * 	159.57	DCR|2VULN|2DMG|2CDMG	1DMSP|2BELT|34DMG|58CDMG|6RCR|7BEXP|9aVULN
234	12136 32325	   	159.57	DCR|2VULN|2DMG|2CDMG	1DMSP|2BELT|34DMG|58CDMG|6RCR|7aVULN|9RPLT
235	12136 32331	   	159.57	DCR|2VULN|2DMG|2CDMG	1DMSP|2BELT|34DMG|58CDMG|6RCR|79VULN|aLHND
236	12136 32334	   	159.57	DCR|2VULN|2DMG|2CDMG	1DMSP|2BELT|34DMG|58CDMG|6RCR|79VULN|aMLV
237	12136 32551	   	159.48	DCR|2DMG|1AART|1VULN|1CDMG	1DMSP|2BELT|34DMG|5CDMG|6RCR|7VULN|8FEWX|9AART|aLWND
238	22111 24146	   	159.48	DCR|2DMG|1AART|1VULN|1CDMG	1FEWX|2CGEN|3LIT|4CDMG|5AART|6VULN|7RCR|8RPLT|9aDMG
239	12136 32332	   	159.47	DCR|2VULN|2DMG|2CDMG	1DMSP|2BELT|34DMG|58CDMG|6RCR|79VULN|aDUST
240	12136 32333	   	159.47	DCR|2VULN|2DMG|2CDMG	1DMSP|2BELT|34DMG|58CDMG|6RCR|79VULN|aLSRREG
241	12136 32335	   	159.47	DCR|2VULN|2DMG|2CDMG	1DMSP|2BELT|34DMG|58CDMG|6RCR|79VULN|aMBVNT
242	12136 32336	   	159.47	DCR|2VULN|2DMG|2CDMG	1DMSP|2BELT|34DMG|58CDMG|6RCR|79VULN|aERES
243	32621 21634	   	159.47	ACR|2AART|1VULN|2CDMG|1DMG	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|8aCDMG|9MLV
244	33213 64452	   	159.46	DCR|2VULN|2DMG|1CDMG|1ZMB	1LIT|2aLWND|3ERES|4CDMG|5MBVNT|6aDMG|7ZMB|8RCR|9aVULN|aBPWR
245	12136 31464	   	159.38	DCR|2DMG|1AART|1VULN|1CDMG	1DMSP|2BELT|34DMG|5CDMG|6RCR|7BEXP|8MBVNT|9AART|aVULN
246	12136 32461	   	159.38	DCR|2DMG|1AART|1VULN|1CDMG	1DMSP|2BELT|34DMG|5CDMG|6RCR|7VULN|8MBVNT|9AART|aLWND
247	12136 32462	   	159.38	DCR|2DMG|1AART|1VULN|1CDMG	1DMSP|2BELT|34DMG|5CDMG|6RCR|7VULN|8MBVNT|9AART|aRPLT
248	12136 32552	   	159.38	DCR|2DMG|1AART|1VULN|1CDMG	1DMSP|2BELT|34DMG|5CDMG|6RCR|7VULN|8FEWX|9AART|aMBVNT
249	12136 32553	   	159.38	DCR|2DMG|1AART|1VULN|1CDMG	1DMSP|2BELT|34DMG|5CDMG|6RCR|7VULN|8FEWX|9AART|aCANHEL
250	32121 21626	   	159.29	ACR|2DMG|1AART|1VULN|1CDMG	1LIT|2AART|3DMSP|4VULN|5RCR|6RPLT|7aDMG|8CDMG|9FEWX
251	63631 21136	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1NUKE|2CDMG|3aVULN|4LWND|5LEGI|6RCR|7MLV|8DMG|9AART
252	34131 21324	   	159.26	DCR|3VULN|1AART|1ZMB|1DUR	12LIT|2BPWR|3BASHEA|4ZMB|57aVULN|6RCR|8DUR|9AART
253	34431 21324	   	159.26	DCR|3VULN|1AART|1ZMB|1DUR	12LIT|2BPWR|3AIRHEL|4ZMB|57aVULN|6RCR|8DUR|9AART
254	32262 52232	   	159.25	DCR|2AART|2VULN|1ZMB|1DUR	1LIT|2aAART|39VULN|4BELT|5DUR|6RCR|7CANHEL|8ZMB
255	32221 66242	 * 	159.17	DCR|2AART|2VULN|2CDMG	1aLIT|29AART|3aVULN|4BEXP|5RMIN|6LWND|7RCR|8aCDMG|aBPWR
256	32322 31333	 * 	159.17	DCR|2AART|2DMG|1VULN	1LIT|2aAART|36FEWX|46DMG|5BELT|6BPWR|7RCR|8RPLT|9VULN
257	53124 15331	 * 	159.15	ACR|3VULN|3CDMG|1DMG|1SELL	18BEXP|278CDMG|3DMG|4ERES|5RCR|68aVULN|8BPWR|9SELL
258	53523 32223	   	159.14	DCR|3VULN|1DMG|2CDMG|1ZMB	1BEXP|26CDMG|3BELT|456VULN|6BPWR|7FEWX|8ZMB|9DMG|aRCR
259	32231 66242	   	159.07	DCR|2AART|2VULN|2CDMG	1aLIT|29AART|3aVULN|4DUST|5RMIN|6LWND|7RCR|8aCDMG|aBPWR
260	32121 21224	   	159.02	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB	1LIT|2AART|3DMSP|4VULN|5RCR|6RPLT|7DMG|8ZMB|9aCDMG
261	32321 61311	   	158.83	DCR|2DMG|1AART|1VULN|1ZMB	19LIT|2AART|3FEWX|49DMG|5VULN|6LWND|7RCR|89MLV|9BPWR|aZMB
262	23321 24421	   	158.82	DCR|3VULN|1AART|1DMG|1DUR	1FEWX|2DUR|3LIT|4LWND|567VULN|8DMG|9AART|aRCR
263	31332 53441	   	158.82	DCR|3VULN|1AART|1DMG|1DUR	15LIT|2DUST|3FEWX|456VULN|5BPWR|7DUR|8DMG|9AART|aRCR
264	31331 53441	   	158.72	DCR|3VULN|1AART|1DMG|1DUR	1LIT|2DUST|3FEWX|456VULN|7DUR|8DMG|9AART|aRCR
265	31333 24441	   	158.72	DCR|3VULN|1AART|1DMG|1DUR	1LIT|2DUST|3FEWX|467VULN|5DUR|8DMG|9AART|aRCR
266	32121 21335	   	158.70	ACR|2AART|2DMG|1VULN	1LIT|2aAART|3DMSP|4VULN|5RCR|6RPLT|78DMG|9RCVC
267	32621 21333	   	158.70	ACR|2AART|2DMG|1VULN	1LIT|23AART|4VULN|5RCR|6RPLT|78DMG|9RCVC|aCGEN
268	32621 21336	   	158.70	ACR|2AART|2DMG|1VULN	1LIT|23AART|4VULN|5RCR|6RPLT|78DMG|9RCVC|aFEWX
269	32321 61511	   	158.63	DCR|2DMG|1AART|1VULN|1ZMB	19LIT|2AART|3FEWX|49DMG|5VULN|6LWND|7RCR|89ERES|9BPWR|aZMB
270	12332 65132	   	158.61	DCR|2VULN|2DMG|1AART	1DMSP|2BELT|3RMIN|45DMG|67VULN|8RCR|9AART|aRPLT
271	12332 65133	   	158.61	DCR|2VULN|2DMG|1AART	1DMSP|2BELT|3RMIN|45DMG|67VULN|8RCR|9AART|aMLV
272	12332 65134	   	158.61	DCR|2VULN|2DMG|1AART	1DMSP|2BELT|3RMIN|45DMG|67VULN|8RCR|9AART|aFEWX
273	12332 65136	   	158.61	DCR|2VULN|2DMG|1AART	1DMSP|2BELT|3RMIN|45DMG|67VULN|8RCR|9AART|aBEXP
274	32621 21331	   	158.60	ACR|2AART|2DMG|1VULN	1LIT|23AART|4VULN|5RCR|6RPLT|78DMG|9RCVC|aCANHEL
275	32214 28811	   	158.58	DCR|3VULN|1AART|1DMG	17LIT|2AART|367VULN|47FEWX|5MBVNT|7BPWR|8DMG|9RCR|aRMIN
276	32214 28813	   	158.58	DCR|3VULN|1AART|1DMG	17LIT|2AART|367VULN|47FEWX|5MBVNT|7BPWR|8DMG|9RCR|aRPLT
277	32214 28814	   	158.58	DCR|3VULN|1AART|1DMG	17LIT|2AART|367VULN|47aFEWX|5MBVNT|7BPWR|8DMG|9RCR
278	32224 28811	   	158.58	DCR|3VULN|1AART|1DMG	17LIT|2AART|367VULN|47BEXP|5MBVNT|7BPWR|8DMG|9RCR|aRMIN
279	32224 28813	   	158.58	DCR|3VULN|1AART|1DMG	17LIT|2AART|367VULN|47BEXP|5MBVNT|7BPWR|8DMG|9RCR|aRPLT
280	32224 28814	   	158.58	DCR|3VULN|1AART|1DMG	17LIT|2AART|367VULN|47BEXP|5MBVNT|7BPWR|8DMG|9RCR|aFEWX
281	12136 33111	   	158.55	DCR|3DMG|2ZMB|1CDMG|2DUR	1aDMSP|2BELT|349DMG|5CDMG|6RCR|79DUR|89ZMB|9BPWR
282	12136 33114	   	158.55	DCR|3DMG|2ZMB|1CDMG|2DUR	1DMSP|2BELT|349DMG|5CDMG|6RCR|79DUR|89ZMB|9BPWR|aLIT
283	12136 33115	   	158.55	DCR|3DMG|2ZMB|1CDMG|2DUR	1DMSP|2BELT|349DMG|5CDMG|6RCR|79DUR|89ZMB|9BPWR|aFEWX
284	12332 65135	   	158.51	DCR|2VULN|2DMG|1AART	1DMSP|2BELT|3RMIN|45DMG|67VULN|8RCR|9AART|aTLV
285	33423 62311	 * 	158.50	ACR|4VULN|1DMG|1ZMB	16LIT|2LWND|3CGEN|467aVULN|5RCR|6BPWR|8ZMB|9DMG
286	12136 33116	   	158.45	DCR|3DMG|2ZMB|1CDMG|2DUR	1DMSP|2BELT|349DMG|5CDMG|6RCR|79DUR|89ZMB|9BPWR|aMBVNT
287	22123 66422	   	158.43	ACR|2VULN|2DMG|1AART	16FEWX|2CGEN|3LIT|46VULN|5RCR|6BPWR|78DMG|9ERES|aAART
288	31631 36623	   	158.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LIT|2DUST|37VULN|4CDMG|5DUR|6MBVNT|8DMG|9RCR|aAART
289	33423 22311	   	158.40	ACR|4VULN|1DMG|1ZMB	1LIT|2LWND|3CGEN|467aVULN|5RCR|8ZMB|9DMG
290	32234 28811	   	158.38	DCR|3VULN|1AART|1DMG	17LIT|2AART|367VULN|47DUST|5MBVNT|7BPWR|8DMG|9RCR|aRMIN
291	32234 28813	   	158.38	DCR|3VULN|1AART|1DMG	17LIT|2AART|367VULN|47DUST|5MBVNT|7BPWR|8DMG|9RCR|aRPLT
292	32234 28814	   	158.38	DCR|3VULN|1AART|1DMG	17LIT|2AART|367VULN|47DUST|5MBVNT|7BPWR|8DMG|9RCR|aFEWX
293	22123 26422	   	158.33	ACR|2VULN|2DMG|1AART	1FEWX|2CGEN|3LIT|46VULN|5RCR|78DMG|9ERES|aAART
294	22363 26422	   	158.33	ACR|2VULN|2DMG|1AART	1FEWX|2CGEN|36VULN|4LIT|5RCR|78DMG|9ERES|aAART
295	31631 32624	 * 	158.29	DCR|2VULN|2DMG|1CDMG|2DUR	1aLIT|2DUST|3aVULN|4CDMG|57DUR|6MBVNT|8aDMG|9RCR|aBPWR
296	31225 33415	   	158.28	DCR|3DMG|1AART|1VULN	16LIT|2DUST|3ERES|4VULN|589DMG|7RCR|aAART
297	31423 26422	   	158.23	ACR|2VULN|2DMG|1AART	1LIT|2DUST|3CGEN|46VULN|5RCR|78DMG|9ERES|aAART
298	53224 13533	 * 	158.20	ACR|3VULN|1AART|2CDMG	19BEXP|24CDMG|3LHND|5RCR|68aVULN|7AART
299	31225 13415	   	158.18	DCR|3DMG|1AART|1VULN	1LIT|26DUST|3ERES|4VULN|589DMG|7RCR|aAART
300	43632 32125	   	158.06	DCR|2VULN|2AART|1CDMG|1ZMB	13TLV|2ZMB|4aVULN|5MGNSTR|6CDMG|79AART|8RCR
301	62215 23135	   	157.97	DCR|3DMG|1AART|1CDMG	1NUKE|25aDMG|3CGEN|4AART|6RCR|7CDMG|8BEXP|9RMIN
302	62215 23235	   	157.97	DCR|3DMG|1AART|1CDMG	1NUKE|25aDMG|3CGEN|4AART|6RCR|7CDMG|8LWND|9RMIN
303	22123 66413	   	157.92	ACR|3DMG|2VULN|1ASPD	16FEWX|2CGEN|3LIT|46VULN|5RCR|6BPWR|789DMG|aASPD
304	65363 22331	   	157.88	DCR|4VULN|1DMG|1ZMB	1NUKE|2LWND|379aVULN|4ZMB|5DMG|6LIT|8RCR
305	62215 22113	   	157.87	DCR|2DMG|1AART|1VULN|1ASPD	1NUKE|25DMG|3CGEN|4AART|6RCR|7RCVC|8RPLT|9ASPD|aVULN
306	62215 23123	   	157.87	DCR|3DMG|1AART|1CDMG	1NUKE|25aDMG|3CGEN|4AART|6RCR|7CDMG|8BEXP|9LSRHEA
307	62215 23223	   	157.87	DCR|3DMG|1AART|1CDMG	1NUKE|25aDMG|3CGEN|4AART|6RCR|7CDMG|8LWND|9LSRHEA
308	22123 26413	   	157.82	ACR|3DMG|2VULN|1ASPD	1FEWX|2CGEN|3LIT|46VULN|5RCR|789DMG|aASPD
309	22363 26413	   	157.82	ACR|3DMG|2VULN|1ASPD	1FEWX|2CGEN|36VULN|4LIT|5RCR|789DMG|aASPD
310	53523 16111	   	157.77	DCR|3VULN|1DMG|1CDMG|1DUR	1BEXP|2CDMG|3BELT|459VULN|6DMG|7RCR|8RCVC|aDUR
311	32261 56313	   	157.76	DCR|2AART|1VULN|1DMG|1ASPD|1DUR	1LIT|28AART|3VULN|4BELT|5LHND|6RCR|7DMG|9DUR|aASPD
312	22123 62224	   	157.72	ACR|3VULN|1AART|1CDMG|1DUR	16FEWX|2CGEN|3LIT|467VULN|5RCR|6BPWR|8DUR|9AART|aCDMG
313	31423 26413	   	157.72	ACR|3DMG|2VULN|1DUR	1LIT|2DUST|3CGEN|46VULN|5RCR|789DMG|aDUR
314	66215 32231	 * 	157.68	DCR|2DMG|1AART|1VULN|3DUR	1NUKE|237DUR|4AART|57DMG|6RPLT|7BPWR|8VULN|9RCR|aLWND
315	66215 32232	   	157.68	DCR|2DMG|1AART|1VULN|3DUR	1NUKE|237DUR|4AART|57DMG|6RPLT|7BPWR|8VULN|9RCR|aLIT
316	66215 32233	   	157.68	DCR|2DMG|1AART|1VULN|3DUR	1NUKE|237DUR|4AART|57DMG|6RPLT|7BPWR|8VULN|9RCR|aCGEN
317	22123 22224	   	157.62	ACR|3VULN|1AART|1CDMG|1DUR	1FEWX|2CGEN|3LIT|467VULN|5RCR|8DUR|9AART|aCDMG
318	22363 22224	   	157.62	ACR|3VULN|1AART|1CDMG|1DUR	1FEWX|2CGEN|367VULN|4LIT|5RCR|8DUR|9AART|aCDMG
319	25423 22224	   	157.62	ACR|3VULN|1AART|1CDMG|1DUR	1FEWX|2LIT|3CGEN|467VULN|5RCR|8DUR|9AART|aCDMG
320	32621 51214	   	157.62	ACR|2AART|2VULN|1CDMG|1ASPD	16LIT|23AART|46VULN|5RCR|6BPWR|7DUST|8BEXP|9ASPD|aCDMG
321	31225 23356	   	157.60	DCR|2VULN|2DMG|1CDMG|1DUR	1LIT|2DUST|3ERES|46VULN|5aDMG|7RCR|8CDMG|9DUR
322	31225 23433	   	157.60	DCR|2VULN|2DMG|1CDMG|1DUR	1LIT|2DUST|3ERES|46VULN|58DMG|7RCR|9CDMG|aDUR
323	22123 62235	 * 	157.58	ACR|4VULN|1AART|1DUR	16FEWX|2CGEN|3LIT|4679VULN|5RCR|6BPWR|8DUR|aAART
324	65333 12311	   	157.58	DCR|2DMG|1AART|1VULN|1CDMG	1NUKE|246LWND|3VULN|5CDMG|7RCR|8AART|9aDMG
325	32631 24336	   	157.52	ACR|2AART|2VULN|1CDMG|1DUR	1LIT|23AART|4LEGI|5RCR|6RPLT|79VULN|8CDMG|aDUR
326	63541 11333	   	157.50	ACR|2VULN|1AART|2CDMG|2ZMB	1NUKE|2aCDMG|3aZMB|4RPLT|5RCR|6FEWX|7AART|8LIT|9aVULN|aBPWR
327	32262 53353	   	157.49	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1LIT|2AART|37VULN|4BELT|5DUR|6RCR|8CGEN|9CDMG|aASPD
328	22123 22235	   	157.48	ACR|4VULN|1AART|1DUR	1FEWX|2CGEN|3LIT|4679VULN|5RCR|8DUR|aAART
329	22363 22235	   	157.48	ACR|4VULN|1AART|1DUR	1FEWX|2CGEN|3679VULN|4LIT|5RCR|8DUR|aAART
330	25423 22235	   	157.48	ACR|4VULN|1AART|1DUR	1FEWX|2LIT|3CGEN|4679VULN|5RCR|8DUR|aAART
331	31225 23634	   	157.48	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2DUST|3ERES|46VULN|5DMG|7RCR|8AART|9MLV|aCDMG
332	32621 21231	   	157.45	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|8ZMB|9ASPD|aLWND
333	32621 21233	   	157.45	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|8ZMB|9ASPD|aBEXP
334	32621 21234	   	157.45	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1aLIT|23AART|4VULN|5RCR|6RPLT|7DMG|8ZMB|9ASPD
