0	Index      	 *	Score 	Summary	Detail	
1	66253 13312	 * 	193.12	DCR|3VULN|3DMG|2CDMG|1DUR	1LHND|25CDMG|345DMG|5BPWR|67aVULN|8RCR|9DUR
164	26213 33232	   	167.14	ACR|2VULN|1AART|2ZMB|1CDMG|2ASPD	19ZMB|2CDMG|3BELT|4RCR|59VULN|69ASPD|7AART|8RPLT|9BPWR|aDUST
165	26213 33236	   	167.14	ACR|2VULN|1AART|2ZMB|1CDMG|2ASPD	19ZMB|2CDMG|3BELT|4RCR|59VULN|69ASPD|7AART|8RPLT|9BPWR|aDLOT
166	63225 31242	   	167.08	DCR|3VULN|1AART|1DMG|1ZMB	16LHND|2ZMB|359VULN|4DMG|7BELT|8RCR|aAART
167	12227 26483	   	167.07	ACR|2VULN|2DMG|1AART|1ASPD	1LWND|2MBVNT|3aVULN|4RMIN|5RCR|69DMG|7AART|8ASPD
168	12237 26483	   	167.07	ACR|2VULN|2DMG|1AART|1ASPD	1LWND|2MBVNT|3aVULN|4MLV|5RCR|69DMG|7AART|8ASPD
169	12227 26622	   	167.07	ACR|2VULN|2DMG|1AART|1ASPD	1LWND|2MBVNT|39VULN|4RMIN|5RCR|68DMG|7AART|aASPD
170	12227 26634	   	167.07	ACR|2VULN|2DMG|1AART|1DUR	1LWND|2MBVNT|3aVULN|4RMIN|5RCR|68DMG|7AART|9DUR
171	12223 82214	 * 	166.94	DCR|4VULN|1DMG|2CDMG	1LWND|2MBVNT|369aVULN|4RMIN|56CDMG|6BPWR|7DMG|8RCR
172	12458 82214	   	166.94	DCR|4VULN|1DMG|2CDMG	1LWND|2MBVNT|3RMIN|46CDMG|569aVULN|6BPWR|7DMG|8RCR
173	12473 82214	   	166.94	DCR|4VULN|1DMG|2CDMG	1LWND|2MBVNT|3RMIN|469aVULN|56CDMG|6BPWR|7DMG|8RCR
174	23264 22633	 * 	166.92	DCR|2AART|1VULN|2ZMB|1CDMG|1FLTHEA|1DUR	12ZMB|2BPWR|3CDMG|45AART|6RPLT|7VULN|8RCR|9DUR|aFLTHEA
175	12721 56424	 * 	166.73	DCR|3DMG|2AART|3ASPD	1LWND|2MBVNT|35aASPD|456DMG|5BPWR|78AART|9RCR
176	23321 22235	   	166.62	ACR|2VULN|3ZMB|1AART|1CDMG	129ZMB|29BPWR|3RCVC|4RCR|59VULN|679MLV|8AART|aCDMG
177	12627 21436	 * 	166.44	ACR|3VULN|3DMG	1LWND|2MBVNT|346DMG|5RCR|7CGEN|89aVULN
178	16253 13251	   	166.40	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1LWND|2CDMG|3ASPD|49DMG|5aVULN|6CGEN|7ZMB|8RCR
179	23264 21225	 * 	166.39	DCR|2AART|1VULN|1DMG|2ZMB|1CDMG	12ZMB|2BPWR|3CDMG|45AART|6RPLT|7RMIN|8RCR|9VULN|aDMG
180	24321 45322	 * 	166.22	DCR|3DMG|1AART|2ZMB|1CDMG	15ZMB|29DUST|3LWND|456DMG|5BPWR|7AART|8RCR|aCDMG
181	26521 15312	 * 	166.20	DCR|2VULN|3ZMB|1DMG|1CDMG|1DUR	167ZMB|2CDMG|3DMG|4aVULN|5CGEN|8RCR|9DUR
182	23336 53235	 * 	166.20	DCR|2VULN|2AART|3ZMB	129ZMB|29BPWR|37RCVC|49ERES|59VULN|6RCR|8aAART
183	12624 17215	   	166.15	DCR|3DMG|2VULN|1CDMG|1DUR	1LWND|2MBVNT|345DMG|68VULN|7CDMG|9DUR|aRCR
184	23321 35533	 * 	166.14	ACR|2VULN|2DMG|2ZMB|1FLTHEA	12ZMB|2BPWR|3RCVC|4RCR|57VULN|6BEXP|89DMG|aFLTHEA
185	23321 55533	   	166.14	ACR|2VULN|2DMG|2ZMB|1FLTHEA	12ZMB|2BPWR|3RCVC|4RCR|57VULN|6LHND|89DMG|aFLTHEA
186	12666 23331	   	166.12	DCR|3VULN|3DMG	17LWND|2MBVNT|367DMG|4LEGI|579VULN|7BPWR|8RCR|aCGEN
187	23336 52533	 * 	166.06	DCR|3DMG|3ZMB|1VULN	12aZMB|2aBPWR|3RCVC|4aERES|5VULN|6RCR|7MLV|89aDMG
188	12666 23334	   	166.02	DCR|3DMG|3VULN	17LWND|2MBVNT|367DMG|4LEGI|579VULN|7BPWR|8RCR|aERES
189	13225 33314	   	166.01	DCR|3VULN|2DMG|1ZMB|1DUR	1LWND|2ZMB|357VULN|48DMG|6LHND|9RCR|aDUR
190	63221 33314	   	166.01	DCR|3VULN|2DMG|1ZMB|1DUR	1LHND|2ZMB|367VULN|48DMG|5LWND|9RCR|aDUR
191	63325 33314	   	166.01	DCR|3VULN|2DMG|1ZMB|1DUR	1LHND|2ZMB|3LWND|48DMG|567VULN|9RCR|aDUR
192	13225 43611	   	166.01	DCR|3VULN|2DMG|1ZMB|1DUR	1LWND|2ZMB|35aVULN|46DMG|7RCVC|8DUR|9RCR
193	25225 41211	   	166.01	DCR|3VULN|2DMG|1ZMB|1DUR	1ZMB|2FEWX|35aVULN|46DMG|7RCVC|8DUR|9RCR
194	26523 23362	   	165.98	DCR|3VULN|1DMG|2CDMG|1ZMB|1ASPD	1ZMB|28CDMG|3DMG|459VULN|6LHND|7ASPD|aRCR
195	23314 23121	 * 	165.90	DCR|3VULN|3ZMB|1DMG|1ASPD	125ZMB|25BPWR|3RCVC|457VULN|6DMG|8ASPD|9RCR|aBELT
196	23314 23122	   	165.90	DCR|3VULN|3ZMB|1DMG|1ASPD	125ZMB|25BPWR|3RCVC|457VULN|6DMG|8ASPD|9RCR|aCGEN
197	23314 23125	   	165.90	DCR|3VULN|3ZMB|1DMG|1ASPD	125ZMB|25BPWR|3RCVC|457VULN|6DMG|8ASPD|9RCR|aLWND
198	12666 23333	   	165.87	DCR|3VULN|3DMG|1SELL	17LWND|2MBVNT|367DMG|4LEGI|579VULN|7BPWR|8RCR|aSELL
199	22314 15533	 * 	165.82	DCR|2VULN|2DMG|2ZMB|1FLTHEA	15ZMB|2DMSP|3RCVC|45VULN|5BPWR|6LHND|7RCR|89DMG|aFLTHEA
200	23314 23123	   	165.80	DCR|3VULN|3ZMB|1DMG|1ASPD	125ZMB|25BPWR|3RCVC|457VULN|6DMG|8ASPD|9RCR|aLEGI
201	23314 23124	   	165.80	DCR|3VULN|3ZMB|1DMG|1ASPD	125ZMB|25BPWR|3RCVC|457VULN|6DMG|8ASPD|9RCR|aERES
202	12215 81264	   	165.78	DCR|2VULN|2DMG|2CDMG|1ZMB	16LWND|2MBVNT|3aVULN|49DMG|56CDMG|6BPWR|7ZMB|8RCR
203	12253 82264	   	165.78	DCR|2VULN|2DMG|2CDMG|1ZMB	16LWND|2MBVNT|3aVULN|4ZMB|56CDMG|6BPWR|79DMG|8RCR
204	62627 41323	   	165.74	ACR|3DMG|1AART|1VULN|1ASPD	1LHND|2MBVNT|349DMG|5RCR|6AART|7CGEN|8ASPD|aVULN
205	62627 44134	   	165.74	ACR|3DMG|1AART|1VULN|1DUR	1aLHND|2MBVNT|34aDMG|5RCR|6AART|7VULN|8DUR|9aDUST|aBPWR
206	23311 15533	   	165.72	DCR|2VULN|2DMG|2ZMB|1FLTHEA	12ZMB|2BPWR|3RCVC|45VULN|6LHND|7RCR|89DMG|aFLTHEA
207	26213 33224	   	165.66	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1ZMB|2CDMG|3BELT|4RCR|5VULN|69ASPD|7AART|8RPLT|aDMG
208	13266 22335	 * 	165.64	ACR|3DMG|2VULN|2ZMB	1LWND|28ZMB|3aVULN|4DUST|5RCR|679DMG
209	23311 55533	   	165.62	DCR|2VULN|2DMG|2ZMB|1FLTHEA	12ZMB|2BPWR|3RCVC|45VULN|6LEGI|7RCR|89DMG|aFLTHEA
210	12652 13374	   	165.55	DCR|2VULN|2DMG|1AART|1DUR	15LWND|2MBVNT|35DMG|4RPLT|5BPWR|67VULN|8RCR|9AART|aDUR
211	26224 12142	   	165.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2CDMG|3BELT|4LIT|5RCR|6BEXP|78VULN|9DMG|aAART
212	24366 13123	 * 	165.49	ACR|4VULN|1AART|2ZMB	17ZMB|2DUST|37LWND|4679VULN|5RCR|7BPWR|8BEXP|aAART
213	12627 61413	   	165.40	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LWND|2MBVNT|34DMG|5RCR|6CDMG|7ZMB|8BEXP|9VULN|aAART
214	13222 44161	   	165.31	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1LWND|2ZMB|3VULN|4aDMG|5DUR|6AART|7LIT|8ASPD|9RCR
215	24256 13123	   	165.29	ACR|4VULN|1AART|2ZMB	17ZMB|27DUST|3679VULN|4LEGI|5RCR|7BPWR|8BEXP|aAART
216	11553 33331	   	165.28	DCR|3DMG|1AART|1VULN	18LWND|2CGEN|3AART|478FEWX|589DMG|6RCR|8BPWR|aVULN
217	61553 33331	   	165.28	DCR|3DMG|1AART|1VULN	18LHND|2CGEN|3AART|478FEWX|589DMG|6RCR|8BPWR|aVULN
218	12721 73147	   	165.23	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG	1LWND|2MBVNT|35ASPD|45DMG|5BPWR|6LIT|7CDMG|8VULN|9RCR|aAART
219	12227 26834	   	165.14	ACR|3VULN|1AART|1DMG|1DUR	1LWND|2MBVNT|38aVULN|4RMIN|5RCR|6DMG|7AART|9DUR
220	12227 26822	   	165.14	ACR|3VULN|1AART|1DMG|1ASPD	1LWND|2MBVNT|389VULN|4RMIN|5RCR|6DMG|7AART|aASPD
221	12253 12253	   	164.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2MBVNT|36VULN|4ZMB|5CDMG|7DMG|8RCR|9BEXP|aAART
222	12253 12287	   	164.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2MBVNT|36VULN|4ZMB|5CDMG|7DMG|8RCR|9LIT|aAART
223	12215 11253	   	164.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2MBVNT|36VULN|4DMG|5CDMG|7ZMB|8RCR|9BEXP|aAART
224	12215 11287	   	164.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2MBVNT|36VULN|4DMG|5CDMG|7ZMB|8RCR|9LIT|aAART
225	12216 61253	   	164.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2MBVNT|35VULN|4DMG|6CDMG|7ZMB|8RCR|9BEXP|aAART
226	12623 61213	   	164.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LWND|2MBVNT|34DMG|5BEXP|6CDMG|7ZMB|8RCR|9VULN|aAART
227	12628 21213	   	164.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LWND|2MBVNT|34DMG|5CDMG|6BEXP|7ZMB|8RCR|9VULN|aAART
228	13266 25113	   	164.90	ACR|2VULN|2AART|1DMG|1ZMB	1LWND|2ZMB|3aVULN|4DUST|5RCR|6DMG|78AART|9TLV
229	25116 32136	 * 	164.89	ACR|3DMG|1VULN|1CDMG|1ZMB|1DUR	1ZMB|2FEWX|3MLV|4DUR|5RCR|6VULN|789DMG|aCDMG
230	12628 12213	   	164.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LWND|2MBVNT|34DMG|5CDMG|6ZMB|7DUST|8RCR|9VULN|aAART
231	12628 61213	   	164.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LWND|2MBVNT|34DMG|5CDMG|6DUST|7ZMB|8RCR|9VULN|aAART
232	26523 12522	 * 	164.83	DCR|2VULN|2DMG|2CDMG|2ZMB	16ZMB|28CDMG|37DMG|45VULN|9MGNSTR|aRCR
233	24116 32136	   	164.79	ACR|3DMG|1VULN|1CDMG|1ZMB|1DUR	1ZMB|2DUST|3MLV|4DUR|5RCR|6VULN|789DMG|aCDMG
234	32266 11323	 * 	164.61	ACR|2DMG|1AART|1VULN|2CDMG	1aMLV|2DMSP|3aCDMG|4RCR|5CGEN|6RPLT|7VULN|8AART|9aDMG|aBPWR
235	33266 11323	   	164.61	ACR|2DMG|1AART|1VULN|2CDMG	12aMLV|2aBPWR|3aCDMG|4RCR|5CGEN|6RPLT|7VULN|8AART|9aDMG
236	12652 13344	   	164.57	DCR|4VULN|2DMG	15LWND|2MBVNT|35DMG|4RPLT|5BPWR|679aVULN|8RCR
237	12277 12244	   	164.44	ACR|3VULN|1AART|1DMG|1DUR	1LWND|2MBVNT|36aVULN|4TLV|5RCR|7DUR|8AART|9DMG
238	23321 43235	 * 	164.42	ACR|2VULN|2AART|3ZMB	129ZMB|29BPWR|37RCVC|4RCR|59VULN|69CGEN|8aAART
239	12572 82123	   	164.36	DCR|2VULN|2DMG|1CDMG|1ZMB	17LWND|2MBVNT|3LIT|47VULN|57DMG|6RCR|7BPWR|8ZMB|9CGEN|aCDMG
240	22321 35536	   	164.29	ACR|3VULN|2DMG|1ZMB	1ZMB|2DMSP|3RCVC|4RCR|57aVULN|6BEXP|89DMG
241	25321 45312	 * 	164.22	DCR|3DMG|2AART|2ZMB	15ZMB|2FEWX|3LWND|456DMG|5BPWR|7aAART|8RCR|9LHND
242	22321 15536	   	164.19	ACR|3VULN|2DMG|1ZMB	1ZMB|2DMSP|3RCVC|4RCR|57aVULN|6DUST|89DMG
243	24321 45312	   	164.12	DCR|3DMG|2AART|2ZMB	15ZMB|2DUST|3LWND|456DMG|5BPWR|7aAART|8RCR|9LHND
244	12666 23343	 * 	164.11	DCR|3DMG|2VULN|1FLTHEA	17LWND|2MBVNT|367DMG|4LEGI|57VULN|7BPWR|8RCR|9LHND|aFLTHEA
245	22164 61131	 * 	164.09	DCR|3AART|2DMG|1CDMG|1ZMB|1SELL	1ZMB|2DMSP|3SELL|45aAART|69DMG|7CDMG|8RCR
246	22264 61131	 * 	164.09	DCR|3AART|2DMG|1CDMG|1ZMB|1SELL	1ZMB|2DMSP|3CDMG|45aAART|69DMG|7SELL|8RCR
247	26213 11222	   	164.09	ACR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2CDMG|37BELT|4RCR|58aVULN|6MGNLIT|9AART
248	25221 13522	   	164.06	DCR|3VULN|3ZMB|1DMG	18aZMB|2FEWX|38aVULN|4DMG|5LWND|68aMGNSTR|7RCR|8aBPWR|9DMSP
249	25222 13522	   	164.06	DCR|3VULN|3ZMB|1DMG	18aZMB|2FEWX|38aVULN|4DMG|5LHND|68aMGNSTR|7RCR|8aBPWR|9DMSP
250	12215 16261	   	164.01	DCR|3VULN|2DMG|1CDMG	1LWND|2MBVNT|36aVULN|49DMG|5CDMG|7CGEN|8RCR
251	12215 17264	   	164.01	DCR|3VULN|2DMG|1CDMG	1LWND|2MBVNT|36aVULN|49DMG|5CDMG|7RMIN|8RCR
252	12223 12264	   	164.01	DCR|3VULN|2DMG|1CDMG	1LWND|2MBVNT|36aVULN|4RMIN|5CDMG|79DMG|8RCR
253	12458 12264	   	164.01	DCR|3VULN|2DMG|1CDMG	1LWND|2MBVNT|3RMIN|4CDMG|56aVULN|79DMG|8RCR
254	12473 12264	   	164.01	DCR|3VULN|2DMG|1CDMG	1LWND|2MBVNT|3RMIN|46aVULN|5CDMG|79DMG|8RCR
255	12624 16337	   	164.01	DCR|3DMG|2VULN|1CDMG	1LWND|2MBVNT|345DMG|69VULN|7LHND|8RCR|aCDMG
256	12838 12261	   	164.01	DCR|3VULN|2DMG|1CDMG	1LWND|2MBVNT|3CDMG|4CGEN|56aVULN|79DMG|8RCR
257	16613 13336	   	163.99	DCR|2VULN|1AART|1DMG|2CDMG	1LWND|29CDMG|3MLV|4AART|56VULN|7CGEN|8RCR|aDMG
258	24116 32153	   	163.98	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	1ZMB|2DUST|3MLV|49DUR|5RCR|6VULN|78DMG|aAART
259	12627 21241	   	163.94	ACR|3DMG|1AART|1VULN|1DUR	1LWND|2MBVNT|346DMG|5RCR|7CGEN|8DUR|9AART|aVULN
260	12627 21448	   	163.94	ACR|3DMG|1AART|1VULN|1DUR	1LWND|2MBVNT|346DMG|5RCR|7CGEN|8VULN|9AART|aDUR
261	12627 23341	   	163.94	ACR|3DMG|1AART|1VULN|1ASPD	1LWND|2MBVNT|346DMG|5RCR|7ASPD|8LHND|9AART|aVULN
262	12627 23841	   	163.94	ACR|3DMG|1AART|1VULN|1ASPD	1LWND|2MBVNT|346DMG|5RCR|7ASPD|8BEXP|9AART|aVULN
263	12627 28241	   	163.94	ACR|3DMG|1AART|1VULN|1DUR	1LWND|2MBVNT|346DMG|5RCR|7RMIN|8DUR|9AART|aVULN
264	62627 21241	   	163.94	ACR|3DMG|1AART|1VULN|1DUR	1LHND|2MBVNT|346DMG|5RCR|7CGEN|8DUR|9AART|aVULN
265	12273 12264	   	163.91	DCR|3VULN|2DMG|1CDMG	1LWND|2MBVNT|36aVULN|4TLV|5CDMG|79DMG|8RCR
266	12624 12337	   	163.91	DCR|3DMG|2VULN|1CDMG	1LWND|2MBVNT|345DMG|69VULN|7LEGI|8RCR|aCDMG
267	62624 12337	   	163.91	DCR|3DMG|2VULN|1CDMG	1LHND|2MBVNT|345DMG|69VULN|7LEGI|8RCR|aCDMG
268	12215 81214	   	163.84	DCR|3VULN|1DMG|2CDMG|1ZMB	16LWND|2MBVNT|39aVULN|4DMG|56CDMG|6BPWR|7ZMB|8RCR
269	12253 82214	   	163.84	DCR|3VULN|1DMG|2CDMG|1ZMB	16LWND|2MBVNT|39aVULN|4ZMB|56CDMG|6BPWR|7DMG|8RCR
270	12627 23141	   	163.84	ACR|3DMG|1AART|1VULN|1ASPD	1LWND|2MBVNT|346DMG|5RCR|7ASPD|8DUST|9AART|aVULN
271	12627 23541	   	163.84	ACR|3DMG|1AART|1VULN|1ASPD	1LWND|2MBVNT|346DMG|5RCR|7ASPD|8LEGI|9AART|aVULN
272	26513 12611	   	163.76	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR|1SELL	1ZMB|2CDMG|37DMG|4DUR|5aVULN|6CGEN|8SELL|9RCR
273	22161 61131	 * 	163.67	DCR|2AART|2DMG|2ZMB|1CDMG|1SELL	15ZMB|2DMSP|3SELL|4aAART|69DMG|7CDMG|8RCR
274	22261 61131	 * 	163.67	DCR|2AART|2DMG|2ZMB|1CDMG|1SELL	15ZMB|2DMSP|3CDMG|4aAART|69DMG|7SELL|8RCR
275	23164 61133	 * 	163.67	DCR|2AART|2DMG|2ZMB|1CDMG|1SELL	12ZMB|2BPWR|3SELL|45AART|69DMG|7CDMG|8RCR|aLWND
276	23264 61133	 * 	163.67	DCR|2AART|2DMG|2ZMB|1CDMG|1SELL	12ZMB|2BPWR|3CDMG|45AART|69DMG|7SELL|8RCR|aLWND
277	23266 61131	 * 	163.67	DCR|2AART|2DMG|2ZMB|1CDMG|1SELL	12ZMB|2BPWR|3CDMG|4aAART|5DMSP|69DMG|7SELL|8RCR
278	12572 81142	   	163.67	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LWND|2MBVNT|3LIT|4VULN|57DMG|6RCR|8ZMB|9AART|aASPD
279	12572 84142	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LWND|2MBVNT|3LIT|47VULN|5DMG|6RCR|8ZMB|9AART|aASPD
280	26523 32313	 * 	163.61	3VULN|3DMG|1AART|1CDMG|1ZMB|1DUR	1ZMB|2CDMG|379DMG|456VULN|8AART|aDUR
281	23261 13421	 * 	163.60	DCR|2VULN|3ZMB|1AART|1CDMG	125ZMB|2BPWR|3CDMG|4AART|6aVULN|7RPLT|8LHND|9RCR
282	12213 43374	   	163.52	DCR|3VULN|1AART|1DMG|1DUR	1LWND|2MBVNT|367VULN|4DMG|5RPLT|8RCR|9AART|aDUR
283	12673 43374	   	163.52	DCR|3VULN|1AART|1DMG|1DUR	1LWND|2MBVNT|3DMG|467VULN|5RPLT|8RCR|9AART|aDUR
284	12726 54123	   	163.51	DCR|2VULN|2AART|1DMG|1ASPD	1LWND|2MBVNT|3ASPD|4DMG|59VULN|68AART|7RCR|aCGEN
285	14215 24132	   	163.47	DCR|3VULN|3DMG|1SELL	1LWND|2LHND|35aVULN|467DMG|8SELL|9RCR
286	12726 54113	   	163.41	DCR|2VULN|2AART|1DMG|1ASPD	1LWND|2MBVNT|3ASPD|4DMG|5aVULN|68AART|7RCR|9TLV
287	12726 54124	   	163.41	DCR|2VULN|2AART|1DMG|1ASPD	1LWND|2MBVNT|3ASPD|4DMG|59VULN|68AART|7RCR|aLEGI
288	12726 54414	   	163.41	DCR|2DMG|2AART|1VULN|1ASPD	1LWND|2MBVNT|3ASPD|48DMG|5VULN|6aAART|7RCR|9TLV
289	24262 31235	   	163.38	DCR|3VULN|1AART|1DMG|1ZMB	1ZMB|25DUST|345VULN|5BPWR|6DMG|7RCVC|8AART|9RPLT|aRCR
290	24225 21161	   	163.38	DCR|2VULN|2AART|1DMG|1ZMB	1ZMB|2DUST|35VULN|4DMG|6RPLT|7BEXP|8RCR|9aAART
291	24225 25131	   	163.38	DCR|2VULN|2AART|1DMG|1ZMB	1ZMB|2DUST|35VULN|4DMG|6RPLT|7FEWX|8RCR|9aAART
292	25225 24131	   	163.38	DCR|2VULN|2AART|1DMG|1ZMB	1ZMB|2FEWX|35VULN|4DMG|6RPLT|7DUST|8RCR|9aAART
293	13216 25523	 * 	163.34	ACR|3VULN|2DMG|1AART|1ZMB|1MSE	1LWND|2ZMB|39aVULN|4MSE|5RCR|68DMG|7AART
294	12627 22134	   	163.34	ACR|3DMG|1AART|1VULN|1DUR	1LWND|2MBVNT|346DMG|5RCR|7LHND|8DUR|9VULN|aAART
295	12627 38134	   	163.34	ACR|3DMG|1AART|1VULN|1DUR	1LWND|2MBVNT|347DMG|5RCR|6LHND|8DUR|9VULN|aAART
296	62627 23134	   	163.34	ACR|3DMG|1AART|1VULN|1DUR	1LHND|2MBVNT|346DMG|5RCR|7LWND|8DUR|9VULN|aAART
297	12627 23432	   	163.24	ACR|3DMG|1AART|1VULN|1ASPD	1LWND|2MBVNT|346DMG|5RCR|7ASPD|8ERES|9VULN|aAART
298	22261 63118	   	163.22	DCR|3DMG|1AART|2ZMB|1CDMG	15ZMB|2DMSP|3CDMG|4AART|689DMG|7MBVNT|aRCR
299	12223 82478	   	163.13	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1LWND|2MBVNT|36VULN|4RMIN|56CDMG|6BPWR|7DMG|8ASPD|9AART|aRCR
