0	Index      	 *	Score 	Summary	Detail	
1	24631 61312	 * 	206.19	ACR|2VULN|3AART|2BEXP|1ASPD	1DUST|29BEXP|368AART|4RCR|5ASPD|7aVULN
155	12338 14443	 * 	182.49	ACR|1BASARM|2BEXP|2CDMG	1MDPS|2AME|3MBVNT|4RCR|5ZMB|69BEXP|7BASARM|8aCDMG
156	12338 14744	   	182.49	ACR|1BASARM|2BEXP|1DMG	1MDPS|2AME|3MBVNT|4RCR|5ZMB|69BEXP|7BASARM|8DMG|aTLV
157	15333 14443	   	182.49	ACR|1BASARM|2BEXP|2CDMG	1MDPS|2ZMB|3MBVNT|4RCR|5AME|69BEXP|7BASARM|8aCDMG
158	15333 14744	   	182.49	ACR|1BASARM|2BEXP|1DMG	1MDPS|2ZMB|3MBVNT|4RCR|5AME|69BEXP|7BASARM|8DMG|aTLV
159	15336 14473	   	182.49	ACR|1BASARM|2BEXP|2CDMG	1MDPS|2ZMB|3MBVNT|4RCR|5TLV|69BEXP|7BASARM|8aCDMG
160	15336 14744	   	182.49	ACR|1BASARM|2BEXP|1DMG	1MDPS|2ZMB|3MBVNT|4RCR|5aTLV|69BEXP|7BASARM|8DMG
161	12338 14412	   	181.98	ACR|1BASARM|1VULN|1BEXP|1CDMG|1AAC	1MDPS|2AME|3MBVNT|4RCR|5ZMB|6BEXP|7BASARM|8CDMG|9VULN|aAAC
162	15333 14412	   	181.98	ACR|1BASARM|1VULN|1BEXP|1CDMG|1AAC	1MDPS|2ZMB|3MBVNT|4RCR|5AME|6BEXP|7BASARM|8CDMG|9VULN|aAAC
163	15336 14412	   	181.98	ACR|1BASARM|1VULN|1BEXP|1CDMG|1AAC	1MDPS|2ZMB|3MBVNT|4RCR|5TLV|6BEXP|7BASARM|8CDMG|9VULN|aAAC
164	34213 54362	   	181.97	ACR|2ASPD|1DMG|1VULN|1BEXP|1CDMG	1DUR|2BEXP|3DMG|4ERES|5RCR|6MBVNT|7CDMG|89ASPD|aVULN
165	24631 11163	   	181.83	ACR|2ASPD|1VULN|1BEXP|1CDMG|1AART	16DUST|2BEXP|3AART|4RCR|5aASPD|7VULN|8ZMB|9CDMG
166	24636 13312	 * 	181.74	ACR|2DMG|2BEXP|1VULN|1AART	1DUST|26BEXP|3AART|4RCR|5MSLTOX|7aDMG|8VULN|9LHND
167	24636 13332	   	181.74	ACR|2DMG|2BEXP|1VULN|1AART	1DUST|26BEXP|3AART|4RCR|5MSLTOX|7aDMG|8VULN|9FEWX
168	21636 11612	   	181.74	ACR|2DMG|2BEXP|1VULN|1AART	1DUST|2LWND|3AART|4RCR|5MSLTOX|67BEXP|8VULN|9aDMG
169	24631 26231	   	181.72	ACR|2BEXP|1ASPD|1DMG|1AART|1CDMG	1DUST|29BEXP|3AART|4RCR|5ASPD|6LHND|7RPLT|8CDMG|aDMG
170	24631 36231	   	181.72	ACR|2BEXP|1ASPD|1DMG|1AART|1CDMG	1DUST|29BEXP|3AART|4RCR|5ASPD|6LWND|7RPLT|8CDMG|aDMG
171	24631 12112	   	181.62	ACR|2BEXP|1ASPD|1DMG|1AART|1CDMG	16DUST|28BEXP|3AART|4RCR|5ASPD|7DMG|9CDMG|aRPLT
172	24631 12113	   	181.62	ACR|2BEXP|1ASPD|1DMG|1AART|1CDMG	16DUST|28BEXP|3AART|4RCR|5ASPD|7DMG|9CDMG|aCGEN
173	24631 12114	   	181.62	ACR|2BEXP|1ASPD|1DMG|1CDMG|1AART	16DUST|28BEXP|3AART|4RCR|5ASPD|7DMG|9CDMG|aLWND
174	24631 12116	   	181.52	ACR|2BEXP|1ASPD|1DMG|1AART|1CDMG	16DUST|28BEXP|3AART|4RCR|5ASPD|7DMG|9CDMG|aERES
175	15338 15424	   	181.51	ACR|1BASARM|1DMG|1AART|1CDMG	1MDPS|2ZMB|3MBVNT|4RCR|5DMSP|6BASARM|7AART|8LHND|9DMG|aCDMG
176	15338 18324	   	181.51	ACR|1BASARM|1DMG|1AART|1CDMG	1MDPS|2ZMB|3MBVNT|4RCR|5DMSP|6BASARM|7LHND|8AART|9DMG|aCDMG
177	26636 13331	   	181.51	ACR|1BASARM|1DMG|1BEXP|1AART	1DUST|2DUR|3AART|4RCR|5MSLTOX|6BEXP|7DMG|8ZMB|9BASARM|aLWND
178	26636 13332	   	181.51	ACR|1BASARM|1DMG|1BEXP|1AART	1DUST|2aDUR|3AART|4RCR|5MSLTOX|6BEXP|7DMG|8ZMB|9BASARM
179	26636 13333	   	181.51	ACR|1BASARM|1DMG|1BEXP|1AART	1DUST|2DUR|3AART|4RCR|5MSLTOX|6BEXP|7DMG|8ZMB|9BASARM|aLIT
180	24631 11413	   	181.49	ACR|2VULN|2ASPD|1BEXP|1AART	16DUST|2BEXP|3AART|4RCR|5aASPD|79VULN|8LIT
181	12338 14223	   	181.41	ACR|1BASARM|1DMG|1BEXP|1AART	1MDPS|2AME|3MBVNT|4RCR|5ZMB|6BEXP|7BASARM|8LHND|9AART|aDMG
182	12338 14323	   	181.41	ACR|1BASARM|1DMG|1AART|1BEXP	1MDPS|2AME|3MBVNT|4RCR|5ZMB|6BEXP|7BASARM|8LWND|9AART|aDMG
183	12338 14461	   	181.41	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2AME|3MBVNT|4RCR|5ZMB|6BEXP|7BASARM|8CDMG|9DMG|aLWND
184	12338 14464	   	181.41	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2AME|3MBVNT|4RCR|5ZMB|6BEXP|7BASARM|8CDMG|9DMG|aRPLT
185	12338 14771	   	181.41	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2AME|3MBVNT|4RCR|5ZMB|6BEXP|7BASARM|8DMG|9CDMG|aLWND
186	12338 14774	   	181.41	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2AME|3MBVNT|4RCR|5ZMB|6BEXP|7BASARM|8DMG|9CDMG|aRPLT
187	12338 44466	   	181.41	ACR|1BASARM|1DMG|1AART|1CDMG	1MDPS|2AME|3MBVNT|4RCR|5ZMB|6DUR|7BASARM|8CDMG|9DMG|aAART
188	12338 44467	   	181.41	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2AME|3MBVNT|4RCR|5ZMB|6DUR|7BASARM|8CDMG|9DMG|aBEXP
189	15333 14223	   	181.41	ACR|1BASARM|1DMG|1BEXP|1AART	1MDPS|2ZMB|3MBVNT|4RCR|5AME|6BEXP|7BASARM|8LHND|9AART|aDMG
190	15333 14323	   	181.41	ACR|1BASARM|1DMG|1AART|1BEXP	1MDPS|2ZMB|3MBVNT|4RCR|5AME|6BEXP|7BASARM|8LWND|9AART|aDMG
191	15333 14461	   	181.41	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2ZMB|3MBVNT|4RCR|5AME|6BEXP|7BASARM|8CDMG|9DMG|aLWND
192	15333 14464	   	181.41	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2ZMB|3MBVNT|4RCR|5AME|6BEXP|7BASARM|8CDMG|9DMG|aRPLT
193	15333 14771	   	181.41	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2ZMB|3MBVNT|4RCR|5AME|6BEXP|7BASARM|8DMG|9CDMG|aLWND
194	15333 14774	   	181.41	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2ZMB|3MBVNT|4RCR|5AME|6BEXP|7BASARM|8DMG|9CDMG|aRPLT
195	15333 44466	   	181.41	ACR|1BASARM|1DMG|1AART|1CDMG	1MDPS|2ZMB|3MBVNT|4RCR|5AME|6DUR|7BASARM|8CDMG|9DMG|aAART
196	15333 44467	   	181.41	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2ZMB|3MBVNT|4RCR|5AME|6DUR|7BASARM|8CDMG|9DMG|aBEXP
197	15334 34466	   	181.41	ACR|1BASARM|1DMG|1AART|1CDMG	1MDPS|2ZMB|3MBVNT|4RCR|5FEWX|6TLV|7BASARM|8CDMG|9DMG|aAART
198	15334 34467	   	181.41	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2ZMB|3MBVNT|4RCR|5FEWX|6TLV|7BASARM|8CDMG|9DMG|aBEXP
199	15334 44466	   	181.41	ACR|1BASARM|1DMG|1AART|1CDMG	1MDPS|2ZMB|3MBVNT|4RCR|5FEWX|6AME|7BASARM|8CDMG|9DMG|aAART
200	15334 44467	   	181.41	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2ZMB|3MBVNT|4RCR|5FEWX|6AME|7BASARM|8CDMG|9DMG|aBEXP
201	15336 14223	   	181.41	ACR|1BASARM|1DMG|1BEXP|1AART	1MDPS|2ZMB|3MBVNT|4RCR|5TLV|6BEXP|7BASARM|8LHND|9AART|aDMG
202	15336 14323	   	181.41	ACR|1BASARM|1DMG|1AART|1BEXP	1MDPS|2ZMB|3MBVNT|4RCR|5TLV|6BEXP|7BASARM|8LWND|9AART|aDMG
203	15336 14461	   	181.41	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2ZMB|3MBVNT|4RCR|5TLV|6BEXP|7BASARM|8CDMG|9DMG|aLWND
204	15336 14464	   	181.41	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2ZMB|3MBVNT|4RCR|5TLV|6BEXP|7BASARM|8CDMG|9DMG|aRPLT
205	15338 15124	   	181.41	ACR|1BASARM|1DMG|1AART|1CDMG	1MDPS|2ZMB|3MBVNT|4RCR|5DMSP|6BASARM|7AART|8DUST|9DMG|aCDMG
206	12338 14462	   	181.31	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2AME|3MBVNT|4RCR|5ZMB|6BEXP|7BASARM|8CDMG|9DMG|aAIRHEL
207	12338 14463	   	181.31	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2AME|3MBVNT|4RCR|5ZMB|6BEXP|7BASARM|8CDMG|9DMG|aAEFBLL
208	12338 14772	   	181.31	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2AME|3MBVNT|4RCR|5ZMB|6BEXP|7BASARM|8DMG|9CDMG|aAIRHEL
209	12338 14773	   	181.31	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2AME|3MBVNT|4RCR|5ZMB|6BEXP|7BASARM|8DMG|9CDMG|aAEFBLL
210	15332 34466	   	181.31	ACR|1BASARM|1DMG|1AART|1CDMG	1MDPS|2ZMB|3MBVNT|4RCR|5LEGI|6TLV|7BASARM|8CDMG|9DMG|aAART
211	15332 34467	   	181.31	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2ZMB|3MBVNT|4RCR|5LEGI|6TLV|7BASARM|8CDMG|9DMG|aBEXP
212	15332 34823	   	181.31	ACR|1BASARM|1DMG|1BEXP|1AART	1MDPS|2ZMB|3MBVNT|4RCR|5LEGI|6TLV|7BASARM|8BEXP|9AART|aDMG
213	15332 44466	   	181.31	ACR|1BASARM|1DMG|1AART|1CDMG	1MDPS|2ZMB|3MBVNT|4RCR|5LEGI|6AME|7BASARM|8CDMG|9DMG|aAART
214	15332 44467	   	181.31	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2ZMB|3MBVNT|4RCR|5LEGI|6AME|7BASARM|8CDMG|9DMG|aBEXP
215	15332 44823	   	181.31	ACR|1BASARM|1DMG|1BEXP|1AART	1MDPS|2ZMB|3MBVNT|4RCR|5LEGI|6AME|7BASARM|8BEXP|9AART|aDMG
216	15333 14462	   	181.31	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2ZMB|3MBVNT|4RCR|5AME|6BEXP|7BASARM|8CDMG|9DMG|aAIRHEL
217	15333 14463	   	181.31	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2ZMB|3MBVNT|4RCR|5AME|6BEXP|7BASARM|8CDMG|9DMG|aAEFBLL
218	15333 14772	   	181.31	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2ZMB|3MBVNT|4RCR|5AME|6BEXP|7BASARM|8DMG|9CDMG|aAIRHEL
219	15333 14773	   	181.31	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2ZMB|3MBVNT|4RCR|5AME|6BEXP|7BASARM|8DMG|9CDMG|aAEFBLL
220	15336 14421	   	181.31	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2ZMB|3MBVNT|4RCR|59TLV|6BEXP|7BASARM|8CDMG|aDMG
221	15336 14462	   	181.31	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2ZMB|3MBVNT|4RCR|5TLV|6BEXP|7BASARM|8CDMG|9DMG|aAIRHEL
222	15336 14463	   	181.31	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2ZMB|3MBVNT|4RCR|5TLV|6BEXP|7BASARM|8CDMG|9DMG|aAEFBLL
223	12332 24776	   	181.21	ACR|1BASARM|1DMG|1AART|1CDMG	1MDPS|2AME|3MBVNT|4RCR|5LEGI|6AAC|7BASARM|8DMG|9CDMG|aAART
224	12332 24777	   	181.21	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2AME|3MBVNT|4RCR|5LEGI|6AAC|7BASARM|8DMG|9CDMG|aBEXP
225	15331 16361	 * 	181.14	ACR|3DMG|2BEXP|1AART	1MDPS|2ZMB|3MBVNT|4RCR|59aDMG|67BEXP|8AART
226	12331 14361	   	181.04	ACR|3DMG|2BEXP|1AART	1MDPS|2AME|3MBVNT|4RCR|59aDMG|67BEXP|8AART
227	15331 14324	 * 	181.03	ACR|3ASPD|1DMG|1BEXP|1AAC	1MDPS|2ZMB|3MBVNT|4RCR|5DMG|6BEXP|78aASPD|9AAC
228	64213 61223	   	180.75	ACR|2ASPD|2BEXP|1DMG|1CDMG	19FEWX|29BEXP|3DMG|46ERES|5RCR|7BELT|89ASPD|9BPWR|aCDMG
229	24636 23312	 * 	180.70	ACR|2DMG|1VULN|2AART|1BEXP	1DUST|2BEXP|36AART|4RCR|5MSLTOX|7aDMG|8VULN|9LHND
230	24636 23332	   	180.70	ACR|2DMG|1VULN|2AART|1BEXP	1DUST|2BEXP|36AART|4RCR|5MSLTOX|7aDMG|8VULN|9FEWX
231	34213 54364	   	180.55	ACR|2ASPD|2BEXP|1DMG|1CDMG	1DUR|2aBEXP|3DMG|4ERES|5RCR|6MBVNT|7CDMG|89ASPD
232	31213 36516	 * 	180.54	ACR|1BASARM|2DMG|1VULN	17DUR|2LWND|38DMG|4ERES|5RCR|6VULN|9FEWX|aBASARM
233	12371 14365	   	180.45	ACR|2ASPD|2BEXP|1DMG|1AART	1MDPS|2AME|3MBVNT|4aASPD|5RCR|67BEXP|8AART|9DMG
234	34213 12516	   	180.44	ACR|1BASARM|2DMG|1BEXP	1DUR|2BEXP|38DMG|4ERES|5RCR|6TLV|7CGEN|9FEWX|aBASARM
235	13525 34741	   	180.34	ACR|1BASARM|2DMG|1BEXP	1MDPS|2FEWX|3ZMB|4MBVNT|5RCR|6TLV|7BASARM|8aDMG|9BEXP
236	13525 44741	   	180.34	ACR|1BASARM|2DMG|1BEXP	1MDPS|2FEWX|3ZMB|4MBVNT|5RCR|6AME|7BASARM|8aDMG|9BEXP
237	15345 34741	   	180.34	ACR|1BASARM|2DMG|1BEXP	1MDPS|2ZMB|3MBVNT|4LHND|5RCR|6TLV|7BASARM|8aDMG|9BEXP
238	15345 44741	   	180.34	ACR|1BASARM|2DMG|1BEXP	1MDPS|2ZMB|3MBVNT|4LHND|5RCR|6AME|7BASARM|8aDMG|9BEXP
239	12125 24741	   	180.24	ACR|1BASARM|2DMG|1BEXP	1MDPS|2AME|3BEXP|4MBVNT|5RCR|6AAC|7BASARM|8aDMG|9LHND
240	12125 24751	   	180.24	ACR|1BASARM|2DMG|1BEXP	1MDPS|2AME|3BEXP|4MBVNT|5RCR|6AAC|7BASARM|8aDMG|9DUR
241	12125 24781	   	180.24	ACR|1BASARM|2DMG|1BEXP	1MDPS|2AME|3BEXP|4MBVNT|5RCR|6AAC|7BASARM|8aDMG|9FEWX
242	15125 34731	   	180.24	ACR|1BASARM|2DMG|1BEXP	1MDPS|2ZMB|3BEXP|4MBVNT|5RCR|6TLV|7BASARM|8aDMG|9DUST
243	15125 44731	   	180.24	ACR|1BASARM|2DMG|1BEXP	1MDPS|2ZMB|3BEXP|4MBVNT|5RCR|6AME|7BASARM|8aDMG|9DUST
244	15338 13141	   	180.19	ACR|1BASARM|1VULN|1DMG|1BEXP	1MDPS|2ZMB|3MBVNT|4RCR|5DMSP|6BASARM|7VULN|8FEWX|9BEXP|aDMG
245	15338 13241	   	180.19	ACR|1BASARM|1VULN|1DMG|1BEXP	1MDPS|2ZMB|3MBVNT|4RCR|5DMSP|6BASARM|7VULN|8LWND|9BEXP|aDMG
246	15338 13541	   	180.19	ACR|1BASARM|1VULN|1ASPD|1BEXP	1MDPS|2ZMB|3MBVNT|4RCR|5DMSP|6BASARM|7VULN|8ASPD|9RMIN|aBEXP
247	12331 17263	   	180.09	ACR|1BASARM|1VULN|1DMG|1BEXP	1MDPS|2AME|3MBVNT|4RCR|5DMG|6BEXP|7VULN|8BELT|9BASARM|aRMIN
248	12331 17264	   	180.09	ACR|1BASARM|1VULN|1DMG|1BEXP	1MDPS|2AME|3MBVNT|4RCR|5DMG|6BEXP|7VULN|8BELT|9BASARM|aLWND
249	12331 17265	   	180.09	ACR|1BASARM|1VULN|1DMG|1BEXP	1MDPS|2AME|3MBVNT|4RCR|5DMG|6BEXP|7VULN|8BELT|9BASARM|aLHND
250	12331 17266	   	180.09	ACR|1BASARM|1VULN|1DMG|1BEXP	1MDPS|2AME|3MBVNT|4RCR|5DMG|6BEXP|7VULN|8BELT|9BASARM|aDMSP
251	12338 14275	   	180.09	ACR|1BASARM|1ASPD|1VULN|1BEXP	1MDPS|2AME|3MBVNT|4RCR|5ZMB|6BEXP|7BASARM|8LHND|9VULN|aASPD
252	12338 14278	   	180.09	ACR|1BASARM|1DMG|1VULN|1BEXP	1MDPS|2AME|3MBVNT|4RCR|5ZMB|6BEXP|7BASARM|8LHND|9VULN|aDMG
253	12338 14375	   	180.09	ACR|1BASARM|1ASPD|1VULN|1BEXP	1MDPS|2AME|3MBVNT|4RCR|5ZMB|6BEXP|7BASARM|8LWND|9VULN|aASPD
254	12338 14378	   	180.09	ACR|1BASARM|1DMG|1VULN|1BEXP	1MDPS|2AME|3MBVNT|4RCR|5ZMB|6BEXP|7BASARM|8LWND|9VULN|aDMG
255	12338 14726	   	180.09	ACR|1BASARM|1DMG|1BEXP|1VULN	1MDPS|2AME|3MBVNT|4RCR|5ZMB|6BEXP|7BASARM|8DMG|9CGEN|aVULN
256	12338 14753	   	180.09	ACR|1BASARM|1DMG|1VULN|1BEXP	1MDPS|2AME|3MBVNT|4RCR|5ZMB|6BEXP|7BASARM|8DMG|9DUR|aVULN
257	12338 14783	   	180.09	ACR|1BASARM|1DMG|1VULN|1BEXP	1MDPS|2AME|3MBVNT|4RCR|5ZMB|6BEXP|7BASARM|8DMG|9FEWX|aVULN
258	12338 44743	   	180.09	ACR|1BASARM|1DMG|1VULN|1BEXP	1MDPS|2AME|3MBVNT|4RCR|5ZMB|6DUR|7BASARM|8DMG|9BEXP|aVULN
259	15333 14275	   	180.09	ACR|1BASARM|1ASPD|1VULN|1BEXP	1MDPS|2ZMB|3MBVNT|4RCR|5AME|6BEXP|7BASARM|8LHND|9VULN|aASPD
260	15333 14278	   	180.09	ACR|1BASARM|1DMG|1VULN|1BEXP	1MDPS|2ZMB|3MBVNT|4RCR|5AME|6BEXP|7BASARM|8LHND|9VULN|aDMG
261	15333 14375	   	180.09	ACR|1BASARM|1ASPD|1VULN|1BEXP	1MDPS|2ZMB|3MBVNT|4RCR|5AME|6BEXP|7BASARM|8LWND|9VULN|aASPD
262	15333 14378	   	180.09	ACR|1BASARM|1DMG|1VULN|1BEXP	1MDPS|2ZMB|3MBVNT|4RCR|5AME|6BEXP|7BASARM|8LWND|9VULN|aDMG
263	15333 14726	   	180.09	ACR|1BASARM|1DMG|1BEXP|1VULN	1MDPS|2ZMB|3MBVNT|4RCR|5AME|6BEXP|7BASARM|8DMG|9CGEN|aVULN
264	15333 14753	   	180.09	ACR|1BASARM|1DMG|1VULN|1BEXP	1MDPS|2ZMB|3MBVNT|4RCR|5AME|6BEXP|7BASARM|8DMG|9DUR|aVULN
265	15333 14783	   	180.09	ACR|1BASARM|1DMG|1VULN|1BEXP	1MDPS|2ZMB|3MBVNT|4RCR|5AME|6BEXP|7BASARM|8DMG|9FEWX|aVULN
266	15333 44743	   	180.09	ACR|1BASARM|1DMG|1VULN|1BEXP	1MDPS|2ZMB|3MBVNT|4RCR|5AME|6DUR|7BASARM|8DMG|9BEXP|aVULN
267	15334 34743	   	180.09	ACR|1BASARM|1DMG|1VULN|1BEXP	1MDPS|2ZMB|3MBVNT|4RCR|5FEWX|6TLV|7BASARM|8DMG|9BEXP|aVULN
268	15334 44743	   	180.09	ACR|1BASARM|1DMG|1VULN|1BEXP	1MDPS|2ZMB|3MBVNT|4RCR|5FEWX|6AME|7BASARM|8DMG|9BEXP|aVULN
269	15336 44743	   	180.09	ACR|1BASARM|1DMG|1VULN|1BEXP	1MDPS|2ZMB|3MBVNT|4RCR|5TLV|6DUR|7BASARM|8DMG|9BEXP|aVULN
270	15338 11111	   	180.09	ACR|1BASARM|1DMG|1VULN|1BEXP	1MDPS|2ZMB|3MBVNT|4RCR|5DMSP|6BASARM|7DMG|8TLV|9VULN|aBEXP
271	15338 11311	   	180.09	ACR|1BASARM|1DMG|1VULN|1BEXP	1MDPS|2ZMB|3MBVNT|4RCR|5DMSP|6BASARM|7DMG|8ERES|9VULN|aBEXP
272	15338 11411	   	180.09	ACR|1BASARM|1DMG|1VULN|1BEXP	1MDPS|2ZMB|3MBVNT|4RCR|5DMSP|6BASARM|7DMG|8AAC|9VULN|aBEXP
273	15338 16111	   	180.09	ACR|1BASARM|1ASPD|1VULN|1BEXP	1MDPS|2ZMB|3MBVNT|4RCR|5DMSP|6BASARM|7ASPD|8TLV|9VULN|aBEXP
274	15338 16311	   	180.09	ACR|1BASARM|1ASPD|1VULN|1BEXP	1MDPS|2ZMB|3MBVNT|4RCR|5DMSP|6BASARM|7ASPD|8ERES|9VULN|aBEXP
275	15338 16411	   	180.09	ACR|1BASARM|1ASPD|1VULN|1BEXP	1MDPS|2ZMB|3MBVNT|4RCR|5DMSP|6BASARM|7ASPD|8AAC|9VULN|aBEXP
276	15331 11836	   	180.09	ACR|1BASARM|1DMG|1VULN|1BEXP	1MDPS|2ZMB|3MBVNT|4RCR|5DMG|6BEXP|7AAC|8FEWX|9VULN|aBASARM
277	12331 17262	   	179.99	ACR|1BASARM|1VULN|1DMG|1BEXP	1MDPS|2AME|3MBVNT|4RCR|5DMG|6BEXP|7VULN|8BELT|9BASARM|aERES
278	12331 17268	   	179.99	ACR|1BASARM|1VULN|1DMG|1BEXP	1MDPS|2AME|3MBVNT|4RCR|5DMG|6BEXP|7VULN|8BELT|9BASARM|aDUST
279	12338 14733	   	179.99	ACR|1BASARM|1DMG|1BEXP|1VULN	1MDPS|2AME|3MBVNT|4RCR|5ZMB|6BEXP|7BASARM|8DMG|9DUST|aVULN
280	15332 22436	   	179.99	ACR|1BASARM|1VULN|1ASPD|1BEXP	1MDPS|2ZMB|3MBVNT|4RCR|5LEGI|6AAC|7BEXP|8VULN|9ASPD|aBASARM
281	15332 34743	   	179.99	ACR|1BASARM|1DMG|1VULN|1BEXP	1MDPS|2ZMB|3MBVNT|4RCR|5LEGI|6TLV|7BASARM|8DMG|9BEXP|aVULN
282	15332 44743	   	179.99	ACR|1BASARM|1DMG|1VULN|1BEXP	1MDPS|2ZMB|3MBVNT|4RCR|5LEGI|6AME|7BASARM|8DMG|9BEXP|aVULN
283	15332 51436	   	179.99	ACR|1BASARM|1VULN|1ASPD|1BEXP	1MDPS|2ZMB|3MBVNT|4RCR|5LEGI|6BEXP|7AAC|8VULN|9ASPD|aBASARM
284	15333 14733	   	179.99	ACR|1BASARM|1DMG|1BEXP|1VULN	1MDPS|2ZMB|3MBVNT|4RCR|5AME|6BEXP|7BASARM|8DMG|9DUST|aVULN
285	15336 14733	   	179.99	ACR|1BASARM|1DMG|1BEXP|1VULN	1MDPS|2ZMB|3MBVNT|4RCR|5TLV|6BEXP|7BASARM|8DMG|9DUST|aVULN
286	12332 24875	   	179.89	ACR|1BASARM|1ASPD|1VULN|1BEXP	1MDPS|2AME|3MBVNT|4RCR|5LEGI|6AAC|7BASARM|8BEXP|9VULN|aASPD
287	12332 24878	   	179.89	ACR|1BASARM|1DMG|1VULN|1BEXP	1MDPS|2AME|3MBVNT|4RCR|5LEGI|6AAC|7BASARM|8BEXP|9VULN|aDMG
288	12331 17267	   	179.84	ACR|1BASARM|1VULN|1DMG|1BEXP|1SELL	1MDPS|2AME|3MBVNT|4RCR|5DMG|6BEXP|7VULN|8BELT|9BASARM|aSELL
289	24636 23221	   	179.49	ACR|2DMG|3AART|1BEXP|1AAC	1DUST|2BEXP|369AART|4RCR|5MSLTOX|78DMG|aAAC
290	64213 11363	   	179.37	ACR|2ASPD|1DMG|1AART|1BEXP|1CDMG	1FEWX|2BEXP|3DMG|4ERES|5RCR|6TLV|7CDMG|8aASPD|9AART
291	24631 62121	   	179.21	ACR|2BEXP|2AART|1ASPD|1DMG	1DUST|28BEXP|36AART|4RCR|5ASPD|7DMG|9TLV|aRPLT
292	24631 62122	   	179.21	ACR|2BEXP|2AART|1ASPD|1DMG	1DUST|28BEXP|36AART|4RCR|5ASPD|7DMG|9TLV|aFEWX
293	24631 62131	   	179.21	ACR|2BEXP|2AART|1ASPD|1DMG	1DUST|28BEXP|36AART|4RCR|5ASPD|7DMG|9AME|aRPLT
294	24631 62132	   	179.21	ACR|2BEXP|2AART|1ASPD|1DMG	1DUST|28BEXP|36AART|4RCR|5ASPD|7DMG|9AME|aFEWX
295	12371 14362	   	179.12	ACR|2BEXP|1ASPD|1DMG|1VULN|1AART	1MDPS|2AME|3MBVNT|4ASPD|5RCR|67BEXP|8AART|9DMG|aVULN
296	21631 32562	   	179.07	ACR|1VULN|1ASPD|1DMG|1AART|1CDMG|1AAC	1DUST|26LWND|3AART|4RCR|5ASPD|7DMG|8VULN|9CDMG|aAAC
297	12331 14363	   	179.04	ACR|2DMG|2BEXP|1CDMG|1AART	1MDPS|2AME|3MBVNT|4RCR|59DMG|67BEXP|8AART|aCDMG
298	12331 14377	   	179.04	ACR|2DMG|2BEXP|1CDMG|1AART	1MDPS|2AME|3MBVNT|4RCR|5aDMG|67BEXP|8AART|9CDMG
299	15331 14313	   	179.02	ACR|2ASPD|1DMG|1BEXP|1CDMG|1AAC	1MDPS|2ZMB|3MBVNT|4RCR|5DMG|6BEXP|78ASPD|9CDMG|aAAC
300	15331 14328	   	179.02	ACR|2ASPD|1DMG|1AART|1BEXP|1AAC	1MDPS|2ZMB|3MBVNT|4RCR|5DMG|6BEXP|78ASPD|9AAC|aAART
301	21631 12562	   	178.97	ACR|1VULN|1ASPD|1DMG|1AART|1CDMG|1AAC	16DUST|2LWND|3AART|4RCR|5ASPD|7DMG|8VULN|9CDMG|aAAC
302	64213 61221	 * 	178.37	ACR|3BEXP|2ASPD|1DMG	19FEWX|29aBEXP|3DMG|46ERES|5RCR|7BELT|89ASPD|9BPWR
303	24631 62212	   	178.02	ACR|2AART|1ASPD|1DMG|1BEXP|1CDMG	18DUST|2BEXP|36AART|4RCR|5ASPD|7DMG|9CDMG|aRPLT
304	24631 62213	   	178.02	ACR|2AART|1ASPD|1DMG|1BEXP|1CDMG	18DUST|2BEXP|36AART|4RCR|5ASPD|7DMG|9CDMG|aCGEN
