0	Index      	 *	Score 	Summary	Detail	
1	21152 62336	 * 	234.56	DCR|4VULN|3DMG|2CDMG	179aVULN|2RPLT|357ERES|47aDMG|6RCR|7aBPWR|8aCDMG
157	33254 72813	 * 	212.93	DCR|3VULN|3AART|2ASPD	1MBVNT|27ASPD|345AART|678VULN|7BPWR|9TSLFST|aRCR
158	22515 14112	   	212.90	DCR|3VULN|3DMG|1ASPD	145VULN|2LWND|3TLV|69aDMG|7RCR|8ASPD
159	32318 82844	   	212.77	DCR|4VULN|2CDMG|1ASPD|2DUR	1MBVNT|249aVULN|3ASPD|5LEGI|69CDMG|7RCR|89DUR|9BPWR
160	32311 14137	   	212.72	DCR|3VULN|3ASPD|1AART	1MBVNT|247VULN|379ASPD|57LWND|6RCR|7BPWR|8LHND|aAART
161	33111 14137	   	212.72	DCR|3VULN|3ASPD|1AART	1MBVNT|279ASPD|347VULN|57LWND|6RCR|7BPWR|8LHND|aAART
162	16131 22323	   	212.49	DCR|2VULN|2DMG|2ASPD|1CDMG|1DUR	17ASPD|2DUR|37VULN|4LHND|5LWND|67DMG|7BPWR|8CDMG|9SNIFST|aRCR
163	13333 62325	   	212.29	DCR|2VULN|1MDPS|2DMG|2ASPD|1CDMG|1DUR	16ASPD|2MDPS|3DUR|4CDMG|56DMG|6BPWR|7MULFIG|89VULN|aRCR
164	24216 13124	 * 	212.24	DCR|4VULN|2DMG|1MDPS|2DUR	1478VULN|25MLV|37DUR|67DMG|7BPWR|9RCR|aMDPS
165	26115 13124	   	212.24	DCR|4VULN|2DMG|1MDPS|2DUR	1478VULN|25DUR|37CGEN|67DMG|7BPWR|9RCR|aMDPS
166	26633 13124	   	212.24	DCR|4VULN|2DMG|1MDPS|2DUR	1378VULN|24DUR|57CGEN|67DMG|7BPWR|9RCR|aMDPS
167	14233 42513	   	212.17	DCR|3ASPD|2DMG|1VULN|1CDMG|1AAC|2ZMB	148ASPD|2RMIN|3CDMG|58ZMB|6AAC|78DMG|8BPWR|9RCR|aVULN
168	33431 61153	   	212.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1MBVNT|2ASPD|3CDMG|49VULN|5BEXP|6RCR|7AART|8DMG|aDUR
169	33431 64111	   	212.08	DCR|2VULN|2DMG|2ASPD|1CDMG	1MBVNT|2aASPD|3CDMG|4aVULN|5BEXP|6RCR|7MLV|8RMIN|9aDMG|aBPWR
170	33431 65411	   	212.08	DCR|2VULN|2DMG|2ASPD|1CDMG	1MBVNT|2aASPD|3CDMG|4aVULN|5BEXP|6RCR|7RMIN|8CGEN|9aDMG|aBPWR
171	33431 65611	   	212.08	DCR|2VULN|2DMG|2ASPD|1CDMG	1MBVNT|2aASPD|3CDMG|4aVULN|5BEXP|6RCR|7RMIN|8AME|9aDMG|aBPWR
172	33431 64711	   	211.98	DCR|2VULN|2DMG|2ASPD|1CDMG|1AAC	1MBVNT|2aASPD|3CDMG|4aVULN|5BEXP|6RCR|7MLV|8AAC|9aDMG|aBPWR
173	35327 34832	   	211.95	DCR|3ASPD|3CDMG|1VULN|1DMG|1ZMB	1MBVNT|27FEWX|357ASPD|457CDMG|57BPWR|6RCR|8ZMB|9DMG|aVULN
174	32311 14314	   	211.92	DCR|4VULN|2ASPD|1DMG	1MBVNT|2478VULN|37ASPD|57LWND|6RCR|7BPWR|9DMG|aCGEN
175	32311 14316	   	211.92	DCR|4VULN|2ASPD|1DMG	1MBVNT|2478VULN|37ASPD|57LWND|6RCR|7BPWR|9DMG|aLHND
176	32311 14317	   	211.92	DCR|4VULN|2ASPD|1DMG	1MBVNT|2478VULN|37ASPD|57LWND|6RCR|7BPWR|9DMG|aBEXP
177	32311 14322	 * 	211.92	DCR|4VULN|2ASPD|1NUKE	1MBVNT|2478VULN|37ASPD|57LWND|6RCR|7BPWR|9FEWX|aNUKE
178	32311 14342	   	211.92	DCR|4VULN|2ASPD|1DMG	1MBVNT|2478VULN|37ASPD|57LWND|6RCR|7BPWR|9AELBLL|aDMG
179	32311 14352	   	211.92	DCR|4VULN|2ASPD|1DMG	1MBVNT|2478VULN|37ASPD|57LWND|6RCR|7BPWR|9DMSP|aDMG
180	32311 14365	   	211.92	DCR|4VULN|2ASPD|1DMG	1MBVNT|2478VULN|37ASPD|57LWND|6RCR|7BPWR|9CGEN|aDMG
181	32311 14372	   	211.92	DCR|4VULN|2ASPD|1NUKE	1MBVNT|2478VULN|37ASPD|57LWND|6RCR|7BPWR|9LHND|aNUKE
182	33111 14314	   	211.92	DCR|4VULN|2ASPD|1DMG	1MBVNT|27ASPD|3478VULN|57LWND|6RCR|7BPWR|9DMG|aCGEN
183	33111 14316	   	211.92	DCR|4VULN|2ASPD|1DMG	1MBVNT|27ASPD|3478VULN|57LWND|6RCR|7BPWR|9DMG|aLHND
184	33111 14317	   	211.92	DCR|4VULN|2ASPD|1DMG	1MBVNT|27ASPD|3478VULN|57LWND|6RCR|7BPWR|9DMG|aBEXP
185	33111 14322	   	211.92	DCR|4VULN|2ASPD|1NUKE	1MBVNT|27ASPD|3478VULN|57LWND|6RCR|7BPWR|9FEWX|aNUKE
186	33111 14342	   	211.92	DCR|4VULN|2ASPD|1DMG	1MBVNT|27ASPD|3478VULN|57LWND|6RCR|7BPWR|9AELBLL|aDMG
187	33111 14352	   	211.92	DCR|4VULN|2ASPD|1DMG	1MBVNT|27ASPD|3478VULN|57LWND|6RCR|7BPWR|9DMSP|aDMG
188	33111 14365	   	211.92	DCR|4VULN|2ASPD|1DMG	1MBVNT|27ASPD|3478VULN|57LWND|6RCR|7BPWR|9CGEN|aDMG
189	33111 14372	   	211.92	DCR|4VULN|2ASPD|1NUKE	1MBVNT|27ASPD|3478VULN|57LWND|6RCR|7BPWR|9LHND|aNUKE
190	32311 14311	   	211.82	DCR|4VULN|2ASPD|1DMG	1MBVNT|2478VULN|37ASPD|57LWND|6RCR|7BPWR|9DMG|aDUST
191	32311 14382	   	211.82	DCR|4VULN|2ASPD|1NUKE|1MSE	1MBVNT|2478VULN|37ASPD|57LWND|6RCR|7BPWR|9MSE|aNUKE
192	33111 14311	   	211.82	DCR|4VULN|2ASPD|1DMG	1MBVNT|27ASPD|3478VULN|57LWND|6RCR|7BPWR|9DMG|aDUST
193	33111 14382	   	211.82	DCR|4VULN|2ASPD|1NUKE|1MSE	1MBVNT|27ASPD|3478VULN|57LWND|6RCR|7BPWR|9MSE|aNUKE
194	33431 82546	   	211.77	DCR|2DMG|2ASPD|1VULN|2CDMG|1ZMB|1DUR	1MBVNT|27ASPD|37CDMG|4VULN|5BEXP|67DMG|7BPWR|8DUR|9RCR|aZMB
195	23336 15135	   	211.73	DCR|2VULN|2AART|2CDMG|1ASPD|1ZMB	18VULN|23CDMG|4ASPD|5LIT|67AART|9RCR|aZMB
196	32483 33835	   	211.71	DCR|3VULN|1AART|1ASPD|1CDMG|1ZMB|1SELL	1MBVNT|238VULN|3BPWR|4SELL|5ASPD|6RCR|7ZMB|9CDMG|aAART
197	33436 12534	   	211.62	DCR|3VULN|3ASPD|1CDMG|1ZMB	1MBVNT|29aASPD|3CDMG|49aVULN|5BASFIG|6ZMB|79aLWND|8RCR|9aBPWR
198	22115 14111	   	211.56	DCR|3VULN|2DMG|2ASPD	145VULN|2LWND|3CGEN|69DMG|7RCR|8aASPD
199	24135 14111	   	211.56	DCR|3VULN|2DMG|2ASPD	135VULN|2MLV|4LHND|69DMG|7RCR|8aASPD
200	24315 14111	   	211.56	DCR|3VULN|2DMG|2ASPD	145VULN|2MLV|3LWND|69DMG|7RCR|8aASPD
201	22115 14162	   	211.56	DCR|3VULN|2DMG|2ASPD	145VULN|2LWND|3CGEN|6aDMG|7RCR|89ASPD
202	33423 72772	   	211.50	DCR|3ASPD|2VULN|2CDMG|1DMG|1AAC	1MBVNT|257ASPD|37CDMG|4AAC|67VULN|7BPWR|8RCR|9RCVC|aDMG
203	33437 11532	   	211.48	DCR|2VULN|2ASPD|1AART|1CDMG|1ZMB	1MBVNT|29ASPD|3CDMG|49VULN|5SPLREG|6ZMB|79BEXP|8RCR|9BPWR|aAART
204	33437 18532	   	211.48	DCR|2VULN|2ASPD|1AART|1CDMG|1ZMB	1MBVNT|29ASPD|3CDMG|49VULN|5SPLREG|6ZMB|79LHND|8RCR|9BPWR|aAART
205	22515 14111	   	211.46	DCR|3VULN|2DMG|2ASPD	145VULN|2LWND|3TLV|69DMG|7RCR|8aASPD
206	33744 64416	 * 	211.43	DCR|3DMG|3ASPD|2CDMG|2DUR|1SELL	1MBVNT|27aASPD|3RPLT|4SELL|57CDMG|67aDMG|7aBPWR|8aDUR|9RCR
207	21154 51111	   	211.39	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1ZMB	1VULN|2RPLT|3ERES|48DMG|5ZMB|6RCR|7AART|9ASPD|aCDMG
208	24135 13521	   	211.39	DCR|4VULN|2DMG|1ASPD	1357VULN|2MLV|47LHND|67DMG|7BPWR|8RCR|9CGEN|aASPD
209	24135 13531	   	211.39	DCR|4VULN|2DMG|1ASPD	1357VULN|2MLV|47LHND|67DMG|7BPWR|8RCR|9RMIN|aASPD
210	26111 26162	   	211.34	DCR|3VULN|2ASPD|1AART|2DUR|1AAC	14aVULN|2aDUR|3CGEN|5LHND|6AART|7RCR|8AAC|9aASPD|aBPWR
211	33431 61151	   	211.28	DCR|2VULN|1AART|2CDMG|1ASPD|1DMG	1MBVNT|2ASPD|3aCDMG|49VULN|5BEXP|6RCR|7AART|8DMG
212	31333 72526	 * 	211.28	DCR|2DMG|1MDPS|2ASPD|1VULN|1AART|1CDMG	1MBVNT|2MDPS|3CDMG|46ASPD|56DMG|6BPWR|7MULFIG|8RCR|9VULN|aAART
213	31342 72526	   	211.28	DCR|2DMG|1MDPS|2ASPD|1VULN|1AART|1CDMG	1MBVNT|2MDPS|3CDMG|46DMG|56ASPD|6BPWR|7MULFIG|8RCR|9VULN|aAART
214	24131 13562	   	211.20	DCR|3VULN|3DMG|1ASPD	137VULN|2MLV|457LHND|67aDMG|7BPWR|8RCR|9ASPD
215	33118 82844	   	211.14	DCR|3VULN|2ASPD|2CDMG|2DUR	1MBVNT|29ASPD|34aVULN|5LEGI|69CDMG|7RCR|89DUR|9BPWR
216	32317 23334	   	211.04	DCR|5VULN|3ASPD	1MBVNT|24789VULN|369ASPD|59LIT|9BPWR|aRCR
217	33117 23334	   	211.04	DCR|5VULN|3ASPD	1MBVNT|269ASPD|34789VULN|59LIT|9BPWR|aRCR
218	16115 14121	 * 	211.00	DCR|2VULN|2ASPD|1DMG|3DUR|1CDMG	18ASPD|259DUR|34VULN|6DMG|7RCR|aCDMG
219	26631 34121	   	211.00	DCR|2VULN|2ASPD|1DMG|3DUR|1CDMG	13VULN|249DUR|5DMG|68ASPD|7RCR|aCDMG
220	32311 14215	   	210.90	DCR|3VULN|2ASPD|1CDMG|1ZMB|1DUR	1MBVNT|247VULN|37ASPD|57LWND|6RCR|7BPWR|8DUR|9ZMB|aCDMG
221	33111 14215	   	210.90	DCR|3VULN|2ASPD|1CDMG|1ZMB|1DUR	1MBVNT|27ASPD|347VULN|57LWND|6RCR|7BPWR|8DUR|9ZMB|aCDMG
222	23223 32351	 * 	210.85	ACR|3VULN|2ASPD|3CDMG|1DMG|1AAC|1ZMB	17aVULN|247CDMG|3RCR|57ASPD|6AAC|7BPWR|8ZMB|9DMG
223	32233 58472	 * 	210.81	DCR|3VULN|3DMG|1AART	1MBVNT|278VULN|3RPLT|4AART|57BEXP|679DMG|7BPWR|aRCR
224	33423 72761	   	210.75	DCR|3ASPD|2VULN|2CDMG|1DMG|1AAC	1MBVNT|257ASPD|37CDMG|4AAC|67VULN|7BPWR|8RCR|9LIT|aDMG
225	32384 32317	 * 	210.53	DCR|3VULN|3CDMG|3ZMB|1ASPD	1MBVNT|279VULN|3ASPD|478ZMB|567CDMG|7BPWR|aRCR
226	26214 62613	   	210.48	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	14VULN|2DUR|3MBVNT|5CDMG|6DMG|7RCR|8AART|9ASPD|aRCVC
227	32434 62613	   	210.48	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1MBVNT|23VULN|3BPWR|4DUR|5CDMG|6DMG|7RCR|8AART|9ASPD|aRCVC
228	32734 62613	   	210.48	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1MBVNT|23VULN|4DUR|5CDMG|6DMG|7RCR|8AART|9ASPD|aRCVC
229	33423 72732	 * 	210.38	DCR|3ASPD|2VULN|1MDPS|2CDMG|1AAC|1ZMB	1MBVNT|257ASPD|37CDMG|4AAC|67VULN|7BPWR|8RCR|9ZMB|aMDPS
230	31311 83211	 * 	210.21	DCR|3VULN|2DMG|1MDPS|3CDMG	1MBVNT|2MDPS|38aCDMG|478VULN|58aCGEN|6RCR|8aBPWR|9aDMG
231	26214 62614	   	210.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	14VULN|2DUR|3MBVNT|5CDMG|6DMG|7RCR|8AART|9ASPD|aLWND
232	32434 62614	   	210.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1MBVNT|23VULN|3BPWR|4DUR|5CDMG|6DMG|7RCR|8AART|9ASPD|aLWND
233	32434 62617	   	210.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1MBVNT|23VULN|3BPWR|4DUR|5CDMG|6DMG|7RCR|8AART|9ASPD|aBEXP
234	32434 62618	   	210.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1MBVNT|23VULN|3BPWR|4DUR|5CDMG|6DMG|7RCR|8AART|9ASPD|aRMIN
235	32734 62614	   	210.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1MBVNT|23VULN|4DUR|5CDMG|6DMG|7RCR|8AART|9ASPD|aLWND
236	32383 43738	   	210.09	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1CDMG|1ZMB	1MBVNT|2aVULN|3ASPD|4ZMB|5MDPS|6AART|7DMG|8RCR|9CDMG
237	33183 43738	   	210.09	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1CDMG|1ZMB	1MBVNT|2ASPD|3aVULN|4ZMB|5MDPS|6AART|7DMG|8RCR|9CDMG
238	23333 32644	   	210.08	DCR|3VULN|2ASPD|3CDMG|1AAC	167VULN|237CDMG|47ASPD|5RCVC|7BPWR|8BELT|9RCR|aAAC
239	32434 62615	   	210.06	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR|1MSE	1MBVNT|23VULN|3BPWR|4DUR|5CDMG|6DMG|7RCR|8AART|9ASPD|aMSE
240	32434 62616	   	210.06	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1MBVNT|23VULN|3BPWR|4DUR|5CDMG|6DMG|7RCR|8AART|9ASPD|aTLV
241	32334 22826	 * 	210.00	ACR|2VULN|2AART|2DMG|1MDPS|1ASPD	1MBVNT|27VULN|3ASPD|47LHND|5RCR|67DMG|7BPWR|89AART|aMDPS
242	31313 83211	   	209.91	DCR|3VULN|1MDPS|2DMG|3CDMG	1MBVNT|2MDPS|38aCDMG|478VULN|58aERES|6RCR|8aBPWR|9aDMG
243	24131 13561	   	209.76	DCR|3VULN|2DMG|2ASPD	137VULN|2MLV|457LHND|67DMG|7BPWR|8RCR|9aASPD
244	33241 46366	   	209.76	DCR|2VULN|2ASPD|1AART|1CDMG|2DUR	1MBVNT|2aASPD|3AART|4LIT|5aDUR|6LWND|7RCR|8CDMG|9aVULN|aBPWR
245	21152 62326	   	209.68	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	17VULN|2RPLT|357ERES|47DMG|6RCR|7BPWR|8CDMG|9AART|aDUR
246	23236 31142	 * 	209.61	ACR|3VULN|1MDPS|2ASPD|1AART|1DMG|1CDMG	159VULN|2CDMG|3RCR|4MDPS|6aASPD|7AART|8DMG
247	11611 65232	 * 	209.46	ACR|2VULN|2DMG|2ASPD|1AART|1CDMG	18ASPD|2LIT|3RCR|4aVULN|5CDMG|69DMG|7AART
248	26214 82111	   	209.36	DCR|3VULN|2DMG|2CDMG|1DUR	14aVULN|2DUR|3MBVNT|5aCDMG|6CGEN|7RCR|8LWND|9aDMG|aBPWR
249	32434 82111	   	209.36	DCR|3VULN|2DMG|2CDMG|1DUR	1MBVNT|23aVULN|3aBPWR|4DUR|5aCDMG|6CGEN|7RCR|8LWND|9aDMG
250	32734 82111	   	209.36	DCR|3VULN|2DMG|2CDMG|1DUR	1MBVNT|23aVULN|4DUR|5aCDMG|6CGEN|7RCR|8LWND|9aDMG|aBPWR
251	32818 13184	   	209.29	DCR|4VULN|2DMG|1ASPD	1MBVNT|2478VULN|37AME|5DMSP|67DMG|7BPWR|9RCR|aASPD
252	22214 62611	   	209.28	DCR|2VULN|1AART|2CDMG|1ASPD|1DMG	14VULN|2LWND|3MBVNT|5aCDMG|6DMG|7RCR|8AART|9ASPD
253	32474 62611	   	209.28	DCR|2VULN|1AART|2CDMG|1ASPD|1DMG	1MBVNT|23VULN|3BPWR|4LWND|5aCDMG|6DMG|7RCR|8AART|9ASPD
254	32514 62611	   	209.28	DCR|2VULN|1AART|2CDMG|1ASPD|1DMG	1MBVNT|24VULN|3LHND|5aCDMG|6DMG|7RCR|8AART|9ASPD
255	21483 34151	   	209.28	DCR|2DMG|2ASPD|1VULN|1AART|1CDMG	1VULN|2RPLT|3MBVNT|46ASPD|58DMG|7AART|9RCR|aCDMG
256	31333 72316	   	209.28	DCR|2DMG|1MDPS|2ASPD|1VULN|1AART|1CDMG	1MBVNT|2MDPS|3CDMG|46ASPD|56DMG|6BPWR|7MULFIG|8VULN|9RCR|aAART
257	31342 72316	   	209.28	DCR|2DMG|1MDPS|2ASPD|1VULN|1AART|1CDMG	1MBVNT|2MDPS|3CDMG|46DMG|56ASPD|6BPWR|7MULFIG|8VULN|9RCR|aAART
258	32283 34151	   	209.28	DCR|2DMG|2ASPD|1VULN|1AART|1CDMG	1MBVNT|2VULN|3RPLT|46ASPD|58DMG|7AART|9RCR|aCDMG
259	33733 34151	   	209.28	DCR|2DMG|2ASPD|1VULN|1AART|1CDMG	1MBVNT|26ASPD|3RPLT|4VULN|58DMG|7AART|9RCR|aCDMG
260	26244 62612	   	209.24	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|2DUR	1VULN|24DUR|3MBVNT|5CDMG|6DMG|7RCR|8AART|9aASPD
261	23223 32112	 * 	209.22	ACR|4VULN|3ASPD|3CDMG|1AAC	179aVULN|247CDMG|3RCR|578ASPD|6AAC|7BPWR
262	32316 17215	   	209.18	DCR|2VULN|2DMG|2ASPD|2DUR	1MBVNT|24VULN|37ASPD|58DUR|6RCR|9aDMG
263	33116 17215	   	209.18	DCR|2VULN|2DMG|2ASPD|2DUR	1MBVNT|27ASPD|34VULN|58DUR|6RCR|9aDMG
264	16115 14211	   	209.15	DCR|4VULN|1ASPD|1DMG|2DUR	1ASPD|25DUR|348aVULN|6DMG|7RCR|9BELT
265	26631 34211	   	209.15	DCR|4VULN|1ASPD|1DMG|2DUR	138aVULN|24DUR|5DMG|6ASPD|7RCR|9BELT
266	32311 14664	 * 	209.15	DCR|3VULN|1MDPS|2ASPD|1AART	1MBVNT|247VULN|37ASPD|57LWND|6RCR|7BPWR|8CGEN|9AART|aMDPS
267	33111 14664	   	209.15	DCR|3VULN|1MDPS|2ASPD|1AART	1MBVNT|27ASPD|347VULN|57LWND|6RCR|7BPWR|8CGEN|9AART|aMDPS
268	33268 22813	   	208.79	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1MBVNT|2ASPD|3AART|4CGEN|5SPLREG|6CDMG|7RCR|8DMG|9aVULN
269	31333 78434	   	208.73	DCR|3ASPD|2DMG|1MDPS|1VULN|1CDMG|1DUR	1MBVNT|2MDPS|3CDMG|467ASPD|56DMG|6BPWR|8RCR|9VULN|aDUR
270	31342 78434	   	208.73	DCR|3ASPD|2DMG|1MDPS|1VULN|1CDMG|1DUR	1MBVNT|2MDPS|3CDMG|46DMG|567ASPD|6BPWR|8RCR|9VULN|aDUR
271	24215 14112	   	208.72	DCR|3DMG|2VULN|1ASPD|2DUR	14VULN|2MLV|35DUR|69aDMG|7RCR|8ASPD
272	26115 14112	   	208.72	DCR|3DMG|2VULN|1ASPD|2DUR	14VULN|25DUR|3CGEN|69aDMG|7RCR|8ASPD
273	26633 14112	   	208.72	DCR|3DMG|2VULN|1ASPD|2DUR	13VULN|24DUR|5CGEN|69aDMG|7RCR|8ASPD
274	53215 14112	   	208.72	DCR|3DMG|2VULN|1ASPD|2DUR	1RMIN|24VULN|35DUR|69aDMG|7RCR|8ASPD
275	33423 72715	   	208.52	DCR|3VULN|3ASPD|2CDMG|1AAC	1MBVNT|257ASPD|37CDMG|4AAC|679VULN|7BPWR|8RCR|aLHND
276	33423 72723	   	208.52	DCR|3VULN|3ASPD|2CDMG|1AAC	1MBVNT|257ASPD|37CDMG|4AAC|67aVULN|7BPWR|8RCR|9LHND
277	33431 82544	   	208.49	DCR|2DMG|2ASPD|3CDMG|1VULN|1DUR	1MBVNT|27ASPD|37aCDMG|4VULN|5BEXP|67DMG|7BPWR|8DUR|9RCR
278	23425 42111	   	208.47	DCR|4VULN|3CDMG|1ASPD	157aVULN|247CDMG|37LWND|6RCR|7BPWR|8ASPD|9MLV
279	23425 42333	   	208.47	DCR|4VULN|3CDMG|1ASPD	1578VULN|247CDMG|37aLWND|6RCR|7BPWR|9ASPD
280	33423 72711	   	208.42	DCR|3VULN|3ASPD|2CDMG|1AAC	1MBVNT|257ASPD|37CDMG|4AAC|679VULN|7BPWR|8RCR|aTSLFST
281	33423 72713	   	208.42	DCR|3VULN|3ASPD|2CDMG|1AAC	1MBVNT|257ASPD|37CDMG|4AAC|679VULN|7BPWR|8RCR|aTLV
282	23425 42131	   	208.37	DCR|4VULN|3CDMG|1ASPD	157aVULN|247CDMG|37LWND|6RCR|7BPWR|8ASPD|9ERES
283	23425 42331	   	208.37	DCR|4VULN|3CDMG|1ASPD	1578VULN|247CDMG|37LWND|6RCR|7BPWR|9ASPD|aLEGI
284	33335 72174	 * 	208.30	ACR|3VULN|3ASPD|1AART|2CDMG	1MBVNT|27aASPD|3RMIN|4RCR|57CDMG|67aVULN|7aBPWR|8aLIT|9AART
285	33463 23753	   	208.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1MBVNT|2ASPD|3CDMG|4BEXP|5AART|6DMG|79VULN|8RCR|aDUR
286	32311 14328	   	208.11	DCR|4VULN|2ASPD|1CDMG	1MBVNT|2478VULN|37ASPD|57LWND|6RCR|7BPWR|9FEWX|aCDMG
287	32311 14344	   	208.11	DCR|4VULN|2ASPD|1CDMG	1MBVNT|2478VULN|37ASPD|57LWND|6RCR|7BPWR|9AELBLL|aCDMG
288	32311 14354	   	208.11	DCR|4VULN|2ASPD|1CDMG	1MBVNT|2478VULN|37ASPD|57LWND|6RCR|7BPWR|9DMSP|aCDMG
289	32311 14366	   	208.11	DCR|4VULN|2ASPD|1CDMG	1MBVNT|2478VULN|37ASPD|57LWND|6RCR|7BPWR|9CGEN|aCDMG
290	32311 14378	   	208.11	DCR|4VULN|2ASPD|1CDMG	1MBVNT|2478VULN|37ASPD|57LWND|6RCR|7BPWR|9LHND|aCDMG
291	33111 14328	   	208.11	DCR|4VULN|2ASPD|1CDMG	1MBVNT|27ASPD|3478VULN|57LWND|6RCR|7BPWR|9FEWX|aCDMG
292	33111 14344	   	208.11	DCR|4VULN|2ASPD|1CDMG	1MBVNT|27ASPD|3478VULN|57LWND|6RCR|7BPWR|9AELBLL|aCDMG
293	33111 14354	   	208.11	DCR|4VULN|2ASPD|1CDMG	1MBVNT|27ASPD|3478VULN|57LWND|6RCR|7BPWR|9DMSP|aCDMG
294	33111 14366	   	208.11	DCR|4VULN|2ASPD|1CDMG	1MBVNT|27ASPD|3478VULN|57LWND|6RCR|7BPWR|9CGEN|aCDMG
295	33111 14378	   	208.11	DCR|4VULN|2ASPD|1CDMG	1MBVNT|27ASPD|3478VULN|57LWND|6RCR|7BPWR|9LHND|aCDMG
296	33423 72736	   	208.07	DCR|3ASPD|2VULN|3CDMG|1AAC|1ZMB	1MBVNT|257ASPD|37aCDMG|4AAC|67VULN|7BPWR|8RCR|9ZMB
297	23123 35562	   	208.02	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1ZMB	1VULN|2CDMG|3ERES|4ZMB|5aASPD|6RCR|7BEXP|8AART|9DMG
298	33411 66443	   	208.00	DCR|3VULN|2ASPD|2CDMG|1DUR	1MBVNT|29ASPD|39CDMG|4LWND|5BEXP|6RCR|789VULN|9BPWR|aDUR
299	32483 33832	   	207.99	DCR|3VULN|1ASPD|1DMG|1CDMG|1ZMB|1SELL	1MBVNT|238VULN|3BPWR|4SELL|5ASPD|6RCR|7ZMB|9CDMG|aDMG
300	32783 33832	   	207.99	DCR|3VULN|1ASPD|1DMG|1CDMG|1ZMB|1SELL	1MBVNT|238VULN|4SELL|5ASPD|6RCR|7ZMB|9CDMG|aDMG
301	32316 82641	   	207.93	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1MBVNT|249VULN|3ASPD|5DUR|6CDMG|7RCR|8AART|aBEXP
302	32316 82642	   	207.93	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1MBVNT|249VULN|3ASPD|5DUR|6CDMG|7RCR|8AART|aFEWX
303	32316 82643	   	207.93	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1MBVNT|249VULN|3ASPD|5DUR|6CDMG|7RCR|8AART|aLIT
304	32434 62661	   	207.93	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|239VULN|3BPWR|4DUR|5CDMG|6DMG|7RCR|8AART|aBEXP
305	32434 62662	   	207.93	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|239VULN|3BPWR|4DUR|5CDMG|6DMG|7RCR|8AART|aFEWX
306	32434 62663	   	207.93	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|239VULN|3BPWR|4DUR|5CDMG|6DMG|7RCR|8AART|aLIT
307	33116 82641	   	207.93	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1MBVNT|2ASPD|349VULN|5DUR|6CDMG|7RCR|8AART|aBEXP
308	33116 82642	   	207.93	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1MBVNT|2ASPD|349VULN|5DUR|6CDMG|7RCR|8AART|aFEWX
309	33116 82643	   	207.93	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1MBVNT|2ASPD|349VULN|5DUR|6CDMG|7RCR|8AART|aLIT
310	13233 32622	 * 	207.89	DCR|2MDPS|3ASPD|2VULN|2DMG|1CDMG|1ZMB	167ASPD|29MDPS|3CDMG|47VULN|57DMG|7BPWR|8ZMB|aRCR
311	31333 72521	   	207.88	DCR|2VULN|2DMG|1MDPS|2ASPD|1CDMG	1MBVNT|2MDPS|3CDMG|46ASPD|56DMG|6BPWR|7MULFIG|8RCR|9aVULN
312	31342 72521	   	207.88	DCR|2VULN|2DMG|1MDPS|2ASPD|1CDMG	1MBVNT|2MDPS|3CDMG|46DMG|56ASPD|6BPWR|7MULFIG|8RCR|9aVULN
313	32316 82644	   	207.83	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR|1MSE	1MBVNT|249VULN|3ASPD|5DUR|6CDMG|7RCR|8AART|aMSE
314	32434 62664	   	207.83	DCR|3VULN|1AART|1DMG|1CDMG|1DUR|1MSE	1MBVNT|239VULN|3BPWR|4DUR|5CDMG|6DMG|7RCR|8AART|aMSE
