0	Index      	 *	Score 	Summary	Detail	
1	13416 53222	 * 	228.12	DCR|3VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1AART|23aVULN|3BPWR|4ASPD|5DMG|6CDMG|7RMIN|8RCR|9ZMB
162	41225 32212	   	203.50	DCR|2AART|2DMG|1VULN|1CDMG|1ZMB	1AME|23DMG|4aAART|5CDMG|6LHND|7ZMB|8RCR|9VULN
163	31232 41341	   	203.49	DCR|3DMG|2VULN|1CDMG|1ZMB	1ERES|239DMG|4DUST|5CDMG|6RCR|7ZMB|8aVULN
164	12421 82134	   	203.35	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB|1DUR	1AART|2DUR|3TSLFST|4MBVNT|5ZMB|6RCR|7VULN|8aDMG|9ASPD
165	11611 43211	   	203.29	DCR|2AART|2DMG|1VULN|1ASPD|1DUR	15AART|2CGEN|36DMG|4ASPD|7VULN|8DUR|9RCR|aRPLT
166	11611 43213	   	203.29	DCR|2AART|2DMG|1VULN|1ASPD|1DUR	15AART|2CGEN|36DMG|4ASPD|7VULN|8DUR|9RCR|aDMSP
167	11611 43214	   	203.29	DCR|2AART|2DMG|1VULN|1ASPD|1DUR	15AART|2CGEN|36DMG|4ASPD|7VULN|8DUR|9RCR|aFEWX
168	14231 35224	   	203.26	DCR|3VULN|2DMG|1AART|1DUR	1AART|2LHND|356VULN|47DMG|8DUR|9TLV|aRCR
169	13516 53211	   	203.26	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1AART|29VULN|3RCVC|4ASPD|5DMG|6CDMG|7RMIN|8RCR|aSNIFST
170	11611 43215	   	203.19	DCR|2AART|2DMG|1VULN|1ASPD|1DUR	15AART|2CGEN|36DMG|4ASPD|7VULN|8DUR|9RCR|aCANARM
171	13516 53212	   	203.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1MSE	1AART|29VULN|3RCVC|4ASPD|5DMG|6CDMG|7RMIN|8RCR|aMSE
172	21221 64216	 * 	203.16	DCR|2DMG|1VULN|1AART|2CDMG|1ZMB|1DUR	1MLV|23DMG|4AART|5ZMB|6aCDMG|7DUR|8RCR|9VULN
173	21225 52216	   	203.16	DCR|2DMG|1VULN|1AART|2CDMG|1ZMB|1DUR	1MLV|23DMG|4AART|5aCDMG|6DUR|7ZMB|8RCR|9VULN
174	13414 12333	   	203.14	DCR|3VULN|1AART|1ASPD|1DMG	1AART|236VULN|3BPWR|4ASPD|5LIT|7RCVC|8RCR|9RPLT|aDMG
175	14611 62233	   	203.09	DCR|2AART|2DMG|1VULN|1CDMG|1AAC|1DUR	15AART|2LHND|37DMG|4CDMG|6VULN|8RCR|9DUR|aAAC
176	41221 46213	 * 	202.81	DCR|3DMG|2AART|1MDPS|1VULN|1ZMB	1AME|236DMG|49AART|5ZMB|7MDPS|8RCR|aVULN
177	13524 36233	   	202.79	DCR|2VULN|2DMG|1MDPS|1AART|1CDMG	1AART|26VULN|3RCVC|4MDPS|56DMG|6BPWR|7RCR|8BEXP|9CDMG|aLWND
178	14236 42211	   	202.71	DCR|2VULN|2DMG|1AART|1CDMG|1AAC	1AART|2LHND|39VULN|46DMG|5DLOT|7RCR|8CDMG|aAAC
179	13524 36231	   	202.69	DCR|2VULN|2DMG|1MDPS|1AART|1CDMG	1AART|26VULN|3RCVC|4MDPS|56DMG|6BPWR|7RCR|8BEXP|9CDMG|aDUST
180	13524 36213	   	202.61	DCR|2VULN|2AART|2DMG|1MDPS	1aAART|26VULN|3RCVC|4MDPS|56DMG|6BPWR|7RCR|89BEXP
181	13524 36312	   	202.61	DCR|2VULN|2AART|2DMG|1MDPS	19AART|26VULN|3RCVC|4MDPS|56DMG|6BPWR|7RCR|8SPLJET|aCGEN
182	13524 36313	   	202.61	DCR|2VULN|2AART|2DMG|1MDPS	19AART|26VULN|3RCVC|4MDPS|56DMG|6BPWR|7RCR|8SPLJET|aBEXP
183	14213 52243	 * 	202.51	DCR|3VULN|1SPLARM|1AART|1CDMG|1ZMB	1AART|2LHND|345VULN|6CDMG|7ZMB|8RCR|9LWND|aSPLARM
184	13524 36122	   	202.51	DCR|2VULN|2AART|2DMG|1MDPS	19AART|26VULN|3RCVC|4MDPS|56DMG|6BPWR|7RCR|8ERES|aBEXP
185	13524 36123	   	202.51	DCR|2VULN|2AART|2DMG|1MDPS	19AART|26VULN|3RCVC|4MDPS|56DMG|6BPWR|7RCR|8ERES|aDMSP
186	13524 36311	   	202.51	DCR|2VULN|2AART|1MDPS|2DMG	19AART|26VULN|3RCVC|4MDPS|56DMG|6BPWR|7RCR|8SPLJET|aERES
187	13524 36121	   	202.41	DCR|2VULN|2AART|2DMG|1MDPS|1MSE	19AART|26VULN|3RCVC|4MDPS|56DMG|6BPWR|7RCR|8ERES|aMSE
188	13151 14331	   	202.34	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1AART|29VULN|3LIT|4ZMB|5ASPD|6FEWX|7DUR|8RCR|aDMG
189	13151 52331	   	202.34	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1AART|29VULN|3LIT|4ZMB|5ASPD|6DUR|7BEXP|8RCR|aDMG
190	13165 36331	   	202.34	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1AART|29VULN|3LIT|4FEWX|5ASPD|6DUR|7ZMB|8RCR|aDMG
191	12421 82182	   	202.33	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2DUR|3TSLFST|4MBVNT|5ZMB|6RCR|79VULN|8DMG|aCDMG
192	21253 15432	 * 	202.07	DCR|2VULN|2DMG|1ASPD|1CDMG|1DUR	1MLV|23DMG|4DMSP|5CDMG|67VULN|8RCR|9DUR|aASPD
193	11311 65613	   	202.04	DCR|3VULN|2AART|1CDMG|1DUR	15AART|2CGEN|369VULN|4CDMG|7BEXP|8RCR|aDUR
194	31253 15432	   	201.97	DCR|2VULN|2DMG|1ASPD|1CDMG|1DUR	1ERES|23DMG|4DMSP|5CDMG|67VULN|8RCR|9DUR|aASPD
195	12213 52262	   	201.96	DCR|3VULN|2AART|1CDMG|1AAC|1ZMB|1DUR	1aAART|2DUR|345VULN|6CDMG|7ZMB|8RCR|9AAC
196	11611 53533	   	201.95	DCR|2AART|2ASPD|1VULN|1DMG|1DUR	15AART|2CGEN|3DMG|48ASPD|6RCVC|7VULN|9RCR|aDUR
197	13311 65613	   	201.94	DCR|3VULN|2AART|1CDMG|1DUR	15AART|269VULN|3ERES|4CDMG|7BEXP|8RCR|aDUR
198	12212 52214	   	201.87	DCR|3VULN|1AART|1CDMG|2DUR|1ZMB	1AART|25DUR|349VULN|6CDMG|7ZMB|8RCR|aRCVC
199	12213 52234	   	201.87	DCR|3VULN|1AART|1CDMG|2DUR|1ZMB	1AART|29DUR|345VULN|6CDMG|7ZMB|8RCR|aRCVC
200	12263 52214	   	201.87	DCR|3VULN|1AART|1CDMG|2DUR|1ZMB	1AART|24DUR|359VULN|6CDMG|7ZMB|8RCR|aRCVC
201	13515 52213	   	201.74	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1AART|29VULN|3RCVC|4ASPD|5TLV|6CDMG|7ZMB|8RCR|aDUR
202	13423 56321	 * 	201.68	DCR|2VULN|2AART|1MDPS|1ASPD|1DMG	15AART|23VULN|3BPWR|4MDPS|6DMG|7RCR|8SPLJET|9ASPD|aAME
203	13423 56323	   	201.68	DCR|2VULN|2AART|1MDPS|1ASPD|1DMG	15AART|23VULN|3BPWR|4MDPS|6DMG|7RCR|8SPLJET|9ASPD|aFEWX
204	13412 36224	   	201.65	DCR|3VULN|2AART|1ASPD|1DUR	17AART|236VULN|3BPWR|4ASPD|5DUST|8DUR|9TLV|aRCR
205	21241 13411	   	201.58	DCR|3VULN|2DMG|1ASPD|1ZMB	1MLV|23DMG|489VULN|5TLV|6ZMB|7ASPD|aRCR
206	41241 13411	   	201.58	DCR|3VULN|2DMG|1ASPD|1ZMB	1AME|23DMG|489VULN|5TLV|6ZMB|7ASPD|aRCR
207	13423 56322	   	201.58	DCR|2VULN|2AART|1MDPS|1ASPD|1DMG	15AART|23VULN|3BPWR|4MDPS|6DMG|7RCR|8SPLJET|9ASPD|aMBVNT
208	12212 52211	   	201.54	DCR|3VULN|1AART|1CDMG|2DUR|1ZMB	1AART|25DUR|349VULN|6CDMG|7ZMB|8RCR|aSNIFST
209	12212 52215	   	201.54	DCR|3VULN|1AART|1CDMG|2DUR|1ZMB	1AART|25DUR|349VULN|6CDMG|7ZMB|8RCR|aLIT
210	12213 52231	   	201.54	DCR|3VULN|1AART|1CDMG|2DUR|1ZMB	1AART|29DUR|345VULN|6CDMG|7ZMB|8RCR|aSNIFST
211	12213 52235	   	201.54	DCR|3VULN|1AART|1CDMG|2DUR|1ZMB	1AART|29DUR|345VULN|6CDMG|7ZMB|8RCR|aLIT
212	12263 52211	   	201.54	DCR|3VULN|1AART|1CDMG|2DUR|1ZMB	1AART|24DUR|359VULN|6CDMG|7ZMB|8RCR|aSNIFST
213	12263 52215	   	201.54	DCR|3VULN|1AART|1CDMG|2DUR|1ZMB	1AART|24DUR|359VULN|6CDMG|7ZMB|8RCR|aLIT
214	21262 42215	   	201.48	DCR|2VULN|2DMG|1AART|1CDMG	1MLV|23DMG|4BEXP|5CDMG|6RCR|7RMIN|8AART|9aVULN
215	12611 42215	   	201.48	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1aAART|2DUR|37DMG|4CDMG|5DMSP|6BEXP|8RCR|9VULN
216	12611 52215	   	201.48	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1aAART|2DUR|37DMG|4CDMG|5DMSP|6FEWX|8RCR|9VULN
217	12611 62242	   	201.48	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1aAART|2DUR|37DMG|4CDMG|5DMSP|6VULN|8RCR|9LWND
218	12611 62252	   	201.48	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1aAART|2DUR|37DMG|4CDMG|5DMSP|6VULN|8RCR|9LHND
219	12212 52212	   	201.44	DCR|3VULN|1AART|1CDMG|2DUR|1ZMB|1MSE	1AART|25DUR|349VULN|6CDMG|7ZMB|8RCR|aMSE
220	12212 52216	   	201.44	DCR|3VULN|1AART|1CDMG|2DUR|1ZMB	1AART|25DUR|349VULN|6CDMG|7ZMB|8RCR|aDUST
221	12213 52232	   	201.44	DCR|3VULN|1AART|1CDMG|2DUR|1ZMB|1MSE	1AART|29DUR|345VULN|6CDMG|7ZMB|8RCR|aMSE
222	12213 52236	   	201.44	DCR|3VULN|1AART|1CDMG|2DUR|1ZMB	1AART|29DUR|345VULN|6CDMG|7ZMB|8RCR|aDUST
223	12263 52212	   	201.44	DCR|3VULN|1AART|1CDMG|2DUR|1ZMB|1MSE	1AART|24DUR|359VULN|6CDMG|7ZMB|8RCR|aMSE
224	12263 52216	   	201.44	DCR|3VULN|1AART|1CDMG|2DUR|1ZMB	1AART|24DUR|359VULN|6CDMG|7ZMB|8RCR|aDUST
225	15213 53234	   	201.44	DCR|3VULN|1AART|1CDMG|2DUR|1ZMB	1AART|2DUST|345VULN|6CDMG|7ZMB|8RCR|9aDUR
226	14231 36221	   	201.43	DCR|3VULN|1AART|1ASPD|1DMG	1AART|2LHND|356VULN|4DMG|7ERES|8RCR|9ASPD|aRPLT
227	14231 36224	   	201.43	DCR|3VULN|1AART|1ASPD|1DMG	1AART|2LHND|356VULN|4DMG|7ERES|8RCR|9ASPD|aFEWX
228	14231 24223	   	201.38	DCR|2VULN|2AART|1ASPD|1DMG	1aAART|2LHND|35VULN|4DMG|6CGEN|7RCVC|8RCR|9ASPD
229	21232 42215	   	201.38	DCR|2VULN|2DMG|1AART|1CDMG	1MLV|23DMG|4DUST|5CDMG|6RCR|7RMIN|8AART|9aVULN
230	31262 42215	   	201.38	DCR|2VULN|2DMG|1AART|1CDMG	1ERES|23DMG|4BEXP|5CDMG|6RCR|7RMIN|8AART|9aVULN
231	41232 42215	   	201.38	DCR|2VULN|2DMG|1AART|1CDMG	1AME|23DMG|4DUST|5CDMG|6RCR|7RMIN|8AART|9aVULN
232	12611 32215	   	201.38	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1aAART|2DUR|37DMG|4CDMG|5DMSP|6DUST|8RCR|9VULN
233	12615 32215	   	201.38	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1aAART|2DUR|37DMG|4CDMG|5AELBLL|6DUST|8RCR|9VULN
234	14611 32214	   	201.38	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	15AART|2LHND|37DMG|4CDMG|6DUST|8RCR|9VULN|aDUR
235	14611 62231	   	201.38	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	15AART|2LHND|37DMG|4CDMG|6VULN|8RCR|9DUR|aLEGI
236	21222 64612	   	201.38	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1MLV|23DMG|4aAART|5ERES|6CDMG|7DUR|8RCR|9VULN
237	21225 14612	   	201.38	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1MLV|23DMG|4aAART|5CDMG|6ERES|7DUR|8RCR|9VULN
238	31225 24612	   	201.38	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1ERES|23DMG|4aAART|5CDMG|6CGEN|7DUR|8RCR|9VULN
239	14231 36225	   	201.33	DCR|3VULN|1AART|1ASPD|1DMG	1AART|2LHND|356VULN|4DMG|7ERES|8RCR|9ASPD|aCANARM
240	14233 14223	   	201.28	DCR|2VULN|2AART|1ASPD|1DMG	1aAART|2LHND|36VULN|4DMG|5ERES|7RCVC|8RCR|9ASPD
241	14235 14223	   	201.28	DCR|2VULN|2AART|1ASPD|1DMG	1aAART|2LHND|36VULN|4DMG|5TLV|7RCVC|8RCR|9ASPD
242	14633 14223	   	201.28	DCR|2VULN|2AART|1ASPD|1DMG	1aAART|2LHND|3DMG|4ERES|56VULN|7RCVC|8RCR|9ASPD
243	31232 42215	   	201.28	DCR|2VULN|2DMG|1AART|1CDMG	1ERES|23DMG|4DUST|5CDMG|6RCR|7RMIN|8AART|9aVULN
244	13424 36211	   	201.06	DCR|3VULN|2DMG|1MDPS|1AART	1AART|236VULN|36BPWR|4MDPS|56DMG|7RCR|89BEXP|aLWND
245	13424 36331	   	201.06	DCR|3VULN|1MDPS|2DMG|1AART	1AART|236VULN|36BPWR|4MDPS|56DMG|7RCR|8SPLJET|9BEXP|aDMSP
246	13424 36332	   	201.06	DCR|3VULN|1MDPS|2DMG|1AART	1AART|236VULN|36BPWR|4MDPS|56DMG|7RCR|8SPLJET|9BEXP|aCGEN
247	13424 36333	   	201.06	DCR|3VULN|1MDPS|2DMG|1AART	1AART|236VULN|36BPWR|4MDPS|56DMG|7RCR|8SPLJET|9BEXP|aAELBLL
248	21221 64214	   	200.98	DCR|2DMG|1VULN|1AART|1CDMG|2DUR|1ZMB	1MLV|23DMG|4AART|5ZMB|6CDMG|7aDUR|8RCR|9VULN
249	21225 52214	   	200.98	DCR|2DMG|1VULN|1AART|1CDMG|2DUR|1ZMB	1MLV|23DMG|4AART|5CDMG|6aDUR|7ZMB|8RCR|9VULN
250	13424 36131	   	200.96	DCR|3VULN|1MDPS|2DMG|1AART	1AART|236VULN|36BPWR|4MDPS|56DMG|7RCR|8ERES|9BEXP|aCGEN
251	13424 36132	   	200.96	DCR|3VULN|2DMG|1MDPS|1AART	1AART|236VULN|36BPWR|4MDPS|56DMG|7RCR|8ERES|9BEXP|aLWND
252	13424 36212	   	200.96	DCR|3VULN|2DMG|1MDPS|1AART	1AART|236VULN|36BPWR|4MDPS|56DMG|7RCR|89BEXP|aTLV
253	13424 36221	   	200.96	DCR|3VULN|2DMG|1MDPS|1AART	1AART|236VULN|36BPWR|4MDPS|56DMG|7RCR|8BEXP|9TLV|aCGEN
254	13424 36222	   	200.96	DCR|3VULN|2DMG|1MDPS|1AART	1AART|236VULN|36BPWR|4MDPS|56DMG|7RCR|8BEXP|9TLV|aLWND
255	13424 36133	   	200.86	DCR|3VULN|2DMG|1MDPS|1AART	1AART|236VULN|36BPWR|4MDPS|56DMG|7RCR|8aERES|9BEXP
256	13424 36223	   	200.86	DCR|3VULN|1MDPS|2DMG|1AART	1AART|236VULN|36BPWR|4MDPS|56DMG|7RCR|8BEXP|9TLV|aERES
257	13424 36111	   	200.76	DCR|3VULN|1MDPS|2DMG|1AART|1MSE	1AART|236VULN|36BPWR|4MDPS|56DMG|7RCR|8ERES|9MSE|aCGEN
258	13424 36112	   	200.76	DCR|3VULN|1MDPS|2DMG|1AART|1MSE	1AART|236VULN|36BPWR|4MDPS|56DMG|7RCR|8ERES|9MSE|aLWND
259	13424 36113	   	200.76	DCR|3VULN|2DMG|1MDPS|1AART|1MSE	1AART|236VULN|36BPWR|4MDPS|56DMG|7RCR|8aERES|9MSE
260	11311 65611	   	200.67	DCR|3VULN|2AART|1CDMG	15AART|2CGEN|369VULN|4CDMG|7BEXP|8RCR|aSPLREG
261	13311 65611	   	200.57	DCR|3VULN|2AART|1CDMG	15AART|269VULN|3ERES|4CDMG|7BEXP|8RCR|aSPLREG
262	13411 36532	   	200.53	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1AART|23VULN|3BPWR|4ASPD|5DUR|6BEXP|7RCR|8LWND|9CDMG|aZMB
263	14213 32514	   	200.52	DCR|3VULN|2AART|1MDPS|1AAC|1ZMB	16AART|2LHND|345VULN|7ZMB|8RCR|9AAC|aMDPS
264	13423 16621	 * 	200.49	DCR|4VULN|3AART|1MDPS	159AART|236aVULN|3BPWR|4MDPS|7RCR|8LHND
265	13515 52211	   	200.37	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1AART|29VULN|3RCVC|4ASPD|5TLV|6CDMG|7ZMB|8RCR|aSPLREG
266	13216 53214	   	200.28	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1AART|29VULN|3AELBLL|4ASPD|5DMG|6CDMG|7RMIN|8RCR|aRCVC
267	11611 43113	 * 	200.25	DCR|3AART|2DMG|1VULN|1ASPD	15aAART|2CGEN|36DMG|4ASPD|7VULN|8LWND|9RCR
268	11611 43413	   	200.25	DCR|3AART|2DMG|1VULN|1ASPD	15aAART|2CGEN|36DMG|4ASPD|7VULN|8LHND|9RCR
269	63244 23111	 * 	199.97	DCR|2SPLARM|2VULN|1AART|1ASPD|1CDMG	17SPLARM|256DMSP|3AART|47VULN|7BPWR|8RCR|9ASPD|aCDMG
270	13216 53211	   	199.95	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1AART|29VULN|3AELBLL|4ASPD|5DMG|6CDMG|7RMIN|8RCR|aSNIFST
271	13216 53215	   	199.95	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1AART|29VULN|3AELBLL|4ASPD|5DMG|6CDMG|7RMIN|8RCR|aLIT
272	12213 41338	 * 	199.91	DCR|3VULN|1MDPS|1AART|1NUKE|1ZMB|1DUR	1AART|2DUR|345VULN|6MDPS|7MBVNT|8RCR|9ZMB|aNUKE
273	31636 23143	 * 	199.87	DCR|2VULN|1MDPS|2DMG|1ASPD|1CDMG|1DUR	1ERES|27DMG|3MDPS|46VULN|5ASPD|8DUR|9RCR|aCDMG
274	13216 53212	   	199.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1MSE	1AART|29VULN|3AELBLL|4ASPD|5DMG|6CDMG|7RMIN|8RCR|aMSE
275	13216 53216	   	199.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1AART|29VULN|3AELBLL|4ASPD|5DMG|6CDMG|7RMIN|8RCR|aDUST
276	21253 15433	   	199.84	DCR|3VULN|2DMG|1CDMG|1DUR	1MLV|23DMG|4DMSP|5CDMG|67aVULN|8RCR|9DUR
277	13443 52232	 * 	199.80	DCR|3AART|2VULN|1CDMG|1ZMB|1DUR	14aAART|23VULN|3BPWR|5LWND|6CDMG|7ZMB|8RCR|9DUR
278	12212 52242	   	199.78	DCR|2VULN|2AART|1CDMG|2DUR|1ZMB	1aAART|25DUR|34VULN|6CDMG|7ZMB|8RCR|9LWND
279	12212 52252	   	199.78	DCR|2VULN|2AART|1CDMG|2DUR|1ZMB	1aAART|25DUR|34VULN|6CDMG|7ZMB|8RCR|9LHND
280	12263 52242	   	199.78	DCR|2VULN|2AART|1CDMG|2DUR|1ZMB	1aAART|24DUR|35VULN|6CDMG|7ZMB|8RCR|9LWND
281	12263 52252	   	199.78	DCR|2VULN|2AART|1CDMG|2DUR|1ZMB	1aAART|24DUR|35VULN|6CDMG|7ZMB|8RCR|9LHND
282	13246 52213	   	199.78	DCR|2VULN|2AART|1CDMG|2DUR|1ZMB	14AART|29VULN|3AELBLL|5aDUR|6CDMG|7ZMB|8RCR
283	14231 21223	   	199.78	DCR|2VULN|2AART|1ASPD|1DMG	1aAART|27LHND|35VULN|4DMG|6CGEN|8RCR|9ASPD
284	14231 22223	   	199.78	DCR|2VULN|2AART|1ASPD|1DMG	1aAART|2LHND|35VULN|4DMG|67CGEN|8RCR|9ASPD
285	21262 41214	   	199.73	DCR|2DMG|1VULN|1AART|1CDMG|1ZMB|1DUR	1MLV|23DMG|4BEXP|5CDMG|6RCR|7ZMB|8AART|9VULN|aDUR
286	14236 42213	   	199.70	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2LHND|39VULN|46DMG|5DLOT|7RCR|8CDMG|aRCVC
287	14233 11223	   	199.68	DCR|2VULN|2AART|1ASPD|1DMG	1aAART|27LHND|36VULN|4DMG|5ERES|8RCR|9ASPD
288	14235 11223	   	199.68	DCR|2VULN|2AART|1ASPD|1DMG	1aAART|27LHND|36VULN|4DMG|5TLV|8RCR|9ASPD
289	14633 11223	   	199.68	DCR|2VULN|2AART|1ASPD|1DMG	1aAART|27LHND|3DMG|4ERES|56VULN|8RCR|9ASPD
290	12213 52243	   	199.63	DCR|3VULN|1AART|1CDMG|1AAC|1ZMB|1DUR	1AART|2DUR|345VULN|6CDMG|7ZMB|8RCR|9LWND|aAAC
291	12213 52253	   	199.63	DCR|3VULN|1AART|1CDMG|1AAC|1ZMB|1DUR	1AART|2DUR|345VULN|6CDMG|7ZMB|8RCR|9LHND|aAAC
292	14213 52233	   	199.63	DCR|3VULN|1AART|1CDMG|1AAC|1ZMB|1DUR	1AART|2LHND|345VULN|6CDMG|7ZMB|8RCR|9DUR|aAAC
293	21232 41214	   	199.63	DCR|2DMG|1VULN|1AART|1CDMG|1ZMB|1DUR	1MLV|23DMG|4DUST|5CDMG|6RCR|7ZMB|8AART|9VULN|aDUR
294	31262 41214	   	199.63	DCR|2DMG|1VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|23DMG|4BEXP|5CDMG|6RCR|7ZMB|8AART|9VULN|aDUR
295	41232 41214	   	199.63	DCR|2DMG|1VULN|1AART|1CDMG|1ZMB|1DUR	1AME|23DMG|4DUST|5CDMG|6RCR|7ZMB|8AART|9VULN|aDUR
296	13412 26235	   	199.62	DCR|3VULN|1AART|1ASPD|1CDMG	1AART|23aVULN|3BPWR|4ASPD|5DUST|6CGEN|7RCR|8AME|9CDMG
297	13442 42212	   	199.59	DCR|2VULN|2AART|1DMG|1AAC|1ZMB|1DUR	14AART|23VULN|3BPWR|5ERES|6DMG|7ZMB|8DUR|9RCR|aAAC
298	14233 13223	   	199.58	DCR|2VULN|2AART|1ASPD|1DMG	1aAART|2LHND|36VULN|4DMG|57ERES|8RCR|9ASPD
299	14633 13223	   	199.58	DCR|2VULN|2AART|1ASPD|1DMG	1aAART|2LHND|3DMG|47ERES|56VULN|8RCR|9ASPD
300	12213 52261	   	199.53	DCR|3VULN|1AART|1CDMG|1AAC|1ZMB|1DUR	1AART|2DUR|345VULN|6CDMG|7ZMB|8RCR|9AAC|aRMIN
301	12213 52263	   	199.53	DCR|3VULN|1AART|1CDMG|1AAC|1ZMB|1DUR	1AART|2DUR|345VULN|6CDMG|7ZMB|8RCR|9AAC|aFEWX
302	12213 52264	   	199.53	DCR|3VULN|1AART|1CDMG|1AAC|1ZMB|1DUR	1AART|2DUR|345VULN|6CDMG|7ZMB|8RCR|9AAC|aMLV
303	12213 52265	   	199.53	DCR|3VULN|1AART|1CDMG|1AAC|1ZMB|1DUR	1AART|2DUR|345VULN|6CDMG|7ZMB|8RCR|9AAC|aCGEN
304	12213 52266	   	199.53	DCR|3VULN|1AART|1CDMG|1AAC|1ZMB|1DUR	1AART|2DUR|345VULN|6CDMG|7ZMB|8RCR|9AAC|aDUST
305	31232 41214	   	199.53	DCR|2DMG|1VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|23DMG|4DUST|5CDMG|6RCR|7ZMB|8AART|9VULN|aDUR
306	13413 26235	   	199.52	DCR|3VULN|1AART|1ASPD|1CDMG	1AART|23aVULN|3BPWR|4ASPD|5ERES|6DUST|7RCR|8AME|9CDMG
307	13423 16521	   	199.45	DCR|3VULN|2AART|1MDPS|1ASPD	15AART|236VULN|3BPWR|4MDPS|7RCR|8AELBLL|9ASPD|aRPLT
308	13423 16523	   	199.45	DCR|3VULN|2AART|1MDPS|1ASPD	15AART|236VULN|3BPWR|4MDPS|7RCR|8AELBLL|9ASPD|aDMSP
309	14213 26523	   	199.45	DCR|3VULN|2AART|1ASPD	1aAART|2LHND|345VULN|6DUST|7RCR|8AELBLL|9ASPD
310	14213 26623	   	199.45	DCR|3VULN|2AART|1ASPD	1aAART|28LHND|345VULN|6DUST|7RCR|9ASPD
311	12212 55521	 * 	199.44	DCR|2VULN|2AART|3DUR|1CDMG	18AART|257DUR|34VULN|6CDMG|9RCR|aSPLREG
312	16613 13632	   	199.44	DCR|2AART|1VULN|1ASPD|1CDMG|2ZMB|1DUR	15AART|2AME|3DUR|4CDMG|68ZMB|7RCR|9ASPD|aVULN
313	11311 13633	   	199.44	DCR|2AART|1VULN|1ASPD|1CDMG|2ZMB|1DUR	15AART|2CGEN|3VULN|4CDMG|68ZMB|7RCR|9ASPD|aDUR
314	13412 35311	   	199.43	DCR|3VULN|1AART|1ASPD|1DMG	1AART|236VULN|3BPWR|4ASPD|5DUST|7DMG|8CGEN|9RCR|aRPLT
315	13412 35313	   	199.43	DCR|3VULN|1AART|1ASPD|1DMG	1AART|236VULN|3BPWR|4ASPD|5DUST|7DMG|8CGEN|9RCR|aDMSP
316	13412 35314	   	199.43	DCR|3VULN|1AART|1ASPD|1DMG	1AART|236VULN|3BPWR|4ASPD|5DUST|7DMG|8CGEN|9RCR|aFEWX
317	13412 35511	   	199.43	DCR|3VULN|1AART|1ASPD|1DMG	1AART|236VULN|3BPWR|4ASPD|5DUST|7DMG|8AME|9RCR|aRPLT
318	13412 35513	   	199.43	DCR|3VULN|1AART|1ASPD|1DMG	1AART|236VULN|3BPWR|4ASPD|5DUST|7DMG|8AME|9RCR|aDMSP
319	14231 35533	   	199.38	DCR|3VULN|2DMG|1AART	1AART|2LHND|356VULN|47DMG|8RCR|9RMIN|aRCVC
320	15211 13115	   	199.35	DCR|3VULN|2AART|1DMG	19AART|2DUST|34aVULN|5TSLFST|6FEWX|7RCR|8DMG
321	12313 13632	   	199.34	DCR|2AART|1VULN|1ASPD|1CDMG|2ZMB|1DUR	15AART|2DUR|3ERES|4CDMG|68ZMB|7RCR|9ASPD|aVULN
322	13311 13633	   	199.34	DCR|2AART|1VULN|1ASPD|1CDMG|2ZMB|1DUR	15AART|2VULN|3ERES|4CDMG|68ZMB|7RCR|9ASPD|aDUR
323	13412 35315	   	199.33	DCR|3VULN|1AART|1ASPD|1DMG	1AART|236VULN|3BPWR|4ASPD|5DUST|7DMG|8CGEN|9RCR|aCANARM
324	13414 12361	   	199.33	DCR|3VULN|1AART|1ASPD|1CDMG	1AART|236VULN|3BPWR|4ASPD|5LIT|7RCVC|8RCR|9LHND|aCDMG
