0	Index      	 *	Score 	Summary	Detail	
1	21532 18452	 * 	223.06	DCR|1SPLARM|2VULN|1AART|1ASPD|1DMG|1DUR	1DUR|2aVULN|3MBVNT|4SPLARM|5DMG|6BEXP|7RCR|8AART|9ASPD
157	21355 63321	   	198.18	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2VULN|3FEWX|4ZMB|58ASPD|6AART|7RCR|9LWND|aDMG
158	21355 63331	   	198.18	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2VULN|3FEWX|4ZMB|58ASPD|6AART|7RCR|9BEXP|aDMG
159	21231 63155	 * 	198.12	DCR|3VULN|2AART|1ZMB|1DUR	1DUR|289VULN|3RMIN|4ZMB|5FEWX|6aAART|7RCR
160	22242 62532	   	198.11	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2ZMB|346VULN|5AART|7FEWX|8LHND|9RCR|aDMG
161	21142 62532	   	198.11	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1DUR|246VULN|3ZMB|5AART|7FEWX|8LHND|9RCR|aDMG
162	21544 53483	 * 	198.01	DCR|5VULN|1ASPD|1DUR	1DUR|2568aVULN|3MBVNT|4BEXP|7RCR|9ASPD
163	21443 31214	 * 	197.91	DCR|4VULN|1ASPD|1DMG|1DUR	1DUR|2478VULN|3DMG|5LIT|6ASPD|9FEWX|aRCR
164	21231 63151	   	197.90	DCR|4VULN|1AART|1ZMB|1DUR	1DUR|289aVULN|3RMIN|4ZMB|5FEWX|6AART|7RCR
165	21233 43451	   	197.90	DCR|4VULN|1AART|1ZMB|1DUR	1DUR|269aVULN|3RMIN|4ZMB|5LWND|7RCR|8AART
166	21525 52423	 * 	197.76	DCR|4VULN|3CDMG|2DUR	17DUR|2569VULN|3MBVNT|45aCDMG|5BPWR|8RCR
167	52252 12243	 * 	197.68	DCR|2VULN|2AART|1ASPD|1DMG	1ERES|2DMG|3LWND|46VULN|5ASPD|7aAART|8RPLT|9RCR
168	21132 63653	 * 	197.66	DCR|2VULN|2AART|1MDPS|1CDMG|2ZMB|1DUR	1DUR|26VULN|34ZMB|5aAART|7MDPS|8RCR|9CDMG
169	22232 63653	   	197.66	DCR|2VULN|2AART|1MDPS|1CDMG|2ZMB|1DUR	1DUR|24ZMB|36VULN|5aAART|7MDPS|8RCR|9CDMG
170	11435 21125	   	197.36	DCR|4VULN|2DMG|1ZMB	1DUST|2689VULN|35DMG|4ZMB|7RPLT|aRCR
171	32252 16143	   	197.29	DCR|2VULN|2DMG|1AART|1ASPD	18CGEN|27DMG|3LWND|46VULN|5ASPD|9AART|aRCR
172	32435 11621	 * 	197.27	DCR|3DMG|1MDPS|1AART|1ASPD|1CDMG|1ZMB	1CGEN|267DMG|3ZMB|4CDMG|5AART|8MDPS|9RCR|aASPD
173	52352 53332	   	197.09	DCR|2VULN|2DMG|1AART|1ASPD	1ERES|26DMG|3TSLFST|4FEWX|56VULN|6BPWR|7AART|8MBVNT|9ASPD|aRCR
174	32231 36551	 * 	197.07	DCR|2AART|2DMG|1MDPS|1VULN|1CDMG	1CGEN|25DMG|3LWND|4MDPS|6RCR|7VULN|8aAART|9CDMG
175	21231 35143	   	196.78	DCR|2VULN|2ASPD|1DMG|1ZMB|1DUR	1DUR|2aVULN|3RMIN|4ZMB|5FEWX|6RCR|7DMG|89ASPD
176	21631 35143	   	196.78	DCR|2VULN|2ASPD|1DMG|1ZMB|1DUR	1DUR|2aVULN|3CGEN|4ZMB|5FEWX|6RCR|7DMG|89ASPD
177	22143 35143	   	196.68	DCR|2VULN|2ASPD|1DMG|1ZMB|1DUR	1DUR|2ZMB|3BEXP|4aVULN|5ERES|6RCR|7DMG|89ASPD
178	22351 35143	   	196.68	DCR|2VULN|2ASPD|1DMG|1ZMB|1DUR	1DUR|2ZMB|3ERES|4aVULN|5FEWX|6RCR|7DMG|89ASPD
179	21234 35143	   	196.68	DCR|2VULN|2ASPD|1DMG|1ZMB|1DUR	1DUR|2aVULN|3RMIN|4ZMB|5DUST|6RCR|7DMG|89ASPD
180	21353 35143	   	196.68	DCR|2VULN|2ASPD|1DMG|1ZMB|1DUR	1DUR|2aVULN|3FEWX|4ZMB|5ERES|6RCR|7DMG|89ASPD
181	21633 32633	   	196.58	DCR|3VULN|1ASPD|1CDMG|1ZMB|1DUR	1DUR|28aVULN|3CGEN|4ZMB|5LWND|6RCR|7CDMG|9ASPD
182	21523 81641	 * 	196.46	DCR|2VULN|2ASPD|3CDMG|2DUR	18DUR|28VULN|3MBVNT|47aCDMG|5LWND|68ASPD|8BPWR|9RCR
183	21443 31114	 * 	196.28	DCR|3VULN|2ASPD|1DMG|1DUR	1DUR|247VULN|3DMG|5LIT|68ASPD|9FEWX|aRCR
184	22352 12243	   	196.25	DCR|2VULN|2AART|1ASPD|1ZMB|1DUR	1DUR|2ZMB|3ERES|46VULN|5ASPD|7aAART|8RPLT|9RCR
185	21422 16623	   	195.84	DCR|3VULN|2DMG|1CDMG|1DUR	1DUR|256VULN|37DMG|4LHND|8BELT|9CDMG|aRCR
186	11125 13114	   	195.84	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1DUST|28VULN|3ZMB|4LHND|5AART|6DMG|7RCR|9DLOT|aASPD
187	11165 13114	   	195.84	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1DUST|28VULN|3ZMB|4LWND|5AART|6DMG|7RCR|9DLOT|aASPD
188	12225 13114	   	195.84	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1DUST|2ZMB|38VULN|4LHND|5AART|6DMG|7RCR|9DLOT|aASPD
189	12265 13114	   	195.84	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1DUST|2ZMB|38VULN|4LWND|5AART|6DMG|7RCR|9DLOT|aASPD
190	52252 12116	 * 	195.75	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1ERES|2DMG|3LWND|46VULN|5ASPD|7AART|8CDMG|9CANSTR|aRCR
191	22245 23221	   	195.62	DCR|4VULN|1DMG|2DUR|1ZMB	17DUR|2ZMB|3467VULN|57AME|7BPWR|8BELT|9RCR|aDMG
192	11525 52123	 * 	195.62	DCR|5VULN|2CDMG|1DUR	1DUST|25689VULN|3MBVNT|45CDMG|5BPWR|7DUR|aRCR
193	11125 13351	   	195.61	DCR|3VULN|1AART|1DMG|1ZMB	1DUST|29aVULN|3ZMB|4LHND|5AART|6DMG|7RCR|8RCVC
194	11165 13351	   	195.61	DCR|3VULN|1AART|1DMG|1ZMB	1DUST|29aVULN|3ZMB|4LWND|5AART|6DMG|7RCR|8RCVC
195	12225 13351	   	195.61	DCR|3VULN|1AART|1DMG|1ZMB	1DUST|2ZMB|39aVULN|4LHND|5AART|6DMG|7RCR|8RCVC
196	12265 13351	   	195.61	DCR|3VULN|1AART|1DMG|1ZMB	1DUST|2ZMB|39aVULN|4LWND|5AART|6DMG|7RCR|8RCVC
197	11541 26153	   	195.53	DCR|2VULN|2DMG|2ASPD	1DUST|2aVULN|3MBVNT|4BEXP|57DMG|6RCR|89ASPD
198	21523 13641	   	194.98	DCR|2VULN|2DMG|2CDMG|2DUR	18DUR|28VULN|3MBVNT|4aCDMG|5LWND|68DMG|7RCVC|8BPWR|9RCR
199	21526 13641	   	194.98	DCR|2VULN|2DMG|2CDMG|2DUR	18DUR|28VULN|3MBVNT|4aCDMG|5FEWX|68DMG|7RCVC|8BPWR|9RCR
200	21541 26113	   	194.96	DCR|2VULN|2DMG|1ASPD|2DUR	19DUR|2aVULN|3MBVNT|4BEXP|57DMG|6RCR|8ASPD
201	21521 13641	   	194.88	DCR|2VULN|2DMG|2CDMG|2DUR	18DUR|28VULN|3MBVNT|4aCDMG|5DUST|68DMG|7RCVC|8BPWR|9RCR
202	11523 11683	   	194.86	DCR|3VULN|2DMG|2CDMG	18DUST|289VULN|3MBVNT|47CDMG|5LWND|68DMG|8BPWR|aRCR
203	21525 53241	 * 	194.73	DCR|3VULN|3CDMG|1ASPD|1DUR	1DUR|256VULN|3MBVNT|45aCDMG|5BPWR|7ASPD|8FEWX|9RCR
204	21525 51423	   	194.72	DCR|4VULN|3CDMG|1DUR	1DUR|2569VULN|3MBVNT|45aCDMG|5BPWR|7RCVC|8RCR
205	21432 12111	   	194.40	DCR|3VULN|1ASPD|1DMG|1ZMB|1DUR	1DUR|26aVULN|3DMG|4ZMB|5ASPD|7LIT|8AME|9RCR
206	21432 12211	   	194.40	DCR|3VULN|1ASPD|1DMG|1ZMB|1DUR	1DUR|26aVULN|3DMG|4ZMB|5ASPD|7LIT|8RMIN|9RCR
207	21432 12311	   	194.40	DCR|3VULN|1ASPD|1DMG|1ZMB|1DUR	1DUR|26aVULN|3DMG|4ZMB|5ASPD|7LIT|8CGEN|9RCR
208	21525 35131	 * 	194.30	DCR|2VULN|1MDPS|2ASPD|2CDMG|1ZMB|1DUR	1DUR|25VULN|3MBVNT|45CDMG|5BPWR|6MDPS|7aASPD|8ZMB|9RCR
209	21443 33511	   	194.30	DCR|3VULN|1ASPD|1DMG|1ZMB|1DUR	1DUR|24aVULN|3DMG|5LIT|6ASPD|7ERES|8ZMB|9RCR
210	22145 43123	   	194.18	DCR|4VULN|1ASPD|1ZMB|1DUR	1DUR|2ZMB|3BEXP|469aVULN|5ASPD|7RCR|8CGEN
211	21433 43123	   	194.18	DCR|4VULN|1DMG|1ZMB|1DUR	1DUR|269aVULN|3DMG|4ZMB|5LWND|7RCR|8CGEN
212	22242 62343	   	194.12	DCR|3VULN|2AART|1ZMB|1DUR	1DUR|2ZMB|346VULN|5aAART|7FEWX|8RPLT|9RCR
213	21142 62343	   	194.12	DCR|3VULN|2AART|1ZMB|1DUR	1DUR|246VULN|3ZMB|5aAART|7FEWX|8RPLT|9RCR
214	21431 63313	   	194.12	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	1DUR|2VULN|3DMG|4aZMB|5FEWX|6AART|7RCR|8ASPD|9SPLREG
215	11523 14153	   	193.76	DCR|2VULN|2AART|1DMG|1CDMG	1DUST|27VULN|3MBVNT|4CDMG|5LWND|6DMG|8aAART|9RCR
216	11125 13152	   	193.70	DCR|3VULN|1AART|1DMG|1ZMB	1DUST|289VULN|3ZMB|4LHND|5AART|6DMG|7RCR|aCGEN
217	11125 13153	   	193.70	DCR|3VULN|1AART|1DMG|1ZMB	1DUST|289VULN|3ZMB|4LHND|5AART|6DMG|7RCR|aRPLT
218	11125 13551	   	193.70	DCR|3VULN|1AART|1DMG|1ZMB	1DUST|29aVULN|3ZMB|48LHND|5AART|6DMG|7RCR
219	11165 13152	   	193.70	DCR|3VULN|1AART|1DMG|1ZMB	1DUST|289VULN|3ZMB|4LWND|5AART|6DMG|7RCR|aCGEN
220	11165 13153	   	193.70	DCR|3VULN|1AART|1DMG|1ZMB	1DUST|289VULN|3ZMB|4LWND|5AART|6DMG|7RCR|aRPLT
221	12225 13152	   	193.70	DCR|3VULN|1AART|1DMG|1ZMB	1DUST|2ZMB|389VULN|4LHND|5AART|6DMG|7RCR|aCGEN
222	12225 13153	   	193.70	DCR|3VULN|1AART|1DMG|1ZMB	1DUST|2ZMB|389VULN|4LHND|5AART|6DMG|7RCR|aRPLT
223	12225 13551	   	193.70	DCR|3VULN|1AART|1DMG|1ZMB	1DUST|2ZMB|39aVULN|48LHND|5AART|6DMG|7RCR
224	12265 13152	   	193.70	DCR|3VULN|1AART|1DMG|1ZMB	1DUST|2ZMB|389VULN|4LWND|5AART|6DMG|7RCR|aCGEN
225	12265 13153	   	193.70	DCR|3VULN|1AART|1DMG|1ZMB	1DUST|2ZMB|389VULN|4LWND|5AART|6DMG|7RCR|aRPLT
226	11125 13111	   	193.60	DCR|3VULN|1AART|1DMG|1ZMB	1DUST|28aVULN|3ZMB|4LHND|5AART|6DMG|7RCR|9DLOT
227	11125 13154	   	193.60	DCR|3VULN|1AART|1DMG|1ZMB|1MSE	1DUST|289VULN|3ZMB|4LHND|5AART|6DMG|7RCR|aMSE
228	11125 13251	   	193.60	DCR|3VULN|1AART|1DMG|1ZMB	18DUST|29aVULN|3ZMB|4LHND|5AART|6DMG|7RCR
229	11165 13111	   	193.60	DCR|3VULN|1AART|1DMG|1ZMB	1DUST|28aVULN|3ZMB|4LWND|5AART|6DMG|7RCR|9DLOT
230	11165 13251	   	193.60	DCR|3VULN|1AART|1DMG|1ZMB	18DUST|29aVULN|3ZMB|4LWND|5AART|6DMG|7RCR
231	12225 13111	   	193.60	DCR|3VULN|1AART|1DMG|1ZMB	1DUST|2ZMB|38aVULN|4LHND|5AART|6DMG|7RCR|9DLOT
232	12225 13154	   	193.60	DCR|3VULN|1AART|1DMG|1ZMB|1MSE	1DUST|2ZMB|389VULN|4LHND|5AART|6DMG|7RCR|aMSE
233	12225 13251	   	193.60	DCR|3VULN|1AART|1DMG|1ZMB	18DUST|2ZMB|39aVULN|4LHND|5AART|6DMG|7RCR
234	12265 13111	   	193.60	DCR|3VULN|1AART|1DMG|1ZMB	1DUST|2ZMB|38aVULN|4LWND|5AART|6DMG|7RCR|9DLOT
235	12265 13251	   	193.60	DCR|3VULN|1AART|1DMG|1ZMB	18DUST|2ZMB|39aVULN|4LWND|5AART|6DMG|7RCR
236	14145 13111	   	193.60	DCR|3VULN|1AART|1DMG|1ZMB	1DUST|2LHND|3ZMB|48aVULN|5AART|6DMG|7RCR|9DLOT
237	21525 34332	 * 	193.52	DCR|2VULN|1MDPS|1AART|2CDMG|1ASPD|1DUR	1DUR|25VULN|3MBVNT|45CDMG|5BPWR|6MDPS|7BEXP|8AART|9RCR|aASPD
238	12645 13111	   	193.50	DCR|3VULN|1AART|1DMG|1ZMB	1DUST|2ZMB|3LEGI|48aVULN|5AART|6DMG|7RCR|9DLOT
239	11125 13121	   	193.46	DCR|2VULN|2DMG|1AART|1ZMB	1DUST|28VULN|3ZMB|4LHND|5AART|6aDMG|7RCR|9LWND
240	11125 13131	   	193.46	DCR|2VULN|2DMG|1AART|1ZMB	1DUST|28VULN|3ZMB|4LHND|5AART|6aDMG|7RCR|9BEXP
241	11125 13161	   	193.46	DCR|2VULN|2DMG|1AART|1ZMB	1DUST|28VULN|3ZMB|4LHND|5AART|6aDMG|7RCR|9FEWX
242	11165 13121	   	193.46	DCR|2VULN|2DMG|1AART|1ZMB	1DUST|28VULN|3ZMB|4LWND|5AART|6aDMG|7RCR|9LHND
243	11165 13131	   	193.46	DCR|2VULN|2DMG|1AART|1ZMB	1DUST|28VULN|3ZMB|4LWND|5AART|6aDMG|7RCR|9BEXP
244	11165 13161	   	193.46	DCR|2VULN|2DMG|1AART|1ZMB	1DUST|28VULN|3ZMB|4LWND|5AART|6aDMG|7RCR|9FEWX
245	12225 13121	   	193.46	DCR|2VULN|2DMG|1AART|1ZMB	1DUST|2ZMB|38VULN|4LHND|5AART|6aDMG|7RCR|9LWND
246	12225 13131	   	193.46	DCR|2VULN|2DMG|1AART|1ZMB	1DUST|2ZMB|38VULN|4LHND|5AART|6aDMG|7RCR|9BEXP
247	12225 13161	   	193.46	DCR|2VULN|2DMG|1AART|1ZMB	1DUST|2ZMB|38VULN|4LHND|5AART|6aDMG|7RCR|9FEWX
248	12265 13121	   	193.46	DCR|2VULN|2DMG|1AART|1ZMB	1DUST|2ZMB|38VULN|4LWND|5AART|6aDMG|7RCR|9LHND
249	12265 13131	   	193.46	DCR|2VULN|2DMG|1AART|1ZMB	1DUST|2ZMB|38VULN|4LWND|5AART|6aDMG|7RCR|9BEXP
250	12265 13161	   	193.46	DCR|2VULN|2DMG|1AART|1ZMB	1DUST|2ZMB|38VULN|4LWND|5AART|6aDMG|7RCR|9FEWX
251	14145 13121	   	193.46	DCR|2VULN|2DMG|1AART|1ZMB	1DUST|2LHND|3ZMB|48VULN|5AART|6aDMG|7RCR|9LWND
252	14145 13131	   	193.46	DCR|2VULN|2DMG|1AART|1ZMB	1DUST|2LHND|3ZMB|48VULN|5AART|6aDMG|7RCR|9BEXP
253	21541 22468	   	193.43	DCR|2VULN|2DMG|1AART|1DUR	1DUR|28VULN|3MBVNT|4BEXP|59DMG|6RCR|7LIT|aAART
254	11525 37332	   	193.42	DCR|2VULN|1MDPS|1AART|2CDMG|1ASPD|1DUR	1DUST|25VULN|3MBVNT|45CDMG|5BPWR|6MDPS|7DUR|8AART|9RCR|aASPD
255	11512 12124	 * 	193.42	DCR|3VULN|1AART|1ASPD|1CDMG	1DUST|256VULN|3MBVNT|4ERES|7AART|8CDMG|9ASPD|aRCR
256	12645 13121	   	193.36	DCR|2VULN|2DMG|1AART|1ZMB	1DUST|2ZMB|3LEGI|48VULN|5AART|6aDMG|7RCR|9LWND
257	12645 13131	   	193.36	DCR|2VULN|2DMG|1AART|1ZMB	1DUST|2ZMB|3LEGI|48VULN|5AART|6aDMG|7RCR|9BEXP
