0	Index      	 *	Score 	Summary	Detail	
1	55346 43113	 * 	224.28	DCR|2VULN|2DMG|2ASPD|1AART|1AAC	1AART|29ASPD|3MBVNT|4DUST|5RMIN|69DMG|7RCR|89VULN|9BPWR|aAAC
154	55321 13111	   	198.40	DCR|2VULN|2ASPD|1AART|1ZMB|1DUR	1AART|29ASPD|3MBVNT|49ERES|5ZMB|6DUR|7RCR|89VULN|9BPWR|aLHND
155	55321 13112	   	198.40	DCR|2VULN|2ASPD|1AART|1ZMB|1DUR	1AART|29ASPD|3MBVNT|49ERES|5ZMB|6DUR|7RCR|89VULN|9BPWR|aDMSP
156	55321 13118	   	198.40	DCR|2VULN|2ASPD|1AART|1ZMB|1DUR	1AART|29ASPD|3MBVNT|49ERES|5ZMB|6DUR|7RCR|89VULN|9BPWR|aFEWX
157	13113 43114	   	198.40	DCR|2VULN|2ASPD|1AART|1ZMB|1DUR	1BEXP|2ZMB|35ASPD|4DUR|6AART|7RCR|8DUST|9aVULN
158	33113 43114	   	198.40	DCR|2VULN|2ASPD|1AART|1ZMB|1DUR	1FEWX|2ZMB|35ASPD|4DUR|6AART|7RCR|8DUST|9aVULN
159	31252 11212	   	198.40	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	14FEWX|2RMIN|34aVULN|4BPWR|5CDMG|6DUR|7RCR|8ZMB|9AART
160	55321 13114	   	198.30	DCR|2VULN|2ASPD|1AART|1ZMB|1DUR	1AART|29ASPD|3MBVNT|49ERES|5ZMB|6DUR|7RCR|89VULN|9BPWR|aDUST
161	55321 13115	   	198.30	DCR|2VULN|2ASPD|1AART|1ZMB|1DUR	1AART|29ASPD|3MBVNT|49aERES|5ZMB|6DUR|7RCR|89VULN|9BPWR
162	13113 43416	   	198.18	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB|1DUR	1BEXP|2ZMB|35ASPD|4DUR|6AART|7RCR|8LWND|9VULN|aDMG
163	13113 43651	   	198.18	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB|1DUR	18BEXP|2ZMB|35ASPD|4DUR|6AART|7RCR|9VULN|aDMG
164	33113 43416	   	198.18	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|2ZMB|35ASPD|4DUR|6AART|7RCR|8LWND|9VULN|aDMG
165	33113 43616	   	198.18	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|2ZMB|35ASPD|4DUR|6AART|7RCR|8BEXP|9VULN|aDMG
166	65332 31511	   	198.05	ACR|3VULN|2ASPD|1AART|1CDMG|1DUR	1DUR|2AART|3RCR|46aVULN|56CGEN|6BPWR|78ASPD|9CDMG
167	55131 33334	   	198.04	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1AART|2ASPD|38VULN|4CGEN|5RPLT|6RCR|7DMG|9LHND|aZMB
168	55321 13127	   	197.98	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB|1DUR	1AART|29ASPD|3MBVNT|4ERES|5ZMB|6DUR|7RCR|8VULN|aDMG
169	55121 33334	   	197.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1AART|2ASPD|38VULN|4ERES|5RPLT|6RCR|7DMG|9LHND|aZMB
170	15354 32111	   	197.84	ACR|2VULN|2DMG|1AART|1ASPD|1ZMB|1DUR	19BEXP|2AART|3RCR|4ZMB|59DMG|6DUR|7ASPD|89VULN|9BPWR|aLHND
171	15354 32112	   	197.84	ACR|2VULN|2DMG|1AART|1ASPD|1ZMB|1DUR	19BEXP|2AART|3RCR|4ZMB|59DMG|6DUR|7ASPD|89VULN|9BPWR|aDMSP
172	35354 32111	   	197.84	ACR|2VULN|2DMG|1AART|1ASPD|1ZMB|1DUR	19FEWX|2AART|3RCR|4ZMB|59DMG|6DUR|7ASPD|89VULN|9BPWR|aLHND
173	35354 32112	   	197.84	ACR|2VULN|2DMG|1AART|1ASPD|1ZMB|1DUR	19FEWX|2AART|3RCR|4ZMB|59DMG|6DUR|7ASPD|89VULN|9BPWR|aDMSP
174	61122 26312	   	197.62	DCR|2VULN|1AART|2CDMG|1ASPD|1DUR	1DUR|2RMIN|3ASPD|46CDMG|5aVULN|7RCR|8LWND|9AART
175	61122 26512	   	197.62	DCR|2VULN|1AART|2CDMG|1ASPD|1DUR	1DUR|2RMIN|3ASPD|46CDMG|5aVULN|7RCR|8BEXP|9AART
176	66122 26312	   	197.52	DCR|2VULN|1AART|2CDMG|1ASPD|1DUR	1DUR|2ERES|3ASPD|46CDMG|5aVULN|7RCR|8LWND|9AART
177	51263 33315	   	197.49	DCR|3VULN|1MDPS|1AART|2CDMG|1DUR	1AART|278VULN|37CDMG|4MDPS|579CGEN|6RCR|7BPWR|aDUR
178	51263 33362	   	197.49	DCR|3VULN|1MDPS|1AART|2CDMG|1DUR	1AART|278VULN|37CDMG|4MDPS|57CGEN|6RCR|7BPWR|9LIT|aDUR
179	55344 23142	   	197.44	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	15AART|2ASPD|3MBVNT|4DUST|6FEWX|7RCR|8VULN|9DMG|aCDMG
180	55344 83142	   	197.44	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	15AART|2ASPD|3MBVNT|4DUST|6BEXP|7RCR|8VULN|9DMG|aCDMG
181	51263 35322	   	197.40	DCR|4VULN|1MDPS|1AART|1CDMG	1AART|278aVULN|3CDMG|4MDPS|5CGEN|6RCR|9RMIN
182	13133 12345	 * 	197.40	DCR|3ASPD|2VULN|1DMG|1ZMB	1BEXP|2ZMB|357ASPD|49VULN|6LHND|8RCR|aDMG
183	33133 12345	   	197.40	DCR|3ASPD|2VULN|1DMG|1ZMB	1FEWX|2ZMB|357ASPD|49VULN|6LHND|8RCR|aDMG
184	65352 31132	   	197.28	ACR|3VULN|1AART|1ASPD|1CDMG|2ZMB|1DUR	1DUR|2AART|3RCR|46ZMB|56aVULN|6BPWR|7ASPD|8DUST|9CDMG
185	65352 33122	   	197.25	ACR|2VULN|3ZMB|1AART|1ASPD|1CDMG|2DUR	18DUR|2AART|3RCR|467ZMB|56VULN|6BPWR|9ASPD|aCDMG
186	55331 23113	   	197.07	DCR|2VULN|2ASPD|1AART|1AAC|1ZMB	1AART|29ASPD|3MBVNT|49CGEN|5ZMB|6FEWX|7RCR|89VULN|9BPWR|aAAC
187	55331 83113	   	197.07	DCR|2VULN|2ASPD|1AART|1AAC|1ZMB	1AART|29ASPD|3MBVNT|49CGEN|5ZMB|6BEXP|7RCR|89VULN|9BPWR|aAAC
188	55351 23113	   	197.07	DCR|2VULN|2ASPD|1AART|1AAC|1ZMB	1AART|29ASPD|3MBVNT|49MLV|5ZMB|6FEWX|7RCR|89VULN|9BPWR|aAAC
189	55363 34142	   	197.02	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|2DUR	1AART|2ASPD|3MBVNT|45DUR|6RCR|7LHND|8VULN|9DMG|aCDMG
190	55363 32142	   	196.92	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|2DUR	1AART|2ASPD|3MBVNT|45DUR|6RCR|7LEGI|8VULN|9DMG|aCDMG
191	55321 23113	   	196.87	DCR|2VULN|2ASPD|1AART|1AAC|1ZMB	1AART|29ASPD|3MBVNT|49ERES|5ZMB|6FEWX|7RCR|89VULN|9BPWR|aAAC
192	55321 83113	   	196.87	DCR|2VULN|2ASPD|1AART|1AAC|1ZMB	1AART|29ASPD|3MBVNT|49ERES|5ZMB|6BEXP|7RCR|89VULN|9BPWR|aAAC
193	51262 33336	 * 	196.64	DCR|2MDPS|3VULN|1AART|2CDMG|2ZMB	1AART|28aVULN|38CDMG|46MDPS|58ZMB|7BELT|8BPWR|9RCR
194	55344 13128	   	196.58	DCR|3ASPD|2AART|1VULN|1DUR	15AART|29aASPD|3MBVNT|4DUST|6DUR|7RCR|8VULN
195	12536 63111	   	196.31	DCR|2VULN|2ASPD|1AART|1CDMG	19BEXP|2CDMG|3AART|4RMIN|5RPLT|69ASPD|7RCR|89VULN|9BPWR|aLHND
196	12536 63112	   	196.31	DCR|2VULN|2ASPD|1AART|1CDMG	19BEXP|2CDMG|3AART|4RMIN|5RPLT|69ASPD|7RCR|89VULN|9BPWR|aDMSP
197	32536 63111	   	196.31	DCR|2VULN|2ASPD|1AART|1CDMG	19FEWX|2CDMG|3AART|4RMIN|5RPLT|69ASPD|7RCR|89VULN|9BPWR|aLHND
198	32536 63112	   	196.31	DCR|2VULN|2ASPD|1AART|1CDMG	19FEWX|2CDMG|3AART|4RMIN|5RPLT|69ASPD|7RCR|89VULN|9BPWR|aDMSP
199	12516 63113	   	196.29	DCR|2VULN|1AART|2CDMG|1ASPD|1AAC	19BEXP|29CDMG|3AART|4CGEN|5RPLT|6ASPD|7RCR|89VULN|9BPWR|aAAC
200	32516 63113	   	196.29	DCR|2VULN|1AART|2CDMG|1ASPD|1AAC	19FEWX|29CDMG|3AART|4CGEN|5RPLT|6ASPD|7RCR|89VULN|9BPWR|aAAC
201	51263 33314	 * 	196.24	DCR|3VULN|1MDPS|3CDMG|1AART	1AART|278VULN|37aCDMG|4MDPS|579CGEN|6RCR|7BPWR
202	33134 33452	   	196.21	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2ZMB|3ASPD|4VULN|5CDMG|6LIT|7DMG|8AART|9RCR|aDUR
203	15354 22113	   	196.20	ACR|2VULN|2DMG|1AART|1ASPD|1AAC|1ZMB	19BEXP|2AART|3RCR|4ZMB|59DMG|6DUST|7ASPD|89VULN|9BPWR|aAAC
204	35354 22113	   	196.20	ACR|2VULN|2DMG|1AART|1ASPD|1AAC|1ZMB	19FEWX|2AART|3RCR|4ZMB|59DMG|6DUST|7ASPD|89VULN|9BPWR|aAAC
205	15314 32161	 * 	196.12	ACR|2VULN|2AART|1ASPD|1DMG|1ZMB|1DUR	1BEXP|26AART|3RCR|4DUR|58VULN|7ASPD|9ZMB|aDMG
206	35314 32161	   	196.12	ACR|2VULN|2AART|1ASPD|1DMG|1ZMB|1DUR	1FEWX|26AART|3RCR|4DUR|58VULN|7ASPD|9ZMB|aDMG
207	31252 21354	 * 	196.11	DCR|3VULN|1ASPD|1DMG|1CDMG	14FEWX|2RMIN|348VULN|4BPWR|5CDMG|6LHND|7RCR|9ASPD|aDMG
208	63165 32122	   	196.09	DCR|2AART|2ASPD|1VULN|1ZMB|1DUR	1DUR|2ZMB|39ASPD|4CGEN|5aAART|6RCR|7LEGI|8VULN
209	63253 13423	 * 	196.03	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|2ZMB|1DUR	1DUR|24ZMB|34VULN|4BPWR|5DMG|6LHND|7MDPS|8CDMG|9RCR|aASPD
210	55131 33362	   	196.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1AART|2ASPD|38VULN|4CGEN|5RPLT|6RCR|7DMG|9LIT|aDUR
211	55344 23111	   	195.93	DCR|2VULN|2AART|2ASPD	15AART|29ASPD|3MBVNT|4DUST|69FEWX|7RCR|89VULN|9BPWR|aLHND
212	55344 23112	   	195.93	DCR|2VULN|2AART|2ASPD	15AART|29ASPD|3MBVNT|4DUST|69FEWX|7RCR|89VULN|9BPWR|aDMSP
213	55344 23116	   	195.93	DCR|2VULN|2AART|2ASPD	15AART|29ASPD|3MBVNT|4DUST|69FEWX|7RCR|89VULN|9BPWR|aBEXP
214	55344 23117	   	195.93	DCR|2VULN|2AART|2ASPD	15AART|29ASPD|3MBVNT|4DUST|69FEWX|7RCR|89VULN|9BPWR|aLWND
215	55344 83111	   	195.93	DCR|2VULN|2AART|2ASPD	15AART|29ASPD|3MBVNT|4DUST|69BEXP|7RCR|89VULN|9BPWR|aLHND
216	55344 83112	   	195.93	DCR|2VULN|2AART|2ASPD	15AART|29ASPD|3MBVNT|4DUST|69BEXP|7RCR|89VULN|9BPWR|aDMSP
217	55121 33363	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1AART|2ASPD|38VULN|4ERES|5RPLT|6RCR|7DMG|9LIT|aDUR
218	55121 33432	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1AART|2ASPD|3aVULN|4ERES|5RPLT|6RCR|7DMG|8BELT|9DUR
219	64332 32253	 * 	195.90	DCR|2DMG|2ASPD|1VULN|1CDMG|1DUR	1DUR|29DUST|3CGEN|4LIT|59DMG|6VULN|79ASPD|8RCR|9BPWR|aCDMG
220	66332 32253	   	195.90	DCR|2DMG|2ASPD|1VULN|1CDMG|1DUR	1DUR|29ERES|3LWND|4LIT|59DMG|6VULN|79ASPD|8RCR|9BPWR|aCDMG
221	55321 23144	   	195.84	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1AART|2ASPD|3MBVNT|4ERES|5ZMB|6FEWX|7RCR|8aVULN|9DMG
222	55344 23114	   	195.83	DCR|2VULN|2AART|2ASPD	15AART|29ASPD|3MBVNT|4aDUST|69FEWX|7RCR|89VULN|9BPWR
223	55344 23115	   	195.83	DCR|2VULN|2AART|2ASPD	15AART|29ASPD|3MBVNT|4DUST|69FEWX|7RCR|89VULN|9BPWR|aERES
224	55344 83114	   	195.83	DCR|2VULN|2AART|2ASPD	15AART|29ASPD|3MBVNT|4aDUST|69BEXP|7RCR|89VULN|9BPWR
225	13353 43521	   	195.82	DCR|2AART|1ASPD|1DMG|1CDMG|2ZMB|1DUR	13BEXP|23ZMB|3BPWR|4DUR|5DMG|69AART|7RCR|8ASPD|aCDMG
226	33353 43521	   	195.82	DCR|2AART|1ASPD|1DMG|1CDMG|2ZMB|1DUR	13FEWX|23ZMB|3BPWR|4DUR|5DMG|69AART|7RCR|8ASPD|aCDMG
227	55312 33363	   	195.72	DCR|3VULN|1AART|1ASPD|1CDMG	1AART|2ASPD|3MBVNT|46LHND|56aVULN|6BPWR|7LIT|8CDMG|9RCR
228	55112 33363	   	195.72	DCR|3VULN|1AART|1ASPD|1CDMG	1AART|2ASPD|36aVULN|46LHND|5MBVNT|6BPWR|7LIT|8CDMG|9RCR
229	55363 34111	   	195.51	DCR|2VULN|2ASPD|1AART|2DUR	1AART|29ASPD|3MBVNT|45DUR|6RCR|79aLHND|89VULN|9BPWR
230	55363 34112	   	195.51	DCR|2VULN|2ASPD|1AART|2DUR	1AART|29ASPD|3MBVNT|45DUR|6RCR|79LHND|89VULN|9BPWR|aBEXP
231	55363 34113	   	195.51	DCR|2VULN|2ASPD|1AART|2DUR	1AART|29ASPD|3MBVNT|45DUR|6RCR|79LHND|89VULN|9BPWR|aLWND
232	55363 34114	   	195.51	DCR|2VULN|2ASPD|1AART|2DUR	1AART|29ASPD|3MBVNT|45DUR|6RCR|79LHND|89VULN|9BPWR|aCGEN
233	31252 11344	   	195.49	DCR|3VULN|1AART|2CDMG|1DUR	14FEWX|2RMIN|348VULN|4BPWR|5aCDMG|6DUR|7RCR|9AART
234	62262 31612	   	195.34	DCR|2VULN|1AART|1ASPD|1CDMG|2DUR	16DUR|2CDMG|3CGEN|4aVULN|5DUST|7RCR|8ASPD|9AART
235	35324 63323	   	195.25	ACR|2VULN|2DMG|1AART|1ASPD|1CDMG	1FEWX|2AART|3RCR|4BEXP|58VULN|6CDMG|79DMG|aASPD
236	51153 13713	   	195.20	DCR|2VULN|2AART|3ZMB|2DUR	13AART|29VULN|478ZMB|5MBVNT|69DUR|9BPWR|aRCR
237	11253 42611	   	195.16	DCR|3VULN|2DMG|1AART	14BEXP|2RMIN|348VULN|4BPWR|59DMG|6AART|7DMSP|aRCR
238	31253 42611	   	195.16	DCR|3VULN|2DMG|1AART	14FEWX|2RMIN|348VULN|4BPWR|59DMG|6AART|7DMSP|aRCR
239	55345 41442	 * 	194.96	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG	1AART|2ASPD|3MBVNT|4DUST|56DMG|7CDMG|8BEXP|9RCR|aVULN
240	63165 32111	   	194.84	DCR|2VULN|1AART|1ASPD|2DUR|2ZMB	19DUR|29ZMB|3ASPD|4CGEN|5AART|6RCR|7LEGI|89VULN|9BPWR|aLHND
241	63165 32113	   	194.84	DCR|2VULN|1AART|1ASPD|2DUR|2ZMB	19DUR|29ZMB|3ASPD|4CGEN|5AART|6RCR|7LEGI|89VULN|9BPWR|aLIT
242	55131 33331	   	194.48	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1AART|2ASPD|38VULN|4CGEN|5RPLT|6RCR|7DMG|9LHND|aAAC
243	55131 33351	   	194.48	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1AART|2ASPD|38VULN|4CGEN|5RPLT|6RCR|7DMG|9FEWX|aAAC
244	55131 33611	   	194.48	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1AART|2ASPD|39VULN|4CGEN|5RPLT|6RCR|7DMG|8FEWX|aAAC
245	55121 33331	   	194.38	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1AART|2ASPD|38VULN|4ERES|5RPLT|6RCR|7DMG|9LHND|aAAC
246	55121 33351	   	194.38	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1AART|2ASPD|38VULN|4ERES|5RPLT|6RCR|7DMG|9FEWX|aAAC
247	55121 33611	   	194.38	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1AART|2ASPD|39VULN|4ERES|5RPLT|6RCR|7DMG|8FEWX|aAAC
248	13113 43611	   	194.37	DCR|2ASPD|1VULN|1AART|1CDMG|1ZMB|1DUR	18BEXP|2ZMB|35ASPD|4DUR|6AART|7RCR|9CDMG|aVULN
249	33113 43412	   	194.37	DCR|2ASPD|1VULN|1AART|1CDMG|1ZMB|1DUR	1FEWX|2ZMB|35ASPD|4DUR|6AART|7RCR|8LWND|9VULN|aCDMG
250	33132 33446	   	194.31	DCR|2VULN|2ASPD|1CDMG|2DUR|1ZMB	1FEWX|2ZMB|3aASPD|4aVULN|5DUST|6aDUR|7CDMG|8RCR|9LWND|aBPWR
