0	Index      	 *	Score 	Summary	Detail	
1	22153 42432	 * 	207.40	DCR|3DMG|2VULN|1ASPD|1ZMB	1LEGI|28aDMG|39VULN|4ASPD|5RMIN|6RCR|7ZMB
160	21215 26332	   	187.40	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	1LEGI|2ERES|36AART|4DUR|5DUST|7DMG|8RCR|9VULN|aASPD
161	41433 25321	   	187.30	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	19VULN|2DUST|3DMG|4LEGI|5MDPS|6RCR|7ERES|8AART|aASPD
162	42463 13333	   	187.19	DCR|4VULN|1DMG|2DUR	169aVULN|2aLHND|3DMG|4DLOT|5MLV|7aDUR|8RCR|aBPWR
163	25463 13333	   	187.09	DCR|4VULN|1DMG|2DUR	1LEGI|269aVULN|3DMG|4DLOT|5aMLV|7aDUR|8RCR|aBPWR
164	22315 11222	 * 	187.05	DCR|3DMG|2VULN|1MDPS|1CDMG	1LEGI|238DMG|4CDMG|5TSLARM|6MDPS|7aVULN|9RCR
165	22155 13511	   	186.90	DCR|1AART|1VULN|2CDMG|1ASPD|1DMG	1LEGI|2DMG|3VULN|4ASPD|5BEXP|6aCDMG|7LIT|8RCR|9AART
166	22156 13511	   	186.90	DCR|1AART|1VULN|2CDMG|1ASPD|1DMG	1LEGI|2DMG|3VULN|4ASPD|5FEWX|6aCDMG|7LIT|8RCR|9AART
167	22663 11633	   	186.82	DCR|3DMG|1VULN|1ASPD|1ZMB	1LEGI|257DMG|37DUST|4DLOT|6RCR|7BPWR|8VULN|9ASPD|aZMB
168	12653 12333	   	186.59	DCR|2VULN|1AART|1ASPD|1CDMG	1AME|2ERES|3AART|4LIT|5RCVC|6RCR|7CDMG|89VULN|aASPD
169	13126 31611	   	186.35	DCR|2VULN|2ASPD|1NUKE|1DUR	1AME|2DUR|35VULN|4CGEN|6RCR|78ASPD|9NUKE|aDUST
170	13126 31612	 * 	186.35	DCR|2VULN|2ASPD|1DMG|1NUKE|1DUR	1AME|2DUR|35VULN|4CGEN|6RCR|78ASPD|9NUKE|aDMG
171	13126 31613	   	186.35	DCR|2VULN|2ASPD|1NUKE|1DUR	1AME|2DUR|35VULN|4CGEN|6RCR|78ASPD|9NUKE|aERES
172	13126 31652	   	186.35	DCR|2VULN|2ASPD|1DMG|1DUR	1AME|2DUR|35VULN|4CGEN|6RCR|78ASPD|9ERES|aDMG
173	25412 52233	   	186.29	DCR|2VULN|2ASPD|1DMG|1CDMG	1LEGI|28VULN|3DMG|48TLV|5LHND|6FEWX|78ASPD|8BPWR|9CDMG|aRCR
174	13126 32342	   	186.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1AME|2DUR|35VULN|4CGEN|6RCR|7ZMB|8FEWX|9ASPD|aAART
175	13126 32632	   	186.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1AME|2DUR|35VULN|4CGEN|6RCR|7ZMB|8ASPD|9FEWX|aAART
176	43216 31611	   	186.25	DCR|2VULN|2ASPD|1NUKE|1DUR	15VULN|2CGEN|3DUR|4TLV|6RCR|78ASPD|9NUKE|aDUST
177	43216 31612	   	186.25	DCR|2VULN|2ASPD|1DMG|1NUKE|1DUR	15VULN|2CGEN|3DUR|4TLV|6RCR|78ASPD|9NUKE|aDMG
178	43216 31613	   	186.25	DCR|2VULN|2ASPD|1NUKE|1DUR	15VULN|2CGEN|3DUR|4TLV|6RCR|78ASPD|9NUKE|aERES
179	13126 36116	 * 	186.25	DCR|3VULN|1DMG|1CDMG|1DUR	1AME|2DUR|357VULN|4CGEN|6RCR|8BEXP|9CDMG|aDMG
180	13126 36316	   	186.25	DCR|3VULN|1DMG|1CDMG|1DUR	1AME|2DUR|357VULN|4CGEN|6RCR|8FEWX|9CDMG|aDMG
181	13126 36352	   	186.25	DCR|3VULN|1ASPD|1CDMG|1DUR	1AME|2DUR|357VULN|4CGEN|6RCR|8FEWX|9ASPD|aCDMG
182	43216 32342	   	186.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	15VULN|2CGEN|3DUR|4TLV|6RCR|7ZMB|8FEWX|9ASPD|aAART
183	43216 32632	   	186.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	15VULN|2CGEN|3DUR|4TLV|6RCR|7ZMB|8ASPD|9FEWX|aAART
184	13126 32442	   	186.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1AME|2DUR|35VULN|4CGEN|6RCR|7ZMB|8DUST|9ASPD|aAART
185	13126 32622	   	186.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1AME|2DUR|35VULN|4CGEN|6RCR|7ZMB|8ASPD|9MBVNT|aAART
186	45226 31132	   	186.15	DCR|3VULN|1ASPD|1CDMG|1DUR	159VULN|2ERES|3DUR|4CGEN|6RCR|7ASPD|8LHND|aCDMG
187	43111 22132	 * 	186.10	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	19VULN|2CGEN|3AELBLL|4CDMG|5ASPD|6LIT|7AART|8RCR|aMDPS
188	43216 32622	   	186.08	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	15VULN|2CGEN|3DUR|4TLV|6RCR|7ZMB|8ASPD|9MBVNT|aAART
189	22311 66335	 * 	186.00	DCR|2DMG|2ASPD|1AART|1CDMG	1LEGI|23DMG|4CDMG|57ASPD|6RCVC|8AART|9RMIN|aRCR
190	45111 22132	   	186.00	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	19VULN|2ERES|3AELBLL|4CDMG|5ASPD|6LIT|7AART|8RCR|aMDPS
191	44213 21511	   	185.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1VULN|2DUR|3LWND|4RPLT|5CDMG|6FEWX|7DMG|8AART|9RCR|aASPD
192	22151 42413	 * 	185.86	DCR|1MDPS|1VULN|1ASPD|1DMG|1NUKE|1CDMG|1SELL	1LEGI|2DMG|3VULN|4ASPD|5CGEN|6RCR|7CDMG|8MDPS|9SELL|aNUKE
193	44213 31511	   	185.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1VULN|2DUR|3LWND|4RPLT|5CDMG|6DUST|7DMG|8AART|9RCR|aASPD
194	62322 32511	   	185.67	DCR|1MDPS|2ASPD|1VULN|1AART|1DMG|1ZMB	1DUST|2aASPD|3DMG|4AME|5MDPS|6VULN|7ZMB|8AART|9RCR
195	62362 32511	   	185.67	DCR|1MDPS|2ASPD|1AART|1VULN|1DMG|1ZMB	1DUST|2aASPD|3DMG|4CGEN|5MDPS|6VULN|7ZMB|8AART|9RCR
196	22151 42361	   	185.59	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1LEGI|28DMG|3VULN|4ASPD|5CGEN|6RCR|7CDMG|9LIT|aDUR
197	22153 41622	   	185.58	DCR|2DMG|2ASPD|1VULN|1ZMB	1LEGI|2aDMG|3VULN|48ASPD|57RMIN|6RCR|9ZMB
198	62312 32511	   	185.57	DCR|1MDPS|2ASPD|1VULN|1AART|1DMG|1ZMB	1DUST|2aASPD|3DMG|4ERES|5MDPS|6VULN|7ZMB|8AART|9RCR
199	62432 32511	   	185.57	DCR|1MDPS|2ASPD|1VULN|1AART|1DMG|1ZMB	1DUST|2aASPD|3TLV|4DMG|5MDPS|6VULN|7ZMB|8AART|9RCR
200	36323 61141	   	185.37	DCR|3VULN|1MDPS|1AART|1DMG	1RMIN|2LWND|3DMG|4AME|589VULN|6RCR|7MDPS|aAART
201	43333 61141	   	185.37	DCR|3VULN|1MDPS|1AART|1DMG	189VULN|2CGEN|3BEXP|4DMG|5RMIN|6RCR|7MDPS|aAART
202	12642 31224	   	185.33	DCR|2DMG|1VULN|1AART|1CDMG|1ZMB	1AME|2ERES|3AART|4LHND|5CDMG|6VULN|78DMG|9RCR|aZMB
203	23513 63242	 * 	185.31	DCR|2AART|2DMG|1ASPD|1DUR	1LEGI|2RPLT|3ASPD|4ERES|59DMG|6RCR|7DUR|8aAART
204	21126 31334	   	185.27	DCR|3VULN|1AART|1ASPD	1LEGI|2ERES|359VULN|4CGEN|6RCR|7ASPD|8FEWX|aAART
205	22123 61141	   	185.27	DCR|3VULN|1MDPS|1AART|1DMG	1LEGI|2DMG|389VULN|4CGEN|5RMIN|6RCR|7MDPS|aAART
206	26133 61141	   	185.27	DCR|3VULN|1MDPS|1AART|1DMG	1LEGI|2CGEN|389VULN|4DMG|5RMIN|6RCR|7MDPS|aAART
207	31151 61141	   	185.27	DCR|3VULN|1MDPS|1AART|1ASPD	1RMIN|2DUST|389VULN|4ASPD|5CGEN|6RCR|7MDPS|aAART
208	32531 61141	   	185.27	DCR|3VULN|1MDPS|1AART|1DMG	1RMIN|2TLV|389VULN|4DMG|5LWND|6RCR|7MDPS|aAART
209	32533 61141	   	185.27	DCR|3VULN|1MDPS|1AART|1DMG	1RMIN|2TLV|389VULN|4DMG|5LHND|6RCR|7MDPS|aAART
210	36313 61141	   	185.27	DCR|3VULN|1MDPS|1AART|1DMG	1RMIN|2LWND|3DMG|4ERES|589VULN|6RCR|7MDPS|aAART
211	43331 61141	   	185.27	DCR|3VULN|1MDPS|1AART|1DMG	189VULN|2CGEN|3BEXP|4DMG|5ERES|6RCR|7MDPS|aAART
212	62123 61141	   	185.27	DCR|3VULN|1MDPS|1AART|1ASPD	1DUST|2ASPD|389VULN|4CGEN|5RMIN|6RCR|7MDPS|aAART
213	21126 31434	   	185.17	DCR|3VULN|1AART|1ASPD	1LEGI|2ERES|359VULN|4CGEN|6RCR|7ASPD|8DUST|aAART
214	21153 61141	   	185.17	DCR|3VULN|1MDPS|1AART|1ASPD	1LEGI|2ERES|389VULN|4ASPD|5RMIN|6RCR|7MDPS|aAART
215	22113 61141	   	185.17	DCR|3VULN|1MDPS|1AART|1DMG	1LEGI|2DMG|389VULN|4TLV|5RMIN|6RCR|7MDPS|aAART
216	25133 61141	   	185.17	DCR|3VULN|1MDPS|1AART|1DMG	1LEGI|289VULN|3TLV|4DMG|5RMIN|6RCR|7MDPS|aAART
217	41131 61141	   	185.17	DCR|3VULN|1MDPS|1AART|1DMG	189VULN|2DUST|3TLV|4DMG|5CGEN|6RCR|7MDPS|aAART
218	41133 61141	   	185.17	DCR|3VULN|1MDPS|1AART|1DMG	189VULN|2DUST|3TLV|4DMG|5RMIN|6RCR|7MDPS|aAART
219	62111 61141	   	185.17	DCR|3VULN|1MDPS|1AART|1ASPD	1DUST|2ASPD|389VULN|4TLV|5CGEN|6RCR|7MDPS|aAART
220	62113 61141	   	185.17	DCR|3VULN|1MDPS|1AART|1ASPD	1DUST|2ASPD|389VULN|4TLV|5RMIN|6RCR|7MDPS|aAART
221	62121 61141	   	185.17	DCR|3VULN|1MDPS|1AART|1ASPD	1DUST|2ASPD|389VULN|4CGEN|5ERES|6RCR|7MDPS|aAART
222	21231 13213	   	185.03	DCR|2VULN|2DMG|1AART	1LEGI|24aERES|3AART|58LWND|6RCR|7aDMG|9aVULN|aBPWR
223	43531 63233	   	184.95	DCR|4VULN|1ASPD|2DUR|1SELL	167aVULN|2aCGEN|3SELL|4ASPD|5TSLARM|8aDUR|9RCR|aBPWR
224	43533 63233	   	184.95	DCR|4VULN|1ASPD|2DUR|1SELL	167aVULN|2aCGEN|3SELL|4ASPD|5TSLFST|8aDUR|9RCR|aBPWR
225	22333 24211	 * 	184.93	DCR|3DMG|1VULN|1ASPD|1CDMG	1LEGI|235DMG|4ASPD|6LIT|7AME|8CDMG|9VULN|aRCR
226	15223 61632	   	184.81	DCR|2DMG|1MDPS|1VULN|1AART|1ASPD	1AME|2MDPS|37RMIN|45DMG|6RCR|8ASPD|9VULN|aAART
227	15223 65121	   	184.81	DCR|2DMG|1MDPS|1VULN|1AART|1ASPD	1AME|2MDPS|3RMIN|45DMG|6RCR|7BEXP|8ASPD|9AART|aVULN
228	62323 41432	   	184.81	DCR|2DMG|1VULN|1AART|1ASPD	1DUST|2ASPD|38DMG|4AME|5LHND|6RCR|7RMIN|9VULN|aAART
229	15323 45121	   	184.71	DCR|2DMG|1MDPS|1VULN|1AART|1ASPD|1AAC	1AME|2MDPS|3AAC|45DMG|6RCR|7BEXP|8ASPD|9AART|aVULN
230	62313 41432	   	184.71	DCR|2DMG|1VULN|1AART|1ASPD	1DUST|2ASPD|38DMG|4ERES|5LHND|6RCR|7RMIN|9VULN|aAART
231	22151 42325	 * 	184.71	DCR|2DMG|1VULN|2CDMG|1ASPD	1LEGI|28DMG|3VULN|4ASPD|59CGEN|6RCR|7aCDMG
232	23115 22284	 * 	184.56	ACR|2VULN|2AART|2DMG|2ZMB	1LEGI|2RPLT|3aAART|49VULN|5RCR|69DMG|7MBVNT|89ZMB|9BPWR
233	13166 12533	   	184.32	DCR|3VULN|2ASPD|1DUR	1aAME|2DUR|39aVULN|4DLOT|5AELBLL|6RCR|7BEXP|8aASPD|aBPWR
234	22151 42221	   	184.24	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB	1LEGI|2DMG|3VULN|49ASPD|5CGEN|6RCR|7CDMG|8FEWX|aZMB
235	22153 42142	   	184.24	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB	1LEGI|2DMG|3VULN|49ASPD|5RMIN|6RCR|7ZMB|8MLV|aCDMG
236	22153 46131	   	184.24	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB	1LEGI|2DMG|3VULN|48ASPD|5RMIN|6RCR|7LWND|9CDMG|aZMB
237	22153 42342	   	184.14	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB	1LEGI|2DMG|3VULN|49ASPD|5RMIN|6RCR|7ZMB|8ERES|aCDMG
238	34531 61123	 * 	183.89	DCR|2VULN|1MDPS|1ASPD|1DMG|1NUKE	1RMIN|2CGEN|38VULN|4DMG|5LWND|6RCR|7MDPS|9ASPD|aNUKE
239	34533 61123	   	183.89	DCR|2VULN|1MDPS|1ASPD|1DMG|1NUKE	1RMIN|2CGEN|38VULN|4DMG|5LHND|6RCR|7MDPS|9ASPD|aNUKE
240	36323 61123	   	183.89	DCR|2VULN|1MDPS|1ASPD|1DMG|1NUKE	1RMIN|2LWND|3DMG|4AME|58VULN|6RCR|7MDPS|9ASPD|aNUKE
241	36363 61123	   	183.89	DCR|2VULN|1MDPS|1ASPD|1DMG|1NUKE	1RMIN|2LWND|3DMG|4CGEN|58VULN|6RCR|7MDPS|9ASPD|aNUKE
242	12652 12333	   	183.79	DCR|2VULN|1AART|1ASPD|1CDMG	1AME|2ERES|3AART|45LIT|6RCR|7CDMG|89VULN|aASPD
243	33532 31344	   	183.79	DCR|2VULN|1AART|1ASPD|1CDMG	1RMIN|2ERES|38VULN|45LHND|6RCR|7ASPD|9AART|aCDMG
244	22123 61123	   	183.79	DCR|2VULN|1MDPS|1ASPD|1DMG|1NUKE	1LEGI|2DMG|38VULN|4CGEN|5RMIN|6RCR|7MDPS|9ASPD|aNUKE
245	25423 61123	   	183.79	DCR|2VULN|1MDPS|1ASPD|1DMG|1NUKE	1LEGI|28VULN|3DMG|4CGEN|5RMIN|6RCR|7MDPS|9ASPD|aNUKE
246	26133 61123	   	183.79	DCR|2VULN|1MDPS|1ASPD|1DMG|1NUKE	1LEGI|2CGEN|38VULN|4DMG|5RMIN|6RCR|7MDPS|9ASPD|aNUKE
247	32531 61123	   	183.79	DCR|2VULN|1MDPS|1ASPD|1DMG|1NUKE	1RMIN|2TLV|38VULN|4DMG|5LWND|6RCR|7MDPS|9ASPD|aNUKE
248	32533 61123	   	183.79	DCR|2VULN|1MDPS|1ASPD|1DMG|1NUKE	1RMIN|2TLV|38VULN|4DMG|5LHND|6RCR|7MDPS|9ASPD|aNUKE
249	36433 61123	   	183.79	DCR|2VULN|1MDPS|1ASPD|1DMG|1NUKE	1RMIN|2LWND|3TLV|4DMG|58VULN|6RCR|7MDPS|9ASPD|aNUKE
250	31151 66213	   	183.71	DCR|2VULN|2AART|1ASPD	1RMIN|28DUST|38VULN|4ASPD|5CGEN|6RCR|78LWND|8BPWR|9aAART
251	36126 31113	   	183.71	DCR|2VULN|2AART|1ASPD	1RMIN|2LWND|35VULN|4CGEN|6RCR|7ASPD|8LHND|9aAART
252	36126 31313	   	183.71	DCR|2VULN|2AART|1ASPD	1RMIN|2LWND|35VULN|4CGEN|6RCR|7ASPD|8FEWX|9aAART
253	22156 42233	   	183.70	DCR|2DMG|2ASPD|1VULN|1CDMG	1LEGI|28DMG|3VULN|48ASPD|5FEWX|6LHND|78MLV|8BPWR|9CDMG|aRCR
254	22156 62233	   	183.70	DCR|2DMG|2ASPD|1VULN|1CDMG	1LEGI|28DMG|3VULN|48ASPD|5FEWX|6LWND|78MLV|8BPWR|9CDMG|aRCR
255	21246 51121	 * 	183.69	DCR|2VULN|1AART|1DMG|1CDMG	1LEGI|2ERES|3AART|4LIT|5CDMG|6RCR|79VULN|8LHND|aDMG
256	21246 51221	   	183.69	DCR|2VULN|1AART|1DMG|1CDMG	1LEGI|2ERES|3AART|4LIT|5CDMG|6RCR|79VULN|8BEXP|aDMG
257	22113 61123	   	183.69	DCR|2VULN|1MDPS|1ASPD|1DMG|1NUKE	1LEGI|2DMG|38VULN|4TLV|5RMIN|6RCR|7MDPS|9ASPD|aNUKE
258	25133 61123	   	183.69	DCR|2VULN|1MDPS|1ASPD|1DMG|1NUKE	1LEGI|28VULN|3TLV|4DMG|5RMIN|6RCR|7MDPS|9ASPD|aNUKE
259	25413 61123	   	183.69	DCR|2VULN|1MDPS|1ASPD|1DMG|1NUKE	1LEGI|28VULN|3DMG|4TLV|5RMIN|6RCR|7MDPS|9ASPD|aNUKE
260	25526 31113	   	183.61	DCR|2VULN|2AART|1ASPD	1LEGI|25VULN|3RMIN|4CGEN|6RCR|7ASPD|8LHND|9aAART
261	25526 31313	   	183.61	DCR|2VULN|2AART|1ASPD	1LEGI|25VULN|3RMIN|4CGEN|6RCR|7ASPD|8FEWX|9aAART
262	31126 31113	   	183.61	DCR|2VULN|2AART|1ASPD	1RMIN|2DUST|35VULN|4CGEN|6RCR|7ASPD|8LHND|9aAART
263	36126 31413	   	183.61	DCR|2VULN|2AART|1ASPD	1RMIN|2LWND|35VULN|4CGEN|6RCR|7ASPD|8DUST|9aAART
264	41526 31113	   	183.61	DCR|2VULN|2AART|1ASPD	15VULN|2DUST|3RMIN|4CGEN|6RCR|7ASPD|8LHND|9aAART
265	22122 43342	   	183.60	DCR|2VULN|1AART|1ASPD|1DMG	1LEGI|2DMG|37VULN|4CGEN|5LHND|6AART|8RCR|9FEWX|aASPD
266	26132 43342	   	183.60	DCR|2VULN|1AART|1ASPD|1DMG	1LEGI|2CGEN|37VULN|4DMG|5LHND|6AART|8RCR|9FEWX|aASPD
267	22631 62233	   	183.60	DCR|2DMG|2ASPD|1VULN|1CDMG	1LEGI|28DMG|3DUST|48LHND|5AME|6VULN|78ASPD|8BPWR|9CDMG|aRCR
268	22153 46322	   	183.55	DCR|2DMG|2ASPD|1VULN|1DUR	1LEGI|2aDMG|3VULN|49ASPD|5RMIN|6RCR|7LWND|8DUR
269	25223 26231	   	183.51	DCR|2VULN|2AART|1MDPS|1DMG	1LEGI|28VULN|3LWND|4DMG|5MDPS|6RCR|7BEXP|9aAART
270	31126 34413	   	183.51	DCR|2VULN|2AART|1DMG	1RMIN|2DUST|35VULN|4CGEN|6RCR|7LEGI|8DMG|9aAART
271	22112 52233	   	183.50	DCR|2DMG|2ASPD|1VULN|1CDMG	1LEGI|28DMG|3VULN|48TLV|5LHND|6FEWX|78ASPD|8BPWR|9CDMG|aRCR
272	22116 52233	   	183.50	DCR|2DMG|2ASPD|1VULN|1CDMG	1LEGI|28DMG|3VULN|48TLV|5FEWX|6LHND|78ASPD|8BPWR|9CDMG|aRCR
273	22636 62233	   	183.50	DCR|2DMG|2ASPD|1VULN|1CDMG	1LEGI|28DMG|3DUST|48LHND|5ERES|6VULN|78ASPD|8BPWR|9CDMG|aRCR
274	22151 42313	   	183.49	DCR|2DMG|1MDPS|1VULN|1ASPD|1CDMG	1LEGI|28DMG|3VULN|4ASPD|5CGEN|6RCR|7CDMG|9FEWX|aMDPS
275	22151 42323	   	183.49	DCR|1MDPS|2DMG|1VULN|1ASPD|1CDMG	1LEGI|28DMG|3VULN|4ASPD|59CGEN|6RCR|7CDMG|aMDPS
276	22151 42333	   	183.49	DCR|2DMG|1MDPS|1VULN|1ASPD|1CDMG	1LEGI|28DMG|3VULN|4ASPD|5CGEN|6RCR|7CDMG|9LWND|aMDPS
277	26213 16334	 * 	183.45	DCR|3AART|2VULN|1ZMB|1DUR	1LEGI|2CGEN|37aAART|4DUR|5ZMB|69VULN|8RCR
278	22311 55523	 * 	183.40	DCR|1MDPS|2DMG|2ASPD|1VULN|1CDMG	1LEGI|23DMG|4CDMG|59ASPD|6MDPS|7CGEN|8VULN|aRCR
279	22334 15523	   	183.40	DCR|1MDPS|2DMG|2ASPD|1VULN|1CDMG	1LEGI|23DMG|49ASPD|5MDPS|6CDMG|7CGEN|8VULN|aRCR
280	22151 42341	   	183.39	DCR|1MDPS|2DMG|1VULN|1ASPD|1CDMG	1LEGI|28DMG|3VULN|4ASPD|5aCGEN|6RCR|7CDMG|9MDPS
281	22151 42342	 * 	183.39	DCR|3DMG|1MDPS|1VULN|1ASPD|1CDMG	1LEGI|28aDMG|3VULN|4ASPD|5CGEN|6RCR|7CDMG|9MDPS
282	22151 42353	   	183.39	DCR|1MDPS|2DMG|1VULN|1ASPD|1CDMG|1MSE	1LEGI|28DMG|3VULN|4ASPD|5CGEN|6RCR|7CDMG|9MSE|aMDPS
283	23513 62242	   	183.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1LEGI|2RPLT|3ASPD|4ERES|5DMG|6RCR|7CDMG|8LWND|9VULN|aAART
284	23513 66112	   	183.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1LEGI|2RPLT|3ASPD|4ERES|5DMG|6RCR|7VULN|8CDMG|9FEWX|aAART
285	22151 42133	   	183.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1LEGI|2DMG|3VULN|4ASPD|5CGEN|6RCR|7CDMG|8CANSTR|9BEXP|aAART
286	22151 42163	   	183.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1LEGI|2DMG|3VULN|4ASPD|5CGEN|6RCR|7CDMG|8CANSTR|9FEWX|aAART
287	43124 13462	   	183.33	DCR|2VULN|2DMG|1AART	1aVULN|2CGEN|3aAELBLL|4SNIFST|5FEWX|6MBVNT|7RCR|8aDMG|9AART|aBPWR
288	43531 62233	   	183.32	DCR|3VULN|2ASPD|2DUR|1SELL	16aVULN|2aCGEN|3SELL|47ASPD|5TSLARM|8aDUR|9RCR|aBPWR
289	43533 62233	   	183.32	DCR|3VULN|2ASPD|2DUR|1SELL	16aVULN|2aCGEN|3SELL|47ASPD|5TSLFST|8aDUR|9RCR|aBPWR
290	62135 16311	   	183.30	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1DUST|2ASPD|37VULN|4LEGI|5AART|6DMG|8RCR|9SELL|aFEWX
291	62135 16312	   	183.30	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1DUST|2ASPD|37VULN|4LEGI|5AART|6DMG|8RCR|9SELL|aERES
292	62135 16313	   	183.30	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1DUST|2ASPD|37VULN|4LEGI|5AART|6DMG|8RCR|9SELL|aLHND
293	25223 23631	   	183.19	DCR|2AART|1MDPS|1VULN|1ASPD|1DMG	1LEGI|2VULN|3LWND|4DMG|5MDPS|6RCR|7CGEN|8ASPD|9aAART
294	25223 25631	   	183.09	DCR|2AART|1MDPS|1VULN|1ASPD|1DMG	1LEGI|2VULN|3LWND|4DMG|5MDPS|6RCR|7ERES|8ASPD|9aAART
295	41223 25361	   	183.09	DCR|2AART|1MDPS|1VULN|1ASPD|1DMG	1VULN|2DUST|3LWND|4DMG|5MDPS|6RCR|7ERES|8aAART|9ASPD
296	63111 25361	   	183.09	DCR|2AART|1MDPS|1VULN|1ASPD|1DMG	1DUST|2MDPS|3LWND|4VULN|5DMG|6RCR|7ERES|8aAART|9ASPD
297	42332 32442	 * 	182.95	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|1SELL	16VULN|2LHND|3RCVC|4DMG|5MDPS|7SELL|8RCR|9CDMG|aAART
298	41313 63115	   	182.86	DCR|3VULN|1AART|1CDMG	16aVULN|2DUST|3RCVC|4ERES|5CDMG|7RCR|8AART|9AME
299	41313 63131	   	182.86	DCR|3VULN|1AART|1CDMG	169VULN|2DUST|3RCVC|4ERES|5CDMG|7RCR|8AART|aBEXP
300	41313 63133	   	182.86	DCR|3VULN|1AART|1CDMG	169VULN|2DUST|3RCVC|4ERES|5CDMG|7RCR|8AART|aFEWX
301	25332 32442	 * 	182.85	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|1SELL	1LEGI|26VULN|3RCVC|4DMG|5MDPS|7SELL|8RCR|9CDMG|aAART
302	62152 32422	 * 	182.81	DCR|3ASPD|2VULN|1MDPS|1CDMG|1SELL	1DUST|249ASPD|36VULN|5MDPS|7SELL|8RCR|aCDMG
303	41313 63134	   	182.76	DCR|3VULN|1AART|1CDMG	169VULN|2aDUST|3RCVC|4ERES|5CDMG|7RCR|8AART
304	13126 31142	   	182.64	DCR|2VULN|2ASPD|1CDMG|1DUR	1AME|2DUR|35VULN|4CGEN|6RCR|79ASPD|8LHND|aCDMG
305	13126 31342	   	182.64	DCR|2VULN|2ASPD|1CDMG|1DUR	1AME|2DUR|35VULN|4CGEN|6RCR|79ASPD|8FEWX|aCDMG
306	13126 31632	   	182.64	DCR|2VULN|2ASPD|1CDMG|1DUR	1AME|2DUR|35VULN|4CGEN|6RCR|78ASPD|9LWND|aCDMG
307	16126 31342	   	182.64	DCR|2VULN|2ASPD|1CDMG|1DUR	1AME|2LWND|35VULN|4CGEN|6RCR|78ASPD|9DUR|aCDMG
308	13126 32662	   	182.56	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1AME|2DUR|35VULN|4CGEN|6RCR|7ZMB|8ASPD|9LWND|aDMG
309	16126 32342	   	182.56	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1AME|2LWND|35VULN|4CGEN|6RCR|7ZMB|8DUR|9ASPD|aDMG
310	22142 32442	 * 	182.55	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|1SELL	1LEGI|2DMG|36VULN|4RCVC|5MDPS|7SELL|8RCR|9CDMG|aAART
311	43216 31142	   	182.54	DCR|2VULN|2ASPD|1CDMG|1DUR	15VULN|2CGEN|3DUR|4TLV|6RCR|79ASPD|8LHND|aCDMG
312	43216 31342	   	182.54	DCR|2VULN|2ASPD|1CDMG|1DUR	15VULN|2CGEN|3DUR|4TLV|6RCR|79ASPD|8FEWX|aCDMG
313	43216 31632	   	182.54	DCR|2VULN|2ASPD|1CDMG|1DUR	15VULN|2CGEN|3DUR|4TLV|6RCR|78ASPD|9LWND|aCDMG
314	13126 31442	   	182.54	DCR|2VULN|2ASPD|1CDMG|1DUR	1AME|2DUR|35VULN|4CGEN|6RCR|79ASPD|8DUST|aCDMG
315	21126 31642	   	182.44	DCR|2VULN|2ASPD|1CDMG|1DUR	1LEGI|2ERES|35VULN|4CGEN|6RCR|78ASPD|9DUR|aCDMG
316	26213 13342	   	182.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1LEGI|2CGEN|3AART|4DUR|5ZMB|67VULN|8RCR|9FEWX|aASPD
317	13126 31116	   	182.15	DCR|2VULN|1MDPS|1AART|1ASPD|1DUR	1AME|2DUR|35VULN|4CGEN|6RCR|7ASPD|8LHND|9AART|aMDPS
