0	Index      	 *	Score 	Summary	Detail	
1	52433 53312	 * 	205.52	DCR|3VULN|1AART|1DMG|2ZMB|1CDMG|2DUR	189VULN|2RCVC|38ZMB|4CDMG|5DMG|6RCR|78DUR|8BPWR|aAART
158	11456 33333	   	181.70	DCR|3VULN|2DMG|1AART|2DUR	13DUR|237VULN|3BPWR|46DMG|5LHND|8CANSTR|9AART|aRCR
159	52261 21224	 * 	181.65	ACR|2AART|1VULN|1DMG|2ZMB|1FLTHEA|1ASPD	1VULN|2RCVC|3RCR|4DMG|5aAART|67ZMB|8ASPD|9FLTHEA
160	52261 33521	   	181.65	ACR|3VULN|1AART|1DMG|1CDMG	18aVULN|2RCVC|3RCR|4DMG|5AART|6BEXP|7RMIN|9CDMG
161	52261 35112	   	181.65	ACR|3VULN|1AART|1DMG|1CDMG	178VULN|2RCVC|3RCR|4DMG|5AART|6BEXP|9MLV|aCDMG
162	52261 35121	   	181.65	ACR|3VULN|1AART|1DMG|1FLTHEA	178VULN|2RCVC|3RCR|4DMG|5AART|6BEXP|9FLTHEA|aLWND
163	52261 35123	   	181.65	ACR|3VULN|1AART|1DMG|1FLTHEA	178VULN|2RCVC|3RCR|4DMG|5AART|6BEXP|9FLTHEA|aRMIN
164	42233 22134	   	181.62	DCR|2VULN|2DMG|1AART|1ZMB	19DMG|2RCVC|3AART|4LHND|5ZMB|6RCR|7ERES|8aVULN
165	42233 24334	   	181.62	DCR|2VULN|2DMG|1AART|1ZMB	19DMG|2RCVC|3AART|4LHND|5ZMB|6RCR|7aVULN|8ERES
166	41333 33636	   	181.57	DCR|3DMG|2VULN|2ZMB|1CDMG	159DMG|249BEXP|3CDMG|6aZMB|7RCR|89VULN|9BPWR
167	43233 23633	   	181.57	DCR|3DMG|2VULN|2ZMB|1CDMG	159DMG|29ZMB|3RMIN|4CDMG|6CGEN|7RCR|89VULN|9BPWR|aLIT
168	43233 23635	   	181.57	DCR|3DMG|2VULN|2ZMB|1CDMG	159DMG|29ZMB|3RMIN|4CDMG|6CGEN|7RCR|89VULN|9BPWR|aLHND
169	52261 31521	   	181.55	ACR|3VULN|1AART|1DMG|1CDMG	18aVULN|2RCVC|3RCR|4DMG|5AART|6BEXP|7ERES|9CDMG
170	52261 35321	   	181.55	ACR|3VULN|1AART|1DMG|1CDMG	17aVULN|2RCVC|3RCR|4DMG|5AART|6BEXP|8TLV|9CDMG
171	52261 53112	   	181.55	ACR|3VULN|1AART|1DMG|1CDMG	168VULN|2RCVC|3RCR|4DMG|5AART|7DUST|9MLV|aCDMG
172	52261 53121	   	181.55	ACR|3VULN|1AART|1DMG|1FLTHEA	168VULN|2RCVC|3RCR|4DMG|5AART|7DUST|9FLTHEA|aLWND
173	52261 53123	   	181.55	ACR|3VULN|1AART|1DMG|1FLTHEA	168VULN|2RCVC|3RCR|4DMG|5AART|7DUST|9FLTHEA|aRMIN
174	31461 11116	   	181.54	DCR|3VULN|1AART|1DMG|2CDMG	13BEXP|23aVULN|3BPWR|4DMG|5AART|6LIT|7RCR|89CDMG
175	53413 25123	   	181.53	DCR|4VULN|1AART|1DMG|1FLTHEA	1378VULN|23FEWX|3BPWR|4BEXP|5DMG|6AART|9FLTHEA|aRCR
176	52213 25143	   	181.50	ACR|4VULN|1AART|1DMG	178aVULN|2RCVC|3RCR|4BEXP|5DMG|6AART|9LWND
177	43233 23634	   	181.47	DCR|3DMG|2VULN|2ZMB|1CDMG	159DMG|29ZMB|3RMIN|4CDMG|6CGEN|7RCR|89VULN|9BPWR|aNUKE
178	43233 23636	   	181.47	DCR|3DMG|2VULN|2ZMB|1CDMG	159DMG|29ZMB|3RMIN|4CDMG|6CGEN|7RCR|89VULN|9BPWR|aDUST
179	52261 52121	   	181.45	ACR|3VULN|1AART|1DMG|1CDMG	16aVULN|2RCVC|3RCR|4DMG|5AART|7ERES|8DUST|9CDMG
180	52261 53321	   	181.45	ACR|3VULN|1AART|1DMG|1CDMG	16aVULN|2RCVC|3RCR|4DMG|5AART|7DUST|8TLV|9CDMG
181	15622 11213	 * 	181.33	DCR|2VULN|3ZMB|1AART|1FLTHEA|2DUR	14DUR|248ZMB|3AART|4BPWR|59VULN|6LIT|7RCR|aFLTHEA
182	52433 23331	   	181.29	DCR|2VULN|2DMG|2CDMG|1ZMB|1DUR	19VULN|26RCVC|3ZMB|49CDMG|59DMG|7RCR|8MBVNT|9BPWR|aDUR
183	42221 31511	   	181.24	DCR|3DMG|1AART|1VULN|2ZMB	145DMG|2RCVC|3AART|6aZMB|7RCR|8VULN|9FEWX
184	42221 31551	   	181.24	DCR|3DMG|1AART|1VULN|2ZMB	145DMG|2RCVC|3AART|6aZMB|7RCR|8VULN|9LHND
185	52433 13632	   	181.22	DCR|3VULN|2DMG|1CDMG|1ZMB	168VULN|2RCVC|3ZMB|4CDMG|5aDMG|7RCR|9DMSP
186	11153 25123	   	181.21	DCR|3VULN|1AART|1DMG|1FLTHEA|1DUR|1ASPD	1DUR|278VULN|3RMIN|4ASPD|5DMG|6AART|9FLTHEA|aRCR
187	23633 21245	   	181.15	DCR|3VULN|2DMG|2ASPD|2DUR	1DLOT|28aVULN|38DMG|4aASPD|5MLV|6RCR|78ERES|8aBPWR|9aDUR
188	52213 23521	   	181.05	ACR|3VULN|1AART|1DMG|1CDMG	18aVULN|2RCVC|3RCR|4BEXP|5DMG|6AART|7RMIN|9CDMG
189	52213 25112	   	181.05	ACR|3VULN|1AART|1DMG|1CDMG	178VULN|2RCVC|3RCR|4BEXP|5DMG|6AART|9MLV|aCDMG
190	52213 25121	   	181.05	ACR|3VULN|1AART|1DMG|1FLTHEA	178VULN|2RCVC|3RCR|4BEXP|5DMG|6AART|9FLTHEA|aLWND
191	52213 25123	   	181.05	ACR|3VULN|1AART|1DMG|1FLTHEA	178VULN|2RCVC|3RCR|4BEXP|5DMG|6AART|9FLTHEA|aRMIN
192	52213 25521	   	181.05	ACR|3VULN|1AART|1DMG|1CDMG	17aVULN|2RCVC|3RCR|4BEXP|5DMG|6AART|8MLV|9CDMG
193	52262 23521	   	181.05	ACR|3VULN|1AART|1DMG|1CDMG	18aVULN|2RCVC|3RCR|4DMG|5BEXP|6AART|7RMIN|9CDMG
194	52262 25112	   	181.05	ACR|3VULN|1AART|1DMG|1CDMG	178VULN|2RCVC|3RCR|4DMG|5BEXP|6AART|9MLV|aCDMG
195	52262 25121	   	181.05	ACR|3VULN|1AART|1DMG|1FLTHEA	178VULN|2RCVC|3RCR|4DMG|5BEXP|6AART|9FLTHEA|aLWND
196	52262 25123	   	181.05	ACR|3VULN|1AART|1DMG|1FLTHEA	178VULN|2RCVC|3RCR|4DMG|5BEXP|6AART|9FLTHEA|aRMIN
197	52264 22122	   	181.05	ACR|3VULN|1AART|1DMG|1FLTHEA	18aVULN|2RCVC|3RCR|4DMG|57FEWX|6AART|9FLTHEA
198	52213 21521	   	180.95	ACR|3VULN|1AART|1DMG|1CDMG	18aVULN|2RCVC|3RCR|4BEXP|5DMG|6AART|7ERES|9CDMG
199	52213 25162	   	180.95	ACR|3VULN|1AART|1DMG|1CDMG	178VULN|2RCVC|3RCR|4BEXP|5DMG|6AART|9ERES|aCDMG
200	52213 25321	   	180.95	ACR|3VULN|1AART|1DMG|1CDMG	17aVULN|2RCVC|3RCR|4BEXP|5DMG|6AART|8TLV|9CDMG
201	52262 21521	   	180.95	ACR|3VULN|1AART|1DMG|1CDMG	18aVULN|2RCVC|3RCR|4DMG|5BEXP|6AART|7ERES|9CDMG
202	52262 25321	   	180.95	ACR|3VULN|1AART|1DMG|1CDMG	17aVULN|2RCVC|3RCR|4DMG|5BEXP|6AART|8TLV|9CDMG
203	52263 23521	   	180.95	ACR|3VULN|1AART|1DMG|1CDMG	18aVULN|2RCVC|3RCR|4DMG|5DUST|6AART|7RMIN|9CDMG
204	52263 25112	   	180.95	ACR|3VULN|1AART|1DMG|1CDMG	178VULN|2RCVC|3RCR|4DMG|5DUST|6AART|9MLV|aCDMG
205	52263 25121	   	180.95	ACR|3VULN|1AART|1DMG|1FLTHEA	178VULN|2RCVC|3RCR|4DMG|5DUST|6AART|9FLTHEA|aLWND
206	52263 25123	   	180.95	ACR|3VULN|1AART|1DMG|1FLTHEA	178VULN|2RCVC|3RCR|4DMG|5DUST|6AART|9FLTHEA|aRMIN
207	52261 25222	   	180.94	ACR|2VULN|2DMG|1AART|1ZMB	1aVULN|2RCVC|3RCR|49DMG|5AART|6ZMB|7RPLT|8LIT
208	52261 21322	   	180.86	ACR|2VULN|1AART|1DMG|2ZMB|1FLTHEA	1aVULN|2RCVC|3RCR|4DMG|5AART|67ZMB|8RMIN|9FLTHEA
209	52263 21521	   	180.85	ACR|3VULN|1AART|1DMG|1CDMG	18aVULN|2RCVC|3RCR|4DMG|5DUST|6AART|7ERES|9CDMG
210	52263 25321	   	180.85	ACR|3VULN|1AART|1DMG|1CDMG	17aVULN|2RCVC|3RCR|4DMG|5DUST|6AART|8TLV|9CDMG
211	52261 22153	   	180.84	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|2RCVC|3RCR|4aDMG|5AART|6ZMB|7ERES|9RPLT
212	52261 21121	   	180.76	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1aVULN|2RCVC|3RCR|4DMG|5AART|67ZMB|8DUST|9CDMG
213	42231 53251	   	180.65	DCR|2VULN|2DMG|1AART|2DUR	19DMG|2RCVC|3AART|4LHND|59DUR|69VULN|7RCR|8DLOT|9BPWR|aLIT
214	42231 53253	   	180.65	DCR|2VULN|2DMG|1AART|2DUR	19DMG|2RCVC|3AART|4LHND|59DUR|69VULN|7RCR|8DLOT|9BPWR|aCGEN
215	52253 12132	 * 	180.63	ACR|4VULN|2DMG|1DUR	178aVULN|2RCVC|3RCR|4DUR|57DMG|67MLV|7BPWR|9RMIN
216	42231 53252	   	180.55	DCR|2VULN|2DMG|1AART|2DUR	19DMG|2RCVC|3AART|4LHND|59DUR|69VULN|7RCR|8DLOT|9BPWR|aDUST
217	52213 15521	   	180.45	ACR|3VULN|1AART|1DMG|1CDMG	18aVULN|2RCVC|3RCR|4BEXP|5DMG|6MLV|7AART|9CDMG
218	52253 42132	   	180.43	ACR|4VULN|2DMG|1DUR	178aVULN|2RCVC|3RCR|4DUR|57DMG|67ERES|7BPWR|9RMIN
219	52253 12112	   	180.18	ACR|3VULN|2DMG|1CDMG|1DUR	178VULN|2RCVC|3RCR|4DUR|57DMG|67MLV|7BPWR|9CGEN|aCDMG
220	52253 12114	   	180.18	ACR|3VULN|2DMG|1FLTHEA|1DUR	178VULN|2RCVC|3RCR|4DUR|57DMG|67MLV|7BPWR|9CGEN|aFLTHEA
221	11251 35123	   	180.16	DCR|3VULN|1AART|1DMG|1FLTHEA|2DUR	13DUR|278VULN|4DMG|5AART|6BEXP|9FLTHEA|aRCR
222	41333 12636	   	180.12	DCR|3DMG|2VULN|1CDMG|1ZMB	159DMG|249BEXP|3CDMG|6RCR|7MLV|89VULN|9BPWR|aZMB
223	52253 12162	   	180.08	ACR|3VULN|2DMG|1CDMG|1DUR	178VULN|2RCVC|3RCR|4DUR|57DMG|67MLV|7BPWR|9ERES|aCDMG
224	11251 53123	   	180.06	DCR|3VULN|1AART|1DMG|1FLTHEA|2DUR	13DUR|268VULN|4DMG|5AART|7DUST|9FLTHEA|aRCR
225	11466 22123	   	180.04	DCR|4VULN|1AART|1FLTHEA|2DUR|1ASPD	13DUR|2348VULN|3BPWR|5BEXP|6ASPD|7AART|9FLTHEA|aRCR
226	52253 42112	   	179.98	ACR|3VULN|2DMG|1CDMG|1DUR	178VULN|2RCVC|3RCR|4DUR|57DMG|67ERES|7BPWR|9CGEN|aCDMG
227	11453 23315	   	179.91	DCR|2VULN|2AART|1DMG|2DUR|1ZMB	13DUR|23VULN|3BPWR|4DMG|5DUST|6aAART|7RCR|8LIT|9ZMB
228	42241 21421	   	179.89	DCR|2VULN|2DMG|1AART|1ZMB|2RCVC	15DMG|24RCVC|3AART|6aVULN|7ZMB|8RCR|9RPLT
229	43233 15433	   	179.82	DCR|3DMG|2VULN|1CDMG|1ZMB	157DMG|2ZMB|3RMIN|4CDMG|6RCR|8AIRHEA|9aVULN
230	42263 21135	   	179.79	DCR|3VULN|1AART|1DMG|1ZMB	1DMG|2RCVC|3AART|4MLV|58aVULN|6RCR|7ZMB|9LHND
231	42231 55123	   	179.77	DCR|3VULN|1AART|1DMG|1FLTHEA|1DUR	1DMG|2RCVC|3AART|4LHND|5DUR|678VULN|9FLTHEA|aRCR
232	43533 13218	   	179.72	DCR|3DMG|2VULN|1CDMG|1ZMB	15aDMG|2ZMB|3aTLV|4CDMG|6RCR|7MBVNT|8ERES|9aVULN|aBPWR
233	53333 65123	   	179.67	DCR|2VULN|2DMG|1AART|1FLTHEA|1ZMB	18VULN|2FEWX|3ZMB|45DMG|6RMIN|7AART|9FLTHEA|aRCR
234	53223 25123	   	179.66	DCR|3VULN|1AART|1DMG|1FLTHEA|2DUR	178VULN|24FEWX|34DUR|4BPWR|5DMG|6AART|9FLTHEA|aRCR
235	11454 22123	   	179.66	DCR|3VULN|1AART|1DMG|1FLTHEA|2DUR	13DUR|238VULN|3BPWR|4DMG|57FEWX|6AART|9FLTHEA|aRCR
236	52213 35333	   	179.64	ACR|2VULN|2DMG|1AART|1ZMB	1aVULN|2RCVC|3RCR|4BEXP|59DMG|6ZMB|7AART|8ERES
237	52262 35333	   	179.64	ACR|2VULN|2DMG|1AART|1ZMB	1aVULN|2RCVC|3RCR|49DMG|5BEXP|6ZMB|7AART|8ERES
238	42225 21421	   	179.59	DCR|2VULN|2DMG|1AART|1ZMB	14DMG|25RCVC|3AART|6aVULN|7ZMB|8RCR|9RPLT
239	11451 11331	 * 	179.56	DCR|2VULN|2DMG|1AART|3DUR	139DUR|23VULN|3BPWR|4aDMG|5AART|6LIT|7RCR|8LSRICY
240	11213 25123	   	179.56	DCR|3VULN|1AART|1DMG|1FLTHEA|2DUR	13DUR|278VULN|4BEXP|5DMG|6AART|9FLTHEA|aRCR
241	11252 25123	   	179.56	DCR|3VULN|1AART|1DMG|1FLTHEA|2DUR	13DUR|278VULN|4DMG|5BEXP|6AART|9FLTHEA|aRCR
242	11254 25123	   	179.56	DCR|3VULN|1AART|1DMG|1FLTHEA|2DUR	13DUR|278VULN|4DMG|5FEWX|6AART|9FLTHEA|aRCR
243	11543 25123	   	179.56	DCR|3VULN|1AART|1DMG|1FLTHEA|2DUR	14DUR|278VULN|3BEXP|5DMG|6AART|9FLTHEA|aRCR
244	31243 25123	   	179.56	DCR|3VULN|1AART|1DMG|1FLTHEA|2DUR	1BEXP|278VULN|34DUR|5DMG|6AART|9FLTHEA|aRCR
245	31265 25123	   	179.56	DCR|3VULN|1AART|1DMG|1FLTHEA|2DUR	1BEXP|278VULN|35DUR|4DMG|6AART|9FLTHEA|aRCR
246	53243 25123	   	179.56	DCR|3VULN|1AART|1DMG|1FLTHEA|2DUR	178VULN|2FEWX|34DUR|5DMG|6AART|9FLTHEA|aRCR
247	52255 22122	   	179.56	ACR|3VULN|1AART|1FLTHEA|2DUR|1ASPD	18aVULN|2RCVC|3RCR|45DUR|6ASPD|7AART|9FLTHEA
248	31333 21434	   	179.56	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	1BEXP|2aVULN|3ZMB|45DMG|6ASPD|7RCR|8AART|9LIT
249	53333 21434	   	179.56	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	1aVULN|2FEWX|3ZMB|45DMG|6ASPD|7RCR|8AART|9LIT
250	42221 35522	   	179.53	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	145DMG|2RCVC|3AART|6ZMB|7DUR|8VULN|9RCR|aLIT
251	42221 35523	   	179.53	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	145DMG|2RCVC|3AART|6ZMB|7DUR|8VULN|9RCR|aDMSP
252	31333 61166	   	179.52	DCR|3VULN|3DMG|1ZMB	1BEXP|29aVULN|3ZMB|458DMG|6RMIN|7RCR
253	23212 24324	   	179.47	DCR|4VULN|1AART|1FLTHEA|1ZMB	1DLOT|2347VULN|4BPWR|5LWND|6RCR|8ZMB|9FLTHEA|aAART
254	23214 24324	   	179.47	DCR|4VULN|1AART|1FLTHEA|1ZMB	1DLOT|2347VULN|4BPWR|5BEXP|6RCR|8ZMB|9FLTHEA|aAART
255	23215 24324	   	179.47	DCR|4VULN|1AART|1FLTHEA|1ZMB	1DLOT|2347VULN|4BPWR|5LHND|6RCR|8ZMB|9FLTHEA|aAART
256	11451 21123	   	179.46	DCR|2VULN|1AART|1DMG|2ZMB|1FLTHEA|2DUR	13DUR|23VULN|3BPWR|4DMG|5AART|67ZMB|8RMIN|9FLTHEA|aRCR
257	11253 25123	   	179.46	DCR|3VULN|1AART|1DMG|1FLTHEA|2DUR	13DUR|278VULN|4DMG|5DUST|6AART|9FLTHEA|aRCR
258	31333 21425	   	179.46	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	1BEXP|2aVULN|3ZMB|45DMG|6ASPD|7RCR|8AART|9ERES
259	53333 21425	   	179.46	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	1aVULN|2FEWX|3ZMB|45DMG|6ASPD|7RCR|8AART|9ERES
260	42332 33632	   	179.42	DCR|2VULN|2DMG|1CDMG|1FLTHEA|1ZMB	19DMG|2RCVC|359LWND|4CDMG|6ZMB|7RCR|89VULN|9BPWR|aFLTHEA
261	31461 24123	   	179.03	DCR|3VULN|1AART|1DMG|1FLTHEA|1ZMB	13BEXP|237VULN|3BPWR|4DMG|5AART|6ZMB|8RMIN|9FLTHEA|aRCR
262	42261 26122	   	179.01	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	18DMG|2RCVC|3AART|4MLV|58DUR|6RCR|78BASICY|8BPWR|9VULN|aCDMG
263	11263 12123	   	178.96	DCR|3VULN|1AART|1DMG|1FLTHEA|2DUR	13DUR|248VULN|5DMG|6BEXP|7AART|9FLTHEA|aRCR
264	52213 24124	   	178.92	ACR|2VULN|2AART|1DMG|1FLTHEA	18VULN|27RCVC|3RCR|4BEXP|5DMG|6aAART|9FLTHEA
265	52261 22122	   	178.91	ACR|3VULN|1AART|1DMG|1ZMB	18aVULN|2RCVC|3RCR|4DMG|5AART|6ZMB|7ERES|9LSRICY
266	52261 41122	   	178.91	ACR|3VULN|1AART|1DMG|1ZMB	18aVULN|2RCVC|3RCR|4DMG|5AART|6TLV|7ZMB|9LSRICY
267	52261 52322	   	178.91	ACR|3VULN|1AART|1DMG|1ZMB	16aVULN|2RCVC|3RCR|4DMG|5AART|7ERES|8ZMB|9LSRICY
268	11263 32123	   	178.86	DCR|3VULN|1AART|1DMG|1FLTHEA|2DUR	13DUR|248VULN|5DMG|6DUST|7AART|9FLTHEA|aRCR
269	11653 21433	   	178.75	DCR|3DMG|1AART|1VULN|2DUR|1ASPD	16DUR|2VULN|3ERES|4ASPD|59aDMG|7RCR|8AART
270	11451 33123	   	178.75	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	13DUR|23VULN|3BPWR|4DMG|5AART|6BEXP|7RCR|8MLV|9CDMG|aASPD
271	23211 23221	 * 	178.72	DCR|4VULN|1DMG|2ZMB|2DUR|1SELL	1DLOT|2349VULN|49BPWR|59DUR|6RCR|7SELL|89ZMB|aDMG
272	41621 53313	   	178.72	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	14DMG|24BEXP|3AART|4BPWR|5DUR|6VULN|7RCR|8LIT|9ZMB|aCDMG
273	53631 22622	   	178.67	DCR|3DMG|3VULN|1CDMG	167VULN|2FEWX|37ERES|467DMG|5LEGI|67BPWR|8CDMG|9RCR|aRCVC
274	43533 15232	 * 	178.62	DCR|3DMG|1AART|2CDMG|1ZMB|1DUR	157DMG|2ZMB|3TLV|48CDMG|6RCR|9DUR|aAART
275	41336 33632	   	178.52	DCR|2VULN|2DMG|1CDMG|1FLTHEA|1ZMB	19DMG|249BEXP|3CDMG|5RCVC|6ZMB|7RCR|89VULN|9BPWR|aFLTHEA
276	31143 25123	   	178.33	DCR|3VULN|1AART|1DMG|1FLTHEA|1ZMB	1BEXP|278VULN|3RMIN|4ZMB|5DMG|6AART|9FLTHEA|aRCR
277	53143 25123	   	178.33	DCR|3VULN|1AART|1DMG|1FLTHEA|1ZMB	178VULN|2FEWX|3RMIN|4ZMB|5DMG|6AART|9FLTHEA|aRCR
278	52215 62331	   	178.29	ACR|4VULN|3CDMG|3DUR	1789VULN|2RCVC|3RCR|4BEXP|589DUR|689CDMG|89BPWR|aCGEN
279	52215 62333	   	178.29	ACR|4VULN|3CDMG|3DUR	1789VULN|2RCVC|3RCR|4BEXP|589DUR|689CDMG|89BPWR|aRPLT
280	11463 23333	   	178.21	DCR|4VULN|1AART|1DMG|2DUR	13DUR|2347VULN|3BPWR|5DMG|6LWND|8CANSTR|9AART|aRCR
281	11463 23533	   	178.21	DCR|4VULN|1AART|1DMG|2DUR	13DUR|2347VULN|3BPWR|5DMG|6LWND|8AIRHEL|9AART|aRCR
282	52433 23336	   	178.21	DCR|2VULN|2DMG|2CDMG|2ZMB	19VULN|26RCVC|3aZMB|49CDMG|59DMG|7RCR|8MBVNT|9BPWR
283	52251 62331	   	178.19	ACR|4VULN|3CDMG|3DUR	1789VULN|2RCVC|3RCR|489DUR|5LEGI|689CDMG|89BPWR|aCGEN
284	52251 62333	   	178.19	ACR|4VULN|3CDMG|3DUR	1789VULN|2RCVC|3RCR|489DUR|5LEGI|689CDMG|89BPWR|aRPLT
285	11413 23123	   	178.15	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	13DUR|23VULN|3BPWR|4BEXP|5DMG|6AART|7RCR|8MLV|9CDMG|aASPD
286	11452 23123	   	178.15	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	13DUR|23VULN|3BPWR|4DMG|5BEXP|6AART|7RCR|8MLV|9CDMG|aASPD
287	31223 23123	   	178.15	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	1BEXP|24VULN|34DUR|4BPWR|5DMG|6AART|7RCR|8MLV|9CDMG|aASPD
288	11451 11111	   	178.12	DCR|2VULN|1AART|1DMG|2CDMG|2DUR	13DUR|23VULN|3BPWR|4DMG|5AART|6LIT|7RCR|89CDMG|aLHND
289	11451 11112	   	178.12	DCR|2VULN|1AART|1DMG|2CDMG|2DUR	13DUR|23VULN|3BPWR|4DMG|5AART|6LIT|7RCR|89CDMG|aRPLT
290	11451 11113	   	178.12	DCR|2VULN|1AART|1DMG|2CDMG|2DUR	13DUR|23VULN|3BPWR|4DMG|5AART|6LIT|7RCR|89CDMG|aLWND
291	11451 11134	   	178.12	DCR|2VULN|1AART|1DMG|2CDMG|2DUR	13DUR|23VULN|3BPWR|4DMG|5AART|6LIT|7RCR|8aCDMG|9BELT
292	43236 12631	   	178.06	DCR|2VULN|2DMG|2ZMB|1CDMG|1DUR	19DMG|29ZMB|3RMIN|4CDMG|5RCVC|6RCR|7MLV|89VULN|9BPWR|aDUR
293	11251 11116	   	178.02	DCR|2VULN|1AART|1DMG|2CDMG|2DUR	13DUR|2aVULN|4DMG|5AART|6LIT|7RCR|89CDMG
294	11451 11114	   	178.02	DCR|2VULN|1AART|2CDMG|1DMG|2DUR	13DUR|23VULN|3BPWR|4DMG|5AART|6LIT|7RCR|89CDMG|aTLV
295	11451 11115	   	178.02	DCR|2VULN|1AART|1DMG|2CDMG|2DUR	13DUR|23VULN|3BPWR|4DMG|5AART|6LIT|7RCR|89CDMG|aDUST
296	52153 25123	   	177.97	DCR|3VULN|1AART|1DMG|1FLTHEA|1DUR	178VULN|2RCVC|3FEWX|4DUR|5DMG|6AART|9FLTHEA|aRCR
297	52353 25123	   	177.97	DCR|3VULN|1AART|1DMG|1FLTHEA|1DUR	178VULN|2RCVC|3BEXP|4DUR|5DMG|6AART|9FLTHEA|aRCR
298	52213 33356	   	177.84	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|2RCVC|3RCR|4BEXP|59DMG|6ZMB|7DUST|aAART
299	52213 35533	   	177.81	ACR|3VULN|1AART|1DMG|1ZMB	18aVULN|2RCVC|3RCR|4BEXP|5DMG|6ZMB|7AART|9RMIN
300	42233 24512	   	177.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2RCVC|3AART|49LHND|5ZMB|6RCR|78VULN|aCDMG
301	42265 21233	   	177.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1aDMG|2RCVC|3AART|4MLV|5LHND|6RCR|7ZMB|8CDMG|9VULN
302	55533 23331	   	177.72	DCR|2VULN|2DMG|2CDMG|1ZMB|1DUR	19VULN|2ZMB|3DMSP|49CDMG|59DMG|6RCVC|7RCR|8MBVNT|9BPWR|aDUR
303	41333 33632	   	177.72	DCR|3DMG|2VULN|1CDMG|1ZMB	159DMG|249BEXP|3CDMG|6ZMB|7RCR|89VULN|9BPWR|aCGEN
304	41333 33633	   	177.72	DCR|3DMG|2VULN|1CDMG|1ZMB	159DMG|249BEXP|3CDMG|6ZMB|7RCR|89VULN|9BPWR|aMLV
305	41333 33635	   	177.72	DCR|3DMG|2VULN|1CDMG|1ZMB	159DMG|249BEXP|3CDMG|6ZMB|7RCR|89VULN|9BPWR|aRPLT
306	42233 22233	   	177.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1aDMG|2RCVC|3AART|4LHND|5ZMB|6RCR|7ERES|8CDMG|9VULN
307	42263 21162	   	177.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2RCVC|3AART|4MLV|58VULN|6RCR|7ZMB|9ERES|aCDMG
308	42263 21321	   	177.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2RCVC|3AART|4MLV|5aVULN|6RCR|7ZMB|8TLV|9CDMG
309	11653 31161	   	177.64	DCR|3DMG|2VULN|1ZMB|1DUR|1ASPD	1DUR|29VULN|3ERES|4ASPD|568DMG|7RCR|aZMB
310	52433 13318	   	177.64	DCR|4VULN|1DMG|1CDMG|1ZMB	169aVULN|2RCVC|3ZMB|4CDMG|5DMG|7RCR|8MBVNT
311	11421 24223	   	177.62	DCR|3VULN|1AART|1DMG|2DUR|1ZMB	13DUR|237VULN|3BPWR|4CGEN|5AART|6ZMB|8DMG|9LSRICY|aRCR
312	31463 14133	 * 	177.58	DCR|2VULN|2DMG|1AART|2CDMG	13BEXP|23VULN|3BPWR|48DMG|59CDMG|6RCVC|7AART|aRCR
313	52256 32131	   	177.53	ACR|3VULN|2DMG|1ZMB|1DUR	178VULN|2RCVC|3RCR|4DUR|57CGEN|67DMG|7BPWR|9ZMB|aRMIN
314	52256 32133	   	177.53	ACR|3VULN|2DMG|1ZMB|1DUR	178VULN|2RCVC|3RCR|4DUR|57CGEN|67DMG|7BPWR|9ZMB|aLIT
315	11643 31431	   	177.52	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	1DUR|2VULN|3ERES|4ZMB|569DMG|7RCR|8AART|aMLV
316	11643 31432	   	177.52	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	1DUR|2VULN|3ERES|4ZMB|569DMG|7RCR|8AART|aLIT
317	11643 31433	   	177.52	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	1DUR|2VULN|3ERES|4ZMB|569DMG|7RCR|8AART|aFEWX
318	31461 63313	   	177.52	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	13BEXP|23VULN|3BPWR|4DMG|5AART|6DUR|7RCR|8LIT|9ZMB|aCDMG
319	11451 22123	   	177.52	DCR|3VULN|1AART|1DMG|2DUR|1ZMB	13DUR|238VULN|3BPWR|4DMG|5AART|6ZMB|7ERES|9LSRICY|aRCR
