0	Index      	 *	Score 	Summary	Detail	
1	62112 21215	 * 	198.77	DCR|3DMG|2AART|2VULN|1CDMG	1CDMG|24AART|356DMG|79VULN|8RPLT|aRCR
162	16531 21161	   	174.33	ACR|3VULN|2DMG|3DUR	179DUR|2RCR|39aVULN|4FEWX|5BEXP|6RPLT|89DMG|9BPWR
163	16531 22261	   	174.33	ACR|3VULN|2DMG|3DUR	189DUR|2RCR|39aVULN|4FEWX|5BEXP|6RPLT|79DMG|9BPWR
164	41336 12233	   	174.30	DCR|2VULN|2DMG|1CDMG|2DUR|1ZMB	1ZMB|2aDMG|3CGEN|4CDMG|5RMIN|6aVULN|7RCR|8LHND|9aDUR|aBPWR
165	21531 32121	 * 	174.25	DCR|3DMG|2VULN|3ZMB	148MLV|234DMG|48BPWR|5ERES|689ZMB|78VULN|aRCR
166	41336 12133	   	174.20	DCR|2VULN|2DMG|1CDMG|2DUR|1ZMB	1ZMB|2aDMG|3CGEN|4CDMG|5RMIN|6aVULN|7RCR|8DUST|9aDUR|aBPWR
167	44433 34121	 * 	174.20	ACR|3ZMB|1AART|1DMG|1VULN|1CDMG	146ZMB|2RCR|3MBVNT|5VULN|7AART|8LHND|9CDMG|aDMG
168	15111 52212	   	174.17	ACR|2VULN|2DMG|1AART|2DUR	12DUR|2BPWR|3FEWX|4RCR|5ERES|6aDMG|79VULN|8AART
169	15511 52212	   	174.07	ACR|2VULN|2DMG|1AART|2DUR	12DUR|2BPWR|3DUST|4RCR|5ERES|6aDMG|79VULN|8AART
170	16216 32335	 * 	174.03	ACR|2VULN|3FLTHEA|1DMG|3DUR|1ASPD	179DUR|2RCR|3ASPD|49aFLTHEA|5FEWX|6DMG|89VULN|9BPWR
171	16115 21325	   	174.03	ACR|2DMG|1AART|2FLTHEA|1CDMG|2DUR	19DUR|2RCR|3RMIN|49FLTHEA|5CDMG|67FEWX|89DMG|9BPWR|aAART
172	16231 22212	   	174.03	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2RCR|3ASPD|4ZMB|5ERES|6CGEN|79VULN|8AART|aDMG
173	16231 52211	   	174.03	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2RCR|3ASPD|4ZMB|5ERES|6DMG|79VULN|8AART|aLWND
174	16231 52214	   	174.03	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2RCR|3ASPD|4ZMB|5ERES|6DMG|79VULN|8AART|aRMIN
175	16231 52215	   	174.03	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2RCR|3ASPD|4ZMB|5ERES|6DMG|79VULN|8AART|aRPLT
176	16231 52216	   	174.03	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2RCR|3ASPD|4ZMB|5ERES|6DMG|79VULN|8AART|aFEWX
177	16231 52235	   	174.03	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1DUR|2RCR|3ASPD|4ZMB|5ERES|6DMG|7aVULN|8AART|9LIT
178	16231 53125	   	174.03	ACR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1DUR|2RCR|3ASPD|4ZMB|5ERES|6aDMG|7CGEN|8AART|9VULN
179	44632 12132	 * 	174.02	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1ZMB|2RCR|3aTLV|4ASPD|5BELT|6CDMG|7aDMG|8FEWX|9aVULN|aBPWR
180	25351 14232	 * 	173.90	DCR|2AART|1VULN|1DMG|2CDMG|1FLTHEA	1MLV|28CDMG|3VULN|49AART|5DMG|6CGEN|7RCR|aFLTHEA
181	25351 24232	   	173.80	DCR|2AART|1VULN|1DMG|2CDMG|1FLTHEA	1MLV|28CDMG|3VULN|49AART|5DMG|6TLV|7RCR|aFLTHEA
182	25351 34232	   	173.80	DCR|2AART|1VULN|2CDMG|1DMG|1FLTHEA	1MLV|28CDMG|3VULN|49AART|5DMG|6ERES|7RCR|aFLTHEA
183	16161 52212	   	173.67	ACR|2VULN|2DMG|1AART|1DUR	1DUR|2RCR|3RMIN|4CGEN|5ERES|6aDMG|79VULN|8AART
184	16532 15212	   	173.67	ACR|2VULN|2DMG|1AART|1DUR	1DUR|2RCR|39VULN|4FEWX|5ERES|6DMSP|7aDMG|8AART
185	44411 34332	   	173.64	ACR|2VULN|1DMG|2FLTHEA|2ZMB|1DUR|1ASPD	19ZMB|2RCR|3MBVNT|49FLTHEA|5DUR|6DMG|7RCVC|89VULN|9BPWR|aASPD
186	16141 52212	   	173.57	ACR|2VULN|2DMG|1AART|1DUR	1DUR|2RCR|3RMIN|4TLV|5ERES|6aDMG|79VULN|8AART
187	16342 15212	   	173.57	ACR|2VULN|2DMG|1AART|1DUR	1DUR|2RCR|3DUST|49VULN|5ERES|6DMSP|7aDMG|8AART
188	62161 24131	   	173.51	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1CDMG|2AART|35DMG|49DUR|6LHND|7RCR|8VULN|aLIT
189	62161 24132	   	173.51	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1CDMG|2AART|35DMG|49DUR|6LHND|7RCR|8VULN|aFEWX
190	11351 52153	 * 	173.50	ACR|2VULN|1AART|1DMG|3DUR|1ZMB	148DUR|248FEWX|3RCR|48BPWR|5ERES|6DMG|78VULN|9AART|aZMB
191	12351 52153	   	173.50	ACR|2VULN|1AART|1DMG|3DUR|1ZMB	148DUR|248BEXP|3RCR|48BPWR|5ERES|6DMG|78VULN|9AART|aZMB
192	41511 26312	 * 	173.44	DCR|3DMG|1AART|1VULN|2ZMB	16ZMB|236DMG|4RMIN|5BELT|6BPWR|7RCR|8VULN|9BEXP|aAART
193	41112 32153	 * 	173.42	DCR|2VULN|2DMG|1AART|2ZMB|1SELL	1aZMB|2aDMG|3FEWX|4RMIN|5SELL|6LWND|7aVULN|8RCR|9AART|aBPWR
194	41112 52153	 * 	173.42	DCR|2VULN|2DMG|1AART|2ZMB|1SELL	1aZMB|2aDMG|3FEWX|4RMIN|5SELL|6LHND|7aVULN|8RCR|9AART|aBPWR
195	62361 14113	   	173.41	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|2AART|3ERES|4aDUR|5DMG|6CGEN|7RCR|89VULN
196	44131 12132	 * 	173.39	ACR|2VULN|3ZMB|1DMG|2CDMG	14aZMB|2RCR|3BEXP|5BELT|6aCDMG|7DMG|8FEWX|9aVULN|aBPWR
197	25333 24135	   	173.35	DCR|3VULN|2AART|1CDMG|1ASPD	1MLV|2CDMG|38aVULN|4ASPD|59AART|6TLV|7RCR
198	62361 24113	   	173.31	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|2AART|3ERES|4aDUR|5DMG|6TLV|7RCR|89VULN
199	44431 12132	   	173.29	ACR|2VULN|3ZMB|1DMG|2CDMG	14aZMB|2RCR|3MBVNT|5BELT|6aCDMG|7DMG|8FEWX|9aVULN|aBPWR
200	13351 52153	   	173.20	ACR|2VULN|1AART|1DMG|3DUR|1ZMB	148DUR|248DUST|3RCR|48BPWR|5ERES|6DMG|78VULN|9AART|aZMB
201	24325 53212	   	173.04	ACR|2VULN|2DMG|1AART|1ZMB	1MLV|2ZMB|3CGEN|4RCR|59VULN|6aDMG|7BEXP|8AART
202	16512 13212	   	172.94	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2RCR|379VULN|4LWND|5ERES|6AART|8CGEN|aDMG
203	16512 13411	   	172.94	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2RCR|379VULN|4LWND|5ERES|6AART|8DMG|aLHND
204	16522 13411	   	172.94	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2RCR|379VULN|4LHND|5ERES|6AART|8DMG|aLWND
205	24111 52212	   	172.94	ACR|2VULN|2DMG|1AART|1ZMB	1MLV|2ZMB|3FEWX|4RCR|5ERES|6aDMG|79VULN|8AART
206	24221 52212	   	172.94	ACR|2VULN|2DMG|1AART|1ZMB	1MLV|2ZMB|3ERES|4RCR|5FEWX|6aDMG|79VULN|8AART
207	24223 52212	   	172.94	ACR|2VULN|2DMG|1AART|1ZMB	1MLV|2ZMB|3ERES|4RCR|5BEXP|6aDMG|79VULN|8AART
208	24225 15212	   	172.94	ACR|2VULN|2DMG|1AART|1ZMB	1MLV|2ZMB|3ERES|4RCR|59VULN|6FEWX|7aDMG|8AART
209	33115 52212	   	172.94	ACR|2VULN|2DMG|1AART|1ZMB	1RMIN|2ERES|3FEWX|4RCR|5ZMB|6aDMG|79VULN|8AART
210	62262 24211	   	172.83	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|2AART|3ZMB|4DUR|5RCR|6BEXP|7MLV|89aVULN
211	62262 32113	   	172.83	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|2AART|3ZMB|4DUR|5RCR|6RCVC|7FEWX|89aVULN
212	62132 42115	 * 	172.82	3VULN|3DMG|1AART|3CDMG|1ZMB	18aCDMG|2AART|358DMG|4ZMB|6BEXP|789VULN|8BPWR
213	62114 24111	   	172.72	DCR|2AART|2VULN|1DMG|1CDMG	1CDMG|24AART|3DMG|5FEWX|6LHND|7RCR|89VULN|aLIT
214	62114 24112	   	172.72	DCR|2AART|2VULN|1DMG|1CDMG	1CDMG|24AART|3DMG|5aFEWX|6LHND|7RCR|89VULN
215	16213 42241	   	172.63	ACR|2VULN|1DMG|2ASPD|1CDMG|1FLTHEA|1DUR	1DUR|2RCR|35ASPD|4FLTHEA|67VULN|8LWND|9DMG|aCDMG
216	16213 44311	   	172.63	ACR|2VULN|1DMG|2ASPD|1CDMG|1FLTHEA|1DUR	1DUR|2RCR|35ASPD|4FLTHEA|68VULN|7DMG|9LWND|aCDMG
217	62112 54331	   	172.62	DCR|2AART|2DMG|1VULN|1CDMG	1CDMG|24AART|35DMG|6BEXP|7RCR|8ERES|9VULN|aLWND
218	62112 54332	   	172.62	DCR|2AART|2DMG|1VULN|1CDMG	1CDMG|24AART|35DMG|6BEXP|7RCR|8ERES|9VULN|aCGEN
219	16231 52122	   	172.62	ACR|2VULN|1DMG|2ZMB|1CDMG|2DUR|1ASPD	18DUR|2RCR|3ASPD|48ZMB|5ERES|6DMG|78VULN|8BPWR|9CDMG|aRCVC
220	16231 52123	   	172.62	ACR|2VULN|1DMG|2ZMB|1CDMG|2DUR|1ASPD	18DUR|2RCR|3ASPD|48ZMB|5ERES|6DMG|78VULN|8BPWR|9CDMG|aBEXP
221	16231 52124	   	172.62	ACR|2VULN|1DMG|2ZMB|1CDMG|2DUR|1ASPD	18DUR|2RCR|3ASPD|48ZMB|5ERES|6DMG|78VULN|8BPWR|9CDMG|aCGEN
222	16231 52125	   	172.62	ACR|2VULN|1DMG|2ZMB|1CDMG|2DUR|1ASPD	18DUR|2RCR|3ASPD|48ZMB|5ERES|6DMG|78VULN|8BPWR|9CDMG|aFEWX
223	16213 44321	   	172.53	ACR|2VULN|1DMG|2ASPD|1CDMG|1FLTHEA|1DUR	1DUR|2RCR|35ASPD|4FLTHEA|68VULN|7DMG|9DUST|aCDMG
224	62112 14331	   	172.52	DCR|2AART|2DMG|1VULN|1CDMG	1CDMG|24AART|35DMG|6LEGI|7RCR|8ERES|9VULN|aLWND
225	62112 14332	   	172.52	DCR|2AART|2DMG|1VULN|1CDMG	1CDMG|24AART|35DMG|6LEGI|7RCR|8ERES|9VULN|aCGEN
226	62112 14335	   	172.52	DCR|2AART|2DMG|1VULN|1CDMG	1CDMG|24AART|35DMG|6LEGI|7RCR|8ERES|9VULN|aRPLT
227	16231 52126	   	172.52	ACR|2VULN|1DMG|2ZMB|1CDMG|2DUR|1ASPD	18DUR|2RCR|3ASPD|48ZMB|5aERES|6DMG|78VULN|8BPWR|9CDMG
228	16231 52115	   	172.50	ACR|2VULN|3ZMB|1DMG|2DUR|1ASPD	18DUR|2RCR|3ASPD|48aZMB|5ERES|6DMG|78VULN|8BPWR|9LWND
229	16231 52143	   	172.50	ACR|2VULN|3ZMB|1DMG|2DUR|1ASPD	18DUR|2RCR|3ASPD|48aZMB|5ERES|6DMG|78VULN|8BPWR|9RCVC
230	16231 52163	   	172.50	ACR|2VULN|3ZMB|1DMG|2DUR|1ASPD	18DUR|2RCR|3ASPD|48aZMB|5ERES|6DMG|78VULN|8BPWR|9FEWX
231	62111 22256	   	172.46	DCR|2AART|2DMG|1VULN|1CDMG|1ASPD	1CDMG|24AART|36DMG|5RCVC|7ASPD|8VULN|9DMSP|aRCR
232	64434 44412	 * 	172.45	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	17CDMG|2RPLT|3MBVNT|4RCR|59VULN|6AART|8ASPD|aDMG
233	62112 14336	   	172.42	DCR|2AART|2DMG|1VULN|1CDMG	1CDMG|24AART|35DMG|6LEGI|7RCR|8aERES|9VULN
234	16231 52121	   	172.37	ACR|2VULN|1DMG|2ZMB|1CDMG|2DUR|1ASPD|1SELL	18DUR|2RCR|3ASPD|48ZMB|5ERES|6DMG|78VULN|8BPWR|9CDMG|aSELL
235	25351 14113	   	172.31	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1MLV|2CDMG|38VULN|4AART|5DMG|6CGEN|7RCR|9aDUR
236	62131 14111	   	172.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|3DMG|4ZMB|5LHND|6CGEN|7RCR|89VULN|aLIT
237	62131 14112	   	172.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|3DMG|4ZMB|5LHND|6CGEN|7RCR|89VULN|aFEWX
238	62131 14114	   	172.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|3DMG|4ZMB|5LHND|6CGEN|7RCR|89VULN|aMLV
239	62131 14115	   	172.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|3DMG|4ZMB|5LHND|6aCGEN|7RCR|89VULN
240	62222 24111	   	172.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|3ZMB|4CGEN|5DMG|6LHND|7RCR|89VULN|aLIT
241	62222 24112	   	172.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|3ZMB|4CGEN|5DMG|6LHND|7RCR|89VULN|aFEWX
242	62222 24114	   	172.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|3ZMB|4CGEN|5DMG|6LHND|7RCR|89VULN|aMLV
243	62222 24115	   	172.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|3ZMB|4aCGEN|5DMG|6LHND|7RCR|89VULN
244	62432 24111	   	172.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|3MLV|4ZMB|5DMG|6LHND|7RCR|89VULN|aLIT
245	62432 24112	   	172.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|3MLV|4ZMB|5DMG|6LHND|7RCR|89VULN|aFEWX
246	15111 52213	   	172.23	ACR|3VULN|1AART|1DMG|2DUR	12DUR|2BPWR|3FEWX|4RCR|5ERES|6DMG|79aVULN|8AART
247	16112 32331	   	172.23	ACR|2VULN|2DMG|3DUR|1FLTHEA	179DUR|2RCR|3RMIN|4FLTHEA|5LEGI|69DMG|89VULN|9BPWR|aMLV
248	16112 32332	   	172.23	ACR|2VULN|2DMG|3DUR|1FLTHEA	179DUR|2RCR|3RMIN|4FLTHEA|5LEGI|69DMG|89VULN|9BPWR|aBEXP
249	16112 32333	   	172.23	ACR|2VULN|2DMG|3DUR|1FLTHEA	179DUR|2RCR|3RMIN|4FLTHEA|5LEGI|69DMG|89VULN|9BPWR|aFEWX
250	25351 24113	   	172.21	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1MLV|2CDMG|38VULN|4AART|5DMG|6TLV|7RCR|9aDUR
251	25351 34113	   	172.21	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1MLV|2CDMG|38VULN|4AART|5DMG|6ERES|7RCR|9aDUR
252	62131 14116	   	172.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|3DMG|4ZMB|5LHND|6CGEN|7RCR|89VULN|aTLV
253	62131 24111	   	172.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|3DMG|4ZMB|5LHND|6TLV|7RCR|89VULN|aLIT
254	62131 24112	   	172.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|3DMG|4ZMB|5LHND|6TLV|7RCR|89VULN|aFEWX
255	62131 24114	   	172.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|3DMG|4ZMB|5LHND|6TLV|7RCR|89VULN|aMLV
256	62131 24115	   	172.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|3DMG|4ZMB|5LHND|6TLV|7RCR|89VULN|aCGEN
257	62131 34111	   	172.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|3DMG|4ZMB|5LHND|6ERES|7RCR|89VULN|aLIT
258	62131 34112	   	172.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|3DMG|4ZMB|5LHND|6ERES|7RCR|89VULN|aFEWX
259	62131 34114	   	172.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|3DMG|4ZMB|5LHND|6ERES|7RCR|89VULN|aMLV
260	62131 34115	   	172.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|3DMG|4ZMB|5LHND|6ERES|7RCR|89VULN|aCGEN
261	62222 24116	   	172.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|3ZMB|4CGEN|5DMG|6LHND|7RCR|89VULN|aTLV
262	62332 24111	   	172.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|3ERES|4ZMB|5DMG|6LHND|7RCR|89VULN|aLIT
263	62332 24112	   	172.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|3ERES|4ZMB|5DMG|6LHND|7RCR|89VULN|aFEWX
264	62332 24114	   	172.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|3ERES|4ZMB|5DMG|6LHND|7RCR|89VULN|aMLV
265	62332 24115	   	172.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|3ERES|4ZMB|5DMG|6LHND|7RCR|89VULN|aCGEN
266	16434 31211	   	172.16	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	1DUR|2RCR|3TLV|4DUST|59aVULN|6CDMG|7ASPD|8AART
267	15511 52213	   	172.13	ACR|3VULN|1AART|1DMG|2DUR	12DUR|2BPWR|3DUST|4RCR|5ERES|6DMG|79aVULN|8AART
268	16131 31133	   	172.11	ACR|3VULN|3ZMB|3DUR|1ASPD	19aDUR|2RCR|3RMIN|49aZMB|5ERES|6RPLT|7ASPD|89aVULN|9aBPWR
269	62131 24116	   	172.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|3DMG|4ZMB|5LHND|6TLV|7RCR|89VULN|aERES
270	62131 34116	   	172.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|3DMG|4ZMB|5LHND|6aERES|7RCR|89VULN
271	62332 24116	   	172.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|3aERES|4ZMB|5DMG|6LHND|7RCR|89VULN
272	25352 22233	 * 	172.07	ACR|3VULN|2AART|1CDMG|1ASPD	1MLV|2CDMG|389VULN|4aAART|5RCR|6BEXP|7ASPD
273	16116 32336	   	172.06	ACR|2VULN|1DMG|2FLTHEA|3DUR|1ZMB	179DUR|2RCR|3RMIN|49FLTHEA|5FEWX|6DMG|89VULN|9BPWR|aZMB
274	62211 25136	   	172.02	DCR|3DMG|2AART|1CDMG|1ZMB	1CDMG|24AART|3ZMB|5RCVC|679DMG|8ERES|aRCR
275	61423 25222	   	172.02	DCR|2VULN|2DMG|3CDMG|1ZMB	123CDMG|237BPWR|47VULN|57DMG|67FEWX|8RCR|9RCVC|aZMB
276	44411 32333	   	171.99	ACR|2VULN|2FLTHEA|1DMG|2ZMB|2DUR	19ZMB|2RCR|3MBVNT|49FLTHEA|57DUR|6DMG|89VULN|9BPWR|aLWND
277	44411 32334	   	171.99	ACR|2VULN|1DMG|2FLTHEA|2ZMB|2DUR	19ZMB|2RCR|3MBVNT|49FLTHEA|57DUR|6DMG|89VULN|9BPWR|aFEWX
278	16112 32334	   	171.98	ACR|2VULN|2DMG|3DUR|1FLTHEA|1SELL	179DUR|2RCR|3RMIN|4FLTHEA|5LEGI|69DMG|89VULN|9BPWR|aSELL
279	16111 62336	   	171.96	ACR|2VULN|1DMG|2FLTHEA|3DUR|1ZMB	159DUR|2RCR|3RMIN|49FLTHEA|6DUST|7DMG|89VULN|9BPWR|aZMB
280	41513 32621	   	171.93	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	16ZMB|23DMG|4RMIN|5RCVC|7RCR|8VULN|9AART|aCDMG
281	62163 35231	   	171.93	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	15CDMG|2AART|3DMG|4DUR|6TLV|7MBVNT|8RCR|9aVULN
282	21522 65142	 * 	171.83	ACR|3DMG|1AART|1VULN|2DUR	17MLV|237DMG|4RCR|5MBVNT|67DUR|7BPWR|8RMIN|9AART|aVULN
283	61423 32222	   	171.82	DCR|2VULN|2DMG|3CDMG|1ZMB	123CDMG|237BPWR|47VULN|57DMG|67DUST|8RCR|9RCVC|aZMB
284	16161 52213	   	171.74	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2RCR|3RMIN|4CGEN|5ERES|6DMG|79aVULN|8AART
285	16532 15213	   	171.74	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2RCR|39aVULN|4FEWX|5ERES|6DMSP|7DMG|8AART
286	62234 24113	 * 	171.72	DCR|3VULN|1AART|2ZMB|1CDMG	1CDMG|2AART|34ZMB|5FEWX|6LHND|7RCR|89aVULN
287	25352 31342	 * 	171.65	ACR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	1MLV|2CDMG|37VULN|4AART|5RCR|6RCVC|8ERES|9DMG|aFLTHEA
288	16141 52213	   	171.64	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2RCR|3RMIN|4TLV|5ERES|6DMG|79aVULN|8AART
289	16342 15213	   	171.64	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2RCR|3DUST|49aVULN|5ERES|6DMSP|7DMG|8AART
290	16342 63212	   	171.64	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2RCR|3DUST|469VULN|5ERES|7CGEN|8AART|aDMG
291	16424 23211	   	171.64	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2RCR|37TLV|4RPLT|5DMG|69aVULN|8AART
292	16114 22413	   	171.63	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DUR|2RCR|3RMIN|4FLTHEA|5AART|6FEWX|7aVULN|8LIT|9DMG
293	16114 32413	   	171.63	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DUR|2RCR|3RMIN|4FLTHEA|5AART|6BEXP|7aVULN|8LIT|9DMG
294	62262 41232	 * 	171.62	ACR|2AART|1VULN|1FLTHEA|1CDMG|1ZMB|1DUR|1ASPD	1CDMG|27AART|3ZMB|4DUR|5RCR|6LIT|8ASPD|9VULN|aFLTHEA
295	16122 63125	 * 	171.49	ACR|2DMG|1AART|2CDMG|3DUR|1ASPD|1SELL	18aDUR|2RCR|3RMIN|4SELL|5ASPD|6aDMG|7aCDMG|9AART|aBPWR
296	62231 25336	 * 	171.46	DCR|3DMG|1AART|2ZMB|1CDMG|1ASPD	1CDMG|2AART|34ZMB|5RCVC|679DMG|8ASPD|aRCR
297	16113 31366	   	171.46	ACR|2VULN|1AART|1FLTHEA|1CDMG|1ASPD|1DUR	1DUR|2RCR|3RMIN|4FLTHEA|5ASPD|6AART|7aVULN|8AIRHEA|9CDMG
298	25333 14132	   	171.45	DCR|2AART|2VULN|1CDMG|1FLTHEA|1ASPD	1MLV|2CDMG|38VULN|4ASPD|59AART|6CGEN|7RCR|aFLTHEA
299	21415 33123	   	171.43	ACR|3VULN|2DMG|1ZMB|1DUR	1aMLV|2aDMG|3DUR|4RCR|5RMIN|6RPLT|7ZMB|89aVULN|aBPWR
300	21415 33132	   	171.43	ACR|3VULN|2DMG|1ZMB|1DUR	19MLV|29DMG|3DUR|4RCR|5RMIN|6RPLT|7ZMB|89aVULN|9BPWR
301	12341 25212	   	171.37	ACR|2VULN|2DMG|1AART|1DUR	1DUR|25BEXP|3RCR|49VULN|6MLV|7aDMG|8AART
302	12346 15212	   	171.37	ACR|2VULN|2DMG|1AART|1DUR	1DUR|2BEXP|3RCR|49VULN|5MLV|6DMSP|7aDMG|8AART
303	25333 24132	   	171.35	DCR|2AART|2VULN|1CDMG|1FLTHEA|1ASPD	1MLV|2CDMG|38VULN|4ASPD|59AART|6TLV|7RCR|aFLTHEA
304	25333 34132	   	171.35	DCR|2AART|2VULN|1FLTHEA|1CDMG|1ASPD	1MLV|2CDMG|38VULN|4ASPD|59AART|6ERES|7RCR|aFLTHEA
305	16213 35231	   	171.34	ACR|1VULN|1DMG|2ASPD|1CDMG|1FLTHEA|2DUR|1ZMB	16DUR|2RCR|35ASPD|4FLTHEA|7DMG|8CDMG|9ZMB|aVULN
306	16211 42241	   	171.31	ACR|2VULN|1DMG|1CDMG|1FLTHEA|2DUR|1ASPD	15DUR|2RCR|3ASPD|4FLTHEA|67VULN|8LWND|9DMG|aCDMG
307	16211 44311	   	171.31	ACR|2VULN|1DMG|1CDMG|1FLTHEA|2DUR|1ASPD	15DUR|2RCR|3ASPD|4FLTHEA|68VULN|7DMG|9LWND|aCDMG
308	62112 14161	   	171.31	DCR|2AART|2DMG|2CDMG|2DUR	1aCDMG|24AART|35DMG|6LEGI|7RCR|8aDUR|9aMLV|aBPWR
309	16113 31343	   	171.29	ACR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1ASPD|1DUR	1DUR|2RCR|3RMIN|4FLTHEA|5ASPD|6AART|7VULN|8AIRHEA|9DMG|aZMB
310	11331 52212	   	171.27	ACR|2VULN|2DMG|1AART|1DUR	1DUR|24FEWX|3RCR|5ERES|6aDMG|79VULN|8AART
311	11342 15212	   	171.27	ACR|2VULN|2DMG|1AART|1DUR	1DUR|2FEWX|3RCR|49VULN|5ERES|6DMSP|7aDMG|8AART
312	12341 65212	   	171.27	ACR|2VULN|2DMG|1AART|1DUR	1DUR|25BEXP|3RCR|49VULN|6ERES|7aDMG|8AART
313	16211 44321	   	171.21	ACR|2VULN|1DMG|1CDMG|1FLTHEA|2DUR|1ASPD	15DUR|2RCR|3ASPD|4FLTHEA|68VULN|7DMG|9DUST|aCDMG
314	62116 24133	 * 	171.19	DCR|2AART|1VULN|1DMG|3DUR|1CDMG	1CDMG|24AART|3DMG|59aDUR|6LHND|7RCR|8VULN
315	13342 15212	   	171.17	ACR|2VULN|2DMG|1AART|1DUR	1DUR|2DUST|3RCR|49VULN|5ERES|6DMSP|7aDMG|8AART
316	62112 14361	   	171.11	DCR|2AART|2DMG|2CDMG|2DUR	1aCDMG|24AART|35DMG|6LEGI|7RCR|8aERES|9aDUR|aBPWR
317	24325 53213	   	171.10	ACR|3VULN|1AART|1DMG|1ZMB	1MLV|2ZMB|3CGEN|4RCR|59aVULN|6DMG|7BEXP|8AART
