0	Index      	 *	Score 	Summary	Detail	
1	23353 16123	 * 	188.72	DCR|3VULN|2DMG|1AART|3DUR	179DUR|2LWND|369VULN|4AART|5RMIN|89DMG|9BPWR|aRCR
159	43211 23662	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LIT|2DUR|3ZMB|4FEWX|5DMG|6AART|7RCR|8MLV|9aVULN
160	43632 23235	   	163.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LIT|2DUR|3FEWX|4aDMG|5ZMB|6AART|7RCR|8VULN|9RPLT
161	42332 23516	 * 	163.08	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1LIT|2BEXP|3DUR|4DMG|58ZMB|6AART|7RCR|9VULN|aCDMG
162	25211 23255	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2LIT|3ZMB|4FEWX|5DMG|6AART|7RCR|8aVULN|9NUKE
163	42332 23255	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LIT|2BEXP|3DUR|4DMG|5ZMB|6AART|7RCR|8aVULN|9NUKE
164	43211 23255	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LIT|2DUR|3ZMB|4FEWX|5DMG|6AART|7RCR|8aVULN|9NUKE
165	21512 46121	 * 	163.03	DCR|2VULN|2DMG|1CDMG|2DUR|1ASPD	18DUR|235BEXP|4CDMG|68VULN|78DMG|8BPWR|9ASPD|aRCR
166	46361 12211	   	163.02	ACR|3VULN|1AART|1CDMG|1ASPD	1LIT|2ASPD|3RCR|4CGEN|56aVULN|7CDMG|8AART|9BEXP
167	46361 12221	   	163.02	ACR|3VULN|1AART|1CDMG|1ASPD	1LIT|2ASPD|3RCR|4CGEN|56aVULN|7CDMG|8AART|9FEWX
168	23351 33163	 * 	162.98	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	1DUR|2LWND|3VULN|4AART|5LIT|6aASPD|7RCR|8DMG|9CDMG
169	36744 31472	 * 	162.69	DCR|2VULN|1AART|1DMG|2CDMG	13FEWX|2MBVNT|49VULN|56CDMG|7RCR|8DMG|aAART
170	23353 53111	   	162.68	DCR|2DMG|1AART|1VULN|3DUR	19aDUR|29LWND|3VULN|4AART|5RMIN|6LIT|7RCR|89DMG|9BPWR
171	26123 33162	 * 	162.67	DCR|3VULN|1AART|2CDMG|1DUR|1SELL	1DUR|2SELL|379VULN|46CDMG|5RPLT|8RCR|aAART
172	46313 14122	   	162.52	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	1LIT|2ASPD|3RCR|4BELT|5AART|6VULN|7FEWX|89DMG|aDUR
173	46313 15122	   	162.52	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	1LIT|2ASPD|3RCR|4BELT|5AART|6VULN|7BEXP|89DMG|aDUR
174	46361 11231	   	162.52	ACR|3VULN|2DMG|1ASPD	1LIT|2ASPD|3RCR|4CGEN|56aVULN|7CANSTR|89DMG
175	34333 52161	   	162.42	ACR|3VULN|1AART|1CDMG|1ASPD	12FEWX|379VULN|4RCR|5AART|6RPLT|8ASPD|aCDMG
176	34333 53261	 * 	162.28	ACR|2VULN|2AART|1CDMG|1ZMB	12FEWX|39VULN|4RCR|58AART|6RPLT|7ZMB|aCDMG
177	23322 43552	 * 	162.20	DCR|3DMG|2VULN|1DUR	1DUR|2LWND|3aVULN|4FEWX|5LIT|6RCR|789DMG
178	34336 21363	   	162.18	ACR|2VULN|2DMG|1CDMG|1ZMB	12FEWX|39VULN|4RCR|5DUST|6CDMG|78DMG|aZMB
179	23335 12421	 * 	162.17	DCR|3VULN|2CDMG|3DUR|1ZMB|1ASPD	157DUR|2LWND|367VULN|47CDMG|7BPWR|8ZMB|9ASPD|aRCR
180	46321 24211	   	162.12	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	19LIT|2ASPD|3RCR|49BEXP|5DMG|6AART|7LWND|89VULN|9BPWR|aDUR
181	63356 22112	   	162.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|2LWND|37VULN|4AART|5CDMG|6FEWX|8ASPD|9RCR|aDMG
182	23353 13523	   	162.10	DCR|3VULN|1AART|2ZMB|2DUR	19DUR|27LWND|369VULN|4AART|5RMIN|89ZMB|9BPWR|aRCR
183	46321 23241	   	162.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LIT|2ASPD|3RCR|4BEXP|5DMG|6AART|7CDMG|8ZMB|9CGEN|aVULN
184	34333 51326	   	162.00	ACR|3VULN|1AART|1DMG	127FEWX|37aVULN|4RCR|5AART|6RPLT|7BPWR|8CGEN|9DMG
185	63322 44232	   	161.98	DCR|3VULN|1AART|1DMG	1DUST|2LWND|39aVULN|4FEWX|5LIT|6RCR|7DMG|8AART
186	46321 23211	   	161.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LIT|2ASPD|3RCR|4BEXP|5DMG|6AART|7CDMG|8ZMB|9SNIHEL|aVULN
187	46321 26311	   	161.92	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1LIT|2ASPD|3RCR|4BEXP|57DMG|6AART|8LWND|9VULN|aDUR
188	46321 26211	   	161.82	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	1LIT|2ASPD|3RCR|4BEXP|57DMG|6AART|8DUST|9VULN|aDUR
189	23353 13153	   	161.82	DCR|3VULN|1AART|1DMG|1DUR	1DUR|27LWND|369VULN|4AART|5RMIN|8DMG|aRCR
190	34333 52216	   	161.80	ACR|3VULN|1AART|2CDMG	12FEWX|379VULN|4RCR|5AART|6RPLT|8aCDMG
191	66121 33151	   	161.76	DCR|3VULN|1AART|1CDMG|1ASPD|1SELL	1aDUST|2SELL|38aVULN|4CDMG|5ASPD|6RCR|7aMGNSTR|9AART|aBPWR
192	46313 11133	   	161.72	ACR|2VULN|1AART|3CDMG|1ASPD	19LIT|2ASPD|3RCR|4BELT|5AART|69VULN|789CDMG|9BPWR|aCGEN
193	46313 11135	   	161.72	ACR|2VULN|1AART|3CDMG|1ASPD	19LIT|2ASPD|3RCR|4BELT|5AART|69VULN|789CDMG|9BPWR|aFEWX
194	46313 11631	   	161.72	ACR|2VULN|1AART|3CDMG|1ASPD	19LIT|2ASPD|3RCR|4BELT|5AART|69VULN|79aCDMG|8DMSP|9BPWR
195	26123 43162	   	161.65	DCR|3VULN|1AART|1CDMG|2DUR|1SELL	16DUR|2SELL|379VULN|4CDMG|5RPLT|8RCR|aAART
196	31535 22232	   	161.63	ACR|2VULN|2DMG|1AART	1aFEWX|23BEXP|4RCR|57BELT|6aDMG|8aVULN|9AART|aBPWR
197	31535 26232	   	161.63	ACR|2VULN|2DMG|1AART	1aFEWX|23BEXP|4RCR|5BELT|6aDMG|7DMSP|8aVULN|9AART|aBPWR
198	46313 11131	   	161.62	ACR|2VULN|1AART|3CDMG|1ASPD	19LIT|2ASPD|3RCR|4BELT|5AART|69VULN|789CDMG|9BPWR|aNUKE
199	46313 11136	   	161.62	ACR|2VULN|1AART|3CDMG|1ASPD	19LIT|2ASPD|3RCR|4BELT|5AART|69VULN|789CDMG|9BPWR|aAIRHEL
200	23313 24424	   	161.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2aLWND|3VULN|4BEXP|5AART|6aLSRHEA|7CDMG|8aDMG|9RCR|aBPWR
201	23323 24424	   	161.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2aLWND|3VULN|4FEWX|5AART|6aLSRHEA|7CDMG|8aDMG|9RCR|aBPWR
202	46321 25313	 * 	161.59	ACR|2VULN|1AART|1DMG|2ASPD	1LIT|27ASPD|3RCR|4BEXP|5DMG|6AART|8LWND|9aVULN
203	66121 32251	   	161.56	DCR|3VULN|1AART|1CDMG|1ASPD|1SELL	1aDUST|2SELL|37aVULN|4CDMG|5ASPD|6RCR|8aLSRHEA|9AART|aBPWR
204	46313 11141	   	161.52	ACR|2VULN|1AART|3CDMG|1ASPD	1LIT|2ASPD|3RCR|4BELT|5AART|69VULN|78aCDMG
205	63323 33612	   	161.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|2LWND|38VULN|4FEWX|5AART|6ASPD|7CDMG|9RCR|aDMG
206	63343 33612	   	161.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|2LWND|38VULN|4LHND|5AART|6ASPD|7CDMG|9RCR|aDMG
207	23336 12415	   	161.50	DCR|3VULN|1AART|1CDMG|2DUR	1aDUR|2LWND|36aVULN|4CDMG|5CGEN|7AART|8aBEXP|9RCR|aBPWR
208	46321 25213	   	161.49	ACR|2VULN|1AART|1DMG|2ASPD	1LIT|27ASPD|3RCR|4BEXP|5DMG|6AART|8DUST|9aVULN
209	23441 22147	   	161.48	ACR|3VULN|1DMG|1CDMG|2DUR	17DUR|2LWND|3MBVNT|4RCR|589VULN|6CDMG|aDMG
210	23445 22147	   	161.48	ACR|3VULN|1DMG|1CDMG|2DUR	17DUR|2LWND|3MBVNT|4RCR|5CDMG|689VULN|aDMG
211	61535 22232	   	161.43	ACR|2VULN|2DMG|1AART	1aDUST|23BEXP|4RCR|57BELT|6aDMG|8aVULN|9AART|aBPWR
212	23332 12315	   	161.40	DCR|3VULN|1AART|1CDMG|2DUR	1aDUR|2LWND|36aVULN|4CDMG|5TLV|7AART|8aLHND|9RCR|aBPWR
213	23332 12415	   	161.40	DCR|3VULN|1AART|1CDMG|2DUR	1aDUR|2LWND|36aVULN|4CDMG|5TLV|7AART|8aBEXP|9RCR|aBPWR
214	61235 22232	   	161.33	ACR|2VULN|2DMG|1AART	13aDUST|2BEXP|4RCR|57BELT|6aDMG|8aVULN|9AART|aBPWR
215	61235 26232	   	161.33	ACR|2VULN|2DMG|1AART	13aDUST|2BEXP|4RCR|5BELT|6aDMG|7DMSP|8aVULN|9AART|aBPWR
216	64235 22232	   	161.33	ACR|2VULN|2DMG|1AART	13aDUST|2FEWX|4RCR|57BELT|6aDMG|8aVULN|9AART|aBPWR
217	34333 15322	   	161.21	ACR|3VULN|1AART|2DUR|1ASPD	129FEWX|39aVULN|4RCR|5AART|6LWND|7ASPD|89DUR|9BPWR
218	34333 31322	   	161.21	ACR|3VULN|1AART|2DUR|1ASPD	129FEWX|39aVULN|4RCR|5AART|6ASPD|7BEXP|89DUR|9BPWR
219	34333 33322	   	161.21	ACR|3VULN|1AART|2DUR|1ASPD	129FEWX|39aVULN|4RCR|5AART|6ASPD|7LWND|89DUR|9BPWR
220	34333 35322	   	161.21	ACR|3VULN|1AART|2DUR|1ASPD	129FEWX|39aVULN|4RCR|5AART|6ASPD|7LHND|89DUR|9BPWR
221	34331 31341	   	160.98	ACR|2VULN|2AART|1CDMG|1ZMB	12FEWX|39VULN|4RCR|5ERES|6CDMG|7aAART|8ZMB
222	43334 33233	   	160.76	DCR|3DMG|1VULN|3DUR|1ASPD	1LIT|235DUR|457DMG|5BPWR|6RCR|8VULN|9ASPD|aFEWX
223	43334 33234	   	160.76	DCR|3DMG|1VULN|3DUR|1ASPD	1LIT|235DUR|457DMG|5BPWR|6RCR|8VULN|9ASPD|aRPLT
224	43334 33231	   	160.66	DCR|3DMG|1VULN|3DUR|1ASPD	1LIT|235DUR|457DMG|5BPWR|6RCR|8VULN|9ASPD|aERES
225	43334 33232	   	160.66	DCR|3DMG|1VULN|3DUR|1ASPD	1LIT|235DUR|457DMG|5BPWR|6RCR|8VULN|9ASPD|aDUST
226	34332 42131	   	160.62	ACR|3DMG|2VULN|1DUR	127FEWX|39VULN|4RCR|579LIT|679DMG|79BPWR|8BELT|aDUR
227	23351 33262	   	160.59	DCR|2VULN|1AART|2ZMB|2DUR|1ASPD	1aDUR|2LWND|3aVULN|4AART|5LIT|6ASPD|7RCR|8BELT|9aZMB|aBPWR
228	33351 33164	   	160.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1FEWX|2LWND|3VULN|4AART|5LIT|6ASPD|7RCR|8DMG|9CDMG|aZMB
229	23354 36223	 * 	160.41	DCR|2AART|2VULN|3DUR|2ASPD	179DUR|2LWND|39VULN|45AART|69ASPD|8RMIN|9BPWR|aRCR
230	23312 43165	   	160.40	DCR|2VULN|2DMG|1CDMG|1DUR	1DUR|2LWND|3aVULN|4aBEXP|5LIT|6RCR|7aDMG|8FEWX|9CDMG|aBPWR
231	46313 12332	   	160.32	ACR|3VULN|1AART|1ASPD|1DUR	1LIT|2ASPD|3RCR|4BELT|5AART|68aVULN|7RCVC|9DUR
232	23351 33155	   	160.30	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2LWND|3aVULN|4AART|5LIT|6ASPD|7RCR|8DMG|9BEXP
233	23351 33254	   	160.30	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2LWND|3aVULN|4AART|5LIT|6ASPD|7RCR|8BELT|9DMG
234	26123 33532	 * 	160.27	DCR|3VULN|1AART|2CDMG|1DUR|1SELL	1DUR|2SELL|378VULN|46CDMG|5RPLT|9RCR|aAART
235	26121 34432	   	160.21	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD|1SELL	1DUR|2SELL|3aVULN|4CDMG|5ASPD|6RCR|7TLV|8DMG|9ZMB
236	23363 32341	   	160.21	3VULN|3DMG|1AART|3DUR|1ASPD	19aDUR|2LWND|39aVULN|4RCVC|5AART|6ASPD|7AIRHEL|89aDMG|9aBPWR
237	23443 74172	   	160.18	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	15DUR|2LWND|3MBVNT|4RCR|6CDMG|7AART|8ASPD|9VULN|aDMG
238	34333 52152	   	160.12	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	12FEWX|37VULN|4RCR|5AART|6RPLT|8ASPD|9DUR|aDMG
239	65221 23513	   	159.98	DCR|2VULN|1AART|1DMG|2ZMB	1DUST|2LIT|38ZMB|4BEXP|5DMG|6AART|7RCR|9aVULN
240	31632 11235	 * 	159.96	DCR|2AART|2VULN|1CDMG|1ZMB	1FEWX|2BEXP|3ZMB|4aAART|5MBVNT|67VULN|8RCR|9CDMG
241	26121 31516	   	159.96	DCR|2VULN|1AART|2CDMG|1DUR|1ASPD|1SELL	1DUR|2SELL|39VULN|4aCDMG|5ASPD|6RCR|7MLV|8AART
242	23441 27121	   	159.92	ACR|3VULN|1AART|1CDMG|1DUR	1DUR|2LWND|3MBVNT|4RCR|578VULN|6CDMG|9AART|aMLV
243	23441 27122	   	159.92	ACR|3VULN|1AART|1CDMG|1DUR	1DUR|2LWND|3MBVNT|4RCR|578VULN|6CDMG|9AART|aDMSP
244	23441 27124	   	159.92	ACR|3VULN|1AART|1CDMG|1DUR	1DUR|2LWND|3MBVNT|4RCR|578VULN|6CDMG|9AART|aLHND
245	23441 27126	   	159.92	ACR|3VULN|1AART|1CDMG|1DUR	1DUR|2LWND|3MBVNT|4RCR|578VULN|6CDMG|9AART|aRPLT
246	23441 27127	   	159.92	ACR|3VULN|1AART|1CDMG|1DUR	1DUR|2LWND|3MBVNT|4RCR|578VULN|6CDMG|9AART|aLIT
247	23445 27121	   	159.92	ACR|3VULN|1AART|1CDMG|1DUR	1DUR|2LWND|3MBVNT|4RCR|5CDMG|678VULN|9AART|aMLV
248	23445 27122	   	159.92	ACR|3VULN|1AART|1CDMG|1DUR	1DUR|2LWND|3MBVNT|4RCR|5CDMG|678VULN|9AART|aDMSP
249	23445 27124	   	159.92	ACR|3VULN|1AART|1CDMG|1DUR	1DUR|2LWND|3MBVNT|4RCR|5CDMG|678VULN|9AART|aLHND
250	46361 22121	   	159.89	ACR|2DMG|1AART|1VULN|2ASPD	17LIT|27ASPD|3RCR|4CGEN|5VULN|67DMG|7BPWR|8AIRHEA|9AART|aRMIN
251	34333 52422	 * 	159.89	ACR|2VULN|1AART|1DMG|1FLTHEA	12FEWX|37VULN|4RCR|5AART|6RPLT|8BELT|9FLTHEA|aDMG
252	61632 11235	   	159.86	DCR|2AART|2VULN|1CDMG|1ZMB	1DUST|2BEXP|3ZMB|4aAART|5MBVNT|67VULN|8RCR|9CDMG
253	63441 23123	   	159.82	ACR|3VULN|1AART|1CDMG|1DUR	1DUST|2LWND|3MBVNT|4RCR|578VULN|6CDMG|9AART|aDUR
254	63445 23123	   	159.82	ACR|3VULN|1AART|1CDMG|1DUR	1DUST|2LWND|3MBVNT|4RCR|5CDMG|678VULN|9AART|aDUR
255	34333 52226	   	159.79	ACR|2VULN|1AART|1DMG|1CDMG	12FEWX|37VULN|4RCR|5AART|6RPLT|8CDMG|9LEGI|aDMG
256	46361 22122	   	159.79	ACR|2DMG|1AART|1VULN|2ASPD	17LIT|27ASPD|3RCR|4CGEN|5VULN|67DMG|7BPWR|8AIRHEA|9AART|aDUST
257	33356 26222	 * 	159.78	DCR|3VULN|1AART|2CDMG	169FEWX|2LWND|39aVULN|4AART|59CDMG|7RPLT|8RCR|9BPWR
258	21532 23316	   	159.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|23BEXP|4RCR|5LIT|6AART|7ZMB|8DMG|9VULN|aCDMG
259	22441 22816	   	159.58	ACR|2VULN|2DMG|1AART|1CDMG|1DUR|1MSE	1DUR|2MSE|3MBVNT|4RCR|5aVULN|6CDMG|7AART|89DMG
260	23335 13416	   	159.49	DCR|2VULN|2AART|1CDMG|2DUR	15DUR|2LWND|36VULN|4CDMG|7aAART|8RCR|9BEXP
261	46321 23252	   	159.47	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1LIT|2ASPD|3RCR|4BEXP|5aDMG|6AART|7CDMG|8ZMB|9MBVNT
262	26121 33152	   	159.36	DCR|2VULN|1AART|2CDMG|1DUR|1ASPD|1SELL	1DUR|2SELL|38VULN|4aCDMG|5ASPD|6RCR|7MGNSTR|9AART
263	42651 23211	   	159.30	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	19LIT|2BEXP|39FEWX|4ASPD|5DMG|6AART|7RCR|89VULN|9BPWR|aDUR
264	46621 23211	   	159.30	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	19LIT|2ASPD|39FEWX|4BEXP|5DMG|6AART|7RCR|89VULN|9BPWR|aDUR
265	43651 23213	   	159.30	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	19aLIT|2DUR|39FEWX|4ASPD|5DMG|6AART|7RCR|89VULN|9BPWR
266	23313 53515	 * 	159.30	DCR|2VULN|1AART|3CDMG|2DUR	1aDUR|2LWND|3aVULN|4BEXP|5AART|6TLV|78aCDMG|9RCR|aBPWR
267	26121 32252	   	159.26	DCR|2VULN|1AART|2CDMG|1DUR|1ASPD|1SELL	1DUR|2SELL|37VULN|4aCDMG|5ASPD|6RCR|8LSRHEA|9AART
268	26123 13432	   	159.25	DCR|3VULN|1AART|1CDMG|2DUR|1SELL	18DUR|2SELL|367VULN|4CDMG|5RPLT|9RCR|aAART
269	26123 43532	   	159.25	DCR|3VULN|1AART|1CDMG|2DUR|1SELL	16DUR|2SELL|378VULN|4CDMG|5RPLT|9RCR|aAART
270	42332 23243	   	159.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2BEXP|3DUR|4DMG|5ZMB|6AART|7RCR|8VULN|9LWND|aCDMG
271	42332 23263	   	159.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2BEXP|3DUR|4DMG|5ZMB|6AART|7RCR|8VULN|9LHND|aCDMG
272	23441 27134	   	159.22	ACR|3VULN|1AART|1CDMG|1DUR	1DUR|2LWND|3MBVNT|4RCR|578VULN|6CDMG|9ERES|aAART
273	23445 27134	   	159.22	ACR|3VULN|1AART|1CDMG|1DUR	1DUR|2LWND|3MBVNT|4RCR|5CDMG|678VULN|9ERES|aAART
274	34333 31326	   	159.20	ACR|2VULN|1AART|1CDMG|2DUR|1ASPD	129FEWX|39VULN|4RCR|5AART|6ASPD|7BEXP|89DUR|9BPWR|aCDMG
275	43651 23212	   	159.20	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	19LIT|2DUR|39FEWX|4ASPD|5DMG|6AART|7RCR|89VULN|9BPWR|aDUST
276	63441 23128	   	159.20	ACR|3VULN|1AART|2CDMG	1DUST|2LWND|3MBVNT|4RCR|578VULN|6aCDMG|9AART
277	23441 44882	 * 	159.18	ACR|2VULN|1DMG|2FLTHEA|2DUR|1ASPD	19DUR|2LWND|3MBVNT|4RCR|59VULN|6ERES|7ASPD|89FLTHEA|9BPWR|aDMG
278	25211 23251	   	159.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2LIT|3ZMB|4FEWX|5DMG|6AART|7RCR|8VULN|9NUKE|aCDMG
279	25632 23251	   	159.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2LIT|3FEWX|4DMG|5ZMB|6AART|7RCR|8VULN|9NUKE|aCDMG
280	42332 23251	   	159.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2BEXP|3DUR|4DMG|5ZMB|6AART|7RCR|8VULN|9NUKE|aCDMG
281	43211 23251	   	159.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2DUR|3ZMB|4FEWX|5DMG|6AART|7RCR|8VULN|9NUKE|aCDMG
282	43632 23251	   	159.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2DUR|3FEWX|4DMG|5ZMB|6AART|7RCR|8VULN|9NUKE|aCDMG
283	21536 22411	   	159.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|23BEXP|4RCR|5RPLT|6VULN|7AART|8ZMB|9DMG|aCDMG
284	65332 23161	   	159.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	18DUST|2LIT|3DUR|4DMG|5ZMB|6AART|7RCR|9CDMG|aVULN
285	22443 61322	 * 	159.01	ACR|3VULN|3ZMB|1AART|2DUR|1MSE	19DUR|2MSE|3MBVNT|4RCR|5AART|689ZMB|79aVULN|9BPWR
286	23133 25316	   	159.00	ACR|2VULN|1AART|1CDMG|2DUR|1ASPD	18DUR|23LWND|4RCR|5AART|69VULN|7ASPD|aCDMG
287	31632 18227	   	158.98	DCR|2VULN|1AART|1DMG|2ZMB	19FEWX|27BEXP|39ZMB|4AART|5MBVNT|69VULN|8RCR|9BPWR|aDMG
288	26121 32322	 * 	158.90	DCR|4VULN|1CDMG|1DUR|1ASPD|1SELL	1DUR|2SELL|378aVULN|4CDMG|5ASPD|6RCR|9ERES
289	23353 53113	   	158.86	DCR|2DMG|1AART|1VULN|2DUR	19DUR|29LWND|3VULN|4AART|5RMIN|6aLIT|7RCR|89DMG|9BPWR
290	23353 53114	   	158.86	DCR|2DMG|1AART|1VULN|2DUR	19DUR|29LWND|3VULN|4AART|5RMIN|6LIT|7RCR|89DMG|9BPWR|aBEXP
291	23353 53115	   	158.86	DCR|2DMG|1AART|1VULN|2DUR	19DUR|29LWND|3VULN|4AART|5RMIN|6LIT|7RCR|89DMG|9BPWR|aFEWX
292	23353 53212	   	158.86	DCR|2DMG|1AART|1VULN|2DUR	1aDUR|2aLWND|3VULN|4AART|5RMIN|6LIT|7RCR|8BELT|9aDMG|aBPWR
293	23443 28447	   	158.83	ACR|3VULN|1DMG|2DUR|1ZMB	15DUR|2LWND|3MBVNT|4RCR|67aVULN|8DMG|9ZMB
294	23353 53112	   	158.76	DCR|2DMG|1AART|1VULN|2DUR	19DUR|29LWND|3VULN|4AART|5RMIN|6LIT|7RCR|89DMG|9BPWR|aDUST
