0	Index      	 *	Score 	Summary	Detail	
1	51351 31361	 * 	213.01	ACR|3DMG|2VULN|1AART|1CDMG|1ASPD|1DUR	1RCR|2ASPD|358DMG|4CDMG|6aVULN|7AART|9DUR
164	15112 13241	   	185.66	ACR|3VULN|1AART|1DMG|2CDMG	138VULN|2RCR|38BPWR|4CGEN|58CDMG|68LWND|7AART|9FEWX|aDMG
165	15112 13256	   	185.66	ACR|3VULN|1AART|1DMG|2CDMG	138VULN|2RCR|38BPWR|4CGEN|58CDMG|68LWND|7AART|9RPLT|aDMG
166	15112 63214	   	185.66	ACR|3VULN|1AART|1DMG|2CDMG	138VULN|2RCR|38BPWR|4CGEN|58CDMG|68LHND|7AART|9LIT|aDMG
167	15112 63231	   	185.66	ACR|3VULN|1AART|1DMG|2CDMG	138VULN|2RCR|38BPWR|4CGEN|58CDMG|68LHND|7AART|9BEXP|aDMG
168	15112 63241	   	185.66	ACR|3VULN|1AART|1DMG|2CDMG	138VULN|2RCR|38BPWR|4CGEN|58CDMG|68LHND|7AART|9FEWX|aDMG
169	15112 63252	   	185.66	ACR|3VULN|1AART|1DMG|2CDMG	138VULN|2RCR|38BPWR|4CGEN|58CDMG|68LHND|7AART|9RPLT|aDMG
170	51331 31315	   	185.60	ACR|3DMG|1AART|1VULN|1ZMB|1ASPD|1SELL	1RCR|2ASPD|358DMG|4SELL|6VULN|7AART|9BEXP|aZMB
171	51331 31335	   	185.60	ACR|3DMG|1AART|1VULN|1ZMB|1ASPD|1SELL	1RCR|2ASPD|358DMG|4SELL|6VULN|7AART|9FEWX|aZMB
172	51331 31345	   	185.60	ACR|3DMG|1AART|1VULN|1ZMB|1ASPD|1SELL	1RCR|2ASPD|358DMG|4SELL|6VULN|7AART|9LWND|aZMB
173	51331 31352	   	185.60	ACR|3DMG|1AART|1VULN|1ZMB|1ASPD|1SELL	1RCR|2ASPD|358DMG|4SELL|6VULN|7AART|9CGEN|aZMB
174	51331 31325	   	185.50	ACR|3DMG|1AART|1VULN|1ZMB|1ASPD|1SELL	1RCR|2ASPD|358DMG|4SELL|6VULN|7AART|9DUST|aZMB
175	15622 62131	   	185.49	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	179VULN|2RCR|3DUR|4DMG|5RMIN|6LIT|8AART|aCDMG
176	15153 31326	   	185.46	ACR|3VULN|1AART|1DMG|2CDMG	136VULN|2RCR|3BPWR|49CDMG|5aFEWX|7AART|8DMG
177	62322 11443	 * 	185.46	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ASPD|2ERES|3DMG|4CDMG|5ZMB|6RCR|7AART|8DUR|9aVULN
178	15153 31321	   	185.36	ACR|3VULN|1AART|1DMG|2CDMG	136VULN|2RCR|3BPWR|49CDMG|5FEWX|7AART|8DMG|aERES
179	15153 31323	   	185.36	ACR|3VULN|1AART|1DMG|2CDMG	136VULN|2RCR|3BPWR|49CDMG|5FEWX|7AART|8DMG|aNUKE
180	15155 31321	   	185.36	ACR|3VULN|1AART|1DMG|2CDMG	136VULN|2RCR|3BPWR|49CDMG|5BEXP|7AART|8DMG|aERES
181	15155 31323	   	185.36	ACR|3VULN|1AART|1DMG|2CDMG	136VULN|2RCR|3BPWR|49CDMG|5BEXP|7AART|8DMG|aNUKE
182	15112 23242	   	185.29	ACR|3VULN|3CDMG|1AART|2ZMB	13aVULN|2RCR|3aBPWR|46CGEN|57aCDMG|8aZMB|9AART
183	53453 31222	   	185.25	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2RCVC|36aVULN|4CDMG|5FEWX|7AART|8LIT|9DMG
184	53453 31312	   	185.25	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2RCVC|36aVULN|4CDMG|5FEWX|7AART|8DMG|9LIT
185	15135 31324	   	185.22	ACR|3VULN|1AART|1DMG|2CDMG|1SELL	136VULN|2RCR|3BPWR|4BEXP|5SELL|7AART|8DMG|9aCDMG
186	62322 11325	 * 	185.13	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG|1ZMB	1aASPD|2ERES|38DMG|4CDMG|5ZMB|6RCR|7AART|9VULN
187	64322 11325	   	185.13	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG|1ZMB	1aASPD|2TLV|38DMG|4CDMG|5ZMB|6RCR|7AART|9VULN
188	51253 33315	 * 	185.04	ACR|2VULN|1AART|3ASPD|1DMG|2DUR	1RCR|239ASPD|49DUR|5BEXP|6AART|7DUST|89VULN|9BPWR|aDMG
189	15524 21213	 * 	185.01	ACR|5VULN|2DMG	1568aVULN|2RCR|3LWND|47DMG|9CGEN
190	15526 32113	   	185.01	ACR|5VULN|2DMG	1789aVULN|2RCR|3LWND|46DMG|5CGEN
191	51331 12161	 * 	184.91	ACR|3DMG|1VULN|2ZMB|2ASPD|1CDMG|1SELL	1RCR|28ASPD|358DMG|4SELL|68ZMB|7BELT|8BPWR|9VULN|aCDMG
192	51334 12112	 * 	184.89	ACR|3DMG|3ZMB|1VULN|2ASPD|1SELL	1RCR|28ASPD|368DMG|4SELL|568ZMB|68BPWR|7BELT|9RPLT|aVULN
193	51334 12141	 * 	184.89	ACR|3DMG|3ZMB|1VULN|2ASPD|1SELL	1RCR|28ASPD|368DMG|4SELL|568ZMB|68BPWR|7BELT|9MLV|aVULN
194	15153 34223	   	184.86	ACR|3VULN|1AART|1DMG|2CDMG	136VULN|2RCR|3BPWR|49CDMG|5FEWX|7CGEN|8AART|aDMG
195	51334 12151	 * 	184.79	ACR|3DMG|3ZMB|1VULN|2ASPD|1SELL	1RCR|28ASPD|368DMG|4SELL|568ZMB|68BPWR|7BELT|9ERES|aVULN
196	56521 33121	   	184.68	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|27VULN|3LWND|4aDMG|5AART|6CGEN|8RMIN|9CDMG
197	15524 21312	   	184.49	ACR|4VULN|2DMG|1ZMB	1569VULN|2RCR|3LWND|47DMG|8ZMB|aRCVC
198	15624 21221	   	184.42	ACR|4VULN|2DMG|2DUR	1568VULN|2RCR|39DUR|47DMG|aMLV
199	15624 21223	   	184.32	ACR|4VULN|2DMG|2DUR	1568VULN|2RCR|39DUR|47DMG|aMBVNT
200	56522 13321	   	184.31	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1RCR|2aVULN|3LWND|48DMG|5RPLT|6AART|7DUR|9ASPD
201	51351 36331	   	184.26	ACR|2VULN|2DMG|2ASPD|1CDMG|2DUR	1RCR|2aASPD|35DMG|4CDMG|69VULN|78DUR
202	15522 13531	   	184.04	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	19aVULN|2RCR|3LWND|4DMG|5RPLT|6AART|7DUR|8ZMB
203	15623 22132	   	184.04	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	18aVULN|2RCR|3DUR|4DMG|5BEXP|6AART|7FEWX|9ZMB
204	52314 32423	   	183.95	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2BASICY|367VULN|4DMSP|5AART|8CDMG|9DMG|aRCVC
205	52314 33123	   	183.95	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2BASICY|368VULN|4DMSP|5AART|7CDMG|9DMG|aRCVC
206	56112 21242	   	183.86	ACR|3VULN|1AART|2CDMG|2ZMB	1RCR|23aVULN|3aBPWR|46CGEN|5aCDMG|7RCVC|8aZMB|9AART
207	56131 21113	   	183.70	ACR|5VULN|1DMG|1DUR|1ASPD	1RCR|23689VULN|3BPWR|4BEXP|5ASPD|7DMG|aDUR
208	51321 41126	   	183.61	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1RCR|2ASPD|35DMG|4DUST|6DUR|7AART|8RMIN|9aVULN
209	51321 41252	   	183.61	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1RCR|2ASPD|35DMG|4DUST|6DUR|7AART|8LHND|9aVULN
210	15153 51331	   	183.59	ACR|2VULN|2DMG|1AART|1CDMG	13VULN|2RCR|3BPWR|4CDMG|5FEWX|6RCVC|7AART|8aDMG|9BEXP
211	56113 21111	   	183.48	ACR|5VULN|1DMG|1CDMG	1RCR|23689VULN|3BPWR|4CGEN|5BEXP|7DMG|aCDMG
212	56115 21111	   	183.48	ACR|5VULN|1DMG|1CDMG	1RCR|23689VULN|3BPWR|4CGEN|5LHND|7DMG|aCDMG
213	56123 21111	   	183.48	ACR|5VULN|1DMG|1CDMG	1RCR|23689VULN|3BPWR|4RMIN|5BEXP|7DMG|aCDMG
214	56125 21111	   	183.48	ACR|5VULN|1DMG|1CDMG	1RCR|23689VULN|3BPWR|4RMIN|5LHND|7DMG|aCDMG
215	51331 31442	   	183.47	ACR|2VULN|2DMG|1AART|1ASPD|1DUR|1SELL	1RCR|2ASPD|35DMG|4SELL|69VULN|7AART|8DUR|aBEXP
216	51331 31443	   	183.47	ACR|2VULN|2DMG|1AART|1ASPD|1DUR|1SELL	1RCR|2ASPD|35DMG|4SELL|69VULN|7AART|8DUR|aDMSP
217	51331 31441	   	183.37	ACR|2VULN|2DMG|1AART|1ASPD|1DUR|1SELL	1RCR|2ASPD|35DMG|4SELL|69VULN|7AART|8DUR|aDUST
218	15111 51214	   	183.29	ACR|4VULN|2DMG|1ZMB	1389VULN|2RCR|38BPWR|48CGEN|5MLV|6TLV|78DMG|aZMB
219	15524 21311	   	183.19	ACR|4VULN|2DMG|1ZMB	1569VULN|2RCR|3LWND|47DMG|8ZMB|aCGEN
220	15524 21313	   	183.19	ACR|4VULN|2DMG|1ZMB	1569VULN|2RCR|3aLWND|47DMG|8ZMB
221	51321 25621	   	183.14	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1RCR|2ASPD|35DMG|4DUST|6BEXP|7ZMB|8AART|9VULN|aCDMG
222	51322 36721	   	183.04	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1RCR|2ASPD|36DMG|4DUST|5MBVNT|7ZMB|8AART|9VULN|aCDMG
223	51341 36122	   	183.03	ACR|2VULN|2DMG|2ASPD|1CDMG|1ZMB	1RCR|27ASPD|35DMG|4BEXP|68VULN|9ZMB|aCDMG
