0	Index      	 *	Score 	Summary	Detail	
1	31133 13245	 * 	201.52	DCR|3VULN|3ZMB|1AART|1DMG|1CDMG	18aZMB|2CDMG|38aVULN|4FEWX|5DMG|68aBEXP|7RCR|8aBPWR|9AART
171	12211 12542	   	180.35	ACR|3VULN|2DMG|2CDMG	1RCR|2TLV|35CDMG|47aVULN|6BEXP|89DMG
172	12221 62542	   	180.35	ACR|3VULN|2DMG|2CDMG	1RCR|2TLV|35CDMG|4LWND|67aVULN|89DMG
173	16211 22652	   	180.35	ACR|3VULN|2DMG|2CDMG	1RCR|2MLV|35CDMG|47aVULN|6MBVNT|89DMG
174	11213 11113	   	180.25	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2ERES|3CDMG|47aVULN|5DMG|6BEXP|8DMSP|9AART
175	11232 41151	   	180.25	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	1RCR|2ERES|3aCDMG|4LIT|5AART|6DUR|7aCANHEL|8VULN|9aDMG|aBPWR
176	11211 22652	   	180.25	ACR|3VULN|2DMG|2CDMG	1RCR|2ERES|35CDMG|47aVULN|6MBVNT|89DMG
177	12211 22652	   	180.25	ACR|3VULN|2DMG|2CDMG	1RCR|2TLV|35CDMG|47aVULN|6MBVNT|89DMG
178	11213 61113	   	180.15	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2ERES|3CDMG|47aVULN|5DMG|6DUST|8DMSP|9AART
179	11213 61543	   	180.15	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2ERES|3CDMG|47aVULN|5DMG|6DUST|8BEXP|9AART
180	11214 61113	   	180.15	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2ERES|3CDMG|47aVULN|5DUST|6DMG|8DMSP|9AART
181	11222 12513	   	180.15	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|26ERES|3CDMG|4LWND|57aVULN|8DMG|9AART
182	12212 22614	   	180.05	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|25TLV|3CDMG|47aVULN|6MBVNT|8DMG|9AART
183	16211 28142	   	179.68	ACR|3VULN|3CDMG|1AART|1DUR	1RCR|27MLV|357CDMG|47aVULN|6MBVNT|7BPWR|8DUR|9AART
184	11211 51231	   	179.65	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	1RCR|2ERES|35CDMG|4VULN|6AART|7LWND|8aDMG|9DUR
185	11211 51233	   	179.65	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1RCR|2ERES|35CDMG|4aVULN|6AART|7LWND|8DMG|9DUR
186	12211 51231	   	179.65	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	1RCR|2TLV|35CDMG|4VULN|6AART|7LWND|8aDMG|9DUR
187	12211 51233	   	179.65	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1RCR|2TLV|35CDMG|4aVULN|6AART|7LWND|8DMG|9DUR
188	12212 54161	   	179.65	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1RCR|257TLV|37CDMG|47VULN|6AART|7BPWR|8DUR|9DMG|aBELT
189	12212 54163	   	179.65	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1RCR|257TLV|37CDMG|47VULN|6AART|7BPWR|8DUR|9DMG|aLWND
190	36522 16211	 * 	179.57	ACR|3DMG|2VULN|3ZMB	18aZMB|2RMIN|38VULN|4LEGI|5RCR|6RCVC|78aDMG|8aBPWR|9aBEXP
191	12212 54162	   	179.55	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1RCR|257TLV|37CDMG|47VULN|6AART|7BPWR|8DUR|9DMG|aDUST
192	36522 16223	 * 	179.49	ACR|3VULN|2DMG|2ZMB|1FLTHEA	18ZMB|2RMIN|389VULN|4LEGI|5RCR|6RCVC|78DMG|8BPWR|aFLTHEA
193	31116 23361	   	179.47	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG|1ASPD	19ZMB|2CDMG|34VULN|5ASPD|6LWND|7RCR|8AART|aDMG
194	12252 26213	 * 	179.45	ACR|2DMG|1AART|1VULN|1CDMG|2ASPD	1RCR|28TLV|3CDMG|48DMG|58ASPD|6RPLT|7AART|8BPWR|9MLV|aVULN
195	12252 26263	   	179.45	ACR|2DMG|1AART|1VULN|2ASPD|1CDMG	1RCR|28TLV|3CDMG|48DMG|58ASPD|6RPLT|7AART|8BPWR|9CGEN|aVULN
196	11321 21463	   	179.30	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1RCR|23ERES|45AART|6CDMG|7VULN|8ZMB|9DMG|aASPD
197	11422 43632	 * 	179.25	ACR|3DMG|2AART|1VULN	1RCR|2ERES|3LIT|4FEWX|569DMG|78AART|aVULN
198	16211 54121	   	179.05	ACR|2VULN|3CDMG|1AART|1DMG	1RCR|27MLV|357CDMG|47VULN|6AART|7BPWR|8RPLT|9BEXP|aDMG
199	16211 54232	   	179.05	ACR|2VULN|3CDMG|1AART|1DMG	1RCR|27MLV|357CDMG|47VULN|6AART|7BPWR|8LIT|9DMG|aBEXP
200	16211 54331	   	179.05	ACR|2VULN|3CDMG|1AART|1DMG	1RCR|27MLV|357CDMG|47VULN|6AART|7BPWR|8LHND|9RMIN|aDMG
201	11211 54121	   	178.85	ACR|2VULN|3CDMG|1AART|1DMG	1RCR|27ERES|357CDMG|47VULN|6AART|7BPWR|8RPLT|9BEXP|aDMG
202	11211 54141	   	178.85	ACR|2VULN|3CDMG|1AART|1DMG	1RCR|27ERES|357CDMG|47VULN|6AART|7BPWR|8RPLT|9LWND|aDMG
203	11211 54151	   	178.85	ACR|2VULN|3CDMG|1AART|1DMG	1RCR|27ERES|357CDMG|47VULN|6AART|7BPWR|8RPLT|9LHND|aDMG
204	11211 54232	   	178.85	ACR|2VULN|3CDMG|1AART|1DMG	1RCR|27ERES|357CDMG|47VULN|6AART|7BPWR|8LIT|9DMG|aBEXP
205	11211 54331	   	178.85	ACR|2VULN|3CDMG|1AART|1DMG	1RCR|27ERES|357CDMG|47VULN|6AART|7BPWR|8LHND|9RMIN|aDMG
206	11211 54631	   	178.85	ACR|2VULN|3CDMG|1AART|1DMG	1RCR|27ERES|357CDMG|47VULN|6AART|7BPWR|8DMG|9aMLV
207	11211 54632	   	178.85	ACR|2VULN|3CDMG|1AART|1DMG	1RCR|27ERES|357CDMG|47VULN|6AART|7BPWR|8DMG|9MLV|aLHND
208	11211 54633	   	178.85	ACR|2VULN|3CDMG|1AART|1DMG	1RCR|27ERES|357CDMG|47VULN|6AART|7BPWR|8DMG|9MLV|aFEWX
209	12211 54121	   	178.85	ACR|2VULN|3CDMG|1AART|1DMG	1RCR|27TLV|357CDMG|47VULN|6AART|7BPWR|8RPLT|9BEXP|aDMG
210	12211 54141	   	178.85	ACR|2VULN|3CDMG|1AART|1DMG	1RCR|27TLV|357CDMG|47VULN|6AART|7BPWR|8RPLT|9LWND|aDMG
211	12211 54151	   	178.85	ACR|2VULN|3CDMG|1AART|1DMG	1RCR|27TLV|357CDMG|47VULN|6AART|7BPWR|8RPLT|9LHND|aDMG
212	12211 54232	   	178.85	ACR|2VULN|3CDMG|1AART|1DMG	1RCR|27TLV|357CDMG|47VULN|6AART|7BPWR|8LIT|9DMG|aBEXP
213	12211 54236	   	178.85	ACR|2VULN|3CDMG|1AART|1DMG	1RCR|27TLV|357CDMG|47VULN|6AART|7BPWR|8LIT|9DMG|aFEWX
214	12211 54331	   	178.85	ACR|2VULN|3CDMG|1AART|1DMG	1RCR|27TLV|357CDMG|47VULN|6AART|7BPWR|8LHND|9RMIN|aDMG
215	12211 54631	   	178.85	ACR|2VULN|3CDMG|1AART|1DMG	1RCR|27TLV|357CDMG|47VULN|6AART|7BPWR|8DMG|9aMLV
216	12211 54632	   	178.85	ACR|2VULN|3CDMG|1AART|1DMG	1RCR|27TLV|357CDMG|47VULN|6AART|7BPWR|8DMG|9MLV|aLHND
217	12211 54633	   	178.85	ACR|2VULN|3CDMG|1AART|1DMG	1RCR|27TLV|357CDMG|47VULN|6AART|7BPWR|8DMG|9MLV|aFEWX
218	11211 54235	   	178.75	ACR|2VULN|3CDMG|1AART|1DMG	1RCR|27ERES|357CDMG|47VULN|6AART|7BPWR|8LIT|9DMG|aTLV
219	11211 54236	   	178.75	ACR|2VULN|3CDMG|1AART|1DMG	1RCR|27ERES|357CDMG|47VULN|6AART|7BPWR|8LIT|9DMG|aMBVNT
220	11211 54263	   	178.75	ACR|2VULN|3CDMG|1AART|1DMG	1RCR|279ERES|357CDMG|47VULN|6AART|7BPWR|8LIT|aDMG
221	12211 54235	   	178.75	ACR|2VULN|3CDMG|1AART|1DMG	1RCR|27aTLV|357CDMG|47VULN|6AART|7BPWR|8LIT|9DMG
222	12212 54311	   	178.75	ACR|2VULN|3CDMG|1AART|1DMG	1RCR|257TLV|379CDMG|47VULN|6AART|7BPWR|8MLV|aDMG
223	12222 31133	   	178.73	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1RCR|2TLV|3CDMG|4LWND|57aVULN|6ZMB|8AART|9DUR
224	31115 53331	   	178.73	DCR|2VULN|2AART|1DMG|1CDMG|1ZMB	1ZMB|2CDMG|34VULN|5DUST|69AART|7ERES|8RCR|aDMG
225	11211 53231	   	178.65	ACR|2VULN|3CDMG|1AART|1DMG	1RCR|27ERES|358CDMG|49VULN|6AART|aDMG
226	11211 54612	   	178.65	ACR|2VULN|3CDMG|1AART|1DMG	1RCR|27ERES|357CDMG|47VULN|6AART|7BPWR|8DMG|9DUST|aBASHEA
227	11211 54613	   	178.65	ACR|2VULN|3CDMG|1AART|1DMG	1RCR|27aERES|357CDMG|47VULN|6AART|7BPWR|8DMG|9DUST
228	11211 54622	   	178.65	ACR|2VULN|3CDMG|1AART|1DMG	1RCR|27ERES|357CDMG|47VULN|6AART|7BPWR|8DMG|9LEGI|aBASHEA
229	11211 54623	   	178.65	ACR|2VULN|3CDMG|1AART|1DMG	1RCR|27aERES|357CDMG|47VULN|6AART|7BPWR|8DMG|9LEGI
230	12211 54612	   	178.65	ACR|2VULN|3CDMG|1AART|1DMG	1RCR|27TLV|357CDMG|47VULN|6AART|7BPWR|8DMG|9DUST|aBASHEA
231	12211 54613	   	178.65	ACR|2VULN|3CDMG|1AART|1DMG	1RCR|27TLV|357CDMG|47VULN|6AART|7BPWR|8DMG|9DUST|aERES
232	12211 54622	   	178.65	ACR|2VULN|3CDMG|1AART|1DMG	1RCR|27TLV|357CDMG|47VULN|6AART|7BPWR|8DMG|9LEGI|aBASHEA
233	12211 54623	   	178.65	ACR|2VULN|3CDMG|1AART|1DMG	1RCR|27TLV|357CDMG|47VULN|6AART|7BPWR|8DMG|9LEGI|aERES
234	12212 54411	   	178.65	ACR|2VULN|3CDMG|1AART|1DMG	1RCR|257TLV|379CDMG|47VULN|6AART|7BPWR|8ERES|aDMG
235	11224 63331	 * 	178.55	ACR|3DMG|2AART|2CDMG	1RCR|27ERES|37CDMG|4LWND|5DUST|67aDMG|7BPWR|89AART
236	12224 63331	   	178.55	ACR|3DMG|2AART|2CDMG	1RCR|27TLV|37CDMG|4LWND|5DUST|67aDMG|7BPWR|89AART
237	16611 21412	   	178.54	ACR|2AART|2VULN|1DMG|1CDMG	1RCR|2MLV|3RPLT|48VULN|59AART|6CDMG|7DMG|aLWND
238	11213 41116	   	178.47	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1RCR|2ERES|3CDMG|47VULN|5DMG|6DUR|8DMSP|9AART|aASPD
239	11611 21333	   	178.44	ACR|2AART|2VULN|1DMG|1CDMG	1RCR|2ERES|3RPLT|49VULN|5aAART|6CDMG|7DMG|8CGEN
240	11611 21412	   	178.44	ACR|2AART|2VULN|1DMG|1CDMG	1RCR|2ERES|3RPLT|48VULN|59AART|6CDMG|7DMG|aLWND
241	11611 21414	   	178.44	ACR|2AART|2VULN|1DMG|1CDMG	1RCR|2ERES|3RPLT|48VULN|59AART|6CDMG|7DMG|aCGEN
242	11611 22416	   	178.44	ACR|2AART|2VULN|1DMG|1CDMG	1RCR|2ERES|3RPLT|48VULN|59AART|6CDMG|7RMIN|aDMG
243	12434 32116	   	178.44	ACR|2AART|2VULN|1DMG|1CDMG	1RCR|2TLV|3LIT|46VULN|59AART|7DMG|8BEXP|aCDMG
244	12434 32216	   	178.44	ACR|2AART|2VULN|1DMG|1CDMG	1RCR|2TLV|3LIT|46VULN|59AART|7DMG|8FEWX|aCDMG
245	12611 21412	   	178.44	ACR|2AART|2VULN|1DMG|1CDMG	1RCR|2TLV|3RPLT|48VULN|59AART|6CDMG|7DMG|aLWND
246	12611 21414	   	178.44	ACR|2AART|2VULN|1DMG|1CDMG	1RCR|2TLV|3RPLT|48VULN|59AART|6CDMG|7DMG|aCGEN
247	12611 22416	   	178.44	ACR|2AART|2VULN|1DMG|1CDMG	1RCR|2TLV|3RPLT|48VULN|59AART|6CDMG|7RMIN|aDMG
248	16611 21233	   	178.44	ACR|2AART|2VULN|1DMG|1CDMG	1RCR|2MLV|3RPLT|49VULN|5aAART|6CDMG|7DMG|8ERES
249	16611 21411	   	178.44	ACR|2AART|2VULN|1DMG|1CDMG	1RCR|2MLV|3RPLT|48VULN|59AART|6CDMG|7DMG|aDUST
250	16611 21413	   	178.44	ACR|2AART|2VULN|1DMG|1CDMG	1RCR|2MLV|3RPLT|48VULN|59AART|6CDMG|7DMG|aTLV
251	16611 21633	   	178.44	ACR|2AART|2VULN|1DMG|1CDMG	1RCR|2MLV|3RPLT|49VULN|5aAART|6CDMG|7DMG|8TLV
252	51522 31131	   	178.44	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2CDMG|3RCR|4LWND|57VULN|6ZMB|8AART|9DUR|aDMG
253	16611 35312	   	178.43	ACR|3VULN|2AART|1ZMB|1DUR	1RCR|2MLV|3RPLT|468VULN|5aAART|7DUR|9ZMB
254	11611 21411	   	178.34	ACR|2AART|2VULN|1DMG|1CDMG	1RCR|2ERES|3RPLT|48VULN|59AART|6CDMG|7DMG|aDUST
255	11611 21413	   	178.34	ACR|2AART|2VULN|1DMG|1CDMG	1RCR|2ERES|3RPLT|48VULN|59AART|6CDMG|7DMG|aTLV
256	11611 21415	   	178.34	ACR|2AART|2VULN|1DMG|1CDMG	1RCR|2ERES|3RPLT|48VULN|59AART|6CDMG|7DMG|aBASHEA
257	11611 21416	   	178.34	ACR|2AART|2VULN|1DMG|1CDMG	1RCR|2ERES|3RPLT|48VULN|59AART|6CDMG|7DMG|aNUKE
258	11611 21633	   	178.34	ACR|2AART|2VULN|1DMG|1CDMG	1RCR|2ERES|3RPLT|49VULN|5aAART|6CDMG|7DMG|8TLV
259	12611 21233	   	178.34	ACR|2AART|2VULN|1DMG|1CDMG	1RCR|2TLV|3RPLT|49VULN|5aAART|6CDMG|7DMG|8ERES
260	12611 21411	   	178.34	ACR|2AART|2VULN|1DMG|1CDMG	1RCR|2TLV|3RPLT|48VULN|59AART|6CDMG|7DMG|aDUST
261	12611 21413	   	178.34	ACR|2AART|2VULN|1DMG|1CDMG	1RCR|2aTLV|3RPLT|48VULN|59AART|6CDMG|7DMG
262	12611 21415	   	178.34	ACR|2AART|2VULN|1DMG|1CDMG	1RCR|2TLV|3RPLT|48VULN|59AART|6CDMG|7DMG|aBASHEA
263	12611 21416	   	178.34	ACR|2AART|2VULN|1DMG|1CDMG	1RCR|2TLV|3RPLT|48VULN|59AART|6CDMG|7DMG|aNUKE
264	11611 31462	   	178.33	ACR|3VULN|2AART|1ZMB|1ASPD	1RCR|2ERES|3RPLT|469VULN|5aAART|7ASPD|8ZMB
265	11611 35312	   	178.33	ACR|3VULN|2AART|1ZMB|1DUR	1RCR|2ERES|3RPLT|468VULN|5aAART|7DUR|9ZMB
266	12611 31462	   	178.33	ACR|3VULN|2AART|1ZMB|1ASPD	1RCR|2TLV|3RPLT|469VULN|5aAART|7ASPD|8ZMB
267	12611 35312	   	178.33	ACR|3VULN|2AART|1ZMB|1DUR	1RCR|2TLV|3RPLT|468VULN|5aAART|7DUR|9ZMB
268	12434 33413	   	178.33	ACR|3VULN|2AART|1ZMB|1DUR	1RCR|2TLV|3LIT|468VULN|57AART|9DUR|aZMB
269	16611 21432	   	178.30	ACR|2AART|2VULN|1DMG|1CDMG|1SELL	1RCR|2MLV|3RPLT|48VULN|5aAART|6CDMG|7DMG|9SELL
270	12434 32631	   	178.23	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1RCR|2TLV|3LIT|46VULN|5AART|7DMG|8DUR|9ZMB|aASPD
271	11611 21432	   	178.20	ACR|2AART|2VULN|1DMG|1CDMG|1SELL	1RCR|2ERES|3RPLT|48VULN|5aAART|6CDMG|7DMG|9SELL
272	12611 21432	   	178.20	ACR|2AART|2VULN|1DMG|1CDMG|1SELL	1RCR|2TLV|3RPLT|48VULN|5aAART|6CDMG|7DMG|9SELL
273	31116 23333	   	178.15	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1ZMB|2CDMG|34aVULN|5ASPD|6LWND|7RCR|8AART|9DUR
274	12432 35612	   	178.07	ACR|2VULN|2AART|1DMG|1DUR|1ASPD	1RCR|2TLV|3LIT|47VULN|5ASPD|69AART|8DUR|aDMG
275	16211 64311	 * 	177.99	ACR|4VULN|3CDMG|2ZMB	1RCR|2aMLV|357CDMG|468aVULN|9aZMB|aBPWR
276	31151 13245	   	177.97	DCR|3VULN|3ZMB|1AART|1DMG|1CDMG|1MSE	18aZMB|2CDMG|38aVULN|4DMG|5MSE|68aBEXP|7RCR|8aBPWR|9AART
277	16211 32516	   	177.95	ACR|2DMG|1AART|1VULN|2CDMG|1ASPD	1RCR|2MLV|35CDMG|4VULN|6ASPD|7RMIN|8aDMG|9AART
278	11213 41346	   	177.87	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1RCR|2ERES|3CDMG|47VULN|5DMG|6DUR|8MLV|9ASPD|aAART
279	16211 28127	   	177.87	ACR|2VULN|2DMG|3CDMG|1DUR	1RCR|27MLV|357CDMG|47VULN|6MBVNT|7BPWR|8DUR|9aDMG
280	12211 32516	   	177.85	ACR|2DMG|1AART|1VULN|2CDMG|1ASPD	1RCR|2TLV|35CDMG|4VULN|6ASPD|7RMIN|8aDMG|9AART
281	11211 12516	   	177.85	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1RCR|2ERES|35CDMG|47VULN|6BEXP|8DMG|9AART|aASPD
282	11221 62516	   	177.85	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1RCR|2ERES|35CDMG|4LWND|67VULN|8DMG|9AART|aASPD
283	31133 13266	 * 	177.84	DCR|2VULN|1AART|2CDMG|1DMG|2ZMB	18ZMB|29CDMG|38VULN|4FEWX|5DMG|68BEXP|7RCR|8BPWR|aAART
284	11211 64311	   	177.79	ACR|4VULN|3CDMG|2ZMB	1RCR|2aERES|357CDMG|468aVULN|9aZMB|aBPWR
285	12211 64311	   	177.79	ACR|4VULN|3CDMG|2ZMB	1RCR|2aTLV|357CDMG|468aVULN|9aZMB|aBPWR
286	11211 22614	   	177.75	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1RCR|2ERES|35CDMG|47VULN|6MBVNT|8DMG|9AART|aDUR
287	11211 22617	   	177.75	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1RCR|2ERES|35CDMG|47VULN|6MBVNT|8DMG|9AART|aASPD
288	16211 61341	   	177.60	ACR|3VULN|1AART|2CDMG|1ZMB	1RCR|2MLV|35CDMG|467VULN|8ZMB|9AART|aLIT
289	16211 61342	   	177.60	ACR|3VULN|1AART|2CDMG|1ZMB	1RCR|2MLV|35CDMG|467VULN|8ZMB|9AART|aFEWX
290	16211 61343	   	177.60	ACR|3VULN|1AART|2CDMG|1ZMB	1RCR|2MLV|35CDMG|467VULN|8ZMB|9AART|aLWND
291	11211 61341	   	177.50	ACR|3VULN|1AART|2CDMG|1ZMB	1RCR|2ERES|35CDMG|467VULN|8ZMB|9AART|aLIT
292	11211 61342	   	177.50	ACR|3VULN|1AART|2CDMG|1ZMB	1RCR|2ERES|35CDMG|467VULN|8ZMB|9AART|aFEWX
293	11211 61343	   	177.50	ACR|3VULN|1AART|2CDMG|1ZMB	1RCR|2ERES|35CDMG|467VULN|8ZMB|9AART|aLWND
294	11211 61345	   	177.50	ACR|3VULN|1AART|2CDMG|1ZMB	1RCR|2ERES|35CDMG|467VULN|8ZMB|9AART|aMLV
295	12211 61341	   	177.50	ACR|3VULN|1AART|2CDMG|1ZMB	1RCR|2TLV|35CDMG|467VULN|8ZMB|9AART|aLIT
296	12211 61342	   	177.50	ACR|3VULN|1AART|2CDMG|1ZMB	1RCR|2TLV|35CDMG|467VULN|8ZMB|9AART|aFEWX
297	12211 61343	   	177.50	ACR|3VULN|1AART|2CDMG|1ZMB	1RCR|2TLV|35CDMG|467VULN|8ZMB|9AART|aLWND
298	12211 61345	   	177.50	ACR|3VULN|1AART|2CDMG|1ZMB	1RCR|2TLV|35CDMG|467VULN|8ZMB|9AART|aMLV
299	51513 11111	   	177.48	ACR|2VULN|2DMG|1AART|1CDMG	1CGEN|2CDMG|3RCR|47VULN|5aDMG|6BEXP|8DMSP|9AART
300	11211 61344	   	177.40	ACR|3VULN|1AART|2CDMG|1ZMB	1RCR|2ERES|35CDMG|467VULN|8ZMB|9AART|aDUST
301	11211 61346	   	177.40	ACR|3VULN|1AART|2CDMG|1ZMB	1RCR|2aERES|35CDMG|467VULN|8ZMB|9AART
302	12211 61344	   	177.40	ACR|3VULN|1AART|2CDMG|1ZMB	1RCR|2TLV|35CDMG|467VULN|8ZMB|9AART|aDUST
303	12211 61346	   	177.40	ACR|3VULN|1AART|2CDMG|1ZMB	1RCR|2TLV|35CDMG|467VULN|8ZMB|9AART|aERES
304	51513 61111	   	177.38	ACR|2VULN|2DMG|1AART|1CDMG	1CGEN|2CDMG|3RCR|47VULN|5aDMG|6DUST|8DMSP|9AART
305	16211 54113	 * 	177.37	ACR|2VULN|2AART|3CDMG|1ASPD	1RCR|27MLV|357CDMG|47VULN|69AART|7BPWR|8RPLT|aASPD
306	13361 73732	   	177.36	ACR|3DMG|1AART|1VULN|1ZMB|1SELL	1RCR|2LHND|367DMG|4SELL|5MBVNT|8ZMB|9AART|aVULN
307	11211 54113	   	177.17	ACR|2VULN|2AART|3CDMG|1ASPD	1RCR|27ERES|357CDMG|47VULN|69AART|7BPWR|8RPLT|aASPD
308	11211 54324	   	177.17	ACR|2VULN|2AART|3CDMG|1DUR	1RCR|27ERES|357CDMG|47VULN|6aAART|7BPWR|8LHND|9DUR
309	12211 54113	   	177.17	ACR|2VULN|2AART|3CDMG|1ASPD	1RCR|27TLV|357CDMG|47VULN|69AART|7BPWR|8RPLT|aASPD
310	12211 54324	   	177.17	ACR|2VULN|2AART|3CDMG|1DUR	1RCR|27TLV|357CDMG|47VULN|6aAART|7BPWR|8LHND|9DUR
311	12211 22687	   	177.15	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1RCR|2TLV|35CDMG|47VULN|6MBVNT|8DMG|9DUR|aAART
312	12211 64631	   	176.85	ACR|2VULN|3CDMG|1AART|1DMG	1RCR|28TLV|357CDMG|46VULN|9AART|aDMG
313	11236 21552	   	176.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2ERES|3CDMG|4LIT|5aVULN|6ZMB|7AART|8RPLT|9DMG
314	11213 51525	   	176.80	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCR|2ERES|3CDMG|4VULN|5aDMG|6LIT|7AART|8ZMB|9CGEN
315	16222 21135	   	176.74	ACR|2VULN|2AART|1DMG|1CDMG	1RCR|2MLV|3CDMG|4LWND|57VULN|6RMIN|8aAART|9DMG
316	16611 35111	   	176.68	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1RCR|2MLV|3RPLT|46VULN|5AART|78DUR|9ZMB|aDMG
317	11254 62322	   	176.64	ACR|2VULN|2AART|1DMG|1CDMG	1RCR|2ERES|3CDMG|4DMG|5CGEN|67VULN|8aAART|9BEXP
318	12254 62322	   	176.64	ACR|2VULN|2AART|1DMG|1CDMG	1RCR|2TLV|3CDMG|4DMG|5CGEN|67VULN|8aAART|9BEXP
319	12212 54632	   	176.63	ACR|2VULN|3CDMG|1AART|1ZMB|1DUR	1RCR|257TLV|378CDMG|47VULN|6AART|7BPWR|9ZMB|aDUR
320	11611 35111	   	176.58	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1RCR|2ERES|3RPLT|46VULN|5AART|78DUR|9ZMB|aDMG
321	12611 35111	   	176.58	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1RCR|2TLV|3RPLT|46VULN|5AART|78DUR|9ZMB|aDMG
322	11254 62312	   	176.54	ACR|2VULN|2AART|1DMG|1CDMG	1RCR|2ERES|3CDMG|4DMG|5CGEN|67VULN|8aAART|9DUST
323	12254 62312	   	176.54	ACR|2VULN|2AART|1DMG|1CDMG	1RCR|2TLV|3CDMG|4DMG|5CGEN|67VULN|8aAART|9DUST
324	31122 54422	 * 	176.47	DCR|2VULN|2AART|2ZMB|2ASPD|1CDMG	17ZMB|2CDMG|37VULN|4RMIN|57ASPD|6aAART|7BPWR|8RCR|9BEXP
325	14223 16211	   	176.44	ACR|3VULN|3DMG	1RCR|26RCVC|38aVULN|4LEGI|58LHND|78aDMG|8aBPWR|9aBEXP
326	14225 26211	   	176.44	ACR|3VULN|3DMG	1RCR|25RCVC|38aVULN|4LEGI|68LHND|78aDMG|8aBPWR|9aBEXP
327	11631 36213	   	176.42	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1RCR|27ERES|3RPLT|4MLV|57VULN|67DMG|7BPWR|8CDMG|9ZMB|aDUR
328	31122 54412	   	176.37	DCR|2VULN|2AART|2ZMB|2ASPD|1CDMG	17ZMB|2CDMG|37VULN|4RMIN|57ASPD|6aAART|7BPWR|8RCR|9DUST
329	16422 42311	   	176.34	ACR|3VULN|3DMG	1RCR|27MLV|3LIT|47FEWX|567DMG|7BPWR|89aVULN
330	16222 31111	   	176.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|29MLV|3CDMG|4LWND|57VULN|6ZMB|8AART|aDMG
331	16222 31121	   	176.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2MLV|3CDMG|4LWND|57VULN|6ZMB|8AART|9BELT|aDMG
332	16222 31131	   	176.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2MLV|3CDMG|4LWND|57VULN|6ZMB|8AART|9DMG|aLIT
333	16222 31133	   	176.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2MLV|3CDMG|4LWND|57VULN|6ZMB|8AART|9DMG|aMGNLIT
334	16222 31151	   	176.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2MLV|3CDMG|49LWND|57VULN|6ZMB|8AART|aDMG
335	16613 22233	   	176.27	ACR|2VULN|2DMG|1AART|1ASPD	1RCR|29MLV|3RPLT|49VULN|5LHND|6DUST|79DMG|8AART|9BPWR|aASPD
336	11631 36323	   	176.24	ACR|3VULN|3DMG	1RCR|278ERES|3RPLT|4MLV|578VULN|678DMG|78BPWR|9LWND|aFEWX
337	11631 36324	   	176.24	ACR|3VULN|3DMG	1RCR|278ERES|3RPLT|4MLV|578VULN|678DMG|78BPWR|9LWND|aBEXP
338	11631 36326	   	176.24	ACR|3VULN|3DMG	1RCR|278ERES|3RPLT|4MLV|578VULN|678DMG|78BPWR|9LWND|aBELT
339	11631 36362	   	176.24	ACR|3VULN|3DMG	1RCR|278ERES|3RPLT|4MLV|578VULN|678DMG|78BPWR|9RMIN|aBELT
