0	Index      	 *	Score 	Summary	Detail	
1	23262 13135	 * 	201.98	ACR|3VULN|2DMG|1AART|2ASPD|1DUR	18ASPD|2RCR|38DMG|47CGEN|5DUR|689VULN|8BPWR|aAART
171	23225 61611	   	177.38	ACR|3DMG|1AART|1VULN|1ASPD|1DUR	1ASPD|2RCR|367DMG|4DUR|5LEGI|8TLV|9VULN|aAART
172	61126 12253	   	177.37	DCR|3VULN|1AART|1DMG|2ASPD|1DUR	1AART|239VULN|49LWND|5RMIN|6DUR|7DMG|89ASPD|9BPWR|aRCR
173	23214 65121	   	177.35	ACR|3DMG|2VULN|2DUR|1ASPD	1ASPD|2RCR|36aDMG|4LHND|5DUST|7aDUR|8CGEN|9aVULN|aBPWR
174	61115 63332	   	177.30	DCR|5VULN|1AART|1CDMG	1AART|23569VULN|46LIT|6BPWR|7CDMG|8FEWX|aRCR
175	61242 24416	   	177.28	ACR|2VULN|2DMG|1AART|2ASPD	1AART|28VULN|38DUST|4MBVNT|5RCR|6RMIN|78DMG|8BPWR|9aASPD
176	23542 13135	   	177.25	ACR|3VULN|1AART|1DMG|2ASPD	18ASPD|2RCR|38DUST|4DMG|57CGEN|689VULN|8BPWR|aAART
177	61111 65121	   	177.02	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1AART|236VULN|4LIT|5DUR|7CGEN|8DMG|9RCR|aZMB
178	23235 32255	   	176.93	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	19ASPD|2RCR|39DMG|4ERES|5AART|67BEXP|89DUR|9BPWR|aVULN
179	61111 62121	   	176.92	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1AART|236VULN|4LIT|5DUR|7ERES|8DMG|9RCR|aZMB
180	61142 62121	   	176.92	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1AART|234VULN|5DUR|6LIT|7ERES|8DMG|9RCR|aZMB
181	23235 31255	   	176.83	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	19ASPD|2RCR|39DMG|47ERES|5AART|6BEXP|89DUR|9BPWR|aVULN
182	23262 13151	   	176.77	ACR|2VULN|2DMG|2ASPD|1CDMG|1DUR	18ASPD|2RCR|38DMG|47CGEN|5DUR|68VULN|8BPWR|9CDMG|aLIT
183	23262 13152	   	176.77	ACR|2VULN|2DMG|2ASPD|1CDMG|1DUR	18ASPD|2RCR|38DMG|47CGEN|5DUR|68VULN|8BPWR|9CDMG|aBEXP
184	23262 13153	   	176.77	ACR|2VULN|2DMG|1CDMG|2ASPD|1DUR	18ASPD|2RCR|38DMG|47CGEN|5DUR|68VULN|8BPWR|9CDMG|aLHND
185	23261 13156	   	176.77	ACR|2VULN|2DMG|2ASPD|1CDMG|1DUR	18ASPD|2RCR|38DMG|47CGEN|5BEXP|68VULN|8BPWR|9CDMG|aDUR
186	61341 34623	   	176.72	DCR|2VULN|2DMG|1AART|1ZMB	1AART|29VULN|3CGEN|4ZMB|5aDMG|6MBVNT|7RCR|8BEXP
187	23226 21125	   	176.67	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1ASPD|2RCR|37DMG|4DUR|5RCVC|6DUST|8AART|9VULN|aCDMG
188	23262 13125	   	176.67	ACR|2VULN|2DMG|2ASPD|1CDMG|1DUR	18ASPD|2RCR|38DMG|47CGEN|5DUR|68VULN|8BPWR|9DUST|aCDMG
189	61441 12113	   	176.56	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|28VULN|3RMIN|4ZMB|57DMG|6DUR|9BEXP|aRCR
190	61143 61112	   	176.53	ACR|4VULN|1AART|1CDMG|1DUR	1AART|234aVULN|5RCR|6CDMG|7LIT|8BEXP|9DUR
191	61143 61212	   	176.53	ACR|4VULN|1AART|1CDMG|1DUR	1AART|234aVULN|5RCR|6CDMG|7LIT|8LWND|9DUR
192	61326 12135	   	176.51	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1AART|2VULN|39CGEN|4CDMG|5aDMG|6RCR|78DUR
193	61326 12311	   	176.51	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1AART|2VULN|3CGEN|4CDMG|58DMG|6RCR|7aDUR|9LWND
194	61326 12321	   	176.51	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1AART|2VULN|3CGEN|4CDMG|58DMG|6RCR|7aDUR|9LHND
195	61426 12311	   	176.51	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1AART|2VULN|3RMIN|4CDMG|58DMG|6RCR|7aDUR|9LWND
196	61426 12321	   	176.51	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1AART|2VULN|3RMIN|4CDMG|58DMG|6RCR|7aDUR|9LHND
197	61526 12311	   	176.51	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1AART|2VULN|3MLV|4CDMG|58DMG|6RCR|7aDUR|9LWND
198	61526 12321	   	176.51	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1AART|2VULN|3MLV|4CDMG|58DMG|6RCR|7aDUR|9LHND
199	23262 12614	   	176.50	ACR|2VULN|1DMG|2CDMG|2ASPD|1ZMB|1DUR	18ASPD|2RCR|3DMG|48CGEN|5DUR|69VULN|78CDMG|8BPWR|aZMB
200	23322 62621	   	176.43	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	18ASPD|2RCR|35BEXP|48DUR|6AART|78DMG|8BPWR|9VULN|aLHND
201	23322 62623	   	176.43	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	18ASPD|2RCR|35aBEXP|48DUR|6AART|78DMG|8BPWR|9VULN
202	23322 62626	   	176.43	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	18ASPD|2RCR|35BEXP|48DUR|6AART|78DMG|8BPWR|9VULN|aMLV
203	63142 31174	   	176.43	ACR|4VULN|1AART|1CDMG|1DUR	1AART|2LWND|3678VULN|4MBVNT|5RCR|9CDMG|aDUR
204	62326 13311	   	176.41	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|2ERES|38VULN|4CDMG|5DMG|6RCR|7aDUR|9LWND
205	62326 13321	   	176.41	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|2ERES|38VULN|4CDMG|5DMG|6RCR|7aDUR|9LHND
206	23322 62624	   	176.33	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	18ASPD|2RCR|35BEXP|48DUR|6AART|78DMG|8BPWR|9VULN|aDUST
207	62326 13343	   	176.31	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|2ERES|38VULN|4CDMG|5DMG|6RCR|7aDUR|9TLV
208	23235 25113	   	176.27	ACR|2AART|2DMG|1VULN|1DUR|1ASPD	1ASPD|2RCR|3aDMG|4ERES|56AART|7DUR|8VULN|9BEXP
209	23235 25115	   	176.27	ACR|2AART|2VULN|1DMG|1DUR|1ASPD	1ASPD|2RCR|3DMG|4ERES|56AART|7DUR|8aVULN|9BEXP
210	23235 25134	   	176.27	ACR|2AART|2VULN|1DMG|1DUR|1ASPD	1ASPD|2RCR|3DMG|4ERES|56AART|7DUR|8aVULN|9RPLT
211	23226 32164	   	176.27	ACR|2VULN|2DMG|2CDMG|1ASPD|1DUR	1ASPD|2RCR|38DMG|4DUR|5RCVC|69CDMG|7aVULN
212	23235 53253	 * 	176.24	ACR|3DMG|1AART|3DUR|2ASPD	19ASPD|2RCR|369DMG|46ERES|5AART|69BPWR|7DUST|89aDUR
213	23262 63125	   	176.23	ACR|2VULN|1AART|1DMG|2ASPD|2DUR	19ASPD|2RCR|3DMG|4CGEN|57DUR|6AART|8aVULN
214	23232 12515	   	176.17	ACR|2VULN|2DMG|2CDMG|1DUR|1ASPD	1ASPD|2RCR|38DMG|4ERES|5DUR|69VULN|7aCDMG
215	23342 12611	   	176.14	ACR|2VULN|2DMG|2CDMG|2ASPD	18ASPD|2RCR|3BEXP|48DMG|5CGEN|69VULN|78CDMG|8BPWR|aLIT
216	23342 12612	   	176.14	ACR|2VULN|2DMG|2CDMG|2ASPD	18ASPD|2RCR|3aBEXP|48DMG|5CGEN|69VULN|78CDMG|8BPWR
217	23342 12622	   	176.14	ACR|2VULN|2DMG|2CDMG|2ASPD	18ASPD|2RCR|3BEXP|48DMG|5CGEN|6aVULN|78CDMG|8BPWR|9LWND
218	23261 13155	   	176.14	ACR|2VULN|2DMG|2CDMG|2ASPD	18ASPD|2RCR|38DMG|47CGEN|5BEXP|68VULN|8BPWR|9aCDMG
219	23342 12632	   	176.04	ACR|2VULN|2DMG|2CDMG|2ASPD	18ASPD|2RCR|3BEXP|48DMG|5CGEN|6aVULN|78CDMG|8BPWR|9DUST
220	23542 12611	   	176.04	ACR|2VULN|2DMG|2CDMG|2ASPD	18ASPD|2RCR|3DUST|48DMG|5CGEN|69VULN|78CDMG|8BPWR|aLIT
221	23542 12612	   	176.04	ACR|2VULN|2DMG|2CDMG|2ASPD	18ASPD|2RCR|3DUST|48DMG|5CGEN|69VULN|78CDMG|8BPWR|aBEXP
222	23542 12613	   	176.04	ACR|2VULN|2DMG|2CDMG|2ASPD	18ASPD|2RCR|3DUST|48DMG|5CGEN|69VULN|78CDMG|8BPWR|aLHND
223	23542 12622	   	176.04	ACR|2VULN|2DMG|2CDMG|2ASPD	18ASPD|2RCR|3DUST|48DMG|5CGEN|6aVULN|78CDMG|8BPWR|9LWND
224	23212 61513	   	176.03	ACR|3DMG|2VULN|1ZMB|1ASPD	1ASPD|2RCR|367DMG|4LHND|5BEXP|8ZMB|9aVULN
225	61143 11111	   	176.00	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6LHND|7DMG|9BEXP|aRMIN
226	61143 11113	   	176.00	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6LHND|7DMG|9BEXP|aCGEN
227	61143 11116	   	176.00	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6LHND|7DMG|9BEXP|aLWND
228	61143 11131	   	176.00	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6LHND|7DMG|9aCGEN
229	61143 11133	   	176.00	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6LHND|7DMG|9CGEN|aLWND
230	61143 11134	   	176.00	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6LHND|7DMG|9CGEN|aDMSP
231	61143 11151	   	176.00	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6LHND|7DMG|9LWND|aRMIN
232	61143 11153	   	176.00	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6LHND|7DMG|9LWND|aCGEN
233	61143 21111	   	176.00	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6LWND|7DMG|9BEXP|aRMIN
234	61143 21113	   	176.00	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6LWND|7DMG|9BEXP|aCGEN
235	61143 21116	   	176.00	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6LWND|7DMG|9BEXP|aLHND
236	61143 21131	   	176.00	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6LWND|7DMG|9aCGEN
237	61143 21133	   	176.00	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6aLWND|7DMG|9CGEN
238	61143 21134	   	176.00	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6LWND|7DMG|9CGEN|aDMSP
239	61143 21135	   	176.00	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6LWND|7DMG|9CGEN|aLHND
240	61143 21151	   	176.00	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6LWND|7DMG|9LHND|aRMIN
241	61143 21153	   	176.00	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6LWND|7DMG|9LHND|aCGEN
242	61143 22252	   	176.00	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|69LWND|7LIT|aDMG
243	61143 22262	   	176.00	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6LWND|7LIT|9RCVC|aDMG
244	54253 31333	   	175.97	DCR|3VULN|2DMG|1AART	1FEWX|23DMG|4RPLT|589VULN|6MBVNT|7RCR|aAART
245	23235 24125	   	175.94	ACR|2AART|2VULN|1DMG|2ASPD	19ASPD|2RCR|3DMG|4ERES|56AART|7LHND|8aVULN
246	23343 61513	   	175.93	ACR|3DMG|2VULN|1ZMB|1ASPD	1ASPD|2RCR|3BEXP|467DMG|5LEGI|8ZMB|9aVULN
247	61143 11114	   	175.90	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6LHND|7DMG|9BEXP|aDUST
248	61143 11121	   	175.90	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6LHND|7DMG|9TLV|aCGEN
249	61143 11123	   	175.90	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6LHND|7DMG|9TLV|aFEWX
250	61143 11124	   	175.90	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6LHND|7DMG|9TLV|aDMSP
251	61143 11125	   	175.90	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6LHND|7DMG|9TLV|aLWND
252	61143 11136	   	175.90	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6LHND|7DMG|9CGEN|aDUST
253	61143 11162	   	175.90	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|69LHND|7DMG|aLEGI
254	61143 11163	   	175.90	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|69LHND|7DMG|aERES
255	61143 11215	   	175.90	ACR|4VULN|1AART|1DMG	1AART|234aVULN|5RCR|6LHND|7DMG|8DUST|9BEXP
256	61143 21114	   	175.90	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6LWND|7DMG|9BEXP|aDUST
257	61143 21121	   	175.90	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6LWND|7DMG|9TLV|aCGEN
258	61143 21123	   	175.90	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6LWND|7DMG|9TLV|aFEWX
259	61143 21124	   	175.90	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6LWND|7DMG|9TLV|aDMSP
260	61143 21125	   	175.90	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6LWND|7DMG|9TLV|aLHND
261	61143 21136	   	175.90	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6LWND|7DMG|9CGEN|aDUST
262	61143 21162	   	175.90	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|69LWND|7DMG|aLEGI
263	61143 21163	   	175.90	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|69LWND|7DMG|aERES
264	61143 21215	   	175.90	ACR|4VULN|1AART|1DMG	1AART|234aVULN|5RCR|6LWND|7DMG|8DUST|9BEXP
265	61143 21321	   	175.90	ACR|4VULN|1AART|1DMG	1AART|2349VULN|5RCR|6LWND|7DMG|8TLV|aCGEN
266	61143 21323	   	175.90	ACR|4VULN|1AART|1DMG	1AART|2349VULN|5RCR|6LWND|7DMG|8TLV|aFEWX
267	61143 21324	   	175.90	ACR|4VULN|1AART|1DMG	1AART|2349VULN|5RCR|6LWND|7DMG|8TLV|aDMSP
268	61143 21325	   	175.90	ACR|4VULN|1AART|1DMG	1AART|2349VULN|5RCR|6LWND|7DMG|8TLV|aLHND
269	61143 21421	   	175.90	ACR|4VULN|1AART|1DMG	1AART|2349VULN|5RCR|6LWND|7DMG|8ERES|aCGEN
270	61143 21423	   	175.90	ACR|4VULN|1AART|1DMG	1AART|2349VULN|5RCR|6LWND|7DMG|8ERES|aFEWX
271	61143 51111	   	175.90	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6DUST|7DMG|9BEXP|aRMIN
272	61143 51112	   	175.90	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6DUST|7DMG|9aBEXP
273	61143 51131	   	175.90	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6DUST|7DMG|9aCGEN
274	61143 51133	   	175.90	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6DUST|7DMG|9CGEN|aLWND
275	61143 52212	   	175.90	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6DUST|7LIT|9RCVC|aDMG
276	61143 61321	 * 	175.90	ACR|4VULN|1AART|2CDMG	1AART|2348VULN|5RCR|6aCDMG|7LIT|9RPLT
277	63142 31181	   	175.90	ACR|4VULN|1AART|1DMG	1AART|2LWND|3678VULN|4MBVNT|5RCR|9DMG|aRMIN
278	63142 31182	   	175.90	ACR|4VULN|1AART|1DMG	1AART|2LWND|3678VULN|4MBVNT|5RCR|9DMG|aBEXP
279	63142 31183	   	175.90	ACR|4VULN|1AART|1DMG	1AART|2LWND|3678VULN|4MBVNT|5RCR|9DMG|aCGEN
280	23235 55131	   	175.83	ACR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1ASPD|2RCR|36DMG|46ERES|5AART|6BPWR|7DUR|8VULN|9RPLT|aZMB
281	61143 11126	   	175.80	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6LHND|7DMG|9TLV|aDUST
282	61143 21126	   	175.80	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6LWND|7DMG|9TLV|aDUST
283	61143 21326	   	175.80	ACR|4VULN|1AART|1DMG	1AART|2349VULN|5RCR|6LWND|7DMG|8TLV|aDUST
284	61143 51113	   	175.80	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6DUST|7DMG|9BEXP|aERES
285	61143 51121	   	175.80	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6DUST|7DMG|9TLV|aCGEN
286	61143 51122	   	175.80	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6DUST|7DMG|9TLV|aBEXP
287	61143 51123	   	175.80	ACR|4VULN|1AART|1DMG	1AART|2348VULN|5RCR|6DUST|7DMG|9TLV|aFEWX
288	61143 51321	   	175.80	ACR|4VULN|1AART|1DMG	1AART|2349VULN|5RCR|6DUST|7DMG|8TLV|aCGEN
289	61143 51322	   	175.80	ACR|4VULN|1AART|1DMG	1AART|2349VULN|5RCR|6DUST|7DMG|8TLV|aBEXP
290	61143 51323	   	175.80	ACR|4VULN|1AART|1DMG	1AART|2349VULN|5RCR|6DUST|7DMG|8TLV|aFEWX
291	61143 11161	   	175.76	ACR|4VULN|1AART|1DMG|1SELL	1AART|2348VULN|5RCR|69LHND|7DMG|aSELL
292	61143 21161	   	175.76	ACR|4VULN|1AART|1DMG|1SELL	1AART|2348VULN|5RCR|69LWND|7DMG|aSELL
293	61143 21222	   	175.68	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1AART|234VULN|5RCR|6LWND|7DMG|8DUST|9ASPD|aDUR
294	62626 13221	 * 	175.62	DCR|2AART|2DMG|1VULN|1CDMG	17AART|2ERES|39FEWX|4CDMG|58DMG|6RCR|aVULN
295	23323 11335	   	175.57	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2RCR|3BEXP|4DUR|5LIT|6DMG|7CDMG|89VULN|aAART
296	43233 65312	 * 	175.56	ACR|3VULN|3ZMB|1AART|1ASPD	17CGEN|237ZMB|4AART|5RCR|678VULN|7BPWR|9ASPD|aBEXP
297	43233 65313	   	175.56	ACR|3VULN|3ZMB|1AART|1ASPD	17aCGEN|237ZMB|4AART|5RCR|678VULN|7BPWR|9ASPD
298	43233 65332	   	175.56	ACR|3VULN|3ZMB|1AART|1DUR	179CGEN|237ZMB|4AART|5RCR|678VULN|7BPWR|aDUR
299	61143 11611	   	175.55	ACR|3VULN|1AART|1DMG|1CDMG	1AART|234VULN|5RCR|69LHND|7DMG|8CDMG|aLWND
300	61143 11613	   	175.55	ACR|3VULN|1AART|1DMG|1CDMG	1AART|234VULN|5RCR|69aLHND|7DMG|8CDMG
301	61143 11621	   	175.55	ACR|3VULN|1AART|1DMG|1CDMG	1AART|234VULN|5RCR|6LHND|7DMG|8CDMG|9FEWX|aCGEN
302	61143 11622	   	175.55	ACR|3VULN|1AART|1DMG|1CDMG	1AART|234VULN|5RCR|6LHND|7DMG|8CDMG|9aFEWX
303	61143 11623	   	175.55	ACR|3VULN|1AART|1DMG|1CDMG	1AART|234VULN|5RCR|6LHND|7DMG|8CDMG|9FEWX|aMGNSTR
304	61143 21611	   	175.55	ACR|3VULN|1AART|1DMG|1CDMG	1AART|234VULN|5RCR|6LWND|7DMG|8CDMG|9LHND|aCGEN
305	61143 21612	   	175.55	ACR|3VULN|1AART|1DMG|1CDMG	1AART|234VULN|5RCR|6LWND|7DMG|8CDMG|9LHND|aFEWX
306	61143 21621	   	175.55	ACR|3VULN|1AART|1DMG|1CDMG	1AART|234VULN|5RCR|6LWND|7DMG|8CDMG|9BEXP|aCGEN
307	61143 21622	   	175.55	ACR|3VULN|1AART|1DMG|1CDMG	1AART|234VULN|5RCR|6LWND|7DMG|8CDMG|9BEXP|aFEWX
308	61143 63211	   	175.55	ACR|3VULN|1AART|1DMG|1CDMG	1AART|234VULN|5RCR|6CDMG|7FEWX|8DMG|9LHND|aCGEN
309	61143 63212	   	175.55	ACR|3VULN|1AART|1DMG|1CDMG	1AART|234VULN|5RCR|6CDMG|7aFEWX|8DMG|9LHND
310	61143 63213	   	175.55	ACR|3VULN|1AART|1DMG|1CDMG	1AART|234VULN|5RCR|6CDMG|7FEWX|8DMG|9LHND|aMGNSTR
311	61143 63221	   	175.55	ACR|3VULN|1AART|1DMG|1CDMG	1AART|234VULN|5RCR|6CDMG|7FEWX|8DMG|9BEXP|aCGEN
312	61143 63222	   	175.55	ACR|3VULN|1AART|1DMG|1CDMG	1AART|234VULN|5RCR|6CDMG|7aFEWX|8DMG|9BEXP
313	61143 63223	   	175.55	ACR|3VULN|1AART|1DMG|1CDMG	1AART|234VULN|5RCR|6CDMG|7FEWX|8DMG|9BEXP|aMGNSTR
314	23523 11335	   	175.47	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2RCR|3DUST|4DUR|5LIT|6DMG|7CDMG|89VULN|aAART
315	61115 63133	   	175.47	DCR|4VULN|1AART|1CDMG|1ZMB	1AART|2356VULN|46LIT|6BPWR|7CDMG|8BEXP|9ZMB|aRCR
316	43233 41342	   	175.46	ACR|3VULN|3ZMB|1AART|1DUR	16CGEN|236ZMB|4AART|5RCR|6BPWR|789VULN|aDUR
317	61143 11322	   	175.45	ACR|3VULN|1AART|1DMG|1CDMG	1AART|234VULN|5RCR|6LHND|7DMG|8TLV|9LWND|aCDMG
318	61143 11422	   	175.45	ACR|3VULN|1AART|1DMG|1CDMG	1AART|234VULN|5RCR|6LHND|7DMG|8ERES|9LWND|aCDMG
319	61143 11631	   	175.45	ACR|3VULN|1AART|1DMG|1CDMG	1AART|234VULN|5RCR|6LHND|7DMG|8CDMG|9DUST|aCGEN
320	61143 11632	   	175.45	ACR|3VULN|1AART|1DMG|1CDMG	1AART|234VULN|5RCR|6LHND|7DMG|8CDMG|9DUST|aFEWX
321	61143 21312	   	175.45	ACR|3VULN|1AART|1DMG|1CDMG	1AART|234VULN|5RCR|6LWND|7DMG|8TLV|9LHND|aCDMG
322	61143 21362	   	175.45	ACR|3VULN|1AART|1DMG|1CDMG	1AART|234VULN|5RCR|6LWND|7DMG|8TLV|9CDMG|aLHND
323	61143 21363	   	175.45	ACR|3VULN|1AART|1DMG|1CDMG	1AART|234VULN|5RCR|6LWND|7DMG|8TLV|9CDMG|aCGEN
324	61143 21412	   	175.45	ACR|3VULN|1AART|1DMG|1CDMG	1AART|234VULN|5RCR|6LWND|7DMG|8ERES|9LHND|aCDMG
325	63342 12115	 * 	175.45	ACR|2DMG|1AART|1VULN|3ASPD|1DUR	1AART|2LWND|359ASPD|4RCR|6DUR|7aDMG|8VULN
326	23342 13153	   	175.45	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	18ASPD|2RCR|38BEXP|4DMG|57CGEN|68VULN|8BPWR|9CDMG|aAART
327	23363 63153	   	175.45	ACR|2DMG|1AART|1VULN|2ASPD|1CDMG	18ASPD|2RCR|38BEXP|47CGEN|5VULN|68DMG|8BPWR|9CDMG|aAART
328	23235 53115	   	175.37	ACR|2VULN|2DMG|1AART|1ASPD	1ASPD|2RCR|36DMG|46ERES|5AART|6BPWR|7DUST|8aVULN|9BEXP
329	23235 53134	   	175.37	ACR|2VULN|2DMG|1AART|1ASPD	1ASPD|2RCR|36DMG|46ERES|5AART|6BPWR|7DUST|8aVULN|9RPLT
330	61143 21361	   	175.35	ACR|3VULN|1AART|1DMG|1CDMG	1AART|234VULN|5RCR|6LWND|7DMG|8TLV|9CDMG|aERES
331	23262 62131	   	175.33	ACR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1ASPD|2RCR|37DMG|4CGEN|5DUR|6AART|8VULN|9RPLT|aZMB
332	63154 22121	   	175.30	ACR|3VULN|1AART|1DMG|1CDMG|1SELL	1AART|2LWND|389VULN|4SELL|5RCR|6CDMG|7DMG|aCGEN
333	63154 22123	   	175.30	ACR|3VULN|1AART|1DMG|1CDMG|1SELL	1AART|2LWND|389VULN|4SELL|5RCR|6CDMG|7DMG|aFEWX
334	23226 32154	   	175.25	ACR|2VULN|2DMG|1CDMG|2DUR|1ASPD	1ASPD|2RCR|38DMG|49DUR|5RCVC|6CDMG|7aVULN
335	61254 22121	   	175.20	ACR|3VULN|1AART|1DMG|1CDMG|1SELL	1AART|289VULN|3DUST|4SELL|5RCR|6CDMG|7DMG|aCGEN
336	61254 22122	   	175.20	ACR|3VULN|1AART|1DMG|1CDMG|1SELL	1AART|289VULN|3DUST|4SELL|5RCR|6CDMG|7DMG|aBEXP
337	61254 22123	   	175.20	ACR|3VULN|1AART|1DMG|1CDMG|1SELL	1AART|289VULN|3DUST|4SELL|5RCR|6CDMG|7DMG|aFEWX
338	61242 24437	   	175.18	ACR|2AART|2VULN|2DMG	1aAART|28VULN|38DUST|4MBVNT|5RCR|6RMIN|78DMG|8BPWR|9CGEN
339	61242 24461	   	175.18	ACR|2AART|2VULN|2DMG	19AART|28VULN|38DUST|4MBVNT|5RCR|6RMIN|78DMG|8BPWR|aLHND
340	61242 24464	   	175.18	ACR|2AART|2VULN|2DMG	19AART|28VULN|38DUST|4MBVNT|5RCR|6RMIN|78DMG|8BPWR|aDMSP
341	61326 11353	   	175.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|29VULN|3CGEN|4CDMG|5DMG|6RCR|7ERES|8LIT|aZMB
342	61326 13353	   	175.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|29VULN|3CGEN|4CDMG|5DMG|6RCR|7TLV|8LIT|aZMB
343	23232 12516	   	175.15	ACR|2VULN|2DMG|1CDMG|2DUR|1ASPD	1ASPD|2RCR|38DMG|4ERES|5aDUR|69VULN|7CDMG
344	62326 12353	   	175.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2ERES|39VULN|4CDMG|5DMG|6RCR|7TLV|8LIT|aZMB
345	63131 65313	   	174.98	DCR|3VULN|1AART|1DMG|1ZMB	1AART|24LWND|34aVULN|4BPWR|5DMG|6LIT|7RCR|8ZMB|9DMSP
346	23261 62115	   	174.97	ACR|2VULN|2DMG|1AART|1ASPD	1ASPD|2RCR|37DMG|4CGEN|59BEXP|6AART|8aVULN
347	23261 62135	   	174.97	ACR|2VULN|2DMG|1AART|1ASPD	1ASPD|2RCR|37DMG|49CGEN|5BEXP|6AART|8aVULN
348	23342 62115	   	174.97	ACR|2VULN|2DMG|1AART|1ASPD	1ASPD|2RCR|39BEXP|47DMG|5CGEN|6AART|8aVULN
