0	Index      	 *	Score 	Summary	Detail	
1	32221 55611	 * 	197.98	DCR|2VULN|2DMG|1AART|2CDMG|1ZMB	1BELT|2ZMB|3AART|48DMG|5aVULN|6RCR|79CDMG
162	36214 22132	   	173.75	ACR|3DMG|1AART|2CDMG|2ZMB	1BELT|27CDMG|3LIT|4RCR|578DMG|67ZMB|7BPWR|9ERES|aAART
163	32221 61116	   	173.72	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB|1DUR	1BELT|2ZMB|3AART|4DMG|56VULN|7aASPD|8DUR|9RCR
164	31221 32524	   	173.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1BELT|2ASPD|3AART|4DMG|5aVULN|6CDMG|7ZMB|8AIRHEL|9RCR
165	13222 31145	   	173.48	DCR|3DMG|1AART|1VULN|1ZMB	12ERES|3VULN|45aDMG|6RCR|7AART|8ZMB|9LHND
166	12422 31155	   	173.48	DCR|3DMG|1AART|1VULN|1ZMB	1ERES|2TLV|3CGEN|45aDMG|6RCR|7AART|8ZMB|9VULN
167	12522 31155	   	173.48	DCR|3DMG|1AART|1VULN|1ZMB	1ERES|2TLV|3RMIN|45aDMG|6RCR|7AART|8ZMB|9VULN
168	13242 31133	   	173.48	DCR|3VULN|1AART|1DMG|1ZMB	12ERES|34aVULN|5DMG|6RCR|7AART|8ZMB|9LIT
169	13242 31151	   	173.48	DCR|3VULN|1AART|1DMG|1ZMB	12ERES|349VULN|5DMG|6RCR|7AART|8ZMB|aBELT
170	13242 31152	   	173.48	DCR|3VULN|1AART|1DMG|1ZMB	12ERES|349VULN|5DMG|6RCR|7AART|8ZMB|aLHND
171	14322 31155	   	173.48	DCR|3DMG|1AART|1VULN|1ZMB	1ERES|25aDMG|3DMSP|4LEGI|6RCR|7AART|8ZMB|9VULN
172	13242 31155	   	173.38	DCR|3VULN|1AART|1DMG|1ZMB	12aERES|349VULN|5DMG|6RCR|7AART|8ZMB
173	13242 31156	   	173.38	DCR|3VULN|1AART|1DMG|1ZMB	12ERES|349VULN|5DMG|6RCR|7AART|8ZMB|aTLV
174	32225 41351	   	173.19	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB	1BELT|2ZMB|3AART|46DMG|56CDMG|6BPWR|7DUST|8LIT|9RCR|aVULN
175	16313 31416	 * 	173.15	DCR|2AART|2DMG|1FLTHEA|1CDMG|1DUR	1ERES|29AART|3DUR|4CDMG|58DMG|6MGNSTR|7RCR|aFLTHEA
176	32221 63534	 * 	172.74	DCR|3VULN|1AART|1DMG|2ZMB	1BELT|2aZMB|3AART|4DMG|568VULN|7RCVC|9RCR
177	16313 15226	   	172.55	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	17ERES|2AART|3DUR|4CDMG|5DMG|6ASPD|8RCR|9aVULN
178	45422 22321	 * 	172.44	ACR|2VULN|2AART|1DMG|1CDMG	1LWND|2ERES|3RCR|4DMG|59VULN|6CDMG|7aAART|8CGEN
179	32225 22222	 * 	171.79	DCR|2AART|1VULN|1DMG|2ZMB|1CDMG	1BELT|27ZMB|39AART|4DMG|5CDMG|6RCR|8MGNLIT|aVULN
180	32225 22226	 * 	171.77	DCR|2AART|3ZMB|1DMG|2CDMG	1BELT|27aZMB|39AART|4DMG|5aCDMG|6RCR|8aMGNLIT|aBPWR
181	31261 26263	   	171.76	DCR|2AART|2VULN|1DMG|1CDMG|1ASPD	1BELT|2ASPD|34AART|5CDMG|6TLV|7DMG|89VULN|aRCR
182	13222 31164	   	171.71	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	12ERES|3VULN|45DMG|6RCR|7AART|8ZMB|9DUR|aASPD
183	13242 31164	   	171.71	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	12ERES|34VULN|5DMG|6RCR|7AART|8ZMB|9DUR|aASPD
184	11436 14321	   	171.68	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1ERES|29DUR|3RCR|4ZMB|5AART|6DMG|7CANHEL|8aVULN
185	32221 66152	   	171.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BELT|2ZMB|3AART|4DMG|56VULN|7RCR|8RCVC|9MLV|aCDMG
186	32221 66412	   	171.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BELT|2ZMB|3AART|4DMG|56VULN|7RCR|89RMIN|aCDMG
187	32225 22326	   	171.60	DCR|2DMG|3ZMB|1AART|1CDMG	1BELT|27aZMB|3AART|4aDMG|5CDMG|6RCR|8LIT|9aLHND|aBPWR
188	32225 22346	   	171.60	DCR|2DMG|3ZMB|1AART|1CDMG	1BELT|27aZMB|3AART|4aDMG|5CDMG|6RCR|8LIT|9aBEXP|aBPWR
189	14352 31113	   	171.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ERES|25DMG|3DMSP|4VULN|6RCR|7AART|8ZMB|9CDMG|aLIT
190	14352 31114	   	171.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ERES|25DMG|3DMSP|4VULN|6RCR|7AART|8ZMB|9CDMG|aCGEN
191	14352 31121	   	171.58	DCR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	1ERES|25DMG|3DMSP|4VULN|6RCR|7AART|8ZMB|9FLTHEA|aRCVC
192	32221 66621	   	171.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BELT|2ZMB|3AART|4DMG|56VULN|7RCR|8CDMG|9DLOT|aRMIN
193	32221 66622	   	171.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1aBELT|2ZMB|3AART|4DMG|56VULN|7RCR|8CDMG|9DLOT
194	32221 66623	   	171.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BELT|2ZMB|3AART|4DMG|56VULN|7RCR|8CDMG|9DLOT|aLHND
195	32221 66632	   	171.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BELT|2ZMB|3AART|4DMG|56VULN|7RCR|8CDMG|9TLV|aCGEN
196	32261 14163	   	171.52	DCR|3VULN|2AART|1CDMG|1ZMB	1BELT|2ZMB|34AART|5CDMG|679VULN|8LWND|aRCR
197	32261 14363	   	171.52	DCR|3VULN|2AART|1CDMG|1ZMB	1BELT|2ZMB|34AART|5CDMG|679VULN|8BEXP|aRCR
198	13222 31113	   	171.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	12ERES|3VULN|45DMG|6RCR|7AART|8ZMB|9CDMG|aLIT
199	13222 31114	   	171.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	12ERES|3VULN|45DMG|6RCR|7AART|8ZMB|9CDMG|aCGEN
200	13222 31121	   	171.48	DCR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	12ERES|3VULN|45DMG|6RCR|7AART|8ZMB|9FLTHEA|aRCVC
201	13242 31113	   	171.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	12ERES|34VULN|5DMG|6RCR|7AART|8ZMB|9CDMG|aLIT
202	13242 31114	   	171.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	12ERES|34VULN|5DMG|6RCR|7AART|8ZMB|9CDMG|aCGEN
203	13242 31121	   	171.48	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	12ERES|34VULN|5DMG|6RCR|7AART|8ZMB|9FLTHEA|aRCVC
204	14351 31126	   	171.48	DCR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	15ERES|2aDMG|3DMSP|4VULN|6RCR|7AART|8ZMB|9FLTHEA
205	14352 31115	   	171.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1aERES|25DMG|3DMSP|4VULN|6RCR|7AART|8ZMB|9CDMG
206	14352 31122	   	171.48	DCR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	1ERES|25DMG|3DMSP|4VULN|6RCR|7AART|8ZMB|9FLTHEA|aDUST
207	14352 31123	   	171.48	DCR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	1aERES|25DMG|3DMSP|4VULN|6RCR|7AART|8ZMB|9FLTHEA
208	14352 31125	   	171.48	DCR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	1ERES|25DMG|3DMSP|4VULN|6RCR|7AART|8ZMB|9FLTHEA|aTLV
209	32221 66326	   	171.48	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	1BELT|2ZMB|3AART|4DMG|56VULN|7RCR|8aASPD|9DUST
210	32221 66631	   	171.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BELT|2ZMB|3AART|4DMG|56VULN|7RCR|8CDMG|9TLV|aDUST
211	31221 61531	   	171.43	DCR|3VULN|1AART|1DMG|2ASPD	1BELT|27ASPD|3AART|4DMG|568VULN|9RCR|aCGEN
212	31221 61536	   	171.43	DCR|3VULN|1AART|1DMG|2ASPD	1BELT|27ASPD|3AART|4DMG|568VULN|9RCR|aRPLT
213	32261 14223	   	171.42	DCR|3VULN|2AART|1CDMG|1ZMB	1BELT|2ZMB|34AART|5CDMG|678VULN|9LSRREG|aRCR
214	32225 22634	   	171.40	DCR|2DMG|3ZMB|1AART|1CDMG	1BELT|278ZMB|3AART|4aDMG|5CDMG|6RCR|9LWND
215	13222 31115	   	171.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	12aERES|3VULN|45DMG|6RCR|7AART|8ZMB|9CDMG
216	13222 31122	   	171.38	DCR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	12ERES|3VULN|45DMG|6RCR|7AART|8ZMB|9FLTHEA|aDUST
217	13222 31123	   	171.38	DCR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	12aERES|3VULN|45DMG|6RCR|7AART|8ZMB|9FLTHEA
218	13222 31125	   	171.38	DCR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	12ERES|3VULN|45DMG|6RCR|7AART|8ZMB|9FLTHEA|aTLV
219	13242 31115	   	171.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	12aERES|34VULN|5DMG|6RCR|7AART|8ZMB|9CDMG
220	13242 31122	   	171.38	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	12ERES|34VULN|5DMG|6RCR|7AART|8ZMB|9FLTHEA|aDUST
221	13242 31123	   	171.38	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	12aERES|34VULN|5DMG|6RCR|7AART|8ZMB|9FLTHEA
222	13242 31125	   	171.38	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	12ERES|34VULN|5DMG|6RCR|7AART|8ZMB|9FLTHEA|aTLV
223	32225 43152	   	171.37	DCR|2AART|2DMG|2CDMG|1ZMB|1DUR|1SELL	1BELT|2ZMB|37AART|46DMG|56CDMG|6BPWR|8SELL|9RCR|aDUR
224	13242 31524	   	171.35	DCR|2VULN|2DMG|1AART|1ASPD	12ERES|34VULN|5aDMG|6RCR|7AART|8BEXP|9ASPD
225	14352 31111	   	171.33	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	1ERES|25DMG|3DMSP|4VULN|6RCR|7AART|8ZMB|9CDMG|aSELL
226	31221 61532	   	171.33	DCR|3VULN|1AART|1DMG|2ASPD	1BELT|27ASPD|3AART|4DMG|568VULN|9RCR|aDUST
227	31221 61535	   	171.33	DCR|3VULN|1AART|1DMG|2ASPD	1BELT|27ASPD|3AART|4DMG|568VULN|9RCR|aDLOT
228	32225 13611	 * 	171.32	DCR|3AART|1VULN|1DMG|2CDMG|1ZMB	1BELT|2ZMB|367AART|4DMG|5aCDMG|8VULN|9RCR
229	13222 31111	   	171.23	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	12ERES|3VULN|45DMG|6RCR|7AART|8ZMB|9CDMG|aSELL
230	13242 31111	   	171.23	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	12ERES|34VULN|5DMG|6RCR|7AART|8ZMB|9CDMG|aSELL
231	32221 53325	   	171.22	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	1BELT|29ZMB|3AART|4DMG|58VULN|6RCR|7CGEN|aDUR
232	36214 22235	 * 	171.18	ACR|2DMG|3CDMG|1AART|2ZMB|1ASPD	1BELT|279CDMG|3LIT|4RCR|57DMG|67ZMB|7BPWR|8ASPD|aAART
233	32221 51325	   	171.12	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	1BELT|29ZMB|3AART|4DMG|58VULN|6RCR|7ERES|aDUR
234	16313 62226	   	170.91	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1ERES|2AART|37DUR|4CDMG|5DMG|6NUKE|8RCR|9aVULN
235	34123 36251	 * 	170.87	DCR|4VULN|1AART|1CDMG	1BELT|2AART|3LEGI|4CDMG|589aVULN|6LIT|7RCR
236	21412 42125	   	170.77	ACR|2VULN|2DMG|1AART|1DUR	1DUR|2BEXP|37RPLT|4RCR|5AART|68DMG|9aVULN
237	13222 35653	   	170.75	DCR|2VULN|2DMG|1AART|1DUR	12ERES|39VULN|45DMG|6RCR|7MLV|8AART|aDUR
238	36214 22143	   	170.71	ACR|3DMG|1VULN|2CDMG|2ZMB	1BELT|27CDMG|3LIT|4RCR|578DMG|67ZMB|7BPWR|9BEXP|aVULN
239	36214 22161	   	170.71	ACR|3DMG|1VULN|2CDMG|2ZMB	1BELT|27CDMG|3LIT|4RCR|578DMG|67ZMB|7BPWR|9VULN|aLHND
240	36214 22162	   	170.71	ACR|3DMG|1VULN|2CDMG|2ZMB	1BELT|27CDMG|3LIT|4RCR|578DMG|67ZMB|7BPWR|9VULN|aMLV
241	36214 22131	   	170.61	ACR|3DMG|1VULN|2CDMG|2ZMB	1BELT|27CDMG|3LIT|4RCR|578DMG|67ZMB|7BPWR|9ERES|aVULN
242	13222 34626	 * 	170.47	DCR|3VULN|3DMG|1SELL	129ERES|39aVULN|459DMG|6RCR|7MBVNT|8SELL|9BPWR
243	26126 22124	 * 	170.41	DCR|2VULN|1AART|3DUR|2ASPD|1CDMG	14aDUR|2aLWND|3CDMG|59VULN|6RCR|7AART|8aASPD|aBPWR
244	42126 22124	   	170.41	DCR|2VULN|1AART|3DUR|2ASPD|1CDMG	1aLWND|24aDUR|3CDMG|59VULN|6RCR|7AART|8aASPD|aBPWR
245	31225 22632	   	170.37	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1BELT|2ASPD|3AART|4DMG|5CDMG|6RCR|7ZMB|8LWND|9VULN|aDUR
246	31225 24234	   	170.37	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1BELT|2ASPD|3AART|4DMG|5CDMG|6RCR|7MLV|8ZMB|9VULN|aDUR
247	32221 56612	   	170.37	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1BELT|2ZMB|3AART|4DMG|5VULN|6RCR|7FEWX|8CDMG|9ASPD|aDUR
248	32225 24134	   	170.37	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1BELT|2ZMB|3AART|4DMG|5CDMG|6RCR|7MLV|8ASPD|9VULN|aDUR
249	31211 55632	   	170.37	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1BELT|2ASPD|3AART|4FEWX|5ZMB|6RCR|7CDMG|8DMG|9VULN|aDUR
250	31231 55632	   	170.37	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1BELT|2ASPD|3AART|4BEXP|5ZMB|6RCR|7CDMG|8DMG|9VULN|aDUR
251	31225 22543	   	170.27	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1BELT|2ASPD|3AART|4DMG|5CDMG|6RCR|7ZMB|8SNIHEL|9VULN|aDUR
252	31225 25234	   	170.27	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1BELT|2ASPD|3AART|4DMG|5CDMG|6RCR|7TLV|8ZMB|9VULN|aDUR
253	32221 55412	   	170.27	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1BELT|2ZMB|3AART|4DMG|5VULN|6RCR|7CDMG|8MBVNT|9ASPD|aDUR
254	32225 25134	   	170.27	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1BELT|2ZMB|3AART|4DMG|5CDMG|6RCR|7TLV|8ASPD|9VULN|aDUR
255	34425 22111	   	170.24	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	1BELT|2AART|3ERES|4DMG|59CDMG|6RCR|7ZMB|8ASPD|aVULN
256	34525 22111	   	170.24	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	1BELT|2AART|3TLV|4DMG|59CDMG|6RCR|7ZMB|8ASPD|aVULN
257	31225 22114	   	170.04	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1BELT|28ASPD|3AART|4DMG|5CDMG|6RCR|7ZMB|9BEXP|aVULN
258	31225 22124	   	170.04	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1BELT|28ASPD|3AART|4DMG|5CDMG|6RCR|7ZMB|9LHND|aVULN
259	31225 22144	   	170.04	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1BELT|28ASPD|3AART|4DMG|5CDMG|6RCR|7ZMB|9LWND|aVULN
260	31225 22164	   	170.04	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1BELT|28ASPD|3AART|4DMG|5CDMG|6RCR|7ZMB|9FEWX|aVULN
261	31225 22434	   	170.04	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1BELT|29ASPD|3AART|4DMG|5CDMG|6RCR|7ZMB|8LHND|aVULN
262	31225 22635	   	170.04	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1BELT|2aASPD|3AART|4DMG|5CDMG|6RCR|7ZMB|8LWND|9VULN
263	31225 23634	   	170.04	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1BELT|29ASPD|3AART|4DMG|5CDMG|6RCR|7LHND|8ZMB|aVULN
264	11432 43133	 * 	170.04	ACR|4VULN|1DMG|1ZMB|1DUR	1ERES|2DUR|3RCR|4ZMB|5689VULN|7RMIN|aDMG
265	11432 46213	   	170.04	ACR|4VULN|1DMG|1ZMB|1DUR	1ERES|2DUR|3RCR|4ZMB|5678VULN|9LHND|aDMG
266	11432 46223	   	170.04	ACR|4VULN|1DMG|1ZMB|1DUR	1ERES|2DUR|3RCR|4ZMB|5678VULN|9BEXP|aDMG
267	25432 43133	   	170.04	ACR|4VULN|1DMG|1ZMB|1DUR	1DUR|2ERES|3RCR|4ZMB|5689VULN|7RMIN|aDMG
268	31221 53312	   	170.01	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1BELT|2ASPD|3AART|4DMG|58VULN|6RCR|7CGEN|9RMIN|aCDMG
269	31221 53332	   	170.01	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1BELT|2ASPD|3AART|4DMG|58VULN|6RCR|7CGEN|9LHND|aCDMG
270	31221 53352	   	170.01	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1BELT|2ASPD|3AART|4DMG|58VULN|6RCR|79CGEN|aCDMG
271	31225 21636	   	170.01	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1BELT|2ASPD|3AART|4DMG|5CDMG|6RCR|7RPLT|8aVULN|9LIT
272	31225 26136	   	170.01	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1BELT|2ASPD|3AART|4aDMG|5CDMG|6RCR|7LWND|8RMIN|9VULN
273	31225 22134	   	169.94	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1BELT|28ASPD|3AART|4DMG|5CDMG|6RCR|7ZMB|9DUST|aVULN
274	32221 55414	   	169.94	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1BELT|2ZMB|3AART|4DMG|5VULN|6RCR|7CDMG|8MBVNT|9aASPD
275	31221 51312	   	169.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1BELT|2ASPD|3AART|4DMG|58VULN|6RCR|7ERES|9RMIN|aCDMG
276	31221 51352	   	169.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1BELT|2ASPD|3AART|4DMG|58VULN|6RCR|7ERES|9CGEN|aCDMG
277	31221 53362	   	169.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1BELT|2ASPD|3AART|4DMG|58VULN|6RCR|7CGEN|9ERES|aCDMG
278	31221 55148	   	169.91	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1BELT|2ASPD|3AART|49DMG|5VULN|6RCR|7MBVNT|8BEXP|aCDMG
279	21653 33512	   	169.91	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	13DUR|2BEXP|4AART|5LIT|69VULN|7CDMG|8RCR|aDMG
280	22253 33512	   	169.91	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	12DUR|3FEWX|4AART|5LIT|69VULN|7CDMG|8RCR|aDMG
281	31261 14233	   	169.85	DCR|3VULN|2AART|1CDMG|1ASPD	1BELT|2ASPD|34AART|5CDMG|678VULN|9RCR|aRMIN
282	31261 14234	   	169.85	DCR|3VULN|2AART|1CDMG|1ASPD	1BELT|2ASPD|34AART|5CDMG|678VULN|9RCR|aCGEN
283	22153 63512	   	169.81	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	12DUR|3DUST|4AART|5LIT|69VULN|7CDMG|8RCR|aDMG
284	31225 21616	   	169.77	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1SELL	1BELT|2ASPD|3AART|4aDMG|5CDMG|6RCR|7RPLT|8VULN|9SELL
285	31225 24211	   	169.74	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	1BELT|2ASPD|3AART|4DMG|59CDMG|6RCR|7MLV|8ZMB|aVULN
286	32221 55313	   	169.74	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1BELT|2ZMB|3AART|4DMG|5VULN|6RCR|79CDMG|8RCVC|aDUR
287	32223 54613	   	169.74	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1BELT|2ZMB|3AART|4DMG|5RCVC|6RCR|7VULN|89CDMG|aDUR
288	32225 24111	   	169.74	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	1BELT|2ZMB|3AART|4DMG|59CDMG|6RCR|7MLV|8ASPD|aVULN
289	34361 31183	   	169.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BELT|2AART|3DUST|45VULN|6CDMG|7MBVNT|8RCR|9DMG|aZMB
290	31225 25211	   	169.64	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	1BELT|2ASPD|3AART|4DMG|59CDMG|6RCR|7TLV|8ZMB|aVULN
291	32225 25111	   	169.64	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	1BELT|2ZMB|3AART|4DMG|59CDMG|6RCR|7TLV|8ASPD|aVULN
292	11432 52132	   	169.59	ACR|3DMG|1VULN|1CDMG|1ZMB|1DUR	1ERES|2DUR|3RCR|4ZMB|5VULN|6LIT|79aDMG|8CDMG
293	25432 52132	   	169.59	ACR|3DMG|1VULN|1CDMG|1ZMB|1DUR	1DUR|2ERES|3RCR|4ZMB|5VULN|6LIT|79aDMG|8CDMG
294	32225 23641	   	169.57	DCR|3DMG|1AART|1CDMG|1ZMB	1BELT|2ZMB|3AART|489DMG|5CDMG|6RCR|7LEGI|aRPLT
295	32225 23643	   	169.57	DCR|3DMG|1AART|1CDMG|1ZMB	1BELT|2ZMB|3AART|489DMG|5CDMG|6RCR|7LEGI|aLHND
296	32225 13633	   	169.55	DCR|3AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1BELT|2ZMB|367AART|4DMG|5CDMG|8VULN|9ASPD|aRCR
297	13222 31524	   	169.42	DCR|3DMG|1AART|1VULN|1ASPD	12ERES|3VULN|45aDMG|6RCR|7AART|8BEXP|9ASPD
298	31221 11432	 * 	169.33	DCR|2VULN|1AART|1DMG|2ASPD|1FLTHEA	1BELT|27ASPD|3AART|4DMG|5aVULN|6TLV|8FLTHEA|9RCR
299	32221 36134	   	169.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BELT|2ZMB|3AART|4aDMG|5VULN|6CDMG|7LWND|8RCR|9LHND
300	32221 25134	   	169.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BELT|2ZMB|3AART|4aDMG|5VULN|6FEWX|7CDMG|8RCR|9LHND
301	32221 36154	   	169.18	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BELT|2ZMB|3AART|4aDMG|5VULN|6CDMG|7LWND|8RCR|9DUST
302	32221 25154	   	169.18	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BELT|2ZMB|3AART|4aDMG|5VULN|6FEWX|7CDMG|8RCR|9DUST
303	33231 36251	   	169.17	DCR|4VULN|1AART|1CDMG	1BELT|2LWND|389aVULN|4CDMG|5AART|6LIT|7RCR
304	31225 41351	   	169.13	DCR|2DMG|1AART|1VULN|2CDMG|1ASPD	1BELT|2ASPD|3AART|46DMG|56CDMG|6BPWR|7DUST|8LIT|9RCR|aVULN
305	36214 25222	   	169.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BELT|2CDMG|3LIT|4RCR|5DMG|6ZMB|7aVULN|8AART|9ERES
306	24453 22112	   	168.92	ACR|2DMG|1AART|2ZMB|1CDMG|2DUR	18DUR|29RMIN|3RCR|48ZMB|58DMG|6AART|7BELT|8BPWR|aCDMG
307	32221 63531	   	168.88	DCR|3VULN|1AART|1DMG|1ZMB	1BELT|2ZMB|3AART|4DMG|568VULN|7RCVC|9RCR|aCGEN
308	32221 63536	   	168.88	DCR|3VULN|1AART|1DMG|1ZMB	1BELT|2ZMB|3AART|4DMG|568VULN|7RCVC|9RCR|aLWND
309	32221 64131	   	168.88	DCR|3VULN|1AART|1DMG|1ZMB	1BELT|2ZMB|3AART|4DMG|567VULN|8aLWND|9RCR
310	32221 64134	   	168.88	DCR|3VULN|1AART|1DMG|1ZMB	1BELT|2ZMB|3AART|4DMG|567VULN|8LWND|9RCR|aMLV
311	32221 64135	   	168.88	DCR|3VULN|1AART|1DMG|1ZMB	1BELT|2ZMB|3AART|4DMG|567VULN|8LWND|9RCR|aBEXP
312	32221 64136	   	168.88	DCR|3VULN|1AART|1DMG|1ZMB	1BELT|2ZMB|3AART|4DMG|567VULN|8LWND|9RCR|aRMIN
313	32225 13615	 * 	168.86	DCR|3AART|1VULN|1DMG|2ZMB|1CDMG	1BELT|2aZMB|367AART|4DMG|5CDMG|8VULN|9RCR
314	32221 63532	   	168.78	DCR|3VULN|1AART|1DMG|1ZMB	1BELT|2ZMB|3AART|4DMG|568VULN|7RCVC|9RCR|aDUST
315	32221 63535	   	168.78	DCR|3VULN|1AART|1DMG|1ZMB	1BELT|2ZMB|3AART|4DMG|568VULN|7RCVC|9RCR|aERES
316	32221 64132	   	168.78	DCR|3VULN|1AART|1DMG|1ZMB	1BELT|2ZMB|3AART|4DMG|567VULN|8LWND|9RCR|aDUST
317	32221 64133	   	168.78	DCR|3VULN|1AART|1DMG|1ZMB	1BELT|2ZMB|3AART|4DMG|567VULN|8LWND|9RCR|aERES
318	11432 52332	   	168.76	ACR|2VULN|2DMG|2ZMB|1ASPD|1DUR	19ERES|2DUR|3RCR|49ZMB|58VULN|6LIT|79DMG|9BPWR|aASPD
319	32221 55152	   	168.72	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1BELT|2ZMB|3AART|4DMG|5VULN|6RCR|7CDMG|8RMIN|9aDUR
