0	Index      	 *	Score 	Summary	Detail	
1	15384 83342	 * 	193.07	DCR|4VULN|2DMG|1AART	1LIT|2MBVNT|345aVULN|6RCR|78DMG|9AART
173	24351 33153	   	166.64	ACR|3VULN|3DMG	127VULN|3LHND|47aDMG|5RCR|67BEXP|7BPWR|8DUST|9MLV
174	24351 33422	   	166.64	ACR|3VULN|3DMG	127VULN|3LHND|479DMG|5RCR|67BEXP|7BPWR|8LIT|aMBVNT
175	24351 33423	   	166.64	ACR|3VULN|3DMG	127VULN|3LHND|479DMG|5RCR|67BEXP|7BPWR|8LIT|aDUST
176	15761 33144	 * 	166.63	DCR|2VULN|2AART|2CDMG|2ZMB	1LIT|2MBVNT|35CDMG|45ZMB|5BPWR|67AART|8aVULN|9RCR
177	14323 42623	   	166.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LIT|23VULN|4ERES|5RCR|6CDMG|7RMIN|8AART|9ZMB|aDMG
178	24351 13213	   	166.54	ACR|3VULN|3DMG	127VULN|3LHND|47aDMG|5RCR|67DUST|7BPWR|8CGEN|9FEWX
179	24351 13421	   	166.54	ACR|3VULN|3DMG	127VULN|3LHND|479DMG|5RCR|67DUST|7BPWR|8LIT|aMLV
180	24351 13513	   	166.54	ACR|3VULN|3DMG	127VULN|3LHND|47aDMG|5RCR|67DUST|7BPWR|8MLV|9FEWX
181	24351 13633	   	166.54	ACR|3VULN|3DMG	127VULN|3LHND|47aDMG|5RCR|67DUST|7BPWR|8FEWX|9CGEN
182	24351 33143	   	166.54	ACR|3VULN|3DMG	127VULN|3LHND|47aDMG|5RCR|67BEXP|7BPWR|8DUST|9ERES
183	41531 21315	   	166.52	DCR|3VULN|1AART|1DMG|1ASPD	1RPLT|23aVULN|4AART|5ASPD|6DMSP|7ERES|8RCR|9DMG
184	22123 16244	   	166.46	DCR|4VULN|1AART|1ASPD	189aVULN|2ASPD|3LWND|4BELT|5RCVC|6RCR|7AART
185	14323 23322	   	166.44	ACR|3VULN|3DMG	1LIT|23aVULN|4ERES|5RCR|6RMIN|789DMG
186	14553 23322	   	166.44	ACR|3VULN|3DMG	1LIT|24aVULN|3ERES|5RCR|6RMIN|789DMG
187	24351 13123	   	166.44	ACR|3VULN|3DMG	127VULN|3LHND|47aDMG|5RCR|678DUST|7BPWR|9FEWX
188	24351 13422	   	166.44	ACR|3VULN|3DMG	127VULN|3LHND|479DMG|5RCR|67DUST|7BPWR|8LIT|aMBVNT
189	24351 13423	   	166.44	ACR|3VULN|3DMG	127VULN|3LHND|479DMG|5RCR|67aDUST|7BPWR|8LIT
190	24351 21324	   	166.44	ACR|3VULN|3DMG	128VULN|3LHND|48aDMG|5RCR|6BELT|78ERES|8BPWR|9NUKE
191	24653 23322	   	166.44	ACR|3VULN|3DMG	12aVULN|3TLV|4LIT|5RCR|6RMIN|789DMG
192	41531 32315	   	166.42	DCR|3VULN|1AART|1DMG|1ASPD	1RPLT|23aVULN|4AART|5ASPD|67ERES|8RCR|9DMG
193	25353 24231	   	166.32	DCR|3VULN|3DMG	18aVULN|2TLV|3DUST|467DMG|5RCVC|9RCR
194	15383 83324	   	166.17	DCR|3DMG|2VULN|1ZMB	1LIT|2MBVNT|34VULN|5DMSP|6RCR|789DMG|aZMB
195	22664 48223	   	166.07	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1VULN|2ASPD|3LHND|4MBVNT|5DUR|6AART|7RCR|8ZMB|9DMG|aCDMG
196	14225 31622	   	165.99	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB|1ASPD	1LIT|25VULN|3AART|4ASPD|6aDUR|7ZMB|8CDMG|9RCR
197	62113 15632	 * 	165.88	DCR|2VULN|2DMG|3ASPD|1ZMB	13FEWX|23aASPD|3aBPWR|4ZMB|5LIT|6aDMG|7ERES|8RCR|9aVULN
198	24353 25231	   	165.82	DCR|3VULN|3DMG	12aVULN|3LHND|468DMG|5ERES|7RCVC|9RCR
199	23253 53623	   	165.65	DCR|2VULN|2DMG|2ZMB|1CDMG|1ASPD	17VULN|2BEXP|37ZMB|4LHND|5ASPD|67DMG|7BPWR|8FEWX|9CDMG|aRCR
200	23253 53123	   	165.55	DCR|2VULN|2DMG|2ZMB|1CDMG|1ASPD	17VULN|2BEXP|37ZMB|4LHND|5ASPD|67DMG|7BPWR|8DUST|9CDMG|aRCR
201	12361 23453	   	165.39	DCR|2VULN|2DMG|1CDMG|2DUR	1LIT|24DUR|34VULN|4BPWR|57TLV|6RCR|8aDMG|9CDMG
202	41234 48363	   	165.32	DCR|3VULN|1AART|1DMG|1ASPD	1RPLT|259VULN|3MBVNT|4LWND|6DMG|7RCR|8ASPD|aAART
203	14323 63411	   	165.27	ACR|2VULN|2DMG|1AART|1ASPD	1LIT|23VULN|4ERES|5RCR|6ASPD|78DMG|9CGEN|aAART
204	24351 33411	   	165.18	ACR|4VULN|2DMG	1279VULN|3LHND|47DMG|5RCR|67BEXP|7BPWR|8LIT|aCGEN
205	24351 33511	   	165.18	ACR|4VULN|2DMG	127aVULN|3LHND|47DMG|5RCR|67BEXP|7BPWR|8MLV|9FEWX
206	24351 33522	   	165.18	ACR|4VULN|2DMG	127aVULN|3LHND|47DMG|5RCR|67BEXP|7BPWR|8MLV|9RPLT
207	24351 33631	   	165.18	ACR|4VULN|2DMG	127aVULN|3LHND|47DMG|5RCR|67BEXP|7BPWR|8FEWX|9CGEN
208	24151 53312	   	165.18	ACR|4VULN|2DMG	129aVULN|3FEWX|4aDMG|5RCR|6CGEN|7LIT|8aLWND|aBPWR
209	15764 33143	   	165.15	DCR|2AART|1VULN|1DMG|2CDMG|1ZMB	1LIT|2MBVNT|35CDMG|4ZMB|67AART|8VULN|9RCR|aDMG
210	14414 13222	   	165.08	ACR|4VULN|2DMG	1aLIT|268aVULN|3MBVNT|4LWND|5RCR|7CGEN|9aDMG|aBPWR
211	14414 36222	   	165.08	ACR|4VULN|2DMG	1aLIT|278aVULN|3MBVNT|4LWND|5RCR|6CGEN|9aDMG|aBPWR
212	14414 44822	   	165.08	ACR|4VULN|2DMG	1aLIT|278aVULN|3MBVNT|4LWND|5RCR|6MLV|9aDMG|aBPWR
213	15314 13222	   	165.08	ACR|4VULN|2DMG	1aLIT|2MBVNT|368aVULN|4LWND|5RCR|7CGEN|9aDMG|aBPWR
214	15314 18822	   	165.08	ACR|4VULN|2DMG	1aLIT|2MBVNT|368aVULN|4LWND|5RCR|7MLV|9aDMG|aBPWR
215	15314 36222	   	165.08	ACR|4VULN|2DMG	1aLIT|2MBVNT|378aVULN|4LWND|5RCR|6CGEN|9aDMG|aBPWR
216	15314 44822	   	165.08	ACR|4VULN|2DMG	1aLIT|2MBVNT|378aVULN|4LWND|5RCR|6MLV|9aDMG|aBPWR
217	24151 11262	   	165.08	ACR|4VULN|2DMG	127aVULN|3FEWX|4aDMG|5RCR|6DUST|8CGEN|9aLIT|aBPWR
218	24151 11432	   	165.08	ACR|4VULN|2DMG	127aVULN|3FEWX|4aDMG|5RCR|6DUST|8LIT|9aCGEN|aBPWR
219	24351 33114	   	165.08	ACR|4VULN|2DMG	127aVULN|3LHND|47DMG|5RCR|67BEXP|7BPWR|8DUST|9LWND
220	24351 33131	   	165.08	ACR|4VULN|2DMG	127aVULN|3LHND|47DMG|5RCR|67BEXP|7BPWR|8DUST|9CGEN
221	24351 33151	   	165.08	ACR|4VULN|2DMG	127aVULN|3LHND|47DMG|5RCR|67BEXP|7BPWR|8DUST|9MLV
222	24351 33311	   	165.08	ACR|4VULN|2DMG	127aVULN|3LHND|47DMG|5RCR|67BEXP|7BPWR|8ERES|9FEWX
223	24351 33341	   	165.08	ACR|4VULN|2DMG	127aVULN|3LHND|47DMG|5RCR|67BEXP|7BPWR|8ERES|9CGEN
224	21136 14423	 * 	165.02	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1VULN|2DUST|3CDMG|4AART|56RCVC|7ZMB|8FLTHEA|9DMG|aRCR
225	14414 16222	   	164.98	ACR|4VULN|2DMG	1aLIT|268aVULN|3MBVNT|4LWND|5RCR|7ERES|9aDMG|aBPWR
226	14424 13222	   	164.98	ACR|4VULN|2DMG	1aLIT|268aVULN|3MBVNT|4DUST|5RCR|7CGEN|9aDMG|aBPWR
227	14424 34222	   	164.98	ACR|4VULN|2DMG	1aLIT|278aVULN|3MBVNT|4DUST|5RCR|6CGEN|9aDMG|aBPWR
228	14424 44822	   	164.98	ACR|4VULN|2DMG	1aLIT|278aVULN|3MBVNT|4DUST|5RCR|6MLV|9aDMG|aBPWR
229	15314 16222	   	164.98	ACR|4VULN|2DMG	1aLIT|2MBVNT|368aVULN|4LWND|5RCR|7ERES|9aDMG|aBPWR
230	15324 13222	   	164.98	ACR|4VULN|2DMG	1aLIT|2MBVNT|368aVULN|4DUST|5RCR|7CGEN|9aDMG|aBPWR
231	15324 34222	   	164.98	ACR|4VULN|2DMG	1aLIT|2MBVNT|378aVULN|4DUST|5RCR|6CGEN|9aDMG|aBPWR
232	15324 44822	   	164.98	ACR|4VULN|2DMG	1aLIT|2MBVNT|378aVULN|4DUST|5RCR|6MLV|9aDMG|aBPWR
233	24351 13211	   	164.98	ACR|4VULN|2DMG	127aVULN|3LHND|47DMG|5RCR|67DUST|7BPWR|8CGEN|9FEWX
234	24351 13253	   	164.98	ACR|4VULN|2DMG	127aVULN|3LHND|47DMG|5RCR|67DUST|7BPWR|8CGEN|9RMIN
235	24351 13411	   	164.98	ACR|4VULN|2DMG	1279VULN|3LHND|47DMG|5RCR|67DUST|7BPWR|8LIT|aCGEN
236	24351 13511	   	164.98	ACR|4VULN|2DMG	127aVULN|3LHND|47DMG|5RCR|67DUST|7BPWR|8MLV|9FEWX
237	24351 13522	   	164.98	ACR|4VULN|2DMG	127aVULN|3LHND|47DMG|5RCR|67DUST|7BPWR|8MLV|9RPLT
238	24351 13631	   	164.98	ACR|4VULN|2DMG	127aVULN|3LHND|47DMG|5RCR|67DUST|7BPWR|8FEWX|9CGEN
239	24351 33141	   	164.98	ACR|4VULN|2DMG	127aVULN|3LHND|47DMG|5RCR|67BEXP|7BPWR|8DUST|9ERES
240	24351 61233	   	164.98	ACR|4VULN|2DMG	126aVULN|3LHND|48DMG|5RCR|7CGEN|9RPLT
241	24631 11422	   	164.98	ACR|4VULN|2DMG	127aVULN|3TLV|4aFEWX|5RCR|6DUST|8LIT|9aDMG|aBPWR
242	14323 52431	   	164.90	ACR|2VULN|2AART|1DMG|1ZMB	1LIT|23VULN|46ERES|5RCR|79AART|8ZMB|aDMG
243	24351 31223	   	164.89	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	127VULN|3LHND|4DMG|5RCR|6BEXP|8DUR|9CDMG|aZMB
244	14235 23343	   	164.88	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|25VULN|3AART|4ERES|6RCR|7LHND|8RCVC|9CDMG|aDMG
245	14236 23343	   	164.88	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|25VULN|3AART|45ERES|5BPWR|6RCR|7LHND|8RCVC|9CDMG|aDMG
246	24351 13135	   	164.78	ACR|4VULN|2DMG	127aVULN|3LHND|47DMG|5RCR|678DUST|7BPWR|9ERES
247	24351 33432	   	164.73	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47DMG|5RCR|67BEXP|7BPWR|8LIT|9CGEN|aCDMG
248	24351 33622	   	164.73	ACR|3VULN|2DMG|1CDMG	127VULN|3aLHND|47DMG|5RCR|67BEXP|7BPWR|8FEWX|9CDMG
249	14353 43331	   	164.71	DCR|2VULN|2AART|1DMG|1ASPD	14LIT|23VULN|5ERES|6RCR|7ASPD|89AART|aDMG
250	24351 33122	   	164.63	ACR|3VULN|2DMG|1CDMG	127VULN|3aLHND|47DMG|5RCR|67BEXP|7BPWR|8DUST|9CDMG
251	24351 33125	   	164.63	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47DMG|5RCR|67BEXP|7BPWR|8DUST|9CDMG|aMLV
252	24351 33325	   	164.63	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47DMG|5RCR|67BEXP|7BPWR|8ERES|9RPLT|aCDMG
253	24351 33361	   	164.63	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47DMG|5RCR|67BEXP|7BPWR|8ERES|9CDMG|aLIT
254	24351 33362	   	164.63	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47DMG|5RCR|67BEXP|7BPWR|8ERES|9CDMG|aCGEN
255	24351 33621	   	164.63	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47DMG|5RCR|67BEXP|7BPWR|8FEWX|9CDMG|aTLV
256	41227 16321	   	164.63	ACR|3VULN|2DMG|1CDMG	1RPLT|28aVULN|3MBVNT|4CGEN|5RCR|68MLV|78DMG|8BPWR|9CDMG
257	41227 16323	 * 	164.63	ACR|3DMG|2VULN|1CDMG	1RPLT|28VULN|3MBVNT|4CGEN|5RCR|68MLV|78aDMG|8BPWR|9CDMG
258	61325 31421	   	164.62	DCR|3VULN|1AART|1DMG|1DUR	1FEWX|28DUST|3AART|45aVULN|6DMG|7DUR|9RCR
259	41531 42323	   	164.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RPLT|23VULN|4AART|5ASPD|6LWND|7CDMG|8RCR|9FEWX|aDMG
260	41533 32343	   	164.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RPLT|23VULN|4AART|5BEXP|6ASPD|7CDMG|8RCR|9LHND|aDMG
261	41533 32363	   	164.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RPLT|23VULN|4AART|5BEXP|6ASPD|7CDMG|8RCR|9LWND|aDMG
262	24351 13225	   	164.53	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47DMG|5RCR|67DUST|7BPWR|8CGEN|9RPLT|aCDMG
263	24351 13242	   	164.53	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47DMG|5RCR|67DUST|7BPWR|89CGEN|aCDMG
264	24351 13262	   	164.53	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47DMG|5RCR|67DUST|7BPWR|8CGEN|9LIT|aCDMG
265	24351 13432	   	164.53	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47DMG|5RCR|67DUST|7BPWR|8LIT|9CGEN|aCDMG
266	24351 13622	   	164.53	ACR|3VULN|2DMG|1CDMG	127VULN|3aLHND|47DMG|5RCR|67DUST|7BPWR|8FEWX|9CDMG
267	24351 31423	   	164.53	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|49DMG|5RCR|6BEXP|8LIT|aCDMG
268	24351 33121	   	164.53	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47DMG|5RCR|67BEXP|7BPWR|8DUST|9CDMG|aTLV
269	24351 33363	   	164.53	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47DMG|5RCR|67BEXP|7BPWR|8ERES|9CDMG|aBASICY
270	24351 11423	   	164.43	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|49DMG|5RCR|6DUST|8LIT|aCDMG
271	24351 13125	   	164.43	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47DMG|5RCR|678DUST|7BPWR|9FEWX|aCDMG
272	24351 13621	   	164.43	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47DMG|5RCR|67DUST|7BPWR|8FEWX|9CDMG|aTLV
273	24351 21315	   	164.43	ACR|3VULN|2DMG|1CDMG	128VULN|3LHND|48DMG|5RCR|6BELT|78ERES|8BPWR|9LEGI|aCDMG
274	24351 61213	 * 	164.43	ACR|3VULN|2DMG|1FLTHEA	126VULN|3LHND|48DMG|5RCR|7CGEN|9AIRHEL|aFLTHEA
275	22541 22523	   	164.35	DCR|2VULN|2DMG|1AART|1ASPD	18VULN|2ASPD|3DMSP|4MLV|5LWND|6aDMG|7AART|9RCR
276	24351 13134	   	164.33	ACR|3VULN|2DMG|1CDMG	127VULN|3LHND|47DMG|5RCR|678DUST|7BPWR|9ERES|aCDMG
277	14235 21133	   	164.18	DCR|2VULN|1AART|1DMG|2ZMB	1LIT|25VULN|3AART|4ERES|6RCR|7aZMB|8RPLT|9DMG
278	14236 21133	   	164.18	DCR|2VULN|1AART|1DMG|2ZMB	1LIT|25VULN|3AART|45ERES|5BPWR|6RCR|7aZMB|8RPLT|9DMG
279	24231 62113	   	164.04	ACR|3VULN|1AART|1DMG|1ASPD	126VULN|3ASPD|48FEWX|5RCR|7DMSP|9AART|aDMG
280	24231 63613	   	164.04	ACR|3VULN|1AART|1DMG|1ASPD	126VULN|3ASPD|48FEWX|5RCR|7LWND|9AART|aDMG
281	41513 32333	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RPLT|23VULN|4CGEN|5AART|6LWND|7CDMG|8RCR|9DUR|aDMG
282	15362 43137	   	163.97	DCR|3VULN|2DMG|1ZMB	1aLIT|2MBVNT|36aVULN|4BELT|5ZMB|7RCR|8MLV|9aDMG|aBPWR
283	12361 26431	   	163.95	DCR|3VULN|1AART|2DUR|1ZMB	1LIT|24DUR|349VULN|4BPWR|58TLV|6RCR|7ZMB|aAART
284	24223 56133	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	12VULN|3ASPD|4RPLT|5LEGI|6CDMG|7RCR|8LWND|9AART|aDMG
285	24351 11114	   	163.84	ACR|3VULN|1AART|1DMG|1DUR	127VULN|3LHND|4DMG|5RCR|68DUST|9AART|aDUR
286	24154 31131	   	163.77	DCR|3DMG|2VULN|1ZMB	12VULN|3FEWX|46aDMG|5DLOT|7RCR|8ZMB|9RPLT
287	24355 23231	   	163.72	DCR|3VULN|3DMG	12aVULN|3LHND|468DMG|5MLV|7DMSP|9RCR
288	24313 33214	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	12VULN|34LHND|5ERES|6RCR|7ZMB|8DMG|9AART|aDUR
289	24154 31123	   	163.67	DCR|3DMG|2VULN|1ZMB	12VULN|3FEWX|46aDMG|5DLOT|7RCR|8ZMB|9ERES
290	24233 26523	   	163.62	DCR|3VULN|1AART|1DMG|1ASPD	128VULN|3ASPD|4FEWX|5ERES|6DMG|7AART|9RCR|aRCVC
291	24353 21233	   	163.62	DCR|3VULN|3DMG	12aVULN|3LHND|468DMG|5ERES|7FEWX|9RCR
292	24353 23231	   	163.62	DCR|3VULN|3DMG	12aVULN|3LHND|468DMG|5ERES|7DMSP|9RCR
293	24353 24232	   	163.62	DCR|3VULN|3DMG	128VULN|3LHND|467DMG|5ERES|9RCR|aFEWX
294	24453 23231	   	163.62	DCR|3VULN|3DMG	12aVULN|3BEXP|468DMG|5ERES|7DMSP|9RCR
295	24353 24331	   	163.52	DCR|3VULN|3DMG	12aVULN|3LHND|467DMG|58ERES|9RCR
296	24351 61221	   	163.49	ACR|3VULN|2DMG|1ZMB	126VULN|3LHND|48DMG|5RCR|7CGEN|9RCVC|aZMB
297	63161 11412	   	163.41	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|2BEXP|3CDMG|4MGNLIT|5DUR|6VULN|7RCR|89DMG|aAART
298	24353 24233	   	163.37	DCR|3VULN|3DMG|1SELL	128VULN|3LHND|467DMG|5ERES|9RCR|aSELL
299	15383 83344	   	163.31	DCR|2VULN|2DMG|1AART	1LIT|2MBVNT|34VULN|5DMSP|6RCR|78DMG|9AART|aMLV
300	63325 22521	   	163.30	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1FEWX|2BEXP|3AART|45VULN|6RCR|7LWND|8DMG|9DUR|aASPD
301	15383 83341	   	163.21	DCR|2VULN|2DMG|1AART	1LIT|2MBVNT|34VULN|5DMSP|6RCR|78DMG|9AART|aERES
302	61325 21521	   	163.20	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1FEWX|2DUST|3AART|45VULN|6RCR|7BEXP|8DMG|9DUR|aASPD
303	61325 22521	   	163.20	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1FEWX|2DUST|3AART|45VULN|6RCR|7LWND|8DMG|9DUR|aASPD
304	61325 26321	   	163.20	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1FEWX|2DUST|3AART|45VULN|6RCR|7LIT|8ASPD|9DUR|aDMG
305	16222 33223	   	163.17	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1LIT|2LHND|3AART|4ASPD|5ZMB|6DUR|7VULN|8CDMG|9RCR|aDMG
306	22621 42236	   	163.17	DCR|4VULN|1AART|2ASPD	168aVULN|2aASPD|3aLHND|4BELT|5LEGI|7AART|9RCR|aBPWR
307	14323 25335	 * 	163.08	ACR|4VULN|2AART	1LIT|237aVULN|4ERES|5RCR|6RMIN|89AART
308	63325 22222	   	163.08	DCR|2VULN|1AART|1DMG|1CDMG	1FEWX|2BEXP|3AART|45VULN|6RCR|7LWND|8LHND|9DMG|aCDMG
309	63325 26213	   	163.08	DCR|2VULN|1AART|1DMG|1CDMG	1FEWX|2BEXP|3AART|45VULN|6RCR|7LIT|8CDMG|9LHND|aDMG
310	63325 26231	   	163.08	DCR|2VULN|1AART|1DMG|1CDMG	1FEWX|2BEXP|3AART|45VULN|6RCR|7LIT|8CDMG|9DMG|aLHND
311	63322 26235	   	163.08	DCR|2DMG|1AART|1VULN|1CDMG	1FEWX|2BEXP|3AART|4VULN|5DMSP|6RCR|7LIT|8CDMG|9aDMG
