0	Index      	 *	Score 	Summary	Detail	
1	31212 45353	 * 	205.69	ACR|3DMG|2VULN|1AART|2ASPD|1CDMG	1aVULN|2LIT|35aDMG|4RCR|6CDMG|7AART|8FEWX|9aASPD|aBPWR
169	36118 43448	   	185.17	DCR|3VULN|2DMG|3CDMG|1ZMB	128VULN|3RPLT|4MBVNT|5ZMB|68aCDMG|78DMG|8BPWR|9RCR
170	31211 43343	 * 	185.13	ACR|2VULN|2DMG|1AART|2ZMB|1ASPD	1aVULN|2LIT|3aDMG|4RCR|5ERES|6AART|7ASPD|8aZMB|9RPLT|aBPWR
171	32314 22543	   	185.10	ACR|4VULN|1AART|1DMG|1ZMB	1257VULN|2BPWR|3DMG|4RCR|6LHND|8AART|9BASHEA|aZMB
172	32314 53531	   	185.10	ACR|4VULN|1AART|1DMG|1ZMB	125aVULN|2BPWR|3DMG|4RCR|6ERES|7ZMB|8AART|9RPLT
173	32311 32523	   	184.88	ACR|3VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	127VULN|2BPWR|3DMG|4RCR|5ASPD|6TLV|8AART|9DUR|aZMB
174	32311 42523	   	184.88	ACR|3VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	127VULN|2BPWR|3DMG|4RCR|5ASPD|6ERES|8AART|9DUR|aZMB
175	36311 32523	   	184.88	ACR|3VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	127VULN|3DMG|4RCR|5ASPD|6TLV|8AART|9DUR|aZMB
176	36311 42523	   	184.88	ACR|3VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	127VULN|3DMG|4RCR|5ASPD|6ERES|8AART|9DUR|aZMB
177	32314 13514	   	184.75	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	125VULN|2BPWR|3DMG|4RCR|6MLV|7ZMB|8AART|9BEXP|aCDMG
178	31212 11126	   	184.63	ACR|3VULN|2DMG|1AART|1ASPD	19aVULN|2LIT|35DMG|4RCR|6LWND|7ASPD|8AART
179	31212 61126	   	184.63	ACR|3VULN|2DMG|1AART|1ASPD	19aVULN|2LIT|35DMG|4RCR|6LHND|7ASPD|8AART
180	32311 22516	   	184.63	ACR|3VULN|2DMG|1AART|1ASPD	127VULN|2BPWR|3aDMG|4RCR|5ASPD|6CGEN|8AART|9BEXP
181	36311 22516	   	184.63	ACR|3VULN|2DMG|1AART|1ASPD	127VULN|3aDMG|4RCR|5ASPD|6CGEN|8AART|9BEXP
182	32314 22321	   	184.60	ACR|4VULN|1AART|1DMG|1ZMB	1257VULN|2BPWR|3DMG|4RCR|6LHND|8ZMB|9AART|aLSRICY
183	32314 22322	   	184.60	ACR|4VULN|1AART|1DMG|1ZMB	1257VULN|2BPWR|3DMG|4RCR|6LHND|8ZMB|9AART|aLWND
184	32314 22324	   	184.60	ACR|4VULN|1AART|1DMG|1ZMB	1257VULN|2BPWR|3DMG|4RCR|6aLHND|8ZMB|9AART
185	32314 22325	   	184.60	ACR|4VULN|1AART|1DMG|1ZMB	1257VULN|2BPWR|3DMG|4RCR|6LHND|8ZMB|9AART|aMLV
186	36314 22321	   	184.60	ACR|4VULN|1AART|1DMG|1ZMB	1257VULN|3DMG|4RCR|6LHND|8ZMB|9AART|aLSRICY
187	36314 22322	   	184.60	ACR|4VULN|1AART|1DMG|1ZMB	1257VULN|3DMG|4RCR|6LHND|8ZMB|9AART|aLWND
188	36314 22324	   	184.60	ACR|4VULN|1AART|1DMG|1ZMB	1257VULN|3DMG|4RCR|6aLHND|8ZMB|9AART
189	36314 22325	   	184.60	ACR|4VULN|1AART|1DMG|1ZMB	1257VULN|3DMG|4RCR|6LHND|8ZMB|9AART|aMLV
190	32514 11322	   	184.60	ACR|4VULN|1AART|1DMG|1ZMB	125aVULN|2BPWR|3CGEN|4RCR|6MLV|7DMG|8ZMB|9AART
191	36514 11322	   	184.60	ACR|4VULN|1AART|1DMG|1ZMB	125aVULN|3CGEN|4RCR|6MLV|7DMG|8ZMB|9AART
192	32234 61623	   	184.57	DCR|3VULN|2DMG|1AART|1ZMB	125VULN|2BPWR|3DUST|4aDMG|6AART|7LWND|8ZMB|9RCR
193	32324 61623	   	184.57	DCR|3VULN|2DMG|1AART|1ZMB	125VULN|2BPWR|3aDMG|4DUST|6AART|7LWND|8ZMB|9RCR
194	33334 61623	   	184.57	DCR|3VULN|2DMG|1AART|1ZMB	135VULN|2DUST|4aDMG|6AART|7LWND|8ZMB|9RCR
195	32311 22545	   	184.53	ACR|3VULN|2DMG|1AART|1ASPD	127VULN|2BPWR|3aDMG|4RCR|5ASPD|6CGEN|8AART|9CANHEL
196	32311 32516	   	184.53	ACR|3VULN|2DMG|1AART|1ASPD	127VULN|2BPWR|3aDMG|4RCR|5ASPD|6TLV|8AART|9BEXP
197	32311 42516	   	184.53	ACR|3VULN|2DMG|1AART|1ASPD	127VULN|2BPWR|3aDMG|4RCR|5ASPD|6ERES|8AART|9BEXP
198	36311 32516	   	184.53	ACR|3VULN|2DMG|1AART|1ASPD	127VULN|3aDMG|4RCR|5ASPD|6TLV|8AART|9BEXP
199	32314 13422	   	184.50	ACR|4VULN|1AART|1DMG|1ZMB	125aVULN|2BPWR|3DMG|4RCR|6MLV|7ZMB|8TLV|9AART
200	32314 22426	   	184.50	ACR|4VULN|1AART|1DMG|1ZMB	1257VULN|2BPWR|3DMG|4RCR|6LHND|8TLV|9AART|aZMB
201	32314 53422	   	184.50	ACR|4VULN|1AART|1DMG|1ZMB	125aVULN|2BPWR|3DMG|4RCR|6ERES|7ZMB|8MLV|9AART
202	32514 31322	   	184.50	ACR|4VULN|1AART|1DMG|1ZMB	125aVULN|2BPWR|3CGEN|4RCR|6ERES|7DMG|8ZMB|9AART
203	36314 13422	   	184.50	ACR|4VULN|1AART|1DMG|1ZMB	125aVULN|3DMG|4RCR|6MLV|7ZMB|8TLV|9AART
204	36514 31322	   	184.50	ACR|4VULN|1AART|1DMG|1ZMB	125aVULN|3CGEN|4RCR|6ERES|7DMG|8ZMB|9AART
205	32241 21435	 * 	184.43	DCR|4VULN|1AART|2CDMG|3DUR	1278VULN|27BPWR|3DUST|479DUR|5AART|67CDMG|aRCR
206	33341 21435	   	184.43	DCR|4VULN|1AART|2CDMG|3DUR	1378VULN|2DUST|479DUR|5AART|67CDMG|7BPWR|aRCR
207	32311 32545	   	184.43	ACR|3VULN|2DMG|1AART|1ASPD	127VULN|2BPWR|3aDMG|4RCR|5ASPD|6TLV|8AART|9CANHEL
208	35314 42323	   	184.39	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	157VULN|2RCVC|3DMG|4RCR|6FEWX|8AART|9DUR|aCDMG
209	32261 13453	 * 	184.38	ACR|4VULN|3CDMG|1AART|1DUR	1278VULN|278BPWR|3DUST|478LIT|5RCR|678CDMG|9AART|aDUR
210	31212 56433	   	184.35	ACR|3DMG|2VULN|2CDMG|1ZMB	18VULN|2LIT|358DMG|4RCR|6RMIN|78CDMG|8BPWR|9TLV|aZMB
211	34612 13633	   	184.35	ACR|3DMG|2VULN|2CDMG|1ZMB	17VULN|2RMIN|3LIT|4RCR|578DMG|67CDMG|7BPWR|9TLV|aZMB
212	32314 23162	   	184.05	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	125VULN|2BPWR|3DMG|4RCR|6LHND|7ERES|8CDMG|9AART|aZMB
213	36314 23162	   	184.05	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	125VULN|3DMG|4RCR|6LHND|7ERES|8CDMG|9AART|aZMB
214	31621 13434	   	183.88	ACR|4VULN|3CDMG|1AART|1ASPD	1378VULN|2LIT|478LHND|5RCR|678CDMG|78BPWR|9ASPD|aAART
215	32334 63151	   	183.83	DCR|4VULN|1AART|1DMG|1CDMG	125aVULN|2BPWR|3DMG|4LHND|6AART|7CDMG|8BEXP|9RCR
216	31512 43161	   	183.82	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1aVULN|2LIT|3CGEN|4RCR|59DMG|6AART|7ASPD|8CDMG
217	32314 65311	   	183.75	ACR|3VULN|2AART|1DMG|1ZMB	125VULN|2BPWR|3DMG|4RCR|6aAART|7BELT|8BEXP|9ZMB
218	32334 63251	   	183.73	DCR|4VULN|1AART|1DMG|1CDMG	125aVULN|2BPWR|3DMG|4LHND|6AART|7CDMG|8DUST|9RCR
219	32234 63151	   	183.73	DCR|4VULN|1AART|1DMG|1CDMG	125aVULN|2BPWR|3DUST|4DMG|6AART|7CDMG|8BEXP|9RCR
220	32324 63151	   	183.73	DCR|4VULN|1AART|1DMG|1CDMG	125aVULN|2BPWR|3DMG|4DUST|6AART|7CDMG|8BEXP|9RCR
221	33334 63151	   	183.73	DCR|4VULN|1AART|1DMG|1CDMG	135aVULN|2DUST|4DMG|6AART|7CDMG|8BEXP|9RCR
222	31211 43161	   	183.72	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1aVULN|2LIT|39DMG|4RCR|5ERES|6AART|7ASPD|8CDMG
223	32314 62113	   	183.65	ACR|3VULN|2AART|1DMG|1ZMB	125VULN|2BPWR|3DMG|4RCR|68AART|7ERES|9CGEN|aZMB
224	32314 66133	   	183.65	ACR|3VULN|2AART|1DMG|1ZMB	125VULN|2BPWR|3DMG|4RCR|68AART|7CGEN|9TLV|aZMB
225	36314 62113	   	183.65	ACR|3VULN|2AART|1DMG|1ZMB	125VULN|3DMG|4RCR|68AART|7ERES|9CGEN|aZMB
226	32642 31312	 * 	183.57	DCR|3VULN|2AART|1DMG|1DUR	123VULN|2BPWR|4RCVC|5DUR|6RCR|7DMG|8aAART|9BEXP
227	36642 31312	   	183.57	DCR|3VULN|2AART|1DMG|1DUR	123VULN|4RCVC|5DUR|6RCR|7DMG|8aAART|9BEXP
228	32643 31322	   	183.57	DCR|3VULN|2AART|1DMG|1DUR	123VULN|2BPWR|4RCVC|5BEXP|6RCR|7DMG|8aAART|9DUR
229	36643 31322	   	183.57	DCR|3VULN|2AART|1DMG|1DUR	123VULN|4RCVC|5BEXP|6RCR|7DMG|8aAART|9DUR
230	32314 62136	   	183.55	ACR|3VULN|2AART|1DMG|1ZMB	125VULN|2BPWR|3DMG|4RCR|68AART|79ERES|aZMB
231	32314 62163	   	183.55	ACR|3VULN|2AART|1DMG|1ZMB	125VULN|2BPWR|3DMG|4RCR|68AART|7ERES|9TLV|aZMB
232	32314 63112	   	183.49	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	125VULN|2BPWR|3DMG|4RCR|6AART|7CDMG|8BEXP|9RCVC|aDUR
233	36314 63112	   	183.49	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	125VULN|3DMG|4RCR|6AART|7CDMG|8BEXP|9RCVC|aDUR
234	32644 31322	   	183.47	DCR|3VULN|2AART|1DMG|1DUR	123VULN|2BPWR|4RCVC|5DUST|6RCR|7DMG|8aAART|9DUR
235	31421 23451	 * 	183.39	ACR|4VULN|1AART|3DUR|1CDMG|1SELL	1578VULN|278LIT|3SELL|4RCR|678DUR|78BPWR|9AART|aCDMG
236	32312 54433	   	183.38	ACR|3VULN|2DMG|1AART|1ASPD|1SELL	128VULN|28BPWR|38DMG|4RCR|58LIT|6RMIN|7SELL|9ASPD|aAART
237	32314 13522	   	183.33	ACR|3VULN|1AART|1DMG|2DUR|1ZMB	125VULN|2BPWR|3DMG|4RCR|6MLV|7ZMB|8AART|9aDUR
238	36314 13522	   	183.33	ACR|3VULN|1AART|1DMG|2DUR|1ZMB	125VULN|3DMG|4RCR|6MLV|7ZMB|8AART|9aDUR
239	32314 53522	   	183.23	ACR|3VULN|1AART|1DMG|2DUR|1ZMB	125VULN|2BPWR|3DMG|4RCR|6ERES|7ZMB|8AART|9aDUR
240	31212 45221	   	183.22	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	19VULN|2LIT|35DMG|4RCR|6CDMG|7AART|8RPLT|aDUR
241	32314 35116	   	183.19	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	125VULN|2BPWR|3DMG|4RCR|6RCVC|7ASPD|8AART|9CGEN|aCDMG
242	32314 63533	   	183.19	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	125VULN|2BPWR|3DMG|4RCR|6AART|7CDMG|8CGEN|9DUR|aRCVC
243	32642 31333	   	183.03	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	123VULN|2BPWR|4RCVC|5DUR|6RCR|7DMG|8AART|9SNIHEL|aZMB
244	32642 31343	   	183.03	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	123VULN|2BPWR|4RCVC|5DUR|6RCR|7DMG|8AART|9BASHEA|aZMB
245	36642 31333	   	183.03	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	123VULN|4RCVC|5DUR|6RCR|7DMG|8AART|9SNIHEL|aZMB
246	35642 31321	   	182.92	DCR|2VULN|2DMG|1AART|2DUR|2RCVC	13VULN|24RCVC|59DUR|6RCR|7aDMG|8AART
247	32241 21351	   	182.91	DCR|4VULN|1AART|2CDMG|2DUR	127aVULN|27BPWR|3DUST|47DUR|5AART|67CDMG|8ERES|9RCR
248	32241 21356	   	182.91	DCR|4VULN|1AART|2CDMG|2DUR	127aVULN|27aBPWR|3aDUST|47DUR|5AART|67CDMG|8aERES|9RCR
249	33341 21351	   	182.91	DCR|4VULN|1AART|2CDMG|2DUR	137aVULN|2DUST|47DUR|5AART|67CDMG|7BPWR|8ERES|9RCR
250	33341 21356	   	182.91	DCR|4VULN|1AART|2CDMG|2DUR	137aVULN|2aDUST|47DUR|5AART|67CDMG|7aBPWR|8aERES|9RCR
251	36241 21351	   	182.91	DCR|4VULN|1AART|2CDMG|2DUR	127aVULN|3DUST|47DUR|5AART|67CDMG|7BPWR|8ERES|9RCR
252	32314 44323	   	182.89	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	125VULN|2BPWR|3DMG|4RCR|6FEWX|7RCVC|8AART|9DUR|aCDMG
253	31261 43343	   	182.83	ACR|2VULN|2DMG|1AART|2ZMB|1ASPD	1aVULN|2LIT|3aDMG|4CGEN|5RCR|6AART|7ASPD|8aZMB|9RPLT|aBPWR
254	32663 31523	   	182.83	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	123VULN|2BPWR|4LHND|5RCVC|6RCR|7DMG|8AART|9DUR|aZMB
255	32643 31316	   	182.77	DCR|3VULN|2DMG|1AART	123VULN|2BPWR|4RCVC|5BEXP|6RCR|7aDMG|8AART|9FEWX
256	32643 31361	   	182.77	DCR|3VULN|2DMG|1AART	123VULN|2BPWR|4RCVC|59BEXP|6RCR|7aDMG|8AART
257	32314 11256	   	182.64	ACR|4VULN|2DMG|1CDMG	1258VULN|2BPWR|37DMG|4RCR|6MLV|9RCVC|aCDMG
258	31212 45321	   	182.60	ACR|2VULN|2DMG|1AART|2CDMG	1aVULN|2LIT|35DMG|4RCR|69CDMG|7AART|8FEWX
259	11212 45121	   	182.60	ACR|2VULN|2DMG|1AART|2CDMG	1BEXP|2LIT|35DMG|4RCR|69CDMG|7AART|8aVULN
260	32312 45325	   	182.60	ACR|2VULN|2DMG|1AART|2CDMG	12VULN|2BPWR|3aDMG|4RCR|5LIT|69CDMG|7AART|8FEWX
261	41212 45121	   	182.60	ACR|2VULN|2DMG|1AART|2CDMG	1FEWX|2LIT|35DMG|4RCR|69CDMG|7AART|8aVULN
262	51212 45121	   	182.60	ACR|2VULN|2DMG|1AART|2CDMG	1LHND|2LIT|35DMG|4RCR|69CDMG|7AART|8aVULN
263	32312 56136	   	182.59	ACR|3VULN|2DMG|2ASPD|1CDMG	12aVULN|2aBPWR|3aDMG|4RCR|5LIT|6RMIN|7CDMG|8RCVC|9aASPD
264	31421 23452	 * 	182.57	ACR|5VULN|1AART|3DUR|1SELL	1578aVULN|278LIT|3SELL|4RCR|678DUR|78BPWR|9AART
265	31212 45135	   	182.50	ACR|2VULN|2DMG|1AART|2CDMG	19VULN|2LIT|35DMG|4RCR|6aCDMG|7AART|8TLV
266	31211 36136	   	182.49	ACR|3VULN|2DMG|2ASPD|1CDMG	16aVULN|2LIT|3aDMG|4RCR|5ERES|7CDMG|8RCVC|9aASPD|aBPWR
267	34612 13134	   	182.29	ACR|3DMG|2VULN|2CDMG|1ASPD	17VULN|2RMIN|3LIT|4RCR|57aDMG|67CDMG|7BPWR|8RCVC|9ASPD
268	34612 13111	   	182.29	ACR|3VULN|2DMG|2CDMG|1DUR	179VULN|2RMIN|3LIT|4RCR|57DMG|67CDMG|7BPWR|8RCVC|aDUR
269	32241 26151	   	182.21	DCR|4VULN|1AART|1CDMG|1ZMB|1DUR	128aVULN|2BPWR|3DUST|4DUR|5AART|6CDMG|7ZMB|9RCR
270	33341 26151	   	182.21	DCR|4VULN|1AART|1CDMG|1ZMB|1DUR	138aVULN|2DUST|4DUR|5AART|6CDMG|7ZMB|9RCR
271	35314 42322	   	182.19	ACR|3VULN|2AART|1DMG|1DUR	157VULN|2RCVC|3DMG|4RCR|6FEWX|8aAART|9DUR
272	31223 26442	   	182.03	DCR|3VULN|2DMG|2CDMG|1ZMB	18aVULN|2LIT|38DMG|4ZMB|5RCVC|6LWND|78CDMG|8BPWR|9RCR
273	31212 42321	   	182.00	ACR|2VULN|2DMG|1AART|2CDMG	1aVULN|2LIT|35DMG|4RCR|69CDMG|7LHND|8AART
274	32312 42325	   	182.00	ACR|2VULN|2DMG|1AART|2CDMG	12VULN|2BPWR|3aDMG|4RCR|5LIT|69CDMG|7LHND|8AART
275	36312 42325	   	182.00	ACR|2VULN|2DMG|1AART|2CDMG	12VULN|3aDMG|4RCR|5LIT|69CDMG|7LHND|8AART
276	51212 43321	   	182.00	ACR|2VULN|2DMG|1AART|2CDMG	1LHND|2LIT|35DMG|4RCR|69CDMG|7aVULN|8AART
277	32311 22553	   	181.99	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	127VULN|2BPWR|3DMG|4RCR|5ASPD|6CGEN|8AART|9CDMG|aRCVC
278	36311 22553	   	181.99	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	127VULN|3DMG|4RCR|5ASPD|6CGEN|8AART|9CDMG|aRCVC
279	32314 13523	   	181.89	ACR|3VULN|1AART|1DMG|2ZMB|1DUR	125VULN|2BPWR|3DMG|4RCR|6MLV|7aZMB|8AART|9DUR
280	36314 13523	   	181.89	ACR|3VULN|1AART|1DMG|2ZMB|1DUR	125VULN|3DMG|4RCR|6MLV|7aZMB|8AART|9DUR
281	32311 32553	   	181.89	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	127VULN|2BPWR|3DMG|4RCR|5ASPD|6TLV|8AART|9CDMG|aRCVC
282	32311 42553	   	181.89	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	127VULN|2BPWR|3DMG|4RCR|5ASPD|6ERES|8AART|9CDMG|aRCVC
283	36311 32553	   	181.89	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	127VULN|3DMG|4RCR|5ASPD|6TLV|8AART|9CDMG|aRCVC
284	32314 63126	   	181.89	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	125VULN|2BPWR|3DMG|4RCR|6AART|7CDMG|8BEXP|9LWND|aDUR
285	32314 63522	   	181.89	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	125VULN|2BPWR|3DMG|4RCR|6AART|7CDMG|8CGEN|9MLV|aDUR
286	32314 63531	   	181.89	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	125VULN|2BPWR|3DMG|4RCR|6AART|7CDMG|8aCGEN|9DUR
287	32314 63532	   	181.89	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	125VULN|2BPWR|3DMG|4RCR|6AART|7CDMG|8CGEN|9DUR|aFEWX
288	32314 63611	   	181.89	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	125VULN|2BPWR|3DMG|4RCR|6AART|7CDMG|8DUR|9BELT|aLHND
289	32314 63622	   	181.89	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	125VULN|2BPWR|3DMG|4RCR|6AART|7CDMG|8DUR|9LIT|aRPLT
290	32314 63623	   	181.89	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	125VULN|2BPWR|3DMG|4RCR|6AART|7CDMG|8DUR|9LIT|aLHND
291	32314 63632	   	181.89	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	125VULN|2BPWR|3DMG|4RCR|6AART|7CDMG|8DUR|9RPLT|aDMSP
292	32314 53523	   	181.79	ACR|3VULN|1AART|1DMG|2ZMB|1DUR	125VULN|2BPWR|3DMG|4RCR|6ERES|7aZMB|8AART|9DUR
293	32314 62423	   	181.79	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	125VULN|2BPWR|3DMG|4RCR|6AART|7ERES|8DUR|9FEWX|aCDMG
294	32314 63631	   	181.79	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	125VULN|2BPWR|3DMG|4RCR|6AART|7CDMG|8DUR|9RPLT|aERES
295	31211 43165	   	181.79	ACR|3DMG|1AART|1VULN|1CDMG|1ASPD	1VULN|2LIT|39aDMG|4RCR|5ERES|6AART|7ASPD|8CDMG
296	35314 22523	   	181.75	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	157VULN|2RCVC|3DMG|4RCR|6LHND|8AART|9DUR|aZMB
297	35312 14126	   	181.59	ACR|3VULN|2DMG|1AART	19aVULN|2RCVC|3aDMG|4RCR|5LIT|6LWND|7aCGEN|8AART|aBPWR
298	35312 15126	   	181.59	ACR|3VULN|2DMG|1AART	19aVULN|2RCVC|3aDMG|4RCR|5LIT|6LWND|7aMLV|8AART|aBPWR
299	34322 63462	   	181.44	DCR|4VULN|2DMG|2DUR|1ASPD	178aVULN|2RMIN|3ASPD|48DMG|58DUR|6MBVNT|8BPWR|9RCR
300	31261 43161	   	181.42	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1aVULN|2LIT|39DMG|4CGEN|5RCR|6AART|7ASPD|8CDMG
301	32312 56633	   	181.42	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	12VULN|2BPWR|38DMG|4RCR|5LIT|6RMIN|7CDMG|9ASPD|aAART
302	35312 16126	   	181.39	ACR|3VULN|2DMG|1AART	19aVULN|2RCVC|3aDMG|4RCR|5LIT|6LWND|7aERES|8AART|aBPWR
303	32514 22221	 * 	181.32	ACR|5VULN|1AART|2ZMB	1257aVULN|2aBPWR|3aCGEN|4RCR|6LEGI|8aZMB|9AART
304	36514 22221	   	181.32	ACR|5VULN|1AART|2ZMB	1257aVULN|3aCGEN|4RCR|6LEGI|8aZMB|9AART|aBPWR
305	32312 45221	   	181.29	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	129VULN|2BPWR|3DMG|4RCR|5LIT|6CDMG|7AART|8RPLT|aDUR
306	36312 45221	   	181.29	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	129VULN|3DMG|4RCR|5LIT|6CDMG|7AART|8RPLT|aDUR
307	31212 45211	   	181.15	ACR|2DMG|2AART|1VULN|1CDMG|1ZMB	1VULN|2LIT|35DMG|4RCR|6CDMG|7aAART|8RPLT|9ZMB
308	32312 45211	   	181.15	ACR|2VULN|2AART|1DMG|1CDMG|1ZMB	12VULN|2BPWR|3DMG|4RCR|5LIT|6CDMG|7aAART|8RPLT|9ZMB
309	36312 45211	   	181.15	ACR|2VULN|2AART|1DMG|1CDMG|1ZMB	12VULN|3DMG|4RCR|5LIT|6CDMG|7aAART|8RPLT|9ZMB
310	32314 22512	   	181.14	ACR|4VULN|1AART|1DMG|1DUR	1257VULN|2BPWR|3DMG|4RCR|6LHND|8AART|9BEXP|aDUR
311	32314 22521	   	181.14	ACR|4VULN|1AART|1DMG|1DUR	1257VULN|2BPWR|3DMG|4RCR|6LHND|8AART|9DUR|aCGEN
312	32314 42321	   	181.14	ACR|4VULN|1AART|1DMG|1DUR	1257VULN|2BPWR|3DMG|4RCR|6FEWX|8AART|9DUR|aCGEN
313	36314 22512	   	181.14	ACR|4VULN|1AART|1DMG|1DUR	1257VULN|3DMG|4RCR|6LHND|8AART|9BEXP|aDUR
314	36314 22521	   	181.14	ACR|4VULN|1AART|1DMG|1DUR	1257VULN|3DMG|4RCR|6LHND|8AART|9DUR|aCGEN
315	36314 42321	   	181.14	ACR|4VULN|1AART|1DMG|1DUR	1257VULN|3DMG|4RCR|6FEWX|8AART|9DUR|aCGEN
316	32311 22531	   	181.14	ACR|4VULN|1AART|1DMG|1ASPD	127aVULN|2BPWR|3DMG|4RCR|5ASPD|6CGEN|8AART|9RPLT
317	36311 22531	   	181.14	ACR|4VULN|1AART|1DMG|1ASPD	127aVULN|3DMG|4RCR|5ASPD|6CGEN|8AART|9RPLT
318	32312 11126	   	181.14	ACR|4VULN|1AART|1DMG|1ASPD	129aVULN|2BPWR|3DMG|4RCR|5LIT|6LWND|7ASPD|8AART
319	32312 61126	   	181.14	ACR|4VULN|1AART|1DMG|1ASPD	129aVULN|2BPWR|3DMG|4RCR|5LIT|6LHND|7ASPD|8AART
320	36312 11126	   	181.14	ACR|4VULN|1AART|1DMG|1ASPD	129aVULN|3DMG|4RCR|5LIT|6LWND|7ASPD|8AART
321	36312 61126	   	181.14	ACR|4VULN|1AART|1DMG|1ASPD	129aVULN|3DMG|4RCR|5LIT|6LHND|7ASPD|8AART
322	31224 13142	   	181.13	DCR|3VULN|2DMG|2CDMG|1ZMB	17aVULN|2LIT|37DMG|4ZMB|5BEXP|67CDMG|7BPWR|8RCVC|9RCR
323	32311 22544	   	181.04	ACR|4VULN|1AART|1DMG|1ASPD	127aVULN|2BPWR|3DMG|4RCR|5ASPD|6CGEN|8AART|9CANHEL
324	32311 32531	   	181.04	ACR|4VULN|1AART|1DMG|1ASPD	127aVULN|2BPWR|3DMG|4RCR|5ASPD|6TLV|8AART|9RPLT
325	32311 42531	   	181.04	ACR|4VULN|1AART|1DMG|1ASPD	127aVULN|2BPWR|3DMG|4RCR|5ASPD|6ERES|8AART|9RPLT
326	36311 32531	   	181.04	ACR|4VULN|1AART|1DMG|1ASPD	127aVULN|3DMG|4RCR|5ASPD|6TLV|8AART|9RPLT
327	36311 42531	   	181.04	ACR|4VULN|1AART|1DMG|1ASPD	127aVULN|3DMG|4RCR|5ASPD|6ERES|8AART|9RPLT
328	32314 11236	   	181.04	ACR|4VULN|2DMG|1CDMG	1258VULN|2BPWR|37DMG|4RCR|6MLV|9DMSP|aCDMG
329	32314 11246	   	181.04	ACR|4VULN|2DMG|1CDMG	1258VULN|2BPWR|37DMG|4RCR|69MLV|aCDMG
330	36314 11236	   	181.04	ACR|4VULN|2DMG|1CDMG	1258VULN|37DMG|4RCR|6MLV|9DMSP|aCDMG
331	32315 61533	   	181.03	ACR|3VULN|3DMG|2DUR|1SELL	128VULN|28BPWR|38aDMG|4RCR|58DUR|6SELL|7DLOT|9RPLT
332	34612 13522	   	181.00	ACR|2VULN|2DMG|1AART|2CDMG	17VULN|2RMIN|3LIT|4RCR|57DMG|67CDMG|7BPWR|8LWND|9CGEN|aAART
333	34612 13532	   	181.00	ACR|2VULN|2DMG|1AART|2CDMG	17VULN|2RMIN|3LIT|4RCR|57DMG|67CDMG|7BPWR|8LWND|9FEWX|aAART
334	35314 11321	   	180.99	ACR|3VULN|2DMG|1AART	15aVULN|2RCVC|37DMG|4RCR|6aMLV|8aLWND|9AART|aBPWR
335	56361 23323	   	180.98	ACR|3VULN|2DMG|1AART|1DUR|1SELL	19LHND|239VULN|4LIT|5RCR|6DUR|7SELL|89DMG|9BPWR|aAART
336	31443 11323	   	180.98	ACR|3VULN|2DMG|1AART|1DUR|1SELL	179VULN|29LIT|3SELL|4LHND|5RCR|6DUR|89DMG|9BPWR|aAART
