0	Index      	 *	Score 	Summary	Detail	
1	21215 21153	 * 	199.50	DCR|5VULN|2DMG|1AART	1LWND|2456aVULN|36DMG|6BPWR|7RCVC|8AART|9RCR
174	11225 25323	   	175.76	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1DUST|27VULN|39DMG|4ZMB|5DUR|6ERES|8RCR|aAART
175	55322 35323	   	175.76	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	17VULN|29DMG|3DUR|4ZMB|5ERES|6DUST|8RCR|aAART
176	25213 43253	 * 	175.72	DCR|4VULN|3DMG	137LWND|279DMG|4DUST|59LIT|6789VULN|79BPWR|aRCR
177	61513 31212	 * 	175.70	ACR|3VULN|1AART|1DMG|1FLTHEA|1SELL	1SELL|2FLTHEA|3RCR|469VULN|5TLV|7MBVNT|8AART|aDMG
178	15331 33615	   	175.31	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1aDUST|2aDMG|3AART|49RCVC|5CDMG|6RCR|7VULN|8aDUR|aBPWR
179	61531 11212	 * 	175.30	ACR|2VULN|1AART|2CDMG|2FLTHEA|1ASPD|1SELL	1SELL|27FLTHEA|3RCR|47CDMG|5AART|6RPLT|7BPWR|89VULN|aASPD
180	61531 11511	 * 	175.30	ACR|2VULN|1AART|2CDMG|2FLTHEA|1DUR|1SELL	1SELL|27FLTHEA|3RCR|47CDMG|5AART|6RPLT|7BPWR|8DUR|9aVULN
181	56213 13311	 * 	175.29	ACR|3VULN|2DMG|1AART	14aVULN|27MLV|3LWND|5RCR|69DMG|8AART
182	21213 24361	   	175.26	DCR|2VULN|2DMG|1AART|1CDMG	1LWND|24VULN|39DMG|5RMIN|6RPLT|7RCR|8AART|aCDMG
183	41213 24361	   	175.26	DCR|2VULN|2DMG|1AART|1CDMG	1FEWX|24VULN|39DMG|5RMIN|6RPLT|7RCR|8AART|aCDMG
184	51112 24161	   	175.26	DCR|2VULN|2DMG|1AART|1CDMG	12VULN|3RPLT|49DMG|5CGEN|6LHND|7RCR|8AART|aCDMG
185	51112 34161	   	175.26	DCR|2VULN|2DMG|1AART|1CDMG	12VULN|3RPLT|49DMG|5CGEN|6LWND|7RCR|8AART|aCDMG
186	15361 31128	 * 	175.23	DCR|2DMG|1AART|3CDMG|1VULN	1DUST|24DMG|3AART|59aCDMG|6RCR|7MBVNT|8VULN
187	15361 33611	   	175.21	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1DUST|24DMG|3AART|5CDMG|6RCR|7VULN|8aDUR|9RCVC
188	52313 11311	   	175.19	ACR|3VULN|2DMG|1AART	14aVULN|27LHND|3ERES|5RCR|69DMG|8AART
189	21212 24161	   	175.16	DCR|2VULN|2DMG|1AART|1CDMG	1LWND|24VULN|39DMG|5TLV|6RPLT|7RCR|8AART|aCDMG
190	41212 24361	   	175.16	DCR|2VULN|2DMG|1AART|1CDMG	1FEWX|24VULN|39DMG|5TLV|6RPLT|7RCR|8AART|aCDMG
191	11213 24361	   	175.16	DCR|2VULN|2DMG|1AART|1CDMG	1DUST|24VULN|39DMG|5RMIN|6RPLT|7RCR|8AART|aCDMG
192	21313 14311	   	175.09	ACR|3VULN|2DMG|1AART	1LWND|24aVULN|37ERES|5RCR|69DMG|8AART
193	52313 12311	   	175.09	ACR|3VULN|2DMG|1AART	14aVULN|2LHND|37ERES|5RCR|69DMG|8AART
194	11212 24361	   	175.06	DCR|2VULN|2DMG|1AART|1CDMG	1DUST|24VULN|39DMG|5TLV|6RPLT|7RCR|8AART|aCDMG
195	12323 13534	   	175.03	DCR|3VULN|1AART|1DMG|1CDMG	1DUST|2BELT|3CGEN|46aVULN|5AART|7RCR|8DMG|9CDMG
196	52234 22135	   	174.97	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	1aVULN|2LHND|3aDMG|4LWND|5SELL|6RCR|7ZMB|8AART|9aBEXP|aBPWR
197	52234 22125	   	174.77	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	1aVULN|2LHND|3aDMG|4LWND|5SELL|6RCR|7ZMB|8AART|9aDUST|aBPWR
198	56313 11223	   	174.64	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	148VULN|28MLV|3DUR|5RCR|6DMG|78LHND|8BPWR|9ZMB|aAART
199	15361 33216	   	174.42	DCR|2AART|2DMG|1VULN|1CDMG	1DUST|24DMG|3aAART|5CDMG|6RCR|7VULN|8LIT|9LWND
200	15361 33261	   	174.42	DCR|2AART|2DMG|1VULN|1CDMG	1DUST|24DMG|39AART|5CDMG|6RCR|7VULN|8aLIT
201	15361 33263	   	174.42	DCR|2AART|2DMG|1VULN|1CDMG	1DUST|24DMG|39AART|5CDMG|6RCR|7VULN|8LIT|aCGEN
202	15331 33264	   	174.42	DCR|2AART|2DMG|1VULN|1CDMG	1DUST|2aDMG|39AART|4RCVC|5CDMG|6RCR|7VULN|8LIT
203	15331 33265	 * 	174.42	DCR|2AART|2VULN|1DMG|1CDMG	1DUST|2DMG|39AART|4RCVC|5CDMG|6RCR|7aVULN|8LIT
204	45361 31144	   	174.42	DCR|2AART|2DMG|1VULN|1CDMG	1FEWX|24DMG|3aAART|5CDMG|6RCR|7MBVNT|8VULN|9LHND
205	21313 55623	   	174.34	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1LWND|247VULN|3ERES|5RCR|6DUR|8DMG|9ZMB|aAART
206	15361 31144	   	174.32	DCR|2AART|2DMG|1VULN|1CDMG	1DUST|24DMG|3aAART|5CDMG|6RCR|7MBVNT|8VULN|9LHND
207	15361 33262	   	174.32	DCR|2AART|2DMG|1VULN|1CDMG	1aDUST|24DMG|39AART|5CDMG|6RCR|7VULN|8LIT
208	61533 11211	 * 	174.26	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1DUR|1SELL	1SELL|2FLTHEA|3RCR|4CDMG|5RCVC|6DUR|7DMG|8AART|9VULN|aZMB
209	53622 44744	   	174.17	DCR|3VULN|2DMG|1AART	147VULN|2LIT|3MBVNT|5LWND|6aDMG|8RCR|9AART
210	51363 42233	 * 	174.10	ACR|4VULN|1AART|2CDMG	125aVULN|37DUST|4RCR|6aCDMG|8AART|9aLHND|aBPWR
211	44331 33324	   	174.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2ZMB|3AART|4RCVC|5CDMG|6RCR|7LIT|89VULN|aDMG
212	45331 33135	   	174.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2DMG|3AART|49RCVC|5CDMG|6RCR|78VULN|aZMB
213	45331 33234	   	174.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1FEWX|2aDMG|3AART|4RCVC|5CDMG|6RCR|7VULN|8LIT|9ZMB
214	45361 33232	   	174.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1FEWX|24DMG|3AART|5CDMG|6RCR|7VULN|8LIT|9ZMB|aCGEN
215	45361 33233	   	174.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1FEWX|24DMG|3AART|5CDMG|6RCR|7VULN|8LIT|9ZMB|aDMSP
216	45361 33323	   	174.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1FEWX|24DMG|3AART|5CDMG|6RCR|7VULN|8LWND|9ZMB|aLHND
217	41225 62322	   	174.02	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	1FEWX|2VULN|369DMG|4ZMB|5DUR|7MLV|8RCR|aAART
218	15361 33232	   	173.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DUST|24DMG|3AART|5CDMG|6RCR|7VULN|8LIT|9ZMB|aBEXP
219	15361 33233	   	173.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DUST|24DMG|3AART|5CDMG|6RCR|7VULN|8LIT|9ZMB|aCGEN
220	15361 33235	   	173.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DUST|24DMG|3AART|5CDMG|6RCR|7VULN|8LIT|9ZMB|aLWND
221	15361 33323	   	173.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DUST|24DMG|3AART|5CDMG|6RCR|7VULN|8LWND|9ZMB|aLHND
222	15361 35123	   	173.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DUST|24DMG|3AART|5CDMG|6RCR|7LHND|8VULN|9ZMB|aLWND
223	15331 33135	   	173.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|2DMG|3AART|49RCVC|5CDMG|6RCR|78VULN|aZMB
224	15331 33234	   	173.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DUST|2aDMG|3AART|4RCVC|5CDMG|6RCR|7VULN|8LIT|9ZMB
225	45361 33231	   	173.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1FEWX|24DMG|3AART|5CDMG|6RCR|7VULN|8LIT|9ZMB|aDUST
226	45361 33322	   	173.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1FEWX|24DMG|3AART|5CDMG|6RCR|7VULN|8LWND|9ZMB|aERES
227	55322 12322	   	173.92	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	1VULN|269DMG|3DUR|4ZMB|5ERES|7FEWX|8RCR|aAART
228	25123 32543	   	173.92	DCR|2VULN|2DMG|1AART|1ZMB	18LWND|28DMG|39RCVC|4ZMB|5ERES|6RCR|78VULN|8BPWR|aAART
229	25126 32513	   	173.92	DCR|2VULN|2DMG|1AART|1ZMB	18LWND|28DMG|3RCVC|4ZMB|5MLV|6RCR|78VULN|8BPWR|9MBVNT|aAART
230	25223 32542	   	173.92	DCR|2VULN|2DMG|1AART|1ZMB	138LWND|28DMG|4ZMB|5ERES|6RCR|78VULN|8BPWR|9CGEN|aAART
231	25223 32562	   	173.92	DCR|2VULN|2DMG|1AART|1ZMB	138LWND|28DMG|4ZMB|5ERES|6RCR|78VULN|8BPWR|9RMIN|aAART
232	15361 31345	   	173.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DUST|24DMG|3AART|5CDMG|6RCR|7MBVNT|8ZMB|9BELT|aVULN
233	15361 31381	   	173.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DUST|24DMG|3AART|5CDMG|6RCR|7MBVNT|8ZMB|9MGNLIT|aVULN
234	15361 33231	   	173.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1aDUST|24DMG|3AART|5CDMG|6RCR|7VULN|8LIT|9ZMB
235	15361 33236	   	173.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DUST|24DMG|3AART|5CDMG|6RCR|7VULN|8LIT|9ZMB|aMBVNT
236	15361 33322	   	173.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DUST|24DMG|3AART|5CDMG|6RCR|7VULN|8LWND|9ZMB|aERES
237	15361 33326	   	173.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DUST|24DMG|3AART|5CDMG|6RCR|7VULN|8LWND|9ZMB|aLEGI
238	15361 35122	   	173.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DUST|24DMG|3AART|5CDMG|6RCR|7LHND|8VULN|9ZMB|aERES
239	44341 33333	 * 	173.88	DCR|3ZMB|1AART|1VULN|1DMG|1CDMG	1FEWX|249ZMB|3AART|5CDMG|6RCR|7LIT|8VULN|aDMG
240	51113 16223	   	173.86	DCR|2VULN|2DMG|1AART|1CDMG	12VULN|3RPLT|48DMG|56ERES|7RCR|9CDMG|aAART
241	25123 32513	   	173.82	DCR|2VULN|2DMG|1AART|1ZMB	18LWND|28DMG|3RCVC|4ZMB|5ERES|6RCR|78VULN|8BPWR|9MBVNT|aAART
242	15315 62321	 * 	173.77	DCR|3DMG|2AART|1VULN|1DUR	1DUST|289DMG|36AART|4LWND|5VULN|7DUR|aRCR
243	15361 33324	   	173.73	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	1DUST|24DMG|3AART|5CDMG|6RCR|7VULN|8LWND|9ZMB|aSELL
244	25123 32663	   	173.72	DCR|2VULN|2DMG|1AART|1ZMB	1LWND|28DMG|3RCVC|4ZMB|5ERES|6RCR|79VULN|aAART
245	25223 32663	   	173.72	DCR|2VULN|2DMG|1AART|1ZMB	13LWND|28DMG|4ZMB|5ERES|6RCR|79VULN|aAART
246	21215 42323	   	173.67	DCR|3VULN|2DMG|1AART	1LWND|245VULN|39DMG|6BEXP|7FEWX|8RCR|aAART
247	52215 42323	   	173.67	DCR|3VULN|2DMG|1AART	145VULN|2LHND|39DMG|6BEXP|7FEWX|8RCR|aAART
248	11215 12322	   	173.57	DCR|3DMG|2VULN|1AART	1DUST|24VULN|369DMG|5LWND|7FEWX|8RCR|aAART
249	11216 13322	   	173.57	DCR|3DMG|2VULN|1AART	1DUST|24VULN|369DMG|5FEWX|7BEXP|8RCR|aAART
250	21216 12322	   	173.57	DCR|3DMG|2VULN|1AART	1LWND|24VULN|369DMG|5DUST|7FEWX|8RCR|aAART
251	51345 12322	   	173.57	DCR|3DMG|2VULN|1AART	12VULN|3DUST|469DMG|5LWND|7FEWX|8RCR|aAART
252	51346 13322	   	173.57	DCR|3DMG|2VULN|1AART	12VULN|3DUST|469DMG|5FEWX|7BEXP|8RCR|aAART
253	52216 12322	   	173.57	DCR|3DMG|2VULN|1AART	14VULN|2LHND|369DMG|5DUST|7FEWX|8RCR|aAART
254	55216 12322	   	173.57	DCR|3DMG|2VULN|1AART	14VULN|269DMG|3LWND|5DUST|7FEWX|8RCR|aAART
255	51363 43121	   	173.43	ACR|4VULN|1AART|1CDMG|1ASPD	1259VULN|3DUST|4RCR|6CDMG|7RPLT|8ASPD|aAART
256	25122 32641	   	173.41	DCR|3VULN|2DMG|1ZMB|1ASPD	1aLWND|2aDMG|39RCVC|4ZMB|5ASPD|6RCR|78aVULN|aBPWR
257	25222 32641	   	173.41	DCR|3VULN|2DMG|1ZMB|1ASPD	13aLWND|2aDMG|4ZMB|5ASPD|6RCR|78aVULN|9RCVC|aBPWR
258	11215 14126	   	173.35	DCR|3VULN|2DMG|1CDMG|1ASPD	1DUST|249VULN|36DMG|5LWND|7RCR|8ASPD|aCDMG
259	11216 14126	   	173.35	DCR|3VULN|2DMG|1CDMG|1ASPD	1DUST|249VULN|36DMG|5FEWX|7RCR|8ASPD|aCDMG
260	21216 14126	   	173.35	DCR|3VULN|2DMG|1CDMG|1ASPD	1LWND|249VULN|36DMG|5DUST|7RCR|8ASPD|aCDMG
261	21213 24341	   	173.33	DCR|3VULN|1AART|1DMG|1CDMG	1LWND|249VULN|3DMG|5RMIN|6RPLT|7RCR|8AART|aCDMG
262	41213 24341	   	173.33	DCR|3VULN|1AART|1DMG|1CDMG	1FEWX|249VULN|3DMG|5RMIN|6RPLT|7RCR|8AART|aCDMG
263	51112 24141	   	173.33	DCR|3VULN|1AART|1DMG|1CDMG	129VULN|3RPLT|4DMG|5CGEN|6LHND|7RCR|8AART|aCDMG
264	51112 34141	   	173.33	DCR|3VULN|1AART|1DMG|1CDMG	129VULN|3RPLT|4DMG|5CGEN|6LWND|7RCR|8AART|aCDMG
265	14352 26321	   	173.32	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	1DUST|2ZMB|3AART|4DUR|5VULN|6CGEN|789DMG|aRCR
266	25123 32552	   	173.31	DCR|3VULN|2DMG|1ZMB|1DUR	18LWND|28DMG|3RCVC|4ZMB|5ERES|6RCR|78aVULN|8BPWR|9DUR
267	11213 24341	   	173.23	DCR|3VULN|1AART|1DMG|1CDMG	1DUST|249VULN|3DMG|5RMIN|6RPLT|7RCR|8AART|aCDMG
268	21212 24141	   	173.23	DCR|3VULN|1AART|1DMG|1CDMG	1LWND|249VULN|3DMG|5TLV|6RPLT|7RCR|8AART|aCDMG
269	41212 24341	   	173.23	DCR|3VULN|1AART|1DMG|1CDMG	1FEWX|249VULN|3DMG|5TLV|6RPLT|7RCR|8AART|aCDMG
270	15342 62321	   	173.22	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	1DUST|289DMG|3AART|4ZMB|5VULN|6ERES|7DUR|aRCR
271	11212 24341	   	173.13	DCR|3VULN|1AART|1DMG|1CDMG	1DUST|249VULN|3DMG|5TLV|6RPLT|7RCR|8AART|aCDMG
272	15342 41321	 * 	173.03	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	1DUST|29DMG|3AART|46ZMB|5VULN|7MLV|8RCR|aCDMG
273	15342 11322	   	173.02	DCR|2VULN|2DMG|1AART|1ZMB	16DUST|29DMG|3AART|4ZMB|5aVULN|7MLV|8RCR
274	51364 11223	   	173.00	ACR|4VULN|1AART|1DMG	1289VULN|38DUST|4RCR|5CGEN|6DMG|78LHND|8BPWR|aAART
275	15342 15322	   	172.92	DCR|2VULN|2DMG|1AART|1ZMB	16DUST|29DMG|3AART|4ZMB|5aVULN|7ERES|8RCR
276	51362 11223	   	172.90	ACR|4VULN|1AART|1DMG	1289VULN|38DUST|4RCR|5ERES|6DMG|78LHND|8BPWR|aAART
277	51362 15221	   	172.90	ACR|4VULN|1AART|1DMG	1289VULN|38DUST|4RCR|5ERES|6DMG|78BEXP|8BPWR|aAART
278	51363 12623	   	172.80	ACR|4VULN|1AART|1DMG	1259VULN|3DUST|4RCR|6LHND|7ERES|8DMG|aAART
279	21215 44322	   	172.58	DCR|4VULN|1AART|1DMG	1LWND|2459VULN|3DMG|6BEXP|7RCR|8RMIN|aAART
280	21235 21151	   	172.57	DCR|3VULN|2DMG|1AART	14LWND|256VULN|36DMG|6BPWR|7RCVC|8AART|9RCR|aBELT
281	21235 21152	   	172.57	DCR|3VULN|2DMG|1AART	14LWND|256VULN|36DMG|6BPWR|7RCVC|8AART|9RCR|aCGEN
282	21235 21154	   	172.57	DCR|3VULN|2DMG|1AART	14LWND|256VULN|36DMG|6BPWR|7RCVC|8AART|9RCR|aMLV
283	21235 21155	   	172.57	DCR|3VULN|2DMG|1AART	14LWND|256VULN|36DMG|6BPWR|7RCVC|8AART|9RCR|aLHND
284	21235 21156	   	172.57	DCR|3VULN|2DMG|1AART	14LWND|256VULN|36DMG|6BPWR|7RCVC|8AART|9RCR|aLIT
285	11223 54531	   	172.52	DCR|3VULN|2DMG|2ASPD|1ZMB	17aDUST|25aVULN|36DMG|4ZMB|8aASPD|9RCR|aBPWR
286	11313 16424	 * 	172.48	ACR|2VULN|2DMG|1AART|1CDMG	1DUST|24VULN|3ERES|5RCR|6aDMG|7LIT|8CDMG|9AART
287	21215 44223	   	172.48	DCR|4VULN|1AART|1DMG	1LWND|2459VULN|3DMG|6BEXP|7RCR|8TLV|aAART
288	15361 31318	   	172.20	DCR|2AART|2DMG|1CDMG|1ZMB|1ASPD	1DUST|24DMG|39AART|5CDMG|6RCR|7MBVNT|8ZMB|aASPD
289	15361 31371	   	172.20	DCR|2AART|2DMG|1CDMG|1ZMB|1ASPD	1DUST|24DMG|3aAART|5CDMG|6RCR|7MBVNT|8ZMB|9ASPD
290	61531 12633	 * 	171.99	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR|1ASPD|1SELL	1SELL|2FLTHEA|3RCR|4CDMG|5AART|6RPLT|7DUR|8VULN|9DMG|aASPD
291	12323 12662	   	171.87	DCR|3VULN|2DMG|1AART	19DUST|2BELT|38CGEN|469VULN|5AART|79DMG|9BPWR|aRCR
292	12323 42262	   	171.87	DCR|3VULN|2DMG|1AART	19DUST|2BELT|36CGEN|489VULN|5AART|79DMG|9BPWR|aRCR
293	56213 11126	   	171.80	ACR|4VULN|1AART|1DMG	149aVULN|2MLV|3LWND|5RCR|6DMG|7LHND|8AART
294	13426 62232	   	171.78	ACR|2VULN|2DMG|1AART|1CDMG	17DUST|2TLV|3CDMG|49VULN|5RCR|68DMG|aAART
295	21421 22166	   	171.78	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2VULN|3CDMG|4DUR|5ERES|6RCR|7ZMB|8aAART|9DMG
296	21313 11126	   	171.70	ACR|4VULN|1AART|1DMG	1LWND|249aVULN|3ERES|5RCR|6DMG|7LHND|8AART
297	61531 12321	 * 	171.65	ACR|1AART|1VULN|2FLTHEA|2ZMB|1CDMG|2DUR|1SELL	1SELL|29FLTHEA|3RCR|4CDMG|5AART|6RPLT|79DUR|89ZMB|9BPWR|aVULN
298	51362 13632	   	171.64	ACR|2VULN|2DMG|1AART|1ZMB	12VULN|3DUST|4RCR|5ERES|68DMG|7MLV|9ZMB|aAART
299	11225 55321	   	171.52	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	1DUST|2VULN|389DMG|4ZMB|5DUR|6AART|7CGEN|aRCR
300	56313 11632	 * 	171.43	ACR|2VULN|2AART|1DMG|1ZMB|1DUR	14VULN|2MLV|3DUR|5RCR|6DMG|7LHND|8aAART|9ZMB
301	52231 14633	   	171.42	DCR|2VULN|2DMG|1AART|1ZMB	18VULN|2LHND|36DMG|4LWND|5DMSP|7RCR|9ZMB|aAART
302	52232 14633	   	171.42	DCR|2VULN|2DMG|1AART|1ZMB	18VULN|2LHND|36DMG|4LWND|5RCVC|7RCR|9ZMB|aAART
303	25226 32532	   	171.40	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	138LWND|28DMG|4ZMB|5MLV|6RCR|78VULN|8BPWR|9CDMG|aDUR
304	15232 34632	   	171.32	DCR|2VULN|2DMG|1AART|1ZMB	16DUST|24DMG|34LWND|4BPWR|58VULN|7RCR|9ZMB|aAART
305	21236 14632	   	171.32	DCR|2VULN|2DMG|1AART|1ZMB	14LWND|28VULN|36DMG|5DUST|7RCR|9ZMB|aAART
306	25112 14632	   	171.32	DCR|2VULN|2DMG|1AART|1ZMB	1LWND|26DMG|3RCVC|4DUST|58VULN|7RCR|9ZMB|aAART
307	25212 14632	   	171.32	DCR|2VULN|2DMG|1AART|1ZMB	13LWND|26DMG|4DUST|58VULN|7RCR|9ZMB|aAART
308	52212 24633	   	171.32	DCR|2VULN|2DMG|1AART|1ZMB	14VULN|2LHND|38DMG|5TLV|6RMIN|7RCR|9ZMB|aAART
309	25123 32526	   	171.30	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	18LWND|28DMG|3RCVC|4ZMB|5ERES|6RCR|78VULN|8BPWR|9CDMG|aDUR
310	25223 32532	   	171.30	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	138LWND|28DMG|4ZMB|5ERES|6RCR|78VULN|8BPWR|9CDMG|aDUR
311	41313 16361	   	171.30	ACR|4VULN|1AART|1DMG	1aFEWX|248aVULN|3ERES|5RCR|6DMG|7aLIT|9AART|aBPWR
312	11216 14631	   	171.22	DCR|2VULN|2DMG|1AART|1ZMB	18DUST|24VULN|36DMG|5FEWX|7RCR|9ZMB|aAART
313	11235 14632	   	171.22	DCR|2VULN|2DMG|1AART|1ZMB	15DUST|28VULN|36DMG|4LWND|7RCR|9ZMB|aAART
314	61511 63311	 * 	171.14	ACR|4VULN|1AART|1FLTHEA|1SELL	1SELL|2FLTHEA|3RCR|489aVULN|5LHND|6AART|7BEXP
315	41313 54221	 * 	171.13	ACR|4VULN|1AART|2ASPD|1DUR	18FEWX|2489VULN|3ERES|5RCR|6DUR|78ASPD|8BPWR|aAART
316	52233 63511	   	171.12	DCR|3VULN|2DMG|1AART|1SELL	179VULN|2LHND|37DMG|47LWND|5DLOT|6AART|7BPWR|8SELL|aRCR
317	11313 16361	   	171.10	ACR|4VULN|1AART|1DMG	1aDUST|248aVULN|3ERES|5RCR|6DMG|7aLIT|9AART|aBPWR
318	22416 22343	   	171.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2FEWX|3CDMG|4DMG|59VULN|6RCR|7ZMB|8AART|aLHND
319	22416 22363	   	171.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LWND|2FEWX|3CDMG|49DMG|5VULN|6RCR|7ZMB|8AART|aLHND
320	36311 25124	   	171.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LIT|2CDMG|39VULN|4ZMB|5CGEN|6RCR|7FEWX|8AART|aDMG
321	11414 22343	   	170.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|29VULN|3CDMG|4DMG|5LWND|6RCR|7ZMB|8AART|aLHND
322	11414 22363	   	170.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DUST|2VULN|3CDMG|49DMG|5LWND|6RCR|7ZMB|8AART|aLHND
323	11416 22343	   	170.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|29VULN|3CDMG|4DMG|5LHND|6RCR|7ZMB|8AART|aLWND
324	11416 22363	   	170.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DUST|2VULN|3CDMG|49DMG|5LHND|6RCR|7ZMB|8AART|aLWND
325	22416 22342	   	170.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2FEWX|3CDMG|4DMG|59VULN|6RCR|7ZMB|8AART|aERES
326	22416 22362	   	170.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LWND|2FEWX|3CDMG|49DMG|5VULN|6RCR|7ZMB|8AART|aERES
327	36311 21124	   	170.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LIT|2CDMG|39VULN|4ZMB|5CGEN|6RCR|7DUST|8AART|aDMG
328	12526 13361	 * 	170.97	DCR|2VULN|3ZMB|1AART|1DMG|1SELL	18DUST|2BELT|3DMG|48VULN|589ZMB|6SELL|7RCR|8BPWR|aAART
329	11313 54221	   	170.93	ACR|4VULN|1AART|2ASPD|1DUR	18DUST|2489VULN|3ERES|5RCR|6DUR|78ASPD|8BPWR|aAART
330	11414 22342	   	170.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|29VULN|3CDMG|4DMG|5LWND|6RCR|7ZMB|8AART|aERES
331	11414 22362	   	170.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DUST|2VULN|3CDMG|49DMG|5LWND|6RCR|7ZMB|8AART|aERES
332	11416 22342	   	170.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|29VULN|3CDMG|4DMG|5LHND|6RCR|7ZMB|8AART|aERES
333	11416 22362	   	170.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DUST|2VULN|3CDMG|49DMG|5LHND|6RCR|7ZMB|8AART|aERES
334	61151 37212	 * 	170.86	DCR|3VULN|1AART|1FLTHEA|1ZMB|1ASPD|1SELL	1SELL|2FLTHEA|3MBVNT|4ZMB|569VULN|7RCR|8AART|aASPD
335	52234 22141	   	170.83	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	19VULN|2LHND|3DMG|4LWND|5SELL|6RCR|7ZMB|8AART|aCDMG
336	52234 22161	   	170.83	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	1VULN|2LHND|39DMG|4LWND|5SELL|6RCR|7ZMB|8AART|aCDMG
337	52212 24531	   	170.81	DCR|3VULN|2DMG|1ZMB|1DUR	148VULN|2LHND|38DMG|58TLV|6RMIN|7RCR|8BPWR|9ZMB|aDUR
338	56213 16223	   	170.80	ACR|4VULN|1AART|1DMG	1489VULN|28MLV|3LWND|5RCR|6DMG|78BEXP|8BPWR|aAART
339	51221 35262	   	170.77	DCR|4VULN|2DMG|1ZMB	1259VULN|39TLV|4ZMB|6LHND|7RPLT|89DMG|9BPWR|aRCR
340	11215 14631	   	170.71	DCR|3VULN|2DMG|1ZMB|1DUR	1DUST|248VULN|36DMG|5LWND|7RCR|9ZMB|aDUR
341	21216 14631	   	170.71	DCR|3VULN|2DMG|1ZMB|1DUR	1LWND|248VULN|36DMG|5DUST|7RCR|9ZMB|aDUR
