0	Index      	 *	Score 	Summary	Detail	
1	62311 33616	 * 	227.34	DCR|4VULN|2DMG|1ASPD|1CDMG	1DUST|2CDMG|359aVULN|47DMG|6ASPD|8RCR
166	33113 24124	   	201.83	DCR|2VULN|2AART|2CDMG|2DUR	17VULN|2LIT|37DUR|47CDMG|58AART|6RCR|7BPWR|9RCVC|aAME
167	33313 24333	   	201.75	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	17VULN|2LIT|37BEXP|47CDMG|5AART|6RCR|7BPWR|8ZMB|9DMG|aDUST
168	33313 24336	   	201.75	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	17VULN|2LIT|37BEXP|47CDMG|5AART|6RCR|7BPWR|8ZMB|9DMG|aTLV
169	31212 24631	 * 	201.58	DCR|4VULN|2CDMG|1DMG	127aVULN|2aBPWR|3RPLT|4DMG|5aLHND|6RMIN|8RCR|9aCDMG
170	31163 34113	   	201.57	DCR|3VULN|1AART|1ASPD|1DMG	127VULN|2BPWR|3CGEN|4DMG|5ASPD|6RCVC|8RPLT|9RCR|aAART
171	31563 34113	   	201.47	DCR|3VULN|1AART|1ASPD|1DMG	127VULN|2BPWR|3ERES|4DMG|5ASPD|6RCVC|8RPLT|9RCR|aAART
172	33113 24134	   	201.41	DCR|2VULN|2AART|2CDMG|2DUR	17VULN|2LIT|37DUR|47CDMG|58AART|6RCR|7BPWR|9AME|aRCVC
173	31211 22513	   	201.22	DCR|3VULN|2DMG|1AART	125VULN|2BPWR|3RPLT|48DMG|6RMIN|7CGEN|9RCR|aAART
174	31211 24513	   	201.12	DCR|3VULN|2DMG|1AART	125VULN|2BPWR|3RPLT|48DMG|6RMIN|7TLV|9RCR|aAART
175	31211 25513	   	201.12	DCR|3VULN|2DMG|1AART	125VULN|2BPWR|3RPLT|48DMG|6RMIN|7ERES|9RCR|aAART
176	33113 24132	   	201.08	DCR|2VULN|2AART|2CDMG|2DUR	17VULN|2LIT|37DUR|47CDMG|58AART|6RCR|7BPWR|9aAME
177	33113 24531	   	201.08	DCR|2VULN|2AART|2CDMG|2DUR	17VULN|2LIT|37DUR|47CDMG|5aAART|6RCR|7BPWR|8DMSP|9AME
178	33113 24135	   	200.98	DCR|2VULN|2AART|2CDMG|2DUR	17VULN|2LIT|37DUR|47CDMG|58AART|6RCR|7BPWR|9AME|aTLV
179	33113 24152	   	200.98	DCR|2VULN|2AART|2CDMG|2DUR	17VULN|2LIT|37DUR|47CDMG|58AART|6RCR|7BPWR|9TSLARM|aFEWX
180	33113 24153	   	200.98	DCR|2VULN|2AART|2CDMG|2DUR	17VULN|2LIT|37DUR|47CDMG|58AART|6RCR|7BPWR|9TSLARM|aBELT
181	33113 24155	   	200.98	DCR|2VULN|2AART|2CDMG|2DUR	17VULN|2LIT|37DUR|47CDMG|58AART|6RCR|7BPWR|9TSLARM|aRPLT
182	31211 33653	 * 	200.90	DCR|3VULN|3ASPD|1DMG	125VULN|2BPWR|3RPLT|4DMG|689ASPD|7FEWX|aRCR
183	31212 34253	   	200.90	DCR|3VULN|3ASPD|1DMG	127VULN|2BPWR|3RPLT|4DMG|5LHND|689ASPD|aRCR
184	31213 34653	   	200.90	DCR|3VULN|3ASPD|1DMG	127VULN|2BPWR|3RPLT|4DMG|5BEXP|689ASPD|aRCR
185	31216 34253	   	200.90	DCR|3VULN|3ASPD|1DMG	127VULN|2BPWR|3RPLT|4DMG|589ASPD|6LHND|aRCR
186	33113 24151	   	200.88	DCR|2VULN|2AART|2CDMG|2DUR	17VULN|2LIT|37DUR|47CDMG|58AART|6RCR|7BPWR|9TSLARM|aMSLFST
187	33113 24154	   	200.88	DCR|2VULN|2AART|2CDMG|2DUR	17VULN|2LIT|37DUR|47CDMG|58AART|6RCR|7BPWR|9TSLARM|aDUST
188	33113 24156	   	200.88	DCR|2VULN|2AART|2CDMG|2DUR	17VULN|2LIT|37DUR|47CDMG|58AART|6RCR|7BPWR|9TSLARM|aTLV
189	33113 24161	   	200.88	DCR|2VULN|2AART|2CDMG|2DUR|1MSE	17VULN|2aLIT|37DUR|47CDMG|58AART|6RCR|7BPWR|9MSE
190	33113 24162	   	200.88	DCR|2VULN|2AART|2CDMG|2DUR|1MSE	17VULN|2LIT|37DUR|47CDMG|58AART|6RCR|7BPWR|9MSE|aLHND
191	33113 24163	   	200.88	DCR|2VULN|2AART|2CDMG|2DUR|1MSE	17VULN|2LIT|37DUR|47CDMG|58AART|6RCR|7BPWR|9MSE|aDUST
192	33113 24164	   	200.88	DCR|2VULN|2AART|2CDMG|2DUR|1MSE	17VULN|2LIT|37DUR|47CDMG|58AART|6RCR|7BPWR|9MSE|aBELT
193	33113 24165	   	200.88	DCR|2VULN|2AART|2CDMG|1DMG|2DUR|1MSE	17VULN|2LIT|37DUR|47CDMG|58AART|6RCR|7BPWR|9MSE|aDMG
194	33113 24166	   	200.88	DCR|2VULN|2AART|3CDMG|2DUR|1MSE	17VULN|2LIT|37DUR|47aCDMG|58AART|6RCR|7BPWR|9MSE
195	31151 18352	   	200.84	DCR|3VULN|1ASPD|1DMG|1CDMG	12aVULN|2BPWR|3CGEN|4MBVNT|5SPLREG|6DMG|7ASPD|8RCR|9CDMG
196	33464 31332	 * 	200.79	DCR|1SPLARM|2VULN|2ASPD|1AART|1DUR	16VULN|2LIT|3FEWX|4RPLT|56ASPD|6BPWR|7AART|8RCR|9DUR|aSPLARM
197	34233 31513	 * 	200.59	ACR|3VULN|1MDPS|1AART|1DMG|1CDMG|1ZMB	189VULN|2BELT|3ZMB|4CDMG|5RCR|6AART|7DMG|aMDPS
198	51511 23632	 * 	200.58	DCR|1SPLARM|2AART|2ASPD|1VULN|1DMG|1SELL	13ASPD|2SELL|3BPWR|45AART|6VULN|7LIT|8RCR|9DMG|aSPLARM
199	33113 24543	   	200.39	DCR|2VULN|1AART|2CDMG|3DUR|1ZMB	17VULN|2LIT|379DUR|47CDMG|5AART|6RCR|7BPWR|8DMSP|aZMB
200	33113 24362	 * 	200.30	DCR|1SPLARM|2VULN|1MDPS|1AART|2CDMG|2DUR|1ZMB	17VULN|2LIT|37DUR|47CDMG|5AART|6RCR|7BPWR|8ZMB|9MDPS|aSPLARM
201	52521 21125	   	200.17	DCR|2VULN|2ASPD|1AART|1CDMG	14ASPD|2AART|36VULN|5CGEN|7RCR|8RMIN|9ERES|aCDMG
202	52521 21132	 * 	200.10	DCR|2VULN|2AART|2ASPD	14ASPD|2aAART|36VULN|5CGEN|7RCR|8RMIN|9BEXP
203	31234 12113	   	199.94	DCR|3VULN|2DMG|1AART	128VULN|2BPWR|3RPLT|4RCVC|57DMG|6LWND|9RCR|aAART
204	31234 42113	   	199.94	DCR|3VULN|2DMG|1AART	128VULN|2BPWR|3RPLT|4RCVC|57DMG|6FEWX|9RCR|aAART
205	52521 21243	   	199.92	DCR|2VULN|2ASPD|1AART|1DMG	14ASPD|2AART|36VULN|59CGEN|7RCR|8MULARM|aDMG
206	33313 25155	   	199.86	DCR|2VULN|2AART|1DMG|1CDMG	17VULN|2LIT|3BEXP|4CDMG|58AART|6RCR|9LEGI|aDMG
207	31322 33656	   	199.85	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG	12VULN|2BPWR|3NUKE|4CDMG|5LHND|6ASPD|7FEWX|8RCR|9DMG|aAART
208	42311 33633	   	199.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	17FEWX|2CDMG|35VULN|4DMG|6ASPD|8RCR|9ERES|aAART
209	31232 52113	   	199.84	DCR|3VULN|2DMG|1AART	128VULN|2BPWR|3RPLT|4RCVC|5LEGI|67DMG|9RCR|aAART
210	31322 31656	   	199.75	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG	12VULN|2BPWR|3NUKE|4CDMG|5LHND|6ASPD|7DUST|8RCR|9DMG|aAART
211	35231 61331	   	199.72	DCR|3VULN|1AART|1ASPD|1CDMG	159VULN|2MLV|3FEWX|4CDMG|6MULARM|7RCR|8AART|aASPD
212	33113 25265	   	199.62	DCR|2VULN|1AART|2CDMG|1DMG|1DUR	17VULN|2LIT|3DUR|49CDMG|5AART|6RCR|8LWND|aDMG
213	31163 12122	   	199.53	DCR|3VULN|1AART|1ASPD|1DMG	127VULN|2BPWR|3CGEN|4DMG|5ASPD|6AME|8LWND|9RCR|aAART
214	31163 54113	   	199.53	DCR|3VULN|1AART|1ASPD|1DMG	127VULN|2BPWR|3CGEN|4DMG|5ASPD|6AELBLL|8RPLT|9RCR|aAART
215	31164 22213	   	199.53	DCR|3VULN|1AART|1ASPD|1DMG	125VULN|2BPWR|37CGEN|4DMG|6RPLT|8ASPD|9RCR|aAART
216	31211 32613	   	199.53	DCR|3VULN|1AART|1ASPD|1DMG	125VULN|2BPWR|3RPLT|4DMG|6ASPD|78CGEN|9RCR|aAART
217	32211 32113	   	199.53	DCR|3VULN|1AART|1ASPD|1DMG	158VULN|2AELBLL|3RPLT|4DMG|6ASPD|7CGEN|9RCR|aAART
218	31211 22113	   	199.48	DCR|4VULN|1AART|1DMG	1258VULN|2BPWR|3RPLT|4DMG|6RMIN|7CGEN|9RCR|aAART
219	42211 45132	 * 	199.48	DCR|2VULN|2DMG|1AART|1CDMG	1FEWX|2CDMG|3BEXP|49DMG|5aVULN|6AART|7RCR|8MLV
220	42313 45132	   	199.48	DCR|2VULN|2DMG|1AART|1CDMG	1FEWX|2CDMG|3aVULN|49DMG|5BEXP|6AART|7RCR|8MLV
221	31211 12116	   	199.46	DCR|4VULN|2DMG|1ZMB	1258VULN|2BPWR|3RPLT|47DMG|6LWND|9RCR|aZMB
222	31211 52112	   	199.46	DCR|4VULN|2DMG|1ZMB	1258VULN|2BPWR|3RPLT|4aDMG|6ZMB|7CGEN|9RCR
223	31212 12116	   	199.46	DCR|4VULN|2DMG|1ZMB	1268VULN|2BPWR|3RPLT|47DMG|5LHND|9RCR|aZMB
224	31213 12116	   	199.46	DCR|4VULN|2DMG|1ZMB	1268VULN|2BPWR|3RPLT|47DMG|5BEXP|9RCR|aZMB
225	31211 11656	   	199.43	DCR|3VULN|1AART|1ASPD|1DMG|1AAC	125VULN|2BPWR|3RPLT|4DMG|6LWND|7AAC|8ASPD|9RCR|aAART
226	32211 34113	   	199.43	DCR|3VULN|1AART|1ASPD|1DMG	158VULN|2AELBLL|3RPLT|4DMG|6ASPD|7TLV|9RCR|aAART
227	32211 35113	   	199.43	DCR|3VULN|1AART|1ASPD|1DMG	158VULN|2AELBLL|3RPLT|4DMG|6ASPD|7ERES|9RCR|aAART
228	31211 24113	   	199.38	DCR|4VULN|1AART|1DMG	1258VULN|2BPWR|3RPLT|4DMG|6RMIN|7TLV|9RCR|aAART
229	31211 25113	   	199.38	DCR|4VULN|1AART|1DMG	1258VULN|2BPWR|3RPLT|4DMG|6RMIN|7ERES|9RCR|aAART
230	31211 54112	   	199.36	DCR|4VULN|2DMG|1ZMB	1258VULN|2BPWR|3RPLT|4aDMG|6ZMB|7TLV|9RCR
231	31211 55112	   	199.36	DCR|4VULN|2DMG|1ZMB	1258VULN|2BPWR|3RPLT|4aDMG|6ZMB|7ERES|9RCR
232	31211 65213	   	199.33	DCR|3VULN|1AART|1ASPD|1DMG	125VULN|2BPWR|3RPLT|4DMG|67ERES|8ASPD|9RCR|aAART
233	33113 25126	   	199.29	DCR|2VULN|2AART|1CDMG|1ZMB|1DUR	17VULN|2LIT|3DUR|4CDMG|58AART|6RCR|9RCVC|aZMB
234	31161 52213	   	199.29	DCR|2VULN|2DMG|1AART|1ASPD	12VULN|2BPWR|37CGEN|46DMG|5RPLT|8ASPD|9RCR|aAART
235	31216 52613	   	199.29	DCR|2VULN|2DMG|1AART|1ASPD	12VULN|2BPWR|3RPLT|46DMG|5ASPD|78CGEN|9RCR|aAART
236	32211 32513	   	199.29	DCR|2VULN|2DMG|1AART|1ASPD	15VULN|2AELBLL|3RPLT|48DMG|6ASPD|7CGEN|9RCR|aAART
237	32216 52113	   	199.29	DCR|2VULN|2DMG|1AART|1ASPD	18VULN|2AELBLL|3RPLT|46DMG|5ASPD|7CGEN|9RCR|aAART
238	32256 52113	   	199.29	DCR|2VULN|2DMG|1AART|1ASPD	18VULN|2AELBLL|3RPLT|4CGEN|5ASPD|67DMG|9RCR|aAART
239	52533 53122	 * 	199.28	DCR|2VULN|2AART|1MDPS|1ASPD|1AAC|1DUR	1ASPD|29AART|38VULN|4DUR|5LIT|6AAC|7RCR|aMDPS
240	31211 52512	   	199.27	DCR|3VULN|3DMG|1ZMB	125VULN|2BPWR|3RPLT|48aDMG|6ZMB|7CGEN|9RCR
241	32211 34513	   	199.19	DCR|2VULN|2DMG|1AART|1ASPD	15VULN|2AELBLL|3RPLT|48DMG|6ASPD|7TLV|9RCR|aAART
242	32211 35513	   	199.19	DCR|2VULN|2DMG|1AART|1ASPD	15VULN|2AELBLL|3RPLT|48DMG|6ASPD|7ERES|9RCR|aAART
243	32216 54113	   	199.19	DCR|2VULN|2DMG|1AART|1ASPD	18VULN|2AELBLL|3RPLT|46DMG|5ASPD|7TLV|9RCR|aAART
244	32216 55113	   	199.19	DCR|2VULN|2DMG|1AART|1ASPD	18VULN|2AELBLL|3RPLT|46DMG|5ASPD|7ERES|9RCR|aAART
245	32216 62113	   	199.19	DCR|2VULN|2DMG|1AART|1ASPD	18VULN|2AELBLL|3RPLT|47DMG|5ASPD|6ERES|9RCR|aAART
246	31211 54512	   	199.17	DCR|3VULN|3DMG|1ZMB	125VULN|2BPWR|3RPLT|48aDMG|6ZMB|7TLV|9RCR
247	31211 55512	   	199.17	DCR|3VULN|3DMG|1ZMB	125VULN|2BPWR|3RPLT|48aDMG|6ZMB|7ERES|9RCR
248	31157 18232	   	199.16	DCR|3VULN|2DMG|1AART	129VULN|29BPWR|3CGEN|4MBVNT|59AME|6BELT|79DMG|8RCR|aAART
249	31554 18232	   	199.06	DCR|3VULN|2DMG|1AART	129VULN|29BPWR|3ERES|4MBVNT|5BELT|69CGEN|79DMG|8RCR|aAART
250	31637 18232	   	199.06	DCR|3VULN|2DMG|1AART	129VULN|29BPWR|3BELT|4MBVNT|5ERES|69CGEN|79DMG|8RCR|aAART
251	34137 18232	   	199.06	DCR|3VULN|2DMG|1AART	139VULN|2BELT|4MBVNT|5ERES|69CGEN|79DMG|8RCR|9BPWR|aAART
252	31151 18341	   	199.01	DCR|3VULN|2ASPD|1DMG	129VULN|29BPWR|39CGEN|4MBVNT|5SPLREG|6DMG|79ASPD|8RCR|aBELT
253	31151 18342	   	199.01	DCR|3VULN|2ASPD|1DMG	129VULN|29BPWR|39CGEN|4MBVNT|5SPLREG|6DMG|79ASPD|8RCR|aLWND
254	31151 18344	   	199.01	DCR|3VULN|2ASPD|1DMG	129VULN|29BPWR|39CGEN|4MBVNT|5SPLREG|6DMG|79ASPD|8RCR|aBEXP
255	31151 18348	   	199.01	DCR|3VULN|2ASPD|1DMG	129VULN|29BPWR|39CGEN|4MBVNT|5SPLREG|6DMG|79ASPD|8RCR|aAME
256	33113 24266	   	199.00	DCR|2VULN|3CDMG|1AART|2DUR	17VULN|2LIT|37DUR|479CDMG|5AART|6RCR|7BPWR|8LWND|aSPLREG
257	31151 18345	   	198.91	DCR|3VULN|2ASPD|1DMG|1SELL	129VULN|29BPWR|39CGEN|4MBVNT|5SPLREG|6DMG|79ASPD|8RCR|aSELL
258	31151 18347	   	198.91	DCR|3VULN|2ASPD|1DMG|1MSE	129VULN|29BPWR|39CGEN|4MBVNT|5SPLREG|6DMG|79ASPD|8RCR|aMSE
259	33165 32543	   	198.88	DCR|2VULN|2DMG|1AART|2DUR	1aVULN|2LIT|3aDUR|4LHND|5AELBLL|6RCR|7aDMG|8MBVNT|9AART|aBPWR
260	33463 31132	 * 	198.74	DCR|2VULN|2AART|2DMG|1AAC	16VULN|2LIT|3FEWX|4RPLT|56DMG|6BPWR|78AART|9RCR|aAAC
261	33313 24126	   	198.62	DCR|2VULN|2AART|2CDMG|1ZMB	17VULN|2LIT|37BEXP|47CDMG|58AART|6RCR|7BPWR|9RCVC|aZMB
262	33413 24126	   	198.62	DCR|2VULN|2AART|2CDMG|1ZMB	17VULN|2LIT|37FEWX|47CDMG|58AART|6RCR|7BPWR|9RCVC|aZMB
263	33113 24331	   	198.58	DCR|2VULN|1AART|2CDMG|2DUR|1AAC|1ZMB	17VULN|2aLIT|37DUR|47CDMG|5AART|6RCR|7BPWR|8ZMB|9AAC
264	33113 24332	   	198.58	DCR|2VULN|2CDMG|1AART|1AAC|2DUR|1ZMB	17VULN|2LIT|37DUR|47CDMG|5AART|6RCR|7BPWR|8ZMB|9AAC|aLHND
265	33113 24333	   	198.58	DCR|2VULN|1AART|2CDMG|2DUR|1AAC|1ZMB	17VULN|2LIT|37DUR|47CDMG|5AART|6RCR|7BPWR|8ZMB|9AAC|aDUST
266	33113 24334	   	198.58	DCR|2VULN|1AART|2CDMG|2DUR|1AAC|1ZMB	17VULN|2LIT|37DUR|47CDMG|5AART|6RCR|7BPWR|8ZMB|9AAC|aBELT
267	33113 24336	   	198.58	DCR|2VULN|3CDMG|1AART|2DUR|1AAC|1ZMB	17VULN|2LIT|37DUR|47aCDMG|5AART|6RCR|7BPWR|8ZMB|9AAC
268	31612 31533	   	198.56	DCR|2VULN|1AART|2CDMG|1ASPD|1DUR	12VULN|2BPWR|3BELT|4RMIN|58CDMG|6AART|7ASPD|9DUR|aRCR
269	34112 31533	   	198.56	DCR|2VULN|1AART|2CDMG|1ASPD|1DUR	13VULN|2BELT|4RMIN|58CDMG|6AART|7ASPD|9DUR|aRCR
270	33113 24242	   	198.55	DCR|2VULN|1AART|2CDMG|2DUR|2ZMB	17VULN|2LIT|37DUR|47CDMG|5AART|6RCR|7BPWR|8LWND|9aZMB
271	33113 24312	   	198.55	DCR|2VULN|1AART|2CDMG|2DUR|2ZMB	17VULN|2LIT|37DUR|47CDMG|5AART|6RCR|7BPWR|8aZMB|9BEXP
272	33113 24352	   	198.55	DCR|2VULN|1AART|2CDMG|2DUR|2ZMB	17VULN|2LIT|37DUR|47CDMG|5AART|6RCR|7BPWR|8aZMB|9FEWX
273	31324 22524	 * 	198.54	DCR|3VULN|1AART|2CDMG|1NUKE|2DUR|1AAC	129VULN|29BPWR|3NUKE|49CDMG|5AAC|6DLOT|79DUR|8RCR|aAART
274	33113 24322	   	198.45	DCR|2VULN|1AART|2CDMG|2DUR|2ZMB	17VULN|2LIT|37DUR|47CDMG|5AART|6RCR|7BPWR|8aZMB|9DUST
275	33113 24442	   	198.45	DCR|2VULN|1AART|2CDMG|2DUR|2ZMB	17VULN|2LIT|37DUR|47CDMG|5AART|6RCR|7BPWR|8DUST|9aZMB
276	52635 23111	   	198.19	DCR|4VULN|1AART|1ASPD	1ASPD|2AART|37RCVC|4MLV|5689VULN|aRCR
277	52615 23111	   	198.09	DCR|4VULN|1AART|1ASPD	1ASPD|2AART|37RCVC|4TLV|5689VULN|aRCR
278	33464 31311	   	198.02	DCR|2VULN|2ASPD|1AART|1DMG	16VULN|2LIT|3FEWX|4RPLT|56ASPD|6BPWR|7AART|8RCR|9BEXP|aDMG
279	31213 33332	   	197.89	DCR|2VULN|2DMG|2ASPD	12VULN|2BPWR|3RPLT|4aDMG|5BEXP|69ASPD|7RCR|8RMIN
280	31216 23332	   	197.89	DCR|2VULN|2DMG|2ASPD	12VULN|2BPWR|3RPLT|4aDMG|59ASPD|6BEXP|7RCR|8RMIN
281	63331 33616	   	197.88	DCR|3VULN|2DMG|1ASPD|1SELL	1DUST|2SELL|39aVULN|4RCVC|5ASPD|67DMG|8RCR
282	32125 24213	   	197.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	15VULN|2AELBLL|3CGEN|4CDMG|6DMG|7MBVNT|8ASPD|9RCR|aAART
283	32325 26213	   	197.85	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG	15VULN|2AELBLL|3NUKE|4CDMG|6DMG|7BEXP|8ASPD|9RCR|aAART
284	35333 12263	   	197.84	DCR|3VULN|2DMG|1CDMG|1DUR	168VULN|2MLV|3DUR|4CDMG|5BEXP|7aDMG|9RCR
285	32525 24213	   	197.75	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	15VULN|2AELBLL|3ERES|4CDMG|6DMG|7MBVNT|8ASPD|9RCR|aAART
286	33113 25141	   	197.61	DCR|2VULN|2AART|1CDMG|2DUR	17VULN|2LIT|39DUR|4CDMG|58AART|6RCR|aRMIN
287	52521 21314	   	197.59	DCR|3VULN|2ASPD|1AART	14ASPD|2AART|36aVULN|59CGEN|7RCR|8ERES
288	31325 26633	   	197.52	DCR|3VULN|1AART|1DMG|1NUKE|1CDMG	125VULN|2BPWR|3NUKE|4CDMG|6DMG|7BEXP|8RCR|9ERES|aAART
289	52521 21324	   	197.49	DCR|3VULN|2ASPD|1AART	14ASPD|2AART|36aVULN|5CGEN|7RCR|89ERES
290	33113 25111	   	197.47	DCR|2VULN|2AART|1MDPS|1CDMG|1DUR	17VULN|2LIT|3DUR|4CDMG|58AART|6RCR|9MDPS|aDMSP
291	33113 25112	   	197.47	DCR|2VULN|2AART|1MDPS|1CDMG|1DUR	17VULN|2LIT|3DUR|4CDMG|58AART|6RCR|9MDPS|aRMIN
292	33113 25113	   	197.47	DCR|2VULN|2AART|1MDPS|1CDMG|1DUR	17VULN|2LIT|3DUR|4CDMG|58AART|6RCR|9MDPS|aTLV
293	33113 25114	   	197.47	DCR|2VULN|2AART|1MDPS|1CDMG|1DUR	17VULN|2LIT|3DUR|4CDMG|58AART|6RCR|9MDPS|aLHND
294	33113 25115	   	197.47	DCR|3AART|2VULN|1MDPS|1CDMG|1DUR	17VULN|2LIT|3DUR|4CDMG|58aAART|6RCR|9MDPS
295	33113 25116	   	197.47	DCR|2VULN|2AART|1MDPS|1DMG|1CDMG|1DUR	17VULN|2LIT|3DUR|4CDMG|58AART|6RCR|9MDPS|aDMG
296	31453 12232	   	197.43	DCR|3VULN|1AART|1ASPD|1DMG	124VULN|24BPWR|34DUST|5AART|6BELT|7DMG|8ASPD|9LIT|aRCR
297	31453 14232	   	197.43	DCR|3VULN|1AART|1ASPD|1DMG	124VULN|24BPWR|34DUST|5AART|6BELT|7ASPD|8DMG|9LIT|aRCR
298	31455 32223	 * 	197.43	DCR|4VULN|2AART	124aVULN|24aBPWR|34DUST|5aFEWX|6RCR|79AART|8aAELBLL
