0	Index      	 *	Score 	Summary	Detail	
1	46132 32163	 * 	226.06	DCR|3VULN|2ASPD|1AART|1DMG|1DUR	1DMG|29aVULN|3DUR|48ASPD|5AART|6BELT|7RCR
152	22633 17263	   	203.19	DCR|2VULN|2DMG|1AART|1ASPD	1MBVNT|2RMIN|36VULN|4ASPD|59DMG|7RCR|8MLV|aAART
153	22633 17711	   	203.19	DCR|2VULN|2DMG|1AART|1ASPD	1MBVNT|2RMIN|36VULN|4ASPD|59DMG|7RCR|8FEWX|aAART
154	24413 51727	   	203.15	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1ZMB|1SELL	1MBVNT|2CDMG|3ZMB|4ASPD|57DMG|6VULN|8SELL|9AART|aRCR
155	22633 17511	   	203.09	DCR|2VULN|2DMG|1AART|1ASPD	1MBVNT|2RMIN|36VULN|4ASPD|59DMG|7RCR|8DUST|aAART
156	24435 34436	 * 	202.82	DCR|2VULN|2DMG|1MDPS|2CDMG|1ZMB	1MBVNT|29CDMG|3ZMB|49DMG|5CGEN|6DUST|7RCR|89VULN|9BPWR|aMDPS
157	43511 22161	   	202.80	ACR|1SPLARM|2VULN|2DMG|2ASPD|1ZMB|1DUR	19DMG|26ASPD|3RCR|49VULN|5DUR|7SPLARM|89AME|9BPWR|aZMB
158	43521 51121	 * 	202.73	ACR|2DMG|2ASPD|1VULN|1AART|1CDMG|2ZMB	18DMG|28ASPD|3RCR|4TLV|5CDMG|6RPLT|78ZMB|8BPWR|9VULN|aAART
159	43531 51121	   	202.73	ACR|2DMG|2ASPD|1VULN|1AART|1CDMG|2ZMB	18DMG|28ASPD|3RCR|4CDMG|5TLV|6RPLT|78ZMB|8BPWR|9VULN|aAART
160	24617 24225	   	202.63	DCR|2VULN|2ASPD|1DMG|1CDMG|1ZMB	1MBVNT|2CDMG|34ASPD|5ZMB|6CGEN|7RCR|8aVULN|9DMG
161	43513 31362	 * 	202.45	ACR|3VULN|3DMG|1ASPD|2ZMB	159DMG|2ASPD|3RCR|49aVULN|6LIT|7AME|89ZMB|9BPWR
162	46151 33312	   	202.24	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB|1DUR|1MSE	1DMG|26VULN|3DUR|4RPLT|5ZMB|7AART|8RCR|9ASPD|aMSE
163	33521 44237	 * 	202.22	DCR|2VULN|2AART|1ASPD|3DUR	158DUR|24VULN|3MBVNT|6RCR|7aAART|9ASPD
164	33426 13231	   	202.01	DCR|3VULN|1AART|1ASPD|1ZMB|1DUR	1DUR|249VULN|3ERES|5BELT|6ZMB|7RCR|8ASPD|aAART
165	23246 13311	   	202.00	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2LWND|3DUR|49ASPD|5DMG|6CDMG|7AART|8RCR|aVULN
166	33576 13312	   	202.00	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2VULN|3MBVNT|4DMG|59ASPD|6CDMG|7AART|8RCR|aFEWX
167	33576 13314	   	202.00	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG|1DUR	1DUR|2VULN|3MBVNT|4DMG|59ASPD|6CDMG|7AART|8RCR|aLHND
168	21211 45831	   	201.97	DCR|3VULN|1AART|1ASPD|3DUR	1MBVNT|235DUR|48aVULN|6AART|7RCR|9ASPD
169	21244 15831	   	201.97	DCR|3VULN|1AART|1ASPD|3DUR	1MBVNT|234DUR|5AART|68aVULN|7RCR|9ASPD
170	33511 45831	   	201.97	DCR|3VULN|1AART|1ASPD|3DUR	145DUR|28aVULN|3MBVNT|6AART|7RCR|9ASPD
171	24661 81311	   	201.90	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2CDMG|39ASPD|4DUR|5DUST|6DMG|7AART|8RCR|aVULN
172	33576 13313	   	201.90	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR|1MSE	1DUR|2VULN|3MBVNT|4DMG|59ASPD|6CDMG|7AART|8RCR|aMSE
173	51546 13311	   	201.90	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG|1DUR	1LEGI|2DUR|3MBVNT|49ASPD|5DMG|6CDMG|7AART|8RCR|aVULN
174	22631 13347	   	201.85	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1MBVNT|2RMIN|3VULN|4ASPD|5DUR|6CDMG|7aAART|8DMG|9RCR
175	22637 43347	   	201.85	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1MBVNT|2RMIN|3VULN|4ASPD|5CDMG|6DUR|7aAART|8DMG|9RCR
176	22632 13347	   	201.85	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1MBVNT|2RMIN|3VULN|4ASPD|5aAART|6CDMG|7DUR|8DMG|9RCR
177	24334 37147	   	201.85	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1MBVNT|2CDMG|3AME|4DMG|5aAART|6ASPD|7DUR|8VULN|9RCR
178	22663 17311	   	201.77	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1MBVNT|2RMIN|36VULN|4ZMB|59DMG|7RCR|8DUR|aAART
179	24435 34432	   	201.77	DCR|2VULN|2DMG|2CDMG|1ZMB|1DUR	1MBVNT|29CDMG|3ZMB|49DMG|5CGEN|6DUST|7RCR|89VULN|9BPWR|aDUR
180	43511 36131	 * 	201.77	ACR|3VULN|2ASPD|1AART|1DMG|1DUR	1DMG|29ASPD|3RCR|468VULN|5DUR|7AART|aFEWX
181	43511 36133	   	201.77	ACR|3VULN|2ASPD|1AART|1DMG|1DUR	1DMG|29ASPD|3RCR|468VULN|5DUR|7AART|aCGEN
182	24434 87323	 * 	201.68	DCR|2DMG|1AART|1ASPD|1NUKE|1CDMG|1ZMB	1MBVNT|2CDMG|3ZMB|46DMG|5AART|7LIT|8ASPD|9RCR|aNUKE
183	43511 36132	   	201.67	ACR|3VULN|2ASPD|1AART|1DMG|1DUR|1MSE	1DMG|29ASPD|3RCR|468VULN|5DUR|7AART|aMSE
184	24434 43367	   	201.64	DCR|2VULN|1AART|1DMG|1CDMG|2ZMB|1DUR	1MBVNT|2CDMG|3aZMB|4DMG|5AART|69VULN|7DUR|8RCR
185	24434 43371	   	201.64	DCR|2VULN|1AART|1DMG|1CDMG|2ZMB|1DUR	1MBVNT|2CDMG|39ZMB|4DMG|5AART|6aVULN|7DUR|8RCR
186	24414 25267	   	201.63	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1SELL	1MBVNT|2CDMG|3ZMB|4ASPD|5SELL|68AART|7DMG|9VULN|aRCR
187	43513 16131	 * 	201.52	ACR|2VULN|2DMG|2ASPD|1AART|1DUR	15DMG|29ASPD|3RCR|48VULN|6DUR|7AART|aFEWX
188	43513 16133	   	201.52	ACR|2VULN|2DMG|2ASPD|1AART|1DUR	15DMG|29ASPD|3RCR|48VULN|6DUR|7AART|aCGEN
189	43513 51313	   	201.52	ACR|2VULN|2DMG|2ASPD|1AART|1DUR	15DMG|26ASPD|3RCR|46VULN|6BPWR|7CGEN|8DUR|9TLV|aAART
190	42125 31351	   	201.43	DCR|3VULN|1AART|1ASPD|1DMG	1DMG|2ERES|3MLV|49aVULN|5ASPD|6AART|7RPLT|8RCR
191	43222 31351	   	201.43	DCR|3VULN|1AART|1ASPD|1DMG	1DMG|2ASPD|3ERES|49aVULN|5AME|6AART|7RPLT|8RCR
192	43513 16132	   	201.42	ACR|2VULN|2DMG|2ASPD|1AART|1DUR|1MSE	15DMG|29ASPD|3RCR|48VULN|6DUR|7AART|aMSE
193	41215 43311	   	201.33	DCR|3VULN|1AART|1DMG|2ZMB|1DUR	1DMG|2LIT|34ZMB|57aVULN|6DUR|8AART|9RCR
194	24413 33775	   	201.26	DCR|2DMG|2ASPD|1AART|2CDMG|1ZMB	1MBVNT|28CDMG|3ZMB|46ASPD|57DMG|9AART|aRCR
195	61261 22163	   	201.19	DCR|2VULN|1MDPS|2DMG|1AART|1ASPD	1MDPS|29DUST|3AME|49VULN|5ASPD|6LWND|79DMG|8RCR|9BPWR|aAART
196	33521 41471	   	201.15	DCR|2VULN|1AART|1ASPD|1DMG|2DUR	15DUR|24VULN|3MBVNT|6RCR|7RPLT|8ASPD|9AART|aDMG
197	33521 44741	   	201.15	DCR|2VULN|1AART|1ASPD|1DMG|2DUR	15DUR|24VULN|3MBVNT|6RCR|7AART|8DMG|9ASPD|aLHND
198	33521 44744	   	201.15	DCR|2VULN|1AART|1ASPD|1DMG|2DUR	15DUR|24VULN|3MBVNT|6RCR|7AART|8DMG|9ASPD|aBEXP
199	33521 44748	   	201.15	DCR|2VULN|1AART|1ASPD|1DMG|2DUR	15DUR|24VULN|3MBVNT|6RCR|7AART|8DMG|9ASPD|aCGEN
200	33521 44772	   	201.15	DCR|2VULN|1AART|1ASPD|1DMG|2DUR	15DUR|24VULN|3MBVNT|6RCR|7AART|8DMG|9LIT|aASPD
201	43511 14323	   	201.11	ACR|4VULN|1ASPD|1DMG|1CDMG|2DUR	1DMG|2ASPD|3RCR|4789VULN|5aDUR|6CDMG
202	33521 44742	   	201.05	DCR|2VULN|1AART|1ASPD|1DMG|2DUR	15DUR|24VULN|3MBVNT|6RCR|7AART|8DMG|9ASPD|aLEGI
203	33521 44743	   	201.05	DCR|2VULN|1AART|1ASPD|1DMG|2DUR	15DUR|24VULN|3MBVNT|6RCR|7AART|8DMG|9ASPD|aDUST
204	41225 43311	   	201.00	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1DMG|2LIT|3ZMB|4RCVC|57aVULN|6DUR|8AART|9RCR
205	22632 53137	   	200.99	DCR|3ASPD|2VULN|1AART|1DUR	1MBVNT|2RMIN|38VULN|469ASPD|5AART|7RCR|aDUR
206	24334 43341	 * 	200.97	DCR|2VULN|1AART|2CDMG|1DMG|2DUR	1MBVNT|29CDMG|39AME|4DMG|5AART|6aVULN|79DUR|8RCR|9BPWR
207	46112 41313	 * 	200.95	DCR|3DMG|1AART|1VULN|1CDMG|1DUR	17aDMG|2VULN|3DUR|4AART|5CDMG|6LIT|8RCR|9DUST
208	21532 53147	   	200.89	DCR|3ASPD|2VULN|1AART|1DUR	1MBVNT|2DUR|3ERES|469ASPD|5AART|7RCR|8aVULN
209	22617 43411	   	200.88	DCR|2AART|2DMG|1VULN|1ASPD	1MBVNT|2RMIN|3VULN|47AART|5RPLT|6RCR|8aDMG|9ASPD
210	46132 32111	   	200.77	DCR|3ASPD|1VULN|1AART|1DMG|1DUR	1DMG|2VULN|3DUR|48aASPD|5AART|6BELT|7RCR|9RMIN
211	33523 44531	 * 	200.68	DCR|4VULN|2DMG|1MDPS|2DUR	18DUR|2489VULN|3MBVNT|5MDPS|68DMG|7RPLT|8BPWR|aRCR
212	46132 32121	   	200.67	DCR|3ASPD|1VULN|1AART|1DMG|1DUR	1DMG|2VULN|3DUR|48aASPD|5AART|6BELT|7RCR|9TLV
213	33521 42731	 * 	200.67	DCR|1SPLARM|2VULN|1AART|1DMG|3DUR	159DUR|24VULN|3MBVNT|6RCR|7SPLARM|8DMG|aAART
214	65231 23326	 * 	200.57	DCR|3ASPD|1MDPS|1VULN|1AART|1DMG|1DUR	1MDPS|236ASPD|3BPWR|4DMG|5DUR|7RCR|8DUST|9AART|aVULN
215	24617 24214	 * 	200.39	DCR|3VULN|2ASPD|1CDMG|1ZMB	1MBVNT|2CDMG|34ASPD|5ZMB|6CGEN|7RCR|89aVULN
216	65232 11248	 * 	200.32	DCR|3ASPD|2DMG|1MDPS|1AART|1CDMG	1MDPS|237ASPD|3BPWR|49DMG|5AART|6MBVNT|8RCR|aCDMG
217	21211 45837	   	200.22	DCR|2VULN|2AART|1ASPD|3DUR	1MBVNT|235DUR|48VULN|6aAART|7RCR|9ASPD
218	21244 15837	   	200.22	DCR|2VULN|2AART|1ASPD|3DUR	1MBVNT|234DUR|5aAART|68VULN|7RCR|9ASPD
219	28134 13784	 * 	200.21	DCR|2VULN|2DMG|1ASPD|3DUR	1MBVNT|2RPLT|3RMIN|48DMG|58aDUR|6RCR|78VULN|8BPWR|9ASPD
220	43511 13211	 * 	200.18	ACR|2VULN|2ASPD|1AART|1DMG|1CDMG|1DUR	1DMG|29ASPD|3RCR|4aVULN|5DUR|6CDMG|7AART|8BEXP
221	43511 13611	   	200.18	ACR|2VULN|2ASPD|1AART|1DMG|1CDMG|1DUR	1DMG|29ASPD|3RCR|4aVULN|5DUR|6CDMG|7AART|8LHND
222	33521 44258	 * 	200.16	DCR|3VULN|1AART|3DUR|1CDMG	158DUR|24aVULN|3MBVNT|6RCR|7AART|9CDMG
223	33522 14871	   	200.03	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1DUR|24VULN|3MBVNT|5AART|6CDMG|7RCVC|8RCR|9ZMB|aASPD
224	21617 33371	   	200.01	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1MBVNT|2DUR|3RPLT|456VULN|7AART|8RCR|9ZMB|aDMG
225	21617 33373	   	200.01	DCR|3VULN|1AART|1ASPD|1ZMB|1DUR	1MBVNT|2DUR|3RPLT|456VULN|7AART|8RCR|9ZMB|aASPD
226	28417 33371	   	200.01	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1MBVNT|2RPLT|3DUR|456VULN|7AART|8RCR|9ZMB|aDMG
227	28417 33373	   	200.01	DCR|3VULN|1AART|1ASPD|1ZMB|1DUR	1MBVNT|2RPLT|3DUR|456VULN|7AART|8RCR|9ZMB|aASPD
228	33235 18733	   	199.97	DCR|3VULN|1AART|1ASPD|3DUR	13aDUR|269VULN|4ASPD|5MBVNT|7AART|8RCR
229	46632 31311	   	199.95	DCR|2VULN|2ASPD|1AART|1DMG	1DMG|2aVULN|3FEWX|49ASPD|5AART|6RCVC|7RPLT|8RCR
230	44132 42311	 * 	199.92	DCR|2AART|2ASPD|1VULN|1DMG|1DUR	1DMG|2FEWX|3DUR|46ASPD|58AART|7LIT|9RCR|aVULN
231	46132 11233	   	199.92	DCR|3ASPD|1VULN|1AART|1DMG|2DUR	1DMG|2VULN|38DUR|479ASPD|5AART|6MBVNT|aRCR
232	33576 24233	   	199.92	DCR|3ASPD|1VULN|1AART|1DMG|2DUR	18DUR|2VULN|3MBVNT|4DMG|569ASPD|7AART|aRCR
233	43612 31311	   	199.85	DCR|2VULN|2ASPD|1AART|1DMG	1DMG|29ASPD|3DUST|4aVULN|5AART|6RCVC|7RPLT|8RCR
234	22632 53151	   	199.82	DCR|2VULN|2ASPD|1AART|1DMG	1MBVNT|2RMIN|38VULN|46ASPD|5AART|7RCR|9DMG|aLWND
235	22632 53152	   	199.82	DCR|2VULN|2ASPD|1AART|1DMG	1MBVNT|2RMIN|38VULN|46ASPD|5AART|7RCR|9DMG|aMLV
236	22632 53154	   	199.82	DCR|2VULN|2ASPD|1AART|1DMG	1MBVNT|2RMIN|38VULN|46ASPD|5AART|7RCR|9DMG|aAME
237	24414 25837	   	199.78	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1MBVNT|2CDMG|3ZMB|49ASPD|5SELL|6AART|7DMG|8VULN|aRCR
238	43511 36122	   	199.73	ACR|3VULN|1AART|1ASPD|1DMG|2DUR	1DMG|2ASPD|3RCR|468VULN|5aDUR|7AART|9SPLREG
239	22632 53115	   	199.72	DCR|2VULN|2ASPD|1AART|1NUKE	1MBVNT|2RMIN|38VULN|46ASPD|5AART|7RCR|9AIRARM|aNUKE
240	21617 33361	 * 	199.72	DCR|5VULN|1AART|1DUR	1MBVNT|2DUR|3RPLT|4569aVULN|7AART|8RCR
241	28417 33361	   	199.72	DCR|5VULN|1AART|1DUR	1MBVNT|2RPLT|3DUR|4569aVULN|7AART|8RCR
242	33214 15613	 * 	199.69	DCR|3VULN|1AART|2CDMG|3DUR	138DUR|247VULN|58CDMG|68DUST|8BPWR|9AART|aRCR
243	33521 44175	   	199.67	DCR|3VULN|1AART|1DMG|2DUR	15DUR|248VULN|3MBVNT|6RCR|7AART|9RCVC|aDMG
244	22617 43413	   	199.54	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1MBVNT|2RMIN|3VULN|47AART|5RPLT|6RCR|8DMG|9ASPD|aCDMG
245	24334 41316	   	199.53	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG	1MBVNT|2CDMG|3AME|4DMG|5AART|6VULN|7LWND|8RCR|9ASPD|aNUKE
246	43513 16122	   	199.48	ACR|2VULN|2DMG|1AART|1ASPD|2DUR	15DMG|2ASPD|3RCR|48VULN|6aDUR|7AART|9SPLREG
247	22633 17117	 * 	199.47	DCR|2VULN|2DMG|1ASPD|1NUKE	1MBVNT|2RMIN|36VULN|4ASPD|59DMG|7RCR|8LWND|aNUKE
248	24334 47316	   	199.43	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG	1MBVNT|2CDMG|3AME|4DMG|5AART|6VULN|7DUST|8RCR|9ASPD|aNUKE
249	43614 33311	   	199.33	DCR|3VULN|1AART|1ASPD|1DMG	1DMG|2ASPD|35DUST|47aVULN|6LIT|8AART|9RCR
250	46633 33312	   	199.29	DCR|2VULN|2DMG|1AART|1ASPD	15DMG|27VULN|3FEWX|4ASPD|6LIT|8AART|9RCR|aRPLT
251	46633 33313	   	199.29	DCR|2VULN|2DMG|1AART|1ASPD	15DMG|27VULN|3FEWX|4ASPD|6LIT|8AART|9RCR|aAME
252	46633 32311	   	199.29	DCR|2VULN|2DMG|1AART|1ASPD	15DMG|2aVULN|3FEWX|4ASPD|6LIT|7DMSP|8AART|9RCR
253	46132 32263	   	199.25	DCR|2VULN|1AART|1ASPD|1DMG|2DUR	1DMG|2aVULN|39DUR|4ASPD|5AART|6BELT|7RCR|8MLV
254	43613 33312	   	199.19	DCR|2VULN|2DMG|1AART|1ASPD	15DMG|2ASPD|3DUST|47VULN|6LIT|8AART|9RCR|aRPLT
255	43613 33313	   	199.19	DCR|2VULN|2DMG|1AART|1ASPD	15DMG|2ASPD|3DUST|47VULN|6LIT|8AART|9RCR|aAME
256	43613 32311	   	199.19	DCR|2VULN|2DMG|1AART|1ASPD	15DMG|2ASPD|3DUST|4aVULN|6LIT|7DMSP|8AART|9RCR
257	33235 17261	   	199.15	DCR|2VULN|1AART|1ASPD|1DMG|2DUR	13DUR|26VULN|4ASPD|5MBVNT|7RCR|8MLV|9DMG|aAART
258	46132 32363	 * 	199.15	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE|2DUR	1DMG|2aVULN|39DUR|4ASPD|5AART|6BELT|7RCR|8NUKE
259	43533 43131	   	199.15	ACR|3DMG|1VULN|1AART|1ASPD|1CDMG|1DUR	159DMG|2ASPD|3RCR|4CDMG|6DUR|7AART|8VULN|aRCVC
260	41215 13331	   	199.02	DCR|3VULN|1AART|1DMG|2ZMB	1DMG|2LIT|34ZMB|57aVULN|6RCR|8AART|9LWND
261	22632 34262	   	199.00	DCR|2VULN|2DMG|1AART|1ASPD	1MBVNT|2RMIN|39VULN|4ASPD|5AART|69SNIFST|7RCVC|89DMG|9BPWR|aRCR
262	43512 33136	 * 	198.96	ACR|3VULN|2DMG|1AART|1ASPD|1AAC	1aDMG|2ASPD|3RCR|49aVULN|5AART|6RCVC|7AAC|8aFEWX|aBPWR
263	33521 44131	   	198.92	DCR|3VULN|1AART|1ASPD|2DUR	15DUR|248VULN|3MBVNT|6RCR|7AART|9ASPD|aLWND
264	33521 44132	   	198.92	DCR|3VULN|1AART|1ASPD|2DUR	15DUR|248VULN|3MBVNT|6RCR|7AART|9ASPD|aMLV
265	33521 44136	   	198.92	DCR|3VULN|1AART|1ASPD|2DUR	15DUR|248VULN|3MBVNT|6RCR|7AART|9ASPD|aBELT
266	33521 44148	   	198.92	DCR|3VULN|1AART|1DMG|2DUR	15DUR|248VULN|3MBVNT|6RCR|7AART|9RMIN|aDMG
267	33521 44151	   	198.92	DCR|3VULN|1AART|1DMG|2DUR	15DUR|248VULN|3MBVNT|6RCR|7AART|9DMG|aLWND
268	33521 44152	   	198.92	DCR|3VULN|1AART|1DMG|2DUR	15DUR|248VULN|3MBVNT|6RCR|7AART|9DMG|aMLV
269	33521 44156	   	198.92	DCR|3VULN|1AART|1DMG|2DUR	15DUR|248VULN|3MBVNT|6RCR|7AART|9DMG|aBELT
270	33521 44185	   	198.92	DCR|3VULN|1AART|1DMG|2DUR	15DUR|248VULN|3MBVNT|6RCR|7AART|9DMSP|aDMG
271	33521 44731	   	198.92	DCR|3VULN|1AART|1DMG|2DUR	15DUR|249VULN|3MBVNT|6RCR|7AART|8DMG|aLWND
272	33521 44732	   	198.92	DCR|3VULN|1AART|1DMG|2DUR	15DUR|249VULN|3MBVNT|6RCR|7AART|8DMG|aMLV
273	33521 44736	   	198.92	DCR|3VULN|1AART|1DMG|2DUR	15DUR|249VULN|3MBVNT|6RCR|7AART|8DMG|aBELT
274	33521 48211	   	198.92	DCR|3VULN|1AART|1ASPD|2DUR	15DUR|249VULN|3MBVNT|6RCR|7BELT|8ASPD|aAART
275	24617 24348	 * 	198.89	DCR|3ASPD|1AART|1VULN|1CDMG|1ZMB	1MBVNT|2CDMG|348ASPD|5ZMB|6CGEN|7RCR|9AART|aVULN
276	26412 67411	   	198.86	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG	1MBVNT|2TLV|3DUST|4AART|5CDMG|6VULN|7RCR|8aDMG|9ASPD
277	26415 47411	   	198.86	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG	1MBVNT|2TLV|3DUST|4AART|5VULN|6CDMG|7RCR|8aDMG|9ASPD
278	43533 43121	   	198.82	ACR|3DMG|1AART|1VULN|1ASPD|1CDMG|1DUR	15aDMG|2ASPD|3RCR|4CDMG|6DUR|7AART|8VULN|9CGEN
279	43533 63132	   	198.82	ACR|3DMG|1AART|1VULN|1ASPD|1CDMG|1DUR	159DMG|2ASPD|3RCR|4CDMG|6LHND|7AART|8VULN|aDUR
280	33521 44115	   	198.82	DCR|3VULN|1AART|1DMG|2DUR	15DUR|248VULN|3MBVNT|6RCR|7AART|9AIRARM|aDMG
281	33521 44117	   	198.82	DCR|3VULN|1AART|1ASPD|2DUR	15DUR|248VULN|3MBVNT|6RCR|7AART|9AIRARM|aASPD
282	33521 44134	   	198.82	DCR|3VULN|1AART|1ASPD|2DUR|1MSE	15DUR|248VULN|3MBVNT|6RCR|7AART|9ASPD|aMSE
283	33521 44137	   	198.82	DCR|3VULN|1AART|1ASPD|2DUR	15DUR|248VULN|3MBVNT|6RCR|7AART|9ASPD|aERES
284	33521 44154	   	198.82	DCR|3VULN|1AART|1DMG|2DUR|1MSE	15DUR|248VULN|3MBVNT|6RCR|7AART|9DMG|aMSE
285	33521 44157	   	198.82	DCR|3VULN|1AART|1DMG|2DUR	15DUR|248VULN|3MBVNT|6RCR|7AART|9DMG|aERES
286	33521 44734	   	198.82	DCR|3VULN|1AART|1DMG|2DUR|1MSE	15DUR|249VULN|3MBVNT|6RCR|7AART|8DMG|aMSE
287	33521 44737	   	198.82	DCR|3VULN|1AART|1DMG|2DUR	15DUR|249VULN|3MBVNT|6RCR|7AART|8DMG|aERES
288	46132 41311	   	198.77	DCR|3ASPD|1VULN|1AART|1DMG|1DUR	1DMG|2VULN|3DUR|469ASPD|5AART|7RPLT|8RCR|aBEXP
289	46132 41312	   	198.77	DCR|3ASPD|1VULN|1AART|1DMG|1DUR	1DMG|2VULN|3DUR|469ASPD|5AART|7RPLT|8RCR|aAME
290	46132 41313	   	198.77	DCR|3ASPD|1VULN|1AART|1DMG|1DUR	1DMG|2VULN|3DUR|469ASPD|5AART|7RPLT|8RCR|aRMIN
291	24434 43368	   	198.75	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2CDMG|3ZMB|4DMG|5AART|69VULN|7DUR|8RCR|aRCVC
292	42533 43131	   	198.72	ACR|3DMG|1VULN|1AART|1ASPD|1CDMG|1DUR	15aDMG|2ERES|3RCR|4CDMG|6DUR|7AART|8VULN|9ASPD
293	43533 43133	   	198.72	ACR|3DMG|1VULN|1AART|1ASPD|1CDMG|1DUR	159DMG|2ASPD|3RCR|4CDMG|6DUR|7AART|8VULN|aMBVNT
294	24443 43741	   	198.71	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2CDMG|3ZMB|4MLV|5DMG|6RCR|7aVULN|8ASPD|9DUR
295	28614 15441	   	198.71	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2RPLT|3ZMB|4ASPD|5DUR|6RCR|7CDMG|8aVULN|9DMG
296	41225 13331	   	198.69	DCR|3VULN|1AART|1DMG|1ZMB	1DMG|2LIT|3ZMB|4RCVC|57aVULN|6RCR|8AART|9LWND
297	33521 44774	   	198.68	DCR|2VULN|2DMG|1AART|2DUR	15DUR|24VULN|3MBVNT|6RCR|7AART|8aDMG|9LIT
298	33521 46712	   	198.68	DCR|2VULN|2DMG|1AART|2DUR	15DUR|24VULN|3MBVNT|6RCR|7LHND|89DMG|aAART
299	24434 43315	   	198.44	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2CDMG|3ZMB|4DMG|5AART|6VULN|7DUR|8RCR|9ASPD|aRCVC
300	24334 43367	   	198.43	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2CDMG|3AME|4DMG|5AART|69VULN|7DUR|8RCR|aZMB
301	24434 43362	   	198.43	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2CDMG|3ZMB|4DMG|5AART|69VULN|7DUR|8RCR|aFEWX
302	24434 43364	   	198.43	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2CDMG|3ZMB|4DMG|5AART|69VULN|7DUR|8RCR|aLHND
303	24434 43365	   	198.43	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2CDMG|3ZMB|4DMG|5AART|69VULN|7DUR|8RCR|aMLV
304	24434 45368	   	198.33	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2CDMG|3ZMB|4DMG|5AART|69VULN|7DUST|8RCR|aDUR
305	24434 43363	   	198.33	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR|1MSE	1MBVNT|2CDMG|3ZMB|4DMG|5AART|69VULN|7DUR|8RCR|aMSE
306	33331 22331	 * 	198.20	DCR|4VULN|1ASPD|1CDMG|1DUR	1DUR|247aVULN|34LIT|4BPWR|5ASPD|6LHND|8RCR|9CDMG
307	46132 32116	   	198.18	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB|1DUR	1DMG|2VULN|3DUR|48ASPD|5AART|6BELT|7RCR|9RMIN|aZMB
308	24434 41314	   	198.11	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2CDMG|3ZMB|4DMG|5AART|6VULN|7LWND|8RCR|9ASPD|aDUR
309	24434 43313	   	198.11	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2CDMG|3ZMB|4DMG|5AART|6VULN|7DUR|8RCR|9ASPD|aRPLT
310	24434 43318	   	198.11	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2CDMG|3ZMB|4DMG|5AART|6VULN|7DUR|8RCR|9ASPD|aFEWX
311	32345 22331	 * 	198.10	DCR|4VULN|1DMG|1CDMG|1DUR	1DUR|2LHND|3LIT|457aVULN|6DMG|8RCR|9CDMG
312	33315 22331	   	198.10	DCR|4VULN|1DMG|1CDMG|1DUR	1DUR|257aVULN|3LIT|4LHND|6DMG|8RCR|9CDMG
