0	Index      	 *	Score 	Summary	Detail	
1	33321 14155	 * 	231.49	ACR|1SPLARM|2VULN|2DMG|1MDPS|1AART|1CDMG|1ZMB	12VULN|35DMG|4RCR|6ZMB|7CDMG|8AART|9MDPS|aSPLARM
176	35321 21625	   	206.14	ACR|1SPLARM|2VULN|2DMG|1AART|1ASPD	17VULN|2AELBLL|35DMG|4RCR|6ASPD|8AART|9BEXP|aSPLARM
177	33325 22115	   	206.09	ACR|5VULN|2ASPD|1DMG|1DUR	12589VULN|3DMG|4RCR|68ASPD|78DUST|8BPWR|aDUR
178	33325 24224	   	205.68	ACR|3VULN|2DMG|2ASPD|1CDMG	125VULN|3aDMG|4RCR|68ASPD|7CDMG|9RMIN
179	33332 56521	   	205.66	DCR|3VULN|2DMG|2ASPD	127VULN|37DMG|4FEWX|5MULFIG|67ASPD|7BPWR|8LIT|9TLV|aRCR
180	33531 14241	 * 	205.56	DCR|3VULN|1ASPD|1DMG|1CDMG|2ZMB	126VULN|3aZMB|4FEWX|5DMG|7CDMG|8ASPD|9RCR
181	33521 12166	   	205.54	ACR|4VULN|2DMG|1ASPD|1ZMB|1DUR	1268VULN|3ZMB|4RCR|58DMG|78DUST|8BPWR|9DUR|aASPD
182	33362 31553	   	205.53	DCR|3VULN|2ASPD|1DMG|2DUR	12aVULN|3DMG|4aDUR|5MULFIG|6LEGI|7ERES|8RCR|9aASPD|aBPWR
183	33332 26553	   	205.48	DCR|2VULN|2DMG|2ASPD|2DUR	12VULN|3aDMG|4FEWX|5MULFIG|6aDUR|7CGEN|8RCR|9aASPD|aBPWR
184	35252 34113	   	205.44	DCR|4VULN|2ASPD|2ZMB	139aVULN|2AELBLL|4aZMB|5aASPD|6RCVC|7RCR|8LEGI|aBPWR
185	33321 25154	 * 	205.43	ACR|3VULN|2DMG|2ASPD|1NUKE	128VULN|35DMG|4RCR|68ASPD|78LWND|8BPWR|9TLV|aNUKE
186	33321 14246	   	205.40	ACR|2VULN|2DMG|1MDPS|1ASPD|1CDMG|1AAC|1ZMB	12VULN|35DMG|4RCR|6ZMB|7CDMG|8ASPD|9MDPS|aAAC
187	33332 21553	   	205.38	DCR|2VULN|2DMG|2ASPD|2DUR	12VULN|3aDMG|4FEWX|5MULFIG|6aDUR|7ERES|8RCR|9aASPD|aBPWR
188	33323 15112	 * 	205.35	ACR|4VULN|2AART|1DMG|1CDMG	1279VULN|3DMG|4RCR|5CDMG|6AME|8aAART
189	33323 56112	   	205.35	ACR|4VULN|2AART|1DMG|1CDMG	1269VULN|3DMG|4RCR|5CDMG|7CGEN|8aAART
190	33621 14112	   	205.35	ACR|4VULN|2AART|1DMG|1CDMG	1269VULN|3AME|4RCR|5DMG|7CDMG|8aAART
191	33625 24112	 * 	205.35	ACR|4VULN|2AART|1ASPD|1CDMG	1259VULN|3AME|4RCR|6ASPD|7CDMG|8aAART
192	33331 14241	   	205.31	DCR|2VULN|2DMG|1ASPD|1CDMG|2ZMB	12VULN|35DMG|4FEWX|6aZMB|7CDMG|8ASPD|9RCR
193	33323 52112	   	205.25	ACR|4VULN|2AART|1DMG|1CDMG	1269VULN|3DMG|4RCR|5CDMG|7TLV|8aAART
194	33321 22154	   	205.23	ACR|3VULN|2DMG|2ASPD|1NUKE	128VULN|35DMG|4RCR|68ASPD|78DUST|8BPWR|9TLV|aNUKE
195	33321 21632	   	205.16	ACR|3VULN|2DMG|1AART|1ASPD|1ZMB	127VULN|35DMG|4RCR|6ASPD|8AART|9LIT|aZMB
196	35321 11661	   	205.16	ACR|3VULN|2DMG|1AART|1ASPD|1ZMB	179VULN|2AELBLL|35DMG|4RCR|6ZMB|8AART|aASPD
197	31143 23256	 * 	205.10	DCR|2VULN|2ASPD|1DMG|3DUR|1CDMG	18VULN|28ASPD|3ERES|4BELT|5DMG|678DUR|8BPWR|9CDMG|aRCR
198	33142 31532	   	205.06	DCR|3VULN|2DMG|1ZMB|1DUR	12aVULN|3aLWND|4BELT|5RMIN|6RCR|7ZMB|8DUR|9aDMG|aBPWR
199	33321 24265	   	204.92	ACR|3ASPD|2VULN|2DMG|1CDMG|1DUR	12VULN|35DMG|4RCR|689ASPD|7CDMG|aDUR
200	33325 22166	   	204.76	ACR|4VULN|3ASPD|1DMG|1DUR	1258VULN|3DMG|4RCR|68aASPD|78DUST|8BPWR|9DUR
201	31143 43532	 * 	204.72	DCR|3ASPD|2VULN|1DMG|2DUR	18VULN|289ASPD|3ERES|4BELT|5DMG|6RCR|78DUR|8BPWR|aRPLT
202	31143 43533	   	204.72	DCR|3ASPD|2VULN|1DMG|2DUR	18VULN|289ASPD|3ERES|4BELT|5DMG|6RCR|78DUR|8BPWR|aAME
203	31635 64113	 * 	204.72	DCR|3VULN|3ASPD|2CDMG	147VULN|247ASPD|3RPLT|47BPWR|5MBVNT|67CDMG|8MLV|9BEXP|aRCR
204	31635 64213	   	204.72	DCR|3VULN|3ASPD|2CDMG	147VULN|247ASPD|3RPLT|47BPWR|5MBVNT|67CDMG|8AME|9BEXP|aRCR
205	31214 24142	 * 	204.72	DCR|3VULN|3ASPD|1AART|1AAC	149VULN|259ASPD|3AAC|6AART|7BELT|89CGEN|9BPWR|aRCR
206	33323 41113	 * 	204.63	ACR|5VULN|2DMG|2CDMG|1SELL	1279aVULN|3aDMG|4RCR|5aCDMG|6SELL|8LEGI|aBPWR
207	31143 43531	   	204.62	DCR|3ASPD|2VULN|1DMG|2DUR	18VULN|289ASPD|3ERES|4BELT|5DMG|6RCR|78DUR|8BPWR|aDUST
208	31635 64411	   	204.62	DCR|3VULN|3ASPD|2CDMG	147VULN|247ASPD|3RPLT|47BPWR|5MBVNT|67CDMG|8LWND|9LEGI|aRCR
209	33321 14141	   	204.56	ACR|3VULN|2DMG|1AART|1CDMG|2ZMB	12aVULN|35DMG|4RCR|69ZMB|7CDMG|8AART
210	33521 12161	   	204.30	ACR|4VULN|2DMG|1MDPS|1ZMB|1DUR	1268VULN|3ZMB|4RCR|58DMG|78DUST|8BPWR|9DUR|aMDPS
211	33252 14263	   	204.26	DCR|4VULN|2ASPD|2ZMB	123aVULN|46ZMB|5aASPD|7RCR|8aLWND|9RCVC|aBPWR
212	33321 25131	   	204.19	ACR|3VULN|2DMG|1MDPS|2ASPD	128VULN|35DMG|4RCR|68ASPD|78LWND|8BPWR|9DUST|aMDPS
213	33321 25141	   	204.19	ACR|3VULN|2DMG|1MDPS|2ASPD|1MSE	128VULN|35DMG|4RCR|68ASPD|78LWND|8BPWR|9MSE|aMDPS
214	31214 14611	   	204.15	DCR|2VULN|2ASPD|1AART|1DMG|1AAC|1ZMB	14VULN|25ASPD|3AAC|6ZMB|7DMG|8AART|9FEWX|aRCR
215	31214 14621	   	204.15	DCR|2VULN|2ASPD|1AART|1DMG|1AAC|1ZMB	14VULN|25ASPD|3AAC|6ZMB|7DMG|8AART|9BEXP|aRCR
216	33321 22121	   	204.09	ACR|3VULN|2DMG|1MDPS|2ASPD	128VULN|35DMG|4RCR|68ASPD|78DUST|8BPWR|9LWND|aMDPS
217	33321 22141	   	203.99	ACR|3VULN|2DMG|1MDPS|2ASPD|1MSE	128VULN|35DMG|4RCR|68ASPD|78DUST|8BPWR|9MSE|aMDPS
218	31441 11163	   	203.97	ACR|4VULN|2DMG|2ASPD	167aVULN|2aASPD|3RCR|4DMSP|5aDMG|8LEGI|9RCVC|aBPWR
219	33321 11614	   	203.92	ACR|3VULN|2DMG|1MDPS|1AART|1ZMB	127VULN|35DMG|4RCR|6ZMB|8AART|9FEWX|aMDPS
220	33321 11624	   	203.92	ACR|3VULN|2DMG|1MDPS|1AART|1ZMB	127VULN|35DMG|4RCR|6ZMB|8AART|9BEXP|aMDPS
221	33321 11654	   	203.92	ACR|3VULN|1MDPS|2DMG|1AART|1ZMB	127VULN|35DMG|4RCR|6ZMB|8AART|9LHND|aMDPS
222	33321 11641	   	203.82	ACR|3VULN|2DMG|1MDPS|1AART|1CDMG|1ZMB	127VULN|35DMG|4RCR|6ZMB|8AART|9MDPS|aCDMG
223	33321 11642	   	203.82	ACR|4VULN|2DMG|1MDPS|1AART|1ZMB	127aVULN|35DMG|4RCR|6ZMB|8AART|9MDPS
224	33321 11643	   	203.82	ACR|3VULN|2DMG|1MDPS|1AART|1ZMB|1SELL	127VULN|35DMG|4RCR|6ZMB|8AART|9MDPS|aSELL
225	33321 11644	   	203.82	ACR|3VULN|2DMG|1MDPS|1AART|1ZMB	127VULN|35DMG|4RCR|6ZMB|8AART|9MDPS|aFEWX
226	33321 11645	   	203.82	ACR|3VULN|2DMG|1MDPS|1AART|1ZMB	127VULN|35DMG|4RCR|6ZMB|8AART|9MDPS|aAME
227	33321 11646	   	203.82	ACR|3VULN|2DMG|1MDPS|1AART|1ZMB	127VULN|35DMG|4RCR|6ZMB|8AART|9MDPS|aTLV
228	33325 24122	   	203.82	ACR|3VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	125VULN|3DMG|4RCR|6ASPD|7CDMG|8AART|9LWND|aZMB
229	33325 24143	   	203.82	ACR|3VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	125VULN|3DMG|4RCR|6ASPD|7CDMG|8AART|9ZMB|aFEWX
230	33325 24141	   	203.72	ACR|3VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	125VULN|3DMG|4RCR|6ASPD|7CDMG|8AART|9ZMB|aDUST
231	33325 24142	   	203.72	ACR|3VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	125VULN|3DMG|4RCR|6ASPD|7CDMG|8AART|9ZMB|aERES
232	33525 22163	   	203.72	ACR|3VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	125VULN|3ZMB|4RCR|6AART|7DMG|8ERES|9ASPD|aCDMG
233	33326 42513	   	203.72	ACR|5VULN|3DMG|1AAC	12789VULN|368DMG|4RCR|58LIT|8BPWR|aAAC
234	33321 24122	   	203.58	ACR|2VULN|2DMG|1AART|1ASPD|1CDMG|1ZMB	12VULN|35DMG|4RCR|6ASPD|7CDMG|8AART|9LWND|aZMB
235	33321 24143	   	203.58	ACR|2VULN|2DMG|1AART|1ASPD|1CDMG|1ZMB	12VULN|35DMG|4RCR|6ASPD|7CDMG|8AART|9ZMB|aFEWX
236	33361 25432	   	203.55	DCR|3VULN|2DMG|1ASPD|1DUR	12aVULN|35DMG|4DUR|6ASPD|7LWND|8RCR|9DUST
237	33323 15111	   	203.53	ACR|5VULN|1AART|1DMG|1CDMG	1279aVULN|3DMG|4RCR|5CDMG|6AME|8AART
238	33323 56111	   	203.53	ACR|5VULN|1AART|1DMG|1CDMG	1269aVULN|3DMG|4RCR|5CDMG|7CGEN|8AART
239	33621 14111	   	203.53	ACR|5VULN|1AART|1DMG|1CDMG	1269aVULN|3AME|4RCR|5DMG|7CDMG|8AART
240	33625 24111	   	203.53	ACR|5VULN|1AART|1ASPD|1CDMG	1259aVULN|3AME|4RCR|6ASPD|7CDMG|8AART
241	33252 14223	   	203.51	DCR|4VULN|2ASPD|2ZMB	123aVULN|46ZMB|5aASPD|7RCR|89aLWND|aBPWR
242	33321 24224	 * 	203.50	ACR|3DMG|2VULN|2ASPD|1CDMG	12VULN|35aDMG|4RCR|68ASPD|7CDMG|9RMIN
243	33325 22154	 * 	203.49	ACR|4VULN|2ASPD|1DMG|1NUKE	1258VULN|3DMG|4RCR|68ASPD|78DUST|8BPWR|9TLV|aNUKE
244	33321 24141	   	203.48	ACR|2VULN|2DMG|1AART|1ASPD|1CDMG|1ZMB	12VULN|35DMG|4RCR|6ASPD|7CDMG|8AART|9ZMB|aDUST
245	33321 24142	   	203.48	ACR|2VULN|2DMG|1AART|1ASPD|1CDMG|1ZMB	12VULN|35DMG|4RCR|6ASPD|7CDMG|8AART|9ZMB|aERES
246	33321 24145	   	203.48	ACR|2VULN|2DMG|1AART|1ASPD|1CDMG|1ZMB|1MSE	12VULN|35DMG|4RCR|6ASPD|7CDMG|8AART|9ZMB|aMSE
247	33323 52111	   	203.43	ACR|5VULN|1AART|1DMG|1CDMG	1269aVULN|3DMG|4RCR|5CDMG|7TLV|8AART
248	33325 21632	   	203.42	ACR|4VULN|1AART|1ASPD|1DMG|1ZMB	1257VULN|3DMG|4RCR|6ASPD|8AART|9LIT|aZMB
249	33525 22361	   	203.42	ACR|4VULN|1AART|1ASPD|1DMG|1ZMB	1259VULN|3ZMB|4RCR|6AART|7DMG|8AELBLL|aASPD
250	33552 14113	   	203.41	DCR|4VULN|2ASPD|2ZMB	129aVULN|36ZMB|4aAELBLL|5aASPD|7RCR|8LEGI|aBPWR
251	31441 11213	   	203.36	ACR|5VULN|2DMG|1ASPD	1679aVULN|2ASPD|3RCR|4DMSP|5aDMG|8aLWND|aBPWR
252	31441 11513	   	203.36	ACR|5VULN|2DMG|1ASPD	1679aVULN|2ASPD|3RCR|4DMSP|5aDMG|8aBEXP|aBPWR
253	33252 14216	   	203.35	DCR|5VULN|1ASPD|2ZMB	1239aVULN|46ZMB|5ASPD|7RCR|8LWND
254	31214 24241	 * 	203.33	4VULN|3DMG|3ASPD|1AART|1AAC	149aVULN|259ASPD|3AAC|6AART|7BELT|89aDMG|9aBPWR
255	31243 16325	   	203.31	DCR|2VULN|2DMG|1ASPD|1CDMG|1AAC|2SPLREG	17VULN|2ASPD|3AAC|4BELT|57DMG|67SPLREG|7BPWR|8CDMG|9MBVNT|aRCR
256	33252 14116	   	203.25	DCR|5VULN|1ASPD|2ZMB	1239aVULN|46ZMB|5ASPD|7RCR|8LEGI
257	33361 31156	   	203.24	DCR|3VULN|2DMG|1ASPD|1DUR	128VULN|35DMG|4DUR|67RCVC|9ASPD|aRCR
258	31443 51113	   	203.22	ACR|4VULN|2DMG|2ASPD	179aVULN|2aASPD|3RCR|45DMSP|6aDMG|8LEGI|aBPWR
259	33316 11256	   	203.18	DCR|3VULN|2DMG|1ASPD|1ZMB	125VULN|38DMG|4ERES|6ZMB|7RCVC|9ASPD|aRCR
260	31441 12116	   	203.16	ACR|5VULN|2DMG|1ASPD	1689aVULN|2ASPD|3RCR|4DMSP|58DMG|78DUST|8BPWR
261	33222 32451	 * 	203.15	DCR|3VULN|1AART|2CDMG|1DMG	123VULN|4VENFST|5LWND|68CDMG|7AART|9RCR|aDMG
262	33232 42451	   	203.15	DCR|3VULN|1AART|2CDMG|1DMG	123VULN|48CDMG|5MULFIG|6LWND|7AART|9RCR|aDMG
263	33232 52451	   	203.15	DCR|3VULN|1AART|2CDMG|1DMG	123VULN|48CDMG|5MULFIG|6LHND|7AART|9RCR|aDMG
264	43331 22351	   	203.15	DCR|3VULN|1AART|2CDMG|1DMG	1LHND|258VULN|36CDMG|4VENFST|7AART|9RCR|aDMG
265	43331 23551	   	203.15	DCR|3VULN|1AART|2CDMG|1DMG	1LHND|257VULN|36CDMG|4VENFST|8AART|9RCR|aDMG
266	33321 24513	   	203.15	ACR|4VULN|2DMG|1ASPD|1CDMG	129aVULN|35DMG|4RCR|6ASPD|7CDMG|8FEWX
267	33321 21635	   	203.13	ACR|3VULN|2DMG|1AART|1ASPD|1DUR	127VULN|35DMG|4RCR|6ASPD|8AART|9LIT|aDUR
268	33321 41162	   	203.13	ACR|3VULN|2DMG|1AART|1ASPD|1DUR	12aVULN|35DMG|4RCR|6LWND|7DUR|8ASPD|9AART
269	33252 34263	   	203.05	DCR|4VULN|2ASPD|1ZMB	123aVULN|4ZMB|5aASPD|69RCVC|7RCR|8aLWND|aBPWR
270	31513 22323	   	202.89	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	14VULN|2ASPD|3CGEN|5SPLREG|6DMG|7BEXP|8AART|9CDMG|aRCR
271	33325 14141	   	202.82	ACR|4VULN|1AART|1DMG|1CDMG|2ZMB	125aVULN|3DMG|4RCR|69ZMB|7CDMG|8AART
272	33521 14141	   	202.82	ACR|4VULN|1AART|1DMG|1CDMG|2ZMB	126aVULN|39ZMB|4RCR|5DMG|7CDMG|8AART
273	33254 24223	   	202.75	DCR|4VULN|2ASPD|1ZMB	123aVULN|4ZMB|5RCVC|6aASPD|7RCR|89aLWND|aBPWR
274	33361 51125	   	202.68	DCR|3VULN|3DMG|2DUR	128VULN|356DMG|48DUR|78BEXP|8BPWR|9RCR|aLIT
275	33361 51121	   	202.58	DCR|3VULN|3DMG|2DUR	128VULN|356DMG|48DUR|78BEXP|8BPWR|9RCR|aLEGI
276	33361 51122	   	202.58	DCR|3VULN|3DMG|2DUR	128VULN|356DMG|48DUR|78BEXP|8BPWR|9RCR|aERES
277	33361 51123	   	202.58	DCR|3VULN|3DMG|2DUR|1MSE	128VULN|356DMG|48DUR|78BEXP|8BPWR|9RCR|aMSE
278	33313 24323	   	202.58	DCR|4VULN|2DMG|2SPLREG	127aVULN|36DMG|48aERES|5aSPLREG|9RCR|aBPWR
279	33313 61323	   	202.58	DCR|4VULN|2DMG|2SPLREG	126aVULN|37DMG|48aERES|5aSPLREG|9RCR|aBPWR
280	33321 23332	   	202.55	ACR|4VULN|3DMG|1ASPD	129aVULN|359DMG|4RCR|6ASPD|7MLV|89TLV|9BPWR
281	33321 54152	   	202.55	ACR|4VULN|3DMG|1ASPD	127aVULN|356DMG|4RCR|8ASPD|9FEWX
282	33321 25313	   	202.50	ACR|4VULN|2DMG|2ASPD	129aVULN|35DMG|4RCR|6aASPD|7aLWND|8RCVC|aBPWR
283	33521 14151	   	202.49	ACR|3VULN|1MDPS|1AART|1DMG|1CDMG|1ZMB	126VULN|3ZMB|4RCR|5DMG|7CDMG|8AART|9MDPS|aFEWX
284	33521 14152	   	202.49	ACR|3VULN|1MDPS|1AART|1DMG|1CDMG|1ZMB	126VULN|3ZMB|4RCR|5DMG|7CDMG|8AART|9MDPS|aCGEN
285	33521 14153	   	202.49	ACR|3VULN|1MDPS|1AART|1DMG|1CDMG|1ZMB	126VULN|3ZMB|4RCR|5DMG|7CDMG|8AART|9MDPS|aRPLT
286	33325 14151	   	202.49	ACR|3VULN|1MDPS|1AART|1DMG|1CDMG|1ZMB	125VULN|3DMG|4RCR|6ZMB|7CDMG|8AART|9MDPS|aFEWX
287	33325 14152	   	202.49	ACR|3VULN|1MDPS|1AART|1DMG|1CDMG|1ZMB	125VULN|3DMG|4RCR|6ZMB|7CDMG|8AART|9MDPS|aCGEN
288	33325 14153	   	202.49	ACR|3VULN|1MDPS|1AART|1DMG|1CDMG|1ZMB	125VULN|3DMG|4RCR|6ZMB|7CDMG|8AART|9MDPS|aRPLT
289	33325 25131	   	202.45	ACR|4VULN|1MDPS|2ASPD|1DMG	1258VULN|3DMG|4RCR|68ASPD|78LWND|8BPWR|9DUST|aMDPS
290	33325 25141	   	202.45	ACR|4VULN|1MDPS|2ASPD|1DMG|1MSE	1258VULN|3DMG|4RCR|68ASPD|78LWND|8BPWR|9MSE|aMDPS
291	31242 46311	   	202.45	DCR|2VULN|2ASPD|1AART|2DUR|1AAC	1aVULN|2aASPD|3AAC|4BELT|5RMIN|6RCR|7aDUR|8AART|9DMSP|aBPWR
292	33325 22121	   	202.35	ACR|4VULN|1MDPS|2ASPD|1DMG	1258VULN|3DMG|4RCR|68ASPD|78DUST|8BPWR|9LWND|aMDPS
293	33531 14243	   	202.34	DCR|3VULN|1ASPD|1DMG|1CDMG|1ZMB	126VULN|3ZMB|4FEWX|5DMG|7CDMG|8ASPD|9RCR|aCGEN
294	33252 34223	   	202.33	DCR|4VULN|2ASPD|1ZMB	123aVULN|4ZMB|5aASPD|6RCVC|7RCR|89aLWND|aBPWR
295	33321 54114	   	202.31	ACR|4VULN|3DMG|1ASPD|1SELL	127aVULN|356DMG|4RCR|8ASPD|9SELL
296	33325 22141	   	202.25	ACR|4VULN|1MDPS|2ASPD|1DMG|1MSE	1258VULN|3DMG|4RCR|68ASPD|78DUST|8BPWR|9MSE|aMDPS
297	33321 14151	   	202.24	ACR|2VULN|2DMG|1MDPS|1AART|1CDMG|1ZMB	12VULN|35DMG|4RCR|6ZMB|7CDMG|8AART|9MDPS|aFEWX
298	33321 14152	   	202.24	ACR|2VULN|1MDPS|2DMG|1AART|1CDMG|1ZMB	12VULN|35DMG|4RCR|6ZMB|7CDMG|8AART|9MDPS|aCGEN
299	33321 14153	   	202.24	ACR|2VULN|2DMG|1MDPS|1AART|1CDMG|1ZMB	12VULN|35DMG|4RCR|6ZMB|7CDMG|8AART|9MDPS|aRPLT
300	33321 14154	   	202.24	ACR|2VULN|2DMG|1MDPS|1AART|1CDMG|1ZMB|1SELL	12VULN|35DMG|4RCR|6ZMB|7CDMG|8AART|9MDPS|aSELL
301	33531 14242	   	202.24	DCR|3VULN|1ASPD|1DMG|1CDMG|1ZMB	126VULN|3ZMB|4FEWX|5DMG|7CDMG|8ASPD|9RCR|aERES
302	33552 34113	   	202.23	DCR|4VULN|2ASPD|1ZMB	129aVULN|3ZMB|4aAELBLL|5aASPD|6RCVC|7RCR|8LEGI|aBPWR
303	33521 11614	   	202.18	ACR|4VULN|1MDPS|1AART|1DMG|1ZMB	1267VULN|3ZMB|4RCR|5DMG|8AART|9FEWX|aMDPS
304	33521 11624	   	202.18	ACR|4VULN|1MDPS|1AART|1DMG|1ZMB	1267VULN|3ZMB|4RCR|5DMG|8AART|9BEXP|aMDPS
305	33325 11614	   	202.18	ACR|4VULN|1MDPS|1AART|1DMG|1ZMB	1257VULN|3DMG|4RCR|6ZMB|8AART|9FEWX|aMDPS
306	33325 11624	   	202.18	ACR|4VULN|1MDPS|1AART|1DMG|1ZMB	1257VULN|3DMG|4RCR|6ZMB|8AART|9BEXP|aMDPS
307	33252 34216	   	202.16	DCR|5VULN|1ASPD|1ZMB	1239aVULN|4ZMB|5ASPD|6RCVC|7RCR|8LWND
308	33321 14131	   	202.10	ACR|3VULN|2DMG|1AART|1CDMG|1ZMB	12aVULN|35DMG|4RCR|6ZMB|7CDMG|8AART|9RCVC
309	33331 14243	   	202.09	DCR|2VULN|2DMG|1ASPD|1CDMG|1ZMB	12VULN|35DMG|4FEWX|6ZMB|7CDMG|8ASPD|9RCR|aCGEN
310	33331 14244	   	202.09	DCR|2VULN|2DMG|1ASPD|1CDMG|1ZMB	12VULN|35DMG|4FEWX|6ZMB|7CDMG|8ASPD|9RCR|aLIT
311	33331 14245	   	202.09	DCR|2VULN|2DMG|1ASPD|1CDMG|1ZMB	12VULN|35DMG|4FEWX|6ZMB|7CDMG|8ASPD|9RCR|aLWND
312	33521 11641	   	202.08	ACR|4VULN|1MDPS|1AART|1DMG|1CDMG|1ZMB	1267VULN|3ZMB|4RCR|5DMG|8AART|9MDPS|aCDMG
313	33521 11642	   	202.08	ACR|5VULN|1MDPS|1AART|1DMG|1ZMB	1267aVULN|3ZMB|4RCR|5DMG|8AART|9MDPS
314	33521 11643	   	202.08	ACR|4VULN|1MDPS|1AART|1DMG|1ZMB|1SELL	1267VULN|3ZMB|4RCR|5DMG|8AART|9MDPS|aSELL
315	33325 11641	   	202.08	ACR|4VULN|1MDPS|1AART|1DMG|1CDMG|1ZMB	1257VULN|3DMG|4RCR|6ZMB|8AART|9MDPS|aCDMG
316	33325 11642	   	202.08	ACR|5VULN|1MDPS|1AART|1DMG|1ZMB	1257aVULN|3DMG|4RCR|6ZMB|8AART|9MDPS
317	33325 11643	   	202.08	ACR|4VULN|1MDPS|1AART|1DMG|1ZMB|1SELL	1257VULN|3DMG|4RCR|6ZMB|8AART|9MDPS|aSELL
318	33321 21263	   	202.07	ACR|4VULN|2DMG|2ASPD	127aVULN|35DMG|4RCR|6aASPD|8aLWND|9RCVC|aBPWR
319	33321 25166	   	202.07	ACR|4VULN|2DMG|2ASPD	128aVULN|35DMG|4RCR|68ASPD|78LWND|8BPWR|9RCVC
320	33252 34116	   	202.06	DCR|5VULN|1ASPD|1ZMB	1239aVULN|4ZMB|5ASPD|6RCVC|7RCR|8LEGI
321	23431 24116	   	202.03	ACR|2VULN|2DMG|1AART|1ASPD|1CDMG	1RCR|2DUST|35DMG|4RCVC|6ASPD|7CDMG|8AART|9aVULN
322	33331 14242	   	201.99	DCR|2VULN|2DMG|1ASPD|1CDMG|1ZMB	12VULN|35DMG|4FEWX|6ZMB|7CDMG|8ASPD|9RCR|aERES
323	33331 14246	   	201.99	DCR|2VULN|2DMG|1ASPD|1CDMG|1ZMB	12VULN|35DMG|4FEWX|6ZMB|7CDMG|8ASPD|9RCR|aTLV
324	35325 21163	   	201.97	ACR|4VULN|2DMG|2ASPD	157aVULN|2AELBLL|3aDMG|4RCR|6aASPD|8LEGI|9RCVC|aBPWR
325	33325 24124	   	201.80	ACR|3VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	125VULN|3DMG|4RCR|6ASPD|7CDMG|8AART|9LWND|aDUR
326	33325 41161	   	201.80	ACR|3VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	125VULN|3DMG|4RCR|6LWND|7DUR|8ASPD|9AART|aCDMG
327	35321 21163	   	201.78	ACR|3VULN|3DMG|2ASPD	17aVULN|2AELBLL|35aDMG|4RCR|6aASPD|8LEGI|9RCVC|aBPWR
328	33552 14213	   	201.74	DCR|4VULN|3ZMB|1ASPD	129aVULN|36aZMB|4AELBLL|5ASPD|7RCR|8aLWND|aBPWR
329	33321 14313	   	201.72	ACR|4VULN|2DMG|1CDMG|1ZMB|1DUR	129aVULN|35DMG|4RCR|6ZMB|7CDMG|8DUR
330	33252 24336	   	201.68	DCR|3VULN|2DMG|1ASPD|1ZMB	123VULN|4ZMB|5ASPD|67DMG|8CGEN|9MLV|aRCR
331	15125 14331	   	201.68	DCR|2VULN|2AART|1ASPD|1DMG	1LIT|23VULN|4ASPD|58AART|6TLV|7RCR|9BEXP|aDMG
332	33321 21611	   	201.60	ACR|3VULN|2DMG|1AART|1ASPD|1AAC	127VULN|35DMG|4RCR|6ASPD|8AART|9FEWX|aAAC
333	33321 21621	   	201.60	ACR|3VULN|2DMG|1AART|1ASPD|1AAC	127VULN|35DMG|4RCR|6ASPD|8AART|9BEXP|aAAC
334	33321 21651	   	201.60	ACR|3VULN|2DMG|1AART|1ASPD|1AAC	127VULN|35DMG|4RCR|6ASPD|8AART|9LHND|aAAC
335	33335 15116	   	201.59	DCR|5VULN|2DMG	12689VULN|38DMG|4FEWX|5CGEN|78LWND|8BPWR|aRCR
336	33352 14126	   	201.58	DCR|3VULN|2DMG|1ASPD|1ZMB	128VULN|37DMG|4AELBLL|5ASPD|6ZMB|9ERES|aRCR
337	33321 24124	   	201.55	ACR|2VULN|2DMG|1AART|1ASPD|1CDMG|1DUR	12VULN|35DMG|4RCR|6ASPD|7CDMG|8AART|9LWND|aDUR
338	33321 24156	   	201.55	ACR|2VULN|2DMG|1AART|1ASPD|1CDMG|1DUR	12VULN|35DMG|4RCR|6ASPD|7CDMG|8AART|9AME|aDUR
339	33321 41161	   	201.55	ACR|2VULN|2DMG|1AART|1ASPD|1CDMG|1DUR	12VULN|35DMG|4RCR|6LWND|7DUR|8ASPD|9AART|aCDMG
340	33521 22115	   	201.55	ACR|3VULN|2DMG|1AART|1CDMG|1ZMB	128VULN|3ZMB|4RCR|58DMG|678FEWX|8BPWR|9CDMG|aAART
341	33621 56331	   	201.55	ACR|3VULN|2DMG|1AART|1CDMG|1ZMB	127VULN|3AME|4RCR|57DMG|67MULARM|7BPWR|8ZMB|9AART|aCDMG
342	33252 21146	   	201.54	DCR|4VULN|1ASPD|1DMG|1ZMB	1238VULN|4ZMB|5ASPD|6DMG|7RCVC|9AME|aRCR
343	33321 24213	   	201.52	ACR|3VULN|2DMG|2ASPD|1CDMG	12aVULN|35DMG|4RCR|68ASPD|7CDMG|9BEXP
344	33321 26212	   	201.52	ACR|3VULN|2DMG|2ASPD|1CDMG	128VULN|35DMG|4RCR|69ASPD|7LIT|aCDMG
