0	Index      	 *	Score 	Summary	Detail	
1	34331 53161	 * 	219.28	DCR|3VULN|1MDPS|1ASPD|1DMG|3DUR	138DUR|239VULN|3BPWR|4CGEN|5DMG|6RCR|7ASPD|aMDPS
156	34331 51534	 * 	197.44	DCR|2VULN|1ASPD|1DMG|1NUKE|2DUR	13DUR|23VULN|3BPWR|4CGEN|5DMG|6RCR|7MBVNT|8ASPD|9TLV|aNUKE
157	34331 34232	   	197.25	DCR|2VULN|1AART|1ASPD|1DMG|2DUR	13DUR|23VULN|3BPWR|4CGEN|5DMG|6LHND|7ASPD|8RCR|9TLV|aAART
158	34331 63243	   	197.25	DCR|2VULN|1AART|1ASPD|1DMG|2DUR	13DUR|23VULN|3BPWR|4CGEN|5DMG|6BEXP|7ASPD|8RCR|9LEGI|aAART
159	34341 15212	 * 	197.25	DCR|5VULN|1DMG|1NUKE|2DUR	13DUR|23489VULN|3BPWR|5DMG|6NUKE|7MBVNT|aRCR
160	34346 23123	   	197.02	DCR|3VULN|1AART|1ASPD|2DUR	13DUR|234VULN|3BPWR|5LIT|6DUST|7RCR|8AART|9RMIN|aASPD
161	31661 48312	 * 	196.89	DCR|2ASPD|1VULN|2CDMG|1DMG|2DUR	17DUR|2MSLREG|37ASPD|4MBVNT|57CDMG|6RCR|7BPWR|8RCVC|9DMG|aVULN
162	34331 53113	   	196.85	DCR|2VULN|2ASPD|1DMG|3DUR	138DUR|23VULN|3BPWR|4CGEN|5DMG|6RCR|79ASPD|aFEWX
163	34331 53115	   	196.85	DCR|2VULN|2ASPD|1DMG|3DUR	138DUR|23VULN|3BPWR|4CGEN|5DMG|6RCR|79ASPD|aMLV
164	34331 53116	   	196.85	DCR|2VULN|2ASPD|1DMG|3DUR	138DUR|23VULN|3BPWR|4CGEN|5DMG|6RCR|79ASPD|aAME
165	34361 53113	   	196.85	DCR|2VULN|2ASPD|1DMG|3DUR	138DUR|23VULN|3BPWR|4AME|5DMG|6RCR|79ASPD|aFEWX
166	34321 53113	   	196.75	DCR|2VULN|2ASPD|1DMG|3DUR|1AAC	138DUR|23VULN|3BPWR|4AAC|5DMG|6RCR|79ASPD|aFEWX
167	34331 53112	   	196.75	DCR|2VULN|2ASPD|1DMG|3DUR	138DUR|23VULN|3BPWR|4CGEN|5DMG|6RCR|79ASPD|aERES
168	34361 53112	   	196.75	DCR|2VULN|2ASPD|1DMG|3DUR	138DUR|23VULN|3BPWR|4AME|5DMG|6RCR|79ASPD|aERES
169	34321 53112	   	196.65	DCR|2VULN|2ASPD|1DMG|3DUR|1AAC	138DUR|23VULN|3BPWR|4AAC|5DMG|6RCR|79ASPD|aERES
170	34321 53115	   	196.65	DCR|2VULN|2ASPD|1DMG|3DUR|1AAC|1SELL	138DUR|23VULN|3BPWR|4AAC|5DMG|6RCR|79ASPD|aSELL
171	34351 53112	   	196.65	DCR|2VULN|2ASPD|1DMG|3DUR	138DUR|23VULN|3BPWR|4aERES|5DMG|6RCR|79ASPD
172	34351 53113	   	196.65	DCR|2VULN|2ASPD|1DMG|3DUR|1MSE	138DUR|23VULN|3BPWR|4ERES|5DMG|6RCR|79ASPD|aMSE
173	62131 51313	 * 	196.61	ACR|4VULN|1MDPS|3ZMB|1AART|2DUR	149ZMB|2RCR|3MDPS|579aVULN|69DUR|8AART|9BPWR
174	34331 34213	   	196.46	DCR|3VULN|1ASPD|1DMG|3DUR	13aDUR|239VULN|3BPWR|4CGEN|5DMG|6LHND|7ASPD|8RCR
175	23244 23212	   	196.30	DCR|3VULN|1ASPD|1DMG|1ZMB|1DUR	1ERES|2ZMB|3FEWX|469VULN|5ASPD|7DUR|8RCR|aDMG
176	61244 31212	   	196.30	DCR|3VULN|1ASPD|1DMG|1ZMB|1DUR	1ZMB|2DUR|3ERES|479VULN|5ASPD|6BEXP|8RCR|aDMG
177	61254 11212	   	196.20	DCR|3VULN|1ASPD|1DMG|1ZMB|1DUR	1ZMB|2DUR|3ERES|4DUST|5ASPD|679VULN|8RCR|aDMG
178	33421 55211	   	196.18	DCR|4VULN|1DMG|1ZMB|1DUR	1DUR|2DMSP|3ZMB|4789VULN|5DMG|6RCR|aCGEN
179	33421 55213	   	196.18	DCR|4VULN|1DMG|1ZMB|1DUR	1DUR|2DMSP|3ZMB|4789VULN|5DMG|6RCR|aFEWX
180	33421 55231	   	196.18	DCR|4VULN|1DMG|1ZMB|1DUR	1DUR|2DMSP|3ZMB|478aVULN|5DMG|6RCR|9CGEN
181	23244 53212	   	196.00	DCR|2VULN|2ASPD|1DMG|2ZMB|1DUR	1ERES|26ZMB|3FEWX|49VULN|56ASPD|6BPWR|7DUR|8RCR|aDMG
182	34531 53332	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUR|23VULN|4CGEN|5DMG|6RCR|7ASPD|8LHND|9TLV|aAART
183	61621 31214	   	195.90	DCR|4VULN|1AART|1ZMB|1DUR	1ZMB|2DUR|3LHND|4579VULN|6BEXP|8RCR|aAART
184	21221 52414	   	195.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	13ERES|2DUR|49VULN|5DMG|6RCR|7LHND|8ASPD|aAART
185	21221 53314	   	195.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	13ERES|2DUR|49VULN|5DMG|6RCR|7ASPD|8LHND|aAART
186	21221 53453	   	195.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	13ERES|2DUR|4aVULN|5DMG|6RCR|7ASPD|8AME|9AART
187	21221 53514	   	195.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	13ERES|2DUR|49VULN|5DMG|6RCR|7ASPD|8FEWX|aAART
188	21221 53653	   	195.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	13ERES|2DUR|4aVULN|5DMG|6RCR|7ASPD|8MLV|9AART
189	21235 53314	   	195.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	13ERES|2DUR|4DMG|59VULN|6RCR|7ASPD|8LHND|aAART
190	21221 51515	   	195.71	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	13ERES|2DUR|49VULN|5DMG|6RCR|7MBVNT|8ASPD|aAART
191	42233 63253	   	195.70	DCR|3VULN|1AART|1ASPD|1ZMB	1TSLFST|2AME|3AART|4LWND|5ASPD|6RCR|79aVULN|8ZMB
192	61342 53842	   	195.42	DCR|3VULN|1AART|3DUR|2ZMB|1SELL	18ZMB|289DUR|3MBVNT|4SELL|5AART|68aVULN|7RCR|8BPWR
193	34331 52412	   	195.41	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|239VULN|3BPWR|4aCGEN|5DMG|6RCR|7LHND|8ASPD
194	34331 53312	   	195.41	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|239VULN|3BPWR|4aCGEN|5DMG|6RCR|7ASPD|8LHND
195	34331 53316	   	195.41	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|239VULN|3BPWR|4CGEN|5DMG|6RCR|7ASPD|8LHND|aRMIN
196	34331 53362	   	195.41	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|23aVULN|3BPWR|4CGEN|5DMG|6RCR|7ASPD|8LHND|9LWND
197	34331 53512	   	195.41	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|239VULN|3BPWR|4aCGEN|5DMG|6RCR|7ASPD|8FEWX
198	34361 53312	   	195.41	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|239VULN|3BPWR|4AME|5DMG|6RCR|7ASPD|8LHND|aCGEN
199	34531 53122	   	195.31	DCR|3VULN|1ASPD|1DMG|2DUR	18DUR|23aVULN|4CGEN|5DMG|6RCR|7ASPD|9RPLT
200	34531 53131	   	195.31	DCR|3VULN|1ASPD|1DMG|2DUR	18DUR|23aVULN|49CGEN|5DMG|6RCR|7ASPD
201	34531 53313	   	195.31	DCR|3VULN|1ASPD|1DMG|2DUR	1aDUR|239VULN|4CGEN|5DMG|6RCR|7ASPD|8LHND
202	34321 52412	   	195.31	DCR|3VULN|1ASPD|1DMG|2DUR|1AAC	13DUR|239VULN|3BPWR|4AAC|5DMG|6RCR|7LHND|8ASPD|aCGEN
203	34321 53312	   	195.31	DCR|3VULN|1ASPD|1DMG|2DUR|1AAC	13DUR|239VULN|3BPWR|4AAC|5DMG|6RCR|7ASPD|8LHND|aCGEN
204	34321 53316	   	195.31	DCR|3VULN|1ASPD|1DMG|2DUR|1AAC	13DUR|239VULN|3BPWR|4AAC|5DMG|6RCR|7ASPD|8LHND|aRMIN
205	34321 53512	   	195.31	DCR|3VULN|1ASPD|1DMG|2DUR|1AAC	13DUR|239VULN|3BPWR|4AAC|5DMG|6RCR|7ASPD|8FEWX|aCGEN
206	34331 51512	   	195.31	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|239VULN|3BPWR|4aCGEN|5DMG|6RCR|7MBVNT|8ASPD
207	34331 51514	   	195.31	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|239VULN|3BPWR|4CGEN|5DMG|6RCR|7MBVNT|8ASPD|aRPLT
208	34331 51522	   	195.31	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|23aVULN|3BPWR|4CGEN|5DMG|6RCR|7MBVNT|8ASPD|9BEXP
209	34331 52411	   	195.31	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|239VULN|3BPWR|4CGEN|5DMG|6RCR|7LHND|8ASPD|aERES
210	34331 53311	   	195.31	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|239VULN|3BPWR|4CGEN|5DMG|6RCR|7ASPD|8LHND|aERES
211	34331 53352	   	195.31	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|23aVULN|3BPWR|4CGEN|5DMG|6RCR|7ASPD|8LHND|9LEGI
212	34331 53511	   	195.31	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|239VULN|3BPWR|4CGEN|5DMG|6RCR|7ASPD|8FEWX|aERES
213	34361 53311	   	195.31	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|239VULN|3BPWR|4AME|5DMG|6RCR|7ASPD|8LHND|aERES
214	34361 53313	   	195.31	DCR|3VULN|1ASPD|1DMG|2DUR|1MSE	13DUR|239VULN|3BPWR|4AME|5DMG|6RCR|7ASPD|8LHND|aMSE
215	34361 11363	   	195.25	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|2DUR	13DUR|23VULN|3BPWR|4AME|5DMG|6CGEN|7ASPD|8AAC|9RCR|aAART
216	34321 51512	   	195.21	DCR|3VULN|1ASPD|1DMG|2DUR|1AAC	13DUR|239VULN|3BPWR|4AAC|5DMG|6RCR|7MBVNT|8ASPD|aCGEN
217	34321 52411	   	195.21	DCR|3VULN|1ASPD|1DMG|1AAC|2DUR	13DUR|239VULN|3BPWR|4AAC|5DMG|6RCR|7LHND|8ASPD|aERES
218	34321 52413	   	195.21	DCR|3VULN|1ASPD|1DMG|2DUR|1AAC|1MSE	13DUR|239VULN|3BPWR|4AAC|5DMG|6RCR|7LHND|8ASPD|aMSE
219	34321 53311	   	195.21	DCR|3VULN|1ASPD|1DMG|1AAC|2DUR	13DUR|239VULN|3BPWR|4AAC|5DMG|6RCR|7ASPD|8LHND|aERES
220	34321 53313	   	195.21	DCR|3VULN|1ASPD|1DMG|2DUR|1AAC|1MSE	13DUR|239VULN|3BPWR|4AAC|5DMG|6RCR|7ASPD|8LHND|aMSE
221	34321 53511	   	195.21	DCR|3VULN|1ASPD|1DMG|2DUR|1AAC	13DUR|239VULN|3BPWR|4AAC|5DMG|6RCR|7ASPD|8FEWX|aERES
222	34321 53513	   	195.21	DCR|3VULN|1ASPD|1DMG|2DUR|1AAC|1MSE	13DUR|239VULN|3BPWR|4AAC|5DMG|6RCR|7ASPD|8FEWX|aMSE
223	34331 51511	   	195.21	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|239VULN|3BPWR|4CGEN|5DMG|6RCR|7MBVNT|8ASPD|aERES
224	34351 53311	   	195.21	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|239VULN|3BPWR|4aERES|5DMG|6RCR|7ASPD|8LHND
225	34351 53313	   	195.21	DCR|3VULN|1ASPD|1DMG|2DUR|1MSE	13DUR|239VULN|3BPWR|4ERES|5DMG|6RCR|7ASPD|8LHND|aMSE
226	34331 21363	   	195.15	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|2DUR	13DUR|23VULN|3BPWR|4CGEN|5DMG|6TLV|7ASPD|8AAC|9RCR|aAART
227	34342 33243	   	195.12	DCR|3VULN|1AART|1DMG|2DUR	13DUR|234VULN|3BPWR|57LHND|6DMG|8RCR|9AART|aCGEN
228	34321 51511	   	195.11	DCR|3VULN|1ASPD|1DMG|2DUR|1AAC	13DUR|239VULN|3BPWR|4AAC|5DMG|6RCR|7MBVNT|8ASPD|aERES
229	34321 51513	   	195.11	DCR|3VULN|1ASPD|1DMG|2DUR|1AAC|1MSE	13DUR|239VULN|3BPWR|4AAC|5DMG|6RCR|7MBVNT|8ASPD|aMSE
230	34331 53336	   	195.06	DCR|2VULN|2DMG|1ASPD|2DUR	13DUR|23VULN|3BPWR|4CGEN|5aDMG|6RCR|7ASPD|8LHND|9TLV
231	34331 53412	   	195.06	DCR|2VULN|2DMG|1ASPD|2DUR	13DUR|23VULN|3BPWR|4CGEN|5aDMG|6RCR|7ASPD|8AME|9ERES
232	34331 53612	   	195.06	DCR|2VULN|2DMG|1ASPD|2DUR	13DUR|23VULN|3BPWR|4CGEN|5aDMG|6RCR|7ASPD|8MLV|9ERES
233	34321 13214	   	195.02	DCR|3VULN|1AART|1DMG|2DUR|1AAC	13DUR|239VULN|3BPWR|4AAC|5DMG|6CGEN|7LHND|8RCR|aAART
234	34322 34214	   	195.02	DCR|3VULN|1AART|1ASPD|2DUR|1AAC	13DUR|239VULN|3BPWR|4AAC|5CGEN|6LHND|7ASPD|8RCR|aAART
235	34322 64213	   	195.02	DCR|3VULN|1AART|1ASPD|2DUR|1AAC	13DUR|239VULN|3BPWR|4AAC|5CGEN|6BEXP|7ASPD|8RCR|aAART
236	34341 12243	 * 	195.02	DCR|3VULN|1AART|1DMG|1NUKE|2DUR	13DUR|234VULN|3BPWR|5DMG|6NUKE|7RMIN|8RCR|9AART|aCGEN
237	34351 13253	   	195.02	DCR|3VULN|1AART|1DMG|2DUR	13DUR|23aVULN|3BPWR|4ERES|5DMG|6CGEN|7LHND|8RCR|9AART
238	34361 15213	   	195.02	DCR|3VULN|1AART|1DMG|2DUR	13DUR|239VULN|3BPWR|4AME|5DMG|6CGEN|7DUST|8RCR|aAART
239	34341 23232	   	195.02	DCR|3VULN|1AART|1DMG|2DUR	13DUR|234VULN|3BPWR|5DMG|6LWND|7LHND|8RCR|9TLV|aAART
240	34341 23251	   	195.02	DCR|3VULN|1AART|1DMG|2DUR	13DUR|234VULN|3BPWR|5DMG|6LWND|7LHND|8RCR|9AART|aCANSTR
241	34341 23252	   	195.02	DCR|3VULN|1AART|1DMG|2DUR	13DUR|234VULN|3BPWR|5DMG|6LWND|7LHND|8RCR|9AART|aDUST
242	34341 23253	   	195.02	DCR|3VULN|1AART|1DMG|2DUR	13DUR|234VULN|3BPWR|5DMG|6LWND|7LHND|8RCR|9AART|aERES
243	34341 23262	   	195.02	DCR|3VULN|1AART|1DMG|2DUR	13DUR|234VULN|3BPWR|5DMG|6LWND|7LHND|8RCR|9ERES|aAART
244	34342 33241	   	195.02	DCR|3VULN|1AART|1DMG|2DUR	13DUR|234VULN|3BPWR|57LHND|6DMG|8RCR|9AART|aDUST
245	34342 33242	   	195.02	DCR|3VULN|1AART|1DMG|2DUR	13DUR|234VULN|3BPWR|57LHND|6DMG|8RCR|9AART|aERES
246	34321 53412	   	194.96	DCR|2VULN|2DMG|1ASPD|2DUR|1AAC	13DUR|23VULN|3BPWR|4AAC|5aDMG|6RCR|7ASPD|8AME|9ERES
247	34321 15213	   	194.92	DCR|3VULN|1AART|1DMG|2DUR|1AAC	13DUR|239VULN|3BPWR|4AAC|5DMG|6CGEN|7DUST|8RCR|aAART
248	34331 25213	   	194.92	DCR|3VULN|1AART|1DMG|2DUR	13DUR|239VULN|3BPWR|4CGEN|5DMG|6TLV|7DUST|8RCR|aAART
249	34341 12241	   	194.92	DCR|3VULN|1AART|1DMG|1NUKE|2DUR|1MSE	13DUR|234VULN|3BPWR|5DMG|6NUKE|7RMIN|8RCR|9AART|aMSE
250	34341 12242	   	194.92	DCR|3VULN|1AART|1DMG|1NUKE|2DUR	13DUR|234VULN|3BPWR|5DMG|6NUKE|7RMIN|8RCR|9AART|aERES
251	34321 53612	   	194.86	DCR|2VULN|2DMG|1ASPD|2DUR|1AAC	13DUR|23VULN|3BPWR|4AAC|5aDMG|6RCR|7ASPD|8TLV|9ERES
252	34322 55212	   	194.81	DCR|4VULN|1AART|1AAC|2DUR	13DUR|2379VULN|3BPWR|4AAC|5CGEN|6RCR|8AELBLL|aAART
253	34322 55312	 * 	194.71	DCR|4VULN|2AAC|1AART|2DUR	13DUR|2379VULN|3BPWR|48AAC|5CGEN|6RCR|aAART
254	63121 53143	   	194.42	DCR|1AART|1VULN|1ASPD|1DMG|2DUR|2ZMB	12ZMB|38DUR|4VULN|5DMG|6RCR|7ASPD|9AART|aCGEN
255	34321 53134	 * 	194.38	DCR|2VULN|3AAC|1ASPD|1DMG|3DUR	138DUR|23VULN|3BPWR|49aAAC|5DMG|6RCR|7ASPD
256	63121 53141	   	194.32	DCR|1VULN|1AART|1ASPD|1DMG|2DUR|2ZMB|1MSE	12ZMB|38DUR|4VULN|5DMG|6RCR|7ASPD|9AART|aMSE
257	63121 53142	   	194.32	DCR|1VULN|1AART|1ASPD|1DMG|2DUR|2ZMB	12ZMB|38DUR|4VULN|5DMG|6RCR|7ASPD|9AART|aERES
258	34122 35325	 * 	194.16	DCR|2VULN|2DMG|3DUR|1CDMG|1SELL	18aDUR|28VULN|3TSLARM|4SELL|5BEXP|68DMG|7RCR|8BPWR|9CDMG
259	42233 63223	 * 	193.95	DCR|2VULN|2AART|1ASPD|1ZMB	1TSLFST|2AME|39AART|4LWND|5ASPD|6RCR|7aVULN|8ZMB
260	34331 53432	   	193.82	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	13DUR|23VULN|3BPWR|49CGEN|5DMG|6RCR|7ASPD|8AME|aCDMG
261	34331 53632	   	193.82	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	13DUR|23VULN|3BPWR|49CGEN|5DMG|6RCR|7ASPD|8MLV|aCDMG
262	34531 51313	   	193.68	DCR|3VULN|1AART|1DMG|1DUR	1DUR|239VULN|4CGEN|5DMG|6RCR|7MBVNT|8MLV|aAART
263	31661 42328	 * 	193.62	DCR|2VULN|1ASPD|1NUKE|1CDMG|2DUR	18DUR|28MSLREG|3ASPD|4MBVNT|5CDMG|6RCR|78VULN|8BPWR|9LWND|aNUKE
264	34521 53132	   	193.62	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR|1AAC	18DUR|23VULN|4AAC|5DMG|6RCR|7ASPD|9CGEN|aCDMG
265	32234 51314	   	193.58	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	1DUR|2AAC|3ERES|479VULN|5ASPD|6RCR|8LHND|aAART
266	31661 42348	   	193.52	DCR|2VULN|1ASPD|1NUKE|1CDMG|2DUR|1MSE	18DUR|28MSLREG|3ASPD|4MBVNT|5CDMG|6RCR|78VULN|8BPWR|9MSE|aNUKE
267	34331 51843	   	193.43	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	13DUR|23VULN|3BPWR|4CGEN|5DMG|6RCR|7MBVNT|8RCVC|9ZMB|aAART
268	63116 11215	   	193.23	DCR|4VULN|3ZMB|2DUR	12aZMB|3aDUR|4BEXP|5FEWX|679aVULN|8RCR|aBPWR
269	23614 23423	 * 	193.22	DCR|3ZMB|1VULN|1AART|1ASPD|1DMG	134ERES|234ZMB|34BPWR|5ASPD|6RCR|7DMG|8AART|9DMSP|aVULN
270	32342 53247	   	193.16	DCR|2VULN|2ASPD|1AART|2DUR|1AAC|1SELL	1aDUR|2AAC|3MBVNT|4SELL|5AART|6aVULN|7RCR|8RMIN|9aASPD|aBPWR
271	63114 11215	   	193.13	DCR|4VULN|3ZMB|2DUR	12aZMB|3aDUR|4BEXP|5DUST|679aVULN|8RCR|aBPWR
272	23614 23235	   	193.12	DCR|3ZMB|1VULN|1AART|1ASPD|1DMG	134ERES|234ZMB|34BPWR|5ASPD|6RCR|7DMG|8VULN|9DUST|aAART
273	33313 64133	 * 	193.01	DCR|2DMG|1VULN|2CDMG|1ASPD|1AAC|1DUR	1DUR|2DMSP|37CDMG|4AAC|5ASPD|6RCR|89DMG|aVULN
274	31661 42352	   	193.00	DCR|3VULN|1ASPD|1CDMG|2DUR	18DUR|28MSLREG|3ASPD|4MBVNT|5CDMG|6RCR|78aVULN|8BPWR|9RCVC
275	34331 52316	   	192.93	DCR|3VULN|2DMG|2DUR	13DUR|239VULN|3BPWR|4CGEN|5aDMG|6RCR|7LHND|8MLV
276	34334 21363	   	192.92	DCR|3VULN|1AART|1ASPD|2DUR|1AAC	13DUR|236VULN|3BPWR|4CGEN|5DUST|7ASPD|8AAC|9RCR|aAART
277	34351 51434	   	192.92	DCR|2VULN|1AART|1DMG|3DUR|1AAC	138DUR|23VULN|3BPWR|4ERES|5DMG|6RCR|7MBVNT|9AART|aAAC
278	34122 35314	   	192.92	DCR|2VULN|2DMG|1ASPD|2DUR|1SELL	18DUR|28VULN|3TSLARM|4SELL|5BEXP|68DMG|7RCR|8BPWR|9ASPD|aAME
279	34122 35315	   	192.92	DCR|2VULN|2DMG|1ASPD|2DUR|1SELL	18DUR|28VULN|3TSLARM|4SELL|5BEXP|68DMG|7RCR|8BPWR|9ASPD|aLHND
280	34122 35316	   	192.92	DCR|2VULN|2DMG|1ASPD|2DUR|1SELL	18DUR|28VULN|3TSLARM|4SELL|5BEXP|68DMG|7RCR|8BPWR|9ASPD|aFEWX
281	34333 51121	   	192.86	DCR|2VULN|1AART|3DUR|1CDMG|1ZMB	138DUR|23VULN|3BPWR|4CGEN|5ZMB|6RCR|7CDMG|9LHND|aAART
282	34333 51151	   	192.86	DCR|2VULN|1AART|3DUR|1CDMG|1ZMB	138DUR|23VULN|3BPWR|4CGEN|5ZMB|6RCR|7CDMG|9LWND|aAART
283	34351 52312	   	192.83	DCR|3VULN|2DMG|2DUR	13DUR|239VULN|3BPWR|4ERES|5aDMG|6RCR|7LHND|8MLV
284	34122 35312	   	192.82	DCR|2VULN|2DMG|1ASPD|2DUR|1SELL|1MSE	18DUR|28VULN|3TSLARM|4SELL|5BEXP|68DMG|7RCR|8BPWR|9ASPD|aMSE
285	34125 35312	   	192.82	DCR|2VULN|2DMG|1ASPD|2DUR|1SELL|1MSE	18DUR|28VULN|3TSLARM|4SELL|5FEWX|68DMG|7RCR|8BPWR|9ASPD|aMSE
286	34346 23113	   	192.81	DCR|4VULN|1AART|2DUR	13DUR|234aVULN|3BPWR|5LIT|6DUST|7RCR|8AART|9CGEN
287	34351 51312	   	192.73	DCR|3VULN|2DMG|2DUR	13DUR|239VULN|3BPWR|4ERES|5aDMG|6RCR|7MBVNT|8MLV
288	34126 35312	   	192.72	DCR|2VULN|2DMG|1ASPD|2DUR|1SELL|1MSE	18DUR|28VULN|3TSLARM|4SELL|5DUST|68DMG|7RCR|8BPWR|9ASPD|aMSE
289	34543 12232	   	192.58	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|234VULN|5ZMB|6DMG|7RMIN|8RCR|9CGEN|aCDMG
290	61633 11215	   	192.58	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3LHND|4DMG|5AME|679VULN|8RCR|aCDMG
291	34331 55213	   	192.49	DCR|4VULN|1DMG|2DUR	13DUR|2379VULN|3BPWR|4CGEN|5DMG|6RCR|8AELBLL|aRCVC
292	23244 23215	   	192.48	DCR|3VULN|1ASPD|1CDMG|1ZMB|1DUR	1ERES|2ZMB|3FEWX|469VULN|5ASPD|7DUR|8RCR|aCDMG
293	61244 22232	   	192.48	DCR|3VULN|1ASPD|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3ERES|467VULN|5ASPD|8RCR|9CGEN|aCDMG
294	34331 34161	   	192.46	DCR|3VULN|1ASPD|1DMG|3DUR	138DUR|239VULN|3BPWR|4CGEN|5DMG|6LHND|7ASPD|aRCR
295	34331 63161	   	192.46	DCR|3VULN|1ASPD|1DMG|3DUR	138DUR|239VULN|3BPWR|4CGEN|5DMG|6BEXP|7ASPD|aRCR
296	34341 32521	   	192.46	DCR|3VULN|1ASPD|1DMG|3DUR	138DUR|234VULN|3BPWR|5DMG|6ASPD|7RMIN|9FEWX|aRCR
297	34321 55233	   	192.39	DCR|4VULN|1DMG|2DUR|1AAC	13DUR|2378VULN|3BPWR|4AAC|5DMG|6RCR|9CGEN|aRCVC
298	34321 63161	   	192.36	DCR|3VULN|1ASPD|1DMG|3DUR|1AAC	138DUR|239VULN|3BPWR|4AAC|5DMG|6BEXP|7ASPD|aRCR
299	34341 21341	   	192.36	DCR|3VULN|1ASPD|1DMG|3DUR	139DUR|234VULN|3BPWR|5DMG|6LWND|7ASPD|8TLV|aRCR
300	34341 31341	   	192.36	DCR|3VULN|1ASPD|1DMG|3DUR	139DUR|234VULN|3BPWR|5DMG|6ASPD|7LHND|8TLV|aRCR
301	34341 32531	   	192.36	DCR|3VULN|1ASPD|1DMG|3DUR	138DUR|234VULN|3BPWR|5DMG|6ASPD|7RMIN|9DUST|aRCR
302	34342 31341	   	192.36	DCR|3VULN|1ASPD|1DMG|3DUR	139DUR|234VULN|3BPWR|5LHND|6DMG|7ASPD|8TLV|aRCR
303	34122 35342	   	192.29	DCR|3VULN|2DMG|2DUR|1SELL	18DUR|28aVULN|3TSLARM|4SELL|5BEXP|68DMG|7RCR|8BPWR|9RCVC
304	34341 23214	   	192.24	DCR|4VULN|1DMG|3DUR	13aDUR|2349VULN|3BPWR|5DMG|6LWND|7LHND|8RCR
305	11365 61334	   	192.19	DCR|2VULN|1ASPD|1DMG|1NUKE|1DUR	1MLV|2DUR|3MBVNT|4CGEN|5ASPD|6RCR|79VULN|8DMG|aNUKE
306	34331 55332	   	192.15	DCR|3VULN|1AART|1DMG|2DUR|1AAC	13DUR|237VULN|3BPWR|49CGEN|5DMG|6RCR|8AAC|aAART
307	33313 62345	 * 	192.09	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1DUR	1DUR|2DMSP|3CDMG|4AAC|5ASPD|6RCR|78VULN|9AELBLL|aAART
308	11325 61334	   	192.09	DCR|2VULN|1ASPD|1DMG|1NUKE|1DUR	1MLV|2DUR|3MBVNT|4TLV|5ASPD|6RCR|79VULN|8DMG|aNUKE
309	51325 61334	   	192.09	DCR|2VULN|1ASPD|1DMG|1NUKE|1DUR	1CGEN|2DUR|3MBVNT|4TLV|5ASPD|6RCR|79VULN|8DMG|aNUKE
310	42233 63263	   	192.09	DCR|2VULN|2ASPD|1AART|1ZMB	1TSLFST|2AME|3AART|4LWND|59ASPD|6RCR|7aVULN|8ZMB
311	61244 22222	   	192.08	DCR|4VULN|1ASPD|1ZMB|1DUR	1ZMB|2DUR|3ERES|467aVULN|5ASPD|8RCR|9RPLT
312	23661 53311	   	192.00	DCR|2VULN|2ASPD|1DMG|2ZMB|1DUR	138ERES|23ZMB|38BPWR|48VULN|5DMG|6AELBLL|78ASPD|9DUR|aRCR
313	31661 42421	   	191.99	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1DUR|2MSLREG|3ASPD|4MBVNT|5CDMG|6RCR|7aVULN|8LWND|9AART
