0	Index      	Bounty	 *	Score 	Summary	Detail	
1	35241 33433	10	 * 	278.50	橙4易伤2时间2等级1伤害1核弹	1立即金币2569易伤3伤害4核弹79等级89时间9序列升级a核
218	52342 33251	8	   	256.01	橙4易伤2时间2全技能	17全技能28敌人爆炸358a易伤48时间6核8序列升级9策反
219	52342 33252	10	   	256.01	橙4易伤2时间2全技能	17全技能28敌人爆炸358a易伤48时间6核8序列升级9最后敌人
220	36121 23342	6	 * 	255.45	橙2易伤3伤害3时间	1立即金币29a掉矿389时间4敌人爆炸5a易伤69a伤害7核9a序列升级
221	36121 23342	5	   	255.45	橙2易伤3伤害3时间	1立即金币29a掉矿389时间4敌人爆炸5a易伤69a伤害7核9a序列升级
222	36126 23342	4	   	255.45	橙2易伤3伤害3时间	1立即金币29a掉矿389时间4敌人爆炸5a易伤69a伤害7核9a序列升级
223	36126 23342	3	   	255.45	橙2易伤3伤害3时间	1立即金币29a掉矿389时间4敌人爆炸5a易伤69a伤害7核9a序列升级
224	31231 12165	7	   	255.45	橙5易伤1伤害	1立即金币2敌人爆炸3伤害45689易伤7核a雷电
225	35221 12165	7	   	255.45	橙5易伤1伤害	1立即金币25689易伤3伤害4敌人爆炸7核a雷电
226	35211 12165	7	   	255.35	橙5易伤1伤害	1立即金币25689易伤3伤害4挖尘7核a雷电
227	35261 12152	10	   	255.10	橙3易伤2时间1伤害1攻速	1立即金币256易伤3伤害48时间7核9雷电a攻速
228	52342 35222	10	   	255.07	橙3易伤3时间1等级1全技能	1全技能28敌人爆炸358易伤478时间6核8序列升级9基地爆炸a等级
229	52342 35232	10	   	255.07	橙3易伤3时间1等级1全技能	1全技能28敌人爆炸358易伤478时间6核8序列升级9最后敌人a等级
230	55342 33222	10	   	255.07	橙3易伤3时间1等级1全技能	1全技能28最后敌人358易伤478时间6核8序列升级9基地爆炸a等级
231	21423 32261	8	   	255.05	橙4易伤2伤害1全技能	18最后敌人24低血量敌人3全技能589a易伤6核78伤害8序列升级
232	41423 32261	8	   	255.05	橙4易伤2伤害1全技能	148低血量敌人2最后敌人3全技能589a易伤6核78伤害8序列升级
233	55123 32261	8	   	255.05	橙4易伤2伤害1全技能	1全技能28最后敌人34低血量敌人589a易伤6核78伤害8序列升级
234	55322 32261	8	   	255.05	橙4易伤2伤害1全技能	1全技能28最后敌人359a易伤48低血量敌人6核78伤害8序列升级
235	56323 32261	8	   	255.05	橙4易伤2伤害1全技能	1全技能248低血量敌人3最后敌人589a易伤6核78伤害8序列升级
236	52342 35212	10	   	254.97	橙3易伤3时间1等级1全技能	1全技能28敌人爆炸358易伤478时间6核8序列升级9挖尘a等级
237	55342 33212	10	   	254.97	橙3易伤3时间1等级1全技能	1全技能28最后敌人358易伤478时间6核8序列升级9挖尘a等级
238	52342 33261	9	   	254.90	橙3易伤3时间2全技能	17全技能28敌人爆炸358易伤48a时间6核8序列升级9雷电
239	42422 12222	8	   	254.90	橙2易伤3伤害1等级1时间1攻速	18低血量敌人2等级38易伤4时间5双倍物品6攻速78a伤害8序列升级9核
240	35261 12312	9	   	254.86	橙4易伤1伤害1时间1攻速	1立即金币2568易伤3伤害4时间7核9攻速a低血量敌人
241	35261 12312	10	   	254.86	橙4易伤1伤害1时间1攻速	1立即金币2568易伤3伤害4时间7核9攻速a低血量敌人
242	35261 12313	9	   	254.86	橙4易伤1伤害1时间1攻速	1立即金币2568易伤3伤害4时间7核9攻速a敌人爆炸
243	35261 12314	9	   	254.86	橙4易伤1伤害1时间1攻速	1a立即金币2568易伤3伤害4时间7核9攻速
244	35261 12314	10	   	254.86	橙4易伤1伤害1时间1攻速	1立即金币2568易伤3伤害4时间7核9攻速a基地爆炸
245	22141 62336	10	   	254.86	橙4易伤1伤害1等级1攻速	1最后敌人2等级3攻速4矿等5689易伤7核a伤害
246	41315 12631	8	   	254.85	橙3易伤3伤害1等级	1389低血量敌人24最后敌人589伤害689易伤7核89序列升级a等级
247	35361 12241	6	   	254.82	橙4易伤2时间1等级	1立即金币2568易伤38金币生成48时间7额外掉落8序列升级9核a等级
248	35261 12311	10	   	254.76	橙4易伤1伤害1时间1攻速	1立即金币2568易伤3伤害4时间7核9攻速a挖青
249	35261 12316	10	   	254.76	橙4易伤1伤害1时间1攻速	1立即金币2568易伤3伤害4时间7核9攻速a挖尘
250	26126 31236	6	   	254.72	橙4易伤3攻速1时间	19最后敌人239攻速4敌人爆炸5时间6789易伤9序列升级a核
251	26131 51236	3	   	254.72	橙4易伤3攻速1时间	19最后敌人239攻速4时间5敌人爆炸6789易伤9序列升级a核
252	35213 31636	3	   	254.65	橙3易伤3伤害1时间	1立即金币279易伤389伤害4最后敌人5时间69基地爆炸9序列升级a核
253	35226 21236	7	   	254.65	橙3易伤3伤害1时间	1立即金币289易伤369伤害4敌人爆炸5时间79最后敌人9序列升级a核
254	35226 22236	6	   	254.65	橙3易伤3伤害1时间	1立即金币289易伤369伤害4敌人爆炸5时间79最后敌人9序列升级a核
255	35226 22236	5	   	254.65	橙3易伤3伤害1时间	1立即金币289易伤369伤害4敌人爆炸5时间79最后敌人9序列升级a核
256	35261 22236	4	   	254.65	橙3易伤3伤害1时间	1立即金币289易伤369伤害4时间5敌人爆炸79最后敌人9序列升级a核
257	35262 21236	7	   	254.65	橙3易伤3伤害1时间	1立即金币289易伤369伤害4时间5敌人爆炸79最后敌人9序列升级a核
258	35262 22236	6	   	254.65	橙3易伤3伤害1时间	1立即金币289易伤369伤害4时间5敌人爆炸79最后敌人9序列升级a核
259	35262 22236	5	   	254.65	橙3易伤3伤害1时间	1立即金币289易伤369伤害4时间5敌人爆炸79最后敌人9序列升级a核
260	26113 51236	4	   	254.62	橙4易伤3攻速1时间	19最后敌人239攻速4挖尘5时间6789易伤9序列升级a核
261	35261 12313	10	   	254.61	橙4易伤1伤害1时间1攻速1卖塔	1立即金币2568易伤3伤害4时间7核9攻速a卖塔
262	35213 11636	4	   	254.55	橙3易伤3伤害1时间	1立即金币279易伤389伤害4挖尘5时间69最后敌人9序列升级a核
263	35213 16236	4	   	254.55	橙3易伤3伤害1时间	1立即金币289易伤379伤害4挖尘5时间69最后敌人9序列升级a核
264	35213 21236	4	   	254.55	橙3易伤3伤害1时间	1立即金币289易伤369伤害4挖尘5时间79敌人爆炸9序列升级a核
265	35243 21236	3	   	254.55	橙3易伤3伤害1时间	1立即金币289易伤369伤害4挖尘5时间79敌人爆炸9序列升级a核
266	16113 51236	3	   	254.52	橙4易伤3攻速1时间	19挖尘239攻速4最后敌人5时间6789易伤9序列升级a核
267	31231 12635	8	   	253.70	橙4易伤2伤害	1立即金币289敌人爆炸39伤害4569易伤7核9序列升级a雷电
268	35221 12635	8	   	253.70	橙4易伤2伤害	1立即金币2569易伤39伤害489敌人爆炸7核9序列升级a雷电
269	31232 12135	7	   	253.70	橙4易伤2伤害	1立即金币259敌人爆炸39伤害4689易伤7核9序列升级a雷电
270	35222 12135	7	   	253.70	橙4易伤2伤害	1立即金币2689易伤39伤害459敌人爆炸7核9序列升级a雷电
271	21332 36254	1	   	253.60	橙4易伤2伤害	1a最后敌人2雷电3赏金塔469a易伤5双倍矿7a伤害8核a序列升级
272	53422 22261	8	 * 	253.59	紫4易伤2伤害2时间1全技能	1全技能2核38时间4低血量敌人589a易伤6立即金币78伤害8序列升级
273	53423 12261	8	   	253.59	紫4易伤2伤害2时间1全技能	1全技能2核38时间45低血量敌人689a易伤78伤害8序列升级
274	35262 13142	4	   	253.58	橙3易伤2伤害2时间	1立即金币29a易伤39伤害4a时间5a掉矿689敌人爆炸7核9a序列升级
275	35261 12325	10	   	253.51	橙4易伤1伤害1时间1全技能	1立即金币2568易伤3伤害4时间7核9策反a全技能
276	35245 12131	8	   	253.48	橙3易伤2伤害2时间1核弹	1立即金币269易伤39伤害4核弹5随机矿7核89时间9序列升级a低血量敌人
277	35245 12133	8	   	253.48	橙3易伤2伤害2时间1核弹	1立即金币269易伤39伤害4核弹5随机矿7核89时间9序列升级a平台
278	52342 33211	10	   	253.43	橙3易伤2时间1伤害2全技能	17全技能28敌人爆炸358易伤48时间6核8序列升级9伤害a立即金币
279	52342 33212	9	   	253.43	橙3易伤2时间1伤害2全技能	17全技能28敌人爆炸358易伤48时间6核8序列升级9伤害a策反
280	52342 33212	10	   	253.43	橙3易伤2时间1伤害2全技能	17全技能28敌人爆炸358易伤48时间6核8序列升级9伤害a低血量敌人
281	52342 33213	10	   	253.43	橙3易伤2时间1伤害2全技能	17全技能28a敌人爆炸358易伤48时间6核8序列升级9伤害
282	52342 33214	9	   	253.43	橙3易伤2时间1伤害2全技能	17全技能28敌人爆炸358易伤48时间6核8序列升级9伤害a基地爆炸
283	52342 33215	9	   	253.43	橙3易伤2时间1伤害2全技能	17全技能28敌人爆炸358易伤48时间6核8序列升级9伤害a低血量敌人
284	35215 12135	7	   	253.40	橙4易伤2伤害	1立即金币2689易伤39伤害459挖尘7核9序列升级a雷电
285	35261 12141	8	   	253.38	橙3易伤2伤害2时间	1立即金币256易伤39伤害48时间7核a最后敌人
286	35261 12412	7	   	253.38	橙3易伤2伤害2时间	1立即金币256易伤3a伤害49时间7核8低血量敌人
287	35266 12112	7	   	253.38	橙3易伤2伤害2时间	15立即金币268易伤3a伤害49时间7核
288	35266 12312	8	   	253.38	橙3易伤2伤害2时间	15立即金币268易伤3a伤害49时间7核
289	52342 33213	9	   	253.33	橙3易伤2时间1伤害2全技能	17全技能28敌人爆炸358易伤48时间6核8序列升级9伤害a加一
290	52342 33215	10	   	253.33	橙3易伤2时间1伤害2全技能	17全技能28敌人爆炸358易伤48时间6核8序列升级9伤害a挖尘
291	52342 33216	9	   	253.33	橙3易伤2时间1伤害2全技能	17全技能28敌人爆炸358易伤48时间6核8序列升级9伤害a挖尘
292	35261 12143	8	   	253.28	橙3易伤2伤害2时间	1立即金币256易伤39伤害48时间7核a赏金邻近
293	35261 12214	7	   	253.28	橙3易伤2伤害2时间	1立即金币256易伤3a伤害49时间7核8赏金邻近
294	35261 12314	7	   	253.28	橙3易伤2伤害2时间	1立即金币256易伤3a伤害49时间7核8赏金塔
295	35243 16333	10	   	253.28	橙3易伤2伤害2时间1核弹	1立即金币289易伤35伤害4核弹69时间79掉矿9序列升级a核
296	52342 35311	9	   	253.23	橙3易伤2时间1伤害2全技能	18全技能2敌人爆炸35a易伤47时间6核9伤害
297	55342 33311	9	   	253.23	橙3易伤2时间1伤害2全技能	18全技能2最后敌人35a易伤47时间6核9伤害
298	52322 52132	10	   	253.09	橙5易伤1时间1全技能	1全技能2敌人爆炸3569a易伤46低血量敌人6序列升级7时间8核
299	52322 12132	10	   	252.99	橙5易伤1时间1全技能	1全技能2敌人爆炸3569a易伤4低血量敌人7时间8核
300	52342 15132	10	   	252.89	橙5易伤1时间1全技能	1全技能2敌人爆炸3569a易伤4时间7挖尘8核
301	52341 15132	10	   	252.65	橙3易伤2时间1等级1攻速1全技能	1全技能2敌人爆炸39a易伤47时间5等级6攻速8核
302	12421 16132	10	   	252.55	橙3易伤2时间1等级1攻速1全技能	1挖尘2等级39a易伤45时间6攻速7全技能8核
303	31231 12154	9	   	252.45	橙3易伤2伤害1时间1暴击	1立即金币2敌人爆炸3a伤害456易伤7核8时间9暴击
304	35221 12154	9	   	252.45	橙3易伤2伤害1时间1暴击	1立即金币256易伤3a伤害4敌人爆炸7核8时间9暴击
305	35261 12611	7	   	252.45	橙3易伤2伤害1时间1暴击	1立即金币256易伤39伤害4时间7核8暴击a低血量敌人
306	35261 12612	7	   	252.45	橙3易伤2伤害1时间1暴击	1立即金币256易伤39伤害4时间7核8暴击a敌人爆炸
307	35211 12154	9	   	252.35	橙3易伤2伤害1时间1暴击	1立即金币256易伤3a伤害4挖尘7核8时间9暴击
308	35254 13321	3	   	252.35	橙3易伤2伤害1时间1暴击	1立即金币25a易伤36伤害4赏金塔7核8时间9暴击
309	35261 12613	7	   	252.35	橙3易伤2伤害1时间1暴击	1立即金币256易伤39伤害4时间7核8暴击a挖尘
310	54262 11231	7	   	252.32	橙4易伤2等级2雷电1全技能	1全技能29等级35雷电4579易伤59序列升级69低血量敌人8核a敌人爆炸
311	54262 11232	7	   	252.32	橙4易伤2等级2雷电1全技能	1全技能29等级35雷电4579易伤59序列升级69低血量敌人8核a金币生成
312	54262 21231	7	   	252.32	橙4易伤2等级2雷电1全技能	1全技能29等级35雷电4579易伤59序列升级69a敌人爆炸8核
313	52325 23623	1	   	252.29	橙3易伤1伤害2全技能1等级1暴击	14全技能29a易伤3等级5暴击6伤害7基地爆炸8核
314	35232 24621	9	   	252.26	橙4易伤1伤害1暴击1攻速	18立即金币2569易伤3伤害4暴击7核a攻速
315	32231 12132	8	   	252.22	橙4易伤2时间1暴击	1立即金币29策反3基地爆炸4569易伤7核89时间9序列升级a暴击
316	32361 62232	7	   	252.22	橙4易伤2时间1暴击	1立即金币29策反3最后敌人49时间5689易伤7核9序列升级a暴击
317	32361 62632	9	   	252.22	橙4易伤2时间1暴击	1立即金币28策反3最后敌人48时间5689易伤7核8序列升级a暴击
318	32531 12132	8	   	252.22	橙4易伤2时间1暴击	1立即金币29策反3敌人爆炸4569易伤7核89时间9序列升级a暴击
319	54262 11233	7	   	252.22	橙4易伤2等级2雷电1全技能	1全技能29等级35雷电4579易伤59序列升级69低血量敌人8核a赏金邻近
320	54262 21233	7	   	252.22	橙4易伤2等级2雷电1全技能	1全技能29等级35雷电4579易伤59序列升级69敌人爆炸8核a加一
321	35261 12351	10	   	252.16	橙4易伤1伤害1时间	1立即金币2568易伤3伤害4时间7核9雷电a金币生成
322	35261 12353	10	   	252.16	橙4易伤1伤害1时间	1立即金币2568易伤3伤害4时间7核9雷电a矿等
323	31323 42852	2	   	252.12	橙4易伤2时间1暴击	1立即金币29敌人爆炸3加一4569易伤79时间8核9序列升级a暴击
324	35324 14852	1	   	252.12	橙4易伤2时间1暴击	1立即金币2479易伤3加一59时间69敌人爆炸8核9序列升级a暴击
325	35324 14852	2	   	252.12	橙4易伤2时间1暴击	1立即金币2479易伤3加一59时间69敌人爆炸8核9序列升级a暴击
326	36323 42852	1	   	252.12	橙4易伤2时间1暴击	1立即金币29敌人爆炸3加一4569易伤79时间8核9序列升级a暴击
327	52212 35622	1	 * 	252.07	橙3易伤2伤害3等级1全技能	1全技能267易伤3赏金塔47伤害57a等级7序列升级8挖尘9核
328	35261 12132	8	   	252.05	橙3易伤2时间1伤害1等级	1立即金币256易伤3伤害48时间7核9等级a低血量敌人
329	35261 12133	8	   	252.05	橙3易伤2时间1伤害1等级	1立即金币256易伤3伤害48时间7核9等级a敌人爆炸
330	35261 12134	8	   	252.05	橙3易伤2时间1伤害1等级	1a立即金币256易伤3伤害48时间7核9等级
331	24131 16412	3	 * 	252.05	橙3易伤2时间2暴击1等级	13最后敌人23暴击3序列升级4等级59a易伤68时间7核
332	32361 62631	8	   	252.00	橙4易伤3时间	1立即金币289策反3最后敌人489时间5689易伤7核89序列升级a敌人爆炸
333	22211 16412	2	   	251.95	橙3易伤2时间2暴击1等级	1最后敌人2等级34暴击59a易伤68时间7核
334	22214 36412	2	   	251.95	橙3易伤2时间2暴击1等级	1最后敌人2等级34暴击58时间69a易伤7核
335	42211 16412	2	   	251.95	橙3易伤2时间2暴击1等级	1低血量敌人2等级34暴击59a易伤68时间7核
336	35261 12353	9	   	251.91	橙4易伤1伤害1时间1卖塔	1立即金币2568易伤3伤害4时间7核9雷电a卖塔
337	32361 62633	8	   	251.90	橙4易伤3时间	1立即金币289策反3最后敌人489时间5689易伤7核89序列升级a挖尘
338	35243 11612	9	   	251.89	橙2易伤3伤害2时间1核弹1全技能	1立即金币28易伤358伤害4核弹68时间7全技能8序列升级9最后敌人a核
339	31231 12615	7	   	251.85	橙3易伤3伤害1暴击	1立即金币2敌人爆炸39a伤害456易伤7核8暴击
340	35221 12615	7	   	251.85	橙3易伤3伤害1暴击	1立即金币256易伤39a伤害4敌人爆炸7核8暴击
341	35232 24315	7	   	251.85	橙3易伤3伤害1暴击	1立即金币256易伤39a伤害4暴击7核8敌人爆炸
342	35211 12615	7	   	251.75	橙3易伤3伤害1暴击	1立即金币256易伤39a伤害4挖尘7核8暴击
343	35232 24215	7	   	251.75	橙3易伤3伤害1暴击	1立即金币256易伤39a伤害4暴击7核8挖尘
344	35261 12212	9	   	251.11	橙3易伤1伤害1等级1时间1暴击	1立即金币256易伤3伤害4时间7核8随机矿9等级a暴击
345	35261 12432	7	   	251.11	橙3易伤1伤害1等级1时间1暴击	1立即金币256易伤3伤害4时间7核8低血量敌人9等级a暴击
346	12424 12326	7	   	251.01	橙3易伤1伤害1时间1等级1暴击	1挖尘2等级36a易伤4时间5暴击7低血量敌人8核9伤害
347	42323 61326	4	   	251.01	橙3易伤1伤害1时间1等级1暴击	1低血量敌人2等级3挖尘4时间57a易伤6暴击8核9伤害
348	42324 11326	6	   	251.01	橙3易伤1伤害1时间1等级1暴击	1低血量敌人2等级3挖尘4时间5暴击67a易伤8核9伤害
349	35232 24433	10	   	250.91	橙4易伤1伤害1暴击1全技能	1立即金币2569易伤3伤害4暴击7核8基地爆炸a全技能
350	12424 21326	5	   	250.91	橙3易伤1伤害1时间1等级1暴击	1挖尘2等级37a易伤4时间5暴击6挖青8核9伤害
351	65121 62333	10	   	250.87	橙3易伤1伤害1等级1时间1暴击1卖塔	1卖塔2暴击3时间4敌人爆炸569易伤7伤害8等级a核
352	52322 46321	3	   	250.84	橙3易伤2等级1伤害1时间1全技能	1全技能2敌人爆炸368易伤46等级5赏金邻近6序列升级7伤害9核a时间
353	52323 21321	3	   	250.84	橙3易伤2等级1伤害1时间1全技能	1全技能2敌人爆炸358易伤45等级5序列升级6伤害7赏金邻近9核a时间
354	54262 11212	7	 * 	250.84	橙3易伤3雷电1伤害1等级1全技能	1全技能2等级35a雷电457易伤5序列升级6低血量敌人8核9伤害
355	54262 21212	7	   	250.84	橙3易伤3雷电1伤害1等级1全技能	1全技能2等级35a雷电457易伤5序列升级6敌人爆炸8核9伤害
356	26161 22233	7	   	250.79	橙3易伤2时间2攻速1暴击	169最后敌人23攻速49时间589易伤7核9序列升级a暴击
357	26161 62332	7	   	250.79	橙3易伤2时间2攻速1暴击	19最后敌人23攻速49时间569易伤7核8立即金币9序列升级a暴击
358	26166 12232	7	   	250.79	橙3易伤2时间2攻速1暴击	19最后敌人23攻速49时间5立即金币689易伤7核9序列升级a暴击
359	26361 12232	7	   	250.79	橙3易伤2时间2攻速1暴击	19最后敌人26攻速3双倍矿49时间589易伤7核9序列升级a暴击
360	26361 12632	9	   	250.79	橙3易伤2时间2攻速1暴击	18最后敌人26攻速3双倍矿48时间589易伤7核8序列升级a暴击
361	12425 16132	10	   	250.74	橙3易伤2等级1伤害1时间1全技能	1挖尘26等级39a易伤4时间5伤害7全技能8核
362	52353 21318	1	   	250.74	橙3易伤2等级1伤害1时间1全技能	1全技能258易伤35等级4加一5序列升级6伤害7赏金邻近9时间a核
363	52353 24471	1	   	250.74	橙3易伤2等级1伤害1时间1全技能	1全技能259易伤35等级4加一5序列升级6伤害7核8时间a挖尘
364	35261 12151	9	   	250.65	橙3易伤2时间1伤害2雷电	1立即金币256易伤3伤害48时间7核9a雷电
365	26161 62212	7	   	250.59	橙3易伤2时间2攻速1暴击	1最后敌人23攻速49时间568易伤7核a暴击
366	26161 62232	9	   	250.59	橙3易伤2时间2攻速1暴击	1最后敌人23攻速48时间569易伤7核a暴击
367	26361 12633	8	   	250.57	橙3易伤3时间2攻速	189最后敌人26攻速3双倍矿489时间589易伤7核89序列升级a随机矿
368	26361 12631	8	   	250.47	橙3易伤3时间2攻速	189最后敌人26攻速3双倍矿489时间589易伤7核89序列升级a挖尘
369	26161 22232	7	   	250.37	橙3易伤3时间2攻速	169最后敌人23攻速49a时间589易伤7核9序列升级
370	45123 33342	3	   	250.37	橙3易伤3时间2攻速	19a低血量敌人29掉矿3a攻速45a易伤689时间7核9a序列升级
371	52321 42261	9	   	250.15	橙3易伤2时间1等级1全技能	1全技能28敌人爆炸368易伤4低血量敌人5等级78时间8序列升级9雷电a核
372	26361 62232	8	   	249.82	橙3易伤3时间1攻速1全技能	19最后敌人2攻速3双倍矿489时间569易伤7核9序列升级a全技能
373	52322 52133	9	   	249.80	橙4易伤1等级1时间1全技能	1全技能2敌人爆炸3569易伤46低血量敌人6序列升级7时间8核a等级
374	34612 11511	1	 * 	249.79	橙2易伤2伤害3攻速1暴击1全技能	1立即金币238攻速38序列升级4挖尘58伤害6全技能78易伤9暴击a核
375	65231 12631	7	 * 	249.75	橙4易伤3暴击1等级1卖塔	1卖塔289暴击39基地爆炸4569易伤7核9序列升级a等级
376	51233 36215	9	 * 	249.74	紫3易伤3伤害3暴击2全技能	12全技能3核49a暴击5随机矿69a易伤79a伤害8立即金币9a序列升级
377	53333 36215	9	   	249.74	紫3易伤3伤害3暴击2全技能	13全技能2核49a暴击5随机矿69a易伤79a伤害8立即金币9a序列升级
378	52342 35211	8	   	249.72	橙3易伤3时间1攻速1全技能	1全技能28敌人爆炸358易伤478时间6核8序列升级9攻速a掉矿
379	52342 35212	8	   	249.72	橙3易伤3时间1攻速1全技能	1全技能28敌人爆炸358易伤478时间6核8序列升级9攻速a赏金塔
380	55342 33211	8	   	249.72	橙3易伤3时间1攻速1全技能	1全技能28最后敌人358易伤478时间6核8序列升级9攻速a掉矿
381	55342 33212	8	   	249.72	橙3易伤3时间1攻速1全技能	1全技能28最后敌人358易伤478时间6核8序列升级9攻速a赏金塔
382	52322 12133	9	   	249.70	橙4易伤1等级1时间1全技能	1全技能2敌人爆炸3569易伤4低血量敌人7时间8核a等级
383	35261 42332	7	   	249.65	橙3易伤2时间1伤害1暴击	18立即金币259易伤3伤害49时间69最后敌人7核9序列升级a暴击
384	52342 33213	8	   	249.61	橙3易伤2时间2全技能1等级	17全技能28敌人爆炸358易伤48时间6核8序列升级9低血量敌人a等级
385	26361 62231	7	   	249.58	橙4易伤2时间1攻速	19最后敌人2攻速3双倍矿49时间5689易伤7核9序列升级a低血量敌人
386	26361 62233	7	   	249.58	橙4易伤2时间1攻速	19最后敌人2攻速3双倍矿49时间5689易伤7核9序列升级a平台
387	35232 24335	8	   	249.56	橙4易伤1伤害1暴击	1立即金币2569易伤3伤害4暴击7核8金币生成a雷电
388	35223 23343	6	   	249.46	橙2易伤3时间2伤害1全技能	1立即金币29易伤39伤害4敌人爆炸5掉矿689时间7核9序列升级a全技能
389	35261 12142	9	   	249.45	橙3易伤2时间1伤害1暴击	1立即金币256易伤3伤害48时间7核9基地爆炸a暴击
390	35261 12151	8	   	249.45	橙3易伤2时间1伤害1暴击	1立即金币256易伤3伤害48时间7核9暴击a低血量敌人
391	35261 12152	8	   	249.45	橙3易伤2时间1伤害1暴击	1立即金币256易伤3伤害48时间7核9暴击a敌人爆炸
392	35261 12412	8	   	249.45	橙3易伤2时间1伤害1暴击	1立即金币256易伤3伤害49时间7核8最后敌人a暴击
393	35261 12512	7	   	249.45	橙3易伤2时间1伤害1暴击	1立即金币256易伤3伤害49时间7核8最后敌人a暴击
394	35261 12612	8	   	249.45	橙3易伤2时间1伤害1暴击	1立即金币256易伤3伤害49时间7核8敌人爆炸a暴击
395	31231 12112	8	   	249.45	橙3易伤2时间1伤害1暴击	1立即金币2敌人爆炸3伤害456易伤7核89时间a暴击
396	31231 12151	9	   	249.45	橙3易伤2时间1伤害1暴击	1立即金币2敌人爆炸3伤害456易伤7核8a时间9暴击
397	35221 12112	8	   	249.45	橙3易伤2时间1伤害1暴击	1立即金币256易伤3伤害4敌人爆炸7核89时间a暴击
398	35221 12151	9	   	249.45	橙3易伤2时间1伤害1暴击	1立即金币256易伤3伤害4敌人爆炸7核8a时间9暴击
399	35261 42212	7	   	249.45	橙3易伤2时间1伤害1暴击	1立即金币258易伤3伤害49时间6最后敌人7核a暴击
400	35261 42232	9	   	249.45	橙3易伤2时间1伤害1暴击	1立即金币259易伤3伤害48时间6最后敌人7核a暴击
401	53152 14211	8	 * 	249.43	紫4易伤3时间1伤害1全技能	1全技能2核3平台478时间578a易伤678最后敌人78序列升级9伤害
402	12461 34211	7	   	249.38	橙3易伤2等级1伤害1时间	1挖尘29等级368易伤4雷电5时间7伤害a核
403	35261 12122	8	   	249.35	橙3易伤2时间1伤害1暴击	1立即金币256易伤3伤害48时间7核9挖尘a暴击
404	35261 12153	8	   	249.35	橙3易伤2时间1伤害1暴击	1立即金币256易伤3伤害48时间7核9暴击a挖尘
405	35261 12512	8	   	249.35	橙3易伤2时间1伤害1暴击	1立即金币256易伤3伤害49时间7核8挖尘a暴击
406	35211 12112	8	   	249.35	橙3易伤2时间1伤害1暴击	1立即金币256易伤3伤害4挖尘7核89时间a暴击
407	35211 12151	9	   	249.35	橙3易伤2时间1伤害1暴击	1立即金币256易伤3伤害4挖尘7核8a时间9暴击
408	35232 24161	10	   	249.31	橙4易伤1伤害1暴击1卖塔	1立即金币2569易伤3伤害4暴击7核8卖塔a雷电
409	52212 15621	1	   	249.29	橙2易伤2伤害2等级2全技能1时间	16全技能27易伤3赏金塔47伤害57等级7序列升级8挖尘9核a时间
410	16421 12133	8	   	249.28	橙4易伤2时间1攻速	149挖尘2攻速3569易伤7核89时间9序列升级a基地爆炸
411	16421 12134	8	   	249.28	橙4易伤2时间1攻速	149挖尘2攻速3569易伤7核89时间9序列升级a低血量敌人
412	16421 12135	8	   	249.28	橙4易伤2时间1攻速	149挖尘2攻速3569易伤7核89时间9序列升级a立即金币
413	16421 12136	8	   	249.18	橙4易伤2时间1攻速	149挖尘2攻速3569易伤7核89时间9序列升级a掉矿
414	35261 12112	8	   	249.02	橙3易伤3时间1伤害	1立即金币256易伤3伤害489时间7核a敌人爆炸
415	35261 12113	8	   	249.02	橙3易伤3时间1伤害	1立即金币256易伤3伤害489时间7核a最后敌人
416	35261 12114	8	   	249.02	橙3易伤3时间1伤害	1立即金币256易伤3伤害489时间7核a基地爆炸
417	35261 12135	10	   	249.02	橙3易伤3时间1伤害	1立即金币256易伤3伤害48a时间7核9矿等
418	35261 12116	8	   	248.92	橙3易伤3时间1伤害	1立即金币256易伤3伤害489时间7核a掉矿
419	22422 24142	3	 * 	248.81	紫4易伤3伤害2等级	179最后敌人2a等级369a易伤4核59a伤害8挖青9a序列升级
420	51341 21331	2	 * 	248.79	橙2易伤3伤害2暴击2全技能	12全技能369伤害4随机矿5挖尘79易伤89暴击9序列升级a核
421	21423 32266	8	   	248.66	橙3易伤2伤害1等级1全技能	18最后敌人24低血量敌人3全技能589易伤6核78伤害8序列升级a等级
422	21463 32221	9	   	248.66	橙3易伤2伤害1等级1全技能	148最后敌人2低血量敌人3全技能58a易伤6核78伤害8序列升级9等级
423	21463 32252	10	   	248.66	橙3易伤2伤害1等级1全技能	148最后敌人2低血量敌人3全技能589易伤6核78伤害8序列升级a等级
424	55163 32221	9	   	248.66	橙3易伤2伤害1等级1全技能	1全技能248最后敌人3低血量敌人58a易伤6核78伤害8序列升级9等级
425	52211 35216	1	   	248.56	橙3易伤2伤害1等级1全技能	1全技能267易伤3赏金塔47伤害579矿等7序列升级8等级a核
426	12331 21452	8	   	248.51	紫4易伤3伤害2等级	139挖尘2a等级4核589a易伤69a伤害7加一9a序列升级
427	12331 62452	7	   	248.51	紫4易伤3伤害2等级	139挖尘2a等级4核569a易伤79a伤害8加一9a序列升级
