0	Index      	 *	Score 	Summary	Detail	
1	31463 47743	 * 	221.60	ACR|2BASARM|2DMG|1ASPD|1VULN	1MBVNT|28DUR|3RMIN|4RCR|5MDPS|68DMG|78BASARM|8BPWR|9ASPD|aVULN
156	38761 31444	 * 	192.07	ACR|2ASPD|2BEXP|1DMG|2CDMG	1MBVNT|28MLV|38BEXP|4RCR|5DMG|6MSLTOX|78CDMG|8BPWR|9aASPD
157	31461 46261	 * 	191.94	ACR|2VULN|2ASPD|2DMG	1MBVNT|2DUR|3RMIN|4RCR|59DMG|68VULN|7aASPD
158	34461 74831	   	191.94	ACR|2VULN|2ASPD|2DMG	1MBVNT|2FEWX|3CGEN|4RCR|56DMG|7aASPD|89VULN
159	31461 87241	   	191.86	ACR|1BASARM|2ASPD|1DMG	1MBVNT|2aDUR|3RMIN|4RCR|5DMG|6MDPS|7BASARM|89ASPD
160	31461 87242	   	191.86	ACR|1BASARM|2ASPD|1DMG	1MBVNT|2DUR|3RMIN|4RCR|5DMG|6MDPS|7BASARM|89ASPD|aLHND
161	31463 47241	   	191.86	ACR|1BASARM|2ASPD|1DMG	1MBVNT|2aDUR|3RMIN|4RCR|5MDPS|6DMG|7BASARM|89ASPD
162	31463 47242	   	191.86	ACR|1BASARM|2ASPD|1DMG	1MBVNT|2DUR|3RMIN|4RCR|5MDPS|6DMG|7BASARM|89ASPD|aLHND
163	31463 47247	   	191.86	ACR|1BASARM|2ASPD|1DMG	1MBVNT|2DUR|3RMIN|4RCR|5MDPS|6DMG|7BASARM|89ASPD|aCGEN
164	31463 47248	   	191.86	ACR|1BASARM|2ASPD|1DMG	1MBVNT|2DUR|3RMIN|4RCR|5MDPS|6DMG|7BASARM|89ASPD|aDMSP
165	31361 46261	   	191.84	ACR|2VULN|2ASPD|2DMG	1MBVNT|2DUR|3AME|4RCR|59DMG|68VULN|7aASPD
166	31461 87244	   	191.76	ACR|1BASARM|2ASPD|1DMG	1MBVNT|2DUR|3RMIN|4RCR|5DMG|6MDPS|7BASARM|89ASPD|aDUST
167	31463 47244	   	191.76	ACR|1BASARM|2ASPD|1DMG	1MBVNT|2DUR|3RMIN|4RCR|5MDPS|6DMG|7BASARM|89ASPD|aDUST
168	32761 42213	   	191.64	ACR|1BASARM|2VULN|1DMG|1BEXP	1MBVNT|2CGEN|3BEXP|4RCR|5DMG|68VULN|7FEWX|9DMSP|aBASARM
169	32761 48113	   	191.64	ACR|2VULN|1BASARM|1DMG|1BEXP	1MBVNT|2CGEN|3BEXP|4RCR|5DMG|67VULN|8FEWX|9DMSP|aBASARM
170	34461 48113	   	191.64	ACR|2VULN|1BASARM|1DMG|1BEXP	1MBVNT|2FEWX|3CGEN|4RCR|5DMG|67VULN|8BEXP|9DMSP|aBASARM
171	32761 42323	   	191.64	ACR|1BASARM|2VULN|1DMG|1BEXP	1MBVNT|2CGEN|3BEXP|4RCR|5DMG|69VULN|78FEWX|aBASARM
172	32761 45123	   	191.64	ACR|1BASARM|2VULN|1DMG|1BEXP	1MBVNT|27CGEN|3BEXP|4RCR|5DMG|69VULN|8FEWX|aBASARM
173	34461 42123	   	191.64	ACR|1BASARM|2VULN|1DMG|1BEXP	1MBVNT|27FEWX|3CGEN|4RCR|5DMG|69VULN|8BEXP|aBASARM
174	34461 45123	   	191.64	ACR|1BASARM|2VULN|1DMG|1BEXP	1MBVNT|2FEWX|37CGEN|4RCR|5DMG|69VULN|8BEXP|aBASARM
175	32161 53448	 * 	191.62	ACR|3DMG|1VULN|1ASPD|1AART	1MBVNT|28CGEN|3LEGI|4RCR|578DMG|6AART|8BPWR|9VULN|aASPD
