0	Index      	 *	Score 	Summary	Detail	
1	15423 23263	 * 	211.41	ACR|1BASARM|1VULN|2BEXP|1ASPD|1DMG	1CGEN|2MDPS|3VULN|4DMG|5RCR|6aBEXP|7ASPD|8AME|9BASARM
152	34312 14522	   	187.82	ACR|1BASARM|1VULN|1ASPD|1DMG	1DUR|2MDPS|3ASPD|4RCR|5VULN|6MLV|7DMG|8DUST|9BASARM|aAME
153	34312 34322	   	187.82	ACR|1BASARM|1VULN|1ASPD|1DMG	1DUR|2MDPS|3ASPD|4RCR|5VULN|6ERES|7DMG|8FEWX|9BASARM|aAME
154	34312 34323	   	187.82	ACR|1BASARM|1VULN|1ASPD|1DMG	1DUR|2MDPS|3ASPD|4RCR|5VULN|6ERES|7DMG|8FEWX|9BASARM|aDUST
155	34312 34422	   	187.82	ACR|1BASARM|1VULN|1ASPD|1DMG	1DUR|2MDPS|3ASPD|4RCR|5VULN|6ERES|7DMG|8LWND|9BASARM|aAME
156	34312 34423	   	187.82	ACR|1BASARM|1VULN|1ASPD|1DMG	1DUR|2MDPS|3ASPD|4RCR|5VULN|6ERES|7DMG|8LWND|9BASARM|aDUST
157	34312 34521	   	187.82	ACR|1BASARM|1VULN|1ASPD|1DMG	1DUR|2MDPS|3ASPD|4RCR|5VULN|6ERES|7DMG|8DUST|9BASARM|aLHND
158	34312 42522	   	187.82	ACR|1BASARM|1VULN|1ASPD|1DMG	1DUR|2MDPS|3ASPD|4RCR|5VULN|6DMG|7CGEN|8DUST|9BASARM|aAME
159	34312 45322	   	187.82	ACR|1BASARM|1VULN|1ASPD|1DMG	1DUR|2MDPS|3ASPD|4RCR|5VULN|6DMG|7ERES|8FEWX|9BASARM|aAME
160	34312 45323	   	187.82	ACR|1BASARM|1VULN|1ASPD|1DMG	1DUR|2MDPS|3ASPD|4RCR|5VULN|6DMG|7ERES|8FEWX|9BASARM|aDUST
161	34312 44233	   	187.82	ACR|2DMG|1VULN|1ASPD|1CDMG|1BEXP	1DUR|2MDPS|3ASPD|4RCR|5VULN|67DMG|8BEXP|9RCVC|aCDMG
162	21533 51162	   	187.80	ACR|2BEXP|1DMG|1VULN|1AART|1CDMG	1LIT|2RCR|3MDPS|4AART|5AME|6CDMG|79BEXP|8DMG|aVULN
163	34312 34522	   	187.72	ACR|1BASARM|1VULN|1ASPD|1DMG	1DUR|2MDPS|3ASPD|4RCR|5VULN|6ERES|7DMG|8DUST|9BASARM|aAME
164	21613 36126	   	187.56	ACR|1BASARM|2BEXP|1AART	1LIT|2RCR|3CGEN|4DUR|57BEXP|6ERES|8RCVC|9AART|aBASARM
165	21313 66522	 * 	186.94	ACR|2ASPD|2BEXP|2AART	1aLIT|2RCR|3aTLV|4DUR|57BEXP|69AART|8aASPD|aBPWR
166	21313 66523	 * 	186.78	ACR|2BEXP|2AART|1ASPD|1VULN	1LIT|2RCR|3TLV|4DUR|57BEXP|69AART|8ASPD|aVULN
167	21534 33411	 * 	186.76	ACR|1VULN|2AART|1DMG|1BEXP|1CDMG	1LIT|2RCR|3MDPS|4aAART|5DMG|6MULARM|7VULN|8CDMG|9BEXP
168	21243 16261	   	186.48	ACR|1BASARM|2BEXP|1CDMG	1LIT|2RCR|3RMIN|4FEWX|5aBEXP|6CDMG|7BELT|8CGEN|9BASARM
169	21613 66312	   	186.48	ACR|1BASARM|2BEXP|1AART	1LIT|2RCR|389CGEN|4DUR|57BEXP|6AART|aBASARM
170	21613 66332	   	186.48	ACR|1BASARM|2BEXP|1AART	1LIT|2RCR|38CGEN|49DUR|57BEXP|6AART|aBASARM
171	21153 14111	 * 	186.39	ACR|2VULN|2BEXP|1DMG|1AART	1LIT|2RCR|3SNIHEL|46BEXP|5AEMAG|7AART|8DMG|9aVULN
172	21252 43352	   	186.38	ACR|1BASARM|2BEXP|1AART	1LIT|2RCR|34RMIN|59BEXP|6AAC|7MLV|8AART|aBASARM
173	21613 23352	   	186.38	ACR|1BASARM|2BEXP|1AART	1LIT|2RCR|3CGEN|47DUR|59BEXP|6AEMAG|8AART|aBASARM
174	21313 66136	   	186.28	ACR|1BASARM|2BEXP|1AART	1LIT|2RCR|3TLV|4DUR|57BEXP|6AART|8CGEN|9AEFBLL|aBASARM
175	21515 22333	   	186.16	ACR|1BASARM|1ASPD|1AART|1AAC	1LIT|2RCR|3MDPS|4LWND|5ASPD|6ERES|7AART|8DUR|9BASARM|aAAC
176	21161 14335	   	186.12	ACR|1BASARM|1VULN|1ASPD|1AAC	1LIT|2RCR|3SNIHEL|4MLV|5VULN|6FEWX|7BASARM|8RCVC|9ASPD|aAAC
177	23563 13216	 * 	186.11	ACR|2DMG|1VULN|1ASPD|2CDMG	1LIT|2LWND|3RCR|4DUR|59DMG|67CDMG|8VULN|aASPD
178	23553 13216	   	186.01	ACR|2DMG|1VULN|1ASPD|2CDMG	1LIT|2LWND|3RCR|4DUST|59DMG|67CDMG|8VULN|aASPD
179	21131 54531	   	185.95	ACR|1BASARM|1VULN|1AART|1BEXP	1LIT|2RCR|3SNIHEL|4CGEN|5VULN|6LWND|7BASARM|8AART|9RCVC|aBEXP
180	21113 54531	   	185.85	ACR|1BASARM|1VULN|1AART|1BEXP	1LIT|2RCR|3SNIHEL|4VULN|5TLV|6LWND|7BASARM|8AART|9RCVC|aBEXP
181	34312 44212	   	185.65	ACR|2VULN|2DMG|1ASPD|1BEXP	1DUR|2MDPS|3ASPD|4RCR|59VULN|67DMG|8BEXP|aCGEN
182	34312 44211	   	185.55	ACR|2VULN|2DMG|1ASPD|1BEXP	1DUR|2MDPS|3ASPD|4RCR|59VULN|67DMG|8BEXP|aERES
183	34312 63511	 * 	185.55	ACR|2VULN|2ASPD|1BASICY|1CDMG	1DUR|2MDPS|39ASPD|4RCR|5aVULN|6CDMG|7NUKE|8BASICY
184	15112 23328	 * 	185.44	ACR|1BASARM|2DMG|1VULN	1CGEN|2MDPS|3MBVNT|4RCR|5VULN|6ZMB|7aDMG|8FEWX|9BASARM
185	34314 23132	   	185.30	ACR|1BASARM|2ASPD|1AART|1SELL	1DUR|2MDPS|39ASPD|4RCR|5SELL|6RMIN|7BELT|8AART|aBASARM
186	21131 54511	   	185.19	ACR|1BASARM|1VULN|1AART|1BEXP	19LIT|2RCR|3SNIHEL|4CGEN|5VULN|6LWND|7BASARM|8AART|aBEXP
187	21423 42135	   	185.19	ACR|1BASARM|1VULN|1AART|1BEXP	1LIT|2RCR|3LHND|4AME|5AART|6VULN|7ZMB|8BELT|9BEXP|aBASARM
188	21113 54511	   	185.09	ACR|1BASARM|1VULN|1AART|1BEXP	19LIT|2RCR|3SNIHEL|4VULN|5TLV|6LWND|7BASARM|8AART|aBEXP
189	21156 21623	   	185.09	ACR|1BASARM|1AART|1BEXP|1CDMG	1LIT|2RCR|3SNIHEL|4BEXP|5MDPS|6DUR|7ZMB|8BASARM|9AART|aCDMG
190	21112 24135	   	184.95	ACR|1BASARM|1VULN|1ASPD|1AAC	1LIT|2RCR|3SNIHEL|4VULN|58DUR|6MLV|7BASARM|9ASPD|aAAC
191	21112 24335	   	184.95	ACR|1BASARM|1VULN|1ASPD|1AAC	18LIT|2RCR|3SNIHEL|4VULN|5DUR|6MLV|7BASARM|9ASPD|aAAC
192	21112 24535	   	184.95	ACR|1BASARM|1VULN|1ASPD|1AAC	1LIT|2RCR|3SNIHEL|4VULN|5DUR|6MLV|7BASARM|8DMSP|9ASPD|aAAC
193	15118 21722	   	184.90	ACR|1BASARM|3BEXP|1VULN	18CGEN|2MDPS|3MBVNT|4RCR|58ERES|678BEXP|8BPWR|9VULN|aBASARM
194	21534 32413	   	184.70	ACR|2DMG|1VULN|1ASPD|1AART	17LIT|2RCR|3MDPS|4AART|57DMG|67MULARM|7BPWR|8VULN|9BELT|aASPD
195	21534 32431	   	184.70	ACR|2DMG|1VULN|1ASPD|1AART	17LIT|2RCR|3MDPS|4AART|57DMG|67MULARM|7BPWR|8VULN|9ASPD|aFEWX
196	21534 32432	   	184.70	ACR|2DMG|1VULN|1ASPD|1AART	17LIT|2RCR|3MDPS|4AART|57DMG|67MULARM|7BPWR|8VULN|9ASPD|aDUR
197	21534 32522	   	184.70	ACR|2DMG|1VULN|1ASPD|1AART	17LIT|2RCR|3MDPS|4AART|57DMG|67MULARM|7BPWR|8LHND|9VULN|aASPD
198	21534 61222	   	184.70	ACR|2DMG|1VULN|1ASPD|1AART	18LIT|2RCR|3MDPS|4AART|56DMG|7LHND|9VULN|aASPD
199	21143 13363	 * 	184.65	ACR|2ASPD|2DMG|1BEXP	1LIT|2RCR|3SNIHEL|4aASPD|5aAEFBLL|6ERES|7aDMG|8CGEN|9BEXP|aBPWR
200	21143 33363	   	184.65	ACR|2ASPD|2DMG|1BEXP	1LIT|2RCR|3SNIHEL|4aASPD|5aAEFBLL|6AME|7aDMG|8CGEN|9BEXP|aBPWR
201	21142 12653	 * 	184.65	ACR|3VULN|2ASPD|1BEXP	1aLIT|2RCR|3aSNIHEL|47ASPD|5AAC|6BEXP|89aVULN|aBPWR
202	21534 22116	   	184.60	ACR|2DMG|1VULN|1ASPD|1AART	1LIT|2RCR|3MDPS|4AART|58DMG|6FEWX|7DUST|9VULN|aASPD
203	21534 32226	   	184.60	ACR|2DMG|1VULN|1ASPD|1AART	17LIT|2RCR|3MDPS|4AART|57DMG|67MULARM|7BPWR|8MBVNT|9VULN|aASPD
204	21143 33463	   	184.55	ACR|2ASPD|2DMG|1BEXP	1LIT|2RCR|3SNIHEL|4aASPD|5aAEFBLL|6AME|7aDMG|8ERES|9BEXP|aBPWR
205	15423 21621	 * 	184.51	ACR|2VULN|3BEXP|2DMG	18aCGEN|2MDPS|39VULN|48DMG|5RCR|678BEXP|8BPWR
206	15423 21622	   	184.51	ACR|2VULN|3BEXP|2DMG	18CGEN|2MDPS|39VULN|48DMG|5RCR|678BEXP|8BPWR|aRPLT
207	21254 23222	   	184.37	ACR|1BASARM|1ASPD|1DMG	1aLIT|2RCR|34RMIN|5ASPD|6VENFST|7DMG|8RPLT|9BASARM
208	21254 23224	   	184.37	ACR|1BASARM|1ASPD|1DMG	1LIT|2RCR|34aRMIN|5ASPD|6VENFST|7DMG|8RPLT|9BASARM
209	21254 23225	   	184.37	ACR|1BASARM|1ASPD|1DMG	1LIT|2RCR|34RMIN|5ASPD|6VENFST|7DMG|8RPLT|9BASARM|aLWND
210	21254 23226	   	184.37	ACR|1BASARM|1ASPD|1DMG	1LIT|2RCR|34RMIN|5ASPD|6VENFST|7DMG|8RPLT|9BASARM|aDMSP
211	21254 23223	   	184.27	ACR|1BASARM|1ASPD|1DMG	1LIT|2RCR|34RMIN|5ASPD|6VENFST|7DMG|8RPLT|9BASARM|aMDPS
212	15423 21623	   	184.26	ACR|2VULN|3BEXP|2DMG|1SELL	18CGEN|2MDPS|39VULN|48DMG|5RCR|678BEXP|8BPWR|aSELL
213	24523 13531	   	184.23	ACR|3BEXP|1ASPD|1DMG|1CDMG	1LIT|257BEXP|3RCR|4AME|6CDMG|8ASPD|9AEFBLL|aDMG
214	21115 34633	   	184.01	ACR|3VULN|1DMG|1AART|1BEXP	19LIT|2RCR|3SNIHEL|456VULN|7AART|8BEXP|aDMG
215	21213 13145	 * 	184.00	ACR|1BASARM|3CDMG|1BEXP	1LIT|2RCR|3RMIN|4DUR|5BEXP|679CDMG|8LWND|aBASARM
216	21243 13345	   	184.00	ACR|1BASARM|3CDMG|1BEXP	1LIT|2RCR|3RMIN|4FEWX|5BEXP|679CDMG|8DUR|aBASARM
217	15112 71227	   	183.99	ACR|2VULN|2DMG|1AART|1CDMG	1aCGEN|2MDPS|3MBVNT|4RCR|5aVULN|6CDMG|7LHND|8AART|9aDMG|aBPWR
218	21525 11242	   	183.91	ACR|3VULN|1ASPD|1AART|1BEXP	1LIT|2RCR|3MDPS|48aVULN|5ASPD|6DUST|7BEXP|9AART
219	15112 72117	   	183.89	ACR|2VULN|2ASPD|1AART|1CDMG	1aCGEN|2MDPS|3MBVNT|4RCR|5aVULN|6CDMG|7DUST|8aASPD|9AART|aBPWR
220	21121 66533	   	183.63	ACR|1BASARM|2BEXP|1VULN	1LIT|2RCR|3SNIHEL|4RPLT|5aBEXP|6VENICY|7ZMB|8BASARM|9VULN
221	21525 13413	   	183.31	ACR|2ASPD|1VULN|1DMG|1CDMG	1LIT|2RCR|3MDPS|4VULN|58ASPD|6DUST|7DMG|9FEWX|aCDMG
222	21525 13433	   	183.31	ACR|2ASPD|1VULN|1DMG|1CDMG	1LIT|2RCR|3MDPS|4VULN|58ASPD|6DUST|7DMG|9LWND|aCDMG
223	21553 61321	 * 	183.29	ACR|1VULN|1ASPD|1DMG|1BASICY|1BEXP	1LIT|2RCR|3MDPS|4MLV|5LWND|6VULN|7BEXP|8BASICY|9ASPD|aDMG
224	21563 61321	   	183.29	ACR|1VULN|1ASPD|1DMG|1BASICY|1BEXP	1LIT|2RCR|3MDPS|4CGEN|5LWND|6VULN|7BEXP|8BASICY|9ASPD|aDMG
225	21514 61321	   	183.19	ACR|1VULN|1ASPD|1DMG|1BASICY|1BEXP	1LIT|2RCR|3MDPS|4LWND|5ERES|6VULN|7BEXP|8BASICY|9ASPD|aDMG
226	21252 23255	   	183.12	ACR|3BEXP|1VULN|1DMG|1CDMG	16LIT|2RCR|34RMIN|567BEXP|6BPWR|8VULN|9DMG|aCDMG
227	21525 25332	   	183.09	ACR|1VULN|1ASPD|1DMG|1BASICY|1BEXP	1LIT|2RCR|3MDPS|4VULN|5ASPD|69ERES|7DMG|8BASICY|aBEXP
228	15423 43321	   	183.02	ACR|1BASARM|1VULN|1ASPD|1DMG	1CGEN|2MDPS|3VULN|4DMG|5RCR|6ASPD|7aLHND|8FEWX|9BASARM
229	15413 23261	   	182.93	ACR|1BASARM|1VULN|1ASPD|1BEXP|2AAC	1CGEN|2MDPS|3VULN|4aAAC|5RCR|6BEXP|7ASPD|8AME|9BASARM
230	15423 43323	   	182.92	ACR|1BASARM|1VULN|1ASPD|1DMG	1CGEN|2MDPS|3VULN|4DMG|5RCR|6ASPD|7LHND|8FEWX|9BASARM|aAEFBLL
231	21313 66521	   	182.90	ACR|2BEXP|2AART|1ASPD|1CDMG	1LIT|2RCR|3TLV|4DUR|57BEXP|69AART|8ASPD|aCDMG
232	21613 63326	   	182.89	ACR|1BASARM|2AART|1BEXP	1LIT|2RCR|3CGEN|4DUR|5BEXP|69AART|7MLV|8DMSP|aBASARM
233	34311 61315	   	182.79	ACR|1BASARM|2BEXP|1ASPD	1DUR|2MDPS|3ASPD|4RCR|5LIT|6LHND|79BEXP|8ZMB|aBASARM
234	34311 11315	   	182.69	ACR|1BASARM|2BEXP|1ASPD	1DUR|2MDPS|3ASPD|4RCR|5LIT|6DUST|79BEXP|8ZMB|aBASARM
235	21515 63311	   	182.12	ACR|2ASPD|1VULN|1DMG|1BEXP	1LIT|2RCR|3MDPS|4LWND|5aASPD|6VULN|7DMG|8FEWX|9BEXP
236	21525 51131	   	182.12	ACR|2ASPD|1VULN|1DMG|1BEXP	1LIT|2RCR|3MDPS|4VULN|5aASPD|6DUR|7BEXP|8LWND|9DMG
237	21525 53311	   	182.12	ACR|2ASPD|1VULN|1DMG|1BEXP	1LIT|2RCR|3MDPS|4VULN|5aASPD|6DUR|7DMG|8FEWX|9BEXP
238	21526 42433	   	182.10	ACR|2VULN|2DMG|1ASPD	189LIT|2RCR|3MDPS|48VULN|5RPLT|68DMG|7MBVNT|8BPWR|aASPD
239	15423 23115	   	182.07	ACR|2DMG|1VULN|1ASPD|1BEXP|1CDMG	1CGEN|2MDPS|3VULN|4aDMG|5RCR|6BEXP|7ASPD|8CDMG|9FEWX
240	21525 13311	   	182.02	ACR|2ASPD|1VULN|1DMG|1BEXP	1LIT|2RCR|3MDPS|4VULN|5aASPD|6DUST|7DMG|8FEWX|9BEXP
241	21112 66334	   	182.00	ACR|2VULN|2DMG|1ASPD	1LIT|2RCR|3SNIHEL|47VULN|5DUR|6aDMG|8CGEN|9ASPD
242	21525 13421	   	181.92	ACR|2ASPD|1VULN|1DMG|1BEXP	1LIT|2RCR|3MDPS|4VULN|58ASPD|6DUST|7DMG|9ERES|aBEXP
243	15423 23253	 * 	181.86	ACR|2DMG|1VULN|2BEXP|1ASPD	1CGEN|2MDPS|3VULN|4aDMG|5RCR|69BEXP|7ASPD|8AME
244	24531 13125	   	181.86	ACR|3BEXP|2ASPD|1AART	19LIT|269BEXP|3RCR|4AEFBLL|5AIRARM|79ASPD|8NUKE|9BPWR|aAART
245	21115 34111	   	181.72	ACR|4VULN|1DMG|1AART	1LIT|2RCR|3SNIHEL|4569VULN|7AART|8DMG|aLHND
246	21115 34112	   	181.72	ACR|4VULN|1DMG|1AART	1LIT|2RCR|3SNIHEL|4569VULN|7AART|8DMG|aCGEN
247	21115 34131	   	181.72	ACR|4VULN|1DMG|1AART	1LIT|2RCR|3SNIHEL|456aVULN|7AART|8DMG|9FEWX
248	21115 34161	   	181.72	ACR|4VULN|1DMG|1AART	1LIT|2RCR|3SNIHEL|456aVULN|7AART|8DMG|9DUR
249	21115 34314	   	181.72	ACR|4VULN|1DMG|1AART	1LIT|2RCR|3SNIHEL|4569VULN|7AART|8LWND|aDMG
250	34312 41213	   	181.72	ACR|2VULN|1ASPD|1DMG|1CDMG|1BEXP	18DUR|2MDPS|3ASPD|4RCR|59VULN|6DMG|7BEXP|aCDMG
251	21115 67113	 * 	181.69	ACR|4VULN|2ASPD	19LIT|2RCR|3SNIHEL|459aVULN|6MBVNT|7RPLT|89ASPD|9BPWR
252	21115 67313	 * 	181.69	ACR|4VULN|2DMG	19LIT|2RCR|3SNIHEL|459aVULN|6MBVNT|7RPLT|89DMG|9BPWR
253	21142 26162	   	181.69	ACR|1BASARM|2ASPD	1LIT|2RCR|3SNIHEL|48ASPD|5AAC|6FEWX|7RPLT|9AEFBLL|aBASARM
254	21142 41162	   	181.69	ACR|1BASARM|2ASPD	1LIT|2RCR|3SNIHEL|48ASPD|5AAC|6RPLT|7LHND|9AEFBLL|aBASARM
255	21115 34116	   	181.62	ACR|4VULN|1DMG|1AART	1LIT|2RCR|3SNIHEL|4569VULN|7AART|8DMG|aMDPS
256	34513 61133	   	181.61	ACR|1BASARM|1ASPD|1VULN|1CDMG	1DUR|2MDPS|3ZMB|4RCR|5LHND|6CDMG|7LWND|8ASPD|9VULN|aBASARM
257	34313 26633	   	181.51	ACR|1BASARM|1ASPD|1VULN|1CDMG	1DUR|2MDPS|3ASPD|4RCR|5LHND|6ZMB|7LEGI|8CDMG|9VULN|aBASARM
258	34313 63133	   	181.51	ACR|1BASARM|1ASPD|1VULN|1CDMG	1DUR|2MDPS|3ASPD|4RCR|5LHND|6CDMG|7NUKE|8LWND|9VULN|aBASARM
259	24511 14111	   	181.49	ACR|2VULN|2BEXP|1DMG|1AART	14LIT|26BEXP|3RCR|5AIRARM|7AART|8DMG|9aVULN
