0	Index      	 *	Score 	Summary	Detail	
1	12212 32626	 * 	228.66	ACR|3ASPD|2VULN|2BEXP|1DMG|1AAC	18VULN|26BEXP|38LHND|4RCR|5AAC|789ASPD|8BPWR|aDMG
148	12214 22623	   	202.27	ACR|3ASPD|2VULN|2BEXP	18VULN|28BEXP|3LHND|4RCR|5aRCVC|6CGEN|789ASPD|8BPWR
149	12314 22623	   	202.27	ACR|3ASPD|2VULN|2BEXP	18VULN|28BEXP|3DUR|4RCR|5aRCVC|6CGEN|789ASPD|8BPWR
150	12212 32566	 * 	202.09	ACR|3BEXP|1VULN|1ASPD|1AART|1CDMG|1AAC	1VULN|26aBEXP|3LHND|4RCR|5AAC|7ASPD|8CDMG|9AART
151	12312 32553	 * 	202.08	ACR|1VULN|2BEXP|1ASPD|1DMG|2AAC|1CDMG	1VULN|26BEXP|3DUR|4RCR|59AAC|7ASPD|8CDMG|aDMG
152	12132 36314	   	202.07	ACR|2VULN|2BEXP|1ASPD|1DMG|1CDMG|1AAC	17VULN|27BEXP|3FEWX|4CDMG|5RCR|67CGEN|7BPWR|8ASPD|9AAC|aDMG
153	12332 36314	   	202.07	ACR|2VULN|2BEXP|1ASPD|1DMG|1CDMG|1AAC	17VULN|27BEXP|3DUR|4CDMG|5RCR|67CGEN|7BPWR|8ASPD|9AAC|aDMG
154	31633 14151	 * 	202.07	ACR|2BASARM|2BEXP|1AART	1aERES|2aMLV|3RCR|49BEXP|5AART|6LIT|7aBASARM|8RPLT|aBPWR
155	12132 25316	   	201.68	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG|1AAC	1VULN|2BEXP|3FEWX|4CDMG|5RCR|6AAC|7ASPD|8ERES|9ZMB|aBASARM
156	12132 26451	   	201.68	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG|1AAC	1VULN|2BEXP|3FEWX|4CDMG|5RCR|6AAC|7LSRICY|8BASARM|9ASPD|aLWND
157	12232 26451	   	201.68	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG|1AAC	1VULN|2BEXP|3LHND|4CDMG|5RCR|6AAC|7LSRICY|8BASARM|9ASPD|aLWND
158	12332 26451	   	201.68	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG|1AAC	1VULN|2BEXP|3DUR|4CDMG|5RCR|6AAC|7LSRICY|8BASARM|9ASPD|aLWND
159	31633 14253	   	201.65	ACR|1BASARM|2AART|1CDMG|1BEXP	1ERES|2MLV|3RCR|4BEXP|58AART|6LIT|7BASARM|9BELT|aCDMG
160	12132 26436	   	201.58	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG|1AAC	1VULN|2BEXP|3FEWX|4CDMG|5RCR|6AAC|7LSRICY|8BASARM|9FLTFST|aDMG
161	31633 14216	   	201.55	ACR|1BASARM|2AART|1CDMG|1BEXP	1ERES|2MLV|3RCR|4BEXP|58AART|6LIT|7BASARM|9MDPS|aCDMG
162	12132 26452	   	201.43	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG|1AAC|1SELL	1VULN|2BEXP|3FEWX|4CDMG|5RCR|6AAC|7LSRICY|8BASARM|9ASPD|aSELL
163	12232 26452	   	201.43	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG|1AAC|1SELL	1VULN|2BEXP|3LHND|4CDMG|5RCR|6AAC|7LSRICY|8BASARM|9ASPD|aSELL
164	12332 26452	   	201.43	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG|1AAC|1SELL	1VULN|2BEXP|3DUR|4CDMG|5RCR|6AAC|7LSRICY|8BASARM|9ASPD|aSELL
165	12315 55212	   	201.37	ACR|1BASARM|1VULN|1ASPD|1AART|1BEXP	1VULN|2BEXP|3DUR|4RCR|5ZMB|6ERES|7ASPD|8LIT|9AART|aBASARM
166	12232 13531	   	201.27	ACR|2VULN|1ASPD|1DMG|1AART|1BEXP|1CDMG	19VULN|2BEXP|3LHND|4CDMG|5RCR|6AART|7ERES|8DMG|aASPD
167	12112 32646	   	201.21	ACR|3VULN|3BEXP|2ASPD	189VULN|268BEXP|3FEWX|4RCR|5ZMB|78ASPD|8BPWR|aRCVC
168	12214 22536	   	201.18	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1VULN|2BEXP|3LHND|4RCR|5RCVC|6CGEN|7ASPD|8CDMG|9DUST|aBASARM
169	12314 22536	   	201.18	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1VULN|2BEXP|3DUR|4RCR|5RCVC|6CGEN|7ASPD|8CDMG|9DUST|aBASARM
170	12214 22622	   	201.09	ACR|3ASPD|2VULN|2BEXP	18VULN|28BEXP|3LHND|4RCR|5RCVC|6CGEN|789ASPD|8BPWR|aRPLT
171	12214 22625	   	201.09	ACR|3ASPD|2VULN|2BEXP	18VULN|28BEXP|3aLHND|4RCR|5RCVC|6CGEN|789ASPD|8BPWR
172	12314 22622	   	201.09	ACR|3ASPD|2VULN|2BEXP	18VULN|28BEXP|3DUR|4RCR|5RCVC|6CGEN|789ASPD|8BPWR|aRPLT
173	12314 22625	   	201.09	ACR|3ASPD|2VULN|2BEXP	18VULN|28BEXP|3DUR|4RCR|5RCVC|6CGEN|789ASPD|8BPWR|aLHND
174	11611 35212	 * 	201.09	ACR|2VULN|2ASPD|2BEXP|1AART	1aVULN|2DUST|3aBEXP|4RCR|5FEWX|6ERES|7aASPD|8AART|9DMSP|aBPWR
175	11613 35212	   	201.09	ACR|2VULN|2ASPD|2BEXP|1AART	1aVULN|2DUST|3aBEXP|4RCR|5DUR|6ERES|7aASPD|8AART|9DMSP|aBPWR
176	12214 22624	   	200.99	ACR|3ASPD|2VULN|2BEXP	18VULN|28BEXP|3LHND|4RCR|5RCVC|6CGEN|789ASPD|8BPWR|aERES
177	12314 22624	   	200.99	ACR|3ASPD|2VULN|2BEXP	18VULN|28BEXP|3DUR|4RCR|5RCVC|6CGEN|789ASPD|8BPWR|aERES
178	12312 26623	   	200.96	ACR|1VULN|2BEXP|1ASPD|1DMG|1BASICY|1AAC	1VULN|28BEXP|3DUR|4RCR|5AAC|6BASICY|7DMG|9ASPD|aRCVC
179	31633 14413	   	200.91	ACR|1BASARM|1DMG|1AART|1BEXP|1AAC	1ERES|2MLV|3RCR|4BEXP|5AART|6LIT|7BASARM|8DUR|9DMG|aAAC
180	31633 14513	   	200.91	ACR|1BASARM|1DMG|1AART|1BEXP|1AAC	1ERES|2MLV|3RCR|4BEXP|5AART|6LIT|7BASARM|8LHND|9DMG|aAAC
181	12312 62623	   	200.91	ACR|3ASPD|2VULN|2AAC|1BEXP	18VULN|2BEXP|38DUR|4RCR|56AAC|789ASPD|8BPWR|aRCVC
182	11612 26623	   	200.86	ACR|1VULN|2BEXP|1ASPD|1DMG|1BASICY|1AAC	1VULN|2DUST|38BEXP|4RCR|5AAC|6BASICY|7DMG|9ASPD|aRCVC
183	12132 25453	   	200.83	ACR|2ASPD|1VULN|1DMG|2AAC|1CDMG|1BEXP	1VULN|2BEXP|3FEWX|4CDMG|5RCR|69AAC|78ASPD|aDMG
184	12332 25453	   	200.83	ACR|2ASPD|1VULN|1DMG|2AAC|1CDMG|1BEXP	1VULN|2BEXP|3DUR|4CDMG|5RCR|69AAC|78ASPD|aDMG
185	12132 35636	   	200.79	ACR|1BASARM|1VULN|1ASPD|2CDMG|1BEXP	1VULN|2BEXP|3FEWX|49CDMG|5RCR|6CGEN|7ASPD|8DUR|aBASARM
186	12332 35236	   	200.79	ACR|1BASARM|1VULN|1ASPD|2CDMG|1BEXP	1VULN|2BEXP|3DUR|49CDMG|5RCR|6CGEN|7ASPD|8FEWX|aBASARM
187	23132 35536	   	200.79	ACR|1BASARM|1VULN|1ASPD|2CDMG|1BEXP	1BEXP|2LHND|3FEWX|49CDMG|5RCR|6CGEN|7ASPD|8VULN|aBASARM
188	21232 22663	   	200.75	ACR|1BASARM|2BEXP|2CDMG|1AART|1AAC	17BEXP|2DUST|37LHND|47CDMG|5RCR|6AAC|7BPWR|8BASARM|9AEFBLL|aAART
189	23132 22613	   	200.75	ACR|1BASARM|2BEXP|2CDMG|1AART|1AAC	17BEXP|2LHND|3FEWX|49CDMG|5RCR|6AAC|8BASARM|aAART
190	26232 22613	   	200.75	ACR|1BASARM|2BEXP|2CDMG|1AART|1AAC	17BEXP|2FEWX|3LWND|49CDMG|5RCR|6AAC|8BASARM|aAART
191	11132 31436	   	200.69	ACR|1BASARM|1VULN|1ASPD|2CDMG|1BEXP	1VULN|2DUST|3FEWX|49CDMG|5RCR|6CGEN|7BEXP|8ASPD|aBASARM
192	11332 31436	   	200.69	ACR|1BASARM|1VULN|1ASPD|2CDMG|1BEXP	1VULN|2DUST|3DUR|49CDMG|5RCR|6CGEN|7BEXP|8ASPD|aBASARM
193	12132 33436	   	200.69	ACR|1BASARM|1VULN|1ASPD|2CDMG|1BEXP	1VULN|2BEXP|3FEWX|49CDMG|5RCR|6CGEN|7DUST|8ASPD|aBASARM
194	12232 55236	   	200.69	ACR|1BASARM|1VULN|1ASPD|2CDMG|1BEXP	1VULN|2BEXP|3LHND|49CDMG|5RCR|6AME|7ASPD|8FEWX|aBASARM
195	12332 33436	   	200.69	ACR|1BASARM|1VULN|1ASPD|2CDMG|1BEXP	1VULN|2BEXP|3DUR|49CDMG|5RCR|6CGEN|7DUST|8ASPD|aBASARM
196	12332 35336	   	200.69	ACR|1BASARM|1VULN|1ASPD|2CDMG|1BEXP	1VULN|2BEXP|3DUR|48CDMG|5RCR|6CGEN|7ASPD|9DUST|aBASARM
197	12332 55236	   	200.69	ACR|1BASARM|1VULN|1ASPD|2CDMG|1BEXP	1VULN|2BEXP|3DUR|49CDMG|5RCR|6AME|7ASPD|8FEWX|aBASARM
198	21232 22641	 * 	200.68	ACR|2BASARM|2BEXP|2CDMG|1AAC	17BEXP|2DUST|37LHND|47CDMG|5RCR|6AAC|7BPWR|8aBASARM|9ERES
199	21232 21613	   	200.65	ACR|1BASARM|2BEXP|2CDMG|1AART|1AAC	17BEXP|2DUST|3LHND|49CDMG|5RCR|6AAC|8BASARM|aAART
200	24132 22613	   	200.65	ACR|1BASARM|2BEXP|2CDMG|1AART|1AAC	17BEXP|2LEGI|3FEWX|49CDMG|5RCR|6AAC|8BASARM|aAART
201	24232 22613	   	200.65	ACR|1BASARM|2BEXP|2CDMG|1AART|1AAC	17BEXP|2LEGI|3LHND|49CDMG|5RCR|6AAC|8BASARM|aAART
202	24332 22614	   	200.65	ACR|1BASARM|2BEXP|2CDMG|1AART|1AAC	17BEXP|2LEGI|3DUR|49CDMG|5RCR|6AAC|8BASARM|aAART
203	12312 62611	   	200.60	ACR|2VULN|2ASPD|2AAC|1AART|1BEXP	18VULN|2BEXP|38DUR|4RCR|56AAC|78ASPD|8BPWR|9FEWX|aAART
204	11132 51436	   	200.59	ACR|1BASARM|1VULN|1ASPD|2CDMG|1BEXP	1VULN|2DUST|3FEWX|49CDMG|5RCR|6AME|7BEXP|8ASPD|aBASARM
205	11232 51436	   	200.59	ACR|1BASARM|1VULN|1ASPD|2CDMG|1BEXP	1VULN|2DUST|3LHND|49CDMG|5RCR|6AME|7BEXP|8ASPD|aBASARM
206	11332 51436	   	200.59	ACR|1BASARM|1VULN|1ASPD|2CDMG|1BEXP	1VULN|2DUST|3DUR|49CDMG|5RCR|6AME|7BEXP|8ASPD|aBASARM
207	12132 53436	   	200.59	ACR|1BASARM|1VULN|1ASPD|2CDMG|1BEXP	1VULN|2BEXP|3FEWX|49CDMG|5RCR|6AME|7DUST|8ASPD|aBASARM
208	12132 62636	 * 	200.59	ACR|1BASARM|1VULN|2CDMG|1DMG|1BEXP	1VULN|2BEXP|3FEWX|49CDMG|5RCR|6DUST|7DMG|8ERES|aBASARM
209	12132 63436	   	200.59	ACR|1BASARM|1VULN|1ASPD|2CDMG|1BEXP	1VULN|2BEXP|3FEWX|49CDMG|5RCR|6DUST|7AME|8ASPD|aBASARM
210	12232 53436	   	200.59	ACR|1BASARM|1VULN|1ASPD|2CDMG|1BEXP	1VULN|2BEXP|3LHND|49CDMG|5RCR|6AME|7DUST|8ASPD|aBASARM
211	12232 55336	   	200.59	ACR|1BASARM|1VULN|1ASPD|2CDMG|1BEXP	1VULN|2BEXP|3LHND|48CDMG|5RCR|6AME|7ASPD|9DUST|aBASARM
212	12232 62636	   	200.59	ACR|1BASARM|1VULN|1DMG|2CDMG|1BEXP	1VULN|2BEXP|3LHND|49CDMG|5RCR|6DUST|7DMG|8ERES|aBASARM
213	12232 63436	   	200.59	ACR|1BASARM|1VULN|1ASPD|2CDMG|1BEXP	1VULN|2BEXP|3LHND|49CDMG|5RCR|6DUST|7AME|8ASPD|aBASARM
214	12332 53436	   	200.59	ACR|1BASARM|1VULN|1ASPD|2CDMG|1BEXP	1VULN|2BEXP|3DUR|49CDMG|5RCR|6AME|7DUST|8ASPD|aBASARM
215	12332 55336	   	200.59	ACR|1BASARM|1VULN|1ASPD|2CDMG|1BEXP	1VULN|2BEXP|3DUR|48CDMG|5RCR|6AME|7ASPD|9DUST|aBASARM
216	12332 62636	   	200.59	ACR|1BASARM|1VULN|2CDMG|1DMG|1BEXP	1VULN|2BEXP|3DUR|49CDMG|5RCR|6DUST|7DMG|8ERES|aBASARM
217	12332 63436	   	200.59	ACR|1BASARM|1VULN|1ASPD|2CDMG|1BEXP	1VULN|2BEXP|3DUR|49CDMG|5RCR|6DUST|7AME|8ASPD|aBASARM
218	31633 14131	 * 	200.55	ACR|3BASARM|1AART|1BEXP	19aERES|29aMLV|3RCR|4BEXP|5AART|6LIT|79aBASARM|8RPLT|9aBPWR
219	12212 24431	 * 	200.52	ACR|1BASARM|2VULN|1BASICY|1BEXP|1AAC|1SELL	1aVULN|2BEXP|3LHND|4RCR|5AAC|6BASICY|7SELL|8BASARM|9LIT
220	12312 24431	 * 	200.52	ACR|1BASARM|2VULN|1BASICY|1BEXP|1AAC|1SELL	1aVULN|2BEXP|3DUR|4RCR|5AAC|6BASICY|7SELL|8BASARM|9LIT
221	11312 62641	   	200.50	ACR|2VULN|2ASPD|2AAC|1AART|1BEXP	18VULN|2DUST|38DUR|4RCR|56AAC|78ASPD|8BPWR|9BEXP|aAART
222	12312 62661	   	200.50	ACR|2VULN|2ASPD|2AAC|1AART|1BEXP	18VULN|2BEXP|38DUR|4RCR|56AAC|78ASPD|8BPWR|9MBVNT|aAART
223	11612 24431	 * 	200.42	ACR|1BASARM|2VULN|1BASICY|1BEXP|1AAC|1SELL	1aVULN|2DUST|3BEXP|4RCR|5AAC|6BASICY|7SELL|8BASARM|9LIT
224	34662 33413	 * 	200.41	ACR|1BASARM|2ASPD|1DMG|1CDMG	1ERES|28ASPD|3MDPS|4MBVNT|5RCR|6CGEN|7BASARM|9CDMG|aDMG
225	12212 31546	   	200.35	ACR|1BASARM|1VULN|2BEXP|1CDMG|1AAC	1VULN|26BEXP|3LHND|4RCR|5AAC|7ERES|8CDMG|9DUST|aBASARM
226	12212 33546	   	200.35	ACR|1BASARM|1VULN|2BEXP|1CDMG|1AAC	1VULN|26BEXP|3LHND|4RCR|5AAC|7TLV|8CDMG|9DUST|aBASARM
227	12312 31546	   	200.35	ACR|1BASARM|1VULN|2BEXP|1CDMG|1AAC	1VULN|26BEXP|3DUR|4RCR|5AAC|7ERES|8CDMG|9DUST|aBASARM
228	12312 33546	   	200.35	ACR|1BASARM|1VULN|2BEXP|1CDMG|1AAC	1VULN|26BEXP|3DUR|4RCR|5AAC|7TLV|8CDMG|9DUST|aBASARM
229	31633 14226	 * 	200.34	ACR|1BASARM|3AART|1BEXP	19ERES|2MLV|3RCR|4BEXP|58aAART|6LIT|7BASARM
230	12112 32621	   	200.21	ACR|2VULN|3BEXP|2ASPD|1AAC	18VULN|268BEXP|3FEWX|4RCR|5ZMB|78ASPD|8BPWR|9MLV|aAAC
231	12212 32651	   	200.21	ACR|2VULN|3BEXP|2ASPD|1AAC	18VULN|26aBEXP|389LHND|4RCR|5AAC|78ASPD|8BPWR
232	12215 32621	   	200.21	ACR|2VULN|3BEXP|2ASPD|1AAC	18VULN|268BEXP|3LHND|4RCR|5ZMB|78ASPD|8BPWR|9MLV|aAAC
233	12315 32621	   	200.21	ACR|2VULN|3BEXP|2ASPD|1AAC	18VULN|268BEXP|3DUR|4RCR|5ZMB|78ASPD|8BPWR|9MLV|aAAC
234	12212 32641	   	200.11	ACR|2VULN|3BEXP|2ASPD|1AAC	18VULN|269BEXP|38LHND|4RCR|5AAC|78ASPD|8BPWR|aAME
235	12212 32642	   	200.11	ACR|2VULN|3BEXP|2ASPD|1AAC	18VULN|269BEXP|38LHND|4RCR|5AAC|78ASPD|8BPWR|aMBVNT
236	12312 32641	   	200.11	ACR|2VULN|3BEXP|2ASPD|1AAC	18VULN|269BEXP|38DUR|4RCR|5AAC|78ASPD|8BPWR|aAME
237	12312 32642	   	200.11	ACR|2VULN|3BEXP|2ASPD|1AAC	18VULN|269BEXP|38DUR|4RCR|5AAC|78ASPD|8BPWR|aMBVNT
238	12312 32664	   	200.11	ACR|2VULN|3BEXP|2ASPD|1AAC	18VULN|26aBEXP|38DUR|4RCR|5AAC|78ASPD|8BPWR|9MBVNT
239	21232 22613	 * 	200.08	ACR|1BASARM|2BEXP|3CDMG|2AAC	17BEXP|2DUST|37LHND|479CDMG|5RCR|6aAAC|7BPWR|8BASARM
240	11611 35316	   	199.88	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1VULN|2DUST|3BEXP|4RCR|5FEWX|6ERES|7ASPD|8CDMG|9RCVC|aBASARM
241	11613 35316	   	199.88	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1VULN|2DUST|3BEXP|4RCR|5DUR|6ERES|7ASPD|8CDMG|9RCVC|aBASARM
242	12112 32641	   	199.81	ACR|3VULN|3BEXP|2ASPD	189VULN|268BEXP|3FEWX|4RCR|5ZMB|78ASPD|8BPWR|aAME
243	12112 32642	   	199.81	ACR|3VULN|3BEXP|2ASPD	189VULN|268BEXP|3FEWX|4RCR|5ZMB|78ASPD|8BPWR|aMBVNT
244	12215 32641	   	199.81	ACR|3VULN|3BEXP|2ASPD	189VULN|268BEXP|3LHND|4RCR|5ZMB|78ASPD|8BPWR|aAME
245	12215 32642	   	199.81	ACR|3VULN|3BEXP|2ASPD	189VULN|268BEXP|3LHND|4RCR|5ZMB|78ASPD|8BPWR|aMBVNT
246	12315 32641	   	199.81	ACR|3VULN|3BEXP|2ASPD	189VULN|268BEXP|3DUR|4RCR|5ZMB|78ASPD|8BPWR|aAME
247	12315 32642	   	199.81	ACR|3VULN|3BEXP|2ASPD	189VULN|268BEXP|3DUR|4RCR|5ZMB|78ASPD|8BPWR|aMBVNT
248	21132 31323	   	199.75	ACR|1BASARM|2BEXP|1DMG|1CDMG|1AAC	17BEXP|2DUST|3FEWX|4CDMG|5RCR|6RMIN|8AAC|9BASARM|aDMG
249	24132 22623	   	199.75	ACR|1BASARM|2BEXP|1ASPD|1CDMG|1AAC	17BEXP|2LEGI|3FEWX|4CDMG|5RCR|6AAC|8BASARM|9LWND|aASPD
250	24332 22623	   	199.75	ACR|1BASARM|2BEXP|1ASPD|1CDMG|1AAC	17BEXP|2LEGI|3DUR|4CDMG|5RCR|6AAC|8BASARM|9LWND|aASPD
251	26232 22633	   	199.75	ACR|1BASARM|2BEXP|1ASPD|1CDMG|1AAC	17BEXP|2FEWX|3LWND|4CDMG|5RCR|6AAC|8BASARM|9DUST|aASPD
252	12312 26621	   	199.65	ACR|1VULN|2BEXP|1ASPD|1DMG|1BASICY|1AAC	1VULN|28BEXP|3DUR|4RCR|5AAC|6BASICY|7DMG|9ASPD|aFEWX
253	12312 26622	   	199.65	ACR|1VULN|2BEXP|1ASPD|1DMG|1BASICY|1AAC	1VULN|28BEXP|3DUR|4RCR|5AAC|6BASICY|7DMG|9ASPD|aRPLT
254	12312 62622	   	199.60	ACR|3ASPD|2VULN|2AAC|1BEXP	18VULN|2BEXP|38DUR|4RCR|56AAC|789ASPD|8BPWR|aRPLT
255	12312 62625	   	199.60	ACR|3ASPD|2VULN|2AAC|1BEXP	18VULN|2BEXP|38DUR|4RCR|56AAC|789ASPD|8BPWR|aLHND
256	12313 22623	   	199.59	ACR|3ASPD|2VULN|2BEXP	18VULN|28BEXP|35DUR|4RCR|6CGEN|789ASPD|8BPWR|aRCVC
257	12315 42623	   	199.59	ACR|3ASPD|2VULN|2BEXP	18VULN|28BEXP|36DUR|4RCR|5ZMB|789ASPD|8BPWR|aRCVC
258	11612 26621	   	199.55	ACR|1VULN|2BEXP|1ASPD|1DMG|1BASICY|1AAC	1VULN|2DUST|38BEXP|4RCR|5AAC|6BASICY|7DMG|9ASPD|aFEWX
259	11612 26622	   	199.55	ACR|1VULN|2BEXP|1ASPD|1DMG|1BASICY|1AAC	1VULN|2DUST|38BEXP|4RCR|5AAC|6BASICY|7DMG|9ASPD|aRPLT
260	12312 26632	   	199.55	ACR|1VULN|2BEXP|1ASPD|1DMG|1BASICY|1AAC	1VULN|28BEXP|3DUR|4RCR|5AAC|6BASICY|7DMG|9DUST|aASPD
261	11312 62621	   	199.50	ACR|3ASPD|2VULN|2AAC|1BEXP	18VULN|2DUST|38DUR|4RCR|56AAC|789ASPD|8BPWR|aBEXP
262	12312 62624	   	199.50	ACR|3ASPD|2VULN|2AAC|1BEXP	18VULN|2BEXP|38DUR|4RCR|56AAC|789ASPD|8BPWR|aERES
263	12312 26313	   	199.46	ACR|1VULN|1ASPD|1DMG|1BASICY|1CDMG|1BEXP|1AAC	1VULN|2BEXP|3DUR|4RCR|5AAC|6BASICY|7DMG|8RMIN|9CDMG|aASPD
264	12232 56361	   	199.46	ACR|2VULN|2BEXP|1ASPD|1AART|1CDMG|1AAC	17VULN|27BEXP|3LHND|4CDMG|5RCR|67AME|7BPWR|8AAC|9AART|aASPD
265	11612 26313	   	199.36	ACR|1VULN|1ASPD|1DMG|1BASICY|1BEXP|1CDMG|1AAC	1VULN|2DUST|3BEXP|4RCR|5AAC|6BASICY|7DMG|8RMIN|9CDMG|aASPD
266	12232 25361	 * 	199.36	ACR|1VULN|1ASPD|1DMG|2CDMG|1AART|1BEXP|1AAC	1VULN|2BEXP|3LHND|48CDMG|5RCR|6AAC|7ASPD|9AART|aDMG
267	12312 26263	   	199.36	ACR|1VULN|1ASPD|1DMG|1BASICY|1BEXP|1CDMG|1AAC	1VULN|2BEXP|3DUR|4RCR|5AAC|6BASICY|7DMG|8CDMG|9AME|aASPD
268	12312 26413	   	199.36	ACR|1VULN|1ASPD|1DMG|1BASICY|1BEXP|1CDMG|1AAC	1VULN|2BEXP|3DUR|4RCR|5AAC|6BASICY|7DMG|8AME|9CDMG|aASPD
269	12232 25322	 * 	199.30	ACR|2ASPD|1VULN|1BASICY|2CDMG|1BEXP|1AAC	1VULN|2BEXP|3LHND|48CDMG|5RCR|6AAC|7aASPD|9BASICY
270	12332 25322	   	199.30	ACR|2ASPD|1VULN|1BASICY|2CDMG|1BEXP|1AAC	1VULN|2BEXP|3DUR|48CDMG|5RCR|6AAC|7aASPD|9BASICY
271	12315 42611	   	199.29	ACR|2VULN|2ASPD|2BEXP|1AART	18VULN|28BEXP|36DUR|4RCR|5ZMB|78ASPD|8BPWR|9FEWX|aAART
272	11612 26263	   	199.26	ACR|1VULN|1ASPD|1DMG|1BASICY|1BEXP|1CDMG|1AAC	1VULN|2DUST|3BEXP|4RCR|5AAC|6BASICY|7DMG|8CDMG|9AME|aASPD
273	11612 26413	   	199.26	ACR|1VULN|1ASPD|1DMG|1BASICY|1BEXP|1CDMG|1AAC	1VULN|2DUST|3BEXP|4RCR|5AAC|6BASICY|7DMG|8AME|9CDMG|aASPD
274	12214 22612	   	199.09	ACR|2VULN|2ASPD|2BEXP|1CDMG	18VULN|28BEXP|3LHND|4RCR|5RCVC|6CGEN|78ASPD|8BPWR|9FEWX|aCDMG
275	12214 22652	   	199.09	ACR|2VULN|2ASPD|2BEXP|1CDMG	18VULN|28BEXP|3aLHND|4RCR|5RCVC|6CGEN|78ASPD|8BPWR|9CDMG
276	12214 22662	   	199.09	ACR|2VULN|2ASPD|2BEXP|1CDMG	18VULN|28BEXP|3LHND|4RCR|5RCVC|6CGEN|78ASPD|8BPWR|9LWND|aCDMG
277	12314 22652	   	199.09	ACR|2VULN|2ASPD|2BEXP|1CDMG	18VULN|28BEXP|3DUR|4RCR|5RCVC|6CGEN|78ASPD|8BPWR|9CDMG|aLHND
278	12214 22653	   	198.99	ACR|2VULN|2ASPD|2BEXP|1CDMG	18VULN|28BEXP|3LHND|4RCR|5RCVC|6CGEN|78ASPD|8BPWR|9CDMG|aAIRARM
279	12232 14553	 * 	198.95	ACR|2VULN|2AART|2BEXP|2CDMG	18VULN|2aBEXP|38LHND|48CDMG|5RCR|69AART|7MDPS|8BPWR
280	12312 42643	   	198.76	ACR|3VULN|2ASPD|1CDMG|1BEXP|1AAC	189VULN|2BEXP|368DUR|4RCR|5AAC|78ASPD|8BPWR|aCDMG
281	12212 24463	 * 	198.73	ACR|1BASARM|1VULN|1BASICY|2AAC|1BEXP|1SELL	1VULN|2BEXP|3LHND|4RCR|5aAAC|6BASICY|7SELL|8BASARM|9CGEN
282	12312 24463	 * 	198.73	ACR|1BASARM|1VULN|1BASICY|2AAC|1BEXP|1SELL	1VULN|2BEXP|3DUR|4RCR|5aAAC|6BASICY|7SELL|8BASARM|9CGEN
