0	Index      	 *	Score 	Summary	Detail	
1	21432 53214	 * 	218.45	DCR|2VULN|1AART|2CDMG|1DMG|3DUR|1ZMB	13aDUR|2AART|4LIT|5aCDMG|6DMG|7RCR|8ZMB|9aVULN|aBPWR
155	21112 65316	   	195.35	DCR|2AART|1DMG|1NUKE|1CDMG|1ZMB|1DUR	1DUR|28AART|3RMIN|4CDMG|5ZMB|6TLV|7DMG|9RCR|aNUKE
156	33143 32455	   	195.33	DCR|4VULN|2DMG|1DUR	1BELT|2369VULN|4DUR|59DMG|7MBVNT|89TLV|9BPWR|aRCR
157	21432 53222	   	195.27	DCR|2AART|2DMG|1CDMG|2DUR|1ZMB	13DUR|2aAART|4LIT|5CDMG|69DMG|7RCR|8ZMB
158	61136 43213	   	195.20	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|1DUR	12CDMG|3DUR|4DMG|5MBVNT|6AART|7LWND|8RCR|9ASPD|aVULN
159	21532 13313	   	195.17	DCR|2DMG|1AART|1ASPD|2DUR|2ZMB|1AAC	1aDUR|2AART|3SPLREG|4aZMB|5BASFIG|6RCR|7ASPD|8AAC|9aDMG|aBPWR
160	21535 13313	   	195.17	DCR|2DMG|1AART|1ASPD|2DUR|2ZMB|1AAC	1aDUR|2AART|3SPLREG|4aZMB|5TSLFST|6RCR|7ASPD|8AAC|9aDMG|aBPWR
161	21432 53431	   	195.02	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	13DUR|2AART|4LIT|5CDMG|6DMG|7RCR|8VULN|9ASPD|aERES
162	21432 63433	   	195.02	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|2DUR|1AAC	13DUR|2AART|4LIT|5CDMG|6AAC|7RCR|8VULN|9ASPD|aDMG
163	33325 35236	   	194.98	DCR|3DMG|2VULN|1AART	1BELT|26VULN|3LWND|478DMG|56MLV|6BPWR|9RCR|aAART
164	21146 11153	   	194.85	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUR|2AART|3RMIN|4ASPD|5LIT|6DMG|79VULN|8BASFIG|aRCR
165	62261 31251	 * 	194.75	DCR|2DMG|3CDMG|1VULN|1ASPD	138CDMG|2VULN|4RCVC|5LHND|6RCR|7ASPD|9aDMG
166	11211 15425	   	194.70	DCR|2VULN|2ASPD|1DMG|1CDMG|1DUR	1LWND|2DUR|3DMG|47ASPD|59VULN|6DMSP|8CDMG|aRCR
167	23211 15425	   	194.70	DCR|2VULN|2ASPD|1DMG|1CDMG|1DUR	1DUR|2LWND|3DMG|47ASPD|59VULN|6DMSP|8CDMG|aRCR
168	21262 14321	 * 	194.60	ACR|2VULN|2ASPD|3CDMG|1AART|1DUR	1DUR|2AART|3RCR|47ASPD|58VULN|69aCDMG
169	33244 11343	 * 	194.52	DCR|1SPLARM|2VULN|1DMG|1CDMG|2DUR|1ZMB	1BELT|29VULN|3DMG|4ZMB|5SPLARM|67DUR|8RCR|aCDMG
170	33151 43321	   	194.47	DCR|2VULN|2DMG|1AART|1DUR	1BELT|23VULN|4RMIN|5LHND|6aDMG|7AART|8DUR|9RCR
171	33351 64121	   	194.47	DCR|2VULN|2DMG|1AART|1DUR	1BELT|26VULN|3LWND|4RMIN|5DUR|7aDMG|8AART|9RCR
172	21113 14211	   	194.40	DCR|2ASPD|1AART|1VULN|2CDMG|1DUR	1DUR|2AART|3RMIN|47CDMG|56ASPD|8VULN|9RCR|aLHND
173	21113 14214	   	194.40	DCR|2ASPD|1VULN|1AART|2CDMG|1DUR	1DUR|2AART|3RMIN|47CDMG|56ASPD|8VULN|9RCR|aLWND
174	41113 23112	   	194.39	DCR|2AART|2DMG|1ASPD|1CDMG	1BEXP|26AART|3RMIN|4CDMG|5ASPD|7CGEN|8aDMG|9RCR
175	41113 55312	   	194.39	DCR|2AART|2DMG|1ASPD|1CDMG	1BEXP|28AART|3RMIN|4CDMG|5ASPD|6AME|7aDMG|9RCR
176	51113 23112	   	194.39	DCR|2AART|2DMG|1ASPD|1CDMG	1FEWX|26AART|3RMIN|4CDMG|5ASPD|7CGEN|8aDMG|9RCR
177	51113 55312	   	194.39	DCR|2AART|2DMG|1ASPD|1CDMG	1FEWX|28AART|3RMIN|4CDMG|5ASPD|6AME|7aDMG|9RCR
178	21113 14213	   	194.30	DCR|2ASPD|1VULN|1AART|2CDMG|1DUR	1DUR|2AART|3RMIN|47CDMG|56ASPD|8VULN|9RCR|aTLV
179	21113 14215	   	194.30	DCR|2ASPD|1VULN|1AART|2CDMG|1DUR	1DUR|2AART|3RMIN|47CDMG|56ASPD|8VULN|9RCR|aDUST
180	62112 61323	   	194.30	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|26aVULN|3ZMB|4SNIFST|5DUR|7AME|8AART|9RCR
181	41113 22112	   	194.29	DCR|2AART|2DMG|1ASPD|1CDMG	1BEXP|26AART|3RMIN|4CDMG|5ASPD|7ERES|8aDMG|9RCR
182	41113 65312	   	194.29	DCR|2AART|2DMG|1ASPD|1CDMG	1BEXP|28AART|3RMIN|4CDMG|5ASPD|6TLV|7aDMG|9RCR
183	51113 65312	   	194.29	DCR|2AART|2DMG|1ASPD|1CDMG	1FEWX|28AART|3RMIN|4CDMG|5ASPD|6TLV|7aDMG|9RCR
184	62236 43226	 * 	194.27	DCR|2VULN|3CDMG|1AART|1DMG	139CDMG|2aVULN|4DMG|5MBVNT|6AART|7LWND|8RCR
185	62236 43236	   	194.27	DCR|2VULN|3CDMG|1AART|1DMG	13aCDMG|2aVULN|4DMG|5MBVNT|6AART|7LWND|8RCR|9aERES|aBPWR
186	62112 22323	   	194.20	DCR|3VULN|1AART|1CDMG|1AAC|1ZMB|1DUR	1CDMG|27aVULN|3ZMB|4SNIFST|5DUR|6AAC|8AART|9RCR
187	63512 42323	   	194.20	DCR|3VULN|1AART|1CDMG|1AAC|1ZMB|1DUR	1CDMG|2AAC|37aVULN|4SNIFST|5DUR|6ZMB|8AART|9RCR
188	21412 13451	 * 	194.14	DCR|2ASPD|1VULN|1AART|1DMG|3DUR	137DUR|2AART|47ERES|57ASPD|6DMSP|7BPWR|8VULN|9RCR|aDMG
189	31323 33544	   	194.10	DCR|2VULN|2DMG|1ASPD|2DUR	1BELT|2RMIN|39VULN|4ERES|59DMG|6AELBLL|7ASPD|89DUR|9BPWR|aRCR
190	21113 25211	   	194.07	DCR|2AART|1VULN|1ASPD|1CDMG|2DUR	17DUR|26AART|3RMIN|4CDMG|5ASPD|8VULN|9RCR|aLHND
191	21113 25214	   	194.07	DCR|2AART|1VULN|1ASPD|1CDMG|2DUR	17DUR|26AART|3RMIN|4CDMG|5ASPD|8VULN|9RCR|aLWND
192	21412 31451	   	194.04	DCR|2ASPD|1VULN|1AART|1DMG|3DUR	137DUR|2AART|46ERES|56ASPD|6BPWR|8VULN|9RCR|aDMG
193	21113 25213	   	193.97	DCR|2AART|1VULN|1ASPD|1CDMG|2DUR	17DUR|26AART|3RMIN|4CDMG|5ASPD|8VULN|9RCR|aTLV
194	21113 25215	   	193.97	DCR|2AART|1VULN|1ASPD|1CDMG|2DUR	17DUR|26AART|3RMIN|4CDMG|5ASPD|8VULN|9RCR|aDUST
195	61132 34433	   	193.91	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	12CDMG|3DUR|4DMG|5MLV|6aVULN|7RCR|8RPLT|9ASPD
196	61132 65233	   	193.91	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	12CDMG|3DUR|4DMG|5MLV|6RPLT|7RCR|8aVULN|9ASPD
197	62232 14132	 * 	193.76	DCR|3DMG|3CDMG|1VULN|1DUR	13aCDMG|2VULN|468DMG|5VENFST|7RCR|9DUR
198	61133 32344	 * 	193.74	DCR|2DMG|1AART|2CDMG|1NUKE|1DUR	12CDMG|3DUR|48DMG|5RCVC|6RMIN|7AART|9RCR|aNUKE
199	33112 32226	   	193.70	DCR|3VULN|1AART|1DMG|1ZMB	1BELT|23aVULN|4TLV|5RPLT|6ZMB|7RCR|8DMG|9AART
200	33115 42226	   	193.70	DCR|3VULN|1AART|1DMG|1ZMB	1BELT|23aVULN|4TLV|5ZMB|6RPLT|7RCR|8DMG|9AART
201	62254 13223	 * 	193.52	DCR|2VULN|1MDPS|1AART|2CDMG|1ASPD|1DUR	13CDMG|27VULN|4DUR|5MDPS|6LIT|8AART|9RCR|aASPD
202	11211 33136	   	193.31	DCR|3VULN|1MDPS|1ASPD|1DMG|2DUR|1AAC	19LWND|29DUR|3DMG|4ASPD|59aVULN|6MDPS|7RCR|8AAC|9BPWR
203	11211 33636	 * 	193.31	DCR|3VULN|1MDPS|1ASPD|1DMG|1NUKE|2DUR	19LWND|29DUR|3DMG|4ASPD|59aVULN|6MDPS|7RCR|8NUKE|9BPWR
204	23211 33136	   	193.31	DCR|3VULN|1MDPS|1ASPD|1DMG|2DUR|1AAC	19DUR|29LWND|3DMG|4ASPD|59aVULN|6MDPS|7RCR|8AAC|9BPWR
205	23211 33636	   	193.31	DCR|3VULN|1MDPS|1ASPD|1DMG|1NUKE|2DUR	19DUR|29LWND|3DMG|4ASPD|59aVULN|6MDPS|7RCR|8NUKE|9BPWR
206	21532 12113	   	193.15	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5BASFIG|6RCR|7CDMG|8VULN|9DMG|aRMIN
207	21532 12253	   	193.15	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5BASFIG|6RCR|7CDMG|8ASPD|9VULN|aRMIN
208	21535 12113	   	193.15	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5TSLFST|6RCR|7CDMG|8VULN|9DMG|aRMIN
209	21535 12253	   	193.15	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5TSLFST|6RCR|7CDMG|8ASPD|9VULN|aRMIN
210	11252 16312	   	193.12	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	1LWND|27DUR|3DMG|4AART|5VULN|6CDMG|8RCR|9ASPD|aBEXP
211	11252 16314	   	193.12	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	1LWND|27DUR|3DMG|4AART|5VULN|6CDMG|8RCR|9ASPD|aCGEN
212	11252 16316	   	193.12	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	1LWND|27DUR|3DMG|4AART|5VULN|6CDMG|8RCR|9ASPD|aMLV
213	11255 16313	   	193.12	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	1LWND|27DUR|3DMG|4AART|5FEWX|6CDMG|8RCR|9ASPD|aVULN
214	15251 16313	   	193.12	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	1LWND|2FEWX|3DMG|4AART|57DUR|6CDMG|8RCR|9ASPD|aVULN
215	23252 16312	   	193.12	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	17DUR|2LWND|3DMG|4AART|5VULN|6CDMG|8RCR|9ASPD|aBEXP
216	23252 16314	   	193.12	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	17DUR|2LWND|3DMG|4AART|5VULN|6CDMG|8RCR|9ASPD|aCGEN
217	23252 16316	   	193.12	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	17DUR|2LWND|3DMG|4AART|5VULN|6CDMG|8RCR|9ASPD|aMLV
218	23255 16313	   	193.12	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	17DUR|2LWND|3DMG|4AART|5FEWX|6CDMG|8RCR|9ASPD|aVULN
219	25252 16312	   	193.12	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	17DUR|2FEWX|3DMG|4AART|5VULN|6CDMG|8RCR|9ASPD|aBEXP
220	25253 16313	   	193.12	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	17DUR|2FEWX|3DMG|4AART|5LWND|6CDMG|8RCR|9ASPD|aVULN
221	53251 16313	   	193.12	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	1FEWX|2LWND|3DMG|4AART|57DUR|6CDMG|8RCR|9ASPD|aVULN
222	21532 11153	   	193.12	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5BASFIG|6RCR|7LHND|8aVULN|9DMG
223	21532 13153	   	193.12	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5BASFIG|6RCR|7ASPD|8LWND|9aVULN
224	21532 13443	   	193.12	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5BASFIG|6RCR|7ASPD|8aVULN|9LHND
225	21532 13451	   	193.12	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5BASFIG|6RCR|7ASPD|89VULN|aMLV
226	21532 13453	   	193.12	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5BASFIG|6RCR|7ASPD|89VULN|aAELBLL
227	21532 15111	   	193.12	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5BASFIG|6RCR|78VULN|9DMG|aMLV
228	21532 15113	   	193.12	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5BASFIG|6RCR|78VULN|9DMG|aAELBLL
229	21532 15114	   	193.12	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5BASFIG|6RCR|78VULN|9DMG|aCGEN
230	21532 15116	   	193.12	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5BASFIG|6RCR|78VULN|9DMG|aRPLT
231	21532 15243	   	193.12	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5BASFIG|6RCR|7aVULN|8ASPD|9LHND
232	21532 15251	   	193.12	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5BASFIG|6RCR|79VULN|8ASPD|aMLV
233	21532 15253	   	193.12	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5BASFIG|6RCR|79VULN|8ASPD|aAELBLL
234	21535 11153	   	193.12	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5TSLFST|6RCR|7LHND|8aVULN|9DMG
235	21535 13153	   	193.12	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5TSLFST|6RCR|7ASPD|8LWND|9aVULN
236	21535 15111	   	193.12	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5TSLFST|6RCR|78VULN|9DMG|aMLV
237	21535 15113	   	193.12	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5TSLFST|6RCR|78VULN|9DMG|aAELBLL
238	33252 43633	   	193.08	DCR|3DMG|2VULN|1AART	1BELT|29VULN|369DMG|4MLV|5CGEN|7AART|89LIT|9BPWR|aRCR
239	33253 53633	   	193.08	DCR|3DMG|2VULN|1AART	1BELT|29VULN|359DMG|4MLV|6CGEN|7AART|89LIT|9BPWR|aRCR
240	21263 14316	 * 	193.05	ACR|3ASPD|2VULN|1AART|1CDMG|1DUR	1DUR|2AART|3RCR|479ASPD|5LWND|6CDMG|8aVULN
241	12251 16313	   	193.02	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	1LWND|2DUST|3DMG|4AART|57DUR|6CDMG|8RCR|9ASPD|aVULN
242	11252 16311	   	193.02	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	1LWND|27DUR|3DMG|4AART|5VULN|6CDMG|8RCR|9ASPD|aERES
243	11252 16315	   	193.02	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	1LWND|27DUR|3DMG|4AART|5VULN|6CDMG|8RCR|9ASPD|aMSLREG
244	23252 16311	   	193.02	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	17DUR|2LWND|3DMG|4AART|5VULN|6CDMG|8RCR|9ASPD|aERES
245	23252 16315	   	193.02	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	17DUR|2LWND|3DMG|4AART|5VULN|6CDMG|8RCR|9ASPD|aMSLREG
246	25252 16311	   	193.02	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	17DUR|2FEWX|3DMG|4AART|5VULN|6CDMG|8RCR|9ASPD|aERES
247	21532 15115	   	193.02	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5BASFIG|6RCR|78VULN|9DMG|aDUST
248	33222 43633	   	192.98	DCR|3DMG|2VULN|1AART	1BELT|29VULN|369DMG|4ERES|5CGEN|7AART|89LIT|9BPWR|aRCR
249	33223 53633	   	192.98	DCR|3DMG|2VULN|1AART	1BELT|29VULN|359DMG|4ERES|6CGEN|7AART|89LIT|9BPWR|aRCR
250	23211 33226	   	192.96	DCR|2VULN|2DMG|1MDPS|1ASPD|2DUR	19DUR|2LWND|39DMG|4ASPD|5aVULN|6MDPS|7RCR|89TLV|9BPWR
251	23211 33326	   	192.96	DCR|2VULN|1MDPS|2DMG|1ASPD|2DUR	19DUR|2LWND|39DMG|4ASPD|5aVULN|6MDPS|7RCR|89ERES|9BPWR
252	21262 14124	   	192.95	ACR|3ASPD|2VULN|1AART|1CDMG|1DUR	1DUR|2AART|3RCR|478ASPD|5aVULN|6CDMG|9MBVNT
253	11225 46213	   	192.95	DCR|2AART|1VULN|1ASPD|1DMG|2DUR	1LWND|27DUR|3DMG|4RPLT|56AART|8RCR|9ASPD|aVULN
254	23225 46213	   	192.95	DCR|2AART|1VULN|1ASPD|1DMG|2DUR	17DUR|2LWND|3DMG|4RPLT|56AART|8RCR|9ASPD|aVULN
255	23332 34737	   	192.93	DCR|3VULN|2DMG|2DUR	19DUR|2LWND|39aVULN|4LHND|5BEXP|6RCR|7MBVNT|89DMG|9BPWR
256	61314 11512	 * 	192.87	DCR|2VULN|3CDMG|1AART|3DUR|1SELL	12aCDMG|3SELL|4LIT|57aDUR|6aVULN|8RCR|9AART|aBPWR
257	62413 42323	   	192.83	DCR|3VULN|1AART|1CDMG|1ZMB	1CDMG|27aVULN|3RMIN|4SNIFST|5DUST|6ZMB|8AART|9RCR
258	62112 62115	   	192.81	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1CDMG|26VULN|3ZMB|4SNIFST|5DUR|7ASPD|8BEXP|9RCR|aDMG
259	21532 13416	   	192.80	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5BASFIG|6RCR|7ASPD|8VULN|9MLV|aDMG
260	21532 15216	   	192.80	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5BASFIG|6RCR|7VULN|8ASPD|9MLV|aDMG
261	61136 43271	   	192.73	DCR|2DMG|1VULN|1AART|2CDMG|1DUR	12CDMG|3DUR|4aDMG|5MBVNT|6AART|7LWND|8RCR|9VULN
262	21532 13436	   	192.70	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5BASFIG|6RCR|7ASPD|8VULN|9TLV|aDMG
263	21532 15236	   	192.70	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5BASFIG|6RCR|7VULN|8ASPD|9TLV|aDMG
264	21112 24212	   	192.55	DCR|1VULN|1AART|2CDMG|1ASPD|1ZMB|1DUR	1DUR|2AART|3RMIN|47CDMG|5ZMB|6RCVC|8VULN|9RCR|aASPD
265	21112 24216	   	192.55	DCR|1VULN|1AART|2CDMG|1DMG|1ZMB|1DUR	1DUR|2AART|3RMIN|47CDMG|5ZMB|6RCVC|8VULN|9RCR|aDMG
266	21432 53413	   	192.54	DCR|2DMG|1VULN|1AART|1CDMG|2DUR	13DUR|2AART|4LIT|5CDMG|6aDMG|7RCR|8VULN|9TLV
267	21432 53513	   	192.54	DCR|2DMG|1AART|1VULN|1CDMG|2DUR|1AAC	13DUR|2AART|4LIT|5CDMG|6aDMG|7RCR|8AAC|9VULN
268	21113 24512	   	192.54	DCR|2AART|2CDMG|1ASPD|1DMG|1DUR	1DUR|26AART|3RMIN|47CDMG|5ASPD|8BEXP|9RCR|aDMG
269	21113 24516	   	192.54	DCR|2AART|2CDMG|1ASPD|1NUKE|1DUR	1DUR|26AART|3RMIN|47CDMG|5ASPD|8BEXP|9RCR|aNUKE
270	41113 13112	   	192.54	DCR|2DMG|2ASPD|1AART|1CDMG	1BEXP|2AART|3RMIN|4CDMG|56ASPD|7CGEN|8aDMG|9RCR
271	51113 13112	   	192.54	DCR|2DMG|2ASPD|1AART|1CDMG	1FEWX|2AART|3RMIN|4CDMG|56ASPD|7CGEN|8aDMG|9RCR
272	41113 12112	   	192.44	DCR|2DMG|2ASPD|1AART|1CDMG	1BEXP|2AART|3RMIN|4CDMG|56ASPD|7ERES|8aDMG|9RCR
273	41113 46112	   	192.44	DCR|2DMG|2ASPD|1AART|1CDMG	1BEXP|2AART|3RMIN|4CDMG|57ASPD|6ERES|8aDMG|9RCR
274	51113 46112	   	192.44	DCR|2DMG|2ASPD|1AART|1CDMG	1FEWX|2AART|3RMIN|4CDMG|57ASPD|6ERES|8aDMG|9RCR
275	62631 34331	   	192.39	DCR|2VULN|2ASPD|1DMG|1CDMG	1CDMG|23VULN|4DMG|5LHND|6MLV|7RCR|8BEXP|9aASPD
276	62261 35222	 * 	192.35	DCR|4VULN|2CDMG|1DUR	13CDMG|279aVULN|4RCVC|5LHND|6RCR|8DUR
277	62631 34131	   	192.29	DCR|2VULN|2ASPD|1DMG|1CDMG	1CDMG|23VULN|4DMG|5LHND|6MLV|7RCR|8DUST|9aASPD
278	21113 15211	   	192.21	DCR|2ASPD|1AART|1VULN|1CDMG|2DUR	17DUR|2AART|3RMIN|4CDMG|56ASPD|8VULN|9RCR|aLHND
279	21113 15214	   	192.21	DCR|2ASPD|1VULN|1AART|1CDMG|2DUR	17DUR|2AART|3RMIN|4CDMG|56ASPD|8VULN|9RCR|aLWND
280	62131 44333	   	192.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1CDMG|26VULN|3ZMB|4LWND|5TLV|7RCR|8BEXP|9ASPD|aAART
281	21113 15213	   	192.11	DCR|2ASPD|1VULN|1AART|1CDMG|2DUR	17DUR|2AART|3RMIN|4CDMG|56ASPD|8VULN|9RCR|aTLV
282	21113 15215	   	192.11	DCR|2ASPD|1VULN|1AART|1CDMG|2DUR	17DUR|2AART|3RMIN|4CDMG|56ASPD|8VULN|9RCR|aDUST
283	12334 33536	   	192.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1LWND|2DUST|37VULN|4LHND|5DUR|6RCR|8CDMG|9ASPD|aAART
284	21146 11163	   	192.05	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1DUR|2AART|3RMIN|4ASPD|5LIT|69DMG|7VULN|8BASFIG|aRCR
285	62131 44133	   	192.02	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1CDMG|26VULN|3ZMB|4LWND|5TLV|7RCR|8DUST|9ASPD|aAART
286	62631 34222	 * 	191.79	DCR|4VULN|1DMG|1CDMG	1CDMG|239aVULN|4DMG|5LHND|6MLV|7RCR|8AELBLL
287	62633 34222	   	191.79	DCR|4VULN|1DMG|1CDMG	1CDMG|239aVULN|4DMG|5BEXP|6MLV|7RCR|8AELBLL
288	62633 34322	   	191.79	DCR|4VULN|1DMG|1CDMG	1CDMG|239aVULN|4DMG|58BEXP|6MLV|7RCR
289	61132 34222	   	191.68	DCR|3VULN|2CDMG|1DMG|1DUR	12CDMG|3DUR|4DMG|5MLV|69aVULN|7RCR|8AELBLL
290	61643 32212	   	191.62	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	12CDMG|3DMG|4FEWX|5RCVC|6RMIN|7AART|8VULN|9RCR|aASPD
291	61663 32212	   	191.62	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	12CDMG|3DMG|4BEXP|5RCVC|6RMIN|7AART|8VULN|9RCR|aASPD
292	31242 33112	   	191.50	DCR|2VULN|2AART|1MDPS|2DUR	1BELT|2RMIN|3TLV|46DUR|56VULN|6BPWR|7RCR|89AART|aMDPS
293	62632 14123	   	191.35	DCR|3DMG|2VULN|1CDMG	1CDMG|23VULN|468DMG|5VENFST|7RCR|9BEXP|aLHND
294	33133 33214	   	191.34	DCR|3VULN|2DMG|1ASPD	1BELT|236VULN|4FEWX|58DMG|7ASPD|9LHND|aRCR
295	33133 33234	   	191.34	DCR|3VULN|2DMG|1ASPD	1BELT|236VULN|4FEWX|58DMG|7ASPD|9LWND|aRCR
296	33133 33245	   	191.34	DCR|3VULN|2DMG|1ASPD	1BELT|236VULN|4FEWX|58DMG|7ASPD|9LIT|aRCR
297	33133 43354	   	191.34	DCR|3VULN|2DMG|1ASPD	1BELT|239VULN|4FEWX|56DMG|7ASPD|8LWND|aRCR
298	62113 42353	   	191.34	DCR|2VULN|1AART|1ASPD|1CDMG|2ZMB	1CDMG|2aVULN|36ZMB|4SNIFST|5DUST|7ASPD|8AART|9RCR
299	62354 13223	   	191.34	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|2DUR	1CDMG|27VULN|34DUR|5MDPS|6LIT|8AART|9RCR|aASPD
300	62632 14112	   	191.25	DCR|3DMG|2VULN|1CDMG	1CDMG|23VULN|468DMG|5VENFST|7RCR|9RPLT|aERES
301	62632 14121	   	191.25	DCR|3DMG|2VULN|1CDMG	1CDMG|23VULN|468DMG|5VENFST|7RCR|9BEXP|aERES
302	62632 14313	   	191.25	DCR|3DMG|2VULN|1CDMG	1CDMG|23VULN|46aDMG|5VENFST|7RCR|8LIT|9AIRARM
303	31242 33133	   	191.18	DCR|2VULN|1AART|1DMG|3DUR	1BELT|2RMIN|3TLV|469DUR|56VULN|6BPWR|7RCR|8AART|aDMG
304	33226 35235	 * 	191.16	DCR|3DMG|2VULN|1ASPD	1BELT|26VULN|378DMG|4ERES|56LWND|6BPWR|9RCR|aASPD
305	21622 12116	 * 	191.05	DCR|3VULN|3AART|1DUR	1DUR|29aAART|357VULN|4MLV|6BEXP|8RCR
306	15133 35233	   	191.00	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1LWND|2FEWX|3AME|45CDMG|6RCR|7DMG|8VULN|9ASPD|aAART
307	53133 35233	   	191.00	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1FEWX|2LWND|3AME|45CDMG|6RCR|7DMG|8VULN|9ASPD|aAART
308	62112 61324	 * 	190.99	DCR|1SPLARM|2VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|26VULN|3ZMB|4SNIFST|5DUR|7AME|8AART|9RCR|aSPLARM
309	23211 35326	   	190.96	DCR|2VULN|1MDPS|2DMG|1ASPD|2DUR	19DUR|2LWND|39DMG|4ASPD|5aVULN|6MDPS|79ERES|8RCR|9BPWR
310	21642 12116	   	190.95	DCR|3VULN|3AART|1DUR	1DUR|29aAART|357VULN|4TLV|6BEXP|8RCR
