0	Index      	 *	Score 	Summary	Detail	
1	16511 31431	 * 	205.96	ACR|3VULN|3BEXP|2ASPD	1aLWND|28ASPD|3RCR|4NUKE|59aBEXP|67aVULN|aBPWR
162	31516 63121	   	182.45	ACR|2VULN|1BASARM|1BEXP|1AART	1AART|2ERES|38VULN|4MDPS|5RCR|6BEXP|7BASARM|9DMSP|aAME
163	31516 63132	   	182.45	ACR|2VULN|1BASARM|1BEXP|1AART	1AART|2aERES|38VULN|4MDPS|5RCR|6BEXP|7BASARM|9FEWX
164	31516 63233	   	182.45	ACR|1BASARM|2VULN|1BEXP|1AART	1AART|2ERES|3aVULN|4MDPS|5RCR|6BEXP|7BASARM|8TLV|9FEWX
165	33516 63223	   	182.45	ACR|1BASARM|2VULN|1AART|1BEXP	1AART|2CGEN|3aVULN|4MDPS|5RCR|6BEXP|7BASARM|8TLV|9LEGI
166	31516 33412	   	182.45	ACR|2VULN|1BASARM|1BEXP|1AART	1AART|2ERES|39VULN|4MDPS|5RCR|6DUR|7BASARM|8BEXP|aTLV
167	36616 33312	   	182.45	ACR|2VULN|1BASARM|1BEXP|1AART	1AART|2AME|39VULN|4MDPS|5RCR|6DUR|7BASARM|8BEXP|aTLV
168	16531 11411	   	182.28	ACR|3ASPD|2VULN|1AAC	1aLWND|26aASPD|3RCR|4AEMAG|5LHND|7aVULN|8RCVC|9AAC|aBPWR
169	16532 11411	   	182.28	ACR|3ASPD|2VULN|1AAC	1aLWND|26aASPD|3RCR|4AEMAG|5FEWX|7aVULN|8RCVC|9AAC|aBPWR
170	16533 11411	   	182.28	ACR|3ASPD|2VULN|1AAC	1aLWND|26aASPD|3RCR|4AEMAG|5DUR|7aVULN|8RCVC|9AAC|aBPWR
171	26531 11411	   	182.28	ACR|3ASPD|2VULN|1AAC	1aDUR|26aASPD|3RCR|4AEMAG|5LHND|7aVULN|8RCVC|9AAC|aBPWR
172	26532 11411	   	182.28	ACR|3ASPD|2VULN|1AAC	1aDUR|26aASPD|3RCR|4AEMAG|5FEWX|7aVULN|8RCVC|9AAC|aBPWR
173	16511 31531	   	181.49	ACR|2VULN|2BEXP|1ASPD|1AART	1LWND|2ASPD|3RCR|4NUKE|59BEXP|67VULN|8CGEN|aAART
174	26511 21531	   	181.49	ACR|2VULN|2BEXP|1ASPD|1AART	1DUR|2ASPD|3RCR|4NUKE|59BEXP|67VULN|8CGEN|aAART
175	16523 33336	   	181.47	ACR|2BEXP|1ASPD|1DMG|1CDMG|1AAC	1LWND|2ASPD|3RCR|4FEWX|57BEXP|6RPLT|8CDMG|9AAC|aDMG
176	26521 16331	   	181.34	ACR|2VULN|2ASPD|1AART|1AAC	1DUR|27ASPD|3RCR|4FEWX|58VULN|6CGEN|9AAC|aAART
177	16522 21213	   	181.34	ACR|2VULN|2ASPD|1AART|1AAC	19LWND|29ASPD|3RCR|4FEWX|5MSLREG|69VULN|7LEGI|8AART|9BPWR|aAAC
178	66522 21213	   	181.34	ACR|2VULN|2ASPD|1AART|1AAC	19LHND|29ASPD|3RCR|4FEWX|5MSLREG|69VULN|7LEGI|8AART|9BPWR|aAAC
179	15523 52331	   	181.30	ACR|1BASARM|1VULN|1AART|1CDMG	1LWND|2ERES|3RCR|4VENICY|5CDMG|6TLV|7CGEN|8BASARM|9AART|aVULN
180	25533 26131	   	181.24	ACR|2VULN|2ASPD|1AART|1AAC	1DUR|2ERES|3RCR|47ASPD|56VULN|8FEWX|9AAC|aAART
181	25533 26331	   	181.24	ACR|2VULN|2ASPD|1AART|1AAC	1DUR|2ERES|3RCR|47ASPD|56VULN|8LHND|9AAC|aAART
182	25533 26231	   	181.14	ACR|2VULN|2ASPD|1AART|1AAC	1DUR|2ERES|3RCR|47ASPD|56VULN|8DUST|9AAC|aAART
183	25531 11612	   	181.10	ACR|3ASPD|2BEXP|1AAC	16aDUR|2ERES|3RCR|48aASPD|5aBEXP|7RMIN|9AAC|aBPWR
184	16531 62311	   	181.10	ACR|3ASPD|2VULN|1AAC	16aLWND|27aASPD|3RCR|4AEMAG|5LHND|8aVULN|9AAC|aBPWR
185	34531 21611	   	180.91	DCR|2BASARM|2ASPD|1AART|1CDMG	1AART|29ASPD|39ERES|47CGEN|5CDMG|6RCVC|89BASARM|9BPWR|aRCR
186	22216 33212	   	180.84	ACR|2VULN|1ASPD|1DMG|1BASICY|1BEXP	1DUR|2FEWX|38VULN|4ASPD|5RCR|6RPLT|7BEXP|9BASICY|aDMG
187	26513 12153	   	180.80	ACR|3ASPD|2VULN|1AAC	1DUR|267ASPD|3RCR|4NUKE|5ERES|89VULN|aAAC
188	34216 43342	   	180.80	ACR|3ASPD|2VULN|1AART	1AART|29aASPD|3FEWX|4MDPS|5RCR|6MBVNT|79VULN|89DUST|9BPWR
189	16523 35232	   	180.70	ACR|1BASARM|1ASPD|1BEXP|2AAC	1LWND|2ASPD|3RCR|4FEWX|5BEXP|6RPLT|79AAC|8MSLTOX|aBASARM
190	26523 35232	   	180.70	ACR|1BASARM|1ASPD|1BEXP|2AAC	1DUR|2ASPD|3RCR|4FEWX|5BEXP|6RPLT|79AAC|8MSLTOX|aBASARM
191	16541 11223	 * 	180.52	ACR|3ASPD|1VULN|1DMG	14LWND|269ASPD|3RCR|5LHND|7VULN|8BELT|aDMG
192	33516 33124	   	180.44	ACR|3VULN|1BASARM|1AART	1AART|2CGEN|38aVULN|4MDPS|5RCR|6DUR|7BASARM|9DMSP
193	33516 33152	   	180.44	ACR|3VULN|1BASARM|1AART	1AART|2CGEN|389VULN|4MDPS|5RCR|6DUR|7BASARM|aFEWX
194	16531 11223	   	180.42	ACR|3ASPD|1VULN|1DMG	1LWND|269ASPD|3RCR|4AEMAG|5LHND|7VULN|8BELT|aDMG
195	16531 11631	   	180.42	ACR|3ASPD|1VULN|1DMG	1LWND|268ASPD|3RCR|4AEMAG|5LHND|7VULN|9RMIN|aDMG
196	16532 11631	   	180.42	ACR|3ASPD|1VULN|1DMG	1LWND|268ASPD|3RCR|4AEMAG|5FEWX|7VULN|9RMIN|aDMG
197	16533 11631	   	180.42	ACR|3ASPD|1VULN|1DMG	1LWND|268ASPD|3RCR|4AEMAG|5DUR|7VULN|9RMIN|aDMG
198	26531 11631	   	180.42	ACR|3ASPD|1VULN|1DMG	1DUR|268ASPD|3RCR|4AEMAG|5LHND|7VULN|9RMIN|aDMG
199	26532 11631	   	180.42	ACR|3ASPD|1VULN|1DMG	1DUR|268ASPD|3RCR|4AEMAG|5FEWX|7VULN|9RMIN|aDMG
200	31516 33124	   	180.34	ACR|3VULN|1BASARM|1AART	1AART|2ERES|38aVULN|4MDPS|5RCR|6DUR|7BASARM|9DMSP
201	31516 33152	   	180.34	ACR|3VULN|1BASARM|1AART	1AART|2ERES|389VULN|4MDPS|5RCR|6DUR|7BASARM|aFEWX
202	33516 33151	   	180.34	ACR|3VULN|1BASARM|1AART	1AART|2CGEN|389VULN|4MDPS|5RCR|6DUR|7BASARM|aAME
203	26513 11631	   	180.32	ACR|3ASPD|1VULN|1DMG	1DUR|268ASPD|3RCR|4NUKE|5ERES|7VULN|9RMIN|aDMG
204	15535 12131	   	180.32	ACR|3ASPD|1VULN|1DMG	1LWND|2ERES|3RCR|467ASPD|5AAC|8VULN|9RMIN|aDMG
205	25535 12131	   	180.32	ACR|3ASPD|1VULN|1DMG	1DUR|2ERES|3RCR|467ASPD|5AAC|8VULN|9RMIN|aDMG
206	26513 12131	   	180.32	ACR|3ASPD|1VULN|1DMG	1DUR|267ASPD|3RCR|4NUKE|5ERES|8VULN|9RMIN|aDMG
207	66513 12131	   	180.32	ACR|3ASPD|1VULN|1DMG	1LHND|267ASPD|3RCR|4NUKE|5ERES|8VULN|9RMIN|aDMG
208	16531 11613	   	180.32	ACR|3ASPD|1VULN|1DMG	1LWND|268ASPD|3RCR|4AEMAG|5LHND|7VULN|9MDPS|aDMG
209	16533 11613	   	180.32	ACR|3ASPD|1VULN|1DMG	1LWND|268ASPD|3RCR|4AEMAG|5DUR|7VULN|9MDPS|aDMG
210	26531 11613	   	180.32	ACR|3ASPD|1VULN|1DMG	1DUR|268ASPD|3RCR|4AEMAG|5LHND|7VULN|9MDPS|aDMG
211	31516 33151	   	180.24	ACR|3VULN|1BASARM|1AART	1AART|2ERES|389VULN|4MDPS|5RCR|6DUR|7BASARM|aAME
212	26513 11613	   	180.22	ACR|3ASPD|1VULN|1DMG	1DUR|268ASPD|3RCR|4NUKE|5ERES|7VULN|9MDPS|aDMG
213	15535 12113	   	180.22	ACR|3ASPD|1VULN|1DMG	1LWND|2ERES|3RCR|467ASPD|5AAC|8VULN|9MDPS|aDMG
214	25535 12113	   	180.22	ACR|3ASPD|1VULN|1DMG	1DUR|2ERES|3RCR|467ASPD|5AAC|8VULN|9MDPS|aDMG
215	26513 12113	   	180.22	ACR|3ASPD|1VULN|1DMG	1DUR|267ASPD|3RCR|4NUKE|5ERES|8VULN|9MDPS|aDMG
216	66513 12113	   	180.22	ACR|3ASPD|1VULN|1DMG	1LHND|267ASPD|3RCR|4NUKE|5ERES|8VULN|9MDPS|aDMG
217	25531 21431	   	180.21	ACR|2ASPD|1VULN|1AART|1BEXP|1AAC	1DUR|2ERES|3RCR|48ASPD|5BEXP|6VULN|7AEFBLL|9AAC|aAART
218	25513 24121	 * 	179.86	ACR|2VULN|2BEXP|1DMG|1CDMG	1DUR|2ERES|3RCR|4DMG|56VULN|7aBEXP|8CDMG|9RCVC
219	25533 24121	   	179.86	ACR|2VULN|2BEXP|1ASPD|1CDMG	1DUR|2ERES|3RCR|4ASPD|56VULN|7aBEXP|8CDMG|9RCVC
220	16521 61332	   	179.75	ACR|3VULN|2ASPD|1BEXP	1LWND|2aASPD|3RCR|4FEWX|578VULN|6ZMB|9BEXP
221	16525 31332	   	179.75	ACR|3VULN|2ASPD|1BEXP	1LWND|2aASPD|3RCR|4FEWX|5ZMB|678VULN|9BEXP
222	26521 33243	   	179.75	ACR|3VULN|2ASPD|1BEXP	1DUR|29ASPD|3RCR|4FEWX|58aVULN|6RPLT|7BEXP
223	26533 14233	   	179.75	ACR|2ASPD|2DMG|1AART	15DUR|28ASPD|3RCR|4AEMAG|6LIT|7aDMG|9AART
224	16512 42321	   	179.70	ACR|2ASPD|1VULN|1DMG|1AART	15LWND|27ASPD|3RCR|4NUKE|6DMG|8VULN|9FEWX|aAART
225	15532 42321	   	179.70	ACR|2ASPD|1VULN|1DMG|1AART	15LWND|2ERES|3RCR|47ASPD|6DMG|8VULN|9FEWX|aAART
226	16511 31222	   	179.65	ACR|3VULN|2ASPD|1BEXP	1LWND|2aASPD|3RCR|4NUKE|5BEXP|679VULN|8FEWX
227	16511 31322	   	179.65	ACR|3VULN|2ASPD|1BEXP	1LWND|2aASPD|3RCR|4NUKE|5BEXP|679VULN|8LHND
228	16513 31332	   	179.65	ACR|3VULN|2ASPD|1BEXP	1LWND|2aASPD|3RCR|4NUKE|5FEWX|678VULN|9BEXP
229	66511 31222	   	179.65	ACR|3VULN|2ASPD|1BEXP	1LHND|2aASPD|3RCR|4NUKE|5BEXP|679VULN|8FEWX
230	25513 62322	   	179.50	ACR|1VULN|1ASPD|1DMG|1BASICY|1CDMG	1DUR|2ERES|3RCR|4DMG|5VULN|6CDMG|7DUST|8ASPD|9CGEN|aBASICY
231	22234 14321	   	179.42	ACR|1VULN|2BEXP|1ASPD|1DMG|1AART	1DUR|2FEWX|3VULN|4aBEXP|5RCR|6ASPD|7LWND|8AART|9DMG
232	62134 15321	   	179.42	ACR|2BEXP|1VULN|1ASPD|1DMG|1AART	1LHND|2FEWX|3DUR|4aBEXP|5RCR|6ASPD|7VULN|8AART|9DMG
233	31216 43326	   	179.31	ACR|1ASPD|1DMG|1VULN|1AART|1BEXP|1CDMG	1AART|2ERES|3FEWX|4MDPS|5RCR|6CDMG|7BEXP|8DMG|9ASPD|aVULN
234	16523 11326	   	179.31	ACR|2VULN|2BEXP|1ASPD|1CDMG	1LWND|2ASPD|3RCR|4aFEWX|5aBEXP|6CGEN|7aVULN|8CDMG|9ERES|aBPWR
235	26533 22411	   	179.27	ACR|1BASARM|1ASPD|1DMG	159DUR|2ASPD|3RCR|4AEMAG|6DMG|7DMSP|8MDPS|aBASARM
236	33516 63312	   	179.25	ACR|1BASARM|1VULN|1BEXP|1AART|1AAC	1AART|2CGEN|3VULN|4MDPS|5RCR|6BEXP|7BASARM|8RPLT|9RCVC|aAAC
237	31516 63312	   	179.15	ACR|1BASARM|1VULN|1AART|1BEXP|1AAC	1AART|2ERES|3VULN|4MDPS|5RCR|6BEXP|7BASARM|8RPLT|9RCVC|aAAC
238	15511 21632	   	179.13	ACR|2ASPD|2BEXP|1DMG	1aLWND|2aERES|3RCR|4DMG|59BEXP|6RCVC|7RMIN|8aASPD|aBPWR
239	26511 22131	   	179.11	ACR|2VULN|2BEXP|1ASPD|1CDMG	18DUR|2ASPD|3RCR|4NUKE|5aBEXP|69VULN|7CDMG
240	26511 22631	   	179.11	ACR|2VULN|2BEXP|1ASPD|1CDMG	1DUR|2ASPD|3RCR|4NUKE|5aBEXP|69VULN|7CDMG|8DMSP
241	26511 24131	   	179.11	ACR|2VULN|2BEXP|1ASPD|1CDMG	17DUR|2ASPD|3RCR|4NUKE|5aBEXP|69VULN|8CDMG
242	16511 31142	   	179.11	ACR|2VULN|2BEXP|1ASPD|1CDMG	1LWND|2ASPD|3RCR|4NUKE|59BEXP|67VULN|8CDMG|aDUR
243	26511 21121	   	179.11	ACR|2VULN|2BEXP|1ASPD|1CDMG	19DUR|2ASPD|3RCR|4NUKE|5aBEXP|67VULN|8CDMG
244	26511 21142	   	179.11	ACR|2VULN|2BEXP|1ASPD|1CDMG	1aDUR|2ASPD|3RCR|4NUKE|59BEXP|67VULN|8CDMG
245	26511 21143	   	179.11	ACR|2VULN|2BEXP|1ASPD|1CDMG	1DUR|2ASPD|3RCR|4NUKE|59BEXP|67VULN|8CDMG|aBELT
246	32142 32252	   	179.06	ACR|2VULN|1ASPD|1DMG|1BEXP|1AART	1AART|23DUR|4MULARM|5RCR|68VULN|7DMG|9BEXP|aASPD
247	25513 21161	   	179.01	ACR|3VULN|1DMG|1AART|1BEXP	1DUR|2ERES|3RCR|4DMG|568VULN|7RMIN|9BEXP|aAART
248	25533 21161	   	179.01	ACR|3VULN|1ASPD|1AART|1BEXP	1DUR|2ERES|3RCR|4ASPD|568VULN|7RMIN|9BEXP|aAART
249	26511 21221	   	179.01	ACR|3VULN|1ASPD|1AART|1BEXP	1DUR|2ASPD|3RCR|4NUKE|5BEXP|679VULN|8FEWX|aAART
250	15511 31143	   	179.01	ACR|2VULN|2BEXP|1DMG|1CDMG	1LWND|2ERES|3RCR|4DMG|59BEXP|6aVULN|7AEFBLL|8CDMG
251	15531 31143	   	179.01	ACR|2VULN|2BEXP|1ASPD|1CDMG	1LWND|2ERES|3RCR|4ASPD|59BEXP|6aVULN|7AEFBLL|8CDMG
252	26521 33214	 * 	178.86	ACR|3VULN|1ASPD|1BASICY|1BEXP	1DUR|2ASPD|3RCR|4FEWX|58aVULN|6RPLT|7BEXP|9BASICY
253	16511 32332	   	178.77	ACR|2ASPD|1VULN|1BEXP|1CDMG|1AAC|1SELL	1LWND|2aASPD|3RCR|4NUKE|5BEXP|6VULN|7CDMG|8SELL|9AAC
254	66511 32332	   	178.77	ACR|2ASPD|1VULN|1BEXP|1CDMG|1AAC|1SELL	1LHND|2aASPD|3RCR|4NUKE|5BEXP|6VULN|7CDMG|8SELL|9AAC
255	15523 52323	   	178.68	ACR|1BASARM|1VULN|1BEXP|1CDMG	1LWND|2ERES|3RCR|4VENICY|5CDMG|6TLV|7CGEN|8BASARM|9BEXP|aVULN
256	33516 33312	 * 	178.67	ACR|1BASARM|1VULN|1DMG|1AART	1AART|2CGEN|3VULN|4MDPS|5RCR|6DUR|7BASARM|8RPLT|9RCVC|aDMG
257	31516 33312	   	178.57	ACR|1BASARM|1VULN|1DMG|1AART	1AART|2ERES|3VULN|4MDPS|5RCR|6DUR|7BASARM|8RPLT|9RCVC|aDMG
258	26521 16113	   	178.51	ACR|2ASPD|1VULN|1DMG|1CDMG	1DUR|27ASPD|3RCR|4FEWX|5VULN|6CGEN|8CDMG|9LIT|aDMG
259	26563 11312	   	178.51	ACR|2ASPD|1VULN|1DMG|1CDMG	1DUR|25ASPD|3RCR|4CDMG|6FEWX|7BELT|8RPLT|9VULN|aDMG
260	25532 26113	   	178.41	ACR|2ASPD|1VULN|1DMG|1CDMG	1DUR|2ERES|3RCR|47ASPD|5LWND|6VULN|8CDMG|9LIT|aDMG
261	26512 22313	   	178.41	ACR|2ASPD|1VULN|1DMG|1CDMG	1DUR|28ASPD|3RCR|4NUKE|5LWND|6VULN|7CDMG|9LIT|aDMG
262	26512 26113	   	178.41	ACR|2ASPD|1VULN|1DMG|1CDMG	1DUR|27ASPD|3RCR|4NUKE|5LWND|6VULN|8CDMG|9LIT|aDMG
263	26533 14113	   	178.41	ACR|2DMG|1VULN|1ASPD|1CDMG	15DUR|2ASPD|3RCR|4AEMAG|6LIT|78DMG|9VULN|aCDMG
264	26533 14213	   	178.41	ACR|2ASPD|1VULN|1DMG|1CDMG	15DUR|28ASPD|3RCR|4AEMAG|6LIT|7DMG|9VULN|aCDMG
265	26521 33112	   	178.39	ACR|1VULN|1ASPD|1DMG|1BASICY|1BEXP	18DUR|2ASPD|3RCR|4FEWX|5VULN|6RPLT|7BEXP|9BASICY|aDMG
266	26521 33312	   	178.39	ACR|1VULN|1ASPD|1DMG|1BASICY|1BEXP	1DUR|2ASPD|3RCR|48FEWX|5VULN|6RPLT|7BEXP|9BASICY|aDMG
267	26521 34212	   	178.39	ACR|1VULN|1ASPD|1DMG|1BASICY|1BEXP	1DUR|2ASPD|3RCR|47FEWX|5VULN|6RPLT|8BEXP|9BASICY|aDMG
268	25533 62313	   	178.31	ACR|2ASPD|1VULN|1DMG|1CDMG	1DUR|2ERES|3RCR|48ASPD|5VULN|6CDMG|7DUST|9LIT|aDMG
269	26516 22313	   	178.31	ACR|2ASPD|1VULN|1DMG|1CDMG	1DUR|28ASPD|3RCR|4NUKE|5DUST|6VULN|7CDMG|9LIT|aDMG
270	34216 33421	 * 	178.28	ACR|1VULN|2AART|1ASPD|1DMG|1BEXP	18AART|2ASPD|3FEWX|4MDPS|5RCR|6DUR|7VULN|9DMG|aBEXP
271	25511 21621	   	178.19	ACR|1VULN|1ASPD|1DMG|1BASICY|1BEXP	1DUR|2ERES|3RCR|4DMG|5BEXP|6VULN|7AEFBLL|8LIT|9BASICY|aASPD
272	26511 22141	   	177.92	ACR|3BEXP|1VULN|1ASPD|1CDMG	18DUR|2ASPD|3RCR|4NUKE|59aBEXP|6VULN|7CDMG
273	33516 33321	   	177.91	ACR|1BASARM|1VULN|1ASPD|1AART	1AART|2CGEN|3VULN|4MDPS|5RCR|6DUR|7BASARM|8RPLT|9ZMB|aASPD
274	33516 33351	   	177.91	ACR|1BASARM|1VULN|1ASPD|1AART	1AART|2CGEN|3VULN|4MDPS|5RCR|6DUR|7BASARM|8RPLT|9RMIN|aASPD
275	16313 62341	   	177.86	ACR|3ASPD|1VULN|1BEXP|1CDMG	134LWND|238ASPD|3BPWR|5RCR|6CDMG|7LIT|9BEXP|aVULN
276	16531 12631	   	177.82	ACR|3ASPD|1DMG|1BEXP	1LWND|267ASPD|3RCR|4AEMAG|5LHND|8RMIN|9BEXP|aDMG
277	16541 12131	   	177.82	ACR|3ASPD|1DMG|1BEXP	14LWND|267ASPD|3RCR|5LHND|8ERES|9BEXP|aDMG
278	16541 12231	   	177.82	ACR|3ASPD|1DMG|1BEXP	14LWND|267ASPD|3RCR|5LHND|8AAC|9BEXP|aDMG
279	16541 12331	   	177.82	ACR|3ASPD|1DMG|1BEXP	14LWND|267ASPD|3RCR|5LHND|8AME|9BEXP|aDMG
280	26533 14133	 * 	177.82	ACR|3DMG|1ASPD|1AART	15DUR|2ASPD|3RCR|4AEMAG|6LIT|78aDMG|9AART
281	15511 31141	 * 	177.82	ACR|3BEXP|1VULN|1DMG|1CDMG	1LWND|2ERES|3RCR|4DMG|59aBEXP|6VULN|7AEFBLL|8CDMG
282	15531 31141	   	177.82	ACR|3BEXP|1VULN|1ASPD|1CDMG	1LWND|2ERES|3RCR|4ASPD|59aBEXP|6VULN|7AEFBLL|8CDMG
283	25511 21141	   	177.82	ACR|3BEXP|1VULN|1DMG|1CDMG	1DUR|2ERES|3RCR|4DMG|59aBEXP|6VULN|7AEFBLL|8CDMG
284	25531 21141	   	177.82	ACR|3BEXP|1VULN|1ASPD|1CDMG	1DUR|2ERES|3RCR|4ASPD|59aBEXP|6VULN|7AEFBLL|8CDMG
285	31516 33321	   	177.81	ACR|1BASARM|1VULN|1ASPD|1AART	1AART|2ERES|3VULN|4MDPS|5RCR|6DUR|7BASARM|8RPLT|9ZMB|aASPD
286	31516 33351	   	177.81	ACR|1BASARM|1VULN|1ASPD|1AART	1AART|2ERES|3VULN|4MDPS|5RCR|6DUR|7BASARM|8RPLT|9RMIN|aASPD
287	22216 31451	   	177.76	ACR|3ASPD|1VULN|1BEXP|1CDMG	1DUR|2FEWX|3VULN|49aASPD|5RCR|6RPLT|7CDMG|8BEXP
288	16531 12131	   	177.72	ACR|3ASPD|1DMG|1BEXP	1LWND|267ASPD|3RCR|4AEMAG|5LHND|8ERES|9BEXP|aDMG
289	16531 12231	   	177.72	ACR|3ASPD|1DMG|1BEXP	1LWND|267ASPD|3RCR|4AEMAG|5LHND|8AAC|9BEXP|aDMG
290	16531 12331	   	177.72	ACR|3ASPD|1DMG|1BEXP	1LWND|267ASPD|3RCR|4AEMAG|5LHND|8AME|9BEXP|aDMG
291	16531 12431	   	177.72	ACR|3ASPD|1DMG|1BEXP	1LWND|267ASPD|3RCR|4AEMAG|5LHND|8TLV|9BEXP|aDMG
292	26531 12131	   	177.72	ACR|3ASPD|1DMG|1BEXP	1DUR|267ASPD|3RCR|4AEMAG|5LHND|8ERES|9BEXP|aDMG
293	26531 12331	   	177.72	ACR|3ASPD|1DMG|1BEXP	1DUR|267ASPD|3RCR|4AEMAG|5LHND|8AME|9BEXP|aDMG
294	26531 12431	   	177.72	ACR|3ASPD|1DMG|1BEXP	1DUR|267ASPD|3RCR|4AEMAG|5LHND|8TLV|9BEXP|aDMG
295	66513 12331	   	177.72	ACR|3ASPD|1DMG|1BEXP	1LHND|267ASPD|3RCR|4NUKE|5ERES|8MLV|9BEXP|aDMG
296	36616 33222	   	177.71	ACR|1BASARM|1VULN|1ASPD|1AART	1AART|2AME|3VULN|4MDPS|5RCR|6DUR|7BASARM|8AEMAG|9DMSP|aASPD
297	26563 22221	   	177.67	ACR|3ASPD|1DMG|1CDMG|1SELL	1DUR|25aASPD|3RCR|4CDMG|6SELL|7DMSP|8DMG|9LWND
298	26563 22231	   	177.67	ACR|3ASPD|1DMG|1CDMG|1SELL	1DUR|25aASPD|3RCR|4CDMG|6SELL|7DMSP|8DMG|9FEWX
299	16525 31321	 * 	177.65	ACR|4VULN|2ASPD	1aLWND|2aASPD|3RCR|4FEWX|5ZMB|678aVULN|9RCVC|aBPWR
300	15531 34232	   	177.32	ACR|2ASPD|1VULN|1DMG|1BEXP	19LWND|2ERES|3RCR|49ASPD|5BEXP|6VULN|79DUR|8BELT|9BPWR|aDMG
301	15533 11232	   	177.20	ACR|2VULN|2ASPD|1DMG	19LWND|2ERES|3RCR|49ASPD|5FEWX|6DUR|79VULN|8BELT|9BPWR|aDMG
302	25532 51232	   	177.20	ACR|2VULN|2ASPD|1DMG	19DUR|2ERES|3RCR|49ASPD|5LWND|6FEWX|79VULN|8BELT|9BPWR|aDMG
303	26523 33361	   	177.20	ACR|2ASPD|2BEXP|2CDMG	19DUR|29ASPD|3RCR|4FEWX|57BEXP|6RPLT|89CDMG|9BPWR|aDMSP
304	65532 11232	   	177.20	ACR|2VULN|2ASPD|1DMG	19LHND|2ERES|3RCR|49ASPD|5LWND|6DUR|79VULN|8BELT|9BPWR|aDMG
305	26523 31263	   	177.19	ACR|2ASPD|2CDMG|1AART|1BEXP	19DUR|29ASPD|3RCR|4FEWX|5BEXP|6RPLT|79CDMG|8RCVC|9BPWR|aAART
306	16313 61253	   	177.13	ACR|2ASPD|1VULN|1BEXP|1AART|1CDMG	134LWND|23ASPD|3BPWR|5RCR|6CDMG|7BELT|8BEXP|9AART|aVULN
307	15511 16131	   	177.12	ACR|2ASPD|1VULN|1DMG|1BEXP	1LWND|2ERES|3RCR|4DMG|5BEXP|6DUR|7aASPD|8VULN|9RMIN
308	15511 16321	   	177.12	ACR|2ASPD|1DMG|1VULN|1BEXP	1LWND|2ERES|3RCR|4DMG|5BEXP|6DUR|7aASPD|8MLV|9VULN
309	16511 53312	   	177.12	ACR|2ASPD|1DMG|1VULN|1BEXP	1LWND|27ASPD|3RCR|4NUKE|5BEXP|6BELT|8LHND|9VULN|aDMG
310	26511 53312	   	177.12	ACR|2ASPD|1DMG|1VULN|1BEXP	1DUR|27ASPD|3RCR|4NUKE|5BEXP|6BELT|8LHND|9VULN|aDMG
311	16511 51112	   	177.12	ACR|2ASPD|1DMG|1VULN|1BEXP	1LWND|28ASPD|3RCR|4NUKE|5BEXP|6BELT|7LHND|9VULN|aDMG
312	25511 26331	   	177.12	ACR|2ASPD|1VULN|1DMG|1BEXP	1DUR|2ERES|3RCR|4DMG|5BEXP|6VULN|7aASPD|8LHND|9RMIN
313	26511 51112	   	177.12	ACR|2ASPD|1DMG|1VULN|1BEXP	1DUR|28ASPD|3RCR|4NUKE|5BEXP|6BELT|7LHND|9VULN|aDMG
314	15536 11232	   	177.10	ACR|2VULN|2ASPD|1DMG	19LWND|2ERES|3RCR|49ASPD|5DUST|6DUR|79VULN|8BELT|9BPWR|aDMG
315	26523 33362	   	177.10	ACR|2ASPD|2BEXP|2CDMG	19DUR|29ASPD|3RCR|4FEWX|57BEXP|6RPLT|89CDMG|9BPWR|aDUST
316	16524 11111	   	177.07	ACR|3VULN|2ASPD|1AAC	1aLWND|26ASPD|3RCR|4aFEWX|5RCVC|78aVULN|9AAC|aBPWR
317	26524 11111	   	177.07	ACR|3VULN|2ASPD|1AAC	1aDUR|26ASPD|3RCR|4aFEWX|5RCVC|78aVULN|9AAC|aBPWR
318	34216 22343	   	177.06	ACR|2ASPD|2AART|1VULN|1CDMG	18AART|29ASPD|3FEWX|4MDPS|5RCR|6LIT|7CDMG|aVULN
319	16164 32446	   	177.06	ACR|2ASPD|1VULN|2AART|1CDMG	1LWND|29ASPD|3MLV|4MBVNT|5RCR|6VULN|7CDMG|8aAART
320	15511 16221	   	177.02	ACR|2ASPD|1DMG|1VULN|1BEXP	1LWND|2ERES|3RCR|4DMG|5BEXP|6DUR|7aASPD|8AAC|9VULN
321	16511 53112	   	177.02	ACR|2ASPD|1DMG|1VULN|1BEXP	1LWND|27ASPD|3RCR|4NUKE|5BEXP|6BELT|8MBVNT|9VULN|aDMG
322	26511 53112	   	177.02	ACR|2ASPD|1DMG|1VULN|1BEXP	1DUR|27ASPD|3RCR|4NUKE|5BEXP|6BELT|8MBVNT|9VULN|aDMG
323	15511 31412	   	177.02	ACR|2ASPD|1VULN|1DMG|1BEXP	1LWND|2ERES|3RCR|4DMG|5BEXP|6VULN|7AEFBLL|8aASPD|9CGEN
324	15531 31612	   	177.02	ACR|2ASPD|1VULN|1DMG|1BEXP	1LWND|2ERES|3RCR|4aASPD|5BEXP|6VULN|7AEFBLL|8DMG|9CGEN
325	25533 21633	   	177.00	ACR|2VULN|2ASPD|1DMG	1DUR|2ERES|3RCR|48ASPD|56VULN|7RMIN|9BELT|aDMG
