0	Index      	 *	Score 	Summary	Detail	
1	23613 32241	 * 	202.39	DCR|2VULN|1AART|1DMG|3DUR|1CDMG|1AAC	123DUR|4DMG|5aVULN|6RCR|7AAC|8AART|9CDMG
158	23613 36213	   	178.61	DCR|2VULN|1DMG|3DUR|1CDMG	123DUR|4DMG|5aVULN|6RCR|7CDMG|8LHND|9TLV
159	23613 36253	   	178.61	DCR|2VULN|1DMG|3DUR|1CDMG	123DUR|4DMG|59VULN|6RCR|7CDMG|8LHND|aDUST
160	23613 36633	   	178.61	DCR|2VULN|1DMG|3DUR|1CDMG	123DUR|4DMG|5aVULN|6RCR|7CDMG|8MBVNT|9RMIN
161	32523 52353	   	178.61	DCR|2DMG|1VULN|1AART|1ASPD	12ERES|3AART|4LWND|5DUST|67DMG|8VULN|9RCR|aASPD
162	52343 22353	   	178.61	DCR|2DMG|1VULN|1AART|1ASPD	17DMG|25ERES|3DUST|4AART|6LWND|8VULN|9RCR|aASPD
163	22263 63224	 * 	178.57	DCR|1MDPS|1AART|1VULN|1ASPD|1DMG|2DUR	15DUR|2MDPS|35ERES|4AART|5BPWR|6TSLFST|7RCR|8DMG|9ASPD|aVULN
164	23613 36613	   	178.51	DCR|2VULN|1DMG|3DUR|1CDMG	123DUR|4DMG|5aVULN|6RCR|7CDMG|8MBVNT|9TLV
165	23613 34351	 * 	178.39	DCR|1VULN|1ASPD|1DMG|3DUR|1CDMG	123DUR|4DMG|5VULN|6RCR|7FEWX|8MLV|9ASPD|aCDMG
166	23613 32532	 * 	178.29	DCR|1VULN|1ASPD|1DMG|3DUR|1CDMG|1AAC	123DUR|4DMG|5VULN|6RCR|7AAC|8AME|9ASPD|aCDMG
167	23613 33632	   	178.29	DCR|1VULN|1ASPD|1DMG|3DUR|1CDMG|1AAC	123DUR|4DMG|5VULN|6RCR|7AME|8AAC|9ASPD|aCDMG
168	14211 13441	   	178.23	ACR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1CGEN|2RCR|3DUR|4CDMG|5ASPD|6BEXP|7aVULN|8ZMB|9AART
169	34211 13441	   	178.13	ACR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1ERES|2RCR|3DUR|4CDMG|5ASPD|6BEXP|7aVULN|8ZMB|9AART
170	34216 12432	   	178.13	ACR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1ERES|2RCR|3DUR|4CDMG|5RPLT|6ASPD|7AART|8aVULN|9ZMB
171	55412 33112	   	177.52	DCR|2DMG|1VULN|1ASPD|1ZMB|1DUR|1SELL	13DMG|2LIT|4RCVC|5VULN|6SELL|7RCR|8ASPD|9ZMB|aDUR
172	33453 14232	   	177.38	DCR|2AART|1MDPS|1VULN|1DMG|1CDMG	1ERES|2MDPS|3BEXP|4DMG|5aAART|6RPLT|7RCR|8CDMG|9VULN
173	52333 14152	   	177.28	DCR|2AART|1MDPS|1VULN|1DMG|1CDMG	1DMG|2ERES|3DUST|4MDPS|5aAART|6RPLT|7RCR|8VULN|9CDMG
174	52333 14232	   	177.28	DCR|2AART|1MDPS|1VULN|1DMG|1CDMG	1DMG|2ERES|3DUST|4MDPS|5aAART|6RPLT|7RCR|8CDMG|9VULN
175	32542 41213	   	177.19	DCR|2AART|1VULN|1ASPD|1DMG	12ERES|34AART|5DMG|6VULN|7RPLT|8ASPD|9RCR|aLIT
176	32542 32373	   	177.09	DCR|2AART|1VULN|1ASPD|1DMG	12ERES|34AART|5DMG|6LHND|7MBVNT|8VULN|9RCR|aASPD
177	32542 41212	   	177.09	DCR|2AART|1VULN|1ASPD|1DMG	12aERES|34AART|5DMG|6VULN|7RPLT|8ASPD|9RCR
178	22233 34324	   	176.98	ACR|3DMG|2VULN|1MDPS|1ASPD|1DUR	1DUR|2MDPS|3ERES|4RCR|59VULN|678DMG|aASPD
179	54216 11332	   	176.97	ACR|2DMG|1AART|1ASPD|1CDMG|2DUR|1ZMB	17DMG|2RCR|3aDUR|4CDMG|5RPLT|6ASPD|8AART|9ZMB
180	54411 22233	 * 	176.92	ACR|4VULN|1MDPS|1AART|1DMG	1DMG|2RCR|3MDPS|489aVULN|5LIT|6BEXP|7AART
181	54111 26322	   	176.86	ACR|2DMG|1VULN|1AART|1ASPD|1CDMG	18DMG|2RCR|3FEWX|4CDMG|5ASPD|6LIT|7AART|9VULN|aMLV
182	24311 13331	   	176.84	DCR|2VULN|2ASPD|1CDMG|1DUR	1DUR|28aLWND|3CGEN|4CDMG|58ASPD|6BEXP|78VULN|8BPWR|9RCR
183	24311 13332	   	176.84	DCR|2VULN|2ASPD|1CDMG|1DUR	1DUR|28LWND|3CGEN|4CDMG|58ASPD|6BEXP|78VULN|8BPWR|9RCR|aRMIN
184	24311 13333	   	176.84	DCR|2VULN|2ASPD|1CDMG|1DUR	1DUR|28LWND|3CGEN|4CDMG|58ASPD|6BEXP|78VULN|8BPWR|9RCR|aAME
185	24311 13335	   	176.84	DCR|2VULN|2ASPD|1CDMG|1DUR	1DUR|28LWND|3CGEN|4CDMG|58ASPD|6aBEXP|78VULN|8BPWR|9RCR
186	24521 13331	   	176.84	DCR|2VULN|2ASPD|1CDMG|1DUR	1DUR|28aLWND|3CDMG|4MLV|58ASPD|6BEXP|78VULN|8BPWR|9RCR
187	24521 13332	   	176.84	DCR|2VULN|2ASPD|1CDMG|1DUR	1DUR|28LWND|3CDMG|4MLV|58ASPD|6BEXP|78VULN|8BPWR|9RCR|aRMIN
188	24521 13333	   	176.84	DCR|2VULN|2ASPD|1CDMG|1DUR	1DUR|28LWND|3CDMG|4MLV|58ASPD|6BEXP|78VULN|8BPWR|9RCR|aAME
189	24521 13335	   	176.84	DCR|2VULN|2ASPD|1CDMG|1DUR	1DUR|28LWND|3CDMG|4MLV|58ASPD|6aBEXP|78VULN|8BPWR|9RCR
190	14413 13334	   	176.82	ACR|4VULN|1MDPS|1AART|1DMG	1CGEN|2RCR|3MDPS|4578VULN|6DUST|9AART|aDMG
191	54311 26322	   	176.76	ACR|2DMG|1VULN|1AART|1ASPD|1CDMG	18DMG|2RCR|3DUST|4CDMG|5ASPD|6LIT|7AART|9VULN|aMLV
192	54111 26321	   	176.76	ACR|2DMG|1AART|1VULN|1ASPD|1CDMG|1MSE	18DMG|2RCR|3FEWX|4CDMG|5ASPD|6LIT|7AART|9VULN|aMSE
193	54111 26323	   	176.76	ACR|2DMG|1VULN|1AART|1ASPD|1CDMG	18DMG|2RCR|3FEWX|4CDMG|5ASPD|6LIT|7AART|9VULN|aTLV
194	24111 13331	   	176.74	DCR|2VULN|2ASPD|1CDMG|1DUR	1DUR|28aLWND|3ERES|4CDMG|58ASPD|6BEXP|78VULN|8BPWR|9RCR
195	24111 13332	   	176.74	DCR|2VULN|2ASPD|1CDMG|1DUR	1DUR|28LWND|3ERES|4CDMG|58ASPD|6BEXP|78VULN|8BPWR|9RCR|aRMIN
196	24111 13333	   	176.74	DCR|2VULN|2ASPD|1CDMG|1DUR	1DUR|28LWND|3ERES|4CDMG|58ASPD|6BEXP|78VULN|8BPWR|9RCR|aAME
197	24111 13335	   	176.74	DCR|2VULN|2ASPD|1CDMG|1DUR	1DUR|28LWND|3ERES|4CDMG|58ASPD|6aBEXP|78VULN|8BPWR|9RCR
198	24511 13331	   	176.74	DCR|2VULN|2ASPD|1CDMG|1DUR	1DUR|28aLWND|3CDMG|4ERES|58ASPD|6BEXP|78VULN|8BPWR|9RCR
199	24511 13332	   	176.74	DCR|2VULN|2ASPD|1CDMG|1DUR	1DUR|28LWND|3CDMG|4ERES|58ASPD|6BEXP|78VULN|8BPWR|9RCR|aRMIN
200	24511 13333	   	176.74	DCR|2VULN|2ASPD|1CDMG|1DUR	1DUR|28LWND|3CDMG|4ERES|58ASPD|6BEXP|78VULN|8BPWR|9RCR|aAME
201	24511 13335	   	176.74	DCR|2VULN|2ASPD|1CDMG|1DUR	1DUR|28LWND|3CDMG|4ERES|58ASPD|6aBEXP|78VULN|8BPWR|9RCR
202	54311 26321	   	176.66	ACR|2DMG|1AART|1VULN|1ASPD|1CDMG|1MSE	18DMG|2RCR|3DUST|4CDMG|5ASPD|6LIT|7AART|9VULN|aMSE
203	54311 26323	   	176.66	ACR|2DMG|1VULN|1AART|1ASPD|1CDMG	18DMG|2RCR|3DUST|4CDMG|5ASPD|6LIT|7AART|9VULN|aTLV
204	12346 52323	   	176.61	DCR|2DMG|1VULN|1AART|1ASPD	1CGEN|2ERES|3DUST|4AART|5ASPD|67DMG|8VULN|9AIRARM|aRCR
205	32535 33353	 * 	176.51	DCR|3ASPD|1VULN|1AART|1DUR	12ERES|3AART|45aASPD|6LHND|7DUR|8VULN|9RCR
206	54316 13332	 * 	176.49	ACR|3DMG|2VULN|2CDMG	18aDMG|2RCR|3DUST|48CDMG|5CGEN|6BEXP|78VULN|8BPWR|9TSLARM
207	23613 33133	 * 	176.36	DCR|2ASPD|1VULN|1DMG|3DUR	123DUR|4DMG|5VULN|6RCR|7AME|8CGEN|9aASPD
208	23613 34353	   	176.36	DCR|2ASPD|1VULN|1DMG|3DUR	123DUR|4DMG|5VULN|6RCR|7FEWX|8MLV|9aASPD
209	21224 11551	   	176.32	DCR|2ASPD|1AART|1DMG|1CDMG|1DUR	1DUR|2FEWX|3BEXP|4CGEN|56ASPD|7CDMG|8AART|9RCR|aDMG
210	23143 26234	 * 	176.29	DCR|2DMG|1AART|1VULN|2DUR	12DUR|3TLV|4AME|5CGEN|68DMG|7RCR|9VULN|aAART
211	23213 26234	   	176.29	DCR|2DMG|1VULN|1AART|2DUR	12DUR|3AME|4ERES|5CGEN|68DMG|7RCR|9VULN|aAART
212	23613 31133	   	176.26	DCR|2ASPD|1VULN|1DMG|3DUR	123DUR|4DMG|5VULN|6RCR|7TLV|8CGEN|9aASPD
213	23613 32133	 * 	176.26	DCR|2ASPD|1VULN|1DMG|3DUR|1AAC	123DUR|4DMG|5VULN|6RCR|7AAC|8CGEN|9aASPD
214	16314 21235	 * 	176.22	DCR|1MDPS|2ASPD|1VULN|1DMG|1CDMG|1DUR	1CGEN|2MDPS|3LWND|4VULN|5DMG|6DUR|78ASPD|9RCR|aCDMG
215	21234 11561	 * 	176.22	DCR|2ASPD|1AART|1DMG|1CDMG|1AAC|1DUR	1DUR|2FEWX|3BEXP|4AAC|56ASPD|7CDMG|8AART|9RCR|aDMG
216	23113 26234	   	176.19	DCR|2DMG|1VULN|1AART|2DUR	12DUR|3TLV|4ERES|5CGEN|68DMG|7RCR|9VULN|aAART
217	23116 26234	   	176.19	DCR|2DMG|1AART|1VULN|2DUR	12DUR|3TLV|4ERES|5AME|68DMG|7RCR|9VULN|aAART
218	23663 32241	   	176.17	DCR|2VULN|1AART|3DUR|1AAC|1ZMB|1SELL	123DUR|4ZMB|5aVULN|6RCR|7AAC|8AART|9SELL
219	22214 41235	   	176.12	DCR|1MDPS|2ASPD|1VULN|1DMG|1CDMG|1DUR	1DUR|2MDPS|3ERES|4VULN|5DMG|6LHND|78ASPD|9RCR|aCDMG
220	33164 21235	   	176.12	DCR|1MDPS|2ASPD|1VULN|1DMG|1CDMG|1DUR	1ERES|2MDPS|3VULN|4LWND|5DMG|6DUR|78ASPD|9RCR|aCDMG
221	33314 21235	   	176.12	DCR|1MDPS|2ASPD|1VULN|1DMG|1CDMG|1DUR	1ERES|2MDPS|3LWND|4VULN|5DMG|6DUR|78ASPD|9RCR|aCDMG
222	33316 24235	   	176.12	DCR|1MDPS|2ASPD|1VULN|1DMG|1CDMG|1DUR	1ERES|2MDPS|3LWND|4VULN|58ASPD|6DUR|7DMG|9RCR|aCDMG
223	33414 21235	   	176.12	DCR|1MDPS|2ASPD|1VULN|1DMG|1CDMG|1DUR	1ERES|2MDPS|3BEXP|4VULN|5DMG|6DUR|78ASPD|9RCR|aCDMG
224	33614 21235	   	176.12	DCR|1MDPS|2ASPD|1VULN|1DMG|1CDMG|1DUR	1ERES|2MDPS|3LHND|4VULN|5DMG|6DUR|78ASPD|9RCR|aCDMG
225	44211 15233	   	176.04	DCR|2VULN|2ASPD|1DMG	1LEGI|24VULN|3BEXP|5FEWX|6aASPD|7RCR|8DMG|9CGEN
226	43411 13611	   	175.97	DCR|2VULN|1ASPD|1DMG|1CDMG	1LEGI|2DUST|3DMG|4CDMG|5ASPD|6BEXP|79VULN|8RCR|aLWND
227	43411 13612	   	175.97	DCR|2VULN|1ASPD|1DMG|1CDMG	1LEGI|2DUST|3DMG|4CDMG|5ASPD|6BEXP|79VULN|8RCR|aLIT
228	43411 13621	   	175.97	DCR|2VULN|1ASPD|1DMG|1CDMG	1LEGI|2DUST|3DMG|4CDMG|5ASPD|6BEXP|7aVULN|8RCR|9FEWX
229	23613 36312	   	175.92	DCR|2DMG|1VULN|3DUR|1CDMG	123DUR|4aDMG|5VULN|6RCR|7CDMG|8RCVC|9LIT
230	64633 22322	 * 	175.89	DCR|2VULN|1AART|1ASPD|1CDMG	1RCVC|2LIT|3AART|4LWND|56VULN|7CDMG|8ASPD|9RPLT|aRCR
231	43411 13613	   	175.87	DCR|2VULN|1ASPD|1DMG|1CDMG	1LEGI|2aDUST|3DMG|4CDMG|5ASPD|6BEXP|79VULN|8RCR
232	16135 35331	   	175.87	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB	16CGEN|2MDPS|38VULN|4RMIN|5ASPD|7RCR|9AART|aZMB
233	16613 35332	   	175.84	DCR|3VULN|1MDPS|1ASPD|1CDMG	16CGEN|2MDPS|3LHND|458VULN|7RCR|9ASPD|aCDMG
234	43533 33611	   	175.77	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG	1LEGI|26DUST|3CDMG|4MDPS|5DMG|7ASPD|8RCR|9aVULN
235	16215 35331	   	175.77	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB	16CGEN|2MDPS|3TLV|48VULN|5ASPD|7RCR|9AART|aZMB
236	33116 15331	   	175.77	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB	1ERES|2MDPS|38VULN|4AELBLL|5CGEN|6ASPD|7RCR|9AART|aZMB
237	24411 42332	   	175.67	DCR|1VULN|1ASPD|1DMG|1CDMG|2DUR|1ZMB	16DUR|2LWND|3DMG|4CDMG|5ASPD|7ZMB|8SPLJET|9VULN|aRCR
238	32324 35334	   	175.67	DCR|2VULN|1MDPS|1AART|1DMG|1ZMB	12ERES|3ZMB|4RMIN|58VULN|6MDPS|7RCR|9AART|aDMG
239	33613 25332	   	175.64	DCR|3VULN|1MDPS|1ASPD|1CDMG	16ERES|2MDPS|3LHND|458VULN|7RCR|9ASPD|aCDMG
240	54211 25231	 * 	175.61	ACR|2DMG|2ASPD|1VULN|1CDMG|1DUR	19DMG|2RCR|3DUR|4CDMG|57ASPD|6LIT|8LHND|aVULN
241	55231 11422	   	175.60	DCR|2VULN|2DMG|1CDMG	19DMG|2LIT|3BEXP|4CDMG|5DUST|6LHND|7RCR|8aVULN
242	33215 45331	   	175.57	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB	1ERES|2MDPS|36TLV|48VULN|5ASPD|7RCR|9AART|aZMB
243	54311 36331	   	175.51	ACR|2DMG|2ASPD|1AART|1CDMG|1DUR	1aDMG|2RCR|3DUST|4CDMG|57ASPD|6FEWX|8DUR|9AART
244	12652 43231	 * 	175.46	DCR|2VULN|1AART|2CDMG|1DUR	1CGEN|2ERES|3DUR|4BELT|5AART|67CDMG|8RCR|9aVULN
245	54214 13321	   	175.45	ACR|2VULN|2DMG|1MDPS|2CDMG|1DUR	18DMG|2RCR|3DUR|48CDMG|5DUST|6AME|78VULN|8BPWR|9CGEN|aMDPS
246	54214 13331	   	175.45	ACR|2VULN|1MDPS|2DMG|2CDMG|1DUR	18DMG|2RCR|3DUR|48CDMG|5DUST|6AME|78VULN|8BPWR|9MLV|aMDPS
247	54214 33321	   	175.45	ACR|2VULN|2DMG|1MDPS|2CDMG|1DUR	18DMG|2RCR|3DUR|48CDMG|5DUST|6MLV|78VULN|8BPWR|9CGEN|aMDPS
248	55412 33111	   	175.43	DCR|1MDPS|2DMG|1VULN|1ASPD|1ZMB|1SELL	13DMG|2LIT|4RCVC|5VULN|6SELL|7RCR|8ASPD|9ZMB|aMDPS
249	22563 23224	   	175.43	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1DUR	1DUR|2MDPS|3RMIN|4AART|5TSLARM|6RCR|7RCVC|8DMG|9ASPD|aVULN
250	32541 42312	 * 	175.41	DCR|2VULN|2AART|1ASPD	12ERES|34AART|5ASPD|68VULN|7MBVNT|9LIT|aRCR
251	32542 42312	 * 	175.41	DCR|2VULN|2AART|1DMG	12ERES|34AART|5DMG|68VULN|7MBVNT|9LIT|aRCR
252	53362 14312	   	175.35	DCR|1AART|1VULN|1ASPD|1DMG|1AAC|1ZMB	1DMG|2AAC|39DUST|4CGEN|5ASPD|6ZMB|7RCR|8AART|aVULN
253	54111 26222	   	175.35	ACR|2AART|1VULN|1ASPD|1DMG|1CDMG	1DMG|2RCR|3FEWX|4CDMG|5ASPD|6LIT|78AART|9VULN|aMLV
254	33113 15365	 * 	175.34	DCR|4VULN|1MDPS|1ASPD	1ERES|2MDPS|358aVULN|4AELBLL|6BEXP|7RCR|9ASPD
255	55231 11423	   	175.28	DCR|2DMG|1VULN|1ASPD|1CDMG	19DMG|2LIT|3BEXP|4CDMG|5DUST|6LHND|7RCR|8VULN|aASPD
256	54311 23315	   	175.25	ACR|2AART|1VULN|1ASPD|1DMG|1CDMG	1DMG|2RCR|3DUST|4CDMG|5ASPD|6LIT|7CGEN|8aAART|9VULN
257	54311 26222	   	175.25	ACR|2AART|1VULN|1ASPD|1DMG|1CDMG	1DMG|2RCR|3DUST|4CDMG|5ASPD|6LIT|78AART|9VULN|aMLV
258	14311 26315	   	175.25	ACR|2AART|1VULN|1ASPD|1DMG|1CDMG	1CGEN|2RCR|3DUST|4CDMG|5ASPD|6LIT|7aAART|8DMG|9VULN
259	54111 26221	   	175.25	ACR|2AART|1VULN|1ASPD|1DMG|1CDMG|1MSE	1DMG|2RCR|3FEWX|4CDMG|5ASPD|6LIT|78AART|9VULN|aMSE
260	54111 26223	   	175.25	ACR|2AART|1VULN|1ASPD|1DMG|1CDMG	1DMG|2RCR|3FEWX|4CDMG|5ASPD|6LIT|78AART|9VULN|aTLV
261	33613 25335	   	175.24	DCR|4VULN|1MDPS|1ASPD	16ERES|2MDPS|3LHND|458aVULN|7RCR|9ASPD
262	26263 11522	   	175.20	DCR|2VULN|2DMG|2DUR	1aDUR|2DMSP|37AME|4aVULN|5LIT|6RCR|8AELBLL|9aDMG|aBPWR
263	61263 11522	   	175.20	DCR|2VULN|2DMG|2DUR	1RCVC|2aDUR|37AME|4aVULN|5LIT|6RCR|8AELBLL|9aDMG|aBPWR
264	34311 26315	   	175.15	ACR|2AART|1VULN|1ASPD|1DMG|1CDMG	1ERES|2RCR|3DUST|4CDMG|5ASPD|6LIT|7aAART|8DMG|9VULN
265	54311 26221	   	175.15	ACR|2AART|1VULN|1ASPD|1DMG|1CDMG|1MSE	1DMG|2RCR|3DUST|4CDMG|5ASPD|6LIT|78AART|9VULN|aMSE
266	54311 26223	   	175.15	ACR|2AART|1VULN|1ASPD|1DMG|1CDMG	1DMG|2RCR|3DUST|4CDMG|5ASPD|6LIT|78AART|9VULN|aTLV
267	12652 43233	 * 	175.14	DCR|1VULN|1AART|2CDMG|1ASPD|1DUR	1CGEN|2ERES|3DUR|4BELT|5AART|67CDMG|8RCR|9VULN|aASPD
268	22353 53224	 * 	175.14	DCR|2DMG|1MDPS|1VULN|1AART|1ZMB|1DUR|1SELL	1DUR|2MDPS|3SELL|4VULN|59DMG|6ZMB|7RCVC|8AART|aRCR
269	15412 32332	 * 	175.09	DCR|2DMG|1AART|1VULN|1CDMG	18CGEN|24LIT|35DMG|6CDMG|7AART|9RCR|aVULN
270	14413 53233	   	175.05	ACR|3VULN|2DMG|1MDPS|1ASPD	18CGEN|2RCR|3MDPS|458VULN|68DMG|7LEGI|8BPWR|9RMIN|aASPD
271	54413 33233	   	175.05	ACR|3VULN|2DMG|1MDPS|1ASPD	18DMG|2RCR|3MDPS|458VULN|68CGEN|7LEGI|8BPWR|9RMIN|aASPD
272	54211 41231	 * 	175.02	ACR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR|1AAC	1DMG|2RCR|36DUR|4CDMG|5ASPD|7VULN|8RPLT|9AART|aAAC
273	55413 32132	   	174.99	DCR|2DMG|1VULN|1AART|1CDMG	13DMG|28LIT|4RCVC|5ERES|6CDMG|7AART|9RCR|aVULN
274	42111 43335	 * 	174.99	DCR|2VULN|2CDMG|1ASPD|2DUR	1LEGI|28TLV|3BEXP|48CDMG|5ASPD|6aDUR|78VULN|8BPWR|9RCR
275	42211 13335	   	174.99	DCR|2VULN|2CDMG|1ASPD|2DUR	1LEGI|28TLV|3aDUR|48CDMG|5ASPD|6BEXP|78VULN|8BPWR|9RCR
276	16333 33214	   	174.86	ACR|3VULN|1MDPS|2DMG|1AART	18CGEN|2MDPS|3LWND|4RCR|578VULN|68DMG|8BPWR|9BEXP|aAART
277	16333 33224	   	174.86	ACR|3VULN|1MDPS|2DMG|1AART	18CGEN|2MDPS|3LWND|4RCR|578VULN|68DMG|8BPWR|9FEWX|aAART
278	16633 33214	   	174.86	ACR|3VULN|1MDPS|2DMG|1AART	18CGEN|2MDPS|3LHND|4RCR|578VULN|68DMG|8BPWR|9BEXP|aAART
279	16633 33224	   	174.86	ACR|3VULN|1MDPS|2DMG|1AART	18CGEN|2MDPS|3LHND|4RCR|578VULN|68DMG|8BPWR|9FEWX|aAART
280	55412 33312	 * 	174.86	DCR|3DMG|2VULN|1SELL	139DMG|2LIT|4RCVC|5aVULN|6SELL|7RCR|8BEXP
281	22253 14223	 * 	174.86	DCR|1MDPS|1VULN|1AART|1DMG|1CDMG|2DUR	19DUR|2MDPS|3ERES|4DMG|5AART|6RPLT|7RCR|8CDMG|aVULN
282	52633 14223	   	174.86	DCR|1MDPS|1VULN|1AART|1DMG|1CDMG|2DUR	1DMG|2ERES|39DUR|4MDPS|5AART|6RPLT|7RCR|8CDMG|aVULN
283	63533 53131	   	174.78	DCR|2VULN|1AART|1ASPD|1DUR|1SPLREG	1RCVC|2ERES|3AART|4ASPD|5SPLREG|6DUR|7RPLT|89VULN|aRCR
284	22263 63242	   	174.76	DCR|1MDPS|1AART|1VULN|1DMG|1CDMG|2DUR	15DUR|2MDPS|35ERES|4AART|5BPWR|6TSLFST|7RCR|8DMG|9VULN|aCDMG
285	32533 53131	   	174.68	DCR|2VULN|1AART|1ASPD|1DUR|1SPLREG	12ERES|3AART|4ASPD|5SPLREG|6DUR|7RPLT|89VULN|aRCR
286	32533 66131	   	174.68	DCR|2VULN|1AART|1ASPD|1DUR|1SPLREG	12ERES|3AART|4ASPD|5SPLREG|6RPLT|7DUR|89VULN|aRCR
287	14235 62332	   	174.68	ACR|2VULN|2DMG|1AART|2DUR	1aCGEN|2RCR|38DUR|4BELT|5aVULN|6aDMG|7AART|9RMIN|aBPWR
288	52643 11212	   	174.67	DCR|1VULN|1AART|1ASPD|1DMG|2DUR	1DMG|25ERES|36DUR|4AART|7RPLT|8ASPD|9RCR|aVULN
289	33333 33214	   	174.66	ACR|3VULN|2DMG|1MDPS|1AART	18ERES|2MDPS|3LWND|4RCR|578VULN|68DMG|8BPWR|9BEXP|aAART
290	33333 33224	   	174.66	ACR|3VULN|2DMG|1MDPS|1AART	18ERES|2MDPS|3LWND|4RCR|578VULN|68DMG|8BPWR|9FEWX|aAART
291	33333 33264	   	174.66	ACR|3VULN|2DMG|1MDPS|1AART	18ERES|2MDPS|3LWND|4RCR|578VULN|68DMG|8BPWR|9LHND|aAART
292	33433 33264	   	174.66	ACR|3VULN|2DMG|1MDPS|1AART	18ERES|2MDPS|3BEXP|4RCR|578VULN|68DMG|8BPWR|9LWND|aAART
293	33533 33264	   	174.66	ACR|3VULN|2DMG|1MDPS|1AART	18ERES|2MDPS|3FEWX|4RCR|578VULN|68DMG|8BPWR|9LWND|aAART
294	33633 33214	   	174.66	ACR|3VULN|2DMG|1MDPS|1AART	18ERES|2MDPS|3LHND|4RCR|578VULN|68DMG|8BPWR|9BEXP|aAART
295	33633 33224	   	174.66	ACR|3VULN|2DMG|1MDPS|1AART	18ERES|2MDPS|3LHND|4RCR|578VULN|68DMG|8BPWR|9FEWX|aAART
296	33633 33264	   	174.66	ACR|3VULN|2DMG|1MDPS|1AART	18ERES|2MDPS|3LHND|4RCR|578VULN|68DMG|8BPWR|9LWND|aAART
297	42433 33214	   	174.56	ACR|3VULN|2DMG|1MDPS|1AART	1LEGI|28TLV|3MDPS|4RCR|578VULN|68DMG|8BPWR|9BEXP|aAART
298	42433 33224	   	174.56	ACR|3VULN|2DMG|1MDPS|1AART	1LEGI|28TLV|3MDPS|4RCR|578VULN|68DMG|8BPWR|9FEWX|aAART
299	55412 33313	 * 	174.54	DCR|3DMG|1VULN|1ASPD|1SELL	139DMG|2LIT|4RCVC|5VULN|6SELL|7RCR|8BEXP|aASPD
300	54211 13216	   	174.52	ACR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1DMG|2RCR|3DUR|4CDMG|5ASPD|6BEXP|79VULN|8LHND|aZMB
301	54214 33332	 * 	174.48	ACR|2VULN|2DMG|2CDMG|2DUR	18DMG|2RCR|3aDUR|48CDMG|5DUST|69MLV|78VULN|8BPWR
302	23552 33251	   	174.43	DCR|2VULN|1AART|3DUR|1CDMG	128DUR|3LWND|4BELT|5AART|69VULN|7CDMG|aRCR
303	21411 55121	   	174.33	DCR|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1DUR|2FEWX|3DMG|4CDMG|5ASPD|6BELT|7VULN|8RCR|9DUST|aZMB
304	12622 61611	   	174.29	DCR|1VULN|1ASPD|1DMG|3DUR|1CDMG	1CGEN|245ERES|345DUR|45BPWR|6CDMG|7VULN|8RCR|9DMG|aASPD
305	26631 23361	 * 	174.15	DCR|2VULN|2DMG|3DUR|1AAC	13aDUR|2DMSP|48MLV|5AAC|6aVULN|7aDMG|9RCR|aBPWR
306	61631 23361	   	174.15	DCR|2VULN|2DMG|3DUR|1AAC	1RCVC|23aDUR|48MLV|5AAC|6aVULN|7aDMG|9RCR|aBPWR
307	16314 33135	   	174.07	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG	1CGEN|2MDPS|3LWND|47VULN|5DMG|6LHND|8ASPD|9RCR|aCDMG
308	24442 32342	 * 	174.04	DCR|2AART|2ASPD|1DMG|1DUR	1DUR|2LWND|3DMG|4LIT|59AART|68ASPD|7MBVNT|aRCR
309	33164 33135	   	173.97	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG	1ERES|2MDPS|37VULN|4LWND|5DMG|6LHND|8ASPD|9RCR|aCDMG
310	33314 33135	   	173.97	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG	1ERES|2MDPS|3LWND|47VULN|5DMG|6LHND|8ASPD|9RCR|aCDMG
311	33663 33135	   	173.97	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG	1ERES|2MDPS|3LHND|4LWND|57VULN|6DMG|8ASPD|9RCR|aCDMG
312	21211 15332	   	173.94	DCR|2VULN|1AART|1ASPD|1DUR	1DUR|25FEWX|3BEXP|48VULN|6ASPD|7RCR|9AART|aLHND
313	21211 15333	   	173.94	DCR|2VULN|1AART|1ASPD|1DUR	1DUR|25FEWX|3BEXP|48VULN|6ASPD|7RCR|9AART|aLIT
314	21211 15335	   	173.94	DCR|2VULN|1AART|1ASPD|1DUR	1DUR|25FEWX|3BEXP|48VULN|6ASPD|7RCR|9AART|aMLV
