0	Index      	 *	Score 	Summary	Detail	
1	26543 33333	 * 	210.71	DCR|3ASPD|1AART|1VULN|1DMG|1CDMG	1RMIN|2LHND|3CDMG|457ASPD|6RCR|8VULN|9AART|aDMG
164	53131 36411	   	184.72	DCR|2DMG|1AART|1VULN|2CDMG	167LIT|2BEXP|37CDMG|47DMG|5AART|7BPWR|8RCR|9VULN|aRMIN
165	53131 36422	   	184.72	DCR|2DMG|1AART|1VULN|2CDMG	167LIT|2BEXP|37CDMG|47DMG|5AART|7BPWR|8RCR|9FEWX|aVULN
166	52131 36413	   	184.62	DCR|2DMG|1VULN|2CDMG|1AART	167LIT|2LHND|37CDMG|47DMG|5AART|7BPWR|8RCR|9VULN|aERES
167	53131 36413	   	184.62	DCR|2DMG|1VULN|2CDMG|1AART	167LIT|2BEXP|37CDMG|47DMG|5AART|7BPWR|8RCR|9VULN|aERES
168	61425 42112	   	184.54	DCR|3VULN|1ASPD|1CDMG|1SPLREG|1SELL	138VULN|2BEXP|4MBVNT|5CDMG|6RCR|7SELL|9ASPD|aSPLREG
169	24313 25213	   	184.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	16RMIN|29VULN|3AART|4DUR|5CGEN|7CDMG|8ASPD|aRCR
170	24313 45213	   	184.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1RMIN|29VULN|3AART|4DUR|56CGEN|7CDMG|8ASPD|aRCR
171	63153 25213	   	184.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	19VULN|2DUR|36RMIN|4AART|5CGEN|7CDMG|8ASPD|aRCR
172	63213 31462	   	184.17	DCR|4VULN|1MDPS|1CDMG|1ZMB|1DUR	1678VULN|2DUR|3MDPS|4MBVNT|5CDMG|9ZMB|aRCR
173	24312 25213	   	184.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	15RMIN|29VULN|3AART|4DUR|6ERES|7CDMG|8ASPD|aRCR
174	24312 52634	   	184.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	15RMIN|28VULN|3AART|4DUR|6CDMG|7MBVNT|9DMG|aRCR
175	63152 25213	   	184.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	19VULN|2DUR|35RMIN|4AART|6ERES|7CDMG|8ASPD|aRCR
176	63425 13434	   	184.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	13VULN|2DUR|4MBVNT|5CDMG|6DMG|7AART|8FEWX|9DMSP|aRCR
177	63213 18448	 * 	184.05	DCR|3VULN|1MDPS|1ASPD|1CDMG|1DUR	19aVULN|2DUR|3MDPS|4MBVNT|5CDMG|6ASPD|7RCR|8BELT
178	63425 13334	   	183.99	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	13VULN|2DUR|4MBVNT|5CDMG|6DMG|7AART|8DUST|9DMSP|aRCR
179	63213 18225	   	183.95	DCR|3VULN|1MDPS|1ASPD|1CDMG|1DUR	19aVULN|2DUR|3MDPS|4MBVNT|5CDMG|6ASPD|7RCR|8DUST
180	24331 12151	   	183.90	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1RMIN|2VULN|3AART|4LIT|5LWND|6RCR|7CDMG|8DMG|9ASPD|aRCVC
181	24324 22112	   	183.89	DCR|2VULN|1AART|1ASPD|1CDMG	1RMIN|2aVULN|3AART|4LWND|5CDMG|6RCR|79MLV|8ASPD
182	24331 12225	   	183.89	DCR|2VULN|1AART|1DMG|1CDMG	1RMIN|28VULN|3AART|4LIT|5LWND|6RCR|7CDMG|9CGEN|aDMG
183	24331 12265	   	183.89	DCR|2VULN|1AART|1ASPD|1CDMG	1RMIN|28VULN|3AART|4LIT|5LWND|6RCR|7CDMG|9MULFIG|aASPD
184	24324 25212	   	183.79	DCR|2VULN|1AART|1DMG|1CDMG	1RMIN|2aVULN|3AART|48LWND|5CDMG|6RCR|7DMG|9ERES
185	24324 25222	   	183.79	DCR|2VULN|1AART|1DMG|1CDMG	1RMIN|2aVULN|3AART|48LWND|5CDMG|6RCR|7DMG|9TLV
186	62411 32112	   	183.69	DCR|3VULN|2AART|1DUR	137VULN|2LHND|4CGEN|56AART|8ERES|9RCR|aDUR
187	62411 32212	   	183.69	DCR|3VULN|2AART|1DUR	137VULN|2LHND|4CGEN|56AART|8TLV|9RCR|aDUR
188	62431 32112	   	183.69	DCR|3VULN|2AART|1DUR	137VULN|2LHND|4AME|56AART|8ERES|9RCR|aDUR
189	62431 32212	   	183.69	DCR|3VULN|2AART|1DUR	137VULN|2LHND|4AME|56AART|8TLV|9RCR|aDUR
190	62425 43334	   	183.69	DCR|2VULN|1AART|1DMG|1CDMG	13VULN|2LHND|4MBVNT|5CDMG|6RCR|7TLV|8FEWX|9AART|aDMG
191	24324 25111	   	183.57	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1RMIN|2VULN|3AART|4LWND|5CDMG|6RCR|7DMG|8ASPD|9MLV|aCGEN
192	24324 25112	   	183.57	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1RMIN|2VULN|3AART|4LWND|5CDMG|6RCR|7DMG|8ASPD|9MLV|aAME
193	26322 25132	   	183.57	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1RMIN|2LHND|3AART|4LWND|5CDMG|6RCR|7DMG|8ASPD|9DMSP|aVULN
194	26322 25152	   	183.57	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1RMIN|29LHND|3AART|4LWND|5CDMG|6RCR|7DMG|8ASPD|aVULN
195	24331 12152	   	183.57	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1RMIN|2VULN|3AART|4aLIT|5LWND|6RCR|7CDMG|8DMG|9ASPD
196	24331 12153	   	183.57	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1RMIN|2VULN|3AART|4LIT|5aLWND|6RCR|7CDMG|8DMG|9ASPD
197	24331 12155	   	183.57	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1RMIN|2VULN|3AART|4LIT|5LWND|6RCR|7CDMG|8DMG|9ASPD|aCGEN
198	53132 31245	   	183.50	DCR|2DMG|2ASPD|1VULN|1CDMG	1LIT|2BEXP|3CDMG|47DMG|5DUST|6VULN|89ASPD|aRCR
199	23543 36222	   	183.49	DCR|2VULN|1MDPS|2ASPD|1CDMG	1RMIN|2DUST|3CDMG|45ASPD|6RCR|78VULN|9MDPS|aERES
200	23543 36223	   	183.49	DCR|2VULN|1MDPS|2ASPD|1CDMG|1MSE	1RMIN|2DUST|3CDMG|45ASPD|6RCR|78VULN|9MDPS|aMSE
201	24543 31222	   	183.49	DCR|2VULN|1MDPS|2ASPD|1CDMG	1RMIN|28VULN|3CDMG|45ASPD|6RCR|7DUST|9MDPS|aERES
202	24543 31223	   	183.49	DCR|2VULN|1MDPS|2ASPD|1CDMG|1MSE	1RMIN|28VULN|3CDMG|45ASPD|6RCR|7DUST|9MDPS|aMSE
203	63213 18418	   	183.49	DCR|2DMG|1MDPS|1VULN|1ASPD|1CDMG|1DUR	1VULN|2DUR|3MDPS|4MBVNT|5CDMG|6ASPD|7RCR|8BELT|9aDMG
204	24324 25133	   	183.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1RMIN|2VULN|3AART|4LWND|5CDMG|6RCR|7DMG|8ASPD|9DMSP|aERES
205	24331 12154	   	183.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1RMIN|2VULN|3AART|4LIT|5LWND|6RCR|7CDMG|8DMG|9ASPD|aTLV
206	24331 12156	   	183.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1RMIN|2VULN|3AART|4LIT|5LWND|6RCR|7CDMG|8DMG|9ASPD|aERES
207	63213 31681	   	183.39	DCR|3VULN|1MDPS|1DMG|1CDMG|1AAC|1DUR	167VULN|2DUR|3MDPS|4MBVNT|5CDMG|8DMG|9RCR|aAAC
208	24541 23213	   	183.32	DCR|2VULN|1AART|2CDMG|1ASPD	1RMIN|29VULN|36CDMG|4ASPD|5CGEN|7AART|8LHND|aRCR
209	24312 12111	   	183.29	DCR|3VULN|1AART|2DUR|1ZMB	15RMIN|267VULN|3AART|46DUR|6BPWR|8ERES|9RCR|aZMB
210	24312 12211	   	183.29	DCR|3VULN|1AART|2DUR|1ZMB	15RMIN|267VULN|3AART|46DUR|6BPWR|8TLV|9RCR|aZMB
211	63152 12111	   	183.29	DCR|3VULN|1AART|2DUR|1ZMB	167VULN|26DUR|35RMIN|4AART|6BPWR|8ERES|9RCR|aZMB
212	63152 12211	   	183.29	DCR|3VULN|1AART|2DUR|1ZMB	167VULN|26DUR|35RMIN|4AART|6BPWR|8TLV|9RCR|aZMB
213	24324 36213	   	183.22	DCR|2VULN|1AART|2CDMG|1ASPD	1RMIN|29VULN|3AART|4LWND|57CDMG|6ERES|8ASPD|aRCR
214	24541 23113	   	183.22	DCR|2VULN|1AART|2CDMG|1ASPD	1RMIN|28VULN|36CDMG|4ASPD|5CGEN|7AART|9LEGI|aRCR
215	24553 23113	   	183.22	DCR|2VULN|1AART|2CDMG|1ASPD	1RMIN|28VULN|36CDMG|4AME|5ASPD|7AART|9LEGI|aRCR
216	26531 32223	   	183.19	DCR|3VULN|1AART|2CDMG	1RMIN|28LHND|35CDMG|456VULN|5BPWR|7FEWX|9RCR|aAART
217	63425 42142	   	183.11	DCR|3VULN|1CDMG|1ZMB|1DUR|1SPLREG|1SELL	138VULN|2DUR|4MBVNT|5CDMG|6RCR|7SELL|9ZMB|aSPLREG
218	24535 32211	   	182.64	DCR|2VULN|2ASPD|1CDMG|1DUR	14RMIN|28VULN|3CDMG|59ASPD|6RCR|7DUR|aCGEN
219	24535 32212	   	182.64	DCR|2VULN|2ASPD|1CDMG|1DUR	14RMIN|28VULN|3CDMG|59ASPD|6RCR|7DUR|aLHND
220	24535 32213	   	182.64	DCR|2VULN|2ASPD|1CDMG|1DUR	14RMIN|28VULN|3CDMG|59ASPD|6RCR|7DUR|aFEWX
221	24543 32121	   	182.64	DCR|2VULN|2ASPD|1CDMG|1DUR	1RMIN|29VULN|3CDMG|45ASPD|6RCR|7DUR|8FEWX|aBEXP
222	24543 32122	   	182.64	DCR|2VULN|2ASPD|1CDMG|1DUR	1RMIN|29VULN|3CDMG|45ASPD|6RCR|7DUR|8aFEWX
223	26543 32221	   	182.64	DCR|2VULN|2ASPD|1CDMG|1DUR	1RMIN|2LHND|3CDMG|45ASPD|6RCR|7DUR|89VULN|aBEXP
224	26543 32222	   	182.64	DCR|2VULN|2ASPD|1CDMG|1DUR	1RMIN|2LHND|3CDMG|45ASPD|6RCR|7DUR|89VULN|aFEWX
225	26543 32223	   	182.64	DCR|2VULN|2ASPD|1CDMG|1DUR	1RMIN|2LHND|3CDMG|45ASPD|6RCR|7DUR|89VULN|aLWND
226	23543 33126	   	182.54	DCR|2VULN|2ASPD|1CDMG|1DUR	1RMIN|2DUST|3CDMG|45ASPD|6RCR|7DUR|8FEWX|9aVULN
227	23543 33216	   	182.54	DCR|2VULN|2ASPD|1CDMG|1DUR	1RMIN|2DUST|3CDMG|45ASPD|6RCR|7DUR|8aVULN|9BEXP
228	23543 33221	   	182.54	DCR|2VULN|2ASPD|1CDMG|1DUR	1RMIN|2DUST|3CDMG|45ASPD|6RCR|7DUR|89VULN|aBEXP
229	23543 33222	   	182.54	DCR|2VULN|2ASPD|1CDMG|1DUR	1RMIN|2DUST|3CDMG|45ASPD|6RCR|7DUR|89VULN|aFEWX
230	23543 33223	   	182.54	DCR|2VULN|2ASPD|1CDMG|1DUR	1RMIN|2DUST|3CDMG|45ASPD|6RCR|7DUR|89VULN|aLWND
231	23543 33225	   	182.54	DCR|2VULN|2ASPD|1CDMG|1DUR	1RMIN|2DUST|3CDMG|45ASPD|6RCR|7DUR|89VULN|aMLV
232	23543 36231	   	182.54	DCR|2VULN|2ASPD|1CDMG|1DUR	1RMIN|2DUST|3CDMG|45ASPD|6RCR|78VULN|9DUR|aBEXP
233	23543 36232	   	182.54	DCR|2VULN|2ASPD|1CDMG|1DUR	1RMIN|2DUST|3CDMG|45ASPD|6RCR|78VULN|9DUR|aFEWX
234	23543 36233	   	182.54	DCR|2VULN|2ASPD|1CDMG|1DUR	1RMIN|2DUST|3CDMG|45ASPD|6RCR|78VULN|9DUR|aLWND
235	24543 31231	   	182.54	DCR|2VULN|2ASPD|1CDMG|1DUR	1RMIN|28VULN|3CDMG|45ASPD|6RCR|7DUST|9DUR|aBEXP
236	24543 31232	   	182.54	DCR|2VULN|2ASPD|1CDMG|1DUR	1RMIN|28VULN|3CDMG|45ASPD|6RCR|7DUST|9DUR|aFEWX
237	24543 31233	   	182.54	DCR|2VULN|2ASPD|1CDMG|1DUR	1RMIN|28VULN|3CDMG|45ASPD|6RCR|7DUST|9DUR|aLWND
238	24312 12114	   	182.32	DCR|3VULN|1MDPS|1AART|2DUR	15RMIN|267VULN|3AART|46DUR|6BPWR|8ERES|9RCR|aMDPS
239	24312 12214	   	182.32	DCR|3VULN|1MDPS|1AART|2DUR	15RMIN|267VULN|3AART|46DUR|6BPWR|8TLV|9RCR|aMDPS
240	63152 12114	   	182.32	DCR|3VULN|1MDPS|1AART|2DUR	167VULN|26DUR|35RMIN|4AART|6BPWR|8ERES|9RCR|aMDPS
241	63152 12214	   	182.32	DCR|3VULN|1MDPS|1AART|2DUR	167VULN|26DUR|35RMIN|4AART|6BPWR|8TLV|9RCR|aMDPS
242	63425 42314	   	182.19	DCR|2VULN|2ASPD|1CDMG|1DUR|1SELL	13VULN|2DUR|4MBVNT|5CDMG|6RCR|7SELL|8DUST|9aASPD
243	63425 42414	   	182.19	DCR|2VULN|2ASPD|1CDMG|1DUR|1SELL	13VULN|2DUR|4MBVNT|5CDMG|6RCR|7SELL|8LEGI|9aASPD
244	12432 12511	   	182.06	DCR|3VULN|1ASPD|1DMG|1DUR	1LWND|2LHND|367VULN|4BEXP|5DMG|8DUR|9ASPD|aRCR
245	13432 12411	   	182.06	DCR|3VULN|1ASPD|1DMG|1DUR	1LWND|2DUR|367VULN|4BEXP|5DMG|8LHND|9ASPD|aRCR
246	63213 32463	   	182.05	DCR|3VULN|1MDPS|1ASPD|1CDMG|1DUR	169VULN|2DUR|3MDPS|4MBVNT|5CDMG|7LIT|8RCR|aASPD
247	24332 61532	   	181.99	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|29VULN|3AART|4LIT|57RCVC|6RCR|8DMG|aZMB
248	13422 12411	   	181.96	DCR|3VULN|1ASPD|1DMG|1DUR	1LWND|2DUR|367VULN|4DUST|5DMG|8LHND|9ASPD|aRCR
249	13462 12411	   	181.96	DCR|3VULN|1ASPD|1DMG|1DUR	1LWND|2DUR|367VULN|4LEGI|5DMG|8LHND|9ASPD|aRCR
250	11422 12511	   	181.96	DCR|3VULN|1ASPD|1DMG|1DUR	1LWND|2BEXP|367VULN|4DUST|5DMG|8DUR|9ASPD|aRCR
251	11462 12511	   	181.96	DCR|3VULN|1ASPD|1DMG|1DUR	1LWND|2BEXP|367VULN|4LEGI|5DMG|8DUR|9ASPD|aRCR
252	12422 12511	   	181.96	DCR|3VULN|1ASPD|1DMG|1DUR	1LWND|2LHND|367VULN|4DUST|5DMG|8DUR|9ASPD|aRCR
253	13432 12311	   	181.96	DCR|3VULN|1ASPD|1DMG|1DUR	1LWND|2DUR|367VULN|4BEXP|5DMG|8DUST|9ASPD|aRCR
254	16432 12511	   	181.96	DCR|3VULN|1ASPD|1DMG|1DUR	1LWND|2DUST|367VULN|4BEXP|5DMG|8DUR|9ASPD|aRCR
255	41622 16311	   	181.96	DCR|3VULN|1ASPD|1DMG|1DUR	1FEWX|2BEXP|3DMG|4DUR|567VULN|8DUST|9ASPD|aRCR
256	43462 12311	   	181.96	DCR|3VULN|1ASPD|1DMG|1DUR	1FEWX|2DUR|367VULN|4LHND|5DMG|8DUST|9ASPD|aRCR
257	62252 12511	 * 	181.96	DCR|3VULN|1MDPS|1ASPD|1DMG|1DUR	167VULN|24LHND|3MDPS|5DMG|8DUR|9ASPD|aRCR
258	26531 33343	   	181.94	DCR|3VULN|1AART|2CDMG	1RMIN|2LHND|35CDMG|456VULN|5BPWR|7AART|8BEXP|9RCVC|aRCR
259	66152 11323	   	181.86	DCR|3VULN|1AART|1CDMG|1DUR	168VULN|26DUST|35RMIN|4AART|6BPWR|7DUR|9CDMG|aRCR
260	63113 63523	   	181.86	DCR|3VULN|1AART|1CDMG|1DUR	168VULN|2DUR|3RMIN|4DUST|5CDMG|7AART|9DMSP|aRCR
261	13462 12311	   	181.86	DCR|3VULN|1ASPD|1DMG|1DUR	1LWND|2DUR|367VULN|4LEGI|5DMG|8DUST|9ASPD|aRCR
262	63513 63223	   	181.79	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	16VULN|2DUR|3ZMB|4DUST|58CDMG|7AART|9DMSP|aRCR
263	63425 33114	   	181.76	DCR|3VULN|1AART|1CDMG|1DUR	139VULN|2DUR|4MBVNT|5CDMG|6CGEN|7AART|8ERES|aRCR
264	62523 63223	   	181.71	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	16VULN|28LHND|3ZMB|47DUR|5CDMG|9RCR|aAART
265	12432 63161	   	181.70	DCR|2VULN|1AART|1ASPD|1DMG	1LWND|27LHND|3aVULN|4BEXP|5DMG|6AART|8ASPD|9RCR
266	24125 44148	   	181.66	DCR|2VULN|2ASPD|2CDMG	1RMIN|2aVULN|3ERES|4MBVNT|5aCDMG|6RCR|7LWND|8CANARM|9aASPD|aBPWR
267	24335 63231	   	181.66	DCR|3VULN|1AART|1CDMG	1RMIN|289VULN|3AART|4LIT|5CDMG|6RCR|7LHND|aSNIFST
268	24335 63232	   	181.66	DCR|3VULN|1AART|1CDMG	1RMIN|289VULN|3AART|4LIT|5CDMG|6RCR|7LHND|aCGEN
269	24335 63233	   	181.66	DCR|3VULN|1AART|1CDMG	1RMIN|289VULN|3AART|4LIT|5CDMG|6RCR|7LHND|aRPLT
270	24331 12231	   	181.66	DCR|3VULN|1AART|1CDMG	1RMIN|289VULN|3AART|4LIT|5LWND|6RCR|7CDMG|aSNIFST
271	24331 12232	   	181.66	DCR|3VULN|1AART|1CDMG	1RMIN|289VULN|3AART|4LIT|5LWND|6RCR|7CDMG|aCGEN
272	24331 12233	   	181.66	DCR|3VULN|1AART|1CDMG	1RMIN|289VULN|3AART|4LIT|5LWND|6RCR|7CDMG|aRPLT
273	24331 12234	   	181.66	DCR|3VULN|1AART|1CDMG	1RMIN|289VULN|3AART|4LIT|5LWND|6RCR|7CDMG|aAME
274	24331 12236	   	181.66	DCR|3VULN|1AART|1CDMG	1RMIN|289VULN|3AART|4LIT|5LWND|6RCR|7CDMG|aMLV
275	24312 14611	   	181.63	DCR|2VULN|2AART|2DUR|1ZMB	15RMIN|26VULN|38AART|46DUR|6BPWR|7CGEN|9RCR|aZMB
276	52212 14263	   	181.60	DCR|2VULN|1AART|1ASPD|1NUKE|1AAC	1LIT|2LHND|3LWND|4ASPD|57VULN|6AAC|8AART|9RCR|aNUKE
277	12422 63161	   	181.60	DCR|2VULN|1AART|1ASPD|1DMG	1LWND|27LHND|3aVULN|4DUST|5DMG|6AART|8ASPD|9RCR
278	24332 62141	   	181.57	DCR|2VULN|1AART|1NUKE|1ZMB	1RMIN|27VULN|3AART|4LIT|58RCVC|6RCR|9ZMB|aNUKE
279	63435 33223	   	181.54	DCR|3VULN|2AART|1DUR|1SELL	136VULN|2DUR|4AME|5SELL|79AART|8LHND|aRCR
280	63415 33213	   	181.32	DCR|4VULN|1AART|1DUR|1SELL	1369VULN|2DUR|4CGEN|5SELL|7AART|8LHND|aRCR
281	62425 42121	   	181.31	DCR|3VULN|1AART|1CDMG|1SELL	138VULN|2LHND|4MBVNT|5CDMG|6RCR|7SELL|9AART|aMULFIG
282	62425 42424	   	181.31	DCR|3VULN|1AART|1CDMG|1SELL	13aVULN|2LHND|4MBVNT|5CDMG|6RCR|7SELL|8DMSP|9AART
283	62441 12113	   	181.26	DCR|3VULN|1AART|2ZMB|1DUR	137VULN|26LHND|46ZMB|5AART|6BPWR|8ERES|9RCR|aDUR
284	62441 12213	   	181.26	DCR|3VULN|1AART|2ZMB|1DUR	137VULN|26LHND|46ZMB|5AART|6BPWR|8TLV|9RCR|aDUR
285	63415 33113	   	181.22	DCR|4VULN|1AART|1DUR|1SELL	1368VULN|2DUR|4CGEN|5SELL|7AART|9LEGI|aRCR
286	63415 33313	   	181.22	DCR|4VULN|1AART|1DUR|1SELL	1369VULN|2DUR|4CGEN|5SELL|7AART|8DUST|aRCR
287	63435 33113	   	181.22	DCR|4VULN|1AART|1DUR|1SELL	1368VULN|2DUR|4AME|5SELL|7AART|9LEGI|aRCR
288	62425 42122	   	181.21	DCR|3VULN|1AART|1CDMG|1SELL	138VULN|2LHND|4MBVNT|5CDMG|6RCR|7SELL|9AART|aDUST
289	62425 42123	   	181.21	DCR|3VULN|1AART|1CDMG|1SELL|1MSE	138VULN|2LHND|4MBVNT|5CDMG|6RCR|7SELL|9AART|aMSE
290	26531 33323	   	181.19	DCR|3VULN|1AART|2CDMG	1RMIN|2LHND|35CDMG|456VULN|5BPWR|7AART|8BEXP|9DMSP|aRCR
291	26531 33363	   	181.19	DCR|3VULN|1AART|2CDMG	1RMIN|29LHND|35CDMG|456VULN|5BPWR|7AART|8BEXP|aRCR
292	22341 53114	   	181.09	DCR|2DMG|1VULN|1AART|1CDMG	1RMIN|2RPLT|35CGEN|45DMG|5BPWR|6RCR|7AART|8ERES|9VULN|aCDMG
293	24331 12125	   	181.09	DCR|2DMG|1AART|1VULN|1CDMG	1RMIN|2VULN|3AART|49LIT|5LWND|6RCR|7CDMG|8aDMG
294	63213 51462	 * 	181.09	DCR|3VULN|1MDPS|2CDMG|2DUR|1ZMB	178VULN|26DUR|3MDPS|4MBVNT|56CDMG|6BPWR|9ZMB|aRCR
295	24521 33113	   	181.09	DCR|3VULN|1AART|2CDMG	1RMIN|268VULN|35CDMG|45LHND|5BPWR|7AART|9LEGI|aRCR
296	26531 13113	   	181.09	DCR|3VULN|1AART|2CDMG	1RMIN|26LHND|35CDMG|458VULN|5BPWR|7AART|9LEGI|aRCR
297	26531 33213	   	181.09	DCR|3VULN|1AART|2CDMG	1RMIN|28LHND|35CDMG|456VULN|5BPWR|7AART|9LEGI|aRCR
298	26531 33523	   	181.09	DCR|3VULN|1AART|2CDMG	1RMIN|2LHND|35CDMG|456VULN|5BPWR|7AART|8DUST|9DMSP|aRCR
299	26531 33613	   	181.09	DCR|3VULN|1AART|2CDMG	18RMIN|2LHND|35CDMG|456VULN|5BPWR|7AART|9LEGI|aRCR
300	63525 33113	   	181.05	DCR|3VULN|1AART|2DUR|1ZMB|1SELL	168VULN|24DUR|3ZMB|5SELL|7AART|9LHND|aRCR
301	63525 33133	   	180.95	DCR|3VULN|1AART|2DUR|1ZMB|1SELL	168VULN|24DUR|3ZMB|5SELL|7AART|9DUST|aRCR
302	24333 62116	   	180.88	DCR|2VULN|1AART|1ASPD|1DMG	1RMIN|27VULN|3AART|4LIT|5DMG|6ASPD|8RCVC|9CGEN|aRCR
303	63613 31242	   	180.84	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1VULN|2DUR|3BELT|4RCVC|5FEWX|6DMG|7ZMB|8ASPD|9AART|aRCR
304	61213 11448	   	180.81	DCR|2VULN|1MDPS|2ASPD|3CDMG	19VULN|2BEXP|3MDPS|4MBVNT|579CDMG|69ASPD|8RPLT|9BPWR|aRCR
305	24324 23124	   	180.81	DCR|2VULN|1AART|1CDMG|2DUR|1AAC	1RMIN|29VULN|3AART|49LWND|5CDMG|6RCR|7DUST|89DUR|9BPWR|aAAC
