0	Index      	Bounty	 *	Score 	Summary	Detail	
1	53135 31341	10	 * 	288.01	橙4易伤3时间1伤害1等级	1掉矿246时间346a易伤46序列升级5额外掉落7等级8核9伤害
211	53135 33314	10	   	258.96	橙3易伤3时间1等级1暴击	1掉矿246时间346易伤46序列升级5额外掉落7随机矿8核9等级a暴击
212	63133 21422	7	   	258.96	橙3易伤3时间1等级1暴击	1金币生成246时间347易伤4序列升级5基地爆炸8核9等级a暴击
213	63133 61422	7	   	258.96	橙3易伤3时间1等级1暴击	1金币生成247时间346易伤4序列升级5基地爆炸8核9等级a暴击
214	53135 31316	8	   	258.86	橙3易伤3时间1等级1暴击1核弹	1掉矿246时间346易伤46序列升级5额外掉落7等级8核9核弹a暴击
215	53135 32322	9	   	258.78	橙3易伤3时间1伤害1全技能	1掉矿246时间346易伤46序列升级5额外掉落7策反8核9全技能a伤害
216	53135 33322	9	   	258.78	橙3易伤3时间1伤害1全技能	1掉矿246时间346易伤46序列升级5额外掉落7随机矿8核9全技能a伤害
217	63135 22362	5	   	258.78	橙3易伤3时间1伤害1全技能	1金币生成247时间345易伤4序列升级6随机矿8全技能9核a伤害
218	53135 35322	9	   	258.68	橙3易伤3时间1伤害1核弹1全技能	1掉矿246时间346易伤46序列升级5额外掉落7核弹8核9全技能a伤害
219	31124 25332	7	   	258.64	橙4易伤2时间1伤害	168敌人爆炸2立即金币348a易伤58时间7核8序列升级9伤害
220	11352 46333	2	   	258.61	橙3易伤3时间1等级1暴击1卖塔	1卖塔246易伤346时间46序列升级5加一7掉矿8等级9核a暴击
221	63135 12125	10	   	258.54	橙4易伤2时间1伤害	1金币生成24时间3456易伤4序列升级7核8敌人爆炸9最后敌人a伤害
222	63135 12215	8	   	258.54	橙4易伤2时间1伤害	18金币生成24时间3456易伤4序列升级7核9伤害a最后敌人
223	63135 12235	10	   	258.54	橙4易伤2时间1伤害	18金币生成24时间3456易伤4序列升级7核9立即金币a伤害
224	63135 12325	10	   	258.54	橙4易伤2时间1伤害	1金币生成24时间3456易伤4序列升级7核8低血量敌人9最后敌人a伤害
225	63133 62214	8	   	258.54	橙4易伤2时间1伤害	1金币生成24时间346a易伤4序列升级5基地爆炸7核8伤害9低血量敌人
226	63133 62234	8	   	258.54	橙4易伤2时间1伤害	1金币生成24时间346a易伤4序列升级5基地爆炸7核8伤害9最后敌人
227	63133 62234	9	   	258.54	橙4易伤2时间1伤害	1金币生成24时间346a易伤4序列升级5基地爆炸7核8伤害9最后敌人
228	63136 23133	5	   	258.54	橙4易伤2时间1伤害	1金币生成24时间347a易伤4序列升级5伤害6平台8敌人爆炸9核
229	11543 34221	3	 * 	258.51	橙4易伤2攻速1时间1暴击1卖塔	1卖塔2478易伤34攻速4序列升级5时间6核9基地爆炸a暴击
230	53132 62214	8	   	258.44	橙4易伤2时间1伤害	1掉矿24时间346a易伤4序列升级5最后敌人7核8伤害9低血量敌人
231	53132 62214	9	   	258.44	橙4易伤2时间1伤害	1掉矿24时间346a易伤4序列升级5最后敌人7核8伤害9基地爆炸
232	53132 62224	9	   	258.44	橙4易伤2时间1伤害	1掉矿24时间346a易伤4序列升级5最后敌人7核8伤害9随机矿
233	53133 62214	9	   	258.44	橙4易伤2时间1伤害	1掉矿24时间346a易伤4序列升级5低血量敌人7核8伤害9基地爆炸
234	53133 62224	9	   	258.44	橙4易伤2时间1伤害	1掉矿24时间346a易伤4序列升级5低血量敌人7核8伤害9随机矿
235	53133 62224	8	   	258.44	橙4易伤2时间1伤害	1掉矿24时间346a易伤4序列升级5低血量敌人7核8伤害9随机矿
236	63135 12211	8	   	258.44	橙4易伤2时间1伤害	18金币生成24时间3456易伤4序列升级7核9伤害a挖尘
237	63135 12512	10	   	258.44	橙4易伤2时间1伤害	1金币生成24时间3456易伤4序列升级7核8掉矿9伤害a随机矿
238	63135 12611	7	   	258.44	橙4易伤2时间1伤害	1金币生成24时间3456易伤4序列升级7核8立即金币9伤害a挖尘
239	63131 12511	9	   	258.44	橙4易伤2时间1伤害	15金币生成24时间346a易伤4序列升级7核8掉矿9伤害
240	63131 12513	10	   	258.44	橙4易伤2时间1伤害	15金币生成24时间346a易伤4序列升级7核8掉矿9伤害
241	53133 63224	8	   	258.34	橙4易伤2时间1伤害	1掉矿24时间346a易伤4序列升级5低血量敌人7挖尘8伤害9核
242	63135 12511	10	   	258.34	橙4易伤2时间1伤害	1金币生成24时间3456易伤4序列升级7核8掉矿9伤害a挖尘
243	63135 12512	9	   	258.34	橙4易伤2时间1伤害	1金币生成24时间3456易伤4序列升级7核8掉矿9伤害a赏金邻近
244	63135 12213	8	   	258.29	橙4易伤2时间1伤害1卖塔	18金币生成24时间3456易伤4序列升级7核9伤害a卖塔
245	63135 12613	7	   	258.29	橙4易伤2时间1伤害1卖塔	1金币生成24时间3456易伤4序列升级7核8立即金币9伤害a卖塔
246	63115 15322	6	   	258.11	橙5易伤2时间	17金币生成27时间34567易伤7序列升级8低血量敌人9最后敌人a核
247	63115 15332	6	   	258.11	橙5易伤2时间	17金币生成27时间34567易伤7序列升级8低血量敌人9敌人爆炸a核
248	63133 62126	8	   	258.11	橙5易伤2时间	1a金币生成24时间3469a易伤4a序列升级5a基地爆炸7核8加一
249	11222 34421	5	   	258.06	橙3易伤2伤害1等级1攻速1卖塔	1卖塔27a易伤3等级4a金币生成5攻速6核8雷电9a伤害a序列升级
250	16312 23112	9	   	258.04	橙5易伤1时间2雷电1卖塔	1卖塔26雷电34569易伤6序列升级7策反8核a时间
251	16312 23115	10	   	258.04	橙5易伤1时间2雷电1卖塔	1卖塔26雷电34569易伤6序列升级7策反8核a时间
