0	Index      	Bounty	 *	Score 	Summary	Detail	
1	41513 63332	8	 * 	276.33	DCR|3VULN|2DMG|2TLV|1CDMG	1ASPD|289VULN|3LIT|4LHND|58DMG|6CDMG|78TLV|8BPWR|aRCR
168	12122 11351	1	   	249.56	DCR|4VULN|1TLV|1DMG	1BEXP|2LWND|3789VULN|4DMG|5TLV|6RCR|aASPD
169	14211 43351	2	   	249.56	DCR|4VULN|1TLV|1DMG	1BEXP|2DMG|3589VULN|4LHND|6TLV|7RCR|aASPD
170	14212 11351	2	   	249.56	DCR|4VULN|1TLV|1DMG	1BEXP|2DMG|3789VULN|4LHND|5TLV|6RCR|aASPD
171	14231 43351	2	   	249.56	DCR|4VULN|1TLV|1DMG	1BEXP|2DMG|3589VULN|4LWND|6TLV|7RCR|aASPD
172	14232 11351	2	   	249.56	DCR|4VULN|1TLV|1DMG	1BEXP|2DMG|3789VULN|4LWND|5TLV|6RCR|aASPD
173	14243 11351	2	   	249.56	DCR|4VULN|1TLV|1DMG	1BEXP|2DMG|3789VULN|4TLV|5LHND|6RCR|aASPD
174	15121 43351	2	   	249.56	DCR|4VULN|1TLV|1DMG	1BEXP|2LHND|3589VULN|4DMG|6TLV|7RCR|aASPD
175	15122 11351	2	   	249.56	DCR|4VULN|1TLV|1DMG	1BEXP|2LHND|3789VULN|4DMG|5TLV|6RCR|aASPD
176	15321 43351	3	   	249.56	DCR|4VULN|1TLV|1DMG	1BEXP|2LHND|3589VULN|4DMG|6TLV|7RCR|aASPD
177	15322 11351	3	   	249.56	DCR|4VULN|1TLV|1DMG	1BEXP|2LHND|3789VULN|4DMG|5TLV|6RCR|aASPD
178	16121 43351	2	   	249.56	DCR|4VULN|1TLV|1DMG	1BEXP|2LWND|3589VULN|4DMG|6TLV|7RCR|aASPD
179	16122 11351	2	   	249.56	DCR|4VULN|1TLV|1DMG	1BEXP|2LWND|3789VULN|4DMG|5TLV|6RCR|aASPD
180	16211 43351	1	   	249.56	DCR|4VULN|1TLV|1DMG	1BEXP|2DMG|3589VULN|4LHND|6TLV|7RCR|aASPD
181	16212 11351	1	   	249.56	DCR|4VULN|1TLV|1DMG	1BEXP|2DMG|3789VULN|4LHND|5TLV|6RCR|aASPD
182	16231 43351	1	   	249.56	DCR|4VULN|1TLV|1DMG	1BEXP|2DMG|3589VULN|4LWND|6TLV|7RCR|aASPD
183	16232 11351	1	   	249.56	DCR|4VULN|1TLV|1DMG	1BEXP|2DMG|3789VULN|4LWND|5TLV|6RCR|aASPD
184	16243 11351	1	   	249.56	DCR|4VULN|1TLV|1DMG	1BEXP|2DMG|3789VULN|4TLV|5LHND|6RCR|aASPD
185	16321 43351	3	   	249.56	DCR|4VULN|1TLV|1DMG	1BEXP|2LWND|3589VULN|4DMG|6TLV|7RCR|aASPD
186	16322 11351	3	   	249.56	DCR|4VULN|1TLV|1DMG	1BEXP|2LWND|3789VULN|4DMG|5TLV|6RCR|aASPD
187	34122 11351	1	   	249.56	DCR|4VULN|1TLV|1DMG	1FEWX|2BEXP|3789VULN|4DMG|5TLV|6RCR|aASPD
188	41112 11351	2	   	249.56	DCR|4VULN|1TLV|1DMG	1ASPD|2789VULN|3BEXP|4LHND|5TLV|6RCR|aDMG
189	41132 11351	2	   	249.56	DCR|4VULN|1TLV|1DMG	1ASPD|2789VULN|3BEXP|4LWND|5TLV|6RCR|aDMG
190	41142 11351	4	   	249.56	DCR|4VULN|1TLV|1DMG	1ASPD|2789VULN|3FEWX|4BEXP|5TLV|6RCR|aDMG
191	41142 11351	3	   	249.56	DCR|4VULN|1TLV|1DMG	1ASPD|2789VULN|3FEWX|4TLV|5BEXP|6RCR|aDMG
192	41143 11351	2	   	249.56	DCR|4VULN|1TLV|1DMG	1ASPD|2789VULN|3BEXP|4TLV|5LHND|6RCR|aDMG
193	41242 11351	4	   	249.56	DCR|4VULN|1TLV|1DMG	1ASPD|2789VULN|3LWND|4BEXP|5TLV|6RCR|aDMG
194	41242 11351	3	   	249.56	DCR|4VULN|1TLV|1DMG	1ASPD|2789VULN|3LWND|4TLV|5BEXP|6RCR|aDMG
195	41512 11351	2	   	249.56	DCR|4VULN|1TLV|1DMG	1ASPD|2789VULN|3TLV|4FEWX|5BEXP|6RCR|aDMG
196	41522 11351	1	   	249.56	DCR|4VULN|1TLV|1DMG	1ASPD|2LWND|3TLV|4789VULN|5BEXP|6RCR|aDMG
197	43422 11351	1	   	249.56	DCR|4VULN|1TLV|1DMG	1ASPD|2TLV|3LWND|4789VULN|5BEXP|6RCR|aDMG
198	43522 11351	1	   	249.56	DCR|4VULN|1TLV|1DMG	1ASPD|2TLV|3LHND|4789VULN|5BEXP|6RCR|aDMG
199	44212 11351	2	   	249.56	DCR|4VULN|1TLV|1DMG	1ASPD|2BEXP|3789VULN|4LHND|5TLV|6RCR|aDMG
200	44232 11351	2	   	249.56	DCR|4VULN|1TLV|1DMG	1ASPD|2BEXP|3789VULN|4LWND|5TLV|6RCR|aDMG
201	43622 11351	1	   	249.46	DCR|4VULN|1TLV|1DMG	1ASPD|2TLV|3LEGI|4789VULN|5BEXP|6RCR|aDMG
202	13122 11351	1	   	249.46	DCR|4VULN|1TLV|1DMG	1BEXP|2DUST|3789VULN|4DMG|5TLV|6RCR|aASPD
203	24178 23444	6	   	249.31	DCR|2VULN|2DMG|1TLV|3LIT|1DUR	12aLIT|3MBVNT|4LWND|5aVULN|6RCR|7DUR|8TLV|9aDMG|aBPWR
204	43322 11663	1	   	248.30	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1ASPD|2TLV|39DUR|47VULN|5BEXP|6RCR|8DMG|aCDMG
205	22513 63312	9	   	248.21	DCR|2VULN|2TLV|1DMG|2CDMG|2ASPD	1LIT|28VULN|3DMG|4LHND|58ASPD|69CDMG|78TLV|8BPWR|aRCR
206	41414 22311	10	   	248.01	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1ASPD|257VULN|3AART|4CDMG|6TLV|8DUR|9RCR|aCGEN
207	41414 22312	9	   	248.01	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1ASPD|257VULN|3AART|4CDMG|6TLV|8DUR|9RCR|aMLV
208	41414 21213	10	   	248.01	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1ASPD|258VULN|3AART|4CDMG|6TLV|7FEWX|9RCR|aDUR
209	41414 32312	9	   	248.01	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1ASPD|257VULN|3AART|4CDMG|6ZMB|8DUR|9RCR|aTLV
210	41412 14113	9	   	247.91	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1ASPD|28aVULN|3AART|4CDMG|5TLV|6DUST|7DUR|9RCR
211	41414 22312	10	   	247.91	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1ASPD|257VULN|3AART|4CDMG|6TLV|8DUR|9RCR|aDUST
212	41414 22313	9	   	247.91	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1ASPD|257VULN|3AART|4CDMG|6TLV|8DUR|9RCR|aDUST
213	41315 28312	7	   	247.81	DCR|4VULN|1DMG|1DUR	1ASPD|2578VULN|3MBVNT|4DUR|6LIT|9DMG|aRCR
214	41311 72412	4	   	247.81	DCR|4VULN|1DMG|1DUR	1ASPD|2567VULN|3MBVNT|4DUR|8LIT|9DMG|aRCR
215	41315 52412	6	   	247.81	DCR|4VULN|1DMG|1DUR	1ASPD|2567VULN|3MBVNT|4DUR|8LIT|9DMG|aRCR
216	41315 72412	5	   	247.81	DCR|4VULN|1DMG|1DUR	1ASPD|2567VULN|3MBVNT|4DUR|8LIT|9DMG|aRCR
217	43322 11366	1	   	247.59	DCR|3VULN|2DUR|1TLV	1ASPD|2TLV|3aDUR|478VULN|5BEXP|6RCR|9LIT
218	41521 61133	2	   	247.59	DCR|3VULN|2DUR|1TLV	1ASPD|246VULN|3TLV|5ZMB|7RCR|89DUR|aLIT
219	41114 41233	10	 * 	247.36	DCR|3VULN|2TLV|2DUR	1ASPD|256VULN|3FEWX|47DUR|89TLV|aRCR
220	41351 12135	3	   	247.26	DCR|3VULN|2TLV|2DUR|1NUKE	1ASPD|257VULN|3MBVNT|45TLV|5BPWR|6NUKE|89DUR|aRCR
221	41521 61332	2	 * 	247.24	DCR|4VULN|2TLV|1AART	1ASPD|2469VULN|38TLV|5ZMB|7RCR|aAART
222	41312 42741	8	   	247.20	DCR|2VULN|3DUR|2DMG|2ASPD	17ASPD|2aVULN|3MBVNT|479DUR|5RPLT|67DMG|7BPWR|8RCR
223	41312 42761	9	   	247.20	DCR|2VULN|3DUR|2DMG|2ASPD	17ASPD|2aVULN|3MBVNT|479DUR|5RPLT|67DMG|7BPWR|8RCR
224	41143 13251	3	   	247.08	DCR|3VULN|2DUR|1TLV|2ASPD|1SELL	19ASPD|289VULN|3FEWX|4TLV|59DUR|6RCR|7SELL|9BPWR|aLHND
225	41143 13252	3	   	247.08	DCR|3VULN|2DUR|1TLV|2ASPD|1SELL	19ASPD|289VULN|3aFEWX|4TLV|59DUR|6RCR|7SELL|9BPWR
226	41143 13253	3	   	247.08	DCR|3VULN|2DUR|1TLV|2ASPD|1SELL	19ASPD|289VULN|3FEWX|4TLV|59DUR|6RCR|7SELL|9BPWR|aRPLT
227	41513 13251	2	   	247.08	DCR|3VULN|2DUR|1TLV|2ASPD|1SELL	19ASPD|289VULN|3TLV|4FEWX|59DUR|6RCR|7SELL|9BPWR|aLHND
228	41513 13252	2	   	247.08	DCR|3VULN|2DUR|1TLV|2ASPD|1SELL	19ASPD|289VULN|3TLV|4aFEWX|59DUR|6RCR|7SELL|9BPWR
229	41513 13253	2	   	247.08	DCR|3VULN|2DUR|1TLV|2ASPD|1SELL	19ASPD|289VULN|3TLV|4FEWX|59DUR|6RCR|7SELL|9BPWR|aRPLT
230	43321 63631	1	   	247.02	DCR|3VULN|2DUR|1TLV|2ASPD	15ASPD|2TLV|38DUR|45aVULN|5BPWR|6BBNT|7RCR|9LEGI
231	22651 26332	4	   	246.65	DCR|3VULN|1TLV|1DUR|1CDMG	1LIT|257VULN|3ZMB|4ASPD|6TLV|8DUR|9CDMG|aRCR
232	25111 26332	1	   	246.65	DCR|3VULN|1TLV|1DUR|1CDMG	1LIT|2RMIN|3ASPD|457VULN|6TLV|8DUR|9CDMG|aRCR
233	26111 26332	1	   	246.65	DCR|3VULN|1TLV|1DUR|1CDMG	1LIT|2CGEN|3ASPD|457VULN|6TLV|8DUR|9CDMG|aRCR
234	41521 26332	4	   	246.65	DCR|3VULN|1TLV|1DUR|1CDMG	1ASPD|257VULN|3LIT|4RMIN|6TLV|8DUR|9CDMG|aRCR
235	42611 26332	1	   	246.65	DCR|3VULN|1TLV|1DUR|1CDMG	1ASPD|2LIT|3CGEN|457VULN|6TLV|8DUR|9CDMG|aRCR
236	21111 24642	2	   	246.55	DCR|3VULN|1TLV|1DUR|1CDMG	1LIT|2ERES|3ASPD|458VULN|6TLV|7CDMG|9DUR|aRCR
237	21111 26332	2	   	246.55	DCR|3VULN|1TLV|1DUR|1CDMG	1LIT|2ERES|3ASPD|457VULN|6TLV|8DUR|9CDMG|aRCR
238	42511 26332	1	   	246.55	DCR|3VULN|1TLV|1DUR|1CDMG	1ASPD|2LIT|3ERES|457VULN|6TLV|8DUR|9CDMG|aRCR
239	45211 26332	3	   	246.55	DCR|3VULN|1TLV|1DUR|1CDMG	1ASPD|2LIT|3ERES|457VULN|6TLV|8DUR|9CDMG|aRCR
