0	Index      	Bounty	 *	Score 	Summary	Detail	
1	41231 25411	10	 * 	281.75	DCR|4VULN|2DUR|2TLV|1CDMG|1AART	1aTLV|259aVULN|3DUST|4AART|6RCR|7CDMG|8aDUR|aBPWR
169	31622 43253	5	   	256.21	DCR|3VULN|3DUR|1TLV|1ASPD	1LWND|245VULN|348DUR|4BPWR|6ASPD|7TLV|9RCR|aERES
170	41221 43226	10	   	256.16	DCR|3VULN|2DMG|2TLV|1CDMG	19TLV|29aVULN|37DUST|4RCVC|5CDMG|6RCR|89DMG|9BPWR
171	41261 23216	8	   	256.16	DCR|3VULN|2DMG|2TLV|1CDMG	19TLV|246VULN|39DUST|5CDMG|7FEWX|89DMG|9BPWR|aRCR
172	41261 23226	9	   	256.16	DCR|3VULN|2DMG|2TLV|1CDMG	19TLV|246VULN|39DUST|5CDMG|7FEWX|89DMG|9BPWR|aRCR
173	41261 43211	8	   	256.16	DCR|3VULN|2DMG|2TLV|1CDMG	19TLV|249VULN|37DUST|5CDMG|6RCR|89DMG|9BPWR|aMLV
174	41261 43212	8	   	256.16	DCR|3VULN|2DMG|2TLV|1CDMG	19TLV|249VULN|37DUST|5CDMG|6RCR|89DMG|9BPWR|aCGEN
175	41261 43221	9	   	256.16	DCR|3VULN|2DMG|2TLV|1CDMG	19TLV|249VULN|37DUST|5CDMG|6RCR|89DMG|9BPWR|aMLV
176	41261 43222	10	   	256.16	DCR|3VULN|2DMG|2TLV|1CDMG	19TLV|249VULN|37DUST|5CDMG|6RCR|89DMG|9BPWR|aFEWX
177	41261 43222	9	   	256.16	DCR|3VULN|2DMG|2TLV|1CDMG	19TLV|249VULN|37DUST|5CDMG|6RCR|89DMG|9BPWR|aCGEN
178	41261 43223	10	   	256.16	DCR|3VULN|2DMG|2TLV|1CDMG	19TLV|249VULN|37DUST|5CDMG|6RCR|89DMG|9BPWR|aMLV
179	21523 34422	1	   	256.11	DCR|4VULN|1DMG|2LIT|1CDMG	12LIT|3568VULN|4DMG|7CGEN|9RCR|aCDMG
180	42611 25313	6	   	256.07	DCR|3VULN|2ASPD|2TLV|1DUR|1CDMG	17TLV|2MBVNT|37ASPD|4CGEN|5CDMG|679VULN|7BPWR|8RCR|aDUR
181	31431 53111	5	   	256.07	DCR|3VULN|2ASPD|1DMG|1TLV|1CDMG	1LWND|249VULN|34ASPD|4BPWR|5CDMG|6TLV|7DMG|8MBVNT|aRCR
182	42464 48311	6	   	255.76	DCR|3VULN|2DUR|3TLV|2CDMG	139TLV|2MBVNT|369BPWR|46CDMG|569VULN|7RMIN|89DUR|aRCR
183	42631 22347	6	 * 	255.76	DCR|3VULN|3ASPD|3TLV|2CDMG	179TLV|2MBVNT|39aASPD|4ZMB|5aCDMG|69aVULN|8RCR|9aBPWR
184	32251 24411	8	   	255.53	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD|1AART	1LWND|2AART|3ASPD|459VULN|6RCR|7CDMG|8DUR|aDMG
185	32251 24411	9	   	255.53	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD|1AART	1LWND|2AART|3ASPD|459VULN|6RCR|7CDMG|8DUR|aDMG
186	32132 21521	4	   	255.43	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1LWND|2AART|3LIT|48aVULN|5DUR|6RCR|7TLV|9DMG
187	32132 21541	4	   	255.43	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1LWND|2AART|3LIT|489VULN|5DUR|6RCR|7TLV|aDMG
188	44113 26232	10	   	255.43	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1TLV|2AART|38aVULN|4DMG|5CGEN|6RCR|7LIT|9DUR
189	31621 26332	8	   	255.39	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	1LWND|24aVULN|34DUR|4BPWR|5RPLT|6CDMG|7RCR|8TLV|9AART
190	31621 26513	7	   	255.39	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	1LWND|248VULN|34DUR|4BPWR|5RPLT|6CDMG|7RCR|9TLV|aAART
191	41161 21253	6	   	255.29	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	1TLV|246VULN|3FEWX|5CDMG|78DUR|9RCR|aAART
192	41161 22253	7	   	255.29	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	1TLV|246VULN|3FEWX|5CDMG|78DUR|9RCR|aAART
193	41361 21253	6	   	255.29	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	1TLV|246VULN|3BEXP|5CDMG|78DUR|9RCR|aAART
194	41361 22253	7	   	255.29	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	1TLV|246VULN|3BEXP|5CDMG|78DUR|9RCR|aAART
195	31622 16225	9	   	255.20	DCR|3VULN|2DUR|1DMG|1ASPD	1LWND|245VULN|34DUR|4BPWR|6ASPD|7RPLT|8LIT|9RCR|aDMG
196	41261 21253	6	   	255.19	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	1TLV|246VULN|3DUST|5CDMG|78DUR|9RCR|aAART
197	41261 22253	7	   	255.19	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	1TLV|246VULN|3DUST|5CDMG|78DUR|9RCR|aAART
198	31624 31252	4	   	255.07	DCR|3VULN|3DUR|1TLV|1AART	16LWND|245VULN|345DUR|45BPWR|7RMIN|8TLV|9RCR|aAART
199	31622 51252	6	   	254.97	DCR|3VULN|3DUR|1TLV|1AART	1LWND|245VULN|346DUR|4BPWR|7RMIN|8TLV|9RCR|aAART
200	31622 53252	5	   	254.97	DCR|3VULN|3DUR|1TLV|1AART	1LWND|245VULN|348DUR|4BPWR|6ZMB|7TLV|9RCR|aAART
201	31624 22413	4	   	254.97	DCR|3VULN|3DUR|1TLV|1NUKE|1AART	1LWND|245VULN|345DUR|45BPWR|6AART|7CGEN|8RCR|9NUKE|aTLV
202	31622 32124	8	   	254.87	DCR|3VULN|3DUR|1TLV|1AART	1LWND|245VULN|34aDUR|4BPWR|6AART|7ERES|8RCR|9TLV
203	31622 35124	8	   	254.87	DCR|3VULN|3DUR|1TLV|1NUKE|1AART	1LWND|245VULN|34aDUR|4BPWR|6AART|7NUKE|8RCR|9TLV
204	31343 62211	5	   	254.86	DCR|4VULN|1DMG|1TLV|1ASPD	1LWND|2359VULN|4RPLT|6ASPD|7TLV|8DMG|aRCR
205	41531 43211	5	   	254.86	DCR|4VULN|1DMG|1TLV|1ASPD	1TLV|2679VULN|3ASPD|4RPLT|5BEXP|8DMG|aRCR
206	41533 33261	5	   	254.86	DCR|4VULN|1DMG|1TLV|1ASPD	1TLV|2567VULN|3ASPD|4RPLT|8BEXP|9DMG|aRCR
207	41533 36211	5	   	254.86	DCR|4VULN|1DMG|1TLV|1ASPD	1TLV|2569VULN|3ASPD|4RPLT|7LWND|8DMG|aRCR
208	41233 66231	2	 * 	254.82	DCR|3VULN|3LIT|2TLV|1DUR|1CDMG	1aTLV|24aVULN|3CDMG|5DUR|69aLIT|7RCR|8RPLT|aBPWR
209	31622 23346	6	   	254.72	DCR|4VULN|2DUR|1TLV	1LWND|2458VULN|34DUR|4BPWR|6MLV|7TLV|9RPLT|aRCR
210	31435 22413	5	   	254.72	DCR|4VULN|3ASPD|1DUR	1LWND|2468VULN|346ASPD|46BPWR|5RPLT|7RCR|9CGEN|aDUR
211	31435 22422	5	   	254.72	DCR|4VULN|3ASPD|1DUR	1LWND|2468VULN|346ASPD|46BPWR|5RPLT|7RCR|9DUR|aLHND
212	16423 72333	5	   	254.65	DCR|3VULN|3DMG|1DUR|1NUKE	1RCVC|27aDMG|3MBVNT|4DUR|57aFEWX|67aVULN|7aBPWR|8NUKE|9RCR
213	16427 42333	4	   	254.65	DCR|3VULN|3DMG|1DUR|1NUKE	1RCVC|27aDMG|3MBVNT|4DUR|57aVULN|67aFEWX|7aBPWR|8NUKE|9RCR
214	16447 42333	3	   	254.65	DCR|3VULN|3DMG|1DUR|1NUKE	1RCVC|27aDMG|3MBVNT|4DUR|57aVULN|67aFEWX|7aBPWR|8NUKE|9RCR
215	31623 15126	4	   	254.62	DCR|4VULN|2DUR|1TLV	1LWND|248aVULN|34DUR|4BPWR|5TLV|6ERES|7RCR|9RPLT
216	31622 33551	5	   	254.48	DCR|4VULN|2DUR|1TLV|1SELL	1LWND|2457VULN|34DUR|4BPWR|6SELL|8TLV|9RCR|aZMB
217	31622 33552	5	   	254.48	DCR|4VULN|2DUR|1TLV|1SELL	1LWND|2457VULN|34DUR|4BPWR|6SELL|8TLV|9RCR|aMLV
218	31322 62613	5	   	254.00	ACR|4VULN|2DMG|1TLV|1CDMG|1ASPD	19LWND|2359VULN|4RCR|6TLV|7CDMG|89DMG|9BPWR|aASPD
219	31326 62613	4	   	254.00	ACR|4VULN|2DMG|1TLV|1CDMG|1ASPD	19LWND|2359VULN|4RCR|6TLV|7CDMG|89DMG|9BPWR|aASPD
220	22516 16312	6	   	253.85	DCR|3VULN|2DMG|1TLV|2LIT	18LIT|2RCVC|389VULN|4CGEN|5TLV|68DMG|7RCR|8BPWR|aFEWX
221	22552 14233	1	   	253.84	DCR|3VULN|2DUR|1TLV|1CDMG	1LIT|2DUST|368VULN|4TLV|5aDUR|7RCR|9CDMG
222	15612 51231	4	   	253.83	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD	1RCVC|27DUR|37DMG|4FEWX|5ASPD|67VULN|7BPWR|8TBNT|9RCR|aTLV
223	22516 16311	6	   	253.75	DCR|3VULN|2DMG|1TLV|2LIT	18LIT|2RCVC|389VULN|4CGEN|5TLV|68DMG|7RCR|8BPWR|aDUST
224	41161 21351	6	   	253.69	DCR|4VULN|1TLV|1DUR|1CDMG	1TLV|2468VULN|3FEWX|5CDMG|7DUR|9RCR|aZMB
225	41161 21352	6	   	253.69	DCR|4VULN|1TLV|1DUR|1CDMG	1TLV|2468VULN|3FEWX|5CDMG|7DUR|9RCR|aMLV
226	41161 22351	7	   	253.69	DCR|4VULN|1TLV|1DUR|1CDMG	1TLV|2468VULN|3FEWX|5CDMG|7DUR|9RCR|aZMB
227	41161 22352	7	   	253.69	DCR|4VULN|1TLV|1DUR|1CDMG	1TLV|2468VULN|3FEWX|5CDMG|7DUR|9RCR|aMLV
228	41361 21351	6	   	253.69	DCR|4VULN|1DUR|1TLV|1CDMG	1TLV|2468VULN|3BEXP|5CDMG|7DUR|9RCR|aZMB
229	41361 21352	6	   	253.69	DCR|4VULN|1TLV|1DUR|1CDMG	1TLV|2468VULN|3BEXP|5CDMG|7DUR|9RCR|aMLV
230	41361 22351	7	   	253.69	DCR|4VULN|1DUR|1TLV|1CDMG	1TLV|2468VULN|3BEXP|5CDMG|7DUR|9RCR|aZMB
231	41361 22352	7	   	253.69	DCR|4VULN|1TLV|1DUR|1CDMG	1TLV|2468VULN|3BEXP|5CDMG|7DUR|9RCR|aMLV
232	15243 13131	1	   	253.65	DCR|3VULN|2DMG|1TLV|2LIT	1RCVC|2BBNT|3aDMG|4aLIT|5ERES|6TLV|7RCR|89aVULN|aBPWR
233	16623 13131	4	   	253.65	DCR|3VULN|2DMG|1TLV|2LIT	1RCVC|2aDMG|3aLIT|4TLV|5ERES|6TBNT|7RCR|89aVULN|aBPWR
234	16625 13131	5	   	253.65	DCR|3VULN|2DMG|1TLV|2LIT	1RCVC|2aDMG|3aLIT|4TLV|5ERES|6TBNT|7RCR|89aVULN|aBPWR
235	16123 33521	3	   	253.62	DCR|3VULN|2DMG|2ASPD|1AART	1RCVC|28DMG|3AART|4FEWX|58ASPD|678VULN|8BPWR|9RPLT|aRCR
236	41221 21356	6	   	253.59	DCR|4VULN|1DUR|1TLV|1CDMG	1TLV|268aVULN|3DUST|4RCVC|5CDMG|7DUR|9RCR
237	41221 22356	7	   	253.59	DCR|4VULN|1DUR|1TLV|1CDMG	1TLV|268aVULN|3DUST|4RCVC|5CDMG|7DUR|9RCR
238	41261 21351	6	   	253.59	DCR|4VULN|1TLV|1DUR|1CDMG	1TLV|2468VULN|3DUST|5CDMG|7DUR|9RCR|aZMB
239	41261 21352	6	   	253.59	DCR|4VULN|1TLV|1DUR|1CDMG	1TLV|2468VULN|3DUST|5CDMG|7DUR|9RCR|aMLV
240	41261 22351	7	   	253.59	DCR|4VULN|1TLV|1DUR|1CDMG	1TLV|2468VULN|3DUST|5CDMG|7DUR|9RCR|aZMB
241	41261 22352	7	   	253.59	DCR|4VULN|1TLV|1DUR|1CDMG	1TLV|2468VULN|3DUST|5CDMG|7DUR|9RCR|aMLV
242	26623 42281	1	   	253.56	DCR|4VULN|2TLV|2LIT|1ASPD	1aLIT|2MBVNT|358aVULN|45BEXP|5aBPWR|6RCR|7ASPD|9aTLV
243	16321 61316	8	   	253.55	DCR|2VULN|3DUR|2DMG|1CDMG	1RCVC|2aDMG|3BEXP|46aDUR|5CDMG|7LWND|8RCR|9aVULN|aBPWR
244	41211 21356	6	   	253.49	DCR|4VULN|1TLV|1DUR|1CDMG	1TLV|268aVULN|34DUST|5CDMG|7DUR|9RCR
245	41211 22356	7	   	253.49	DCR|4VULN|1TLV|1DUR|1CDMG	1TLV|268aVULN|34DUST|5CDMG|7DUR|9RCR
246	16323 25223	10	   	253.48	DCR|3VULN|2DMG|2DUR	1RCVC|2aDMG|3BEXP|4aDUR|5FEWX|6DUST|79aVULN|8RCR|aBPWR
247	16343 21223	10	   	253.48	DCR|3VULN|2DMG|2DUR	1RCVC|2aDMG|3BEXP|49aVULN|5FEWX|6DUST|7aDUR|8RCR|aBPWR
248	31161 52153	5	   	253.48	DCR|3VULN|2DMG|2DUR	134LWND|25aVULN|6aDUR|7LEGI|8RCR|9aDMG|aBPWR
249	31362 52153	4	   	253.48	DCR|3VULN|2DMG|2DUR	145LWND|23aVULN|6aDUR|7LEGI|8RCR|9aDMG|aBPWR
250	31625 32143	4	   	253.44	DCR|3VULN|2DMG|2DUR|1SELL	17LWND|247VULN|34DUR|47BPWR|5FEWX|67DMG|8SELL|9LHND|aRCR
251	31626 32143	5	   	253.44	DCR|3VULN|2DMG|2DUR|1SELL	17LWND|247VULN|34DUR|47BPWR|5FEWX|67DMG|8SELL|9LHND|aRCR
252	31622 32143	4	   	253.34	DCR|3VULN|2DMG|2DUR|1SELL	17LWND|247VULN|34DUR|47BPWR|5DUST|67DMG|8SELL|9LHND|aRCR
253	31633 32643	5	   	253.33	DCR|2VULN|3DMG|2DUR|1ASPD	17LWND|27VULN|34DUR|5LHND|678DMG|7BPWR|9ASPD|aRCR
254	41231 16312	6	   	253.31	DCR|4VULN|2TLV|1DUR|1AART	18TLV|2589VULN|38DUST|4AART|6DLOT|7RCR|8BPWR|aDUR
255	44121 16312	6	   	253.31	DCR|4VULN|2TLV|1DUR|1AART	18TLV|2AART|3589VULN|48DUST|6DLOT|7RCR|8BPWR|aDUR
256	44151 23332	4	   	253.31	DCR|4VULN|1DMG|1TLV|1AART	1TLV|2AART|347aVULN|5TBNT|6LEGI|8DMG|9RCR
257	22121 36261	10	   	253.18	DCR|2VULN|3DUR|3LIT|1DMG|1ASPD	137LIT|2RCVC|37BPWR|4DMG|57VULN|678DUR|9RCR|aASPD
258	26412 84534	1	   	253.06	DCR|3VULN|3DMG|2LIT	18LIT|2MBVNT|3TBNT|458DMG|6BELT|78aVULN|8BPWR|9RCR
259	44113 26213	8	   	252.83	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	1TLV|2AART|38aVULN|4DMG|5CGEN|6RCR|7LIT|9CDMG
260	32251 26532	10	   	252.76	DCR|4VULN|1DUR|1ASPD|1AART	1LWND|2AART|3ASPD|458aVULN|6RCR|7LIT|9DUR
261	41231 21624	6	   	252.55	DCR|3VULN|2DUR|1TLV|1ASPD|1AART	1TLV|259VULN|3DUST|4AART|6RCR|7aDUR|8ASPD
262	31624 22412	4	   	252.37	DCR|3VULN|3DUR|1CDMG|1NUKE|1AART	1LWND|245VULN|345DUR|45BPWR|6AART|7CGEN|8RCR|9NUKE|aCDMG
263	21511 36336	1	   	252.28	DCR|3VULN|3LIT|1DMG|1TLV|1ASPD	128LIT|38aVULN|4TLV|5ASPD|68CGEN|7RCR|8BPWR|9DMG
264	21523 66123	1	   	252.27	DCR|3VULN|2DMG|3LIT|1AART	127LIT|357VULN|47DMG|6AART|7BPWR|8CGEN|9RMIN|aRCR
265	31622 32114	10	   	252.27	DCR|3VULN|3DUR|1CDMG|1AART	1LWND|245VULN|349DUR|4BPWR|6AART|7ERES|8RCR|aCDMG
266	31622 35114	10	   	252.27	DCR|3VULN|3DUR|1CDMG|1NUKE|1AART	1LWND|245VULN|349DUR|4BPWR|6AART|7NUKE|8RCR|aCDMG
267	31311 43523	6	   	252.26	DCR|4VULN|1DMG|1CDMG|1ASPD	1LWND|2389VULN|4CGEN|5CDMG|6RCR|7ASPD|aDMG
268	44161 22332	8	   	252.22	DCR|4VULN|2TLV|2LIT|1AART	1aTLV|2AART|358aVULN|4LHND|6RCR|7MLV|9aLIT|aBPWR
269	21523 66323	1	   	252.17	DCR|3VULN|2DMG|3LIT|1AART	127LIT|357VULN|47DMG|6AART|7BPWR|8ERES|9RMIN|aRCR
270	31362 53262	7	   	252.16	DCR|4VULN|1DMG|1TLV	14LWND|2357VULN|6TLV|8RCR|9DMG|aLIT
271	31435 22131	5	 * 	252.15	DCR|3VULN|3ASPD|1DMG|1DUR	1LWND|246VULN|346ASPD|46BPWR|5RPLT|7RCR|8FEWX|9DUR|aDMG
272	33322 55513	6	   	252.15	DCR|3VULN|2DUR|1DMG|1TLV	1LWND|24FEWX|345VULN|4BPWR|6aDUR|7RCR|8DMG|9TLV
273	31432 22131	4	   	252.12	DCR|4VULN|3ASPD|1CDMG	17LWND|2467VULN|345ASPD|47BPWR|8CDMG|9RCR|aRPLT
274	31432 22133	4	   	252.12	DCR|4VULN|3ASPD|1CDMG	17LWND|2467VULN|345ASPD|47BPWR|8CDMG|9RCR|aRMIN
275	31432 22134	4	   	252.12	DCR|4VULN|3ASPD|1CDMG	17LWND|2467VULN|345ASPD|47BPWR|8CDMG|9RCR|aCGEN
276	31432 22135	4	   	252.12	DCR|4VULN|3ASPD|1CDMG	17aLWND|2467VULN|345ASPD|47BPWR|8CDMG|9RCR
277	31622 22351	6	   	252.12	DCR|4VULN|2DUR|1CDMG	1LWND|2458VULN|34DUR|4BPWR|6MLV|7CDMG|9RCR|aZMB
278	31622 22352	6	   	252.12	DCR|4VULN|2DUR|1CDMG	1LWND|2458VULN|34DUR|4BPWR|6aMLV|7CDMG|9RCR
279	31622 22353	6	   	252.12	DCR|4VULN|2DUR|1CDMG	1LWND|2458VULN|34DUR|4BPWR|6MLV|7CDMG|9RCR|aRCVC
280	31622 22356	6	   	252.12	DCR|4VULN|2DUR|1CDMG	1LWND|2458VULN|34DUR|4BPWR|6MLV|7CDMG|9RCR|aFEWX
281	46631 31332	4	   	252.07	DCR|3VULN|2DMG|2TLV|1NUKE|1AART	17TLV|2ERES|37DMG|4AART|5BBNT|67aVULN|7BPWR|8NUKE|9RCR
282	31311 41613	6	   	252.05	DCR|3VULN|3DMG|1CDMG	19LWND|239VULN|47CGEN|5CDMG|6RCR|89aDMG|9BPWR
283	31622 62151	5	   	252.05	DCR|3VULN|2DUR|2CDMG|1TLV	1LWND|245VULN|34DUR|4BPWR|6TLV|78CDMG|9RCR|aZMB
284	31622 62152	5	   	252.05	DCR|3VULN|2DUR|2CDMG|1TLV	1LWND|245VULN|34DUR|4BPWR|6TLV|78CDMG|9RCR|aMLV
285	31623 15111	4	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1LWND|248VULN|34DUR|4BPWR|5TLV|6ERES|7RCR|9DMG|aCGEN
286	31623 15112	4	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1LWND|248VULN|34DUR|4BPWR|5TLV|6ERES|7RCR|9DMG|aRCVC
287	31623 15113	4	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1LWND|248VULN|34DUR|4BPWR|5TLV|6ERES|7RCR|9DMG|aFEWX
288	31623 15116	4	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1LWND|248VULN|34DUR|4BPWR|5TLV|6ERES|7RCR|9DMG|aLHND
289	31623 15123	4	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1LWND|248VULN|34DUR|4BPWR|5TLV|6ERES|7RCR|9RPLT|aDMG
290	31435 22231	5	   	252.05	DCR|3VULN|3ASPD|1DMG|1DUR	1LWND|246VULN|346ASPD|46BPWR|5RPLT|7RCR|8DUST|9DUR|aDMG
291	31432 26111	4	   	252.02	DCR|4VULN|3ASPD|1CDMG	17LWND|2469VULN|345ASPD|4BPWR|8CDMG|aRCR
292	31432 26311	4	   	252.02	DCR|4VULN|3ASPD|1CDMG	17LWND|2468VULN|345ASPD|4BPWR|9CDMG|aRCR
293	31442 22111	3	   	252.02	DCR|4VULN|3ASPD|1CDMG	17LWND|2679VULN|345ASPD|7BPWR|8CDMG|aRCR
294	31442 22311	3	   	252.02	DCR|4VULN|3ASPD|1CDMG	17LWND|2678VULN|345ASPD|7BPWR|9CDMG|aRCR
295	31622 22355	6	   	252.02	DCR|4VULN|2DUR|1CDMG	1LWND|2458VULN|34DUR|4BPWR|6MLV|7CDMG|9RCR|aDUST
296	31435 22431	5	   	252.02	DCR|4VULN|3ASPD|1CDMG	1LWND|2468VULN|346ASPD|46BPWR|5RPLT|7RCR|9DUST|aCDMG
297	41353 32612	6	 * 	252.02	DCR|2VULN|2DMG|3TLV|2CDMG|1DUR	179TLV|26VULN|39BEXP|4DUR|56CDMG|69BPWR|89DMG|aRCR
298	42171 63114	4	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|2MBVNT|3BELT|4DMG|58DUR|67aVULN|9RCR
299	42173 63114	5	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|2MBVNT|3BELT|4DMG|58DUR|67aVULN|9RCR
300	42173 72114	7	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|2MBVNT|3BELT|4DMG|58DUR|67aVULN|9RCR
301	42173 72214	8	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|2MBVNT|3BELT|4DMG|58DUR|67aVULN|9RCR
302	42173 73114	6	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|2MBVNT|3BELT|4DMG|58DUR|67aVULN|9RCR
303	31432 13643	4	   	251.95	DCR|3VULN|3ASPD|1DMG|1DUR	1LWND|248VULN|345ASPD|4BPWR|6LEGI|7DUR|9DMG|aRCR
304	41136 15112	3	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1TLV|248VULN|3FEWX|5aDUR|6ERES|7RCR|9DMG
305	41233 12612	2	   	251.92	DCR|2VULN|2DMG|3TLV|2CDMG|1DUR	179TLV|24VULN|39CDMG|5DUR|6FEWX|89DMG|9BPWR|aRCR
306	41233 32612	2	   	251.92	DCR|2VULN|2DMG|3TLV|2CDMG|1DUR	179TLV|24VULN|39CDMG|5DUR|6BEXP|89DMG|9BPWR|aRCR
307	41233 52612	2	   	251.92	DCR|2VULN|2DMG|3TLV|2CDMG|1DUR	169TLV|24VULN|39CDMG|5DUR|7LWND|89DMG|9BPWR|aRCR
308	46233 12612	1	   	251.92	DCR|2VULN|2DMG|3TLV|2CDMG|1DUR	179TLV|24VULN|39CDMG|5DUR|6FEWX|89DMG|9BPWR|aRCR
309	46233 32612	1	   	251.92	DCR|2VULN|2DMG|3TLV|2CDMG|1DUR	179TLV|24VULN|39CDMG|5DUR|6BEXP|89DMG|9BPWR|aRCR
310	33322 51451	6	   	251.90	DCR|4VULN|3DUR	17LWND|24aFEWX|3457VULN|47BPWR|678DUR|9RCR
311	34322 31451	6	   	251.90	DCR|4VULN|3DUR	17LWND|24LHND|3457VULN|47BPWR|678DUR|9RCR|aFEWX
312	34322 31452	6	   	251.90	DCR|4VULN|3DUR	17LWND|24LHND|3457VULN|47BPWR|678DUR|9RCR|aRCVC
313	22121 36265	10	   	251.84	DCR|2VULN|3DUR|3LIT|1DMG|1AART	137LIT|2RCVC|37BPWR|4DMG|57VULN|678DUR|9RCR|aAART
314	11454 48623	10	   	251.80	DCR|3VULN|3ASPD|2TLV|1DUR|1SELL	1RCVC|2MBVNT|369ASPD|469VULN|5SELL|69BPWR|7RCR|89TLV|aDUR
315	31624 31141	4	   	251.80	DCR|4VULN|3DUR	16LWND|2458VULN|345DUR|45BPWR|7RMIN|9RCR|aCGEN
316	31624 31142	4	   	251.80	DCR|4VULN|3DUR	16LWND|2458VULN|345DUR|45BPWR|7RMIN|9RCR|aBEXP
317	31624 31143	4	   	251.80	DCR|4VULN|3DUR	16aLWND|2458VULN|345DUR|45BPWR|7RMIN|9RCR
318	34322 31453	6	   	251.80	DCR|4VULN|3DUR	17LWND|24LHND|3457VULN|47BPWR|678DUR|9RCR|aERES
