0	Index      	Bounty	 *	Score 	Summary	Detail	
1	31432 34211	8	 * 	285.37	DCR|4VULN|3DUR|1TLV|1DMG|1SELL	18BEXP|2568VULN|358DUR|4SELL|58BPWR|7RCR|9DMG|aTLV
172	11361 67244	5	   	259.02	DCR|5VULN|2DUR|2LIT	18DUR|24589VULN|38LIT|6MBVNT|7RCR|8BPWR|aERES
173	46184 44144	10	 * 	258.97	DCR|3VULN|2TLV|2DUR|1DMG|1SELL	1SELL|2MBVNT|39TLV|469VULN|5LHND|7DMG|89DUR|9BPWR|aRCR
174	46182 44144	10	 * 	258.87	DCR|3VULN|2TLV|2DUR|1DMG|1SELL	1SELL|2MBVNT|39TLV|469VULN|5DUST|7DMG|89DUR|9BPWR|aRCR
175	16471 41331	5	   	258.17	DCR|3VULN|3DMG|2DUR	18DUR|2MBVNT|3BEXP|4RMIN|58aVULN|678DMG|8BPWR|9RCR
176	16473 41331	4	   	258.17	DCR|3VULN|3DMG|2DUR	18DUR|2MBVNT|3BEXP|4RMIN|58aVULN|678DMG|8BPWR|9RCR
177	33551 52221	9	   	258.05	DCR|3VULN|3DUR|1TLV|1CDMG	18BEXP|2CDMG|358VULN|478DUR|6RCR|8BPWR|9CGEN|aTLV
178	11241 12236	10	   	258.05	DCR|2VULN|3DUR|2TLV|1CDMG	178DUR|28VULN|3ASPD|4FEWX|58TLV|6RCR|8BPWR|9LIT|aCDMG
179	11343 24224	9	 * 	258.02	DCR|3VULN|3DUR|3LIT|2CDMG	145DUR|289VULN|378LIT|68CDMG|8BPWR|aRCR
180	16361 27221	5	 * 	258.02	DCR|3VULN|3DUR|3LIT|1DMG	148DUR|2MBVNT|368LIT|58aVULN|7RCR|8BPWR|9DMG
181	33551 34222	9	   	258.01	DCR|5VULN|2DUR|1CDMG	18BEXP|2CDMG|3568aVULN|48DUR|7RCR|8BPWR|9FEWX
182	33551 34231	8	   	258.01	DCR|5VULN|2DUR|1CDMG	18BEXP|2CDMG|35689VULN|48DUR|7RCR|8BPWR|aLHND
183	31225 42324	10	 * 	257.95	DCR|2VULN|2DMG|2TLV|2CDMG	1BEXP|2aVULN|3ASPD|4LIT|5aCDMG|6RCR|78TLV|9aDMG|aBPWR
184	31325 42324	10	   	257.95	DCR|2VULN|2DMG|2TLV|2CDMG	1BEXP|2aVULN|3LIT|4ASPD|5aCDMG|6RCR|78TLV|9aDMG|aBPWR
185	33551 34233	7	   	257.81	DCR|5VULN|2DUR|1CDMG	1BEXP|2CDMG|35689VULN|4aDUR|7RCR
186	11131 34232	8	   	257.77	DCR|5VULN|2DUR|1CDMG|1SELL	18DUR|25689VULN|38BEXP|4SELL|7RCR|8BPWR|aCDMG
187	31431 34232	8	   	257.77	DCR|5VULN|2DUR|1CDMG|1SELL	18BEXP|25689VULN|38DUR|4SELL|7RCR|8BPWR|aCDMG
188	33551 34232	8	   	257.77	DCR|5VULN|2DUR|1CDMG|1SELL	18BEXP|2CDMG|35689VULN|48DUR|7RCR|8BPWR|aSELL
189	31432 36523	10	   	257.71	DCR|3VULN|3DUR|1TLV|1CDMG|1SELL	1BEXP|256VULN|357DUR|4SELL|5BPWR|8TLV|9RCR|aCDMG
190	31432 34232	7	   	257.67	DCR|5VULN|2DUR|1CDMG|1SELL	1BEXP|25689VULN|35DUR|4SELL|5BPWR|7RCR|aCDMG
191	13463 12312	8	   	257.49	DCR|5VULN|3DUR	15aDUR|2BELT|35679VULN|4DMSP|5BPWR|8RCR
192	14661 31312	6	   	257.46	DCR|2VULN|3DUR|2DMG|1TLV	148DUR|25DMG|358ZMB|58BPWR|6RCR|78VULN|9BEXP|aTLV
193	14661 31323	6	   	257.46	DCR|2VULN|3DUR|2DMG|1TLV	148DUR|25DMG|358ZMB|58BPWR|6RCR|78VULN|9TLV|aLWND
194	14661 32312	7	   	257.46	DCR|2VULN|3DUR|2DMG|1TLV	148DUR|25DMG|358ZMB|58BPWR|6RCR|78VULN|9BEXP|aTLV
195	14661 32323	7	   	257.46	DCR|2VULN|3DUR|2DMG|1TLV	148DUR|25DMG|358ZMB|58BPWR|6RCR|78VULN|9TLV|aLWND
196	31432 34221	10	   	257.44	DCR|5VULN|3DUR|1SELL	18BEXP|2568aVULN|358DUR|4SELL|58BPWR|7RCR|9FEWX
197	31432 34226	9	   	257.44	DCR|5VULN|3DUR|1SELL	18BEXP|2568aVULN|358DUR|4SELL|58BPWR|7RCR|9FEWX
198	31432 34261	10	   	257.44	DCR|5VULN|3DUR|1SELL	18BEXP|2568aVULN|358DUR|4SELL|58BPWR|7RCR|9LHND
199	14661 31321	6	   	257.36	DCR|2VULN|3DUR|2DMG|1TLV	148DUR|25DMG|358ZMB|58BPWR|6RCR|78VULN|9TLV|aERES
200	14661 32321	7	   	257.36	DCR|2VULN|3DUR|2DMG|1TLV	148DUR|25DMG|358ZMB|58BPWR|6RCR|78VULN|9TLV|aERES
201	31432 34251	10	   	257.34	DCR|5VULN|3DUR|1NUKE|1SELL	18BEXP|2568aVULN|358DUR|4SELL|58BPWR|7RCR|9NUKE
202	16236 32814	5	   	257.20	DCR|3DUR|1VULN|2DMG|1TLV|2ASPD|1CDMG	147DUR|2MBVNT|37ASPD|57DMG|6RCR|7BPWR|8TLV|9CDMG|aVULN
203	31432 34211	10	   	257.20	DCR|5VULN|3DUR|2SELL	18BEXP|2568aVULN|358DUR|49SELL|58BPWR|7RCR
204	31432 34263	8	   	257.07	DCR|4VULN|3DUR|1AART|1SELL	18BEXP|2568VULN|358DUR|4SELL|58BPWR|7RCR|9ASPD|aAART
205	16232 48363	6	 * 	255.96	DCR|2VULN|3DUR|3TLV|1DMG	147DUR|2MBVNT|3ASPD|578TLV|67VULN|7BPWR|9RCR|aDMG
206	16243 38363	6	   	255.96	DCR|2VULN|3DUR|3TLV|1DMG	167DUR|2MBVNT|3ASPD|478TLV|57VULN|7BPWR|9RCR|aDMG
207	14611 31334	6	   	255.95	DCR|3VULN|3DUR|2DMG	189DUR|25DMG|358ZMB|4DMSP|58BPWR|6RCR|78aVULN
208	14611 32334	7	   	255.95	DCR|3VULN|3DUR|2DMG	189DUR|25DMG|358ZMB|4DMSP|58BPWR|6RCR|78aVULN
209	14662 31321	6	   	255.85	DCR|3VULN|3DUR|2DMG	148DUR|29DMG|38ZMB|5RCVC|6RCR|78aVULN|8BPWR
210	14662 32321	7	   	255.85	DCR|3VULN|3DUR|2DMG	148DUR|29DMG|38ZMB|5RCVC|6RCR|78aVULN|8BPWR
211	11241 13215	10	   	255.77	DCR|3VULN|3TLV|2DUR	18DUR|289VULN|3ASPD|4FEWX|578TLV|6RCR|8BPWR|aLIT
212	11132 34213	8	   	255.60	DCR|4VULN|2DUR|1DMG|1AART|1SELL	18DUR|2568VULN|358BEXP|4SELL|58BPWR|7RCR|9DMG|aAART
213	13431 46133	6	   	255.54	DCR|2VULN|3DMG|2DUR|1CDMG	17DUR|2BELT|37VULN|4LIT|5CDMG|67aDMG|7BPWR|8RCR|9RCVC
214	16226 12353	10	   	255.53	DCR|3VULN|2DUR|1TLV|2ASPD	17DUR|2MBVNT|37ASPD|4LIT|5LHND|67aVULN|7BPWR|8TLV|9RCR
215	13431 43116	7	   	255.44	DCR|2VULN|3DMG|2DUR|1CDMG	1aDUR|2BELT|3aVULN|4LIT|5CDMG|67aDMG|8RCR|9TBNT|aBPWR
216	11361 25326	8	   	255.43	DCR|3VULN|2DUR|1TLV|2ASPD	17DUR|245VULN|3LIT|6TLV|8aASPD|9RCR
217	11241 15221	10	   	255.40	DCR|3VULN|2TLV|2DUR|2ASPD	18DUR|28aVULN|37ASPD|4FEWX|58TLV|6RCR|8BPWR|9LHND
218	11241 15241	10	   	255.40	DCR|3VULN|2TLV|2DUR|2ASPD	18DUR|28aVULN|37ASPD|4FEWX|58TLV|6RCR|8BPWR|9BEXP
