0	Index      	Bounty	 *	Score 	Summary	Detail	
1	55121 13315	3	 * 	281.58	DCR|3VULN|3DUR|2ASPD|1TLV|2LIT	15aDUR|2aLIT|3TLV|458VULN|5aBPWR|6RMIN|7RCR|9aASPD
177	55121 13363	3	   	254.04	DCR|3VULN|2DUR|1TLV|1CDMG	15DUR|2LIT|3TLV|458VULN|5BPWR|6RMIN|7RCR|9CDMG|aRCVC
178	53426 22111	8	   	253.94	DCR|3VULN|2DUR|1TLV|1CDMG	12DUR|34aVULN|5TLV|6LIT|7RMIN|8CDMG|9RCR
179	55116 32311	8	   	253.94	DCR|3VULN|2DUR|1TLV|1CDMG	18DUR|2LIT|3TLV|4MLV|59aVULN|6RCR|7CDMG
180	55121 13362	3	   	253.94	DCR|3VULN|2DUR|1TLV|1CDMG	15DUR|2LIT|3TLV|458VULN|5BPWR|6RMIN|7RCR|9CDMG|aMBVNT
181	31425 31221	9	   	253.86	DCR|3VULN|2DUR|2TLV|1AART	17CGEN|26TLV|347VULN|57DUR|7BPWR|8RCR|9AART|aLIT
182	31426 51221	9	   	253.86	DCR|3VULN|2DUR|2TLV|1AART	17CGEN|25TLV|347VULN|67DUR|7BPWR|8RCR|9AART|aLIT
183	53421 21111	8	   	253.84	DCR|3VULN|2DUR|1TLV|1CDMG	12DUR|34aVULN|5ERES|6LIT|7TLV|8CDMG|9RCR
184	55121 13213	3	   	253.76	DCR|3VULN|2DUR|2TLV|1AART	15DUR|2LIT|3aTLV|459VULN|5BPWR|6RMIN|7RCR|8AART
185	55141 13213	4	   	253.76	DCR|3VULN|2DUR|2TLV|1AART	15DUR|2LIT|3aTLV|459VULN|5BPWR|6RMIN|7RCR|8AART
186	15411 23531	7	   	253.75	DCR|3VULN|2DMG|1DUR|2LIT	1LEGI|28LIT|3DUR|489VULN|58DMG|6BELT|7RCR|8BPWR|aMLV
187	15411 23532	7	   	253.75	DCR|3VULN|2DMG|1DUR|2LIT	1LEGI|28LIT|3DUR|489VULN|58DMG|6BELT|7RCR|8BPWR|aLHND
188	15411 23533	7	   	253.75	DCR|3VULN|2DMG|1DUR|2LIT	1LEGI|28LIT|3DUR|489VULN|58DMG|6BELT|7RCR|8BPWR|aBEXP
189	31624 21115	10	   	253.72	DCR|3VULN|2DMG|2TLV|1ASPD	167CGEN|27TLV|39DMG|4ASPD|578VULN|7BPWR|aRCR
190	55121 13353	3	   	253.61	DCR|3VULN|3DUR|1TLV	15aDUR|2LIT|3TLV|458VULN|5BPWR|6RMIN|7RCR|9RCVC
191	55121 13326	3	   	253.51	DCR|3VULN|3DUR|1TLV	15aDUR|2LIT|3TLV|458VULN|5BPWR|6RMIN|7RCR|9ERES
192	15142 12612	8	   	253.51	DCR|3VULN|2DMG|1TLV|2LIT|1SELL	1LEGI|28LIT|3TLV|478VULN|5SELL|68DMG|8BPWR|9RCR|aRPLT
193	15142 13611	8	   	253.51	DCR|3VULN|2DMG|1TLV|2LIT|1SELL	1LEGI|28LIT|3TLV|48aVULN|5SELL|68DMG|7RCVC|8BPWR|9RCR
194	34333 32215	10	   	253.41	DCR|4VULN|2TLV|1DUR|1AART	1CGEN|2AART|3DUR|4589VULN|67TLV|aRCR
195	53431 21151	3	   	253.28	DCR|3VULN|2DMG|2DUR	12DUR|38aVULN|49DMG|5DUST|6RPLT|7RCR
196	52226 32216	10	   	253.23	DCR|2VULN|3DMG|2DUR|1ASPD	16DUR|23CGEN|4ASPD|56aDMG|6BPWR|79VULN|8RCR
197	31425 21225	9	   	252.85	DCR|3VULN|2DUR|1TLV|1ASPD|1AART	167CGEN|2TLV|347VULN|57DUR|7BPWR|8RCR|9AART|aASPD
198	56224 14522	9	   	252.35	DCR|3VULN|2DMG|1DUR|1CDMG	1DUR|2CDMG|3CGEN|4MBVNT|568VULN|79DMG|aRCR
199	55116 32113	6	   	252.32	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	1DUR|29LIT|3TLV|4MLV|58aVULN|6RCR|7DMG
200	34332 21256	7	   	252.28	DCR|3VULN|2ASPD|1DMG|1DUR|1AART	17CGEN|2AART|3DUR|47aVULN|57ASPD|6RCR|7BPWR|8DMG|9LHND
201	34332 21365	9	   	252.28	DCR|3VULN|2ASPD|1DMG|1DUR|1AART	17CGEN|2AART|3DUR|479VULN|57ASPD|6RCR|7BPWR|8RPLT|aDMG
202	34332 21526	7	   	252.28	DCR|3VULN|2ASPD|1DMG|1DUR|1AART	17CGEN|2AART|3DUR|47aVULN|57ASPD|6RCR|7BPWR|8LWND|9DMG
203	31425 21216	10	   	252.25	DCR|3VULN|2DUR|1DMG|1TLV	167CGEN|2TLV|347VULN|57DUR|7BPWR|8RCR|9FEWX|aDMG
204	31425 21311	10	   	252.25	DCR|3VULN|2DUR|1DMG|1TLV	1678CGEN|2TLV|347VULN|57DUR|7BPWR|9DMG|aRCR
205	31425 41311	10	   	252.25	DCR|3VULN|2DUR|1DMG|1TLV	178CGEN|2TLV|347VULN|57DUR|6DMSP|7BPWR|9DMG|aRCR
206	31434 51311	10	   	252.25	DCR|3VULN|2DUR|1DMG|1TLV	178CGEN|2TLV|357VULN|4RCVC|67DUR|7BPWR|9DMG|aRCR
207	31435 21111	10	   	252.25	DCR|3VULN|2DUR|1DMG|1TLV	167CGEN|2TLV|378VULN|4RCVC|57DUR|7BPWR|9DMG|aRCR
208	31435 41111	10	   	252.25	DCR|3VULN|2DUR|1DMG|1TLV	17CGEN|2TLV|378VULN|4RCVC|57DUR|6DMSP|7BPWR|9DMG|aRCR
209	55511 13313	9	   	252.22	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	1DUR|28LIT|3DUST|49aVULN|5DMG|6TLV|7RCR
210	65411 13313	9	   	252.22	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	1DUST|28LIT|3DUR|49aVULN|5DMG|6TLV|7RCR
211	31424 31236	8	   	252.16	DCR|4VULN|1DMG|1TLV	1CGEN|2TLV|3459VULN|6RMIN|7DMG|8RCR|aLIT
212	31424 41233	9	   	252.16	DCR|4VULN|1DMG|1TLV	17CGEN|2TLV|3457VULN|67DUST|7BPWR|8RCR|9DMG|aLIT
213	31425 21236	10	   	252.15	DCR|3VULN|2DUR|1DMG|1TLV	167CGEN|2TLV|347VULN|57DUR|7BPWR|8RCR|9ERES|aDMG
214	36116 11114	2	   	252.12	DCR|4VULN|2DUR|1CDMG	18CGEN|2CDMG|3568VULN|48DUR|7MBVNT|8BPWR|9LWND|aRCR
215	56216 11114	4	   	252.12	DCR|4VULN|2DUR|1CDMG	18DUR|2CDMG|38CGEN|4568VULN|7MBVNT|8BPWR|9LWND|aRCR
216	56216 11114	5	   	252.12	DCR|4VULN|2DUR|1CDMG	18DUR|2CDMG|38CGEN|4568VULN|7MBVNT|8BPWR|9LWND|aRCR
217	56224 11832	7	   	252.12	DCR|4VULN|2DUR|1CDMG	18DUR|2CDMG|389CGEN|4MBVNT|568aVULN|7RCR|8BPWR
218	56224 13832	6	   	252.12	DCR|4VULN|2DUR|1CDMG	18DUR|2CDMG|389CGEN|4MBVNT|568aVULN|7RCR|8BPWR
219	51421 23623	10	   	252.06	DCR|4VULN|1DMG|1DUR	1DUR|2RCVC|3478VULN|5ERES|6LIT|9DMG|aRCR
220	31424 31221	9	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1CGEN|2TLV|345VULN|6RMIN|7DMG|8RCR|9aDUR
221	31424 31221	8	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1CGEN|2TLV|345VULN|6RMIN|7DMG|8RCR|9aDUR
222	55133 33115	6	 * 	252.05	DCR|3VULN|2DUR|3LIT|1TLV	1aDUR|29aLIT|3TLV|4BEXP|5RCVC|68aVULN|7RCR|aBPWR
223	13325 34433	10	 * 	252.03	DCR|3VULN|2DMG|2CDMG|1AART|1SELL	1LEGI|2SELL|3AART|4RMIN|58CDMG|68aVULN|78DMG|8BPWR|9RCR
224	13333 34431	10	 * 	252.03	DCR|3VULN|2DMG|2CDMG|1AART|1SELL	1LEGI|2SELL|3AART|48CDMG|5CGEN|68aVULN|78DMG|8BPWR|9RCR
225	56224 11811	7	   	252.02	DCR|4VULN|2DUR|1CDMG	18DUR|2CDMG|38CGEN|4MBVNT|568aVULN|7RCR|8BPWR|9BBNT
226	56224 11821	7	   	252.02	DCR|4VULN|2DUR|1CDMG	18DUR|2CDMG|38CGEN|4MBVNT|568aVULN|7RCR|8BPWR|9LEGI
227	56224 13811	6	   	252.02	DCR|4VULN|2DUR|1CDMG	18DUR|2CDMG|38CGEN|4MBVNT|568aVULN|7RCR|8BPWR|9BBNT
228	56224 13821	6	   	252.02	DCR|4VULN|2DUR|1CDMG	18DUR|2CDMG|38CGEN|4MBVNT|568aVULN|7RCR|8BPWR|9LEGI
229	13335 34431	10	 * 	251.93	DCR|3VULN|2DMG|2CDMG|1AART|1SELL	1LEGI|2SELL|3AART|48CDMG|5ERES|68aVULN|78DMG|8BPWR|9RCR
230	56224 11352	8	   	251.92	DCR|4VULN|2DUR|1CDMG	19DUR|2CDMG|3CGEN|4MBVNT|568aVULN|7RCR
231	56224 11352	9	   	251.92	DCR|4VULN|2DUR|1CDMG	19DUR|2CDMG|3CGEN|4MBVNT|568aVULN|7RCR
232	56224 11443	10	   	251.88	DCR|4VULN|2DUR|1CDMG|1SELL	19DUR|2CDMG|39CGEN|4MBVNT|569aVULN|7RCR|8SELL|9BPWR
233	53424 12311	5	   	251.70	DCR|4VULN|3DUR	127DUR|3457VULN|67ZMB|7BPWR|8RCVC|9TBNT|aRCR
234	54222 23151	5	   	251.60	DCR|4VULN|3DUR	156DUR|2BEXP|3ZMB|479aVULN|8RCR
235	53421 11511	8	   	251.60	DCR|4VULN|3DUR	128DUR|3489VULN|58ERES|6aRPLT|7RCR|8BPWR
236	53421 11512	8	   	251.60	DCR|4VULN|3DUR	128DUR|3489VULN|58ERES|6RPLT|7RCR|8BPWR|aDMSP
237	53421 11513	8	   	251.60	DCR|4VULN|3DUR	128DUR|3489VULN|58ERES|6RPLT|7RCR|8BPWR|aRCVC
238	53421 11531	9	   	251.60	DCR|4VULN|3DUR	128DUR|3489VULN|58ERES|6aRPLT|7RCR|8BPWR
239	53421 11531	10	   	251.60	DCR|4VULN|3DUR	128DUR|3489VULN|58ERES|6RPLT|7RCR|8BPWR|aLWND
240	53421 11532	10	   	251.60	DCR|4VULN|3DUR	128DUR|3489VULN|58ERES|6RPLT|7RCR|8BPWR|aZMB
241	53421 11532	9	   	251.60	DCR|4VULN|3DUR	128DUR|3489VULN|58ERES|6RPLT|7RCR|8BPWR|aDMSP
242	53421 11533	9	   	251.60	DCR|4VULN|3DUR	128DUR|3489VULN|58ERES|6RPLT|7RCR|8BPWR|aRCVC
