0	Index      	Bounty	 *	Score 	Summary	Detail	
1	36233 14161	1	 * 	276.36	DCR|4VULN|2DMG|2CDMG|1ASPD	1RPLT|2479VULN|3RCVC|59CDMG|6RCR|89DMG|9BPWR|aASPD
165	25122 11321	9	   	250.05	DCR|3VULN|2DUR|1CDMG|1ASPD|1AART	1CGEN|267VULN|3CDMG|4ASPD|56DUR|6BPWR|8AART|9RCR|aDUST
166	25122 11321	10	   	250.05	DCR|3VULN|2DUR|1CDMG|1ASPD|1AART	1CGEN|267VULN|3CDMG|4ASPD|56DUR|6BPWR|8AART|9RCR|aDUST
167	25122 11323	9	   	250.05	DCR|3VULN|2DUR|1CDMG|1ASPD|1AART	1CGEN|267VULN|3CDMG|4ASPD|56DUR|6BPWR|8AART|9RCR|aMBVNT
168	25122 11323	10	   	250.05	DCR|3VULN|2DUR|1CDMG|1ASPD|1AART	1CGEN|267VULN|3CDMG|4ASPD|56DUR|6BPWR|8AART|9RCR|aERES
169	25122 11354	9	   	250.05	DCR|3VULN|2DUR|1CDMG|1ASPD|1AART	1CGEN|267VULN|3CDMG|4ASPD|56DUR|6BPWR|8AART|9ERES|aRCR
170	24311 53274	5	 * 	249.45	DCR|3VULN|3ASPD|1DMG|1CDMG	19CGEN|259ASPD|3DMG|4CDMG|6MBVNT|79aVULN|8RCR|9BPWR
171	36233 14132	1	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	1RPLT|247VULN|3RCVC|5CDMG|6RCR|8DMG|9aDUR
172	23615 11231	1	   	249.41	DCR|3VULN|2DUR|2AART|1TLV	1CGEN|2aAART|378VULN|45DUR|6RCR|9TLV
173	41221 33166	5	   	249.31	DCR|4VULN|1DMG|1CDMG|1SELL	1SELL|2FEWX|349aVULN|5CDMG|6LIT|7DMG|8RCR
174	41223 33166	4	   	249.31	DCR|4VULN|1DMG|1CDMG|1SELL	1SELL|2FEWX|349aVULN|5CDMG|6LIT|7DMG|8RCR
175	41233 33166	3	   	249.31	DCR|4VULN|1DMG|1CDMG|1SELL	1SELL|2FEWX|349aVULN|5CDMG|6LIT|7DMG|8RCR
176	41222 11414	8	   	249.23	DCR|4VULN|2DUR|1ASPD|1SELL	1SELL|29FEWX|3467VULN|56DUR|6BPWR|8ASPD|aRCR
177	41222 11625	9	   	249.23	DCR|4VULN|2DUR|1ASPD|1SELL	1SELL|2FEWX|3467VULN|56DUR|6BPWR|8RCR|9LHND|aASPD
178	42222 11625	9	   	249.13	DCR|4VULN|2DUR|1ASPD|1SELL	1SELL|2DUST|3467VULN|56DUR|6BPWR|8RCR|9LHND|aASPD
179	41222 13236	9	 * 	248.98	DCR|3VULN|3DUR|2CDMG|1SELL	1SELL|2aFEWX|346VULN|56aDUR|6aBPWR|7RPLT|8RCR|9aCDMG
180	31233 12242	1	 * 	248.81	DCR|4VULN|2ASPD|3LIT	1RPLT|28ASPD|3CGEN|4678VULN|589LIT|8BPWR|aRCR
181	31662 34232	1	 * 	248.81	DCR|4VULN|2ASPD|1DMG	1RPLT|24ASPD|349aVULN|4BPWR|5DMG|6DMSP|7ERES|8RCR
182	34233 12242	2	   	248.81	DCR|4VULN|2ASPD|3LIT	1RPLT|28ASPD|3CGEN|4678VULN|589LIT|8BPWR|aRCR
183	36113 52242	1	   	248.81	DCR|4VULN|2ASPD|3LIT	1RPLT|2478VULN|3CGEN|589LIT|68ASPD|8BPWR|aRCR
184	51332 87232	9	   	248.79	DCR|3VULN|2DUR|1CDMG|1ASPD	17FEWX|2ASPD|367VULN|47DUR|5MBVNT|7BPWR|8RCR|9CDMG|aLIT
185	51332 87233	10	   	248.79	DCR|3VULN|2DUR|1CDMG|1ASPD	17FEWX|2ASPD|367VULN|47DUR|5MBVNT|7BPWR|8RCR|9CDMG|aLIT
186	51332 87242	8	   	248.79	DCR|3VULN|2DUR|1CDMG|1ASPD	17FEWX|2ASPD|367VULN|47DUR|5MBVNT|7BPWR|8RCR|9CDMG|aLIT
187	25122 11614	9	   	248.79	DCR|3VULN|2DUR|1CDMG|1ASPD	1CGEN|267VULN|3CDMG|4ASPD|56DUR|6BPWR|8RCR|9MLV|aLIT
188	25122 11621	9	   	248.79	DCR|3VULN|2DUR|1CDMG|1ASPD	1CGEN|267VULN|3CDMG|4ASPD|56DUR|6BPWR|8RCR|9LHND|aLIT
189	25122 11624	8	   	248.79	DCR|3VULN|2DUR|1CDMG|1ASPD	1CGEN|267VULN|3CDMG|4ASPD|56DUR|6BPWR|8RCR|9MLV|aLIT
190	25122 11631	9	   	248.79	DCR|3VULN|2DUR|1CDMG|1ASPD	1CGEN|267VULN|3CDMG|4ASPD|56DUR|6BPWR|8RCR|9FEWX|aLIT
191	25122 11633	8	   	248.79	DCR|3VULN|2DUR|1CDMG|1ASPD	1CGEN|267VULN|3CDMG|4ASPD|56DUR|6BPWR|8RCR|9LIT|aMLV
192	25122 11635	8	   	248.79	DCR|3VULN|2DUR|1CDMG|1ASPD	1CGEN|267VULN|3CDMG|4ASPD|56DUR|6BPWR|8RCR|9LIT|aLHND
193	25122 11641	9	   	248.79	DCR|3VULN|2DUR|1CDMG|1ASPD	1CGEN|267VULN|3CDMG|4ASPD|56DUR|6BPWR|8RCR|9LWND|aLIT
194	25122 11661	8	   	248.79	DCR|3VULN|2DUR|1CDMG|1ASPD	1CGEN|267VULN|3CDMG|4ASPD|56DUR|6BPWR|8RCR|9FEWX|aLIT
195	25122 13634	8	   	248.79	DCR|3VULN|2DUR|1CDMG|1ASPD	1CGEN|269VULN|3CDMG|4ASPD|56DUR|6BPWR|7ZMB|8RCR|aLIT
196	25122 16313	10	   	248.79	DCR|3VULN|2DUR|1CDMG|1ASPD	1CGEN|26aVULN|3CDMG|4ASPD|56DUR|6BPWR|7BEXP|8RCR|9LIT
197	25122 16351	8	   	248.79	DCR|3VULN|2DUR|1CDMG|1ASPD	1CGEN|269VULN|3CDMG|4ASPD|56DUR|6BPWR|7BEXP|8RCR|aLIT
198	25122 11611	8	   	248.69	DCR|3VULN|2DUR|1CDMG|1ASPD	1CGEN|267VULN|3CDMG|4ASPD|56DUR|6BPWR|8RCR|9DUST|aLIT
199	25122 11632	8	   	248.69	DCR|3VULN|2DUR|1CDMG|1ASPD	1CGEN|267VULN|3CDMG|4ASPD|56DUR|6BPWR|8RCR|9LIT|aTBNT
200	25122 11636	8	   	248.69	DCR|3VULN|2DUR|1CDMG|1ASPD	1CGEN|267VULN|3CDMG|4ASPD|56DUR|6BPWR|8RCR|9LIT|aLEGI
201	25122 14613	10	   	248.69	DCR|3VULN|2DUR|1CDMG|1ASPD	1CGEN|26aVULN|3CDMG|4ASPD|56DUR|6BPWR|7DUST|8RCR|9LIT
202	36317 23372	3	 * 	248.65	DCR|3VULN|2DMG|3CDMG	1RPLT|29DMG|3MBVNT|459VULN|6RCVC|789CDMG|9BPWR|aRCR
203	36317 43372	3	   	248.65	DCR|3VULN|2DMG|3CDMG	16RPLT|29DMG|3MBVNT|459VULN|789CDMG|9BPWR|aRCR
204	36342 83372	6	   	248.65	DCR|3VULN|2DMG|3CDMG	14RPLT|29DMG|3MBVNT|569VULN|789CDMG|9BPWR|aRCR
205	22611 11112	10	   	248.51	DCR|3VULN|2DMG|2LIT|1ASPD	19CGEN|25LIT|39DMG|4DUST|6ASPD|7RCR|89aVULN|9BPWR
206	22611 11113	9	   	248.51	DCR|3VULN|2DMG|2LIT|1ASPD	19CGEN|25LIT|39DMG|4DUST|6ASPD|7RCR|89aVULN|9BPWR
207	26315 11252	3	   	248.46	DCR|3VULN|2DMG|1TLV|1AART	1CGEN|2TLV|3AART|4aDMG|578VULN|6RCR|9LWND
208	34312 12447	3	 * 	248.39	DCR|5VULN|2ASPD	1RPLT|2aASPD|3MBVNT|4679aVULN|5aFEWX|8RCR|aBPWR
209	25121 23632	8	   	248.36	DCR|3VULN|2CDMG|1TLV|1DUR|1ASPD	1CGEN|29aVULN|35CDMG|4ASPD|6TLV|7DUR|8RCR
210	13322 61622	10	   	248.27	DCR|4VULN|2TLV|1ASPD|1AART	1RCVC|2DMSP|3678VULN|47TLV|5AART|7BPWR|9ASPD|aRCR
211	26315 11235	3	   	248.24	DCR|3VULN|2TLV|1DMG|1CDMG|1AART	1CGEN|29TLV|3AART|4DMG|578VULN|6RCR|aCDMG
212	22532 61241	8	 * 	248.20	DCR|2VULN|2DMG|3LIT|1TLV|1DUR	1CGEN|24aLIT|3TLV|5DUR|6aDMG|7RCR|8FEWX|9aVULN|aBPWR
213	22661 32612	10	   	248.16	DCR|2VULN|2DMG|2ASPD|1DUR|2LIT	19CGEN|25LIT|39DMG|4DUR|6aVULN|7RCR|89ASPD|9BPWR
214	25616 23321	3	   	248.11	DCR|2VULN|3DUR|2DMG	1CGEN|2aVULN|3ERES|4LIT|5aDMG|6RCR|7BEXP|89aDUR|aBPWR
215	25616 23321	2	   	248.11	DCR|2VULN|3DUR|2DMG	1CGEN|2aVULN|3ERES|4LIT|5aDMG|6RCR|7BEXP|89aDUR|aBPWR
216	22532 61341	8	   	248.10	DCR|2VULN|2DMG|3LIT|1TLV|1DUR	1CGEN|24aLIT|3TLV|5DUR|6aDMG|7RCR|8DUST|9aVULN|aBPWR
217	53333 62326	2	   	248.03	DCR|4VULN|2DUR|1AART	1FEWX|2AART|34DUR|589aVULN|6RCR|7BEXP
218	23615 11312	1	   	248.02	DCR|2VULN|3DUR|1DMG|1TLV|1AART	1CGEN|2AART|37VULN|45aDUR|6RCR|8TLV|9DMG
219	36315 32146	3	   	247.86	DCR|3VULN|3DMG|1AART	1RPLT|258DMG|3MBVNT|457VULN|5BPWR|6AART|9MLV|aRCR
220	51323 13412	7	   	247.65	DCR|2VULN|2DMG|1TLV|1DUR|1ASPD	19FEWX|2ASPD|39VULN|4LIT|5RCVC|6DUR|7RCR|89DMG|9BPWR|aTLV
221	13363 21433	6	 * 	247.57	DCR|4VULN|2TLV|2CDMG	1RCVC|2DMSP|3479VULN|47BPWR|57CDMG|67TLV|8BBNT|aRCR
222	25123 34272	4	   	247.30	DCR|3VULN|2DMG|1CDMG|1ASPD	19CGEN|29aVULN|3CDMG|4ASPD|5MBVNT|6DMSP|79DMG|8RCR|9BPWR
223	25123 74272	4	   	247.30	DCR|3VULN|2DMG|1CDMG|1ASPD	19CGEN|29aVULN|3CDMG|4ASPD|5MBVNT|6RCVC|79DMG|8RCR|9BPWR
224	26315 11216	3	   	247.12	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1CGEN|2TLV|3AART|4DMG|578VULN|6RCR|9RCVC|aDUR
225	26315 11222	3	   	247.12	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1CGEN|2TLV|3AART|4DMG|578VULN|6RCR|9FEWX|aDUR
226	26315 11242	3	   	247.12	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1CGEN|2TLV|3AART|4DMG|578VULN|6RCR|9BEXP|aDUR
227	26315 11261	3	   	247.12	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1CGEN|2TLV|3AART|4DMG|578VULN|6RCR|9DUR|aLWND
228	26315 11263	3	   	247.12	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1CGEN|2TLV|3AART|4DMG|578VULN|6RCR|9DUR|aLHND
229	13312 66343	9	   	247.11	DCR|3VULN|2DMG|1DUR	1RCVC|2DMSP|38aVULN|4DUR|5LIT|67DMG|9RCR
230	24315 53232	5	   	247.10	DCR|3VULN|2DMG|1CDMG|1ASPD	1CGEN|2ASPD|35DMG|4CDMG|6MBVNT|79aVULN|8RCR
231	65332 13112	10	   	247.04	DCR|3VULN|2DUR|1TLV|2LIT	19ZMB|29aVULN|3TLV|4RMIN|58LIT|69DUR|7RCR|9BPWR
232	22664 12332	10	   	247.01	DCR|3VULN|2DMG|1DUR	1CGEN|2LIT|39DMG|4DUR|56aVULN|7RCR|8ERES
233	25122 13662	8	   	247.00	DCR|3VULN|2DUR|2CDMG|1ASPD	19CGEN|26aVULN|39CDMG|4ASPD|56DUR|69BPWR|79ZMB|8RCR
234	13316 23436	5	   	246.90	DCR|3VULN|2DUR|1DMG|1ASPD	1RCVC|2DMSP|356VULN|45DUR|5BPWR|7ZMB|8DMG|9ASPD|aRCR
235	51332 87212	10	   	246.90	DCR|3VULN|2DUR|1DMG|1ASPD	17FEWX|2ASPD|367VULN|47DUR|5MBVNT|7BPWR|8RCR|9LWND|aDMG
236	51332 87242	10	   	246.90	DCR|3VULN|2DUR|1DMG|1ASPD	17FEWX|2ASPD|367VULN|47DUR|5MBVNT|7BPWR|8RCR|9LHND|aDMG
237	22614 12243	7	   	246.81	DCR|4VULN|1DMG|1ASPD	1CGEN|2LIT|3DMG|4DUST|569aVULN|7RCR|8ASPD
238	22562 61132	10	 * 	246.81	DCR|2VULN|2DMG|2TLV|1DUR|2LIT	1CGEN|24LIT|34TLV|4BPWR|5DUR|69DMG|7RCR|8aVULN
239	51121 74643	8	   	246.80	DCR|3VULN|2DUR|2CDMG|1ASPD	17FEWX|2ASPD|37CDMG|47DUR|5MBVNT|6RCR|7BPWR|89aVULN
240	51121 74843	7	   	246.80	DCR|3VULN|2DUR|2CDMG|1ASPD	17FEWX|2ASPD|37CDMG|47DUR|5MBVNT|6RCR|7BPWR|89aVULN
241	13215 22516	2	   	246.80	DCR|3VULN|2DUR|2TLV|1ASPD|1NUKE	1RCVC|2DMSP|367VULN|47DUR|57TLV|7BPWR|8ASPD|9NUKE|aRCR
242	13251 22516	2	   	246.80	DCR|3VULN|2DUR|2TLV|1ASPD|1NUKE	1RCVC|2DMSP|367VULN|47TLV|57DUR|7BPWR|8ASPD|9NUKE|aRCR
243	13315 22516	4	   	246.80	DCR|3VULN|2DUR|2TLV|1ASPD|1NUKE	1RCVC|2DMSP|367VULN|47DUR|57TLV|7BPWR|8ASPD|9NUKE|aRCR
244	13315 22516	3	   	246.80	DCR|3VULN|2DUR|2TLV|1ASPD|1NUKE	1RCVC|2DMSP|367VULN|47DUR|57TLV|7BPWR|8ASPD|9NUKE|aRCR
245	13321 22516	4	   	246.80	DCR|3VULN|2DUR|2TLV|1ASPD|1NUKE	1RCVC|2DMSP|367VULN|47TLV|57DUR|7BPWR|8ASPD|9NUKE|aRCR
246	13351 22516	3	   	246.80	DCR|3VULN|2DUR|2TLV|1ASPD|1NUKE	1RCVC|2DMSP|367VULN|47TLV|57DUR|7BPWR|8ASPD|9NUKE|aRCR
247	25121 32442	2	   	246.80	DCR|3VULN|2DUR|1DMG|1ASPD	1CGEN|236VULN|4aDUR|5LHND|7DMG|8RCR|9ASPD
248	51332 87224	10	   	246.80	DCR|3VULN|2DUR|2TLV|1ASPD	17FEWX|2ASPD|367VULN|47DUR|5MBVNT|7BPWR|8RCR|9aTLV
249	51332 87231	9	   	246.80	DCR|3VULN|2DUR|2CDMG|1ASPD	17FEWX|2ASPD|367VULN|47DUR|5MBVNT|7BPWR|8RCR|9aCDMG
250	51332 87241	8	   	246.80	DCR|3VULN|2DUR|2CDMG|1ASPD	17FEWX|2ASPD|367VULN|47DUR|5MBVNT|7BPWR|8RCR|9aCDMG
251	13316 21632	5	   	246.78	DCR|4VULN|2DUR	1RCVC|2DMSP|3568VULN|45DUR|5BPWR|7LIT|9BEXP|aRCR
252	13316 34632	5	   	246.78	DCR|4VULN|2DUR	1RCVC|2DMSP|3578VULN|45DUR|5BPWR|6LIT|9BEXP|aRCR
253	51332 87212	8	   	246.71	DCR|3VULN|2DUR|2ASPD|1AART	17FEWX|29ASPD|367VULN|47DUR|5MBVNT|7BPWR|8RCR|aAART
254	41134 12235	3	   	246.64	DCR|4VULN|2DUR|1SELL	1SELL|28aFEWX|3LIT|467aVULN|5aDUR|9RCR|aBPWR
255	41222 11614	9	   	246.54	DCR|4VULN|2DUR|1SELL	1SELL|2FEWX|3467VULN|56DUR|6BPWR|8RCR|9MLV|aLIT
256	41222 11621	9	   	246.54	DCR|4VULN|2DUR|1SELL	1SELL|2FEWX|3467VULN|56DUR|6BPWR|8RCR|9LHND|aLIT
257	41222 11624	8	   	246.54	DCR|4VULN|2DUR|1SELL	1SELL|2FEWX|3467VULN|56DUR|6BPWR|8RCR|9MLV|aLIT
258	41222 11631	10	   	246.54	DCR|4VULN|2DUR|1SELL	1SELL|29FEWX|3467VULN|56DUR|6BPWR|8RCR|aLIT
259	41222 11633	8	   	246.54	DCR|4VULN|2DUR|1SELL	1SELL|2FEWX|3467VULN|56DUR|6BPWR|8RCR|9LIT|aMLV
260	41222 11634	9	   	246.54	DCR|4VULN|2DUR|1SELL	1SELL|29FEWX|3467VULN|56DUR|6BPWR|8RCR|aLIT
261	41222 11636	8	   	246.54	DCR|4VULN|2DUR|1SELL	1SELL|2FEWX|3467VULN|56DUR|6BPWR|8RCR|9LIT|aBEXP
262	41222 11641	9	   	246.54	DCR|4VULN|2DUR|1SELL	1SELL|2FEWX|3467VULN|56DUR|6BPWR|8RCR|9LWND|aLIT
263	36662 11232	2	   	246.51	DCR|3VULN|3DMG	1RPLT|245DMG|346VULN|4BPWR|7DUST|8RCR|9LIT|aCGEN
264	41222 11611	8	   	246.44	DCR|4VULN|2DUR|1SELL	1SELL|2FEWX|3467VULN|56DUR|6BPWR|8RCR|9DUST|aLIT
265	41222 11632	8	   	246.44	DCR|4VULN|2DUR|1SELL	1SELL|2FEWX|3467VULN|56DUR|6BPWR|8RCR|9LIT|aBBNT
266	42114 32335	5	   	246.44	DCR|4VULN|2DUR|1SELL	1SELL|2aDUST|3LIT|4aDUR|5RCVC|678aVULN|9RCR|aBPWR
267	42142 22335	5	   	246.44	DCR|4VULN|2DUR|1SELL	1SELL|2aDUST|3LIT|4DMSP|578aVULN|6aDUR|9RCR|aBPWR
268	42222 11614	9	   	246.44	DCR|4VULN|2DUR|1SELL	1SELL|2DUST|3467VULN|56DUR|6BPWR|8RCR|9MLV|aLIT
269	42222 11621	9	   	246.44	DCR|4VULN|2DUR|1SELL	1SELL|2DUST|3467VULN|56DUR|6BPWR|8RCR|9LHND|aLIT
270	42222 11631	9	   	246.44	DCR|4VULN|2DUR|1SELL	1SELL|2DUST|3467VULN|56DUR|6BPWR|8RCR|9FEWX|aLIT
271	42222 11634	8	   	246.44	DCR|4VULN|2DUR|1SELL	1SELL|2DUST|3467VULN|56DUR|6BPWR|8RCR|9RCVC|aLIT
272	42222 11641	9	   	246.44	DCR|4VULN|2DUR|1SELL	1SELL|2DUST|3467VULN|56DUR|6BPWR|8RCR|9LWND|aLIT
273	42222 11643	8	   	246.44	DCR|4VULN|2DUR|1SELL	1SELL|2DUST|3467VULN|56DUR|6BPWR|8RCR|9LIT|aMLV
274	42222 11661	8	   	246.44	DCR|4VULN|2DUR|1SELL	1SELL|2DUST|3467VULN|56DUR|6BPWR|8RCR|9FEWX|aLIT
275	42222 12333	6	   	246.44	DCR|4VULN|2DUR|1SELL	1SELL|2DUST|3468VULN|56DUR|6BPWR|7LIT|9RCR|aMLV
276	42222 12336	6	   	246.44	DCR|4VULN|2DUR|1SELL	1SELL|2DUST|3468VULN|56DUR|6BPWR|7LIT|9RCR|aBEXP
277	42222 12624	8	   	246.44	DCR|4VULN|2DUR|1SELL	1SELL|2DUST|3469VULN|56DUR|6BPWR|7RCVC|8RCR|aLIT
278	36662 11231	2	   	246.41	DCR|3VULN|3DMG	1RPLT|245DMG|346VULN|4BPWR|7DUST|8RCR|9LIT|aERES
