0	Index      	 *	Score 	Summary	Detail	
1	12125 32874	 * 	188.17	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	16aLWND|2aVULN|3ZMB|4MBVNT|5AART|7RCR|8CDMG|9aDMG|aBPWR
153	31251 25126	   	163.90	DCR|2VULN|3ZMB|1DMG|3DUR|1ASPD	124ZMB|346DUR|4BPWR|59VULN|7DMG|8ASPD|aRCR
154	12562 22521	   	163.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1aLWND|25VULN|3LIT|4CDMG|6ZMB|7DMG|8AART|9RCR
155	12562 22522	   	163.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|25VULN|3aLIT|4CDMG|6ZMB|7DMG|8AART|9RCR
156	12562 22523	   	163.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|25VULN|3LIT|4CDMG|6ZMB|7DMG|8AART|9RCR|aLHND
157	12332 22524	   	163.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	13LWND|23VULN|3BPWR|4LIT|5CDMG|6ZMB|7DMG|8AART|9RCR|aERES
158	43323 11521	   	163.87	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR|1SELL	1ASPD|2SELL|3RCR|4CDMG|5ZMB|6LWND|79VULN|8DUR|aAART
159	43323 22521	   	163.87	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR|1SELL	1ASPD|2SELL|3RCR|4CDMG|5ZMB|69VULN|7LWND|8DUR|aAART
160	43323 16633	 * 	163.86	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD|1SELL	1ASPD|2SELL|3RCR|4CDMG|57ZMB|6LWND|8DMG|9AART|aVULN
161	12136 25151	 * 	163.72	ACR|3VULN|1AART|2ZMB|2DUR	17LWND|279VULN|38ZMB|4LHND|5RCR|67DUR|7BPWR|aAART
162	51221 52412	   	163.65	DCR|2DMG|1AART|1VULN|1CDMG|2RCVC	15RCVC|2ERES|3aDMG|4DMSP|6VULN|7RCR|8CDMG|9AART
163	64236 32232	   	163.64	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	16DUR|2VULN|3DUST|4AART|5RCR|7DMSP|8ZMB|9DMG|aCDMG
164	51231 52412	   	163.55	DCR|2DMG|1AART|1VULN|1CDMG|2RCVC	15RCVC|24ERES|3aDMG|6VULN|7RCR|8CDMG|9AART
165	64236 31232	   	163.54	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	16DUR|2VULN|37DUST|4AART|5RCR|8ZMB|9DMG|aCDMG
166	43333 51114	 * 	163.52	ACR|2VULN|1AART|2ASPD|2DUR|1ZMB|1SELL	17ASPD|2SELL|3RCR|4RMIN|57DUR|67VULN|7BPWR|8AART|9BEXP|aZMB
167	43333 51134	 * 	163.52	ACR|2VULN|1AART|2ASPD|2DUR|1ZMB|1SELL	17ASPD|2SELL|3RCR|4RMIN|57DUR|67VULN|7BPWR|8AART|9LWND|aZMB
168	43323 21213	 * 	163.48	ACR|4VULN|1CDMG|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|4CDMG|5ZMB|679aVULN|8RMIN
169	15114 31333	 * 	163.48	DCR|2AART|2VULN|1DMG|1ZMB	16LWND|2BEXP|3ZMB|4aVULN|57AART|8DMG|9RCR
170	36514 31333	   	163.48	DCR|2AART|2VULN|1DMG|1ZMB	1ZMB|26LWND|3BEXP|4aVULN|57AART|8DMG|9RCR
171	64311 12144	 * 	163.47	DCR|3VULN|2AART|3DUR|1SELL	13aDUR|23aVULN|3aBPWR|4SELL|5aFEWX|67AART|8MBVNT|9RCR
172	43214 22771	 * 	163.38	DCR|2VULN|2DMG|2FLTHEA|2ASPD|1SELL	19ASPD|2SELL|38DMG|4MBVNT|59VULN|6RPLT|79FLTHEA|9BPWR|aRCR
173	12316 21112	   	163.23	DCR|2VULN|2DMG|2CDMG|1ZMB|1SELL	13LWND|23VULN|3BPWR|4SELL|58CDMG|6aDMG|7ZMB|9RCR
174	54214 11173	   	163.22	DCR|2VULN|2DMG|1AART	1RCVC|2BELT|3MBVNT|4AART|5aVULN|6aBEXP|7LEGI|8aDMG|9RCR|aBPWR
175	64121 64121	   	163.10	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	1DUR|259VULN|3ZMB|4MBVNT|6TLV|7RCR|8ASPD|aAART
176	43214 13627	   	163.07	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD|1SELL	1ASPD|2SELL|3DMG|4MBVNT|5aVULN|6AART|7BEXP|8RCR|9FLTHEA
177	16223 21611	 * 	162.88	ACR|2VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1DUR	1LWND|2FLTHEA|3LHND|4CDMG|5RCR|6ZMB|7DUR|8aVULN|9DMG
178	16321 31621	 * 	162.83	DCR|4VULN|2CDMG|1FLTHEA	1LWND|2FLTHEA|3DUST|45CDMG|689aVULN|7RCR
179	16324 53233	 * 	162.70	DCR|3AART|1DMG|1CDMG|1FLTHEA|1ZMB	1LWND|2FLTHEA|3DUST|4CDMG|5DMG|6RCR|7ZMB|89aAART
180	34234 43331	   	162.68	DCR|3VULN|1AART|1DMG|1ZMB	1ZMB|27DUST|3LIT|4DMG|568VULN|9AART|aRCR
181	12136 41521	 * 	162.64	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	1LWND|29VULN|38ZMB|4LHND|5RCR|6ASPD|7DMG|aAART
182	62116 51121	   	162.64	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1DUR|2LWND|38ZMB|49VULN|5RCR|6CGEN|7DMG|aAART
183	61436 23344	 * 	162.62	ACR|2VULN|1AART|3CDMG|2DUR	1aDUR|2LEGI|3BEXP|4AART|5RCR|69aCDMG|7aVULN|8MBVNT|aBPWR
184	12125 66242	   	162.57	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LWND|2VULN|3ZMB|4MBVNT|5AART|67DMG|8RCR|9DUR|aRCVC
185	12125 67242	   	162.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|29VULN|3ZMB|4MBVNT|5AART|6DMG|7DUR|8RCR|aRCVC
186	12125 68242	   	162.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|27VULN|3ZMB|4MBVNT|5AART|6DMG|8RCR|9DUR|aRCVC
187	61116 51121	   	162.54	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1DUR|2LEGI|38ZMB|49VULN|5RCR|6CGEN|7DMG|aAART
188	43325 24313	 * 	162.32	ACR|2VULN|3ASPD|1DMG|2CDMG|1SELL	158ASPD|2SELL|3RCR|45CDMG|58BPWR|68LIT|78VULN|9MLV|aDMG
189	43335 61114	 * 	162.25	ACR|3VULN|1AART|3ASPD|1SELL	17aASPD|2SELL|3RCR|4RMIN|5MBVNT|67aVULN|7aBPWR|8AART|9aBEXP
190	43335 61134	 * 	162.25	ACR|3VULN|1AART|3ASPD|1SELL	17aASPD|2SELL|3RCR|4RMIN|5MBVNT|67aVULN|7aBPWR|8AART|9aLWND
191	43325 24323	 * 	162.22	ACR|2VULN|3ASPD|1DMG|2CDMG|1SELL	158ASPD|2SELL|3RCR|45CDMG|58BPWR|68LIT|78VULN|9ERES|aDMG
192	12522 34152	   	162.20	DCR|3VULN|2DMG|1DUR	1LWND|289VULN|3LIT|4LHND|5DUR|6RCR|7aDMG
193	62111 32211	   	162.07	DCR|3VULN|1DMG|1FLTHEA|1ZMB|1DUR	1DUR|2LWND|3ZMB|458VULN|6FEWX|7FLTHEA|9RCR|aDMG
194	64112 62211	   	162.07	DCR|3VULN|1DMG|1FLTHEA|1ZMB|1DUR	1DUR|248VULN|3ZMB|5FEWX|6LWND|7FLTHEA|9RCR|aDMG
195	64131 32211	   	162.07	DCR|3VULN|1DMG|1FLTHEA|1ZMB|1DUR	1DUR|258VULN|3ZMB|4LHND|6FEWX|7FLTHEA|9RCR|aDMG
196	64131 62211	   	162.07	DCR|3VULN|1DMG|1FLTHEA|1ZMB|1DUR	1DUR|258VULN|3ZMB|4LHND|6LWND|7FLTHEA|9RCR|aDMG
197	12136 52631	   	161.99	ACR|3DMG|2VULN|1ZMB	1LWND|29VULN|3ZMB|4LHND|5RCR|69CGEN|7BASHEA|89aDMG|9BPWR
198	43315 22325	 * 	161.98	ACR|2DMG|1AART|2ZMB|1CDMG|1ASPD|1SELL	1ASPD|2SELL|3RCR|4DMSP|5aZMB|67DMG|8AART|9CDMG
199	16116 23251	 * 	161.97	DCR|3VULN|1AART|2ASPD|1FLTHEA|1SELL	17LWND|2FLTHEA|37ASPD|4SELL|5BELT|67aVULN|7BPWR|8AART|9RCR
200	61111 32211	   	161.97	DCR|3VULN|1DMG|1FLTHEA|1ZMB|1DUR	1DUR|2LEGI|3ZMB|458VULN|6FEWX|7FLTHEA|9RCR|aDMG
201	61111 62211	   	161.97	DCR|3VULN|1DMG|1FLTHEA|1ZMB|1DUR	1DUR|2LEGI|3ZMB|458VULN|6LWND|7FLTHEA|9RCR|aDMG
202	31251 65332	   	161.96	DCR|2VULN|3ZMB|1DMG|3DUR	124ZMB|347DUR|47BPWR|57VULN|67BEXP|8RCR|9LHND|aDMG
203	52252 12335	   	161.90	DCR|2AART|2VULN|1ZMB|1ASPD|1DUR	1RCVC|2ASPD|3DUR|4aAART|5BEXP|68VULN|7ZMB|9RCR
204	52252 13135	   	161.90	DCR|2AART|2VULN|1ZMB|1ASPD|1DUR	1RCVC|2ASPD|3DUR|4aAART|5BEXP|67VULN|8ZMB|9RCR
205	52252 11133	   	161.90	DCR|2AART|2VULN|1ZMB|1ASPD|1DUR	1RCVC|2ASPD|3DUR|47AART|5BEXP|6aVULN|8ZMB|9RCR
206	43325 24132	 * 	161.85	ACR|2DMG|3CDMG|1VULN|2ASPD|1SELL	15ASPD|2SELL|3RCR|458CDMG|5BPWR|6LIT|7VULN|9aDMG
207	43325 24222	 * 	161.85	ACR|2DMG|3CDMG|1VULN|2ASPD|1SELL	15ASPD|2SELL|3RCR|459CDMG|5BPWR|6LIT|7VULN|8aDMG
208	43235 26212	   	161.82	DCR|3DMG|1VULN|1CDMG|1ZMB|1ASPD|1SELL	1ASPD|2SELL|36aDMG|4CGEN|5ZMB|7CDMG|8VULN|9RCR
209	12136 32631	   	161.79	ACR|3DMG|2VULN|1ZMB	1LWND|29VULN|3ZMB|4LHND|5RCR|69ERES|7BASHEA|89aDMG|9BPWR
210	12156 32531	   	161.79	ACR|3DMG|2VULN|1ZMB	1LWND|29VULN|3ZMB|4FEWX|5RCR|69ERES|7BASHEA|89aDMG|9BPWR
211	36311 21252	   	161.77	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2LWND|3CDMG|4AART|5BEXP|67aVULN|8DUST|9RCR
212	36315 21252	   	161.77	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2LWND|3CDMG|4AART|5FEWX|67aVULN|8DUST|9RCR
213	51243 13262	 * 	161.73	ACR|3VULN|2DMG|1DUR	1RCVC|2ERES|36DMG|4BELT|5RCR|7DUR|89aVULN
214	51243 22262	   	161.73	ACR|3VULN|2DMG|1DUR	1RCVC|2ERES|37DMG|4BELT|5RCR|6DUR|89aVULN
215	12131 22252	   	161.72	DCR|4VULN|1AART|1ZMB	1LWND|257aVULN|3ZMB|4LHND|6RPLT|8RCR|9AART
216	43226 22322	 * 	161.66	DCR|2DMG|1AART|2ASPD|1CDMG|1ZMB|1DUR|1SELL	14ASPD|2SELL|37DMG|5ZMB|6DUR|8AART|9CDMG|aRCR
217	64316 11221	   	161.65	DCR|3VULN|1AART|1CDMG|2DUR|1SELL	13DUR|237VULN|3BPWR|4SELL|5CDMG|6LWND|8RCR|9DUST|aAART
218	13611 21633	   	161.63	DCR|3VULN|1AART|1CDMG|1ZMB|1SELL	1LWND|2SELL|3ZMB|4AART|5BEXP|67aVULN|8CDMG|9RCR
219	12111 45235	   	161.62	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	1LWND|24VULN|38ZMB|5BEXP|6DMG|7AART|9RCR|aDUR
220	63111 45231	   	161.62	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	1DUR|2aBEXP|38ZMB|45VULN|6DMG|7AART|9RCR
221	63112 45233	   	161.62	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	1DUR|25BEXP|38ZMB|4aVULN|6DMG|7AART|9RCR
222	12262 62211	   	161.61	DCR|3VULN|2DMG|1FLTHEA	1LWND|258VULN|3DUST|4FEWX|6aDMG|7FLTHEA|9RCR
223	53425 11233	   	161.58	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2aVULN|3FEWX|4AIRHEL|5CDMG|6BEXP|7RCR|8AART|9DMG
224	12364 61212	   	161.57	DCR|3VULN|2DMG|1ZMB	13LWND|238VULN|3BPWR|4NUKE|5aDMG|6RCVC|7ZMB|9RCR
225	12431 21147	   	161.51	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1LWND|26VULN|3BEXP|4DUR|5MBVNT|7DMG|8RCR|9AART|aFLTHEA
226	43214 22271	 * 	161.45	DCR|3VULN|1DMG|2FLTHEA|2ASPD|1SELL	19ASPD|2SELL|3DMG|4MBVNT|589VULN|6RPLT|79FLTHEA|9BPWR|aRCR
227	12231 21147	   	161.41	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1LWND|26VULN|3DUST|4DUR|5MBVNT|7DMG|8RCR|9AART|aFLTHEA
228	12232 66147	   	161.41	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1LWND|25VULN|3DUST|4DUR|6DMG|7MBVNT|8RCR|9AART|aFLTHEA
229	64332 32253	   	161.40	DCR|3VULN|1AART|1CDMG|2DUR	13DUR|23aVULN|3BPWR|4LIT|5CDMG|6BELT|7AART|8FEWX|9RCR
230	12121 56242	   	161.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|25VULN|3ZMB|4MBVNT|6DMG|7AART|8RCR|9DUR|aRCVC
231	42152 11133	   	161.30	DCR|2AART|2VULN|1ZMB|1ASPD|1DUR	1ASPD|2DUR|3RCVC|47AART|5BEXP|6aVULN|8ZMB|9RCR
232	42152 12335	   	161.30	DCR|2AART|2VULN|1ZMB|1ASPD|1DUR	1ASPD|2DUR|3RCVC|4aAART|5BEXP|68VULN|7ZMB|9RCR
233	42152 13135	   	161.30	DCR|2AART|2VULN|1ZMB|1ASPD|1DUR	1ASPD|2DUR|3RCVC|4aAART|5BEXP|67VULN|8ZMB|9RCR
234	12125 66244	   	161.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LWND|2VULN|3ZMB|4MBVNT|5AART|67DMG|8RCR|9DUR|aLHND
235	12125 67244	   	161.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|29VULN|3ZMB|4MBVNT|5AART|6DMG|7DUR|8RCR|aLHND
236	12125 68244	   	161.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|27VULN|3ZMB|4MBVNT|5AART|6DMG|8RCR|9DUR|aLHND
237	12125 63242	   	161.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|29VULN|3ZMB|4MBVNT|5AART|6DMG|7BEXP|8RCR|aDUR
238	43322 15231	   	161.20	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|4CDMG|5aBEXP|6VULN|7AART|8ZMB|9DMG
239	43322 15234	   	161.20	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|4CDMG|5BEXP|6VULN|7AART|8ZMB|9DMG|aBELT
240	43322 15235	   	161.20	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|4CDMG|5BEXP|6VULN|7AART|8ZMB|9DMG|aFEWX
241	43322 15236	   	161.20	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|4CDMG|5BEXP|6VULN|7AART|8ZMB|9DMG|aRPLT
242	43322 15523	   	161.20	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|4CDMG|5BEXP|6VULN|7AART|8DMG|9LWND|aZMB
243	43322 25233	   	161.20	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|4CDMG|5BEXP|6LHND|7AART|8ZMB|9DMG|aVULN
244	43351 15231	   	161.20	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|4LHND|5CDMG|6VULN|7AART|8ZMB|9DMG|aBEXP
245	12125 66212	   	161.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LWND|2VULN|3ZMB|4MBVNT|5AART|67DMG|8RCR|9DUST|aDUR
246	12125 66241	   	161.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LWND|2VULN|3ZMB|4MBVNT|5AART|67DMG|8RCR|9DUR|aTLV
247	12125 66243	   	161.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LWND|2VULN|3ZMB|4MBVNT|5AART|67DMG|8RCR|9DUR|aDUST
248	12125 67241	   	161.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|29VULN|3ZMB|4MBVNT|5AART|6DMG|7DUR|8RCR|aTLV
249	12125 67243	   	161.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|29VULN|3ZMB|4MBVNT|5AART|6DMG|7DUR|8RCR|aDUST
250	12125 68212	   	161.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|27VULN|3ZMB|4MBVNT|5AART|6DMG|8RCR|9DUST|aDUR
251	12125 68241	   	161.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|27VULN|3ZMB|4MBVNT|5AART|6DMG|8RCR|9DUR|aTLV
252	12125 68243	   	161.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|27VULN|3ZMB|4MBVNT|5AART|6DMG|8RCR|9DUR|aDUST
253	12125 61242	   	161.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|29VULN|3ZMB|4MBVNT|5AART|6DMG|7DUST|8RCR|aDUR
254	16155 21121	 * 	161.16	DCR|1AART|1VULN|2FLTHEA|1CDMG|2DUR|1ASPD	17LWND|27FLTHEA|3ASPD|4VULN|57DUR|6RCR|7BPWR|8MGNSTR|9AART|aCDMG
255	43321 15231	   	161.10	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|4CDMG|5LEGI|6VULN|7AART|8ZMB|9DMG|aBEXP
256	43321 15234	   	161.10	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|4CDMG|5LEGI|6VULN|7AART|8ZMB|9DMG|aFEWX
257	43321 15523	   	161.10	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|4CDMG|5LEGI|6VULN|7AART|8DMG|9LWND|aZMB
258	43351 15232	   	161.10	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|4LHND|5CDMG|6VULN|7AART|8ZMB|9DMG|aMBVNT
259	43351 15233	   	161.10	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|4LHND|5CDMG|6VULN|7AART|8ZMB|9DMG|aDUST
260	43321 15232	   	161.00	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|4CDMG|5LEGI|6VULN|7AART|8ZMB|9DMG|aMBVNT
261	43321 15233	   	161.00	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|4CDMG|5LEGI|6VULN|7AART|8ZMB|9DMG|aDUST
262	43331 22325	 * 	160.93	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|4RMIN|5RCVC|67DMG|8AART|9CDMG|aZMB
263	54233 43273	   	160.92	DCR|2VULN|2DMG|1AART	1RCVC|2BELT|3MBVNT|4aVULN|5LWND|6aBEXP|7aDMG|8AART|9RCR|aBPWR
264	43323 21623	   	160.73	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD|1SELL	1ASPD|2SELL|3RCR|4CDMG|5ZMB|67VULN|8DMG|9LWND|aDUR
265	43323 21653	   	160.73	ACR|2VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR|1SELL	1ASPD|2SELL|3RCR|4CDMG|5ZMB|67VULN|8DMG|9BEXP|aDUR
266	12136 41421	   	160.69	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LWND|29VULN|3ZMB|4LHND|5RCR|6ASPD|7DMG|8RCVC|aAART
267	12225 23552	   	160.57	DCR|3VULN|1AART|1CDMG|1ZMB	1LWND|27aVULN|3DUST|4CDMG|5LHND|6AART|8ZMB|9RCR
268	43212 16234	 * 	160.54	DCR|3DMG|1AART|3ASPD|1SELL	189ASPD|2SELL|39aDMG|4MBVNT|59LHND|6AART|7RCR|9BPWR
269	64236 23132	   	160.52	ACR|3VULN|1AART|1CDMG|1DUR	1DUR|27aVULN|3DUST|4AART|5RCR|6CDMG|8FEWX|9RMIN
270	12131 46136	   	160.47	DCR|3VULN|2DMG|1ZMB	17LWND|257VULN|3ZMB|4LHND|67DMG|7BPWR|8DUST|9RCR|aRCVC
271	12316 61242	 * 	160.38	DCR|4VULN|1DMG|1CDMG|1SELL	13LWND|2379VULN|3BPWR|4SELL|5CDMG|6DUST|8RCR|aDMG
272	43313 32163	 * 	160.38	ACR|2DMG|1AART|1VULN|1DUR|1ASPD|1SELL	1ASPD|2SELL|3RCR|4DMSP|5DUR|6ERES|7VULN|8AART|9aDMG
273	43313 32166	   	160.38	ACR|2VULN|1AART|1DMG|1DUR|1ASPD|1SELL	1ASPD|2SELL|3RCR|4DMSP|5DUR|6ERES|7aVULN|8AART|9DMG
274	43316 32163	 * 	160.38	ACR|2DMG|1AART|1VULN|1DUR|1ASPD|1SELL	1ASPD|2SELL|3RCR|4DMSP|5ERES|6DUR|7VULN|8AART|9aDMG
275	41152 12334	   	160.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2ZMB|3CGEN|4AART|5BEXP|6VULN|7RCR|8ERES|9DMG|aCDMG
276	51261 51321	   	160.13	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|2ERES|3DMG|4ZMB|5LHND|6RCR|79VULN|8BEXP|aAART
277	51262 51221	   	160.13	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|2ERES|3DMG|4ZMB|5BEXP|6RCR|79VULN|8FEWX|aAART
278	43323 21162	 * 	160.10	ACR|2VULN|1DMG|2CDMG|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|48CDMG|5ZMB|67VULN|9LHND|aDMG
279	43323 21622	 * 	160.10	ACR|2VULN|1DMG|2CDMG|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|4aCDMG|5ZMB|67VULN|8DMG|9LWND
280	43323 21652	 * 	160.10	ACR|2VULN|1DMG|2CDMG|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|4aCDMG|5ZMB|67VULN|8DMG|9BEXP
281	12121 56244	   	160.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|25VULN|3ZMB|4MBVNT|6DMG|7AART|8RCR|9DUR|aLHND
282	12121 56245	   	160.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|25VULN|3ZMB|4MBVNT|6DMG|7AART|8RCR|9DUR|aBEXP
283	12121 56248	   	160.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|25VULN|3ZMB|4MBVNT|6DMG|7AART|8RCR|9DUR|aLIT
284	12121 56262	   	160.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|25VULN|3ZMB|4MBVNT|6DMG|7AART|8RCR|9LIT|aDUR
285	51262 51121	   	160.03	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|2ERES|3DMG|4ZMB|5BEXP|6RCR|79VULN|8LEGI|aAART
286	51263 51121	   	160.03	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|2ERES|3DMG|4ZMB|5FEWX|6RCR|79VULN|8LEGI|aAART
287	16324 53223	   	160.03	DCR|2AART|1DMG|1CDMG|1FLTHEA|1ZMB	1LWND|2FLTHEA|3DUST|4CDMG|5DMG|6RCR|7ZMB|8aAART|9RCVC
288	43351 21633	   	160.00	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|46LHND|5CDMG|7ZMB|8DMG|9AART|aVULN
289	43323 21142	 * 	160.00	ACR|2VULN|1DMG|2CDMG|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|48CDMG|5ZMB|67VULN|9LEGI|aDMG
290	12136 25316	   	159.97	ACR|2VULN|2DMG|2DUR|1ZMB	17LWND|27VULN|3ZMB|4LHND|5RCR|67DUR|7BPWR|89DMG|aRCVC
291	12121 56212	   	159.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|25VULN|3ZMB|4MBVNT|6DMG|7AART|8RCR|9DUST|aDUR
292	12121 56241	   	159.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|25VULN|3ZMB|4MBVNT|6DMG|7AART|8RCR|9DUR|aTLV
293	12121 56243	   	159.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|25VULN|3ZMB|4MBVNT|6DMG|7AART|8RCR|9DUR|aDUST
294	12121 56246	   	159.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|25VULN|3ZMB|4MBVNT|6DMG|7AART|8RCR|9DUR|aERES
295	31242 15335	 * 	159.94	DCR|2VULN|2AART|2ZMB|1ASPD|1DUR	12ZMB|3DUR|4ASPD|5BEXP|68VULN|7aAART|9RCR
296	43333 13154	 * 	159.93	ACR|2VULN|1AART|3ASPD|2DUR|1SELL	17aASPD|2SELL|3RCR|4RMIN|5aDUR|6AART|8MBVNT|9aVULN|aBPWR
297	43335 14254	 * 	159.93	ACR|2VULN|1AART|3ASPD|2DUR|1SELL	18aASPD|2SELL|3RCR|4RMIN|5MBVNT|6AART|7aDUR|9aVULN|aBPWR
298	43343 13154	 * 	159.83	ACR|2VULN|1AART|3ASPD|2DUR|1SELL	17aASPD|2SELL|3RCR|4TLV|5aDUR|6AART|8MBVNT|9aVULN|aBPWR
299	16111 33651	 * 	159.82	DCR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1ASPD|1SELL	1LWND|2FLTHEA|3ASPD|4SELL|5DMG|68VULN|7CDMG|9RCR|aZMB
300	12432 61324	   	159.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|25VULN|37BEXP|4DUR|6DMG|8AART|9RCR|aCDMG
301	16323 63252	 * 	159.80	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1LWND|2FLTHEA|3DUST|4CDMG|5RCR|6AART|7LIT|8DMG|9VULN|aDUR
302	66362 21223	   	159.73	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR	1DUR|2FLTHEA|3DUST|4FEWX|5AART|6ZMB|7RCR|8RPLT|9DMG|aVULN
