0	Index      	 *	Score 	Summary	Detail	
1	11622 15116	 * 	212.88	ACR|3VULN|2DMG|1AART|1CDMG|1ZMB|1DUR	134VULN|2RCR|57DMG|6ZMB|8DUR|9CDMG|aAART
177	11622 21625	   	188.83	ACR|3VULN|2DMG|1AART|1DUR	134VULN|2RCR|58DMG|6DUR|7FEWX|9AART|aCGEN
178	11622 21626	   	188.83	ACR|3VULN|2DMG|1AART|1DUR	134VULN|2RCR|58DMG|6DUR|7FEWX|9AART|aRMIN
179	11423 42232	 * 	188.78	ACR|3DMG|2VULN|1AART|1DUR|1SELL	17VULN|2RCR|3SELL|4DUR|578DMG|67LHND|7BPWR|9AART|aBEXP
180	11423 42236	 * 	188.78	ACR|3DMG|2VULN|1AART|1DUR|1SELL	17VULN|2RCR|3SELL|4DUR|578DMG|67LHND|7BPWR|9AART|aRPLT
181	11222 13413	   	188.78	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	14VULN|2RCR|3RCVC|59DMG|6ZMB|7AART|8CGEN|aDUR
182	11453 32116	   	188.72	ACR|2VULN|2DMG|1AART|2DUR|1ZMB|1SELL	17VULN|2RCR|3SELL|4BEXP|57DMG|67DUR|7BPWR|8ERES|9ZMB|aAART
183	11423 42235	 * 	188.68	ACR|3DMG|2VULN|1AART|1DUR|1SELL	17VULN|2RCR|3SELL|4DUR|578DMG|67LHND|7BPWR|9AART|aTLV
184	11433 42233	 * 	188.68	ACR|3DMG|2VULN|1AART|1DUR|1SELL	17VULN|2RCR|3SELL|4DUST|578DMG|67LHND|7BPWR|9AART|aDUR
185	11433 62116	   	188.62	ACR|2VULN|2DMG|1AART|2DUR|1ZMB|1SELL	17VULN|2RCR|3SELL|4DUST|57DMG|67DUR|7BPWR|8ERES|9ZMB|aAART
186	11222 13551	   	188.62	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	14aVULN|2RCR|38RCVC|5DMG|6ZMB|7AART|9DUR
187	11135 43363	   	188.43	ACR|3VULN|2DMG|1AART|1DUR	178VULN|2RCR|367CGEN|4BELT|57DMG|7BPWR|9DUR|aAART
188	11331 21453	   	188.43	ACR|3VULN|2DMG|1AART|1DUR	189VULN|2RCR|3FEWX|48DMG|5MLV|6DUR|78LIT|8BPWR|aAART
189	11222 11116	   	188.34	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	14VULN|2RCR|3RCVC|5DMG|6ZMB|78DUR|9CDMG|aAART
190	11222 26116	   	188.34	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	14VULN|2RCR|3RCVC|5DMG|68DUR|7ZMB|9CDMG|aAART
191	11336 21453	   	188.33	ACR|3VULN|2DMG|1AART|1DUR	189VULN|2RCR|3FEWX|48DMG|5ERES|6DUR|78LIT|8BPWR|aAART
192	11622 22623	   	188.23	ACR|3VULN|2DMG|1AART|1DUR	134VULN|2RCR|59DMG|6DUR|7CGEN|8BELT|aAART
193	11423 12366	   	188.18	ACR|3VULN|2DMG|1AART|1DUR|1SELL	178VULN|2RCR|3SELL|4DUR|57DMG|67BEXP|7BPWR|9FEWX|aAART
194	11423 42226	 * 	188.18	ACR|3DMG|2VULN|1AART|1DUR|1SELL	17VULN|2RCR|3SELL|4DUR|578DMG|679LHND|7BPWR|aAART
195	11622 23623	   	188.13	ACR|3VULN|2DMG|1AART|1DUR	134VULN|2RCR|59DMG|6DUR|7ERES|8BELT|aAART
196	11622 51623	   	188.13	ACR|3VULN|2DMG|1AART|1DUR	134VULN|2RCR|59DMG|6ERES|7DUR|8BELT|aAART
197	11222 21623	   	188.02	ACR|2VULN|2DMG|2AART|1DUR	14VULN|2RCR|3RCVC|58DMG|6DUR|7FEWX|9aAART
198	11622 61126	   	188.01	ACR|5VULN|1DMG|1CDMG|1DUR	13468VULN|2RCR|5DMG|7CDMG|9DMSP|aDUR
199	11622 61131	   	188.01	ACR|5VULN|1DMG|1CDMG|1DUR	13468VULN|2RCR|5DMG|7CDMG|9DUR|aLIT
200	11622 61135	   	188.01	ACR|5VULN|1DMG|1CDMG|1DUR	13468VULN|2RCR|5DMG|7CDMG|9DUR|aBELT
201	11622 65213	   	188.01	ACR|5VULN|1DMG|1CDMG|1ASPD	1346aVULN|2RCR|5DMG|7ASPD|8LHND|9CDMG
202	11622 65313	   	188.01	ACR|5VULN|1DMG|1CDMG|1ASPD	1346aVULN|2RCR|5DMG|7ASPD|8BEXP|9CDMG
203	11622 13436	   	187.95	ACR|3VULN|2AART|1DMG|1ZMB	134VULN|2RCR|5DMG|6ZMB|7aAART|8CGEN|9LIT
204	11622 13636	   	187.95	ACR|3VULN|2AART|1DMG|1ZMB	134VULN|2RCR|5DMG|6ZMB|7aAART|8RMIN|9LIT
205	11622 61132	   	187.91	ACR|5VULN|1DMG|1CDMG|1DUR	13468VULN|2RCR|5DMG|7CDMG|9DUR|aMBVNT
206	11622 61136	   	187.91	ACR|5VULN|1DMG|1CDMG|1DUR	13468VULN|2RCR|5DMG|7CDMG|9DUR|aLEGI
207	11622 61323	   	187.91	ACR|5VULN|1DMG|1CDMG|1DUR	1346aVULN|2RCR|5DMG|7CDMG|8ERES|9DUR
208	11252 21331	   	187.89	ACR|3VULN|2AART|1DMG|1DUR	17aVULN|2RCR|3RCVC|4DUR|5RMIN|69AART|8DMG
209	11622 13136	   	187.85	ACR|3VULN|2AART|1DMG|1ZMB	134VULN|2RCR|5DMG|6ZMB|7aAART|8ERES|9LIT
210	11622 13663	   	187.85	ACR|3VULN|2AART|1DMG|1ZMB	134VULN|2RCR|5DMG|6ZMB|7aAART|8RMIN|9DUST
211	11263 24621	   	187.78	ACR|4VULN|2DMG|2DUR|1SELL	169aVULN|2RCR|3RCVC|4SELL|5BELT|79DUR|89DMG|9BPWR
212	11222 65316	   	187.69	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	146VULN|2RCR|3RCVC|5DMG|7ASPD|8BEXP|9CDMG|aAART
213	11222 61326	   	187.59	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	146VULN|2RCR|3RCVC|5DMG|7CDMG|8ERES|9DUR|aAART
214	22215 23615	   	187.45	DCR|3VULN|1AART|2ASPD|1CDMG|2DUR	1RCVC|28ASPD|3CDMG|48aVULN|5AART|6RCR|78DUR|8BPWR|9RMIN
215	11622 25113	   	187.42	ACR|4VULN|1DMG|1CDMG|2DUR|1ASPD	134aVULN|2RCR|5DMG|68DUR|7ASPD|9CDMG
216	56433 84111	 * 	187.40	ACR|3DMG|1AART|2CDMG|2ZMB|1DUR	1MBVNT|26aDMG|3RCR|4RCVC|5DUR|7aZMB|8AART|9aCDMG|aBPWR
217	11622 61163	 * 	187.39	ACR|5VULN|1DMG|2CDMG	13468VULN|2RCR|5DMG|7aCDMG|9BELT
218	11622 13314	   	187.29	ACR|3VULN|1AART|1DMG|2ZMB|1ASPD	134VULN|2RCR|5DMG|68ZMB|7AART|9LHND|aASPD
219	11622 13324	   	187.29	ACR|3VULN|1AART|1DMG|2ZMB|1ASPD	134VULN|2RCR|5DMG|68ZMB|7AART|9BEXP|aASPD
220	11622 13343	   	187.29	ACR|3VULN|1AART|1DMG|2ZMB|1DUR	134VULN|2RCR|5DMG|68ZMB|7AART|9MLV|aDUR
221	11622 13355	   	187.29	ACR|3VULN|1AART|1DMG|2ZMB|1DUR	134VULN|2RCR|5DMG|68ZMB|7AART|9DUR|aRPLT
222	11622 13356	   	187.29	ACR|3VULN|1AART|1DMG|2ZMB|1DUR	134VULN|2RCR|5DMG|68ZMB|7AART|9DUR|aLIT
223	11622 13364	   	187.29	ACR|3VULN|1AART|1DMG|2ZMB|1ASPD	134VULN|2RCR|5DMG|68ZMB|7AART|9FEWX|aASPD
224	11612 13351	   	187.29	ACR|3VULN|1AART|1DMG|2ZMB|1DUR	13aVULN|2RCR|4DMSP|5DMG|68ZMB|7AART|9DUR
225	11622 61343	   	187.29	ACR|5VULN|1DMG|2CDMG	1346aVULN|2RCR|5DMG|79CDMG|8ERES
226	56414 32141	 * 	187.28	ACR|2DMG|2AART|3ZMB|2CDMG	1MBVNT|2aDMG|3RCR|4FEWX|5aCDMG|68aZMB|79AART|aBPWR
227	11622 13334	   	187.19	ACR|3VULN|1AART|1DMG|2ZMB|1ASPD	134VULN|2RCR|5DMG|68ZMB|7AART|9DUST|aASPD
228	11622 13352	   	187.19	ACR|3VULN|1AART|1DMG|2ZMB|1DUR	134VULN|2RCR|5DMG|68ZMB|7AART|9DUR|aERES
229	11622 13353	   	187.19	ACR|3VULN|1AART|1DMG|2ZMB|1DUR	134VULN|2RCR|5DMG|68ZMB|7AART|9DUR|aLEGI
230	11362 21314	   	187.14	ACR|4VULN|1AART|1DMG|1ASPD	1478VULN|2RCR|3FEWX|5RMIN|6AART|9DMG|aASPD
231	11652 21111	   	187.14	ACR|4VULN|1AART|1DMG|1DUR	137aVULN|2RCR|4DUR|58RMIN|6AART|9DMG
232	11652 21325	   	187.14	ACR|4VULN|1AART|1DMG|1DUR	1379VULN|2RCR|4DUR|5RMIN|6AART|8DMG|aRPLT
233	11652 21326	   	187.14	ACR|4VULN|1AART|1DMG|1DUR	1379VULN|2RCR|4DUR|5RMIN|6AART|8DMG|aLIT
234	11652 21322	   	187.04	ACR|4VULN|1AART|1DMG|1DUR	1379VULN|2RCR|4DUR|5RMIN|6AART|8DMG|aERES
235	11652 21323	   	187.04	ACR|4VULN|1AART|1DMG|1DUR	1379VULN|2RCR|4DUR|5RMIN|6AART|8DMG|aLEGI
236	11212 13251	   	186.85	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	18aVULN|2RCR|3RCVC|4DMSP|5DMG|6ZMB|7AART|9DUR
237	11222 13214	   	186.85	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	148VULN|2RCR|3RCVC|5DMG|6ZMB|7AART|9LHND|aASPD
238	11222 13224	   	186.85	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	148VULN|2RCR|3RCVC|5DMG|6ZMB|7AART|9BEXP|aASPD
239	11222 13243	   	186.85	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	148VULN|2RCR|3RCVC|5DMG|6ZMB|7AART|9MLV|aDUR
240	11222 13255	   	186.85	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	148VULN|2RCR|3RCVC|5DMG|6ZMB|7AART|9DUR|aRPLT
241	11222 13256	   	186.85	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	148VULN|2RCR|3RCVC|5DMG|6ZMB|7AART|9DUR|aLIT
242	11222 13264	   	186.85	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	148VULN|2RCR|3RCVC|5DMG|6ZMB|7AART|9FEWX|aASPD
243	11612 21622	   	186.82	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	13VULN|2RCR|4DMSP|58DMG|6DUR|7FEWX|9AART|aCDMG
244	54722 83411	   	186.77	DCR|4VULN|2DMG|2CDMG|1ASPD	1MBVNT|2347VULN|57DMG|67CDMG|7BPWR|8ASPD|9BEXP|aRCR
245	54722 83431	   	186.77	DCR|4VULN|2DMG|2CDMG|1ASPD	1MBVNT|2347VULN|57DMG|67CDMG|7BPWR|8ASPD|9LWND|aRCR
246	11622 16243	   	186.75	ACR|3VULN|2AART|1DMG|1ZMB	134VULN|2RCR|5DMG|6ZMB|7CGEN|8MGNLIT|9aAART
247	11222 13234	   	186.75	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	148VULN|2RCR|3RCVC|5DMG|6ZMB|7AART|9DUST|aASPD
248	11222 13252	   	186.75	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	148VULN|2RCR|3RCVC|5DMG|6ZMB|7AART|9DUR|aERES
249	11222 13253	   	186.75	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	148VULN|2RCR|3RCVC|5DMG|6ZMB|7AART|9DUR|aLEGI
250	11222 15166	   	186.73	ACR|2VULN|2DMG|1AART|1ZMB|1DUR|1SELL	14VULN|2RCR|3RCVC|57DMG|6ZMB|8DUR|9SELL|aAART
251	11622 11166	   	186.69	ACR|3VULN|1AART|1DMG|2DUR|1ZMB|1SELL	134VULN|2RCR|5DMG|6ZMB|78DUR|9SELL|aAART
252	11652 21311	   	186.69	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	137VULN|2RCR|4DUR|5RMIN|6AART|8DMG|9CDMG|aLWND
253	11652 21312	   	186.69	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	137VULN|2RCR|4DUR|5RMIN|6AART|8DMG|9CDMG|aLIT
254	11652 21314	   	186.69	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	137VULN|2RCR|4DUR|5RMIN|6AART|8DMG|9CDMG|aCGEN
255	56414 34641	   	186.68	ACR|2DMG|2AART|3ZMB|2CDMG	1MBVNT|2aDMG|3RCR|4FEWX|5aCDMG|67aZMB|89AART|aBPWR
256	54722 83441	   	186.67	DCR|4VULN|2DMG|2CDMG|1ASPD	1MBVNT|2347VULN|57DMG|67CDMG|7BPWR|8ASPD|9DUST|aRCR
257	11622 15211	   	186.59	ACR|3VULN|2DMG|2ZMB|1CDMG	134VULN|2RCR|57DMG|6aZMB|8LHND|9CDMG
258	11622 15311	   	186.59	ACR|3VULN|2DMG|2ZMB|1CDMG	134VULN|2RCR|57DMG|6aZMB|8BEXP|9CDMG
259	11652 21316	   	186.59	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	137VULN|2RCR|4DUR|5RMIN|6AART|8DMG|9CDMG|aMBVNT
260	11652 21342	   	186.59	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	137VULN|2RCR|4DUR|5RMIN|6AART|8DMG|9ERES|aCDMG
261	11622 15522	   	186.47	ACR|3VULN|2DMG|3ZMB	134VULN|2RCR|57DMG|689ZMB|aLHND
262	11622 53116	   	186.39	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	134VULN|2RCR|5DMG|6ERES|7RCVC|8DUR|9CDMG|aAART
263	11622 15523	   	186.37	ACR|3VULN|2DMG|3ZMB	134VULN|2RCR|57DMG|689ZMB|aCANSTR
264	22215 23525	   	186.37	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG|1DUR	1RCVC|28ASPD|3CDMG|4aVULN|5AART|6RCR|7DUR|9DMG
265	11222 65521	   	186.37	ACR|3VULN|2DMG|1ZMB|1ASPD|1DUR	146VULN|2RCR|3RCVC|5aDMG|7ASPD|8ZMB|9DUR
266	15116 61311	 * 	186.34	DCR|4VULN|1AART|1DMG|1CDMG	1467VULN|2CDMG|3BEXP|5AART|8RCVC|9RCR|aDMG
267	11622 61263	   	186.19	ACR|4VULN|1DMG|1CDMG|1ZMB|1DUR	1346VULN|2RCR|5DMG|7CDMG|8BEXP|9DUR|aZMB
268	11622 62316	   	186.19	ACR|4VULN|1DMG|1CDMG|1ZMB|1DUR	1346VULN|2RCR|5DMG|7LHND|8ZMB|9CDMG|aDUR
269	11622 65211	   	186.19	ACR|4VULN|1DMG|1CDMG|1ZMB|1ASPD	1346VULN|2RCR|5DMG|7ASPD|8LHND|9CDMG|aZMB
270	11622 65311	   	186.19	ACR|4VULN|1DMG|1CDMG|1ZMB|1ASPD	1346VULN|2RCR|5DMG|7ASPD|8BEXP|9CDMG|aZMB
271	11622 66111	   	186.19	ACR|4VULN|1DMG|1CDMG|1ZMB|1DUR	1346VULN|2RCR|5DMG|7CGEN|8DUR|9CDMG|aZMB
272	11622 16363	   	186.09	ACR|3VULN|1AART|1DMG|2ZMB|1DUR	134VULN|2RCR|5DMG|68ZMB|7CGEN|9AART|aDUR
273	11622 61321	   	186.09	ACR|4VULN|1DMG|1CDMG|1ZMB|1DUR	1346VULN|2RCR|5DMG|7CDMG|8ERES|9DUR|aZMB
274	11622 65131	   	186.06	ACR|4VULN|2DMG|1DUR|1ASPD	1346VULN|2RCR|5aDMG|7ASPD|8DUR|9MLV
275	11622 21611	   	185.97	ACR|3VULN|3DMG|2DUR	134VULN|2RCR|58aDMG|69DUR|7FEWX
276	11222 61622	   	185.90	ACR|3VULN|2DMG|1CDMG|1ZMB|1SELL	146VULN|2RCR|3RCVC|5aDMG|7CDMG|8SELL|9ZMB
277	11222 63622	   	185.90	ACR|3VULN|2DMG|1CDMG|1ZMB|1SELL	146VULN|2RCR|3RCVC|5aDMG|7SELL|8CDMG|9ZMB
278	22215 26621	 * 	185.84	DCR|2VULN|1AART|1DMG|2CDMG|2ASPD	1RCVC|28ASPD|38CDMG|48VULN|5AART|6RCR|7LEGI|8BPWR|9DMG|aLWND
279	22215 26622	   	185.84	DCR|2VULN|1AART|1DMG|2CDMG|2ASPD	1RCVC|28ASPD|38CDMG|48VULN|5AART|6RCR|7LEGI|8BPWR|9DMG|aLIT
280	11622 61236	   	185.74	ACR|4VULN|2DMG|1CDMG	1346VULN|2RCR|5aDMG|7CDMG|8BEXP|9DUST
281	11423 12451	   	185.57	ACR|3VULN|2DMG|1CDMG|1DUR|1ASPD|1SELL	179VULN|2RCR|3SELL|4DUR|57DMG|67BEXP|7BPWR|8CDMG|aASPD
282	11222 65113	   	185.53	ACR|4VULN|1DMG|1CDMG|1ASPD|1DUR	146aVULN|2RCR|3RCVC|5DMG|7ASPD|8DUR|9CDMG
283	11622 61632	   	185.49	ACR|4VULN|2DMG|1CDMG|1SELL	1346VULN|2RCR|5aDMG|7CDMG|8SELL|9ERES
284	11622 63342	   	185.49	ACR|4VULN|2DMG|1CDMG|1SELL	1346VULN|2RCR|5aDMG|7SELL|8ERES|9CDMG
285	11622 63632	   	185.49	ACR|4VULN|2DMG|1CDMG|1SELL	1346VULN|2RCR|5aDMG|7SELL|8CDMG|9ERES
286	12622 15343	   	185.40	DCR|4VULN|2DMG|2DUR|1ZMB	1348VULN|2aDUR|57DMG|6ZMB|9RCR
287	11612 13413	   	185.37	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	13VULN|2RCR|4DMSP|59DMG|6ZMB|7AART|8CGEN|aDUR
288	11612 13551	   	185.35	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	13aVULN|2RCR|4DMSP|5DMG|6ZMB|7AART|8RCVC|9DUR
289	11622 13514	   	185.35	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	134VULN|2RCR|5DMG|6ZMB|7AART|8RCVC|9LHND|aASPD
290	11622 13524	   	185.35	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	134VULN|2RCR|5DMG|6ZMB|7AART|8RCVC|9BEXP|aASPD
291	11622 13543	   	185.35	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	134VULN|2RCR|5DMG|6ZMB|7AART|8RCVC|9MLV|aDUR
292	11622 13534	   	185.25	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	134VULN|2RCR|5DMG|6ZMB|7AART|8RCVC|9DUST|aASPD
293	11622 13552	   	185.25	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	134VULN|2RCR|5DMG|6ZMB|7AART|8RCVC|9DUR|aERES
294	11622 13553	   	185.25	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	134VULN|2RCR|5DMG|6ZMB|7AART|8RCVC|9DUR|aLEGI
295	11622 63133	   	185.12	ACR|5VULN|1DMG|1ZMB|1DUR|1SELL	13468VULN|2RCR|5DMG|7SELL|9DUR|aZMB
296	22225 23525	   	185.05	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	1RCVC|2ASPD|3CDMG|47DUR|5AART|6RCR|8aVULN|9DMG
297	11413 53621	   	184.97	ACR|5VULN|2DMG|1SELL	1479aVULN|2RCR|3SELL|5BELT|69LHND|89DMG|9BPWR
298	11612 11116	   	184.93	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	13VULN|2RCR|4DMSP|5DMG|6ZMB|78DUR|9CDMG|aAART
299	11612 26116	   	184.93	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	13VULN|2RCR|4DMSP|5DMG|68DUR|7ZMB|9CDMG|aAART
300	12362 26622	   	184.92	ACR|2VULN|2DMG|1AART|1CDMG|2DUR	14VULN|26DUR|3FEWX|5RCR|78DMG|9AART|aCDMG
301	11622 63121	   	184.77	ACR|5VULN|2DMG|1SELL	13468VULN|2RCR|5aDMG|7SELL|9DMSP
302	11622 15231	   	184.74	ACR|3VULN|3DMG|1ZMB	134VULN|2RCR|57aDMG|6ZMB|8LHND|9MLV
303	11622 15331	   	184.74	ACR|3VULN|3DMG|1ZMB	134VULN|2RCR|57aDMG|6ZMB|8BEXP|9MLV
304	11622 15241	   	184.64	ACR|3VULN|3DMG|1ZMB	134VULN|2RCR|57aDMG|6ZMB|8LHND|9TLV
305	11622 15341	   	184.64	ACR|3VULN|3DMG|1ZMB	134VULN|2RCR|57aDMG|6ZMB|8BEXP|9TLV
306	11612 21623	   	184.62	ACR|2VULN|2DMG|2AART|1DUR	13VULN|2RCR|4DMSP|58DMG|6DUR|7FEWX|9aAART
307	11622 43122	   	184.62	ACR|4VULN|2DMG|2DUR	134aVULN|2RCR|5aDMG|6LIT|7BELT|8LHND|9aDUR|aBPWR
308	11626 22422	   	184.62	ACR|4VULN|2DMG|2DUR	1349VULN|2RCR|5BEXP|6BELT|79DUR|89DMG|9BPWR|aLWND
309	11622 43622	   	184.52	ACR|4VULN|2DMG|2DUR	134aVULN|2RCR|5aDMG|6LIT|7BELT|8DUST|9aDUR|aBPWR
310	11626 22421	   	184.52	ACR|4VULN|2DMG|2DUR	1349VULN|2RCR|5BEXP|6BELT|79DUR|89DMG|9BPWR|aERES
311	11626 22423	   	184.52	ACR|4VULN|2DMG|2DUR	1349VULN|2RCR|5BEXP|6BELT|79DUR|89DMG|9BPWR|aDUST
312	11362 25316	   	184.49	ACR|3VULN|2AART|1DMG|1DUR	14aVULN|2RCR|3FEWX|5RMIN|69AART|7DUR|8DMG
313	11652 21335	   	184.49	ACR|3VULN|2AART|1DMG|1DUR	137VULN|2RCR|4DUR|5RMIN|69AART|8DMG|aRPLT
314	11652 21336	   	184.49	ACR|3VULN|2AART|1DMG|1DUR	137VULN|2RCR|4DUR|5RMIN|69AART|8DMG|aLIT
315	15116 61211	   	184.43	DCR|4VULN|1AART|1DMG|1CDMG	1467VULN|2CDMG|3BEXP|5AART|8DMSP|9RCR|aDMG
316	15311 61211	   	184.43	DCR|4VULN|1AART|1DMG|1CDMG	1467VULN|2CDMG|3LHND|5AART|8DMSP|9RCR|aDMG
317	11623 13254	   	184.42	ACR|4VULN|1AART|1ZMB|1ASPD|1DUR	1348VULN|2RCR|5RMIN|6ZMB|7AART|9DUR|aASPD
318	11622 63326	   	184.40	ACR|4VULN|1AART|1DMG|1DUR|1SELL	1346VULN|2RCR|5DMG|7SELL|8ERES|9DUR|aAART
319	11652 21332	   	184.39	ACR|3VULN|2AART|1DMG|1DUR	137VULN|2RCR|4DUR|5RMIN|69AART|8DMG|aERES
320	11652 21333	   	184.39	ACR|3VULN|2AART|1DMG|1DUR	137VULN|2RCR|4DUR|5RMIN|69AART|8DMG|aLEGI
321	11222 61126	   	184.38	ACR|5VULN|1DMG|1CDMG	1468aVULN|2RCR|3RCVC|5DMG|7CDMG|9MBVNT
322	11222 61143	   	184.38	ACR|5VULN|1DMG|1CDMG	1468aVULN|2RCR|3RCVC|5DMG|7CDMG|9TLV
323	11413 24622	   	184.37	ACR|4VULN|2DMG|2DUR|1SELL	1469VULN|2RCR|3SELL|5BELT|79DUR|89DMG|9BPWR|aLSRICY
324	11413 24623	   	184.37	ACR|4VULN|2DMG|2DUR|1SELL	1469VULN|2RCR|3SELL|5BELT|79DUR|89DMG|9BPWR|aRPLT
325	11453 32313	   	184.37	ACR|4VULN|2DMG|2DUR|1SELL	178aVULN|2RCR|3SELL|4BEXP|57DMG|67DUR|7BPWR|9LWND
326	11453 32333	   	184.37	ACR|4VULN|2DMG|2DUR|1SELL	178aVULN|2RCR|3SELL|4BEXP|57DMG|67DUR|7BPWR|9LHND
327	11622 25111	   	184.32	ACR|3VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD	134VULN|2RCR|5DMG|68DUR|7ASPD|9CDMG|aZMB
328	11433 62313	   	184.27	ACR|4VULN|2DMG|2DUR|1SELL	178aVULN|2RCR|3SELL|4DUST|57DMG|67DUR|7BPWR|9LWND
329	11433 62333	   	184.27	ACR|4VULN|2DMG|2DUR|1SELL	178aVULN|2RCR|3SELL|4DUST|57DMG|67DUR|7BPWR|9LHND
330	11453 32143	   	184.27	ACR|4VULN|2DMG|2DUR|1SELL	179aVULN|2RCR|3SELL|4BEXP|57DMG|67DUR|7BPWR|8ERES
331	11222 25116	   	184.27	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	14VULN|2RCR|3RCVC|5DMG|68DUR|7ASPD|9CDMG|aAART
332	11625 36322	   	184.22	ACR|5VULN|1AART|1CDMG	13468VULN|2RCR|5MLV|7CGEN|9CDMG|aAART
333	56413 21284	   	184.19	ACR|3VULN|2DMG|1AART	1MBVNT|29DMG|3RCR|49FEWX|5RCVC|6AART|79aVULN|8RPLT|9BPWR
334	11612 61326	   	184.19	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	136VULN|2RCR|4DMSP|5DMG|7CDMG|8ERES|9DUR|aAART
335	11433 62143	   	184.17	ACR|4VULN|2DMG|2DUR|1SELL	179aVULN|2RCR|3SELL|4DUST|57DMG|67DUR|7BPWR|8ERES
336	54327 41181	   	184.10	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1MBVNT|29VULN|39FEWX|4DUR|5AART|6CDMG|7RCR|89DMG|9BPWR|aMLV
337	56421 21451	   	184.02	ACR|2VULN|2DMG|2AART|1ASPD	1MBVNT|28DMG|3RCR|4ERES|58MLV|69AART|78VULN|8BPWR|aASPD
338	56421 21453	   	184.02	ACR|2VULN|2DMG|2AART|1DUR	1MBVNT|28DMG|3RCR|4ERES|58MLV|69AART|78VULN|8BPWR|aDUR
339	11135 53353	   	183.99	ACR|3VULN|2DMG|1AART	178VULN|2RCR|37CGEN|4BELT|57DMG|6RCVC|7BPWR|9MLV|aAART
340	11362 21331	   	183.97	ACR|5VULN|1AART|1ZMB	1478aVULN|2RCR|3FEWX|5RMIN|6AART|9ZMB
341	56473 22444	   	183.92	ACR|4VULN|2DMG|2DUR	1MBVNT|2aDMG|3RCR|4TLV|567aVULN|8RCVC|9aDUR|aBPWR
342	11453 32362	   	183.92	ACR|3VULN|2DMG|1CDMG|2DUR|1SELL	178VULN|2RCR|3SELL|4BEXP|57DMG|67DUR|7BPWR|9FEWX|aCDMG
343	11433 62362	   	183.82	ACR|3VULN|2DMG|1CDMG|2DUR|1SELL	178VULN|2RCR|3SELL|4DUST|57DMG|67DUR|7BPWR|9FEWX|aCDMG
344	56423 21451	   	183.82	ACR|2VULN|2DMG|2AART|1ASPD	1MBVNT|28DMG|3RCR|4ERES|58TLV|69AART|78VULN|8BPWR|aASPD
345	56423 21453	   	183.82	ACR|2VULN|2DMG|2AART|1DUR	1MBVNT|28DMG|3RCR|4ERES|58TLV|69AART|78VULN|8BPWR|aDUR
346	11222 13311	   	183.76	ACR|3VULN|1AART|1DMG|2ZMB	14aVULN|2RCR|3RCVC|5DMG|68ZMB|7AART|9LHND
347	11222 13321	   	183.76	ACR|3VULN|1AART|1DMG|2ZMB	14aVULN|2RCR|3RCVC|5DMG|68ZMB|7AART|9BEXP
348	11222 13361	   	183.76	ACR|3VULN|1AART|1DMG|2ZMB	14aVULN|2RCR|3RCVC|5DMG|68ZMB|7AART|9FEWX
349	11222 13331	   	183.66	ACR|3VULN|1AART|1DMG|2ZMB	14aVULN|2RCR|3RCVC|5DMG|68ZMB|7AART|9DUST
