0	Index      	 *	Score 	Summary	Detail	
1	13412 33266	 * 	191.82	DCR|3VULN|2DMG|1AART|3DUR	18CGEN|25aVULN|3AART|458DUR|58BPWR|68DMG|7RCVC|9RCR
166	12163 12515	   	164.08	DCR|3VULN|1AART|1DMG|1ZMB	1CGEN|2ZMB|345VULN|6DMG|7AART|8RPLT|9DMSP|aRCR
167	21113 21266	   	164.01	DCR|3VULN|2DMG|3DUR	1DLOT|248DUR|36ERES|58DMG|78aVULN|8BPWR|9RCR
168	15232 36232	   	164.01	DCR|2AART|2VULN|1DMG|2DUR	1CGEN|29AART|35DUR|45VULN|5BPWR|6DMG|7DUST|8CANHEL|aRCR
169	15412 36232	   	164.01	DCR|2AART|2VULN|1DMG|2DUR	1CGEN|29AART|35VULN|45DUR|5BPWR|6DMG|7DUST|8CANHEL|aRCR
170	31452 26311	   	163.85	DCR|2VULN|1AART|2ASPD|2DUR|1ZMB	1LHND|25ASPD|3AART|45VULN|5BPWR|6aDUR|7RCR|8CGEN|9ZMB
171	62425 33321	   	163.84	DCR|3VULN|1DMG|2CDMG|1ZMB	1MLV|2ZMB|36CDMG|459VULN|7CGEN|8RCR|aDMG
172	31452 26111	   	163.75	DCR|2VULN|1AART|2ASPD|2DUR|1ZMB	1LHND|25ASPD|3AART|45VULN|5BPWR|6aDUR|7RCR|8ERES|9ZMB
173	13411 16335	   	163.66	DCR|4VULN|1AART|1DUR	18CGEN|259aVULN|3AART|4DUR|6LWND|7RCR
174	23632 55333	   	163.56	DCR|4VULN|1AART|1DUR	1DLOT|2589VULN|3AART|4RMIN|6LWND|7RCR|aDUR
175	15232 32134	   	163.52	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1SELL	1CGEN|2AART|35DUR|45VULN|5BPWR|6DMG|7MLV|8ZMB|9SELL|aRCR
176	15412 32134	   	163.52	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1SELL	1CGEN|2AART|35VULN|45DUR|5BPWR|6DMG|7MLV|8ZMB|9SELL|aRCR
177	12141 53523	   	163.50	DCR|2VULN|2DMG|3ZMB	17CGEN|247ZMB|34VULN|47BPWR|5LWND|67DMG|8RCR|9LIT|aDMSP
178	12141 53532	   	163.50	DCR|2VULN|2DMG|3ZMB	17CGEN|247ZMB|34VULN|47BPWR|5LWND|67DMG|8RCR|9LSRICY|aBELT
179	15232 31134	   	163.42	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1SELL	1CGEN|2AART|35DUR|45VULN|5BPWR|6DMG|7TLV|8ZMB|9SELL|aRCR
180	15412 31134	   	163.42	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1SELL	1CGEN|2AART|35VULN|45DUR|5BPWR|6DMG|7TLV|8ZMB|9SELL|aRCR
181	65232 31134	   	163.42	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1SELL	1MLV|2AART|35DUR|45VULN|5BPWR|6DMG|7TLV|8ZMB|9SELL|aRCR
182	65221 25313	   	163.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2AART|3DUR|4RPLT|5DMG|6CDMG|7RMIN|8aVULN|9RCR
183	13412 36232	   	163.41	DCR|2AART|2VULN|1DMG|2DUR	1CGEN|25VULN|39AART|45DUR|5BPWR|6DMG|7DUST|8CANHEL|aRCR
184	12141 53512	   	163.40	DCR|2VULN|2DMG|3ZMB	17CGEN|247ZMB|34VULN|47BPWR|5LWND|67DMG|8RCR|9DUST|aBEXP
185	12141 53513	   	163.40	DCR|2VULN|2DMG|3ZMB	17aCGEN|247ZMB|34VULN|47BPWR|5LWND|67DMG|8RCR|9DUST
186	12141 53521	   	163.40	DCR|2VULN|2DMG|3ZMB	17CGEN|247ZMB|34VULN|47BPWR|5LWND|67DMG|8RCR|9LIT|aLEGI
187	12141 53531	   	163.40	DCR|2VULN|2DMG|3ZMB	17CGEN|247ZMB|34VULN|47BPWR|5LWND|67DMG|8RCR|9LSRICY|aTLV
188	12141 53533	   	163.40	DCR|2VULN|2DMG|3ZMB	17CGEN|247ZMB|34VULN|47BPWR|5LWND|67DMG|8RCR|9LSRICY|aDUST
189	12141 53511	   	163.30	DCR|2VULN|2DMG|3ZMB	17CGEN|247ZMB|34VULN|47BPWR|5LWND|67DMG|8RCR|9DUST|aMBVNT
190	15162 31612	   	163.02	DCR|3VULN|2AART|1ZMB|1SELL	1CGEN|29AART|3SELL|457VULN|6LHND|8RCR|aZMB
191	65132 31612	   	163.02	DCR|3VULN|2AART|1ZMB|1SELL	1MLV|29AART|3SELL|457VULN|6LHND|8RCR|aZMB
192	23644 11113	   	162.96	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1DLOT|25VULN|3AART|45DUR|5BPWR|6LWND|7ZMB|8BASICY|9DMG|aRCR
193	13412 32134	   	162.92	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1SELL	1CGEN|25VULN|3AART|45DUR|5BPWR|6DMG|7MLV|8ZMB|9SELL|aRCR
194	13412 31134	   	162.82	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1SELL	1CGEN|25VULN|3AART|45DUR|5BPWR|6DMG|7TLV|8ZMB|9SELL|aRCR
195	31453 31612	   	162.77	DCR|2VULN|1AART|2ASPD|1CDMG|1ZMB	1LHND|25ASPD|3AART|47VULN|6CDMG|8RCR|9DMSP|aZMB
196	31453 31633	   	162.77	DCR|2VULN|1AART|2ASPD|1CDMG|1ZMB	1LHND|25ASPD|3AART|47VULN|6CDMG|8RCR|9ZMB|aLWND
197	23562 47343	 * 	162.73	DCR|4VULN|1DMG|1CDMG	1DLOT|2368VULN|4MBVNT|5ERES|7RCR|9CDMG|aDMG
198	23631 54311	   	162.71	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	1DLOT|26VULN|3AART|4RMIN|56ASPD|6BPWR|7MLV|8DMG|9RCR|aDUR
199	23631 56311	   	162.71	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	1DLOT|26VULN|3AART|4RMIN|56ASPD|6BPWR|7CGEN|8DMG|9RCR|aDUR
200	31451 32234	   	162.70	DCR|2AART|2VULN|1CDMG|1ZMB|1ASPD	1LHND|2ASPD|38AART|45VULN|6CDMG|7DUST|9ZMB|aRCR
201	31452 32251	 * 	162.68	DCR|3AART|2VULN|2ASPD|1CDMG	1LHND|25ASPD|389AART|45VULN|5BPWR|6CDMG|7DUST|aRCR
202	23631 53311	   	162.61	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	1DLOT|26VULN|3AART|4RMIN|56ASPD|6BPWR|7TLV|8DMG|9RCR|aDUR
203	21251 52212	 * 	162.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DLOT|2DUR|3LWND|4aVULN|5RCR|6CDMG|7FEWX|8AART|9DMG
204	21531 43212	   	162.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DLOT|2DUR|3aVULN|4LHND|5RCR|6LWND|7CDMG|8AART|9DMG
205	22251 53212	   	162.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DLOT|2LHND|3LWND|4aVULN|5RCR|6CDMG|7DUR|8AART|9DMG
206	22251 63212	   	162.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DLOT|2LHND|3LWND|4aVULN|5RCR|6DUR|7CDMG|8AART|9DMG
207	23231 53212	   	162.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DLOT|2aVULN|3LWND|4LHND|5RCR|6CDMG|7DUR|8AART|9DMG
208	23231 63212	   	162.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DLOT|2aVULN|3LWND|4LHND|5RCR|6DUR|7CDMG|8AART|9DMG
209	24351 63212	   	162.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DLOT|2LWND|3FEWX|4aVULN|5RCR|6DUR|7CDMG|8AART|9DMG
210	24531 53212	   	162.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DLOT|2LWND|3aVULN|4LHND|5RCR|6CDMG|7DUR|8AART|9DMG
211	24531 63212	   	162.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DLOT|2LWND|3aVULN|4LHND|5RCR|6DUR|7CDMG|8AART|9DMG
212	33452 31612	   	162.52	DCR|3VULN|2AART|1ZMB|1SELL	1LHND|25MLV|39AART|457VULN|5BPWR|6SELL|8RCR|aZMB
213	31453 31623	   	162.52	DCR|2VULN|1AART|2ASPD|1CDMG|1ZMB|1SELL	1LHND|25ASPD|3AART|47VULN|6CDMG|8RCR|9SELL|aZMB
214	15161 21613	   	162.47	DCR|2VULN|2DMG|1AART|1SELL	1CGEN|2AART|3SELL|47VULN|5aDMG|6TLV|8RCR|9DMSP
215	15161 21631	   	162.47	DCR|2VULN|2DMG|1AART|1SELL	1CGEN|2AART|3SELL|47VULN|5aDMG|6TLV|8RCR|9LWND
216	21251 23212	   	162.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DLOT|2DUR|3LWND|4aVULN|5RCR|6DUST|7CDMG|8AART|9DMG
217	21531 23212	   	162.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DLOT|2DUR|3aVULN|4LHND|5RCR|6DUST|7CDMG|8AART|9DMG
218	21564 53212	   	162.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DLOT|2DUR|3aVULN|4MBVNT|5RCR|6LWND|7CDMG|8AART|9DMG
219	21631 43212	   	162.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DLOT|2DUR|3DUST|4aVULN|5RCR|6LWND|7CDMG|8AART|9DMG
220	33451 31612	   	162.42	DCR|3VULN|2AART|1ZMB|1SELL	1LHND|2MLV|39AART|457VULN|6SELL|8RCR|aZMB
221	15232 13634	   	162.35	DCR|4VULN|1AART|2DUR	1CGEN|2AART|35DUR|4589VULN|5BPWR|6LWND|7LEGI|aRCR
222	21564 23512	   	162.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DLOT|2DUR|3aVULN|4MBVNT|5RCR|6DUST|7CDMG|8AART|9DMG
223	12113 62563	   	162.33	DCR|3VULN|1DMG|2ASPD|1ZMB	19CGEN|2ZMB|379VULN|4AIRHEA|5MLV|6RCR|89ASPD|9BPWR|aDMG
224	13433 31641	   	162.32	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1CGEN|27VULN|3AART|4ZMB|5RMIN|6SELL|8RCR|9DMG|aDUR
225	15161 21621	   	162.22	DCR|2VULN|2DMG|1AART|2SELL	1CGEN|2AART|39SELL|47VULN|5aDMG|6TLV|8RCR
226	12141 14513	   	162.20	DCR|3VULN|1AART|2ZMB|2DUR	1aCGEN|24ZMB|34aVULN|4aBPWR|5LWND|6LSRICY|7aDUR|8AART|9RCR
227	12632 25413	   	162.18	DCR|2VULN|3ZMB|1AART|2DUR	1CGEN|235ZMB|4AART|68DUR|7aVULN|9RCR
228	62632 23313	   	162.18	DCR|2VULN|3ZMB|1AART|2DUR	1MLV|235ZMB|4AART|67DUR|8aVULN|9RCR
229	12116 22156	 * 	161.99	ACR|3VULN|2DMG|1ZMB	179CGEN|2ZMB|39aVULN|4AIRHEA|5RCR|6BEXP|89DMG|9BPWR
230	41513 21522	   	161.97	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1FEWX|2ASPD|3DMG|4MLV|5ZMB|69VULN|7RCR|8AART|aLIT
231	41513 21523	   	161.97	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1aFEWX|2ASPD|3DMG|4MLV|5ZMB|69VULN|7RCR|8AART
232	13142 31612	   	161.92	DCR|3VULN|2AART|1ZMB|1SELL	1CGEN|257VULN|35LHND|49AART|5BPWR|6SELL|8RCR|aZMB
233	41533 21522	   	161.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1FEWX|2ASPD|3DMG|4TLV|5ZMB|69VULN|7RCR|8AART|aLIT
234	41533 21523	   	161.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1aFEWX|2ASPD|3DMG|4TLV|5ZMB|69VULN|7RCR|8AART
235	13621 15343	   	161.86	DCR|2VULN|2DMG|1CDMG|1ZMB	1CGEN|24VULN|3RPLT|56DMG|7RCR|8FEWX|9ZMB|aCDMG
236	13141 31612	   	161.82	DCR|3VULN|2AART|1ZMB|1SELL	1CGEN|257VULN|3LHND|49AART|6SELL|8RCR|aZMB
