0	Index      	 *	Score 	Summary	Detail	
1	13531 14411	 * 	195.46	DCR|3VULN|2AART|2DMG|1DUR	1RCVC|24DMG|39AART|4BPWR|578VULN|6DUR|aRCR
163	33411 43623	   	173.43	ACR|3VULN|1AART|1FLTHEA|1ZMB|1ASPD	17aVULN|2CGEN|3RCR|4ZMB|5ASPD|6FLTHEA|8RPLT|9AART
164	33411 43242	   	173.33	ACR|3VULN|1AART|1FLTHEA|1ZMB|1ASPD	178VULN|2CGEN|3RCR|4ZMB|5ASPD|6FLTHEA|9AART|aERES
165	13532 11412	   	173.13	DCR|3DMG|1AART|1VULN|1CDMG	1RCVC|247DMG|3AART|4BPWR|5CDMG|6CGEN|8VULN|9LIT|aRCR
166	34313 16161	   	173.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	16VULN|2ZMB|3ERES|4AART|5CGEN|7DMG|8CDMG|9RCR|aDUR
167	65714 11321	   	173.11	DCR|3VULN|2DMG|1ZMB|1DUR	1MBVNT|2CGEN|378VULN|4ZMB|59DMG|6RCR|aDUR
168	31334 26322	   	173.09	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	16VULN|2LWND|39CDMG|4ERES|5DMG|7AART|8RCR|aZMB
169	33433 33135	   	173.07	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	16VULN|2CGEN|3RCR|4DUR|5DMG|7ASPD|8CDMG|9MBVNT|aAART
170	33433 33144	   	173.07	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	16VULN|2CGEN|3RCR|4DUR|5DMG|7ASPD|8CDMG|9DUST|aAART
171	33433 35243	 * 	173.05	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	16VULN|2CGEN|3RCR|4DUR|5DMG|7aCDMG|8LSRHEA|9AART
172	13532 11426	   	173.03	DCR|3DMG|1AART|1VULN|1CDMG	1RCVC|247DMG|3AART|4BPWR|5CDMG|6CGEN|8VULN|9MBVNT|aRCR
173	33433 33313	   	173.03	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	16VULN|2CGEN|3RCR|4DUR|5DMG|7ASPD|8AART|9ZMB|aRCVC
174	61714 11321	   	173.01	DCR|3VULN|2DMG|1ZMB|1DUR	1MBVNT|2ERES|378VULN|4ZMB|59DMG|6RCR|aDUR
175	33414 31331	   	172.90	ACR|3VULN|1AART|1DMG|1ZMB	178VULN|2CGEN|3RCR|4ZMB|5BEXP|6MLV|9AART|aDMG
176	13533 24611	   	172.87	DCR|2AART|2VULN|2DMG	1RCVC|24DMG|39AART|4BPWR|58FEWX|67VULN|aRCR
177	33414 61331	   	172.80	ACR|3VULN|1AART|1DMG|1ZMB	178VULN|2CGEN|3RCR|4ZMB|5BEXP|6TLV|9AART|aDMG
178	13531 21611	   	172.77	DCR|2AART|2VULN|2DMG	1RCVC|24DMG|39AART|4BPWR|56VULN|7RMIN|8TLV|aRCR
179	13531 31411	   	172.77	DCR|2AART|2VULN|2DMG	1RCVC|24DMG|39AART|4BPWR|58VULN|6TLV|7RMIN|aRCR
180	33432 43433	   	172.73	ACR|2VULN|1AART|1DMG|1FLTHEA|2DUR	17VULN|2CGEN|3RCR|45DUR|6FLTHEA|8AART|9DMG|aFEWX
181	34623 22321	   	172.72	DCR|2VULN|2AART|2CDMG|1ZMB|1DUR	13VULN|2ZMB|49CDMG|5aAART|6DUR|7RMIN|8RCR
182	13531 24611	   	172.67	DCR|2AART|2VULN|2DMG	1RCVC|24DMG|39AART|4BPWR|56VULN|7ERES|8TLV|aRCR
183	34235 35112	   	172.66	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1VULN|2ZMB|3AART|45LWND|6RCR|79DMG|8aDUR
184	33432 43431	   	172.63	ACR|2VULN|1AART|1DMG|1FLTHEA|2DUR	17VULN|2CGEN|3RCR|45DUR|6FLTHEA|8AART|9DMG|aLEGI
185	34232 35322	 * 	172.52	DCR|2AART|1DMG|1VULN|1FLTHEA|1ZMB	1VULN|2ZMB|39AART|4LWND|58RCVC|6RCR|7DMG|aFLTHEA
186	34252 35322	   	172.52	DCR|2AART|1DMG|1VULN|1FLTHEA|1ZMB	1VULN|2ZMB|39AART|4LHND|58RCVC|6RCR|7DMG|aFLTHEA
187	15331 54212	   	171.97	DCR|3VULN|2DMG|2DUR|2RCVC	15RCVC|2DMSP|3aDMG|46aVULN|7RCR|8aDUR|9BELT|aBPWR
188	15331 64212	   	171.97	DCR|3DMG|2VULN|2DUR|2RCVC	15RCVC|2DMSP|36aDMG|4aVULN|7RCR|8aDUR|9BELT|aBPWR
189	13516 32334	   	171.94	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2DMG|35AART|4LIT|6RCR|7RPLT|8CDMG|9VULN|aZMB
190	34226 35111	   	171.88	DCR|2AART|2DMG|1VULN|1ZMB	1VULN|2ZMB|38AART|45BEXP|6RCR|7aDMG|9CGEN
191	34261 35111	   	171.88	DCR|2AART|2DMG|1VULN|1ZMB	1VULN|2ZMB|38AART|45FEWX|6RCR|7aDMG|9CGEN
192	13546 32112	   	171.84	DCR|2AART|1DMG|1VULN|1FLTHEA|1ZMB	1RCVC|2DMG|38AART|4VULN|5DUST|6RCR|7LWND|9ZMB|aFLTHEA
193	33433 16644	 * 	171.83	ACR|3DMG|2VULN|3DUR	18VULN|2CGEN|3RCR|489DUR|58aDMG|6MBVNT|7RMIN|8BPWR
194	13531 22431	   	171.78	DCR|2VULN|2DMG|1AART|3RCVC|1DUR	179RCVC|24DMG|3AART|4BPWR|56VULN|8DUR|aRCR
195	33433 33316	   	171.73	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	16VULN|2aCGEN|3RCR|4DUR|5DMG|7ASPD|8AART|9ZMB
196	33433 33335	   	171.73	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	16VULN|2CGEN|3RCR|4DUR|5DMG|7ASPD|8AART|9LWND|aZMB
197	33433 33355	   	171.73	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	16VULN|29CGEN|3RCR|4DUR|5DMG|7ASPD|8AART|aZMB
198	13231 11265	   	171.70	DCR|3DMG|2VULN|2DUR	1RCVC|24aDMG|3BEXP|5aDUR|6RCR|7RMIN|8aVULN|9BELT|aBPWR
199	61714 11335	   	171.68	DCR|3VULN|1AART|1DMG|1ZMB	1MBVNT|2ERES|378VULN|4ZMB|5DMG|6RCR|9RPLT|aAART
200	33433 33311	   	171.63	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	16VULN|2CGEN|3RCR|4DUR|5DMG|7ASPD|8AART|9ZMB|aDUST
201	33433 33345	   	171.63	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	16VULN|2CGEN|3RCR|4DUR|5DMG|7ASPD|8AART|9DUST|aZMB
202	34236 32333	   	171.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	16VULN|2ZMB|3AART|47LWND|5RCR|8RCVC|9CDMG|aDMG
203	34236 32511	   	171.60	ACR|3VULN|1AART|1DMG|1ZMB	168VULN|2ZMB|3AART|47LWND|5RCR|9DUST|aDMG
204	33413 25644	   	171.49	ACR|4VULN|1AART|2ZMB	179aVULN|2CGEN|3RCR|49ZMB|59LIT|6MBVNT|8AART|9BPWR
205	13531 14131	   	171.48	DCR|2VULN|2DMG|1AART|3RCVC|1DUR	189RCVC|24DMG|3AART|4BPWR|57VULN|6DUR|aRCR
206	13223 63263	   	171.46	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	18RCVC|27DMG|3BEXP|4CDMG|5AART|6VULN|9RCR|aZMB
207	31334 26315	   	171.43	DCR|3VULN|1AART|1DMG|1CDMG	16aVULN|2LWND|3CDMG|4ERES|5DMG|7AART|8RCR|9LIT
208	13323 63263	   	171.36	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	18RCVC|27DMG|3DUST|4CDMG|5AART|6VULN|9RCR|aZMB
209	61544 14417	   	171.35	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2ERES|3RMIN|4DUR|5aDMG|6RCR|7AART|89VULN
210	34232 35113	   	171.35	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1VULN|2ZMB|3AART|4LWND|5aRCVC|6RCR|79DMG|8DUR
211	34252 35113	   	171.35	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1VULN|2ZMB|3AART|4LHND|5aRCVC|6RCR|79DMG|8DUR
212	34122 63362	   	171.31	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1aVULN|2ZMB|3ASPD|4MLV|5CGEN|6RCR|7DMG|8AART|9DUR
213	34313 14411	   	171.27	DCR|4VULN|2AART|1ZMB	1678VULN|2ZMB|3ERES|49AART|5CGEN|aRCR
214	34235 35211	   	171.22	DCR|2DMG|1AART|1VULN|2ZMB|1ASPD	1VULN|29ZMB|3AART|45LWND|6RCR|7aDMG|8ASPD
215	33413 22642	   	171.12	ACR|3VULN|3ZMB|1AART	19aVULN|27CGEN|3RCR|49aZMB|59aLIT|6MBVNT|8AART|9aBPWR
216	34451 12131	 * 	171.00	DCR|3VULN|3ZMB|1AART	15aVULN|289ZMB|3RMIN|4MGNLIT|6RCR|7AART
217	34216 35122	   	170.94	DCR|2AART|1VULN|1DMG|1FLTHEA|1ZMB	1VULN|2ZMB|38AART|4RCVC|5DUST|6RCR|7DMG|9DMSP|aFLTHEA
218	34216 35132	   	170.94	DCR|2AART|1VULN|1DMG|1FLTHEA|1ZMB	1VULN|2ZMB|38AART|4RCVC|5DUST|6RCR|7DMG|9FEWX|aFLTHEA
219	13514 35222	   	170.92	DCR|2VULN|2DMG|1AART	1RCVC|2aDMG|3AART|48LIT|5aERES|6RCR|7aVULN|9LEGI|aBPWR
220	11533 16162	   	170.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCVC|2CGEN|3AART|4LWND|56VULN|7DMG|8CDMG|9RCR|aZMB
221	13532 12662	   	170.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCVC|24DMG|3AART|4BPWR|5CDMG|6CGEN|7VULN|8FEWX|9RCR|aZMB
222	13532 23662	   	170.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCVC|24DMG|3AART|4BPWR|5CDMG|6LHND|7VULN|8CGEN|9RCR|aZMB
223	13532 32361	   	170.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCVC|24DMG|3AART|4BPWR|5CDMG|6ZMB|7VULN|8RMIN|9RCR|aCGEN
224	13532 32362	   	170.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCVC|24DMG|3AART|4BPWR|5CDMG|6ZMB|7VULN|8RMIN|9RCR|aLHND
225	13532 32364	   	170.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCVC|24DMG|3AART|4BPWR|5CDMG|6ZMB|7VULN|8RMIN|9RCR|aMGNSTR
226	13532 32365	   	170.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCVC|24DMG|3AART|4BPWR|5CDMG|6ZMB|7VULN|8RMIN|9RCR|aFEWX
227	13532 32561	   	170.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCVC|24DMG|3AART|4BPWR|5CDMG|6ZMB|7VULN|8MLV|9RCR|aCGEN
228	13532 32562	   	170.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCVC|24DMG|3AART|4BPWR|5CDMG|6ZMB|7VULN|8MLV|9RCR|aLHND
229	34163 11361	   	170.88	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	17VULN|2ZMB|39ASPD|4LHND|5NUKE|6RCR|8AART|aDMG
230	31334 51141	   	170.82	DCR|2DMG|2AART|1VULN|1CDMG	1VULN|2LWND|3CDMG|4ERES|57DMG|6RCR|8LIT|9aAART
231	13532 32161	   	170.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCVC|24DMG|3AART|4BPWR|5CDMG|6ZMB|7VULN|8TLV|9RCR|aCGEN
232	13532 32162	   	170.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCVC|24DMG|3AART|4BPWR|5CDMG|6ZMB|7VULN|8TLV|9RCR|aLHND
233	13532 32165	   	170.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCVC|24DMG|3AART|4BPWR|5CDMG|6ZMB|7VULN|8TLV|9RCR|aFEWX
234	13531 31363	   	170.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCVC|24DMG|3AART|4BPWR|5VULN|6TLV|7RMIN|8CDMG|9RCR|aZMB
235	13532 12462	   	170.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCVC|24DMG|3AART|4BPWR|5CDMG|6CGEN|7VULN|8DUST|9RCR|aZMB
236	13532 32366	   	170.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCVC|24DMG|3AART|4BPWR|5CDMG|6ZMB|7VULN|8RMIN|9RCR|aCANHEL
237	34222 35122	   	170.74	DCR|2AART|1VULN|1DMG|1FLTHEA|1ZMB	1VULN|2ZMB|38AART|4BEXP|5RCVC|6RCR|7DMG|9DMSP|aFLTHEA
238	34222 35152	   	170.74	DCR|2AART|1VULN|1DMG|1FLTHEA|1ZMB	1VULN|2ZMB|38AART|49BEXP|5RCVC|6RCR|7DMG|aFLTHEA
239	13532 32164	   	170.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCVC|24DMG|3AART|4BPWR|5CDMG|6ZMB|7VULN|8TLV|9RCR|aAIRHEL
240	13532 32166	   	170.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCVC|24DMG|3AART|4BPWR|5CDMG|6ZMB|7VULN|8TLV|9RCR|aAIRHEA
241	64714 32151	   	170.62	DCR|2VULN|2DMG|1AART|1ZMB	1MBVNT|2LEGI|35DMG|4ZMB|6MGNLIT|7AART|8RCR|9aVULN
242	34623 22312	   	170.61	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	13aVULN|2ZMB|4CDMG|5AART|6DUR|7RMIN|8RCR|9LIT
243	34623 22342	   	170.61	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	13aVULN|2ZMB|4CDMG|5AART|6DUR|7RMIN|8RCR|9BELT
244	34212 14411	   	170.58	DCR|3VULN|2AART|1ZMB|1DUR	178VULN|2ZMB|39AART|45RCVC|6DUR|aRCR
245	64714 42151	   	170.52	DCR|2VULN|2DMG|1AART|1ZMB	1MBVNT|2LEGI|35DMG|4ZMB|6BASICY|7AART|8RCR|9aVULN
246	31243 16241	   	170.51	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	158VULN|2LWND|3DUR|4DUST|6CDMG|7RCR|9AART|aZMB
247	34623 21315	   	170.51	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	13aVULN|2ZMB|4CDMG|5AART|6DUR|7ERES|8RCR|9LIT
248	64733 12482	   	170.51	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1MBVNT|2LEGI|35DMG|4DUR|6RCR|7ASPD|8ZMB|9AART|aVULN
249	32323 53441	   	170.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2FEWX|3CDMG|4RMIN|58DMG|6RCR|7LHND|9AART|aZMB
250	31334 51142	   	170.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2LWND|3CDMG|4ERES|57DMG|6RCR|8LIT|9AART|aZMB
251	34161 62331	   	170.38	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	18VULN|2ZMB|35ASPD|4LHND|6RCR|7CGEN|9AART|aDMG
252	34232 35153	   	170.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1aVULN|2ZMB|3AART|4aLWND|5RCVC|6RCR|7DMG|8DUR|9aLHND|aBPWR
253	34232 35253	   	170.37	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1aVULN|2ZMB|3AART|4aLWND|5RCVC|6RCR|7DMG|8ASPD|9aCGEN|aBPWR
254	34252 35133	   	170.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1aVULN|2ZMB|3AART|4aLHND|5RCVC|6RCR|7DMG|8DUR|9aLWND|aBPWR
255	34216 33412	   	170.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1aVULN|2ZMB|3AART|4RCVC|5DUST|6RCR|7DUR|8MLV|9DMG
256	33351 11156	   	170.35	DCR|2VULN|2DMG|1AART|1ASPD	15VULN|2CGEN|3MGNLIT|4ASPD|6RCR|7BELT|8aDMG|9AART
257	34216 33312	   	170.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1aVULN|2ZMB|3AART|4RCVC|5DUST|6RCR|7DUR|8TLV|9DMG
258	33131 11156	   	170.25	DCR|2VULN|2DMG|1AART|1ASPD	15VULN|2CGEN|3ASPD|4AIRHEA|6RCR|7BELT|8aDMG|9AART
259	33151 11156	   	170.25	DCR|2VULN|2DMG|1AART|1ASPD	15VULN|2CGEN|3ASPD|4LSRHEA|6RCR|7BELT|8aDMG|9AART
260	31334 22245	   	170.23	DCR|3VULN|1AART|1DMG|1CDMG	16aVULN|2LWND|3CDMG|4ERES|5DMG|7LIT|8RCR|9AART
261	33412 51335	   	170.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	18VULN|2CGEN|3RCR|4ZMB|5CDMG|6BEXP|7DMG|9MBVNT|aAART
262	33414 11335	   	170.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	18VULN|2CGEN|3RCR|4ZMB|5BEXP|6CDMG|7DMG|9MBVNT|aAART
263	34232 35116	   	170.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1VULN|2ZMB|3AART|4LWND|5RCVC|6RCR|79DMG|8DUR|aCGEN
264	34232 35233	   	170.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1aVULN|2ZMB|3AART|4aLWND|5RCVC|6RCR|7DMG|8ASPD|9aERES|aBPWR
265	34252 35233	   	170.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1aVULN|2ZMB|3AART|4aLHND|5RCVC|6RCR|7DMG|8ASPD|9aERES|aBPWR
266	34232 35612	   	170.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1VULN|2ZMB|3AART|4LWND|5RCVC|6RCR|79DMG|8FEWX|aDUR
267	34232 34112	   	170.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1aVULN|2ZMB|3AART|4LWND|5RCVC|6RCR|7ERES|8DUR|9DMG
268	34232 35111	   	170.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1VULN|2ZMB|3AART|4LWND|5RCVC|6RCR|79DMG|8DUR|aDUST
269	34232 36112	   	170.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1aVULN|2ZMB|3AART|4LWND|5RCVC|6RCR|7TLV|8DUR|9DMG
270	34252 34112	   	170.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1aVULN|2ZMB|3AART|4LHND|5RCVC|6RCR|7ERES|8DUR|9DMG
271	34252 35111	   	170.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1VULN|2ZMB|3AART|4LHND|5RCVC|6RCR|79DMG|8DUR|aDUST
272	34252 36112	   	170.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1aVULN|2ZMB|3AART|4LHND|5RCVC|6RCR|7TLV|8DUR|9DMG
273	33111 65161	   	170.04	DCR|3VULN|1AART|1CDMG|2DUR|1ASPD	167VULN|2CGEN|3ASPD|4AART|5aDUR|8CDMG|9RCR
274	34313 16162	   	170.03	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	16VULN|2aZMB|3ERES|4AART|5CGEN|7DMG|8CDMG|9RCR
275	34232 35215	 * 	169.97	DCR|3ZMB|1AART|1DMG|1VULN|1ASPD	1VULN|29aZMB|3AART|4LWND|5RCVC|6RCR|7DMG|8ASPD
276	13516 31133	   	169.95	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	17RCVC|2DMG|35AART|4LIT|6RCR|8DUR|9VULN|aCDMG
277	34236 35221	   	169.93	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	16VULN|2ZMB|3AART|4LWND|5RCR|7DMG|8ASPD|9FEWX|aDUR
278	34235 35322	   	169.84	DCR|2AART|1DMG|1VULN|1FLTHEA|1ZMB	1VULN|2ZMB|39AART|45LWND|6RCR|7DMG|8RCVC|aFLTHEA
279	34236 35232	   	169.83	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	16VULN|2ZMB|3AART|4LWND|5RCR|7DMG|8ASPD|9ERES|aDUR
280	13223 63662	   	169.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCVC|27DMG|3BEXP|4CDMG|5AART|6VULN|8CGEN|9RCR|aZMB
281	64444 11647	   	169.65	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2LEGI|3NUKE|48CGEN|58DMG|6RCR|78VULN|8BPWR|9DUR|aAART
282	33214 11324	   	169.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	18VULN|2CGEN|3DUR|4ZMB|5BEXP|6CDMG|7DMG|9RCR|aAART
283	13323 63363	   	169.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCVC|27DMG|3DUST|4CDMG|5AART|6VULN|8FEWX|9RCR|aZMB
284	13323 63463	   	169.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCVC|27DMG|3DUST|4CDMG|5AART|6VULN|8LWND|9RCR|aZMB
285	13323 63662	   	169.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCVC|27DMG|3DUST|4CDMG|5AART|6VULN|8CGEN|9RCR|aZMB
286	64733 14315	   	169.55	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2LEGI|35DMG|4DUR|6RCR|7BELT|89VULN|aAART
287	34236 21261	   	169.50	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	17VULN|2ZMB|3AART|4LWND|5RCR|6ERES|89ASPD|aDMG
288	62238 32471	   	169.47	DCR|3DMG|2VULN|1AART	1MBVNT|2DMSP|3CGEN|468DMG|56VULN|6BPWR|7RPLT|9AART|aRCR
289	61544 14412	   	169.42	DCR|3VULN|1AART|1DMG|1DUR	1MBVNT|2ERES|3RMIN|4DUR|5DMG|6RCR|7AART|89aVULN
290	34236 35323	   	169.40	ACR|2AART|2VULN|1DMG|1ZMB	16VULN|2ZMB|39AART|4aLWND|5RCR|7DMG|8RCVC
291	62431 37644	 * 	169.37	DCR|2VULN|2DMG|1AART|2ZMB	1MBVNT|2DMSP|39ZMB|49DMG|5LIT|6LHND|79VULN|8AART|9BPWR|aRCR
292	34232 35142	   	169.33	DCR|2AART|1VULN|1DMG|2DUR|1ZMB	1VULN|2ZMB|39AART|4LWND|5RCVC|6RCR|7DMG|8aDUR
293	34151 12163	   	169.23	DCR|2VULN|3ZMB|1AART|1DUR|1ASPD	15VULN|28aZMB|3ASPD|4MGNLIT|6RCR|7AART|9DUR
294	34236 31353	   	169.22	ACR|3VULN|3ZMB|1AART	16aVULN|28aZMB|3AART|4LWND|5RCR|7BEXP|9aCGEN|aBPWR
295	13516 32223	 * 	169.15	DCR|3AART|2DMG|1VULN	1RCVC|29DMG|35aAART|4LIT|6RCR|7RPLT|8VULN
296	13516 34312	   	169.15	DCR|3AART|2DMG|1VULN	1RCVC|2aDMG|359AART|4LIT|6RCR|7LWND|8VULN
297	34236 31263	 * 	169.14	ACR|3VULN|1AART|2ZMB|2ASPD	16aVULN|2aZMB|3AART|4LWND|5RCR|7BEXP|8LEGI|9aASPD|aBPWR
298	13511 25231	   	169.12	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	1RCVC|27DMG|3AART|4LIT|57ASPD|67ERES|7BPWR|8RCR|9VULN|aDUR
299	13516 33312	   	169.05	DCR|3AART|2DMG|1VULN	1RCVC|2aDMG|359AART|4LIT|6RCR|7LEGI|8VULN
300	31334 26321	   	169.03	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	16VULN|2LWND|39CDMG|4ERES|5DMG|7AART|8RCR|aDUR
301	33432 43241	   	169.02	ACR|3VULN|1AART|1FLTHEA|2DUR	178VULN|2CGEN|3RCR|45DUR|6FLTHEA|9AART|aRCVC
302	32323 51662	   	168.91	DCR|3DMG|2VULN|1CDMG	19VULN|2aFEWX|3CDMG|4RMIN|578DMG|6RCR
303	33453 31331	   	168.84	ACR|3VULN|1AART|1DMG|1DUR	178VULN|24CGEN|3RCR|5LHND|6DUR|9AART|aDMG
304	32323 51663	   	168.81	DCR|3DMG|2VULN|1CDMG	19VULN|2FEWX|3CDMG|4RMIN|578DMG|6RCR|aERES
305	33116 15162	   	168.81	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	157VULN|2CGEN|3ASPD|4AART|6LWND|8CDMG|9RCR|aZMB
306	33431 31331	   	168.74	ACR|3VULN|1AART|1DMG|1DUR	178VULN|2CGEN|3RCR|4DUR|5TLV|6MLV|9AART|aDMG
307	66224 41532	   	168.71	DCR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1MBVNT|2LHND|3DUR|4RPLT|5AART|6RCR|79DMG|8VULN|aFLTHEA
308	33116 25162	   	168.71	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	157VULN|2CGEN|3ASPD|4AART|6DUST|8CDMG|9RCR|aZMB
309	34235 35113	   	168.67	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1VULN|2ZMB|3AART|45LWND|6RCR|79DMG|8DUR|aRCVC
310	63283 46323	   	168.65	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2aBEXP|3DUR|49RMIN|5aDMG|6aVULN|7RCR|8AART|aBPWR
311	64334 41532	   	168.61	DCR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1MBVNT|2LEGI|3RPLT|4DUR|5AART|6RCR|79DMG|8VULN|aFLTHEA
312	34236 13633	   	168.38	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1aVULN|2ZMB|3AART|48aLWND|5RCR|6VENICY|7DMG|9aDUR|aBPWR
313	33125 13331	   	168.32	DCR|3VULN|1AART|1DMG|1ASPD	148VULN|2CGEN|3ASPD|5ERES|6RCR|7LHND|9AART|aDMG
314	65124 11331	   	168.32	DCR|3VULN|1AART|1DMG|1ASPD	1MBVNT|2CGEN|3ASPD|4MLV|578VULN|6RCR|9AART|aDMG
315	34236 35132	   	168.28	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	16VULN|2ZMB|3AART|49LWND|5RCR|7DMG|8aDUR
316	24523 63321	   	168.25	DCR|2AART|1VULN|1DMG|2CDMG|1ZMB	1FEWX|2ZMB|3DMSP|49CDMG|5aAART|6VULN|7DMG|8RCR
317	34122 63311	   	168.22	DCR|2DMG|1AART|1VULN|2ZMB|1ASPD	1VULN|29ZMB|3ASPD|4MLV|5CGEN|6RCR|7aDMG|8AART
318	61761 11331	   	168.22	DCR|3VULN|1AART|1DMG|1ASPD	1MBVNT|2ERES|378VULN|4CGEN|5ASPD|6RCR|9AART|aDMG
319	34236 21111	   	168.18	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	17VULN|2ZMB|3AART|4LWND|5RCR|6ERES|8aDUR|9DMG
320	34236 34111	   	168.18	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	16VULN|2ZMB|3AART|4LWND|5RCR|7ERES|8aDUR|9DMG
321	34236 36111	   	168.18	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	16VULN|2ZMB|3AART|4LWND|5RCR|7TLV|8aDUR|9DMG
