0	Index      	 *	Score 	Summary	Detail	
1	62321 21615	 * 	220.53	ACR|5VULN|2AART|1DMG|1CDMG	1RCR|23458VULN|69AART|7DMG|aCDMG
176	62341 21122	   	196.71	ACR|4VULN|1AART|1DMG|1ZMB	1RCR|235aVULN|4RCVC|6AART|7DMG|8RPLT|9ZMB
177	24312 32226	   	196.64	ACR|4VULN|2DMG|2CDMG|1SELL	146aVULN|2ASPD|3RCR|5RMIN|7SELL|8aDMG|9aCDMG|aBPWR
178	24316 22226	   	196.64	ACR|4VULN|2DMG|2CDMG|1SELL	145aVULN|2ASPD|3RCR|6RMIN|7SELL|8aDMG|9aCDMG|aBPWR
179	62313 13532	   	196.59	ACR|3VULN|2DMG|1AART|1ZMB	1RCR|239VULN|4ZMB|59LWND|6MBVNT|7AART|89DMG|9BPWR|aRPLT
180	62313 13534	   	196.59	ACR|3VULN|2DMG|1AART|1ZMB	1RCR|239VULN|4ZMB|59aLWND|6MBVNT|7AART|89DMG|9BPWR
181	62313 13537	   	196.59	ACR|3VULN|2DMG|1AART|1ZMB	1RCR|239VULN|4ZMB|59LWND|6MBVNT|7AART|89DMG|9BPWR|aMLV
182	62314 13532	   	196.59	ACR|3VULN|2DMG|1AART|1ZMB	1RCR|239VULN|4ZMB|59LHND|6MBVNT|7AART|89DMG|9BPWR|aRPLT
183	62314 13534	   	196.59	ACR|3VULN|2DMG|1AART|1ZMB	1RCR|239VULN|4ZMB|59LHND|6MBVNT|7AART|89DMG|9BPWR|aLWND
184	62311 45113	   	196.58	ACR|4VULN|2DMG|2ZMB	1RCR|239aVULN|49ZMB|5DUR|68DMG|79CGEN|9BPWR
185	23651 11243	 * 	196.56	DCR|2AART|2VULN|1DMG|1CDMG|2DUR|1ZMB	13VULN|23DUR|3BPWR|4DUST|57AART|6RCR|8CDMG|9ZMB|aDMG
186	62222 42135	   	196.53	ACR|2VULN|2DMG|1AART|2ASPD|1CDMG	1RCR|27VULN|3RMIN|4CGEN|57ASPD|67DMG|7BPWR|8AART|9TLV|aCDMG
187	61311 42143	   	196.52	ACR|3VULN|2DMG|1AART|2DUR	1RCR|26DUR|37aVULN|48DMG|5LWND|9AART
188	62313 13531	   	196.49	ACR|3VULN|2DMG|1AART|1ZMB	1RCR|239VULN|4ZMB|59LWND|6MBVNT|7AART|89DMG|9BPWR|aTLV
189	62313 13536	   	196.49	ACR|3VULN|2DMG|1AART|1ZMB	1RCR|239VULN|4ZMB|59LWND|6MBVNT|7AART|89DMG|9BPWR|aNUKE
190	62314 13531	   	196.49	ACR|3VULN|2DMG|1AART|1ZMB	1RCR|239VULN|4ZMB|59LHND|6MBVNT|7AART|89DMG|9BPWR|aTLV
191	65111 11433	   	196.48	ACR|4VULN|2DMG|2ZMB	1RCR|2aZMB|349aVULN|5DUR|6MBVNT|7CGEN|8aDMG|aBPWR
192	62311 11433	   	196.48	ACR|4VULN|2DMG|2ZMB	1RCR|239aVULN|4aZMB|5DUR|6MBVNT|7CGEN|8aDMG|aBPWR
193	62142 36232	   	196.48	ACR|4VULN|2DMG|1CDMG	1RCR|2679VULN|3CDMG|4ASPD|58DMG|aRCVC
194	62311 41113	   	196.38	ACR|4VULN|2DMG|2ZMB	1RCR|239aVULN|49ZMB|5DUR|68DMG|79TLV|9BPWR
195	65111 12473	   	196.38	ACR|4VULN|2DMG|2ZMB	1RCR|2aZMB|347aVULN|5DUR|6MBVNT|8TLV|9aDMG|aBPWR
196	65111 41113	   	196.38	ACR|4VULN|2DMG|2ZMB	1RCR|29ZMB|349aVULN|5DUR|68DMG|79TLV|9BPWR
197	62311 12473	   	196.38	ACR|4VULN|2DMG|2ZMB	1RCR|237aVULN|4aZMB|5DUR|6MBVNT|8TLV|9aDMG|aBPWR
198	62122 43242	 * 	196.30	ACR|3VULN|3DMG|2CDMG	1RCR|278VULN|38CDMG|4LWND|5MLV|68aDMG|8BPWR|9BEXP
199	62341 21133	   	196.26	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|235VULN|4RCVC|6AART|7DMG|8RPLT|9CDMG|aZMB
200	62321 21134	   	196.25	ACR|4VULN|1AART|1DMG|1CDMG	1RCR|2345VULN|6AART|7DMG|8RPLT|9CDMG|aLWND
201	62321 21255	   	196.25	ACR|4VULN|1AART|1DMG|1CDMG	1RCR|2345VULN|6AART|7DMG|8LHND|9RMIN|aCDMG
202	62321 21265	   	196.25	ACR|4VULN|1AART|1DMG|1CDMG	1RCR|2345VULN|6AART|7DMG|8LHND|9FEWX|aCDMG
203	62124 21212	   	196.20	ACR|3VULN|1AART|1DMG|2CDMG	1RCR|28aVULN|38CDMG|4LWND|5AART|6DUR|78BEXP|8BPWR|9DMG
204	62124 23212	   	196.20	ACR|3VULN|1AART|1DMG|2CDMG	1RCR|28aVULN|38CDMG|4LWND|5AART|6DUR|78FEWX|8BPWR|9DMG
205	62122 43212	   	196.20	ACR|3VULN|3DMG|2CDMG	1RCR|278VULN|38CDMG|4LWND|5MLV|68aDMG|8BPWR|9LEGI
206	23621 21255	 * 	196.16	DCR|4VULN|1AART|1DMG|1CDMG|2DUR	1345VULN|23DUR|3BPWR|6AART|7DMG|8LHND|9RCR|aCDMG
207	62321 21136	   	196.15	ACR|4VULN|1AART|1DMG|1CDMG	1RCR|2345VULN|6AART|7DMG|8RPLT|9CDMG|aDUST
208	62321 21235	   	196.15	ACR|4VULN|1AART|1DMG|1CDMG	1RCR|2345VULN|6AART|7DMG|8LHND|9ERES|aCDMG
209	62321 21355	   	196.15	ACR|4VULN|1AART|1DMG|1CDMG	1RCR|2345VULN|6AART|7DMG|8DUST|9RMIN|aCDMG
210	62215 14212	   	196.12	ACR|3VULN|2DMG|1AART|2DUR	1RCR|249VULN|3RMIN|5CGEN|69DMG|79DUR|8DMSP|9BPWR|aAART
211	62321 21335	   	196.05	ACR|4VULN|1AART|1DMG|1CDMG	1RCR|2345VULN|6AART|7DMG|8DUST|9ERES|aCDMG
212	62321 23626	   	195.95	ACR|5VULN|1AART|1CDMG	1RCR|23458VULN|6AART|7CGEN|9CDMG|aDUR
213	62143 22262	   	195.93	ACR|2VULN|2DMG|1AART|2ASPD|1CDMG	1RCR|28VULN|3CDMG|48ASPD|5DUST|6LHND|78DMG|8BPWR|9AART|aMLV
214	62143 22263	   	195.93	ACR|2VULN|2DMG|1AART|2ASPD|1CDMG	1RCR|28VULN|3CDMG|48ASPD|5DUST|6LHND|78DMG|8BPWR|9AART|aBEXP
215	62211 41612	   	195.92	ACR|3VULN|2DMG|1AART|2DUR	1RCR|249VULN|3RMIN|58DUR|69DMG|79TLV|9BPWR|aAART
216	65151 11433	 * 	195.91	ACR|3VULN|2DMG|3ZMB	1RCR|24aZMB|39aVULN|5DUR|6MBVNT|7CGEN|8aDMG|aBPWR
217	62321 22626	   	195.85	ACR|5VULN|1AART|1CDMG	1RCR|23458VULN|6AART|7ERES|9CDMG|aDUR
218	62312 15631	   	195.79	ACR|3VULN|2DMG|1AART|1ZMB	1RCR|23aVULN|4ZMB|5RMIN|69DMG|7DLOT|8AART
219	24315 14113	   	195.77	ACR|4VULN|2DMG|2ASPD|2DUR	149aVULN|29ASPD|3RCR|5CGEN|68DMG|79DUR|9BPWR
220	62222 42142	   	195.73	ACR|2VULN|2DMG|2AART|2ASPD	1RCR|27VULN|3RMIN|4CGEN|57ASPD|67DMG|7BPWR|89AART|aRCVC
221	24322 41622	 * 	195.71	ACR|3VULN|2DMG|3ASPD|2FLTHEA	19aVULN|256ASPD|3RCR|4CGEN|79DMG|89FLTHEA|9BPWR
222	24311 32573	   	195.67	ACR|4VULN|2DMG|2ASPD|2DUR	147aVULN|2aASPD|3RCR|57DUR|67ERES|7aBPWR|8MBVNT|9aDMG
223	62222 52263	 * 	195.60	ACR|3VULN|2DMG|3ASPD|2ZMB	1RCR|27aVULN|3RMIN|4CGEN|57aASPD|67ZMB|7aBPWR|8LWND|9aDMG
224	62311 32145	   	195.57	ACR|3VULN|2AART|1CDMG|2DUR|1ZMB	1RCR|237VULN|4ZMB|57DUR|67ERES|7BPWR|89AART|aCDMG
225	62321 21112	   	195.43	ACR|5VULN|1AART|1DMG	1RCR|2345aVULN|6AART|7DMG|8RPLT|9RMIN
226	62321 21151	   	195.43	ACR|5VULN|1AART|1DMG	1RCR|23459VULN|6AART|7DMG|8RPLT|aMLV
227	62321 21152	   	195.43	ACR|5VULN|1AART|1DMG	1RCR|23459VULN|6AART|7DMG|8RPLT|aLWND
228	62321 21156	   	195.43	ACR|5VULN|1AART|1DMG	1RCR|23459VULN|6AART|7DMG|8RPLT|aFEWX
229	62321 21166	   	195.43	ACR|5VULN|1AART|1DMG	1RCR|2345aVULN|6AART|7DMG|8RPLT|9FEWX
230	62321 21661	   	195.43	ACR|5VULN|1AART|1DMG	1RCR|23458VULN|6AART|7DMG|9LHND|aBEXP
231	62321 21663	   	195.43	ACR|5VULN|1AART|1DMG	1RCR|23458VULN|6AART|7DMG|9LHND|aCGEN
232	62321 24422	   	195.43	ACR|5VULN|1AART|1DMG	1RCR|23458VULN|6AART|7FEWX|9BEXP|aDMG
233	61151 33513	   	195.43	ACR|3DMG|1AART|1VULN|1CDMG	1RCR|2DUR|3CDMG|4RMIN|5ASPD|6VULN|7AART|89aDMG
234	62251 33213	 * 	195.40	ACR|2VULN|1AART|1DMG|2CDMG|2ZMB	1RCR|27VULN|3RMIN|47ZMB|5AART|67CDMG|7BPWR|8LWND|9ASPD|aDMG
235	22214 62511	 * 	195.39	DCR|4VULN|2DMG|2CDMG|1ZMB|1SELL	1456VULN|24CDMG|3SELL|4BPWR|7ZMB|8RCR|9aDMG
236	62321 11443	   	195.35	ACR|5VULN|1AART|1CDMG	1RCR|23458VULN|6LWND|7AART|9CDMG|aASPD
237	23621 21253	 * 	195.34	DCR|5VULN|1AART|1DMG|2DUR	1345aVULN|23DUR|3BPWR|6AART|7DMG|8LHND|9RCR
238	23621 21553	   	195.34	DCR|5VULN|1AART|1DMG|2DUR	1345aVULN|23DUR|3BPWR|6AART|7DMG|8LWND|9RCR
239	62321 21154	   	195.33	ACR|5VULN|1AART|1DMG	1RCR|23459VULN|6AART|7DMG|8RPLT|aTLV
240	62321 21155	   	195.33	ACR|5VULN|1AART|1DMG	1RCR|23459VULN|6AART|7DMG|8RPLT|aERES
241	62321 21222	   	195.33	ACR|5VULN|1AART|1DMG	1RCR|2345aVULN|6AART|7DMG|8LHND|9CANHEL
242	62321 21363	   	195.33	ACR|5VULN|1AART|1DMG	1RCR|2345aVULN|6AART|7DMG|8DUST|9FEWX
243	62321 21522	   	195.33	ACR|5VULN|1AART|1DMG	1RCR|2345aVULN|6AART|7DMG|8LWND|9CANHEL
244	62321 21662	   	195.33	ACR|5VULN|1AART|1DMG	1RCR|23458VULN|6AART|7DMG|9LHND|aTLV
245	62321 24363	   	195.33	ACR|5VULN|1AART|1DMG	1RCR|2345aVULN|6AART|7FEWX|8LEGI|9DMG
246	62321 26363	   	195.33	ACR|5VULN|1AART|1DMG	1RCR|2345aVULN|6AART|7BEXP|8LEGI|9DMG
247	62323 11614	   	195.27	ACR|4VULN|2DMG|2ASPD	1RCR|234aVULN|5FEWX|6aDMG|7LWND|8DUR|9aASPD|aBPWR
248	62511 21123	   	195.27	ACR|4VULN|2DMG|2ASPD	1RCR|289aVULN|3DUR|4aDMG|5LWND|6MLV|7aASPD|aBPWR
249	62511 26223	   	195.27	ACR|4VULN|2DMG|2ASPD	1RCR|279aVULN|3DUR|4aDMG|5LWND|6MLV|8aASPD|aBPWR
250	62514 21123	   	195.27	ACR|4VULN|2DMG|2ASPD	1RCR|289aVULN|3DUR|4aDMG|5LHND|6MLV|7aASPD|aBPWR
251	62615 21223	   	195.27	ACR|4VULN|2DMG|2ASPD	1RCR|259aVULN|3LWND|4aDMG|6DUR|7CGEN|8aASPD|aBPWR
252	62616 21123	   	195.27	ACR|4VULN|2DMG|2ASPD	1RCR|289aVULN|3LWND|4aDMG|5DUR|6MLV|7aASPD|aBPWR
253	65112 32226	 * 	195.26	ACR|3VULN|2DMG|2CDMG|2ZMB|1SELL	1RCR|2aZMB|346VULN|5RMIN|7SELL|8aDMG|9aCDMG|aBPWR
254	62321 21322	   	195.23	ACR|5VULN|1AART|1DMG	1RCR|2345aVULN|6AART|7DMG|8DUST|9CANHEL
255	62156 22232	   	195.22	ACR|2VULN|2DMG|1AART|1CDMG|2DUR	1RCR|29VULN|3CDMG|4RMIN|59DMG|6DLOT|79DUR|8AART|9BPWR|aLHND
256	62156 22233	   	195.22	ACR|2VULN|2DMG|1AART|1CDMG|2DUR	1RCR|29VULN|3CDMG|4RMIN|59DMG|6DLOT|79DUR|8AART|9BPWR|aRPLT
257	62312 12143	   	195.19	ACR|3VULN|2DMG|1AART|1ZMB	1RCR|23aVULN|4ZMB|5RMIN|68DMG|7LEGI|9AART
258	63315 12154	   	195.19	ACR|3VULN|2DMG|1AART|1ZMB	1RCR|2LHND|357VULN|48DMG|6MBVNT|9AART|aZMB
259	65112 12143	   	195.19	ACR|3VULN|2DMG|1AART|1ZMB	1RCR|2ZMB|34aVULN|5RMIN|68DMG|7LEGI|9AART
260	62143 53223	   	195.18	ACR|2DMG|2AART|1VULN|1CDMG|1ZMB	1RCR|2VULN|3CDMG|4ASPD|5DUST|6aDMG|78AART|9ZMB
261	62163 53213	   	195.18	ACR|2DMG|2AART|1VULN|1CDMG|1ZMB	1RCR|2VULN|3CDMG|4MBVNT|5ZMB|6aDMG|78AART|9ASPD
262	62142 36231	   	195.17	ACR|4VULN|2DMG|1CDMG	1RCR|2679VULN|3CDMG|4ASPD|58DMG|aBEXP
263	62142 36233	   	195.17	ACR|4VULN|2DMG|1CDMG	1RCR|2679VULN|3CDMG|4ASPD|58DMG|aLHND
264	62511 51123	   	195.17	ACR|4VULN|2DMG|2ASPD	1RCR|289aVULN|3DUR|4aDMG|5LWND|6TLV|7aASPD|aBPWR
265	62516 11123	   	195.17	ACR|4VULN|2DMG|2ASPD	1RCR|289aVULN|3DUR|4aDMG|5ERES|6LHND|7aASPD|aBPWR
266	62516 21123	   	195.17	ACR|4VULN|2DMG|2ASPD	1RCR|289aVULN|3DUR|4aDMG|5ERES|6FEWX|7aASPD|aBPWR
267	62352 21223	   	195.17	ACR|4VULN|2DMG|2ASPD	1RCR|239aVULN|4DUST|5aASPD|6DUR|7CGEN|8aDMG|aBPWR
268	63142 33212	   	195.10	ACR|3VULN|1AART|1DMG|2ASPD|1CDMG	1RCR|2LHND|3CDMG|49ASPD|5DMG|68aVULN|7AART
269	61323 66212	   	195.03	ACR|4VULN|1AART|1DMG|2DUR	1RCR|28DUR|378aVULN|48FEWX|5RPLT|6AART|8BPWR|9DMG
270	62321 11415	   	194.83	ACR|5VULN|1AART|1DMG	1RCR|23458VULN|6LWND|7AART|9MLV|aDMG
271	62321 11422	   	194.83	ACR|5VULN|1AART|1DMG	1RCR|23458VULN|6LWND|7AART|9BEXP|aDMG
272	62321 11435	   	194.83	ACR|5VULN|1AART|1DMG	1RCR|23458VULN|6LWND|7AART|9CGEN|aDMG
273	62326 31422	   	194.83	ACR|5VULN|1AART|1DMG	1RCR|23468VULN|5LHND|7AART|9BEXP|aDMG
274	62122 43433	   	194.75	ACR|4VULN|2DMG|2CDMG	1RCR|279aVULN|3aCDMG|4LWND|5MLV|6aDMG|8RPLT|aBPWR
275	26111 51531	   	194.71	DCR|5VULN|1AART|1DMG|1ZMB	1345aVULN|24CGEN|4BPWR|6DMG|7ZMB|8RCR|9AART
276	62162 43613	 * 	194.70	ACR|3DMG|1AART|1VULN|2CDMG	1RCR|2VULN|36CDMG|4MBVNT|5DUR|7AART|89aDMG
277	24313 13533	   	194.66	ACR|3VULN|2DMG|1AART	149VULN|2ASPD|3RCR|59LWND|6MBVNT|7AART|89DMG|9BPWR|aDUR
278	24314 13533	   	194.66	ACR|3VULN|2DMG|1AART	149VULN|2ASPD|3RCR|59LHND|6MBVNT|7AART|89DMG|9BPWR|aDUR
279	62142 23311	   	194.62	ACR|3DMG|2VULN|2ASPD|1CDMG	1RCR|27VULN|3CDMG|47ASPD|579DMG|6DLOT|7BPWR|8VENICY|aDUR
280	14111 51531	   	194.51	DCR|5VULN|1AART|1DMG|1ZMB	14ERES|2345aVULN|4BPWR|6DMG|7ZMB|8RCR|9AART
281	62123 33226	   	194.50	ACR|4VULN|2DMG|2CDMG|1SELL	1RCR|267aVULN|35CDMG|4aLWND|8aDMG|9SELL|aBPWR
282	63133 33226	   	194.50	ACR|4VULN|2DMG|2CDMG|1SELL	1RCR|2aLHND|35CDMG|467aVULN|8aDMG|9SELL|aBPWR
283	63132 33516	   	194.49	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	1RCR|2LHND|3CDMG|4aVULN|5MLV|6ZMB|7AART|89DMG
284	62323 13245	   	194.45	ACR|4VULN|1AART|1DMG|1CDMG	1RCR|2347VULN|5FEWX|6DMG|8LHND|9AART|aCDMG
285	62323 13345	   	194.45	ACR|4VULN|1AART|1DMG|1CDMG	1RCR|2347VULN|5FEWX|6DMG|8LWND|9AART|aCDMG
286	22214 51533	 * 	194.44	DCR|3VULN|1AART|2CDMG|1DMG|1ZMB|1SELL	145VULN|24CDMG|3SELL|4BPWR|6DMG|7ZMB|8RCR|9AART|aDUR
287	44313 33432	   	194.44	ACR|3VULN|2DMG|1AART|2ASPD	19ASPD|249VULN|3RCR|5LWND|6BEXP|7AART|89DMG|9BPWR|aRPLT
288	24313 33432	   	194.44	ACR|3VULN|2DMG|1AART|2ASPD	149VULN|29ASPD|3RCR|5LWND|6BEXP|7AART|89DMG|9BPWR|aRPLT
289	24314 33432	   	194.44	ACR|3VULN|2DMG|1AART|2ASPD	149VULN|29ASPD|3RCR|5LHND|6BEXP|7AART|89DMG|9BPWR|aRPLT
290	62321 53112	   	194.35	ACR|5VULN|2DMG	1RCR|23457VULN|69DMG|8LIT|aASPD
291	62311 32161	   	194.35	ACR|3VULN|1AART|1DMG|3DUR|1ZMB	1RCR|237VULN|4ZMB|57aDUR|67ERES|7BPWR|8AART|9DMG
292	44313 33431	   	194.34	ACR|3VULN|2DMG|1AART|2ASPD	19ASPD|249VULN|3RCR|5LWND|6BEXP|7AART|89DMG|9BPWR|aTLV
293	24313 33431	   	194.34	ACR|3VULN|2DMG|1AART|2ASPD	149VULN|29ASPD|3RCR|5LWND|6BEXP|7AART|89DMG|9BPWR|aTLV
294	24313 33436	   	194.34	ACR|3VULN|2DMG|1AART|2ASPD	149VULN|29ASPD|3RCR|5LWND|6BEXP|7AART|89DMG|9BPWR|aDUST
295	24314 33431	   	194.34	ACR|3VULN|2DMG|1AART|2ASPD	149VULN|29ASPD|3RCR|5LHND|6BEXP|7AART|89DMG|9BPWR|aTLV
296	62316 31331	   	194.31	ACR|4VULN|1AART|1DMG|1ZMB	1RCR|235aVULN|4ZMB|6RCVC|7DMG|8MLV|9AART
297	65116 31331	   	194.31	ACR|4VULN|1AART|1DMG|1ZMB	1RCR|2ZMB|345aVULN|6RCVC|7DMG|8MLV|9AART
298	61312 36331	 * 	194.30	ACR|2VULN|2AART|1DMG|2CDMG	1RCR|2DUR|3aVULN|4DMG|58AART|6RCVC|79CDMG
299	62512 36331	   	194.30	ACR|2VULN|2AART|1DMG|2CDMG	1RCR|2aVULN|3DUR|4DMG|58AART|6RCVC|79CDMG
300	62412 12322	   	194.27	ACR|2VULN|2DMG|1AART|2DUR|1ZMB	1RCR|29VULN|3FEWX|49DMG|5AART|6AIRHEA|7DUST|89DUR|9BPWR|aZMB
301	62321 53243	   	194.23	ACR|5VULN|1DMG|1FLTHEA|1ZMB|1SELL	1RCR|23457VULN|6DMG|8SELL|9ZMB|aFLTHEA
302	62316 31431	   	194.21	ACR|4VULN|1AART|1DMG|1ZMB	1RCR|235aVULN|4ZMB|6RCVC|7DMG|8ERES|9AART
303	62316 35131	   	194.21	ACR|4VULN|1AART|1DMG|1ZMB	1RCR|235aVULN|4ZMB|6RCVC|7TLV|8DMG|9AART
304	62333 43242	 * 	194.20	ACR|3VULN|2AART|1DMG|2ZMB	1RCR|23aVULN|4RPLT|59ZMB|6DMG|78AART
305	61312 36143	   	194.13	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2DUR|38VULN|49DMG|5AART|6RCVC|7CDMG|aRMIN
306	61312 36163	   	194.13	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2DUR|38VULN|4aDMG|5AART|6RCVC|7CDMG|9FEWX
307	61312 36216	   	194.13	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2DUR|3aVULN|49DMG|5AART|6RCVC|7CDMG|8LWND
308	63312 36316	   	194.13	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2LHND|3aVULN|49DMG|5AART|6RCVC|7CDMG|8DUR
309	22215 51531	 * 	194.09	DCR|3VULN|2DMG|1AART|2CDMG|1SELL	14aVULN|24CDMG|3SELL|4BPWR|5MLV|67DMG|8RCR|9AART
310	62341 21123	   	194.05	ACR|3VULN|2AART|1DMG|1ZMB	1RCR|235VULN|4RCVC|6aAART|7DMG|8RPLT|9ZMB
311	62321 21113	   	194.05	ACR|4VULN|2AART|1DMG	1RCR|2345VULN|6aAART|7DMG|8RPLT|9RMIN
312	62321 25413	   	194.05	ACR|4VULN|2AART|1DMG	1RCR|2345VULN|67AART|8MLV|9BELT|aDMG
313	22211 51531	 * 	193.99	DCR|3VULN|2DMG|1AART|2CDMG|1SELL	14aVULN|24CDMG|3SELL|4BPWR|5ERES|67DMG|8RCR|9AART
314	62321 21365	   	193.95	ACR|4VULN|2AART|1DMG	1RCR|2345VULN|6aAART|7DMG|8DUST|9FEWX
315	62321 25213	   	193.95	ACR|4VULN|2AART|1DMG	1RCR|2345VULN|67AART|8ERES|9BELT|aDMG
316	62321 25241	   	193.95	ACR|4VULN|2AART|1DMG	1RCR|2345VULN|67AART|8ERES|9DMG|aBEXP
317	62321 25242	   	193.95	ACR|4VULN|2AART|1DMG	1RCR|2345VULN|67AART|8ERES|9DMG|aFEWX
318	26132 42143	   	193.87	ACR|3VULN|2DMG|2AART	137VULN|2CGEN|47BEXP|5RCR|67DMG|7BPWR|89AART|aDUR
319	23621 21355	 * 	193.86	DCR|4VULN|2AART|1DMG|2DUR	1345VULN|23DUR|3BPWR|6aAART|7DMG|8DUST|9RCR
320	62321 25243	   	193.85	ACR|4VULN|2AART|1DMG	1RCR|2345VULN|67AART|8ERES|9DMG|aTLV
321	63221 35513	   	193.75	ACR|3DMG|1AART|1VULN|1CDMG|1ZMB	1RCR|2LHND|3RMIN|4ZMB|5AART|6CDMG|7VULN|89aDMG
322	62321 25632	   	193.75	ACR|5VULN|2AART	1RCR|2345aVULN|67AART|8DUR|9RPLT
323	61311 62143	   	193.73	ACR|3VULN|2DMG|1AART	1RCR|2DUR|37aVULN|48DMG|5LWND|6RCVC|9AART
324	62316 32313	   	193.71	ACR|4VULN|1AART|1DMG|1ZMB	1RCR|2357VULN|4ZMB|6RCVC|8LWND|9DMG|aAART
325	65116 32313	   	193.71	ACR|4VULN|1AART|1DMG|1ZMB	1RCR|2ZMB|3457VULN|6RCVC|8LWND|9DMG|aAART
326	61162 33613	   	193.68	ACR|3DMG|1AART|1VULN|1CDMG|2DUR	1RCR|25DUR|3CDMG|4MBVNT|6VULN|7AART|89aDMG
327	16112 42143	   	193.67	ACR|3VULN|2DMG|2AART	17ERES|2BEXP|347VULN|5RCR|67DMG|7BPWR|89AART|aDUR
328	65312 14223	   	193.65	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2ZMB|3BEXP|48aVULN|5AART|6AIRHEA|7CDMG|9DMG
329	62321 25251	   	193.65	ACR|5VULN|2AART	1RCR|2345aVULN|67AART|8ERES|9DUR
330	62321 41131	   	193.63	ACR|5VULN|1AART|1DMG	1RCR|2345aVULN|6FEWX|7DMSP|8DMG|9AART
331	62321 52231	   	193.63	ACR|5VULN|1AART|1DMG	1RCR|2345aVULN|6DMG|78LHND|9AART
332	62322 31331	   	193.63	ACR|5VULN|1AART|1DMG	1RCR|2346aVULN|5CGEN|7DMG|8MLV|9AART
333	62323 31131	   	193.63	ACR|5VULN|1AART|1DMG	1RCR|2346aVULN|5FEWX|7DMSP|8DMG|9AART
334	62326 36131	   	193.63	ACR|5VULN|1AART|1DMG	1RCR|2346aVULN|57LHND|8DMG|9AART
335	62131 22156	   	193.63	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|247VULN|3CDMG|5RPLT|6DUR|8DMG|9ASPD|aAART
336	62321 14223	   	193.61	ACR|4VULN|1AART|1DMG|1CDMG|1SELL	1RCR|2345VULN|6LWND|7SELL|8DMG|9CDMG|aAART
337	62326 34223	   	193.61	ACR|4VULN|1AART|1DMG|1CDMG|1SELL	1RCR|2346VULN|5LHND|7SELL|8DMG|9CDMG|aAART
338	62321 21121	   	193.60	ACR|4VULN|1AART|1DMG|1ZMB	1RCR|2345VULN|6AART|7DMG|8RPLT|9ZMB|aMLV
339	62321 21124	   	193.60	ACR|4VULN|1AART|1DMG|1ZMB	1RCR|2345VULN|6AART|7DMG|8RPLT|9ZMB|aCGEN
340	62321 21125	   	193.60	ACR|4VULN|1AART|1DMG|1ZMB	1RCR|2345VULN|6AART|7DMG|8RPLT|9ZMB|aLIT
341	12112 42143	   	193.57	ACR|3VULN|2DMG|2AART	17ERES|2DUST|347VULN|5RCR|67DMG|7BPWR|89AART|aDUR
342	62321 31431	   	193.53	ACR|5VULN|1AART|1DMG	1RCR|2345aVULN|6MLV|7DMG|8ERES|9AART
343	62321 35131	   	193.53	ACR|5VULN|1AART|1DMG	1RCR|2345aVULN|6MLV|7TLV|8DMG|9AART
344	62321 55331	   	193.53	ACR|5VULN|1AART|1DMG	1RCR|2345aVULN|6DMG|7TLV|8MLV|9AART
345	62321 61331	   	193.53	ACR|5VULN|1AART|1DMG	1RCR|2345aVULN|6ERES|7DMG|8MLV|9AART
346	62322 31431	   	193.53	ACR|5VULN|1AART|1DMG	1RCR|2346aVULN|5CGEN|7DMG|8ERES|9AART
347	62322 35131	   	193.53	ACR|5VULN|1AART|1DMG	1RCR|2346aVULN|5CGEN|7TLV|8DMG|9AART
348	62632 13533	   	193.53	ACR|2VULN|2DMG|1AART|2ASPD	1RCR|29VULN|3LWND|4RCVC|59ASPD|6MBVNT|7AART|89DMG|9BPWR|aDUR
349	62112 22265	   	193.49	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	1RCR|28VULN|3CDMG|48MLV|5FEWX|6LHND|78DMG|8BPWR|9AART|aZMB
350	63512 31631	   	193.48	ACR|2AART|2DMG|1VULN|1CDMG|2DUR	1RCR|27LHND|37DUR|47DMG|58AART|6RCVC|7BPWR|9CDMG|aVULN
351	62321 65131	   	193.43	ACR|5VULN|1AART|1DMG	1RCR|2345aVULN|6ERES|7TLV|8DMG|9AART
352	62315 14212	   	193.39	ACR|3VULN|1AART|1DMG|2ZMB|2DUR	1RCR|239VULN|49ZMB|5CGEN|6DMG|79DUR|8DMSP|9BPWR|aAART
353	62321 53251	   	193.38	ACR|5VULN|1AART|1DMG|1SELL	1RCR|23457VULN|6DMG|8SELL|9AART|aMLV
354	62321 53252	   	193.38	ACR|5VULN|1AART|1DMG|1SELL	1RCR|23457VULN|6DMG|8SELL|9AART|aLHND
355	62321 53253	   	193.38	ACR|5VULN|1AART|1DMG|1SELL	1RCR|23457VULN|6DMG|8SELL|9AART|aLWND
356	62312 11145	   	193.29	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	1RCR|23VULN|4ZMB|5RMIN|68DMG|7LWND|9AART|aCDMG
357	61331 51363	   	193.24	ACR|4VULN|1AART|1DMG	1RCR|2DUR|368aVULN|4RCVC|5AART|7LWND|9DMG
