0	Index      	 *	Score 	Summary	Detail	
1	23276 13336	 * 	188.31	DCR|3VULN|2DMG|1AART|1DUR	1DUR|2MBVNT|389VULN|4RPLT|5AART|6RCR|7aDMG
163	22341 14313	 * 	168.91	DCR|2DMG|1AART|1VULN|1FLTHEA|1DUR|1ASPD|1SELL	1DUR|2SELL|37DMG|4AART|5ASPD|6VULN|8FEWX|9RCR|aFLTHEA
164	23342 68163	   	168.89	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2MBVNT|3RCR|4FEWX|5VULN|6AART|7CDMG|8ZMB|9DMG|aASPD
165	34451 12232	 * 	168.81	DCR|2VULN|1AART|2CDMG|1ZMB|1ASPD|1DUR	1RMIN|2aCDMG|36VULN|4AART|5ASPD|7DUR|8RCR|9ZMB
166	23341 22831	 * 	168.74	ACR|3DMG|1AART|1VULN|1DUR	1DUR|2MBVNT|3RCR|4FEWX|5BEXP|67aDMG|8VULN|9AART
167	25264 21284	   	168.73	ACR|3DMG|2VULN|1ZMB|1DUR	1DUR|2LHND|37VULN|4MBVNT|5RCR|68aDMG|9ZMB
168	23276 13162	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2MBVNT|3VULN|4RPLT|5AART|6RCR|79DMG|8LIT|aCDMG
169	23276 13221	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2MBVNT|3VULN|4RPLT|5AART|6RCR|7aDMG|8CDMG|9RMIN
170	23276 13246	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2MBVNT|3VULN|4RPLT|5AART|6RCR|7aDMG|8CDMG|9FEWX
171	23276 13311	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2MBVNT|38VULN|4RPLT|5AART|6RCR|7DMG|9CDMG|aLWND
172	23276 13312	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2MBVNT|38VULN|4RPLT|5AART|6RCR|7DMG|9CDMG|aMGNSTR
173	23276 13313	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2MBVNT|38VULN|4RPLT|5AART|6RCR|7DMG|9CDMG|aLHND
174	23276 13314	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2MBVNT|38VULN|4RPLT|5AART|6RCR|7DMG|9CDMG|aFEWX
175	23276 13316	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2MBVNT|38VULN|4RPLT|5AART|6RCR|7DMG|9CDMG|aLIT
176	23342 24631	   	168.64	ACR|3DMG|1AART|1VULN|1DUR	1DUR|2MBVNT|3RCR|4FEWX|5VULN|67aDMG|8DUST|9AART
177	33121 36412	   	168.63	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	18RMIN|2RCR|3ASPD|47DMG|5LHND|6CDMG|9VULN|aAART
178	33125 36412	   	168.63	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	18RMIN|2RCR|3ASPD|47DMG|5FEWX|6CDMG|9VULN|aAART
179	33253 36412	   	168.63	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	18RMIN|2RCR|3FEWX|47DMG|5ASPD|6CDMG|9VULN|aAART
180	25264 24233	   	168.63	ACR|3DMG|1AART|1VULN|2DUR	19DUR|2LHND|3VULN|4MBVNT|5RCR|678DMG|aAART
181	23276 13216	   	168.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2MBVNT|3VULN|4RPLT|5AART|6RCR|7aDMG|8CDMG|9LEGI
182	23342 63772	 * 	168.53	ACR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1DUR|2MBVNT|3RCR|4FEWX|5VULN|6AART|7CGEN|89DMG|aFLTHEA
183	23342 68824	   	168.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2MBVNT|3RCR|4FEWX|5aVULN|6AART|7CDMG|8DMG|9MGNLIT
184	33413 34324	   	168.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1RMIN|2RCR|38VULN|4ZMB|5LWND|6AART|7DUR|9DMG|aLHND
185	33215 53532	   	168.39	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RMIN|2RCR|3FEWX|4ZMB|5BELT|6AART|7DMG|89VULN|aASPD
186	33315 53532	   	168.39	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RMIN|2RCR|3BEXP|4ZMB|5BELT|6AART|7DMG|89VULN|aASPD
187	33542 16112	   	168.31	ACR|2VULN|2DMG|1CDMG|2DUR	1RMIN|2RCR|3RCVC|4CDMG|56DUR|78DMG|9aVULN
188	33433 41212	   	168.29	ACR|2VULN|1AART|1DMG|2ASPD|1DUR|1SELL	1RMIN|2RCR|37VULN|4SELL|5DUR|6DMG|89ASPD|aAART
189	33413 31122	   	168.29	ACR|2VULN|1AART|2CDMG|1ZMB|1ASPD	1RMIN|2RCR|38VULN|4ZMB|5LWND|6AART|7ASPD|9aCDMG
190	33413 31132	   	168.29	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RMIN|2RCR|38VULN|4ZMB|5LWND|6AART|7ASPD|9DUST|aDMG
191	33413 34321	   	168.29	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1RMIN|2RCR|38VULN|4ZMB|5LWND|6AART|7DUR|9DMG|aMBVNT
192	33413 34323	   	168.29	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1RMIN|2RCR|38VULN|4ZMB|5LWND|6AART|7DUR|9DMG|aERES
193	33413 34326	   	168.29	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1RMIN|2RCR|38VULN|4ZMB|5LWND|6AART|7DUR|9DMG|aDUST
194	23342 21886	   	167.89	ACR|3VULN|1AART|1DMG|1DUR|1SELL	1DUR|2MBVNT|3RCR|4FEWX|578VULN|6DMG|9SELL|aAART
195	33443 12124	 * 	167.89	ACR|3AART|2VULN|1CDMG|1DUR	1RMIN|2RCR|38VULN|45aAART|6DUR|7LHND|9CDMG
196	23276 13238	   	167.87	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	19DUR|2MBVNT|3VULN|4RPLT|5aAART|6RCR|7DMG|8CDMG
197	23227 33516	   	167.85	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1DUR|2MBVNT|3VULN|4RCVC|57DMG|6CDMG|8RCR|9ASPD|aAART
198	24216 33523	   	167.72	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUR|2TLV|3VULN|4ZMB|57DMG|6CDMG|8RCVC|9AART|aRCR
199	23327 33828	 * 	167.70	ACR|3DMG|1VULN|3DUR|1CDMG	14aDUR|2MBVNT|3RCR|57aDMG|6CDMG|8VULN|9aERES|aBPWR
200	23332 67534	   	167.57	ACR|3VULN|2DMG|2DUR|1SELL	1aDUR|2MBVNT|3RCR|4NUKE|5DUST|6aDMG|7SELL|89aVULN|aBPWR
201	33443 52111	 * 	167.30	ACR|2AART|1VULN|1DMG|2ZMB|1DUR	1RMIN|2RCR|3VULN|45AART|68ZMB|7BELT|9DUR|aDMG
202	23331 64435	   	167.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2MBVNT|3RCR|4NUKE|5BEXP|6DMG|7CDMG|8AART|9aVULN
203	23383 41472	 * 	167.23	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DUR|2MBVNT|3RCR|4ERES|5LHND|67VULN|8AART|9DMG|aFLTHEA
204	23227 33542	 * 	167.23	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1DUR|2MBVNT|3VULN|4RCVC|57DMG|69CDMG|8RCR|aAART
205	23342 64741	   	167.22	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	17DUR|2MBVNT|3RCR|47FEWX|57VULN|6AART|7BPWR|8LSRREG|9ASPD|aDMG
206	33411 13562	   	167.19	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RMIN|2RCR|37VULN|4ZMB|59DMSP|6ASPD|8AART|aDMG
207	12522 22612	 * 	167.17	DCR|3DMG|1AART|1CDMG|1ZMB	1ERES|2CGEN|3AART|48aDMG|5CDMG|6ZMB|7RCR|9BELT
208	35522 22612	   	167.17	DCR|3DMG|1AART|1CDMG|1ZMB	1RMIN|2ERES|3AART|48aDMG|5CDMG|6ZMB|7RCR|9BELT
209	33411 12661	 * 	167.10	ACR|2VULN|1DMG|2ZMB|2ASPD|1CDMG	1RMIN|2RCR|37VULN|47ZMB|5DMSP|67ASPD|7BPWR|8LHND|9DMG|aCDMG
210	33411 13522	   	167.09	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RMIN|2RCR|37VULN|4ZMB|5DMSP|6ASPD|8AART|9ERES|aDMG
211	33414 13522	   	167.09	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	15RMIN|2RCR|37VULN|4ZMB|6ASPD|8AART|9ERES|aDMG
212	33433 41252	   	166.97	ACR|2VULN|1AART|1DMG|2DUR|1ASPD|1SELL	1RMIN|2RCR|37VULN|4SELL|59DUR|6DMG|8ASPD|aAART
213	33412 54313	   	166.97	ACR|3VULN|1AART|2DUR|1ZMB	1RMIN|2RCR|368VULN|4ZMB|58LIT|78DUR|8BPWR|9DUST|aAART
214	23276 17134	   	166.95	DCR|3VULN|1AART|2DUR|1ZMB	17DUR|2MBVNT|39aVULN|4RPLT|5AART|6RCR|8ZMB
215	34343 12315	   	166.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1RMIN|2CDMG|3DUR|4AART|5ERES|6VULN|7RCR|8BEXP|9aDMG
216	12522 24113	   	166.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ERES|2CGEN|3AART|4aDMG|5CDMG|6ZMB|7LWND|8VULN|9RCR
217	12522 24116	   	166.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|2CGEN|3AART|4DMG|5CDMG|6ZMB|7LWND|8aVULN|9RCR
218	12522 35113	   	166.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ERES|2CGEN|3AART|4aDMG|5CDMG|6FEWX|7ZMB|8VULN|9RCR
219	12522 35116	   	166.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|2CGEN|3AART|4DMG|5CDMG|6FEWX|7ZMB|8aVULN|9RCR
220	12522 45113	   	166.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ERES|2CGEN|3AART|4aDMG|5CDMG|6LWND|7ZMB|8VULN|9RCR
221	12523 56113	   	166.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ERES|2CGEN|3AART|4aDMG|5BEXP|6ZMB|7CDMG|8VULN|9RCR
222	35522 24113	   	166.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RMIN|2ERES|3AART|4aDMG|5CDMG|6ZMB|7LWND|8VULN|9RCR
223	23347 61431	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2MBVNT|3RCR|4FEWX|5CDMG|6RPLT|78VULN|9AART|aDMG
224	22341 13611	 * 	166.71	DCR|2AART|2DMG|1VULN|1ASPD|1DUR|1SELL	1DUR|2SELL|38DMG|4aAART|5ASPD|6VULN|7FEWX|9RCR
225	22341 14311	 * 	166.71	DCR|2AART|2DMG|1VULN|1ASPD|1DUR|1SELL	1DUR|2SELL|37DMG|4aAART|5ASPD|6VULN|8FEWX|9RCR
226	22334 43325	   	166.66	DCR|2DMG|1AART|1VULN|1CDMG|2DUR|1SELL	14DUR|2SELL|35DMG|6DMSP|7VULN|8RCR|9AART|aCDMG
227	33313 53532	   	166.59	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RMIN|2RCR|3BEXP|4ZMB|5ASPD|6aDMG|7CGEN|8VULN|9AART
228	23276 11117	   	166.51	DCR|2VULN|2AART|1DMG|1DUR	1DUR|2MBVNT|3aVULN|4RPLT|59AART|6RCR|7FEWX|8DMG
229	23276 13831	   	166.51	DCR|2VULN|2AART|1DMG|1DUR	1DUR|2MBVNT|39VULN|4RPLT|58AART|6RCR|7DMG|aBEXP
230	23276 13834	   	166.51	DCR|2VULN|2AART|1DMG|1DUR	1DUR|2MBVNT|39VULN|4RPLT|58AART|6RCR|7DMG|aLIT
231	33313 51332	   	166.49	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RMIN|2RCR|3BEXP|4ZMB|5ASPD|6aDMG|7VULN|8ERES|9AART
232	33313 54532	   	166.49	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RMIN|2RCR|3BEXP|4ZMB|5ASPD|6aDMG|7TLV|8VULN|9AART
233	33313 56532	   	166.49	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RMIN|2RCR|3BEXP|4ZMB|5ASPD|6aDMG|7ERES|8VULN|9AART
234	33411 41244	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1RMIN|2RCR|37VULN|4ZMB|5DMSP|6MBVNT|8DMG|9AART|aDUR
235	33414 41244	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	15RMIN|2RCR|37VULN|4ZMB|6MBVNT|8DMG|9AART|aDUR
236	33421 16433	   	166.43	ACR|2VULN|2DMG|1AART	1RMIN|2RCR|3aVULN|4LHND|5aBEXP|6LWND|7LIT|8aDMG|9AART|aBPWR
237	23276 14117	   	166.41	DCR|2VULN|2AART|1DMG|1DUR	1DUR|2MBVNT|3aVULN|4RPLT|59AART|6RCR|7DUST|8DMG
238	33542 16111	   	166.38	ACR|3DMG|1VULN|1CDMG|2DUR	1RMIN|2RCR|3RCVC|4CDMG|56DUR|78aDMG|9VULN
239	22341 13616	   	166.26	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR|1SELL	1DUR|2SELL|38DMG|4AART|5ASPD|6VULN|7FEWX|9RCR|aZMB
240	22341 14316	   	166.26	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR|1SELL	1DUR|2SELL|37DMG|4AART|5ASPD|6VULN|8FEWX|9RCR|aZMB
241	22341 24116	   	166.26	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD|1SELL	1DUR|2SELL|37DMG|4AART|5ASPD|6LWND|8VULN|9RCR|aZMB
242	23227 33562	   	166.21	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	19DUR|2MBVNT|3VULN|4RCVC|57DMG|6CDMG|8RCR|aAART
243	24216 33432	 * 	166.20	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1DUR|2TLV|3aVULN|4ZMB|57DMG|6CDMG|8RCR|9LEGI
244	23327 33814	   	166.17	ACR|2DMG|1VULN|1CDMG|2DUR|1ZMB|1ASPD	14DUR|2MBVNT|3RCR|57DMG|6CDMG|8VULN|9ASPD|aZMB
245	23347 11526	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2MBVNT|3RCR|46FEWX|5CDMG|78VULN|9DMG|aAART
246	33441 22224	 * 	166.09	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|2RCR|3VULN|48AART|5CGEN|6DMG|7LHND|9CDMG|aDUR
247	23276 13328	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2MBVNT|38VULN|4RPLT|5AART|6RCR|7DMG|9BEXP|aZMB
248	33313 51553	   	165.99	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RMIN|2RCR|3BEXP|4ZMB|5ASPD|6DMG|79VULN|8LIT|aAART
249	23276 14132	   	165.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2MBVNT|39VULN|4RPLT|5AART|6RCR|7DUST|8DMG|aZMB
250	53315 61232	   	165.94	ACR|3VULN|1AART|2CDMG|1DUR	17LIT|2LWND|37CDMG|479VULN|5RCR|6AART|7BPWR|8DUR|aCGEN
251	53315 61233	   	165.94	ACR|3VULN|1AART|2CDMG|1DUR	17LIT|2LWND|37CDMG|479VULN|5RCR|6AART|7BPWR|8DUR|aLHND
252	51315 61232	   	165.84	ACR|3VULN|1AART|2CDMG|1DUR	17LIT|2LEGI|37CDMG|479VULN|5RCR|6AART|7BPWR|8DUR|aCGEN
253	51315 61233	   	165.84	ACR|3VULN|1AART|2CDMG|1DUR	17LIT|2LEGI|37CDMG|479VULN|5RCR|6AART|7BPWR|8DUR|aLHND
254	53315 61331	   	165.84	ACR|3VULN|1AART|2CDMG|1ASPD	17LIT|2LWND|37CDMG|479VULN|5RCR|6AART|7BPWR|8DUST|aASPD
255	23327 33852	   	165.81	ACR|2VULN|2DMG|1CDMG|2DUR	14DUR|2MBVNT|3RCR|57DMG|6CDMG|8aVULN|9BEXP
256	23327 33883	   	165.81	ACR|2VULN|2DMG|1CDMG|2DUR	14DUR|2MBVNT|3RCR|57DMG|6CDMG|8aVULN|9LIT
257	33412 62132	   	165.78	ACR|2VULN|2AART|1CDMG|1ZMB	1RMIN|2RCR|38VULN|4ZMB|5LIT|6AIRHEA|7aAART|9CDMG
258	33416 23124	   	165.78	ACR|2VULN|2AART|1CDMG|1ZMB	1RMIN|2RCR|38VULN|4ZMB|5ERES|6BEXP|7aAART|9CDMG
259	23347 26342	   	165.74	ACR|2DMG|1VULN|2CDMG|2DUR|1ZMB	19DUR|2MBVNT|3RCR|4FEWX|59CDMG|6ZMB|7CGEN|89DMG|9BPWR|aVULN
260	51315 61331	   	165.74	ACR|3VULN|1AART|2CDMG|1ASPD	17LIT|2LEGI|37CDMG|479VULN|5RCR|6AART|7BPWR|8DUST|aASPD
261	34423 62233	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RMIN|2CDMG|34VULN|5LWND|6AART|7RCR|8DUST|9ASPD|aDMG
262	23327 33832	   	165.71	ACR|2VULN|2DMG|1CDMG|2DUR	14DUR|2MBVNT|3RCR|57DMG|6CDMG|8aVULN|9LEGI
263	46522 22113	 * 	165.70	DCR|2VULN|1AART|2ASPD|1CDMG|1ZMB|1DUR	1DMSP|2AART|38ASPD|48CGEN|5CDMG|6ZMB|78VULN|8BPWR|9DUR|aRCR
264	46532 22113	   	165.70	DCR|2VULN|1AART|1CDMG|2ASPD|1ZMB|1DUR	1DMSP|2AART|38ASPD|48MLV|5CDMG|6ZMB|78VULN|8BPWR|9DUR|aRCR
265	23347 27342	   	165.64	ACR|2DMG|1VULN|2CDMG|2DUR|1ZMB	19DUR|2MBVNT|3RCR|4FEWX|59CDMG|6ZMB|7TLV|89DMG|9BPWR|aVULN
266	23327 33846	   	165.54	ACR|2DMG|1VULN|2CDMG|2DUR|1ZMB	14DUR|2MBVNT|3RCR|57DMG|69CDMG|8VULN|aZMB
267	33441 13235	   	165.52	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1RMIN|2RCR|39VULN|4AART|5CGEN|6RPLT|7DUR|8ASPD|aDMG
268	33441 31162	   	165.52	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1RMIN|2RCR|38VULN|4AART|5CGEN|6BEXP|7ASPD|9DUR|aDMG
269	22322 41212	 * 	165.47	DCR|2VULN|1AART|1DMG|2ASPD|1DUR|1SELL	1DUR|2SELL|3DMG|47VULN|5CGEN|6RCR|89ASPD|aAART
270	33441 22222	 * 	165.47	ACR|2AART|1VULN|1DMG|2CDMG	1RMIN|2RCR|3VULN|48AART|5CGEN|6DMG|7LHND|9aCDMG
271	12522 22114	   	165.44	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|2CGEN|3aAART|4DMG|5CDMG|6ZMB|7RCR|8VULN|9RMIN
272	33441 41122	   	165.42	ACR|2VULN|1AART|2CDMG|1ASPD|1DUR	1RMIN|2RCR|38VULN|4AART|5CGEN|6DUR|7ASPD|9aCDMG
273	33441 41132	   	165.42	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1RMIN|2RCR|38VULN|4AART|5CGEN|6DUR|7ASPD|9DUST|aDMG
274	33351 63162	   	165.30	ACR|3DMG|1AART|1VULN	1RMIN|2RCR|3BEXP|49aDMG|5LEGI|6ERES|7AART|8VULN
275	33441 21222	   	165.29	ACR|2DMG|1AART|1VULN|1CDMG	1RMIN|2RCR|3VULN|4AART|5CGEN|69DMG|7MLV|8LWND|aCDMG
276	33441 22121	   	165.29	ACR|2VULN|1AART|1DMG|1CDMG	1RMIN|2RCR|38VULN|4AART|5CGEN|6DMG|7LHND|9CDMG|aRCVC
277	33441 22125	   	165.29	ACR|2VULN|1AART|1DMG|1CDMG	1RMIN|2RCR|38VULN|4AART|5CGEN|6DMG|7LHND|9CDMG|aMLV
278	33441 22126	   	165.29	ACR|2VULN|1AART|1DMG|1CDMG	1RMIN|2RCR|38VULN|4AART|5CGEN|6DMG|7LHND|9CDMG|aFEWX
279	33441 26121	   	165.29	ACR|2VULN|1AART|1DMG|1CDMG	1RMIN|2RCR|38VULN|4AART|5CGEN|6DMG|7BEXP|9CDMG|aRCVC
280	33266 11231	 * 	165.25	ACR|3VULN|1DMG|1CDMG|1ZMB	1RMIN|2RCR|3FEWX|467VULN|56MLV|6BPWR|8DMG|9ZMB|aCDMG
281	23242 25354	   	165.20	DCR|3VULN|2DMG|2DUR	1aDUR|2MBVNT|35aVULN|4LWND|6LIT|7RCR|8RPLT|9aDMG|aBPWR
282	33441 22142	   	165.19	ACR|2VULN|1AART|1DMG|1CDMG	1RMIN|2RCR|38VULN|4AART|5CGEN|6DMG|7LHND|9ERES|aCDMG
283	33441 25121	   	165.19	ACR|2VULN|1AART|1DMG|1CDMG	1RMIN|2RCR|38VULN|4AART|5CGEN|6DMG|7DUST|9CDMG|aRCVC
284	33466 11231	   	165.15	ACR|3VULN|1DMG|1CDMG|1ZMB	1RMIN|2RCR|367VULN|4LEGI|56MLV|6BPWR|8DMG|9ZMB|aCDMG
285	33366 11231	   	165.05	ACR|3VULN|1DMG|1CDMG|1ZMB	1RMIN|2RCR|3BEXP|467VULN|56ERES|6BPWR|8DMG|9ZMB|aCDMG
286	33123 63335	   	165.02	ACR|3VULN|2DMG|1ASPD	15RMIN|2RCR|3ASPD|47DMG|6RCVC|89aVULN
287	22522 41123	 * 	164.96	DCR|3VULN|1DMG|1CDMG|1ASPD|1DUR|1SELL	1DUR|2SELL|3ASPD|479VULN|5CGEN|6RCR|8CDMG|aDMG
288	33113 21236	   	164.95	ACR|3VULN|1DMG|2ASPD|1ZMB	1RMIN|2RCR|35ASPD|4DUST|679VULN|8DMG|aZMB
289	33126 21123	   	164.92	ACR|3VULN|2DMG|1ASPD	1RMIN|2RCR|3ASPD|4aDMG|5ERES|678VULN|9CGEN
290	23276 16334	 * 	164.76	DCR|4VULN|1AART|1DUR	1DUR|2MBVNT|389aVULN|4RPLT|5AART|6RCR|7MLV
291	33411 12551	   	164.73	ACR|2VULN|1AART|2ZMB|2ASPD|1DUR	1RMIN|2RCR|37VULN|47ZMB|5DMSP|67ASPD|7BPWR|8AART|9DUR|aMLV
292	33411 12553	   	164.73	ACR|2VULN|1AART|2ZMB|2ASPD|1DUR	1aRMIN|2RCR|37VULN|47ZMB|5DMSP|67ASPD|7BPWR|8AART|9DUR
293	33411 12552	   	164.63	ACR|2VULN|1AART|2ZMB|2ASPD|1DUR	1RMIN|2RCR|37VULN|47ZMB|5DMSP|67ASPD|7BPWR|8AART|9DUR|aDUST
294	23353 12828	   	164.59	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2MBVNT|3RCR|4LIT|5ZMB|6ERES|7DMG|8AART|9aVULN
295	11464 32313	   	164.58	ACR|2VULN|2DMG|1CDMG|1ZMB	127ERES|3RCR|4CDMG|57DMG|67LIT|7BPWR|8ZMB|9aVULN
296	23353 22743	   	164.57	ACR|3VULN|1AART|2DUR|1ZMB	18DUR|2MBVNT|3RCR|48LIT|5ZMB|6BEXP|789VULN|8BPWR|aAART
297	23342 68263	 * 	164.50	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	1DUR|2MBVNT|3RCR|4FEWX|5VULN|6AART|7CDMG|8aASPD|9DMG
298	23353 42783	   	164.47	ACR|3VULN|1AART|2DUR|1ZMB	18DUR|2MBVNT|3RCR|48LIT|5ZMB|6DUST|789VULN|8BPWR|aAART
299	33215 51231	   	164.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RMIN|2RCR|3FEWX|4ZMB|5BELT|6AART|7VULN|8CDMG|9DUR|aDMG
300	33315 51231	   	164.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RMIN|2RCR|3BEXP|4ZMB|5BELT|6AART|7VULN|8CDMG|9DUR|aDMG
301	33413 34262	   	164.35	ACR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR	1RMIN|2RCR|3VULN|4ZMB|5LWND|6AART|7DUR|8ERES|9DMG|aFLTHEA
302	33546 32112	   	164.30	ACR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1RMIN|2RCR|3RCVC|45CDMG|6DUR|7ASPD|8DMG|9VULN|aAART
303	23342 68264	   	164.20	ACR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1DUR|2MBVNT|3RCR|4FEWX|5VULN|6AART|7aCDMG|8ASPD|9DMG
304	23342 64445	 * 	164.19	ACR|2VULN|1AART|1DMG|3DUR	179DUR|2MBVNT|3RCR|47FEWX|57VULN|6AART|7BPWR|8LIT|aDMG
305	34343 12612	   	164.17	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	1RMIN|2aCDMG|3DUR|4AART|5ERES|68VULN|7RCR|9ZMB
306	33445 21322	   	164.13	ACR|1AART|1VULN|2CDMG|2DUR|1ZMB|1ASPD	1RMIN|2RCR|3VULN|4AART|58DUR|6ZMB|7ASPD|9aCDMG
307	33445 21332	   	164.13	ACR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1RMIN|2RCR|3VULN|4AART|58DUR|6ZMB|7ASPD|9DUST|aDMG
308	23253 83363	 * 	164.10	DCR|2VULN|2DMG|3DUR|1ZMB|1ASPD	168DUR|2MBVNT|38VULN|4LIT|5ZMB|78DMG|8BPWR|9ASPD|aRCR
309	33411 12531	 * 	164.10	ACR|2VULN|1AART|3ASPD|2ZMB	1RMIN|2RCR|37VULN|47ZMB|5DMSP|679ASPD|7BPWR|8AART|aRPLT
310	33411 12532	   	164.10	ACR|2VULN|1AART|3ASPD|2ZMB	1RMIN|2RCR|37VULN|47ZMB|5DMSP|679ASPD|7BPWR|8AART|aMGNSTR
311	33411 12533	   	164.10	ACR|2VULN|1AART|3ASPD|2ZMB	1RMIN|2RCR|37VULN|47ZMB|5DMSP|679ASPD|7BPWR|8AART|aLHND
312	33411 12534	   	164.10	ACR|2VULN|1AART|3ASPD|2ZMB	1RMIN|2RCR|37VULN|47ZMB|5DMSP|679ASPD|7BPWR|8AART|aLWND
313	33414 12531	   	164.10	ACR|2VULN|1AART|3ASPD|2ZMB	15RMIN|2RCR|37VULN|47ZMB|679ASPD|7BPWR|8AART|aRPLT
314	33414 12532	   	164.10	ACR|2VULN|1AART|3ASPD|2ZMB	15RMIN|2RCR|37VULN|47ZMB|679ASPD|7BPWR|8AART|aMGNSTR
315	33414 12533	   	164.10	ACR|2VULN|1AART|3ASPD|2ZMB	15RMIN|2RCR|37VULN|47ZMB|679ASPD|7BPWR|8AART|aLHND
316	33255 51322	   	164.09	ACR|2VULN|1AART|1DMG|1CDMG	1RMIN|2RCR|3FEWX|4DMG|5BELT|6AART|78VULN|9CGEN|aCDMG
317	33355 51322	   	164.09	ACR|2VULN|1AART|1DMG|1CDMG	1RMIN|2RCR|3BEXP|4DMG|5BELT|6AART|78VULN|9CGEN|aCDMG
