0	Index      	 *	Score 	Summary	Detail	
1	21112 64113	 * 	188.74	DCR|4VULN|2DMG|2DUR|1ASPD	1aDUR|2BEXP|379aVULN|4ASPD|5FEWX|6RCR|8aDMG|aBPWR
164	15331 14152	   	159.79	ACR|2VULN|1AART|1DMG|1CDMG	17FEWX|2ERES|3RCR|4CDMG|58VULN|6RPLT|9AART|aDMG
165	51511 12844	   	159.79	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1DUST|2BEXP|3MBVNT|4ASPD|5RCR|6VULN|79DMG|8AART|aZMB
166	21123 12353	   	159.73	ACR|2VULN|2AART|1DMG|1DUR	1DUR|2BEXP|36VULN|4TLV|5RCR|7DMSP|8DMG|9aAART
167	21112 62425	   	159.70	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2BEXP|3aVULN|4ASPD|5FEWX|6RCR|7DMG|8LWND|9AART
168	21112 64131	   	159.70	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2BEXP|37VULN|4ASPD|5FEWX|6RCR|8DMG|9AART|aLHND
169	21112 64132	   	159.70	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2BEXP|37VULN|4ASPD|5aFEWX|6RCR|8DMG|9AART
170	21112 64134	   	159.70	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2BEXP|37VULN|4ASPD|5FEWX|6RCR|8DMG|9AART|aLIT
171	21112 62223	   	159.60	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2BEXP|3aVULN|4ASPD|5FEWX|6RCR|7DMG|8DUST|9AART
172	21112 64133	   	159.60	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2BEXP|37VULN|4ASPD|5FEWX|6RCR|8DMG|9AART|aMBVNT
173	51112 62623	   	159.60	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUST|2BEXP|3aVULN|4ASPD|5FEWX|6RCR|7DMG|8DUR|9AART
174	11543 15136	   	159.40	ACR|3VULN|1AART|1DMG	1FEWX|2BEXP|3MBVNT|4RCR|5RMIN|67aVULN|8DMG|9AART
175	51511 15134	   	159.19	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|2BEXP|3MBVNT|4ASPD|5RCR|67VULN|8DMG|9AART|aZMB
176	15331 11125	   	159.14	ACR|4VULN|2CDMG|1DUR	17FEWX|2ERES|3RCR|47CDMG|5789VULN|6RPLT|7BPWR|aDUR
177	11116 64131	   	159.10	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1FEWX|2BEXP|37VULN|4ASPD|5LWND|6RCR|8DMG|9DUR|aAART
178	21112 64161	   	159.10	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2BEXP|37VULN|4ASPD|5FEWX|6RCR|8DMG|9LWND|aAART
179	21112 62411	   	159.10	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2BEXP|39VULN|4ASPD|5FEWX|6RCR|7DMG|8LWND|aAART
180	15325 23315	   	158.95	ACR|2VULN|1AART|1DMG|1ZMB	1FEWX|2ERES|3RCR|4CGEN|5aVULN|6AART|7BEXP|8DMG|9ZMB
181	21131 42342	 * 	158.94	DCR|2VULN|2DMG|2ZMB|1DUR|1ASPD	1DUR|29BEXP|36VULN|4MLV|59ZMB|7ASPD|89DMG|9BPWR|aRCR
182	22224 23418	   	158.90	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2LSRHEA|3LWND|4ASPD|5MBVNT|6RCR|7DMG|89VULN|aAART
183	23224 23418	   	158.90	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2VENICY|3LWND|4ASPD|5MBVNT|6RCR|7DMG|89VULN|aAART
184	11346 62311	   	158.88	DCR|2DMG|1AART|1VULN|2ASPD	18FEWX|2BEXP|38ASPD|4DUST|5LWND|6RCR|78DMG|8BPWR|9VULN|aAART
185	15325 22315	   	158.85	ACR|2VULN|1AART|1DMG|1ZMB	1FEWX|2ERES|3RCR|4CGEN|5aVULN|6AART|7DUST|8DMG|9ZMB
186	21111 44342	   	158.84	DCR|2VULN|2DMG|2ZMB|1DUR|1ASPD	1DUR|29BEXP|36VULN|4ASPD|59ZMB|7ERES|89DMG|9BPWR|aRCR
187	21121 42342	   	158.84	DCR|2VULN|2DMG|2ZMB|1DUR|1ASPD	1DUR|29BEXP|36VULN|4TLV|59ZMB|7ASPD|89DMG|9BPWR|aRCR
188	51123 13652	   	158.83	ACR|2VULN|2DMG|1AART	1DUST|27BEXP|36VULN|4TLV|5RCR|8aDMG|9AART
189	15313 36412	   	158.79	ACR|2DMG|2AART|1VULN	14FEWX|2ERES|3RCR|5LWND|6aDMG|79AART|8VULN
190	15361 26212	   	158.79	ACR|2DMG|2AART|1VULN	15FEWX|2ERES|3RCR|4aDMG|6VULN|79AART|8LWND
