0	Index      	Bounty	 *	Score 	Summary	Detail	
1	23311 62663	7	 * 	272.47	橙3易伤2伤害2攻速2雷电1暴击	19雷电2平台346易伤59攻速7核89伤害9序列升级a暴击
210	23316 13225	6	   	244.01	橙3易伤3时间2雷电	1a雷电25平台34a易伤68a时间7核9随机矿a序列升级
211	23316 13261	6	   	244.01	橙3易伤3时间2雷电	19雷电25a平台349易伤689时间7核9序列升级
212	23316 13264	6	   	244.01	橙3易伤3时间2雷电	19雷电25平台349易伤689时间7核9序列升级a敌人爆炸
213	53532 11135	9	   	243.96	橙3易伤2伤害2攻速	18金币生成28伤害35基地爆炸47a易伤68攻速8序列升级9核
214	15421 31161	10	   	243.95	橙4易伤2等级1时间	168低血量敌人2时间38等级4789易伤5双倍矿8序列升级a核
215	15421 31163	9	   	243.95	橙4易伤2等级1时间	168低血量敌人2时间38等级4789易伤5双倍矿8序列升级a核
216	15423 31125	8	   	243.95	橙4易伤2等级1时间	168低血量敌人2时间38等级4578易伤8序列升级9矿等a核
217	23316 13166	6	   	243.91	橙3易伤3时间2雷电	19雷电25平台349易伤69a时间7核8赏金塔9序列升级
218	23316 13262	6	   	243.91	橙3易伤3时间2雷电	19雷电25平台349易伤689时间7核9序列升级a掉矿
219	23316 13263	6	   	243.91	橙3易伤3时间2雷电	19雷电25平台349易伤689时间7核9序列升级a挖尘
220	15621 33611	10	   	243.89	橙2易伤3伤害1时间1等级	18低血量敌人2时间3随机矿48易伤5挖青678伤害8序列升级9等级a核
221	22416 12521	2	   	243.86	橙3易伤2时间1伤害1卖塔	1雷电2卖塔3最后敌人49a易伤5伤害68时间7核
222	22516 12521	4	   	243.86	橙3易伤2时间1伤害1卖塔	1雷电2卖塔39a易伤4最后敌人5伤害68时间7核
223	22616 32521	3	   	243.86	橙3易伤2时间1伤害1卖塔	1雷电2卖塔38时间49a易伤5伤害6最后敌人7核
224	22636 32521	4	   	243.86	橙3易伤2时间1伤害1卖塔	1雷电2卖塔38时间49a易伤5伤害6最后敌人7核
225	23311 62115	7	   	243.77	橙3易伤1时间1暴击1攻速1全技能	1雷电2平台346易伤5攻速7核8暴击9全技能a时间
226	23311 62232	9	   	243.77	橙3易伤1时间1暴击1攻速1全技能	1雷电2平台346易伤5攻速7核8时间9暴击a全技能
227	23311 62232	7	   	243.77	橙3易伤1时间1暴击1攻速1全技能	1雷电2平台346易伤5攻速7核8时间9暴击a全技能
228	23311 62232	8	   	243.77	橙3易伤1时间1暴击1攻速1全技能	1雷电2平台346易伤5攻速7核8时间9暴击a全技能
229	15421 21161	4	   	243.75	橙4易伤2等级1时间	18低血量敌人2时间38等级4789易伤5赏金邻近6赏金塔8序列升级a核
230	13534 21161	1	   	243.75	橙4易伤2等级1时间	18低血量敌人2赏金塔3时间4789易伤58等级6赏金邻近8序列升级a核
231	15134 21161	2	   	243.75	橙4易伤2等级1时间	18低血量敌人2时间3赏金邻近4789易伤58等级6赏金塔8序列升级a核
232	15334 21161	2	   	243.75	橙4易伤2等级1时间	18低血量敌人2时间3赏金塔4789易伤58等级6赏金邻近8序列升级a核
233	23311 12425	4	   	243.65	橙4易伤3雷电1时间	178雷电2平台3467易伤5赏金塔7序列升级9核a时间
234	66312 16131	3	 * 	243.65	橙4易伤2暴击1等级	1立即金币2等级3489易伤5赏金塔6核7a暴击
235	13423 24326	8	   	243.17	橙3易伤1伤害1等级1暴击	1低血量敌人2最后敌人3等级45a易伤6暴击7雷电8伤害9核
236	23215 16142	6	   	243.17	橙3易伤1伤害1时间1暴击	1雷电2平台3低血量敌人467易伤5伤害8暴击9核a时间
237	23313 61356	4	   	243.14	橙3易伤2全技能1等级1时间	1雷电2平台34a易伤5时间67全技能8核9等级
238	23311 62211	10	   	243.10	橙4易伤1时间1攻速	1雷电2a平台3469易伤5攻速7核8时间
239	23311 62212	10	   	243.10	橙4易伤1时间1攻速	1雷电2平台3469易伤5攻速7核8时间a低血量敌人
240	23311 62212	9	   	243.10	橙4易伤1时间1攻速	1雷电2平台3469易伤5攻速7核8时间a低血量敌人
241	23311 62213	10	   	243.10	橙4易伤1时间1攻速	1雷电2平台3469易伤5攻速7核8时间a基地爆炸
242	23311 62213	9	   	243.10	橙4易伤1时间1攻速	1雷电2平台3469易伤5攻速7核8时间a最后敌人
243	23311 62214	9	   	243.10	橙4易伤1时间1攻速	1雷电2平台3469易伤5攻速7核8时间a随机矿
244	23311 62214	10	   	243.10	橙4易伤1时间1攻速	1雷电2平台3469易伤5攻速7核8时间a额外掉落
245	23311 62215	9	   	243.10	橙4易伤1时间1攻速	1雷电2平台3469易伤5攻速7核8时间a基地爆炸
246	23311 62215	10	   	243.10	橙4易伤1时间1攻速	1雷电2平台3469易伤5攻速7核8时间a金币生成
247	23311 62222	8	   	243.10	橙4易伤1时间1攻速	1雷电2平台3469易伤5攻速7核8时间a低血量敌人
248	23311 62222	7	   	243.10	橙4易伤1时间1攻速	1雷电2平台3469易伤5攻速7核8时间a低血量敌人
249	23311 62223	8	   	243.10	橙4易伤1时间1攻速	1雷电2平台3469易伤5攻速7核8时间a最后敌人
250	23311 62223	7	   	243.10	橙4易伤1时间1攻速	1雷电2平台3469易伤5攻速7核8时间a最后敌人
251	23311 62224	8	   	243.10	橙4易伤1时间1攻速	1雷电2平台3469易伤5攻速7核8时间a随机矿
252	23311 62224	9	   	243.10	橙4易伤1时间1攻速	1雷电2平台346a易伤5攻速7核8时间9最后敌人
253	23311 62224	7	   	243.10	橙4易伤1时间1攻速	1雷电2平台3469易伤5攻速7核8时间a随机矿
254	23311 62225	8	   	243.10	橙4易伤1时间1攻速	1雷电2平台3469易伤5攻速7核8时间a基地爆炸
255	23311 62225	7	   	243.10	橙4易伤1时间1攻速	1雷电2平台3469易伤5攻速7核8时间a基地爆炸
256	23311 62244	9	   	243.10	橙4易伤1时间1攻速	1雷电2平台346a易伤5攻速7核8时间9敌人爆炸
257	23311 62254	7	   	243.10	橙4易伤1时间1攻速	1雷电2平台346a易伤5攻速7核8时间9敌人爆炸
258	23311 62254	8	   	243.10	橙4易伤1时间1攻速	1雷电2平台346a易伤5攻速7核8时间9敌人爆炸
259	23311 62354	9	   	243.10	橙4易伤1时间1攻速	1雷电2平台346a易伤5攻速7核8基地爆炸9时间
260	23311 62451	8	   	243.10	橙4易伤1等级1攻速	1雷电2平台346a易伤5攻速7核8矿等9等级
261	23311 62551	7	   	243.10	橙4易伤1等级1攻速	1雷电2平台346a易伤5攻速7核8矿等9等级
262	23311 63616	9	   	243.10	橙4易伤1时间1攻速	1雷电2平台3467易伤5攻速8核9低血量敌人a时间
263	23311 63626	8	   	243.10	橙4易伤1时间1攻速	1雷电2平台3467易伤5攻速8核9最后敌人a时间
264	23316 52211	9	   	243.10	橙4易伤1时间1攻速	1雷电25平台349a易伤6攻速7核8时间
265	23316 52221	8	   	243.10	橙4易伤1时间1攻速	1雷电25平台349a易伤6攻速7核8时间
266	23316 52221	7	   	243.10	橙4易伤1时间1攻速	1雷电25平台349a易伤6攻速7核8时间
267	23311 52211	9	   	243.10	橙4易伤1时间1攻速	1雷电2平台349a易伤5攻速6立即金币7核8时间
268	23311 52221	7	   	243.10	橙4易伤1时间1攻速	1雷电2平台349a易伤5攻速6立即金币7核8时间
269	23311 52221	8	   	243.10	橙4易伤1时间1攻速	1雷电2平台349a易伤5攻速6立即金币7核8时间
270	35332 63844	3	   	243.10	橙2易伤2伤害1等级1时间2雷电	1a最后敌人2时间3加一4a雷电5等级6核79易伤8a伤害a序列升级
271	14216 33121	3	   	243.07	橙3易伤1伤害1等级1暴击	1低血量敌人2雷电3暴击49a易伤5伤害6掉矿7核8等级
272	14236 33121	4	   	243.07	橙3易伤1伤害1等级1暴击	1低血量敌人2雷电3暴击49a易伤5伤害6掉矿7核8等级
273	24216 33121	3	   	243.07	橙3易伤1伤害1等级1暴击	1雷电2低血量敌人3暴击49a易伤5伤害6掉矿7核8等级
274	24236 33121	4	   	243.07	橙3易伤1伤害1等级1暴击	1雷电2低血量敌人3暴击49a易伤5伤害6掉矿7核8等级
275	24416 33121	1	   	243.07	橙3易伤1伤害1等级1暴击	1雷电2暴击3最后敌人49a易伤5伤害6掉矿7核8等级
276	26216 33121	3	   	243.07	橙3易伤1伤害1等级1暴击	1雷电2最后敌人3暴击49a易伤5伤害6掉矿7核8等级
277	26266 33121	4	   	243.07	橙3易伤1伤害1等级1暴击	1雷电2最后敌人3暴击49a易伤5伤害6掉矿7核8等级
278	34216 33121	3	   	243.07	橙3易伤1伤害1等级1暴击	1最后敌人2雷电3暴击49a易伤5伤害6掉矿7核8等级
279	34266 33121	4	   	243.07	橙3易伤1伤害1等级1暴击	1最后敌人2雷电3暴击49a易伤5伤害6掉矿7核8等级
280	23311 62214	8	   	243.00	橙4易伤1时间1攻速	1雷电2平台346a易伤5攻速7核8时间9挖尘
281	23311 62214	7	   	243.00	橙4易伤1时间1攻速	1雷电2平台346a易伤5攻速7核8时间9挖尘
282	23311 62264	9	   	243.00	橙4易伤1时间1攻速	1雷电2平台346a易伤5攻速7核8时间9挖尘
283	23311 63635	10	   	243.00	橙4易伤1等级1攻速	1雷电2平台3467易伤5攻速8核9掉矿a等级
284	43321 31167	7	   	242.91	橙3易伤3时间1暴击	158基地爆炸29最后敌人3加一489时间6核789易伤89序列升级a暴击
285	35358 31144	6	   	242.82	橙2易伤2伤害2时间1等级	18最后敌人28时间3加一4策反59易伤68伤害7核8序列升级a等级
286	15124 32523	7	   	242.81	橙3易伤3时间1暴击	137低血量敌人267时间4立即金币57a易伤7序列升级8暴击9核
287	52354 22111	10	 * 	242.71	橙3易伤2伤害2等级	127金币生成39伤害457易伤67等级7序列升级8基地爆炸a核
288	52354 22311	10	   	242.71	橙3易伤2伤害2等级	127金币生成39伤害457易伤67等级7序列升级8敌人爆炸a核
289	53354 22111	10	   	242.71	橙3易伤2伤害2等级	17金币生成29伤害3立即金币457易伤67等级7序列升级8基地爆炸a核
290	53354 22311	10	   	242.71	橙3易伤2伤害2等级	17金币生成29伤害3立即金币457易伤67等级7序列升级8敌人爆炸a核
291	35344 31167	7	   	242.71	橙3易伤3时间1暴击	158最后敌人289时间3加一4挖青6核789易伤89序列升级a暴击
292	53514 22212	1	   	242.62	橙2易伤2伤害2时间1等级	1金币生成2a时间36易伤45伤害7掉矿8等级9核
293	66312 11114	3	   	242.61	橙3易伤2伤害2等级	1立即金币2a等级34a易伤5赏金塔6核7金币生成8最后敌人9a伤害a序列升级
294	66312 11214	3	   	242.61	橙3易伤2伤害2等级	1立即金币2a等级34a易伤5赏金塔6核7金币生成8低血量敌人9a伤害a序列升级
295	66312 11314	3	   	242.61	橙3易伤2伤害2等级	1立即金币2a等级34a易伤5赏金塔6核7金币生成8基地爆炸9a伤害a序列升级
296	61126 42133	8	 * 	242.61	橙3易伤2伤害2暴击	1立即金币2双倍矿39暴击489易伤5挖尘6最后敌人79伤害9序列升级a核
297	22231 62211	9	   	242.61	橙4易伤1时间1攻速2卖塔	1雷电23卖塔469a易伤5攻速7核8时间
298	22231 62221	8	   	242.61	橙4易伤1时间1攻速2卖塔	1雷电23卖塔469a易伤5攻速7核8时间
299	22231 62421	7	   	242.61	橙4易伤1时间1攻速2卖塔	1雷电23卖塔469a易伤5攻速7核8时间
300	62333 24523	1	   	242.61	橙3易伤3时间1暴击	1立即金币26a易伤347时间5敌人爆炸8暴击9核
301	63324 31523	7	   	242.61	橙3易伤3时间1暴击	1立即金币2敌人爆炸346时间58a易伤7暴击9核
302	66311 14212	3	   	242.56	橙4易伤2等级2雷电	1立即金币29等级3469易伤5最后敌人7策反89雷电9序列升级a核
303	66332 31214	3	   	242.51	橙3易伤2伤害2等级	1立即金币2a等级38a易伤4掉矿5基地爆炸6核7赏金塔9a伤害a序列升级
304	66333 31214	3	   	242.51	橙3易伤2伤害2等级	1立即金币2a等级38a易伤4掉矿5敌人爆炸6核7赏金塔9a伤害a序列升级
