0	Index      	 *	Score 	Summary	Detail	
1	63332 16241	 * 	223.24	DCR|3VULN|2AART|2DMG	1RCVC|278VULN|35DMG|45LHND|5BPWR|6RCR|9aAART
167	62212 63213	   	203.25	DCR|3VULN|2DMG|1ASPD	1RCVC|27DMG|3FEWX|4TLV|5ASPD|6RCR|89aVULN
168	62343 63213	   	203.25	DCR|3VULN|2DMG|1ASPD	1RCVC|27DMG|3ERES|4ASPD|5BEXP|6RCR|89aVULN
169	62352 63213	   	203.25	DCR|3VULN|2DMG|1ASPD	1RCVC|27DMG|3ERES|4BEXP|5ASPD|6RCR|89aVULN
170	23152 16521	   	203.21	DCR|4VULN|1AART|2ZMB|1DUR	1LHND|2457VULN|35ZMB|5BPWR|6RCR|8DUR|9BELT|aAART
171	36221 32245	 * 	202.62	DCR|2MDPS|3VULN|1AART|1ASPD	1AART|2DMSP|3aMDPS|489VULN|5LIT|6ASPD|7RCR
172	63352 32241	   	202.59	DCR|3VULN|1MDPS|1ASPD|1DMG	1RCVC|268VULN|3DMG|4CGEN|5ASPD|7RCR|9DMSP|aMDPS
173	33424 61121	 * 	202.51	DCR|4VULN|1MDPS|1AART|1NUKE|1CDMG	1AART|238aVULN|4CDMG|5MLV|6RCR|7NUKE|9MDPS
174	33424 61122	   	202.51	DCR|3VULN|1MDPS|1AART|1NUKE|1CDMG	1AART|238VULN|4CDMG|5MLV|6RCR|7NUKE|9MDPS|aCGEN
175	33424 61123	   	202.51	DCR|3VULN|1MDPS|1AART|1NUKE|1CDMG	1AART|238VULN|4CDMG|5MLV|6RCR|7NUKE|9MDPS|aDMSP
176	63312 32241	   	202.49	DCR|3VULN|1MDPS|1ASPD|1DMG	1RCVC|268VULN|3DMG|4TLV|5ASPD|7RCR|9DMSP|aMDPS
177	36221 62235	 * 	202.38	DCR|2MDPS|2VULN|2DMG|1AART	1AART|2DMSP|3aMDPS|48VULN|5LIT|69DMG|7RCR
178	62142 21215	 * 	202.37	DCR|1MDPS|2ASPD|1VULN|1AART|1DMG	1RCVC|2DMG|34ASPD|5LIT|6VULN|7RCR|8LHND|9AART|aMDPS
179	63312 32461	   	202.24	DCR|2VULN|2DMG|1MDPS|1ASPD	1RCVC|26VULN|39DMG|4TLV|5ASPD|7RCR|8DMSP|aMDPS
180	63312 42261	   	202.24	DCR|2VULN|2DMG|1MDPS|1ASPD	1RCVC|28VULN|39DMG|4TLV|5ASPD|6DMSP|7RCR|aMDPS
181	53142 31312	   	202.19	DCR|3VULN|1MDPS|1AART|2ZMB|1DUR	14FEWX|256VULN|35ZMB|5BPWR|7AART|8RCR|9DUR|aMDPS
182	53152 41312	   	202.19	DCR|3VULN|1MDPS|1AART|2ZMB|1DUR	1FEWX|245VULN|35ZMB|5BPWR|6DMSP|7AART|8RCR|9DUR|aMDPS
183	63312 52261	   	202.14	DCR|2VULN|2DMG|1MDPS|1ASPD	1RCVC|28VULN|39DMG|46TLV|5ASPD|7RCR|aMDPS
184	23134 35115	   	202.12	DCR|3VULN|2ASPD|1AART|1ZMB	17LHND|267VULN|3ZMB|4LIT|57ASPD|7BPWR|8DUST|9AART|aRCR
185	63332 16231	   	202.11	DCR|3VULN|1MDPS|2DMG	1RCVC|278VULN|35DMG|45LHND|5BPWR|6RCR|9MDPS|aCGEN
186	63332 16232	   	202.11	DCR|3VULN|2DMG|1MDPS|1ASPD	1RCVC|278VULN|35DMG|45LHND|5BPWR|6RCR|9MDPS|aASPD
187	63332 16233	   	202.11	DCR|3VULN|2DMG|1MDPS	1RCVC|278VULN|35DMG|45LHND|5BPWR|6RCR|9MDPS|aRPLT
188	63332 16234	   	202.11	DCR|3VULN|2DMG|1MDPS|1MSE	1RCVC|278VULN|35DMG|45LHND|5BPWR|6RCR|9MDPS|aMSE
189	63332 16235	   	202.11	DCR|3VULN|2DMG|1MDPS	1RCVC|278VULN|35DMG|45LHND|5BPWR|6RCR|9MDPS|aFEWX
190	63332 16236	   	202.11	DCR|3VULN|2DMG|1MDPS	1RCVC|278VULN|35DMG|45LHND|5BPWR|6RCR|9MDPS|aBEXP
191	63362 16231	   	202.11	DCR|3VULN|2DMG|1MDPS	1RCVC|278VULN|35DMG|45LWND|5BPWR|6RCR|9MDPS|aCGEN
192	63362 16232	   	202.11	DCR|3VULN|2DMG|1MDPS|1ASPD	1RCVC|278VULN|35DMG|45LWND|5BPWR|6RCR|9MDPS|aASPD
193	63362 16233	   	202.11	DCR|3VULN|2DMG|1MDPS	1RCVC|278VULN|35DMG|45LWND|5BPWR|6RCR|9MDPS|aRPLT
194	63153 11241	 * 	201.94	DCR|2VULN|2AART|2ASPD	1RCVC|28VULN|35LHND|47ASPD|6RCR|9aAART
195	63212 12141	   	201.94	DCR|2VULN|2AART|2ASPD	1RCVC|28VULN|37CGEN|48TLV|58ASPD|6RCR|8BPWR|9aAART
196	62142 23322	   	201.93	DCR|2VULN|2ASPD|1AART|1DMG	1RCVC|2DMG|34ASPD|5LIT|6aVULN|7CGEN|8RCR|9AART
197	62142 63322	   	201.93	DCR|2VULN|2ASPD|1AART|1DMG	1RCVC|2DMG|34ASPD|5LIT|6CGEN|7aVULN|8RCR|9AART
198	63152 12212	 * 	201.89	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1RCVC|2VULN|35LHND|45ASPD|5BPWR|6RCR|7CGEN|8AART|9DMG|aCDMG
199	63332 11324	   	201.87	DCR|2VULN|2DMG|1ASPD|1CDMG	1RCVC|2aVULN|35DMG|45LHND|5BPWR|6RCR|7ASPD|8CDMG|9MLV
200	63332 11334	   	201.87	DCR|2VULN|2DMG|1ASPD|1CDMG	1RCVC|2aVULN|35DMG|45LHND|5BPWR|6RCR|7ASPD|8CDMG|9AME
201	63332 11343	   	201.87	DCR|2VULN|2DMG|1ASPD|1CDMG	1RCVC|2aVULN|35DMG|45LHND|5BPWR|6RCR|7ASPD|8CDMG|9FEWX
202	63332 11361	   	201.87	DCR|2VULN|2DMG|1ASPD|1CDMG	1RCVC|29VULN|35DMG|45aLHND|5BPWR|6RCR|7ASPD|8CDMG
203	63332 11362	   	201.87	DCR|2VULN|2DMG|1ASPD|1CDMG	1RCVC|29VULN|35DMG|45LHND|5BPWR|6RCR|7ASPD|8CDMG|aCGEN
204	63362 11324	   	201.87	DCR|2VULN|2DMG|1ASPD|1CDMG	1RCVC|2aVULN|35DMG|45LWND|5BPWR|6RCR|7ASPD|8CDMG|9MLV
205	63362 11334	   	201.87	DCR|2VULN|2DMG|1ASPD|1CDMG	1RCVC|2aVULN|35DMG|45LWND|5BPWR|6RCR|7ASPD|8CDMG|9AME
206	63362 11343	   	201.87	DCR|2VULN|2DMG|1ASPD|1CDMG	1RCVC|2aVULN|35DMG|45LWND|5BPWR|6RCR|7ASPD|8CDMG|9FEWX
207	63362 11361	   	201.87	DCR|2VULN|2DMG|1ASPD|1CDMG	1RCVC|29VULN|35DMG|45LWND|5BPWR|6RCR|7ASPD|8CDMG|aLHND
208	63362 11363	   	201.87	DCR|2VULN|2DMG|1ASPD|1CDMG	1RCVC|29VULN|35DMG|45aLWND|5BPWR|6RCR|7ASPD|8CDMG
209	36221 32231	 * 	201.85	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1CDMG	1AART|2DMSP|3MDPS|48VULN|5LIT|6ASPD|7RCR|9DMG|aCDMG
210	62142 25322	   	201.83	DCR|2VULN|2ASPD|1AART|1DMG	1RCVC|2DMG|34ASPD|5LIT|6aVULN|7ERES|8RCR|9AART
211	63332 11364	   	201.77	DCR|2VULN|2DMG|1ASPD|1CDMG	1RCVC|29VULN|35DMG|45LHND|5BPWR|6RCR|7ASPD|8CDMG|aBASARM
212	36221 32234	 * 	201.68	DCR|2VULN|2AART|1MDPS|1ASPD|1DMG	1aAART|2DMSP|3MDPS|48VULN|5LIT|6ASPD|7RCR|9DMG
213	23152 12214	   	201.64	DCR|5VULN|1CDMG|2ZMB	1LHND|24589VULN|35ZMB|5BPWR|6RCR|7FEWX|aCDMG
214	23152 16214	   	201.64	DCR|5VULN|1CDMG|2ZMB	1LHND|24578VULN|35ZMB|5BPWR|6RCR|9FEWX|aCDMG
215	23152 16223	   	201.64	DCR|5VULN|1CDMG|2ZMB	1LHND|24578VULN|35ZMB|5BPWR|6RCR|9CGEN|aCDMG
216	23152 16233	   	201.54	DCR|5VULN|1CDMG|2ZMB	1LHND|24578VULN|35ZMB|5BPWR|6RCR|9ERES|aCDMG
217	53152 16223	   	201.54	DCR|5VULN|1CDMG|2ZMB	1FEWX|24578VULN|35ZMB|5BPWR|6RCR|9ERES|aCDMG
218	53352 11241	   	201.50	DCR|3ASPD|2VULN|1DMG|1ZMB	13FEWX|25VULN|457ASPD|5BPWR|6RCR|8DMG|9BEXP|aZMB
219	53352 11231	   	201.40	DCR|3ASPD|2VULN|1DMG|1ZMB	13FEWX|25VULN|457ASPD|5BPWR|6RCR|8DMG|9DUST|aZMB
220	53352 13313	   	201.38	DCR|3ASPD|2VULN|1DMG|1DUR	13FEWX|25VULN|45aASPD|5BPWR|6RCR|7DMG|8RCVC|9DUR
221	63352 32233	   	201.35	DCR|3VULN|2DMG|1ASPD	1RCVC|268VULN|3aDMG|4CGEN|5ASPD|7RCR|9RMIN
222	63122 16241	   	201.33	DCR|4VULN|2AART|1AAC	1RCVC|2578VULN|35LHND|4AAC|5BPWR|6RCR|9aAART
223	43261 23163	 * 	201.33	DCR|3VULN|2CDMG|1ASPD|1DMG	14CDMG|269VULN|3LHND|5DMG|7ERES|8RCR|aASPD
224	63332 11625	   	201.27	DCR|3DMG|2VULN|1ASPD	1RCVC|28VULN|35aDMG|45LHND|5BPWR|6RCR|7ASPD|9FEWX
225	63332 12245	   	201.27	DCR|3DMG|2VULN|1ASPD	1RCVC|28VULN|35aDMG|45LHND|5BPWR|6RCR|7FEWX|9ASPD
226	63312 32233	   	201.25	DCR|3VULN|2DMG|1ASPD	1RCVC|268VULN|3aDMG|4TLV|5ASPD|7RCR|9RMIN
227	63312 32265	   	201.25	DCR|3VULN|2DMG|1ASPD	1RCVC|268VULN|39DMG|4TLV|5ASPD|7RCR|aRMIN
228	63312 32266	   	201.25	DCR|3VULN|2DMG|1ASPD	1RCVC|268VULN|39DMG|4TLV|5ASPD|7RCR|aAME
229	63312 32462	   	201.25	DCR|3VULN|2DMG|1ASPD	1RCVC|26aVULN|39DMG|4TLV|5ASPD|7RCR|8DMSP
230	63312 42262	   	201.25	DCR|3VULN|2DMG|1ASPD	1RCVC|28aVULN|39DMG|4TLV|5ASPD|6DMSP|7RCR
231	63312 32264	   	201.15	DCR|3VULN|2DMG|1ASPD	1RCVC|268VULN|39DMG|4TLV|5ASPD|7RCR|aDUST
232	63312 52262	   	201.15	DCR|3VULN|2DMG|1ASPD	1RCVC|28aVULN|39DMG|46TLV|5ASPD|7RCR
233	45115 12132	   	201.14	DCR|4VULN|2CDMG|2DUR|1ZMB	15CDMG|2MLV|3ZMB|4579VULN|5BPWR|6aDUR|8RCR
234	63552 13111	 * 	200.85	DCR|2VULN|2ASPD|1DMG|3DUR	1RCVC|29VULN|35aDUR|45ASPD|5BPWR|6RCR|7DMG|8RMIN
235	62523 26232	   	200.82	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2DMG|3CDMG|46VULN|5LIT|7RCR|8ASPD|9ZMB|aDUR
236	63343 26232	   	200.82	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1RCVC|26VULN|3DMG|4CDMG|5LIT|7RCR|8ASPD|9ZMB|aDUR
237	23152 13265	   	200.73	DCR|3VULN|1AART|1DMG|2ZMB	1LHND|245VULN|35ZMB|5BPWR|6RCR|7CGEN|8AART|9RCVC|aDMG
238	33422 66232	   	200.71	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1AART|23VULN|4CDMG|5LWND|6ASPD|7RCR|8AELBLL|9AME|aMDPS
239	33422 66121	   	200.61	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1AART|23VULN|4CDMG|5LWND|6ASPD|7RCR|8BEXP|9MDPS|aMSLREG
240	33422 66122	   	200.61	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1AART|23VULN|4CDMG|5LWND|6ASPD|7RCR|8BEXP|9MDPS|aDUST
241	33422 66123	   	200.61	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|1MSE	1AART|23VULN|4CDMG|5LWND|6ASPD|7RCR|8BEXP|9MDPS|aMSE
242	53352 12352	   	200.54	DCR|2VULN|1MDPS|2ASPD|1AART|1SELL	13FEWX|25VULN|45ASPD|5BPWR|6RCR|7CGEN|8SELL|9AART|aMDPS
243	63522 11612	   	200.48	DCR|3VULN|1ASPD|1DMG|2DUR|1AAC	1aRCVC|259VULN|35DUR|4AAC|5BPWR|6RCR|7ASPD|8DMG
244	23152 16512	   	200.47	DCR|5VULN|2ZMB|1AAC|1DUR	1LHND|24579VULN|35ZMB|5BPWR|6RCR|8DUR|aAAC
245	23153 11615	   	200.40	DCR|3VULN|1ASPD|1DMG|1ZMB|1DUR	15LHND|248VULN|3ZMB|6RCR|7ASPD|9DUR|aDMG
246	33424 62121	   	200.28	DCR|3VULN|1MDPS|1AART|1CDMG	1AART|238VULN|4CDMG|5MLV|6RCR|7ERES|9MDPS|aAELBLL
247	33424 62122	   	200.28	DCR|3VULN|1MDPS|1AART|1CDMG	1AART|238VULN|4CDMG|5MLV|6RCR|7ERES|9MDPS|aTLV
248	33424 62123	   	200.28	DCR|3VULN|1MDPS|1AART|1CDMG	1AART|238VULN|4CDMG|5MLV|6RCR|7ERES|9MDPS|aFEWX
249	63332 11353	 * 	200.21	DCR|1MDPS|2DMG|1VULN|1ASPD|1CDMG	1RCVC|2VULN|35DMG|45LHND|5BPWR|6RCR|7ASPD|8CDMG|9DUST|aMDPS
250	63522 11631	   	200.20	DCR|2VULN|1MDPS|1ASPD|1DMG|2DUR|1AAC	1RCVC|25VULN|35DUR|4AAC|5BPWR|6RCR|7ASPD|8DMG|9MDPS|aMULARM
251	63522 11633	   	200.20	DCR|2VULN|2DMG|1MDPS|1ASPD|2DUR|1AAC	1RCVC|25VULN|35DUR|4AAC|5BPWR|6RCR|7ASPD|8aDMG|9MDPS
252	53352 12611	   	200.17	DCR|4VULN|2ASPD|1DUR	13FEWX|258aVULN|45ASPD|5BPWR|6RCR|7CGEN|9DUR
253	63262 11211	   	200.11	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1RCVC|24VULN|34CGEN|4BPWR|5LWND|6RCR|7ASPD|8AART|9DMG|aDUR
254	45115 12123	   	200.11	DCR|3VULN|2CDMG|1ASPD|1ZMB|1DUR	15CDMG|29MLV|3ZMB|457VULN|5BPWR|6DUR|8RCR|aASPD
255	63152 13113	   	200.08	DCR|3VULN|2ASPD|1DMG	1RCVC|29aVULN|35LHND|45ASPD|5BPWR|6RCR|7DMG|8RMIN
256	63652 13113	   	200.08	DCR|3VULN|2ASPD|1DMG	1RCVC|29aVULN|35FEWX|45ASPD|5BPWR|6RCR|7DMG|8RMIN
257	62125 31261	   	200.04	DCR|2VULN|2DMG|2ASPD|1DUR	1RCVC|29DMG|37ASPD|4CGEN|5DUR|68VULN|aRCR
258	63332 24432	 * 	200.02	DCR|1MDPS|2DMG|1AART|1VULN|1CDMG	1RCVC|2VULN|35DMG|45LHND|5BPWR|6CDMG|7AART|8RCR|9AME|aMDPS
259	45115 12113	   	200.01	DCR|3VULN|2CDMG|1DMG|1ZMB|1DUR	15CDMG|2MLV|3ZMB|457VULN|5BPWR|6DUR|8RCR|9AIRARM|aDMG
260	62523 26123	   	200.01	DCR|3VULN|1ASPD|1DMG|1CDMG	1RCVC|2DMG|3CDMG|468VULN|5LIT|7RCR|9BELT|aASPD
261	63343 26123	   	200.01	DCR|3VULN|1ASPD|1DMG|1CDMG	1RCVC|268VULN|3DMG|4CDMG|5LIT|7RCR|9BELT|aASPD
262	63352 32243	   	200.01	DCR|3VULN|1ASPD|1DMG|1CDMG	1RCVC|268VULN|3DMG|4CGEN|5ASPD|7RCR|9DMSP|aCDMG
263	61352 61213	   	199.98	DCR|3VULN|2ASPD|1DMG	1RCVC|2FEWX|3DMG|4CGEN|57ASPD|6RCR|89aVULN
264	62126 61213	   	199.98	DCR|3VULN|2ASPD|1DMG	1RCVC|2DMG|37ASPD|4CGEN|5BEXP|6RCR|89aVULN
265	62252 61213	   	199.98	DCR|3VULN|2ASPD|1DMG	1RCVC|2DMG|3FEWX|4CGEN|57ASPD|6RCR|89aVULN
266	63333 13146	   	199.93	DCR|2VULN|2DMG|2ASPD	1RCVC|2aVULN|3aDMG|45LHND|6RCR|7CGEN|8RMIN|9aASPD|aBPWR
267	63312 32243	   	199.91	DCR|3VULN|1ASPD|1DMG|1CDMG	1RCVC|268VULN|3DMG|4TLV|5ASPD|7RCR|9DMSP|aCDMG
268	23153 16243	   	199.90	DCR|4VULN|1AART|1ZMB|1DUR	15LHND|2478VULN|3ZMB|6RCR|9AART|aDUR
269	61312 61213	   	199.88	DCR|3VULN|2ASPD|1DMG	1RCVC|2FEWX|3DMG|4TLV|57ASPD|6RCR|89aVULN
270	62212 61213	   	199.88	DCR|3VULN|2ASPD|1DMG	1RCVC|2DMG|3FEWX|4TLV|57ASPD|6RCR|89aVULN
271	62343 61213	   	199.88	DCR|3VULN|2ASPD|1DMG	1RCVC|2DMG|3ERES|47ASPD|5BEXP|6RCR|89aVULN
272	62352 61213	   	199.88	DCR|3VULN|2ASPD|1DMG	1RCVC|2DMG|3ERES|4BEXP|57ASPD|6RCR|89aVULN
273	63332 11143	   	199.83	DCR|2VULN|2DMG|2ASPD	1RCVC|2aVULN|35DMG|45LHND|5BPWR|6RCR|79ASPD|8RMIN
274	63332 11623	   	199.83	DCR|2VULN|2DMG|2ASPD	1RCVC|28VULN|35DMG|45LHND|5BPWR|6RCR|7aASPD|9FEWX
275	63332 11643	   	199.83	DCR|2VULN|2DMG|2ASPD	1RCVC|28VULN|35DMG|45LHND|5BPWR|6RCR|7aASPD|9LWND
276	63332 12243	   	199.83	DCR|2VULN|2DMG|2ASPD	1RCVC|28VULN|35DMG|45LHND|5BPWR|6RCR|7FEWX|9aASPD
277	63362 11143	   	199.83	DCR|2VULN|2DMG|2ASPD	1RCVC|2aVULN|35DMG|45LWND|5BPWR|6RCR|79ASPD|8RMIN
278	63362 11623	   	199.83	DCR|2VULN|2DMG|2ASPD	1RCVC|28VULN|35DMG|45LWND|5BPWR|6RCR|7aASPD|9FEWX
279	63362 12243	   	199.83	DCR|2VULN|2DMG|2ASPD	1RCVC|28VULN|35DMG|45LWND|5BPWR|6RCR|7FEWX|9aASPD
280	33425 33421	   	199.78	DCR|2VULN|2AART|1CDMG|2DUR|1ZMB	19AART|23VULN|4CDMG|56DUR|7ZMB|8RCR|aCGEN
281	33425 33422	   	199.78	DCR|2VULN|2AART|1CDMG|2DUR|1ZMB	19AART|23VULN|4CDMG|56DUR|7ZMB|8RCR|aBELT
282	33425 33423	   	199.78	DCR|2VULN|2AART|1CDMG|2DUR|1ZMB	19AART|23VULN|4CDMG|56DUR|7ZMB|8RCR|aLHND
283	53152 11313	   	199.77	DCR|3VULN|2ASPD|2ZMB|1DUR	1FEWX|245VULN|35ZMB|5BPWR|6RCR|7aASPD|8RCVC|9DUR
284	33422 66311	   	199.72	DCR|3VULN|1AART|1ASPD|1CDMG	1AART|23aVULN|4CDMG|5LWND|6ASPD|7RCR|8LIT|9LHND
285	33423 66113	   	199.72	DCR|3VULN|1AART|1ASPD|1CDMG	1AART|23aVULN|4CDMG|5FEWX|6ASPD|7RCR|8BEXP|9LHND
286	33423 66311	   	199.72	DCR|3VULN|1AART|1ASPD|1CDMG	1AART|23aVULN|4CDMG|5FEWX|6ASPD|7RCR|8LIT|9LHND
287	63312 32254	   	199.67	DCR|3VULN|1ASPD|1DMG|1CDMG|1SELL	1RCVC|268VULN|3DMG|4TLV|5ASPD|7RCR|9SELL|aCDMG
288	63312 32463	   	199.67	DCR|2VULN|2DMG|1ASPD|1CDMG	1RCVC|26VULN|39DMG|4TLV|5ASPD|7RCR|8DMSP|aCDMG
289	63312 42263	   	199.67	DCR|2VULN|2DMG|1ASPD|1CDMG	1RCVC|28VULN|39DMG|4TLV|5ASPD|6DMSP|7RCR|aCDMG
290	61312 63243	   	199.63	DCR|2VULN|2DMG|2ASPD	1RCVC|2FEWX|37DMG|4TLV|59ASPD|6RCR|8aVULN
291	62212 63243	   	199.63	DCR|2VULN|2DMG|2ASPD	1RCVC|27DMG|3FEWX|4TLV|59ASPD|6RCR|8aVULN
292	63332 12212	   	199.63	DCR|3VULN|2DMG|1CDMG	1RCVC|289VULN|35DMG|45LHND|5BPWR|6RCR|7FEWX|aCDMG
293	63362 12212	   	199.63	DCR|3VULN|2DMG|1CDMG	1RCVC|289VULN|35DMG|45LWND|5BPWR|6RCR|7FEWX|aCDMG
294	62523 22142	   	199.62	DCR|3VULN|1AART|1DMG|1CDMG	1RCVC|2DMG|3CDMG|468VULN|5LIT|7MBVNT|9RCR|aAART
295	63343 22142	   	199.62	DCR|3VULN|1AART|1DMG|1CDMG	1RCVC|268VULN|3DMG|4CDMG|5LIT|7MBVNT|9RCR|aAART
296	23152 24422	   	199.61	DCR|3VULN|1AART|1CDMG|2ZMB|1DUR	1aLHND|245VULN|35ZMB|5BPWR|6CDMG|7AART|8RCR|9DUR
297	23152 24423	   	199.61	DCR|3VULN|1AART|1CDMG|2ZMB|1DUR	1LHND|245VULN|35ZMB|5BPWR|6CDMG|7AART|8RCR|9DUR|aCGEN
298	63352 32214	   	199.61	DCR|4VULN|1ASPD|1DMG	1RCVC|268aVULN|3DMG|4CGEN|5ASPD|7RCR|9RPLT
299	63352 32242	   	199.61	DCR|4VULN|1ASPD|1DMG	1RCVC|268aVULN|3DMG|4CGEN|5ASPD|7RCR|9DMSP
300	63312 52263	   	199.57	DCR|2VULN|2DMG|1ASPD|1CDMG	1RCVC|28VULN|39DMG|46TLV|5ASPD|7RCR|aCDMG
301	23152 24421	   	199.51	DCR|3VULN|1AART|1CDMG|2ZMB|1DUR	1LHND|245VULN|35ZMB|5BPWR|6CDMG|7AART|8RCR|9DUR|aMBVNT
302	63312 32214	   	199.51	DCR|4VULN|1ASPD|1DMG	1RCVC|268aVULN|3DMG|4TLV|5ASPD|7RCR|9RPLT
303	63312 32235	   	199.51	DCR|4VULN|1ASPD|1DMG	1RCVC|268aVULN|3DMG|4TLV|5ASPD|7RCR|9RMIN
304	63312 32242	   	199.51	DCR|4VULN|1ASPD|1DMG	1RCVC|268aVULN|3DMG|4TLV|5ASPD|7RCR|9DMSP
305	23152 11111	   	199.50	DCR|4VULN|1ASPD|2ZMB|1DUR	1LHND|2459VULN|35ZMB|5BPWR|6RCR|7ASPD|8RMIN|aDUR
306	23152 11614	   	199.50	DCR|4VULN|1ASPD|2ZMB|1DUR	1LHND|2458VULN|35ZMB|5BPWR|6RCR|7ASPD|9DUR|aBEXP
307	23152 11616	   	199.50	DCR|4VULN|1ASPD|2ZMB|1DUR	1aLHND|2458VULN|35ZMB|5BPWR|6RCR|7ASPD|9DUR
308	23152 13623	   	199.50	DCR|4VULN|1DMG|2ZMB|1DUR	1LHND|2458VULN|35ZMB|5BPWR|6RCR|7CGEN|9DUR|aDMG
309	23152 16323	   	199.50	DCR|4VULN|1ASPD|2ZMB|1DUR	1LHND|2457VULN|35ZMB|5BPWR|6RCR|8MLV|9DUR|aASPD
310	23152 16325	   	199.50	DCR|4VULN|1DMG|2ZMB|1DUR	1LHND|2457VULN|35ZMB|5BPWR|6RCR|8MLV|9DUR|aDMG
311	23152 16532	   	199.50	DCR|4VULN|1ASPD|2ZMB|1DUR	1LHND|2457VULN|35ZMB|5BPWR|6RCR|8DUR|9BEXP|aASPD
312	53152 11111	   	199.50	DCR|4VULN|1ASPD|2ZMB|1DUR	1FEWX|2459VULN|35ZMB|5BPWR|6RCR|7ASPD|8RMIN|aDUR
313	53152 13513	   	199.50	DCR|4VULN|1ASPD|2ZMB|1DUR	1FEWX|2458VULN|35ZMB|5BPWR|6RCR|7RMIN|9DUR|aASPD
314	53152 16313	   	199.50	DCR|4VULN|1ASPD|2ZMB|1DUR	1FEWX|2457VULN|35ZMB|5BPWR|6RCR|8MLV|9DUR|aASPD
315	33262 16135	   	199.48	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2aVULN|3CDMG|46DMG|58BEXP|7RCR|9RPLT
316	33262 16431	   	199.48	DCR|2VULN|2DMG|1AART|1CDMG	1AART|29VULN|3CDMG|46DMG|5BEXP|7RCR|8RPLT|aLIT
317	53352 11222	   	199.47	DCR|3ASPD|2VULN|1DMG|1DUR	13FEWX|25VULN|457ASPD|5BPWR|6RCR|8DMG|9DUR|aRPLT
318	53352 11223	   	199.47	DCR|3ASPD|2VULN|1DMG|1DUR	13FEWX|25VULN|457ASPD|5BPWR|6RCR|8DMG|9DUR|aLWND
319	53352 11224	   	199.47	DCR|3ASPD|2VULN|1DMG|1DUR	13FEWX|25VULN|457ASPD|5BPWR|6RCR|8DMG|9DUR|aCGEN
320	53352 11225	   	199.47	DCR|3ASPD|2VULN|1DMG|1DUR	13aFEWX|25VULN|457ASPD|5BPWR|6RCR|8DMG|9DUR
321	53352 13152	   	199.47	DCR|3ASPD|2VULN|1DMG|1DUR	13FEWX|25VULN|45aASPD|5BPWR|6RCR|7DMG|8RMIN|9DUR
322	62523 26332	   	199.44	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1RCVC|2DMG|3CDMG|46VULN|5LIT|7RCR|89DUR|aAART
323	63343 26332	   	199.44	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1RCVC|26VULN|3DMG|4CDMG|5LIT|7RCR|89DUR|aAART
324	23152 11611	   	199.40	DCR|4VULN|1ASPD|2ZMB|1DUR	1LHND|2458VULN|35ZMB|5BPWR|6RCR|7ASPD|9DUR|aERES
325	23152 11612	   	199.40	DCR|4VULN|1ASPD|2ZMB|1DUR	1LHND|2458VULN|35ZMB|5BPWR|6RCR|7ASPD|9DUR|aDUST
326	53152 11511	   	199.40	DCR|4VULN|1ASPD|2ZMB|1DUR	1FEWX|2458VULN|35ZMB|5BPWR|6RCR|7ASPD|9DUR|aERES
327	53152 11512	   	199.40	DCR|4VULN|1ASPD|2ZMB|1DUR	1FEWX|2458VULN|35ZMB|5BPWR|6RCR|7ASPD|9DUR|aDUST
328	62523 42142	   	199.38	DCR|2VULN|2DMG|1AART|1CDMG	1RCVC|26DMG|3CDMG|48VULN|5LIT|7MBVNT|9RCR|aAART
329	63343 42142	   	199.38	DCR|2VULN|2DMG|1AART|1CDMG	1RCVC|28VULN|36DMG|4CDMG|5LIT|7MBVNT|9RCR|aAART
330	33262 16313	   	199.38	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2aVULN|3CDMG|46DMG|5BEXP|7RCR|8DUST|9LHND
331	33262 16432	   	199.38	DCR|2VULN|2DMG|1AART|1CDMG	1AART|29VULN|3CDMG|46DMG|5BEXP|7RCR|8RPLT|aDUST
332	33265 16113	   	199.38	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2aVULN|3CDMG|46DMG|5LHND|7RCR|8BEXP|9LEGI
333	53352 11215	   	199.37	DCR|3ASPD|2VULN|1DMG|1DUR	13FEWX|25VULN|457ASPD|5BPWR|6RCR|8DMG|9TLV|aDUR
334	53352 11226	   	199.37	DCR|3ASPD|2VULN|1DMG|1DUR|1MSE	13FEWX|25VULN|457ASPD|5BPWR|6RCR|8DMG|9DUR|aMSE
335	46311 27142	   	199.32	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|2RCVC|3MBVNT|468VULN|5DMG|7LIT|9RCR|aAART
