0	Index      	 *	Score 	Summary	Detail	
1	23431 66312	 * 	216.65	DCR|3VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2CDMG|359VULN|4DMG|6RCR|7ASPD|8ZMB|aDUR
162	23431 63114	   	193.79	DCR|4VULN|1DMG|1CDMG	1CGEN|2CDMG|3579VULN|4DMG|6RCR|8LHND|aLWND
163	23431 63153	   	193.79	DCR|4VULN|1DMG|1CDMG	1CGEN|2CDMG|357aVULN|4DMG|6RCR|8LHND|9LWND
164	23431 63431	   	193.79	DCR|4VULN|1DMG|1CDMG	1CGEN|2CDMG|3579VULN|4DMG|6RCR|8RPLT|aAME
165	62233 36521	 * 	193.77	DCR|3VULN|1MDPS|2ASPD|1DMG	1CANARM|2BEXP|3MDPS|469VULN|5DMG|7RCR|8aASPD
166	23431 63113	   	193.69	DCR|4VULN|1DMG|1CDMG|1MSE	1CGEN|2CDMG|3579VULN|4DMG|6RCR|8LHND|aMSE
167	23431 63433	   	193.69	DCR|4VULN|1DMG|1CDMG	1CGEN|2CDMG|3579VULN|4DMG|6RCR|8RPLT|aERES
168	23431 62112	   	193.68	DCR|3VULN|2CDMG|1DMG|1DUR	1CGEN|27CDMG|359VULN|4DMG|6RCR|8LHND|aDUR
169	31125 36253	   	193.68	DCR|2VULN|2DMG|1AART|1CDMG	189LWND|28VULN|3FEWX|4CDMG|5AART|68DMG|7DMSP|8BPWR|aRCR
170	11165 61332	 * 	193.60	DCR|4VULN|1AART|1CDMG	17LIT|2346VULN|56LWND|6BPWR|8RCR|9CDMG|aAART
171	31225 36253	   	193.58	DCR|2VULN|2DMG|1AART|1CDMG	189LWND|28VULN|3DUST|4CDMG|5AART|68DMG|7DMSP|8BPWR|aRCR
172	61423 23363	   	193.49	DCR|3VULN|2ASPD|1AART	1CANARM|245VULN|3BEXP|6aASPD|7TLV|8AART|9RCR
173	23431 62122	   	193.43	DCR|2VULN|2DMG|2CDMG|1DUR	1CGEN|27CDMG|35VULN|49DMG|6RCR|8LHND|aDUR
174	11623 13563	   	193.41	DCR|3VULN|1AART|1DMG|1ZMB	1LIT|27aVULN|3ZMB|4AART|5BELT|6DMG|8RCR|9RCVC
175	23431 61121	   	193.35	DCR|3DMG|2VULN|1CDMG	1CGEN|2CDMG|35VULN|48aDMG|6RCR|7LIT|9SNIFST
176	23431 61151	   	193.35	DCR|3DMG|2VULN|1CDMG	1CGEN|2CDMG|35VULN|489DMG|6RCR|7aLIT
177	23431 61152	   	193.35	DCR|3DMG|2VULN|1CDMG	1CGEN|2CDMG|35VULN|489DMG|6RCR|7LIT|aFEWX
178	23431 61153	   	193.35	DCR|3DMG|2VULN|1CDMG	1CGEN|2CDMG|35VULN|489DMG|6RCR|7LIT|aAME
179	31161 66312	 * 	193.28	DCR|3AART|2VULN|1ASPD|1DUR	1LWND|27VULN|3FEWX|46aAART|5DUR|8RCR|9ASPD
180	31161 66322	 * 	193.28	DCR|3AART|2VULN|1DMG|1DUR	1LWND|27VULN|3FEWX|46aAART|5DUR|8RCR|9DMG
181	23431 61131	   	193.25	DCR|3DMG|2VULN|1CDMG	1CGEN|2CDMG|35VULN|48aDMG|6RCR|7LIT|9MSLFST
182	23431 62215	 * 	193.22	DCR|2VULN|1AART|2CDMG|1DMG	19CGEN|27CDMG|35VULN|4DMG|6RCR|8RCVC|aAART
183	63114 16323	   	193.21	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1CANARM|2ASPD|3RCVC|4AART|5ZMB|6VULN|7CDMG|8RCR|9BELT|aDMG
184	31261 63312	   	193.18	DCR|3AART|2VULN|1ASPD|1DUR	1LWND|27VULN|3DUST|46aAART|5DUR|8RCR|9ASPD
185	31261 63322	   	193.18	DCR|3AART|2VULN|1DMG|1DUR	1LWND|27VULN|3DUST|46aAART|5DUR|8RCR|9DMG
186	31261 23312	   	193.16	DCR|2VULN|2AART|1ASPD|2DUR	1LWND|27VULN|3DUST|4aAART|56DUR|8RCR|9ASPD
187	31261 23322	   	193.16	DCR|2VULN|2AART|1DMG|2DUR	1LWND|27VULN|3DUST|4aAART|56DUR|8RCR|9DMG
188	61154 37322	   	193.02	DCR|3VULN|2AART|1ZMB	1CANARM|256VULN|3RCVC|4MBVNT|7RCR|89AART|aZMB
189	61131 32621	   	192.84	DCR|2VULN|2DMG|1AART|1DUR	1CANARM|26VULN|3RCVC|47DMG|5MLV|8RCR|9DUR|aAART
190	61162 22322	   	192.73	DCR|3VULN|2DMG|1CDMG	14CANARM|248VULN|3RCVC|4BPWR|5CDMG|6aDMG|7ERES|9RCR
191	23263 25136	 * 	192.59	DCR|2VULN|2DMG|3CDMG|1DUR	1CGEN|239CDMG|4LIT|5TLV|69VULN|7DUR|89DMG|9BPWR|aRCR
192	11623 53322	 * 	192.54	DCR|2VULN|2AART|1CDMG|1ZMB|1DUR	1LIT|27VULN|3ZMB|48AART|5BELT|6DUR|9RCR|aCDMG
193	51231 66212	   	192.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1RCVC|23BEXP|4CDMG|59VULN|6RCR|7ASPD|8DMG|aDUR
194	11134 15361	   	192.40	DCR|2VULN|2ASPD|2CDMG|1ZMB|1DUR	1LIT|23VULN|45ASPD|6ZMB|78CDMG|9DUR|aRCR
195	11412 43132	   	192.39	DCR|2VULN|2ASPD|1AART|1ZMB	1LIT|2aVULN|3SPLJET|4LWND|5AART|6RCR|7aASPD|8ZMB|9aBEXP|aBPWR
196	11412 43142	   	192.39	DCR|2VULN|2ASPD|1AART|1ZMB	1LIT|2aVULN|3SPLJET|4LWND|5AART|6RCR|7aASPD|8ZMB|9aFEWX|aBPWR
197	11346 11121	 * 	192.29	DCR|2VULN|2ASPD|1DMG|1CDMG	1LIT|2aVULN|3CDMG|45ASPD|6ERES|7RCR|8DMG|9SNIFST
198	11346 11621	   	192.29	DCR|2VULN|2ASPD|1DMG|1CDMG	1LIT|28VULN|3CDMG|45ASPD|6ERES|7RCR|9SNIFST|aDMG
199	23432 12462	 * 	192.29	DCR|2VULN|1MDPS|2ASPD|1DMG|1CDMG	1CGEN|2CDMG|39VULN|4DMG|5MDPS|6LWND|7RCR|8aASPD
200	23432 12612	   	192.29	DCR|2VULN|1MDPS|2ASPD|1DMG|1CDMG	1CGEN|2CDMG|38VULN|4DMG|5MDPS|6LWND|7RCR|9aASPD
201	23432 52612	   	192.29	DCR|2VULN|1MDPS|2ASPD|1DMG|1CDMG	1CGEN|2CDMG|38VULN|4DMG|5MDPS|6FEWX|7RCR|9aASPD
202	23421 63512	   	192.27	DCR|4VULN|1CDMG|1ZMB|1DUR	1CGEN|2CDMG|3579VULN|4ZMB|6RCR|8MBVNT|aDUR
203	11623 16324	   	192.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LIT|2aVULN|3ZMB|4AART|5BELT|6DMG|7RCR|8CDMG|9FEWX
204	11346 11131	   	192.19	DCR|2VULN|2ASPD|1DMG|1CDMG	1LIT|2aVULN|3CDMG|45ASPD|6ERES|7RCR|8DMG|9MSLFST
205	11346 11631	   	192.19	DCR|2VULN|2ASPD|1DMG|1CDMG	1LIT|28VULN|3CDMG|45ASPD|6ERES|7RCR|9MSLFST|aDMG
206	12332 43687	   	192.19	DCR|2VULN|1MDPS|2ASPD|1DMG|1CDMG	1LIT|2MDPS|38VULN|4CDMG|5MBVNT|69ASPD|7RCR|aDMG
207	11341 51431	   	192.17	DCR|2VULN|2DMG|1ASPD|1CDMG	1LIT|29VULN|3CDMG|4ASPD|59DMG|6MLV|7RCVC|89AME|9BPWR|aRCR
208	23431 62432	   	192.15	DCR|3VULN|2CDMG|1DMG|1AAC	1CGEN|27CDMG|359VULN|4DMG|6RCR|8RPLT|aAAC
209	61154 32434	   	192.13	DCR|3VULN|2DMG|2DUR	1aCANARM|256VULN|3RCVC|4MBVNT|7aDMG|8RCR|9aDUR|aBPWR
210	61158 32434	   	192.13	DCR|3VULN|2DMG|2DUR	15aCANARM|256VULN|3RCVC|4MBVNT|5aBPWR|7aDMG|8RCR|9aDUR
211	11341 31431	   	192.07	DCR|2VULN|2DMG|1ASPD|1CDMG	1LIT|29VULN|3CDMG|4ASPD|59DMG|6TLV|7RCVC|89AME|9BPWR|aRCR
212	11134 32247	   	192.01	DCR|2VULN|2ASPD|1AART|1CDMG	1LIT|23VULN|45ASPD|6BEXP|7MBVNT|8CDMG|9RCR|aAART
213	11115 23662	   	192.01	DCR|3VULN|1ASPD|1DMG|1CDMG	1LIT|237VULN|4RPLT|5ASPD|6CDMG|8DMG|9RCR|aRMIN
214	11115 23663	   	192.01	DCR|3VULN|1ASPD|1DMG|1CDMG	1LIT|237VULN|4RPLT|5ASPD|6CDMG|8DMG|9RCR|aCGEN
215	23421 61621	   	191.99	DCR|3VULN|1AART|1CDMG|1ZMB	1CGEN|2CDMG|358VULN|4ZMB|6RCR|7LIT|9AART|aLWND
216	23421 61622	   	191.99	DCR|3VULN|1AART|1CDMG|1ZMB	1CGEN|2CDMG|358VULN|4ZMB|6RCR|7LIT|9AART|aFEWX
217	23421 63315	   	191.99	DCR|3VULN|1AART|1CDMG|1ZMB	189CGEN|2CDMG|357VULN|4ZMB|6RCR|aAART
218	11134 61112	   	191.97	DCR|3VULN|2ASPD|2ZMB|1DUR	16aLIT|23aVULN|45ASPD|7DUR|8aZMB|9RCR|aBPWR
219	11341 51631	   	191.97	DCR|2VULN|2DMG|1ASPD|1CDMG	1LIT|29VULN|3CDMG|4ASPD|59DMG|6MLV|7RCVC|89ERES|9BPWR|aRCR
220	11115 23661	   	191.91	DCR|3VULN|1ASPD|1DMG|1CDMG	1LIT|237VULN|4RPLT|5ASPD|6CDMG|8DMG|9RCR|aERES
221	11341 15161	   	191.90	DCR|2DMG|2ASPD|1VULN|1CDMG|1DUR	16LIT|2VULN|3CDMG|49ASPD|58DMG|7DUR|aRCR
222	23421 61623	   	191.89	DCR|3VULN|1AART|1CDMG|1ZMB	1CGEN|2CDMG|358VULN|4ZMB|6RCR|7LIT|9AART|aERES
223	51332 11521	   	191.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1RCVC|2BEXP|3ASPD|4RMIN|5AART|6VULN|7CDMG|8RCR|9DMG|aDUR
224	11341 31631	   	191.87	DCR|2VULN|2DMG|1ASPD|1CDMG	1LIT|29VULN|3CDMG|4ASPD|59DMG|6TLV|7RCVC|89ERES|9BPWR|aRCR
225	11623 13543	   	191.80	DCR|3VULN|1AART|1DMG|1ZMB	19LIT|27aVULN|3ZMB|4AART|5BELT|6DMG|8RCR
226	11112 53255	   	191.80	DCR|3VULN|1AART|1ASPD|1ZMB	1LIT|23aVULN|4RPLT|5AART|6FEWX|7ASPD|8RCR|9ZMB
227	22411 61215	   	191.80	DCR|2VULN|2DMG|1ASPD|1ZMB|1SELL	14aCGEN|2ZMB|3SELL|5aVULN|6RCR|7LIT|8ASPD|9aDMG|aBPWR
228	11335 23231	   	191.79	DCR|3VULN|2ASPD|2CDMG	178LIT|289VULN|36CDMG|4LHND|58ASPD|8BPWR|aRCR
229	11112 13255	   	191.70	DCR|3VULN|1AART|1ASPD|1ZMB	1LIT|23aVULN|4RPLT|5AART|6DUST|7ASPD|8RCR|9ZMB
230	11112 43255	   	191.70	DCR|3VULN|1AART|1ASPD|1ZMB	1LIT|23aVULN|4RPLT|5AART|6LEGI|7ASPD|8RCR|9ZMB
231	11135 62121	   	191.69	DCR|3VULN|2ASPD|1AART	1LIT|236VULN|46ASPD|5RMIN|6BPWR|7SPLJET|8AART|9ERES|aRCR
232	11135 62131	   	191.69	DCR|3VULN|2ASPD|1AART	1LIT|236VULN|46ASPD|5RMIN|6BPWR|7SPLJET|8AART|9TLV|aRCR
233	11214 62121	   	191.69	DCR|3VULN|2ASPD|1AART|1AAC	14LIT|246VULN|3AAC|46BPWR|56ASPD|7SPLJET|8AART|9ERES|aRCR
234	11214 62131	   	191.69	DCR|3VULN|2ASPD|1AART|1AAC	14LIT|246VULN|3AAC|46BPWR|56ASPD|7SPLJET|8AART|9TLV|aRCR
235	11214 65331	   	191.69	DCR|3VULN|2ASPD|2CDMG|1AAC	14LIT|246VULN|3AAC|46BPWR|56ASPD|78CDMG|9LHND|aRCR
236	11623 13511	   	191.56	DCR|2VULN|2DMG|1AART|1ZMB	1LIT|27VULN|3ZMB|4AART|5BELT|69DMG|8RCR|aBEXP
237	11136 26262	 * 	191.50	DCR|4VULN|1MDPS|1ASPD|1DMG	1LIT|2378VULN|4ASPD|5LWND|6MDPS|9RCR|aDMG
238	23421 63112	   	191.49	DCR|4VULN|2CDMG|1ZMB	1CGEN|2aCDMG|3579VULN|4ZMB|6RCR|8LHND
239	11623 13512	   	191.46	DCR|2VULN|2DMG|1AART|1ZMB	1LIT|27VULN|3ZMB|4AART|5BELT|69DMG|8RCR|aDUST
240	11623 13515	   	191.46	DCR|2VULN|2DMG|1AART|1ZMB|1MSE	1LIT|27VULN|3ZMB|4AART|5BELT|69DMG|8RCR|aMSE
241	11623 13516	   	191.46	DCR|2VULN|2DMG|1AART|1ZMB	1LIT|27VULN|3ZMB|4AART|5BELT|69DMG|8RCR|aTLV
242	23332 63153	   	191.43	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CGEN|2CDMG|35LHND|49DMG|6RCR|7VULN|8AART|aZMB
243	65325 33121	 * 	191.42	DCR|3VULN|1AART|2CDMG|1ZMB	17CANARM|2AART|3ZMB|467VULN|57CDMG|7BPWR|8LHND|9SNIFST|aRCR
244	65325 33221	   	191.42	DCR|3VULN|1AART|2CDMG|1ZMB	17CANARM|2AART|3ZMB|467VULN|57CDMG|7BPWR|8FEWX|9SNIFST|aRCR
245	33325 53512	   	191.41	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	1LWND|2RCVC|3DUR|4AME|5aAART|6DMG|7VULN|8RCR|9ASPD
246	33335 53512	   	191.41	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	1LWND|2RCVC|3DUR|4CGEN|5aAART|6DMG|7VULN|8RCR|9ASPD
247	61423 23162	   	191.40	DCR|4VULN|1ASPD|1DMG	1CANARM|2458VULN|3BEXP|6ASPD|7TLV|9RCR|aDMG
248	61154 21411	   	191.40	DCR|2VULN|2ASPD|1AART|1ZMB	1CANARM|25VULN|3RCVC|4MBVNT|67ASPD|8RCR|9ZMB|aAART
249	61158 21411	   	191.40	DCR|2VULN|2ASPD|1AART|1ZMB	15CANARM|25VULN|3RCVC|4MBVNT|5BPWR|67ASPD|8RCR|9ZMB|aAART
250	31225 24633	   	191.35	DCR|2VULN|2AART|1CDMG|2DUR	1LWND|29VULN|3DUST|4CDMG|58AART|6aDUR|7RCR
251	23431 62134	   	191.32	DCR|2VULN|1AART|2CDMG|1DMG	1CGEN|27CDMG|35VULN|4DMG|6RCR|8LHND|9RPLT|aAART
252	23431 62315	   	191.32	DCR|2VULN|1AART|2CDMG|1DMG	189CGEN|27CDMG|35VULN|4DMG|6RCR|aAART
253	61161 22423	   	191.22	DCR|2VULN|2DMG|1ASPD|1DUR	14aCANARM|24VULN|3RCVC|4aBPWR|5aLHND|6ASPD|7RCR|8DUR|9aDMG
254	52353 21632	   	191.19	DCR|3VULN|1AART|2CDMG	1RCVC|29LIT|39CDMG|4MLV|5TLV|689VULN|7RCR|9BPWR|aAART
255	61162 22323	   	190.99	DCR|4VULN|1DMG|1CDMG	14CANARM|248aVULN|3RCVC|4BPWR|5CDMG|6DMG|7ERES|9RCR
256	51231 66211	   	190.95	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1RCVC|23BEXP|4CDMG|59VULN|6RCR|7ASPD|8DMG|aAAC
257	61423 22432	   	190.92	DCR|3VULN|1ASPD|1CDMG|1AAC|1DUR	1CANARM|245VULN|3BEXP|6ASPD|7RCR|8DUR|9CDMG|aAAC
258	23421 63432	   	190.84	DCR|4VULN|1CDMG|1AAC|1ZMB	1CGEN|2CDMG|3579VULN|4ZMB|6RCR|8RPLT|aAAC
259	23431 61323	   	190.83	DCR|2VULN|1AART|1DMG|1CDMG	1CGEN|2CDMG|35VULN|4DMG|6RCR|7LIT|8MLV|9SPLREG|aAART
260	11134 51114	   	190.78	DCR|2VULN|2ASPD|1NUKE|1ZMB|1DUR	1LIT|23VULN|45ASPD|6AELBLL|7DUR|8ZMB|9RCR|aNUKE
261	11134 61114	   	190.78	DCR|2VULN|2ASPD|1NUKE|1ZMB|1DUR	16LIT|23VULN|45ASPD|7DUR|8ZMB|9RCR|aNUKE
262	11134 11214	   	190.78	DCR|2VULN|2ASPD|1NUKE|1ZMB|1DUR	17LIT|23VULN|45ASPD|6ZMB|8DUR|9RCR|aNUKE
263	11134 14214	   	190.78	DCR|2VULN|2ASPD|1NUKE|1ZMB|1DUR	1LIT|23VULN|45ASPD|6ZMB|7AELBLL|8DUR|9RCR|aNUKE
264	61154 37121	   	190.77	DCR|4VULN|1AART|1DUR	1CANARM|2568VULN|3RCVC|4MBVNT|7RCR|9DUR|aAART
265	23421 63511	   	190.74	DCR|4VULN|1CDMG|1AAC|1ZMB	1CGEN|2CDMG|3579VULN|4ZMB|6RCR|8MBVNT|aAAC
266	23663 21632	   	190.59	DCR|3VULN|1AART|2CDMG	19CGEN|29CDMG|3RCVC|4LIT|5TLV|689VULN|7RCR|9BPWR|aAART
267	23421 61162	   	190.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1CGEN|2CDMG|35VULN|4ZMB|6RCR|7LIT|8DMG|9ASPD|aFEWX
268	23421 61163	   	190.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1CGEN|2CDMG|35VULN|4ZMB|6RCR|7LIT|8DMG|9ASPD|aLWND
269	23421 61212	   	190.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1CGEN|2CDMG|35VULN|4ZMB|6RCR|7LIT|8ASPD|9DMG|aFEWX
270	23421 61213	   	190.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1CGEN|2CDMG|35VULN|4ZMB|6RCR|7LIT|8ASPD|9DMG|aLWND
271	23421 61216	   	190.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1CGEN|2CDMG|35VULN|4ZMB|6RCR|7LIT|8ASPD|9DMG|aAME
272	23431 66331	   	190.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1CGEN|2CDMG|35VULN|4DMG|6RCR|7ASPD|8ZMB|9aRPLT
273	23421 61161	   	190.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1MSE	1CGEN|2CDMG|35VULN|4ZMB|6RCR|7LIT|8DMG|9ASPD|aMSE
274	23421 61211	   	190.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1MSE	1CGEN|2CDMG|35VULN|4ZMB|6RCR|7LIT|8ASPD|9DMG|aMSE
275	23421 61214	   	190.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1CGEN|2CDMG|35VULN|4ZMB|6RCR|7LIT|8ASPD|9DMG|aTLV
276	23431 66333	   	190.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1MSE	1CGEN|2CDMG|35VULN|4DMG|6RCR|7ASPD|8ZMB|9RPLT|aMSE
277	61154 37342	   	190.29	DCR|3VULN|1AART|2CDMG	1CANARM|256VULN|3RCVC|4MBVNT|7RCR|8AART|9aCDMG
278	51231 63216	   	190.25	DCR|3VULN|1ASPD|1CDMG|1DUR	1RCVC|23BEXP|4CDMG|579VULN|6RCR|8DUR|aASPD
279	11112 56231	   	190.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LIT|23VULN|4RPLT|5AART|6FEWX|7ZMB|8RCR|9CDMG|aDMG
280	11311 23355	   	190.22	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1LIT|2aVULN|3CDMG|4LWND|5BEXP|6AART|7ASPD|8RCR|9ZMB
281	11312 53355	   	190.22	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1LIT|2aVULN|3CDMG|4LWND|5AART|6BEXP|7ASPD|8RCR|9ZMB
282	11331 23355	   	190.22	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1LIT|2aVULN|3CDMG|4LHND|5BEXP|6AART|7ASPD|8RCR|9ZMB
283	11332 53355	   	190.22	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1LIT|2aVULN|3CDMG|4LHND|5AART|6BEXP|7ASPD|8RCR|9ZMB
284	31124 23355	   	190.22	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1LWND|2aVULN|3FEWX|4CDMG|5LIT|6AART|7ASPD|8RCR|9ZMB
285	31125 33355	   	190.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2aVULN|3FEWX|4CDMG|5AART|6DMG|7LIT|8RCR|9ZMB
286	23421 63226	   	190.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	1CGEN|2CDMG|357VULN|4ZMB|6RCR|8RCVC|9LHND|aASPD
287	23431 63211	   	190.18	DCR|3VULN|1DMG|1CDMG|1ZMB	19CGEN|2CDMG|357VULN|4DMG|6RCR|8RCVC|aZMB
288	23431 63221	   	190.18	DCR|3VULN|1DMG|1CDMG|1ZMB	1CGEN|2CDMG|357VULN|4DMG|6RCR|8RCVC|9LHND|aZMB
289	11134 26314	   	190.17	DCR|3VULN|2ASPD|1NUKE	18LIT|238VULN|45ASPD|6AME|78FEWX|8BPWR|9RCR|aNUKE
290	11112 16231	   	190.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LIT|23VULN|4RPLT|5AART|6DUST|7ZMB|8RCR|9CDMG|aDMG
291	11112 46231	   	190.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LIT|23VULN|4RPLT|5AART|6LEGI|7ZMB|8RCR|9CDMG|aDMG
292	11312 13355	   	190.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1LIT|2aVULN|3CDMG|4LWND|5AART|6DUST|7ASPD|8RCR|9ZMB
293	11321 23355	   	190.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1LIT|2aVULN|3CDMG|4DUST|5FEWX|6AART|7ASPD|8RCR|9ZMB
294	11322 53355	   	190.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1LIT|2aVULN|3CDMG|4DUST|5AART|6FEWX|7ASPD|8RCR|9ZMB
295	11324 23355	   	190.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1LIT|2aVULN|3CDMG|4DUST|5BEXP|6AART|7ASPD|8RCR|9ZMB
296	11332 13355	   	190.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1LIT|2aVULN|3CDMG|4LHND|5AART|6DUST|7ASPD|8RCR|9ZMB
297	31224 23355	   	190.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1LWND|2aVULN|3DUST|4CDMG|5LIT|6AART|7ASPD|8RCR|9ZMB
298	31225 33355	   	190.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2aVULN|3DUST|4CDMG|5AART|6DMG|7LIT|8RCR|9ZMB
299	23432 52226	 * 	190.09	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|1DUR	1CGEN|2CDMG|3aVULN|4DMG|5MDPS|6FEWX|7RCR|8AART|9DUR
300	31125 24236	   	190.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1LWND|2aVULN|3FEWX|4CDMG|5AART|6DUR|7RCR|8DUST|9ASPD
301	11346 11622	   	190.06	DCR|3VULN|2ASPD|1CDMG	1LIT|28aVULN|3CDMG|45ASPD|6ERES|7RCR|9SNIFST
302	11322 43355	   	190.02	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1LIT|2aVULN|3CDMG|4DUST|5AART|6LEGI|7ASPD|8RCR|9ZMB
303	12332 43653	   	189.99	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|1DUR	1LIT|2MDPS|38VULN|4CDMG|5MBVNT|6ASPD|7RCR|9AART|aDUR
304	11346 11632	   	189.96	DCR|3VULN|2ASPD|1CDMG	1LIT|28aVULN|3CDMG|45ASPD|6ERES|7RCR|9MSLFST
305	11341 53431	   	189.96	DCR|2VULN|2DMG|1ASPD|1CDMG	17LIT|29VULN|3CDMG|4ASPD|59DMG|6MLV|89AME|9BPWR|aRCR
306	11341 54331	   	189.96	DCR|2VULN|2DMG|1ASPD|1CDMG	1LIT|29VULN|3CDMG|4ASPD|59DMG|68MLV|79CGEN|9BPWR|aRCR
307	11341 55331	   	189.96	DCR|2VULN|2DMG|1ASPD|1CDMG	1LIT|29VULN|3CDMG|4ASPD|59DMG|68MLV|79AME|9BPWR|aRCR
308	31232 46532	   	189.95	DCR|2VULN|2AART|1ASPD|1ZMB	1LWND|27VULN|3DUST|4ZMB|5ASPD|6aAART|8RCR|9RMIN
309	23332 63113	   	189.91	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CGEN|2CDMG|35LHND|4DMG|6RCR|7VULN|89AART|aZMB
310	61423 22215	   	189.89	DCR|3VULN|1ASPD|1DMG|1ZMB	1CANARM|245VULN|3BEXP|6ASPD|7RCR|8ERES|9ZMB|aDMG
311	13662 15221	   	189.88	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1LIT|28RPLT|3VULN|4DUR|5CDMG|6ASPD|7RCR|9AART|aDMG
312	13662 15321	   	189.88	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	18LIT|2RPLT|3VULN|4DUR|5CDMG|6ASPD|7RCR|9AART|aDMG
313	11341 12431	   	189.86	DCR|2VULN|2DMG|1ASPD|1CDMG	16LIT|29VULN|3CDMG|4ASPD|59DMG|7ERES|89AME|9BPWR|aRCR
314	11341 33431	   	189.86	DCR|2VULN|2DMG|1ASPD|1CDMG	17LIT|29VULN|3CDMG|4ASPD|59DMG|6TLV|89AME|9BPWR|aRCR
315	11623 13453	   	189.80	DCR|3VULN|1AART|1DMG|1ZMB	1LIT|27aVULN|3ZMB|4AART|5BELT|6DMG|8AELBLL|9RCR
316	11623 13623	   	189.80	DCR|3VULN|1AART|1DMG|1ZMB	1LIT|27aVULN|3ZMB|4AART|5BELT|6DMG|8LWND|9RCR
317	11341 53631	   	189.76	DCR|2VULN|2DMG|1ASPD|1CDMG	17LIT|29VULN|3CDMG|4ASPD|59DMG|6MLV|89ERES|9BPWR|aRCR
318	11432 42432	   	189.70	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	1LIT|2aVULN|3SPLJET|4DUR|5AART|6RCR|7aLWND|8DMG|9aZMB|aBPWR
319	51231 66222	   	189.69	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1RCVC|23BEXP|4CDMG|5VULN|6RCR|7ASPD|89DMG|aDUR
320	11341 24317	   	189.66	DCR|2VULN|2DMG|1ASPD|1CDMG	1LIT|28VULN|3CDMG|4ASPD|59DMG|6MBVNT|7AME|aRCR
321	11341 33631	   	189.66	DCR|2VULN|2DMG|1ASPD|1CDMG	17LIT|29VULN|3CDMG|4ASPD|59DMG|6TLV|89ERES|9BPWR|aRCR
322	32125 53512	   	189.63	DCR|2AART|1VULN|1DMG|1ASPD|1ZMB	1LWND|2ERES|3ZMB|4AME|5aAART|6DMG|7VULN|8RCR|9ASPD
323	32135 53512	   	189.63	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB	1LWND|2ERES|3ZMB|4CGEN|5aAART|6DMG|7VULN|8RCR|9ASPD
324	11343 21116	   	189.58	DCR|2DMG|1VULN|2CDMG|1ASPD|1AAC	1LIT|2VULN|36CDMG|4ASPD|5CGEN|7RCR|89DMG|aAAC
