0	Index      	 *	Score 	Summary	Detail	
1	26522 13511	 * 	208.27	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	1LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8aVULN|9BEXP
161	26522 13314	   	184.92	DCR|2AART|1MDPS|1ASPD|1DMG|1CDMG|1DUR	1LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8ASPD|9MDPS|aFEWX
162	26522 13316	   	184.92	DCR|2AART|1MDPS|1ASPD|1DMG|1CDMG|1DUR	1LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8ASPD|9MDPS|aBELT
163	26522 13351	   	184.89	DCR|2AART|2ASPD|1DMG|1CDMG|1AAC|1DUR	1LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8aASPD|9AAC
164	11462 16322	   	184.66	DCR|1SPLARM|2VULN|1AART|1CDMG|1DUR	1LWND|2SPLARM|35CGEN|4CDMG|69VULN|7RCR|8AART|aDUR
165	21151 22235	   	184.64	DCR|2VULN|1AART|1DMG|1AAC|1ZMB|1DUR	1LIT|2ZMB|36VULN|4AAC|5RCVC|7DMG|8RCR|9AART|aDUR
166	21151 23235	   	184.64	DCR|2VULN|1AART|1ASPD|1AAC|1ZMB|1DUR	1LIT|2ZMB|36VULN|4AAC|5RCVC|7ASPD|8RCR|9AART|aDUR
167	21151 23252	   	184.60	DCR|3VULN|2ASPD|1AAC|1ZMB	1LIT|2ZMB|36aVULN|4AAC|5RCVC|79ASPD|8RCR
168	33243 52228	   	184.58	DCR|4VULN|2DUR|2ZMB	1LEGI|247aVULN|3FEWX|5aZMB|6RCR|8aDUR|9MBVNT|aBPWR
169	11166 16322	   	184.56	DCR|1SPLARM|2VULN|1AART|1CDMG|1DUR	15LWND|2SPLARM|3ERES|4CDMG|69VULN|7RCR|8AART|aDUR
170	32262 62844	   	184.50	DCR|2VULN|1AART|1DMG|2DUR	1LEGI|28CGEN|3RCVC|48DUR|5MBVNT|6RCR|78VULN|8BPWR|9AART|aDMG
171	11116 16322	   	184.46	DCR|1SPLARM|2VULN|1AART|1CDMG|1DUR	1LWND|2SPLARM|34ERES|5CDMG|69VULN|7RCR|8AART|aDUR
172	26522 13321	   	184.42	DCR|2AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	19LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8ASPD|aAAC
173	26522 13333	   	184.42	DCR|2AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8ASPD|9MLV|aAAC
174	21143 53253	   	184.38	DCR|2VULN|2ASPD|1DMG|1AAC|1ZMB	14LIT|2ZMB|35VULN|6AAC|79ASPD|8RCR|aDMG
175	26522 13251	   	184.32	DCR|2AART|1ASPD|1DMG|1NUKE|1CDMG|1AAC|1DUR	1LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8NUKE|9AAC|aASPD
176	26522 13352	   	184.32	DCR|2AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8ASPD|9AAC|aAME
177	26522 13322	   	184.17	DCR|2AART|1ASPD|1DMG|1CDMG|1DUR	19LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8ASPD|aAME
178	26522 13324	   	184.17	DCR|2AART|1ASPD|1DMG|1CDMG|1DUR	19LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8ASPD|aLWND
179	26522 13332	   	184.17	DCR|2AART|1ASPD|1DMG|1CDMG|1DUR	1LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8ASPD|9MLV|aAME
180	26522 13334	   	184.17	DCR|2AART|1ASPD|1DMG|1CDMG|1DUR	1LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8ASPD|9MLV|aLWND
181	26522 13336	   	184.17	DCR|2AART|1ASPD|1DMG|1CDMG|1DUR	1LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8ASPD|9MLV|aBEXP
182	26522 13343	   	184.17	DCR|2AART|1ASPD|1DMG|1CDMG|1DUR	1LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8ASPD|9SNIFST|aLHND
183	26522 13431	   	184.17	DCR|2AART|1ASPD|1DMG|1CDMG|1DUR	1LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8CGEN|9MLV|aASPD
184	22522 13335	   	184.17	DCR|2AART|1ASPD|1DMG|1CDMG|1DUR	1LIT|2LHND|34AART|5CDMG|6RCR|7DMG|8ASPD|9MLV|aDUR
185	22522 13344	   	184.17	DCR|2AART|1ASPD|1DMG|1CDMG|1DUR	1LIT|2LHND|34AART|5CDMG|6RCR|7DMG|8ASPD|9SNIFST|aDUR
186	32142 62844	   	184.07	DCR|2VULN|1AART|1DMG|2DUR	1LEGI|28CGEN|38DUR|4RCVC|5MBVNT|6RCR|78VULN|8BPWR|9AART|aDMG
187	26522 13231	   	184.07	DCR|2AART|1ASPD|1DMG|1NUKE|1CDMG|1DUR	1LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8NUKE|9MLV|aASPD
188	26522 13325	   	184.07	DCR|2AART|1ASPD|1DMG|1CDMG|1DUR	19LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8ASPD|aTLV
189	26522 13326	   	184.07	DCR|2AART|1ASPD|1DMG|1CDMG|1DUR	19LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8ASPD|aDLOT
190	26522 13341	   	184.07	DCR|2AART|1ASPD|1DMG|1CDMG|1DUR	1LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8ASPD|9SNIFST|aERES
191	26522 13342	   	184.07	DCR|2AART|1ASPD|1DMG|1CDMG|1DUR	1LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8ASPD|9SNIFST|aDUST
192	26522 13211	   	183.97	DCR|2AART|1MDPS|1DMG|1NUKE|1CDMG|1DUR	1LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8NUKE|9MDPS|aRPLT
193	26522 13214	   	183.97	DCR|2AART|1MDPS|1DMG|1NUKE|1CDMG|1DUR	1LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8NUKE|9MDPS|aFEWX
194	26522 13216	   	183.97	DCR|2AART|1MDPS|1DMG|1NUKE|1CDMG|1DUR	1LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8NUKE|9MDPS|aBELT
195	26522 13221	   	183.97	DCR|2AART|1DMG|1NUKE|1CDMG|1AAC|1DUR	19LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8NUKE|aAAC
196	26522 13222	   	183.97	DCR|2AART|1DMG|1NUKE|1CDMG|1DUR	19LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8NUKE|aAME
197	26522 13223	   	183.97	DCR|2AART|1MDPS|1DMG|1NUKE|1CDMG|1DUR	19LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8NUKE|aMDPS
198	26522 13224	   	183.97	DCR|2AART|1DMG|1NUKE|1CDMG|1DUR	19LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8NUKE|aLWND
199	26522 13225	   	183.97	DCR|2AART|1DMG|1NUKE|1CDMG|1DUR	19LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8NUKE|aTLV
200	26522 13226	   	183.97	DCR|2AART|1DMG|1NUKE|1CDMG|1DUR	19LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8NUKE|aDLOT
201	26522 13232	   	183.97	DCR|2AART|1DMG|1NUKE|1CDMG|1DUR	1LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8NUKE|9MLV|aRMIN
202	26522 13233	   	183.97	DCR|2AART|1DMG|1NUKE|1CDMG|2DUR	1LIT|2aDUR|34AART|5CDMG|6RCR|7DMG|8NUKE|9MLV
203	26522 13234	   	183.97	DCR|2AART|1DMG|1NUKE|1CDMG|1DUR	1LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8NUKE|9MLV|aLWND
204	26522 13236	   	183.97	DCR|2AART|1DMG|1NUKE|1CDMG|1DUR	1LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8NUKE|9MLV|aBEXP
205	26522 13241	   	183.97	DCR|2AART|1DMG|1NUKE|1CDMG|1DUR	1LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8NUKE|9SNIFST|aERES
206	26522 13242	   	183.97	DCR|2AART|1DMG|1NUKE|1CDMG|1DUR	1LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8NUKE|9SNIFST|aDUST
207	26522 13243	   	183.97	DCR|2AART|1DMG|1NUKE|1CDMG|1DUR	1LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8NUKE|9SNIFST|aLHND
208	26522 13252	   	183.97	DCR|2AART|1DMG|1NUKE|1CDMG|1AAC|1DUR	1LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8NUKE|9AAC|aRMIN
209	26522 13253	   	183.97	DCR|2AART|1DMG|1NUKE|1CDMG|2DUR|1AAC	1LIT|2aDUR|34AART|5CDMG|6RCR|7DMG|8NUKE|9AAC
210	26522 13261	   	183.97	DCR|2AART|1DMG|1NUKE|1CDMG|1DUR|2MSE	1LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8NUKE|9aMSE
211	26522 13262	   	183.97	DCR|2AART|1DMG|1NUKE|1CDMG|1DUR|1MSE	1LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8NUKE|9MSE|aMBVNT
212	26522 13263	   	183.97	DCR|2AART|1DMG|1NUKE|1CDMG|1DUR|1MSE	1LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8NUKE|9MSE|aBELT
213	26522 13361	   	183.97	DCR|2AART|1ASPD|1DMG|1CDMG|1DUR|2MSE	1LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8ASPD|9aMSE
214	26522 13362	   	183.97	DCR|2AART|1ASPD|1DMG|1CDMG|1DUR|1MSE	1LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8ASPD|9MSE|aMBVNT
215	26522 13363	   	183.97	DCR|2AART|1ASPD|1DMG|1CDMG|1DUR|1MSE	1LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8ASPD|9MSE|aBELT
216	33243 52242	   	183.95	DCR|3VULN|1AART|1ZMB|1DUR	1LEGI|247VULN|3FEWX|5ZMB|6RCR|8DUR|9CGEN|aAART
217	33243 52262	   	183.95	DCR|3VULN|1AART|1ZMB|1DUR	1LEGI|247VULN|3FEWX|5ZMB|6RCR|8DUR|9MLV|aAART
218	44232 13531	   	183.89	DCR|2VULN|1AART|1DMG|1CDMG	12BEXP|2BPWR|3AART|4LIT|5CDMG|6RCR|7DMG|8aVULN|9LHND
219	44232 15312	   	183.89	DCR|2VULN|1AART|1ASPD|1CDMG	12BEXP|2BPWR|3AART|4LIT|5CDMG|6RCR|7RPLT|8aVULN|9ASPD
220	21374 71262	   	183.81	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2ZMB|3MBVNT|46AART|5VULN|7CDMG|8DMG|9RCR|aMLV
221	21374 71264	   	183.81	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2ZMB|3MBVNT|46AART|5VULN|7CDMG|8DMG|9RCR|aLWND
222	21152 15212	   	183.79	DCR|3VULN|1AART|1CDMG|1AAC|1ZMB	1LIT|2ZMB|359VULN|4AAC|6MSLREG|7AART|8CDMG|aRCR
223	21143 52242	   	183.77	DCR|4VULN|1DMG|1AAC|1ZMB	14LIT|2ZMB|359aVULN|6AAC|7DMG|8RCR
224	21143 53242	   	183.77	DCR|4VULN|1ASPD|1AAC|1ZMB	14LIT|2ZMB|359aVULN|6AAC|7ASPD|8RCR
225	21152 22212	   	183.77	DCR|4VULN|1DMG|1AAC|1ZMB	19LIT|2ZMB|356aVULN|4AAC|7DMG|8RCR
226	21152 22241	   	183.77	DCR|4VULN|1DMG|1AAC|1ZMB	1aLIT|2ZMB|3569VULN|4AAC|7DMG|8RCR
227	21152 22245	   	183.77	DCR|4VULN|1DMG|1AAC|1ZMB	1LIT|2ZMB|3569VULN|4AAC|7DMG|8RCR|aBELT
228	21152 22246	   	183.77	DCR|4VULN|1DMG|1AAC|1ZMB	1LIT|2ZMB|3569VULN|4AAC|7DMG|8RCR|aCGEN
229	21152 23212	   	183.77	DCR|4VULN|1ASPD|1AAC|1ZMB	19LIT|2ZMB|356aVULN|4AAC|7ASPD|8RCR
230	21152 23241	   	183.77	DCR|4VULN|1ASPD|1AAC|1ZMB	1aLIT|2ZMB|3569VULN|4AAC|7ASPD|8RCR
231	21152 23245	   	183.77	DCR|4VULN|1ASPD|1AAC|1ZMB	1LIT|2ZMB|3569VULN|4AAC|7ASPD|8RCR|aBELT
232	21152 23246	   	183.77	DCR|4VULN|1ASPD|1AAC|1ZMB	1LIT|2ZMB|3569VULN|4AAC|7ASPD|8RCR|aCGEN
233	21374 71261	   	183.71	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1MSE	1LIT|2ZMB|3MBVNT|46AART|5VULN|7CDMG|8DMG|9RCR|aMSE
234	21374 71263	   	183.71	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2ZMB|3MBVNT|46AART|5VULN|7CDMG|8DMG|9RCR|aBASFIG
235	12313 12513	   	183.69	DCR|2VULN|2ASPD|1DMG|2ZMB	1LWND|29ZMB|38VULN|4CGEN|5DMG|67ASPD|aRCR
236	13353 12513	   	183.69	DCR|2VULN|2ASPD|1DMG|2ZMB	1LWND|2CGEN|38VULN|49ZMB|5DMG|67ASPD|aRCR
237	62313 12513	   	183.69	DCR|2VULN|2ASPD|1DMG|2ZMB	1LHND|29ZMB|38VULN|4CGEN|5DMG|67ASPD|aRCR
238	63353 12513	   	183.69	DCR|2VULN|2ASPD|1DMG|2ZMB	1LHND|2CGEN|38VULN|49ZMB|5DMG|67ASPD|aRCR
239	12322 66215	   	183.61	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1LWND|2ZMB|3VULN|4CDMG|5ERES|6ASPD|7aDMG|8RCR|9DMSP
240	33242 21352	   	183.60	DCR|2VULN|1AART|1ASPD|1DMG	1LEGI|24VULN|3FEWX|5LIT|6DMG|7ASPD|8RCR|9BEXP|aAART
241	32353 12513	   	183.59	DCR|2VULN|2ASPD|1DMG|2ZMB	1LEGI|2CGEN|38VULN|49ZMB|5DMG|67ASPD|aRCR
242	31244 62333	   	183.59	DCR|2VULN|1AART|1ASPD|1CDMG	1LEGI|2BASFIG|3FEWX|4CDMG|5AART|6RCR|7DUST|8aVULN|9ASPD
243	12231 62434	 * 	183.59	DCR|3VULN|1ASPD|1CDMG|1ZMB	1LWND|2ZMB|3RCVC|478VULN|5ASPD|6CDMG|9MLV|aRCR
244	42613 52223	   	183.55	DCR|3VULN|1DMG|2ZMB|1DUR	1BEXP|29ZMB|37aVULN|4CGEN|5DMG|6RCR|8DUR
245	42613 53123	   	183.55	DCR|3VULN|1DMG|2ZMB|1DUR	1BEXP|29ZMB|38aVULN|4CGEN|5DMG|6RCR|7DUR
246	43353 52223	   	183.55	DCR|3VULN|1DMG|2ZMB|1DUR	1BEXP|2CGEN|37aVULN|49ZMB|5DMG|6RCR|8DUR
247	43353 53123	   	183.55	DCR|3VULN|1DMG|2ZMB|1DUR	1BEXP|2CGEN|38aVULN|49ZMB|5DMG|6RCR|7DUR
248	23635 35221	   	183.50	DCR|2DMG|2ASPD|1VULN|1CDMG	1LIT|24ERES|34DMG|4BPWR|5CDMG|67ASPD|8VULN|9LHND|aRCR
249	12231 62424	   	183.49	DCR|3VULN|1ASPD|1CDMG|1ZMB	1LWND|2ZMB|3RCVC|478VULN|5ASPD|6CDMG|9ERES|aRCR
250	33363 51413	   	183.30	DCR|3VULN|1DMG|1ZMB|1DUR|1SELL	1LEGI|289VULN|3RCVC|4DUR|5ZMB|6RCR|7SELL|aDMG
251	21143 52236	   	183.23	DCR|2VULN|1MDPS|1AART|1DMG|1AAC|1ZMB	14LIT|2ZMB|35VULN|6AAC|7DMG|8RCR|9AART|aMDPS
252	21143 53236	   	183.23	DCR|2VULN|1MDPS|1AART|1ASPD|1AAC|1ZMB	14LIT|2ZMB|35VULN|6AAC|7ASPD|8RCR|9AART|aMDPS
253	26522 12311	   	183.18	DCR|2AART|1VULN|2CDMG|1ASPD|1AAC|1DUR	1LIT|2DUR|34AART|57CDMG|6RCR|8VULN|9AAC|aASPD
254	33554 12131	 * 	183.16	DCR|2VULN|2DMG|2CDMG	1LEGI|2aVULN|3CANSTR|4aDMG|5LIT|6RCVC|7FEWX|8RCR|9aCDMG|aBPWR
255	21133 26414	   	183.14	DCR|2VULN|2DMG|2DUR|1ZMB	1aLIT|2ZMB|3aVULN|49DUR|5CGEN|6aDMG|7RCVC|8RCR|aBPWR
256	33216 56212	   	183.13	DCR|2VULN|2DMG|1AART	1LEGI|26VULN|3FEWX|48DMG|5RMIN|7RCR|9LWND|aAART
257	33211 26233	   	183.02	DCR|2VULN|2DMG|1ASPD	1LEGI|2aVULN|3FEWX|48DMG|5CGEN|6RCR|7RCVC|9ASPD
258	11241 21634	 * 	182.99	DCR|2SPLARM|2DMG|1AART|1VULN|1CDMG	1LWND|26SPLARM|3FEWX|4CDMG|56DMG|6BPWR|7AART|8VULN|9ERES|aRCR
259	11341 21634	   	182.89	DCR|2SPLARM|2DMG|1AART|1VULN|1CDMG	1LWND|26SPLARM|3DUST|4CDMG|56DMG|6BPWR|7AART|8VULN|9ERES|aRCR
260	23635 36231	   	182.83	DCR|2DMG|1VULN|1ASPD|1CDMG|2DUR	1LIT|24ERES|34DMG|4BPWR|5CDMG|6ASPD|79DUR|8VULN|aRCR
261	33123 42342	   	182.80	DCR|2VULN|1AART|2CDMG|2DUR|1AAC	1LEGI|2aVULN|3AAC|4aCDMG|5CGEN|6AART|7RCR|8SNIFST|9aDUR|aBPWR
262	33124 42342	   	182.80	DCR|2VULN|1AART|2CDMG|1AAC|2DUR	1LEGI|2aVULN|3AAC|4aCDMG|5MLV|6AART|7RCR|8SNIFST|9aDUR|aBPWR
263	12113 52125	 * 	182.56	DCR|2VULN|1DMG|1NUKE|1ZMB|1DUR	1LWND|2ZMB|3DUR|4CGEN|5DMG|6RCR|78VULN|9RPLT|aNUKE
264	13153 52125	   	182.56	DCR|2VULN|1DMG|1NUKE|1ZMB|1DUR	1LWND|2CGEN|3DUR|4ZMB|5DMG|6RCR|78VULN|9RPLT|aNUKE
265	62113 52125	   	182.56	DCR|2VULN|1DMG|1NUKE|1ZMB|1DUR	1LHND|2ZMB|3DUR|4CGEN|5DMG|6RCR|78VULN|9RPLT|aNUKE
266	11251 15141	 * 	182.49	DCR|1SPLARM|2DMG|1VULN|1ASPD|1CDMG	1LWND|2SPLARM|3FEWX|49DMG|5ASPD|6DUST|7RCR|8VULN|aCDMG
267	32153 52125	   	182.46	DCR|2VULN|1DMG|1NUKE|1ZMB|1DUR	1LEGI|2CGEN|3DUR|4ZMB|5DMG|6RCR|78VULN|9RPLT|aNUKE
268	26522 13621	   	182.45	DCR|2AART|2DMG|1CDMG|1DUR	1LIT|2DUR|34AART|5CDMG|6RCR|78DMG|9RCVC|aLHND
269	22522 13623	   	182.45	DCR|2AART|2DMG|1CDMG|1DUR	1LIT|2LHND|34AART|5CDMG|6RCR|78DMG|9RCVC|aDUR
270	21623 15311	   	182.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1LIT|2ZMB|3DMG|4MLV|57VULN|6ERES|8CDMG|9ASPD|aRCR
271	21625 22311	   	182.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1LIT|2ZMB|3DMG|4MLV|5TLV|67VULN|8CDMG|9ASPD|aRCR
272	62313 12353	   	182.38	DCR|2VULN|2ASPD|1DMG|1AAC|1ZMB	1LHND|2ZMB|3aVULN|4CGEN|5DMG|67ASPD|8AAC|9RCR
273	63353 12353	   	182.38	DCR|2VULN|2ASPD|1DMG|1AAC|1ZMB	1LHND|2CGEN|3aVULN|4ZMB|5DMG|67ASPD|8AAC|9RCR
274	26562 13331	   	182.32	DCR|2ASPD|1AART|1DMG|1CDMG|1DUR	1LIT|2DUR|3AART|4AELBLL|5CDMG|6RCR|7DMG|8aASPD|9MLV
275	21143 52235	   	182.18	DCR|2VULN|1AART|1DMG|1AAC|1ZMB|1DUR	14LIT|2ZMB|35VULN|6AAC|7DMG|8RCR|9AART|aDUR
276	21143 53235	   	182.18	DCR|2VULN|1AART|1ASPD|1AAC|1ZMB|1DUR	14LIT|2ZMB|35VULN|6AAC|7ASPD|8RCR|9AART|aDUR
277	42613 53231	   	182.15	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2ZMB|3VULN|4CGEN|5DMG|6RCR|7DUR|8AART|9FEWX|aCDMG
278	43353 53231	   	182.15	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2CGEN|3VULN|4ZMB|5DMG|6RCR|7DUR|8AART|9FEWX|aCDMG
279	21143 53252	   	182.15	DCR|3VULN|2ASPD|1AAC|1ZMB	14LIT|2ZMB|35aVULN|6AAC|79ASPD|8RCR
280	21152 23251	   	182.15	DCR|3VULN|2ASPD|1AAC|1ZMB	1aLIT|2ZMB|356VULN|4AAC|79ASPD|8RCR
281	21152 23255	   	182.15	DCR|3VULN|2ASPD|1AAC|1ZMB	1LIT|2ZMB|356VULN|4AAC|79ASPD|8RCR|aBELT
282	21152 23256	   	182.15	DCR|3VULN|2ASPD|1AAC|1ZMB	1LIT|2ZMB|356VULN|4AAC|79ASPD|8RCR|aCGEN
283	33263 32366	   	182.15	DCR|3VULN|2ASPD|1ZMB	1LEGI|27aVULN|3FEWX|46ASPD|5LWND|8RCR|9ZMB
284	21374 71643	   	182.13	DCR|2VULN|2AART|1CDMG|1ZMB	1LIT|2ZMB|3MBVNT|46AART|58VULN|7CDMG|9RMIN|aRCR
285	22521 21333	   	182.09	DCR|2AART|2ASPD|1DMG|1CDMG	1LIT|2LHND|34AART|5FEWX|6DMG|7CDMG|89ASPD|aRCR
286	22521 63333	   	182.09	DCR|2AART|2ASPD|1DMG|1CDMG	1LIT|2LHND|34AART|5FEWX|6CDMG|7DMG|89ASPD|aRCR
287	22522 53333	   	182.09	DCR|2AART|2ASPD|1DMG|1CDMG	1LIT|2LHND|34AART|5CDMG|6LWND|79ASPD|8DMG|aRCR
288	25522 63333	   	182.09	DCR|2AART|2ASPD|1DMG|1CDMG	1LIT|2FEWX|34AART|5LWND|6CDMG|79ASPD|8DMG|aRCR
289	21152 23226	   	182.05	DCR|3VULN|2ASPD|1AAC|1ZMB	1LIT|2ZMB|356VULN|4AAC|7aASPD|8RCR|9ERES
290	22522 23333	   	181.99	DCR|2AART|2ASPD|1DMG|1CDMG	1LIT|2LHND|34AART|5CDMG|6DUST|7DMG|89ASPD|aRCR
291	21623 31353	   	181.96	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1LIT|2ZMB|3DMG|4MLV|5VULN|6DUR|7ASPD|8RCR|9BEXP|aAART
292	42621 21621	 * 	181.96	DCR|2ASPD|1AART|1VULN|1CDMG|1ZMB	1BEXP|2ZMB|3VULN|4CDMG|5DUST|68ASPD|7LIT|9RCR|aAART
293	33543 24232	   	181.93	DCR|2VULN|2AART|1CDMG|1ZMB	1LEGI|29VULN|3CANSTR|4CDMG|57AART|6ERES|8ZMB|aRCR
294	21133 21363	   	181.86	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1LIT|2ZMB|3VULN|4DUR|5CGEN|6DMG|7ASPD|8RCR|9DUST|aAART
295	21663 31363	   	181.86	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1LIT|2ZMB|3DMG|4CGEN|5VULN|6DUR|7ASPD|8RCR|9DUST|aAART
296	26362 21353	   	181.86	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1LIT|2DUR|3ZMB|4ERES|5VULN|6DMG|7ASPD|8RCR|9BEXP|aAART
297	21374 71843	   	181.81	DCR|2AART|1VULN|1ASPD|1CDMG|1ZMB	1LIT|2ZMB|3MBVNT|46AART|5VULN|7CDMG|8ASPD|9RMIN|aRCR
298	26522 12513	   	181.77	DCR|2AART|2CDMG|1DMG|1ZMB|1DUR	1LIT|2DUR|34AART|57CDMG|6RCR|8ERES|9DMG|aZMB
299	11146 16321	   	181.71	DCR|2SPLARM|2VULN|1AART|1CDMG	1LWND|24SPLARM|34ERES|4BPWR|5CDMG|69VULN|7RCR|8AART|aAME
300	11146 16323	   	181.71	DCR|2SPLARM|2VULN|1AART|1CDMG	1aLWND|24SPLARM|34ERES|4BPWR|5CDMG|69VULN|7RCR|8AART
301	26522 13632	   	181.60	DCR|2AART|2DMG|1CDMG|1DUR	1LIT|2DUR|34AART|5CDMG|6RCR|78DMG|9MBVNT|aRMIN
302	26522 13634	   	181.60	DCR|2AART|2DMG|1CDMG|1DUR	1aLIT|2DUR|34AART|5CDMG|6RCR|78DMG|9MBVNT
303	22522 13633	   	181.60	DCR|2AART|2DMG|1CDMG|1DUR	1LIT|2LHND|34AART|5CDMG|6RCR|78DMG|9MBVNT|aDUR
304	22522 13653	   	181.60	DCR|2AART|2DMG|1CDMG|1DUR	1LIT|2LHND|34AART|5CDMG|6RCR|78DMG|9DUST|aDUR
305	21373 21751	   	181.51	DCR|2DMG|1AART|1ASPD|1CDMG|1AAC|1ZMB	1LIT|2ZMB|3MBVNT|4AART|5AAC|68DMG|7CDMG|9RCR|aASPD
306	33215 56233	   	181.41	DCR|2VULN|2DMG|1ASPD	1LEGI|2aVULN|35FEWX|48DMG|6RCR|7AME|9ASPD
307	33123 42323	   	181.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1LEGI|2VULN|3AAC|4CDMG|5CGEN|6AART|7RCR|8SNIFST|9DMG|aASPD
308	33124 42323	   	181.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1LEGI|2VULN|3AAC|4CDMG|5MLV|6AART|7RCR|8SNIFST|9DMG|aASPD
309	33212 23233	   	181.31	DCR|2VULN|2DMG|1ASPD	1LEGI|2aVULN|37FEWX|48DMG|5ERES|6RCR|9ASPD
310	21615 22121	   	181.29	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1LIT|2ZMB|3DMG|4DUST|5CDMG|67DUR|8VULN|9RCR|aAART
311	63112 62844	   	181.29	DCR|2VULN|1AART|1DMG|2DUR	18LHND|24CGEN|38DUR|5MBVNT|6RCR|78VULN|8BPWR|9AART|aDMG
312	63132 62844	   	181.29	DCR|2VULN|1AART|1DMG|2DUR	148LHND|2CGEN|38DUR|5MBVNT|6RCR|78VULN|8BPWR|9AART|aDMG
313	33122 42323	   	181.27	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1LEGI|2VULN|3AAC|4CDMG|5ERES|6AART|7RCR|8SNIFST|9DMG|aASPD
314	33212 22233	   	181.21	DCR|2VULN|2DMG|1ASPD	1LEGI|2aVULN|3FEWX|48DMG|57ERES|6RCR|9ASPD
315	22522 15315	   	181.20	DCR|2AART|1VULN|1ASPD|1CDMG|1AAC	1LIT|2LHND|34AART|5CDMG|6RCR|7RPLT|8VULN|9ASPD|aAAC
316	32112 62844	   	181.19	DCR|2VULN|1AART|1DMG|2DUR	1LEGI|248CGEN|38DUR|5MBVNT|6RCR|78VULN|8BPWR|9AART|aDMG
317	12113 52113	   	181.08	DCR|3VULN|1DMG|1ZMB|1DUR	1LWND|2ZMB|3DUR|4CGEN|5DMG|6RCR|78aVULN|9RCVC
318	12463 52113	   	181.08	DCR|3VULN|1DMG|1ZMB|1DUR	1LWND|2ZMB|3CGEN|4DUR|5DMG|6RCR|78aVULN|9RCVC
