0	Index      	 *	Score 	Summary	Detail	
1	43123 31332	 * 	211.61	ACR|3VULN|3DMG|1ASPD|3DUR	1RCR|278DUR|3LEGI|4LHND|578VULN|678DMG|78BPWR|9FEWX|aASPD
159	41641 23132	 * 	185.71	ACR|4VULN|2ASPD|1CDMG	1RCR|27ERES|37ASPD|4DMSP|5679VULN|7BPWR|8CGEN|aCDMG
160	13624 12233	   	185.63	DCR|2AART|1VULN|1ASPD|1DMG|1AAC|1ZMB	1AAC|2FEWX|3ASPD|4DMG|57AART|6BELT|8VULN|9ZMB|aRCR
161	11523 25331	   	185.62	DCR|2VULN|2DMG|1ASPD|1AAC|1DUR	1AAC|2ASPD|3DUR|4aDMG|57VULN|6LHND|8RCR|9TLV
162	11523 25361	   	185.62	DCR|2VULN|2DMG|1ASPD|1AAC|1DUR	1AAC|2ASPD|3DUR|4aDMG|57VULN|6LHND|8RCR|9ERES
163	11523 55331	   	185.62	DCR|2VULN|2DMG|1ASPD|1AAC|1DUR	1AAC|2ASPD|3DUR|4aDMG|57VULN|6LWND|8RCR|9TLV
164	41631 23212	 * 	185.60	ACR|3VULN|2ASPD|1AART|1DUR	1RCR|247ERES|37ASPD|567VULN|7BPWR|8DUR|9LWND|aAART
165	41631 23232	   	185.60	ACR|3VULN|2ASPD|1AART|1DUR	1RCR|247ERES|37ASPD|567VULN|7BPWR|8DUR|9BEXP|aAART
166	11624 12233	   	185.53	DCR|2AART|1VULN|1ASPD|1DMG|1AAC|1ZMB	1AAC|2ASPD|3DUST|4DMG|57AART|6BELT|8VULN|9ZMB|aRCR
167	41631 23242	   	185.50	ACR|3VULN|2ASPD|1AART|1DUR	1RCR|247ERES|37ASPD|567VULN|7BPWR|8DUR|9DUST|aAART
168	44123 31613	   	185.30	ACR|3DMG|2VULN|1MDPS|1ASPD|1ZMB	1RCR|27LWND|3DMSP|478DMG|5MDPS|67VULN|7BPWR|9ASPD|aZMB
169	46223 31613	   	185.10	ACR|3DMG|2VULN|1MDPS|1ASPD|1ZMB	1RCR|27TLV|3MDPS|4RMIN|57VULN|678DMG|7BPWR|9ASPD|aZMB
170	41631 23353	   	185.08	ACR|3VULN|3ASPD|1ZMB|1DUR	1RCR|247ERES|378ASPD|567VULN|7BPWR|9DUR|aZMB
171	11524 12513	 * 	185.01	DCR|2DMG|1AART|1VULN|1ASPD|1AAC|1DUR	1AAC|2ASPD|3DUR|49DMG|5AART|6FEWX|7ERES|8VULN|aRCR
172	32623 13213	   	185.01	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1TLV|2DUST|3ASPD|49DMG|5VULN|6AART|7RMIN|8DUR|aRCR
173	32623 14213	   	184.91	DCR|2DMG|1VULN|1AART|1ASPD|1AAC|1DUR	1TLV|2DUST|3ASPD|49DMG|5VULN|6AART|7AAC|8DUR|aRCR
174	11523 25336	 * 	184.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1AAC|2ASPD|3DUR|4DMG|57VULN|6LHND|8RCR|9TLV|aCDMG
175	42511 34233	   	184.21	ACR|3VULN|2ASPD|1DMG|1ZMB	1RCR|28LIT|38ASPD|4RPLT|5FEWX|6DMG|789VULN|8BPWR|aZMB
176	22262 15322	   	184.13	ACR|2VULN|2ASPD|1AART|1NUKE|1DUR	18LHND|2RMIN|3RCR|48ASPD|5DUR|6CGEN|78VULN|8BPWR|9AART|aNUKE
177	42513 34233	   	184.11	ACR|3VULN|2ASPD|1DMG|1ZMB	1RCR|28LIT|38ASPD|4RPLT|5DUST|6DMG|789VULN|8BPWR|aZMB
178	22261 55322	   	184.03	ACR|2VULN|2ASPD|1AART|1NUKE|1DUR	18LHND|2RMIN|3RCR|48ASPD|5ERES|6DUR|78VULN|8BPWR|9AART|aNUKE
179	22262 35322	   	184.03	ACR|2VULN|2ASPD|1AART|1NUKE|1DUR	18LHND|2RMIN|3RCR|48ASPD|5DUR|6TLV|78VULN|8BPWR|9AART|aNUKE
180	14223 22536	   	184.02	DCR|3VULN|2ASPD|1AAC|1DUR	1AAC|2TSLARM|3DUR|47ASPD|59aVULN|6RCR|8AME
181	43622 11134	   	184.01	ACR|2VULN|1AART|1ASPD|1DMG|3DUR	1RCR|235DUR|4DMG|68VULN|7ASPD|9AART|aCGEN
182	43622 11135	   	184.01	ACR|2VULN|1AART|1ASPD|1DMG|3DUR	1RCR|235DUR|4DMG|68VULN|7ASPD|9AART|aMLV
183	42532 52333	 * 	183.99	ACR|2DMG|2ASPD|3CDMG|1VULN	1RCR|27LIT|38ASPD|47DMG|5RCVC|679CDMG|7BPWR|aVULN
184	14211 66314	 * 	183.95	DCR|3VULN|1DMG|1CDMG|1AAC|1DUR	1AAC|2TSLARM|3DUR|48aVULN|5MBVNT|6CDMG|7RCR|9DMG
185	14223 22663	   	183.92	DCR|3VULN|2ASPD|1AAC|1DUR	1AAC|2TSLARM|3DUR|47ASPD|59aVULN|6RCR|8DUST
186	43622 11131	   	183.91	ACR|2VULN|1AART|1ASPD|1DMG|3DUR	1RCR|235DUR|4DMG|68VULN|7ASPD|9AART|aDUST
187	43622 11136	   	183.91	ACR|2VULN|1AART|1ASPD|1DMG|3DUR	1RCR|235DUR|4DMG|68VULN|7ASPD|9AART|aERES
188	43623 51131	   	183.91	ACR|2VULN|1AART|1ASPD|1DMG|3DUR	1RCR|236DUR|4DMG|58VULN|7ASPD|9AART|aDUST
189	13453 43311	   	183.81	DCR|2VULN|1ASPD|1DMG|2DUR|1AAC|1ZMB	1AAC|2FEWX|35DUR|45VULN|5BPWR|6ZMB|7ASPD|8RCR|9MLV|aDMG
190	14623 23532	   	183.79	DCR|2VULN|1ASPD|1DMG|1NUKE|1AAC	1AAC|2TSLARM|3BEXP|4ASPD|59VULN|6RCR|7DMG|8RCVC|aNUKE
191	11324 33351	 * 	183.76	DCR|2AART|2ASPD|1VULN|1AAC|1DUR	1AAC|28ASPD|36CGEN|4DUR|5aAART|7RCR|9VULN
192	41631 23152	 * 	183.62	ACR|5VULN|2ASPD	1RCR|247ERES|37ASPD|5679aVULN|7BPWR|8RPLT
193	14421 23432	   	183.59	DCR|2VULN|1ASPD|1DMG|1NUKE|1AAC	1AAC|2TSLARM|3ASPD|49VULN|58DUST|6RCR|7DMG|aNUKE
194	23362 32346	 * 	183.58	DCR|1VULN|1AART|2CDMG|1ASPD|1ZMB|1DUR	12LHND|2BPWR|3ZMB|4ASPD|56CDMG|7DUR|8VULN|9RCR|aAART
195	11253 23642	   	183.54	DCR|2VULN|1ASPD|1DMG|1NUKE|1AAC|1SELL	1AAC|2ASPD|3LHND|4BASFIG|59VULN|6RCR|7DMG|8SELL|aNUKE
196	31552 14213	   	183.42	DCR|2VULN|1AART|1ASPD|2DUR|1ZMB	1TLV|2FEWX|34VULN|58DUR|6AART|7ZMB|9ASPD|aRCR
197	11534 21253	   	183.40	DCR|2AART|1VULN|1ASPD|1DMG|1AAC|1DUR	1AAC|2ASPD|3DUR|4ERES|57AART|6TLV|8DMG|9VULN|aRCR
198	14221 23516	   	183.35	DCR|2DMG|2ASPD|1VULN|1AAC|1DUR	1AAC|2TSLARM|3DUR|49ASPD|5DUST|6RCR|78DMG|aVULN
199	24235 22116	 * 	183.30	DCR|2DMG|1VULN|1AART|1CDMG|1DUR	1LHND|2DUR|3BASFIG|4CDMG|5LIT|68DMG|7AART|9RCR|aVULN
200	45513 31321	   	183.27	ACR|3VULN|3DMG|1MDPS|1ZMB	1RCR|2RCVC|3MDPS|478LHND|578VULN|678DMG|78BPWR|9DMSP|aZMB
201	45513 31332	   	183.27	ACR|3VULN|3DMG|1MDPS|1ZMB	1RCR|2RCVC|3MDPS|478LHND|578VULN|678DMG|78BPWR|9ZMB|aBEXP
202	45513 31333	   	183.27	ACR|3VULN|3DMG|1MDPS|1ZMB	1RCR|2RCVC|3MDPS|478LHND|578VULN|678DMG|78BPWR|9ZMB|aRPLT
203	41622 25311	   	183.18	ACR|3DMG|2VULN|1ASPD|1DUR	1RCR|28ERES|3ASPD|48aDMG|5DUR|6LHND|78VULN|8BPWR|9MLV
204	45513 31331	   	183.17	ACR|3VULN|3DMG|1MDPS|1ZMB	1RCR|2RCVC|3MDPS|478LHND|578VULN|678DMG|78BPWR|9ZMB|aDUST
205	43252 25333	   	183.10	ACR|2VULN|2DMG|1ASPD|2DUR|1ZMB	1RCR|28DUR|3ZMB|48VULN|5TLV|6FEWX|78DMG|8BPWR|9ASPD|aCANSTR
206	41622 25331	   	183.08	ACR|3DMG|2VULN|1ASPD|1DUR	1RCR|28ERES|3ASPD|48aDMG|5DUR|6LHND|78VULN|8BPWR|9TLV
207	46223 31313	   	182.97	ACR|3VULN|3DMG|1MDPS|1ZMB	1RCR|278TLV|3MDPS|4RMIN|578VULN|678DMG|78BPWR|9ZMB|aBEXP
208	46223 31316	   	182.97	ACR|3VULN|3DMG|1MDPS|1ZMB	1RCR|278TLV|3MDPS|4RMIN|578VULN|678DMG|78BPWR|9ZMB|aCGEN
209	46223 31326	   	182.97	ACR|3VULN|3DMG|1MDPS|1ZMB	1RCR|278TLV|3MDPS|4RMIN|578VULN|678DMG|78BPWR|9RPLT|aZMB
210	46223 31333	   	182.97	ACR|3VULN|3DMG|1MDPS|1ZMB	1RCR|278TLV|3MDPS|4RMIN|578VULN|678DMG|78BPWR|9FEWX|aZMB
211	46223 35332	 * 	182.90	ACR|2VULN|1MDPS|2DMG|1AART|1ASPD	1RCR|28TLV|3MDPS|4RMIN|58VULN|68DMG|7RCVC|8BPWR|9ASPD|aAART
212	46223 31311	   	182.87	ACR|3VULN|3DMG|1MDPS|1ZMB	1RCR|278TLV|3MDPS|4RMIN|578VULN|678DMG|78BPWR|9ZMB|aERES
213	46223 31314	   	182.87	ACR|3VULN|3DMG|1MDPS|1ZMB|1MSE	1RCR|278TLV|3MDPS|4RMIN|578VULN|678DMG|78BPWR|9ZMB|aMSE
214	35122 34331	 * 	182.76	ACR|4VULN|1MDPS|1ASPD|1DMG|2DUR	18TLV|2MDPS|3568VULN|4RCR|78DUR|8BPWR|9ASPD|aDMG
215	12513 33633	 * 	182.61	DCR|2DMG|1MDPS|1VULN|2CDMG|1ASPD|1AAC	1AAC|2MDPS|3RPLT|48DMG|59CDMG|6VULN|7RCR|aASPD
216	14223 22122	   	182.51	DCR|3ASPD|1VULN|1AART|1AAC|1DUR	1AAC|2TSLARM|3DUR|478ASPD|5VULN|6RCR|9AART|aFEWX
217	14223 22125	   	182.51	DCR|3ASPD|1VULN|1AART|1AAC|1DUR	1AAC|2TSLARM|3DUR|478ASPD|5VULN|6RCR|9AART|aCGEN
218	14223 22126	   	182.51	DCR|3ASPD|1VULN|1AART|1AAC|1DUR	1AAC|2TSLARM|3DUR|478ASPD|5VULN|6RCR|9AART|aRPLT
219	14413 22122	   	182.51	DCR|3ASPD|1VULN|1AART|1AAC|1DUR	1AAC|2TSLARM|378ASPD|4DUR|5VULN|6RCR|9AART|aFEWX
220	14413 22125	   	182.51	DCR|3ASPD|1VULN|1AART|1AAC|1DUR	1AAC|2TSLARM|378ASPD|4DUR|5VULN|6RCR|9AART|aCGEN
221	14413 22126	   	182.51	DCR|3ASPD|1VULN|1AART|1AAC|1DUR	1AAC|2TSLARM|378ASPD|4DUR|5VULN|6RCR|9AART|aRPLT
222	14424 22122	   	182.51	DCR|3ASPD|1VULN|1AART|1AAC|1DUR	1AAC|2TSLARM|378ASPD|4VULN|5DUR|6RCR|9AART|aFEWX
223	14623 22121	   	182.51	DCR|3ASPD|1VULN|1AART|1AAC|1DUR	1AAC|2TSLARM|3BEXP|478ASPD|5VULN|6RCR|9AART|aDUR
224	21152 11432	   	182.46	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LHND|2LWND|3AART|4MULARM|59VULN|6RCR|7DUR|8ZMB|aCDMG
225	41535 31123	 * 	182.44	ACR|4VULN|1AART|2CDMG	1RCR|246ERES|3789VULN|57CDMG|7BPWR|aAART
226	14223 22124	   	182.41	DCR|3ASPD|1VULN|1AART|1AAC|1DUR	1AAC|2TSLARM|3DUR|478ASPD|5VULN|6RCR|9AART|aDUST
227	14413 22124	   	182.41	DCR|3ASPD|1VULN|1AART|1AAC|1DUR	1AAC|2TSLARM|378ASPD|4DUR|5VULN|6RCR|9AART|aDUST
228	14421 22121	   	182.41	DCR|3ASPD|1VULN|1AART|1AAC|1DUR	1AAC|2TSLARM|378ASPD|4VULN|5DUST|6RCR|9AART|aDUR
229	11523 25343	   	182.35	DCR|2VULN|2ASPD|1DMG|1AAC|1DUR	1AAC|2aASPD|3DUR|4DMG|57VULN|6LHND|8RCR|9AELBLL
230	43253 33213	   	182.35	ACR|4VULN|1ASPD|2DUR|2ZMB|1AAC	1RCR|2aDUR|35ZMB|4589VULN|5BPWR|6AAC|7ASPD
231	41631 23325	   	182.29	ACR|4VULN|3ASPD	1RCR|247ERES|378ASPD|567aVULN|7BPWR|9RPLT
232	42532 42222	   	182.19	ACR|3VULN|2ASPD|1DMG|1DUR	1RCR|2aLIT|3aASPD|4DMG|5RCVC|6DUR|78aVULN|9BELT|aBPWR
233	31552 23423	   	182.08	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1TLV|2FEWX|34VULN|5DUR|6ERES|7ASPD|8RCR|9AART|aZMB
234	11324 33452	 * 	182.07	DCR|2AART|1ASPD|1NUKE|1CDMG|1AAC|1DUR	1AAC|2ASPD|36CGEN|4DUR|59AART|7RCR|8CDMG|aNUKE
235	11342 13313	   	182.06	DCR|2VULN|2ASPD|1AART|1AAC|1DUR	1AAC|28ASPD|3CGEN|47VULN|5DUR|6AART|9BEXP|aRCR
236	16651 33322	   	181.86	DCR|1VULN|1AART|1ASPD|1NUKE|1AAC|1ZMB|1DUR	1AAC|25LWND|3DUR|4VULN|6ZMB|7ASPD|8RCR|9AART|aNUKE
237	14522 25132	   	181.85	DCR|1AART|1VULN|1ASPD|1CDMG|1AAC|1ZMB|1DUR	1AAC|2TSLARM|3AART|4LEGI|5ZMB|6RCR|7DUR|8ASPD|9VULN|aCDMG
238	11523 24325	 * 	181.82	DCR|1AART|1VULN|1ASPD|1DMG|3DUR|1AAC	1AAC|2ASPD|37aDUR|4DMG|5VULN|6LHND|8RCR|9AART
239	43622 15222	 * 	181.78	ACR|3VULN|1AART|1DMG|3DUR	1RCR|235DUR|4DMG|69aVULN|7RCVC|8AART
240	44122 25323	   	181.77	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1RCR|28LWND|3DMSP|48DMG|5DUR|6LHND|78VULN|8BPWR|9AART|aZMB
241	11524 25313	   	181.75	DCR|2ASPD|1VULN|1AART|1DMG|1AAC|1DUR	1AAC|28ASPD|3DUR|4DMG|5AART|6AELBLL|7VULN|9BEXP|aRCR
242	41552 11122	   	181.72	ACR|3VULN|1AART|1ASPD|1ZMB|1DUR	1RCR|2ERES|34aVULN|5DUR|6AART|7BELT|8ZMB|9ASPD
243	43623 33262	   	181.66	ACR|2VULN|1ASPD|1DMG|1CDMG|2DUR|1AAC|1ZMB	1RCR|23DUR|4DMG|58VULN|6AAC|7ASPD|9ZMB|aCDMG
244	42533 43322	   	181.66	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG	1RCR|2LIT|3ASPD|4DMG|5BEXP|69VULN|7CDMG|8RMIN|aAART
