0	Index      	 *	Score 	Summary	Detail	
1	51122 33443	 * 	223.54	DCR|2AART|2DMG|1VULN|1ASPD|1CDMG|1DUR	1aAART|2DUR|3CDMG|4VULN|5ASPD|6FEWX|7RCR|89DMG
147	53222 22133	   	198.10	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|3FEWX|4VULN|58ASPD|6DMG|7DUR|9RPLT|aRCR
148	52131 42335	   	198.04	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1AART|2ASPD|38VULN|4LIT|5LWND|6RCR|7BEXP|9ZMB|aDMG
149	31636 11123	 * 	197.91	DCR|2ASPD|3ZMB|1AART|1DMG|1CDMG	123ZMB|2BPWR|4DMG|5aASPD|6ERES|7RCR|8CDMG|9AART
150	31646 31123	   	197.91	DCR|2ASPD|3ZMB|1AART|1DMG|1CDMG	123ZMB|2BPWR|4ERES|5aASPD|6DMG|7RCR|8CDMG|9AART
151	34338 12141	   	197.91	DCR|2ASPD|3ZMB|1VULN|1DMG|1CDMG	18aZMB|28ASPD|3VULN|4MBVNT|5CDMG|68DUST|7RCR|8BPWR|9DMG
152	64322 23326	   	197.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1MLV|2ASPD|37VULN|4DMG|5CDMG|6CGEN|8AAC|9RCR|aAART
153	53222 24263	   	197.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1AART|2CDMG|3FEWX|4aVULN|5ASPD|6DMG|7MSLREG|8AME|9RCR
154	52131 45121	   	197.79	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1AART|27ASPD|3VULN|4LIT|5LWND|6RCR|8CGEN|9DMG|aCDMG
155	52133 45121	   	197.79	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1AART|27ASPD|3VULN|4LIT|5LHND|6RCR|8CGEN|9DMG|aCDMG
156	53112 24263	   	197.75	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1AART|2CDMG|3aVULN|4LEGI|5ASPD|6DMG|7MSLREG|8AME|9RCR
157	53121 33441	   	197.73	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1AART|2CDMG|3VULN|4ZMB|5DUR|6FEWX|7RCR|89DMG|aCGEN
158	32151 42125	   	197.71	DCR|2VULN|2ASPD|1DMG|2ZMB|1DUR|2SELL	18ZMB|2LHND|36SELL|48VULN|58ASPD|7RCR|8BPWR|9DUR|aDMG
159	52131 45321	   	197.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1AART|27ASPD|3VULN|4LIT|5LWND|6RCR|8TLV|9DMG|aCDMG
160	52133 45321	   	197.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1AART|27ASPD|3VULN|4LIT|5LHND|6RCR|8TLV|9DMG|aCDMG
161	53112 53242	 * 	197.66	DCR|2VULN|2AART|1ASPD|1CDMG	18AART|2CDMG|3aVULN|4LEGI|5ASPD|69DUST|7RCR
162	53114 33242	   	197.66	DCR|2VULN|2AART|1ASPD|1CDMG	18AART|2CDMG|3aVULN|4LEGI|59DUST|6ASPD|7RCR
163	53123 33442	   	197.63	DCR|2DMG|1VULN|1AART|1CDMG|1ZMB|1DUR	1AART|2CDMG|3VULN|4ZMB|5DUST|6FEWX|7RCR|89DMG|aDUR
164	53112 33226	   	197.54	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	18AART|2CDMG|3VULN|4LEGI|5ASPD|6FEWX|7RCR|9LIT|aDMG
165	53115 33236	   	197.54	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	18AART|2CDMG|3VULN|4LEGI|5LHND|6ASPD|7RCR|9LIT|aDMG
166	34338 12122	   	197.48	DCR|2ASPD|1VULN|1AART|1CDMG|2ZMB|1DUR	18ZMB|28ASPD|3VULN|4MBVNT|5CDMG|68DUST|7RCR|8BPWR|9AART|aDUR
167	34353 12421	   	197.45	DCR|2DMG|1VULN|2CDMG|1ASPD|1ZMB|1DUR	1ZMB|2ASPD|3VULN|4DUR|5DMSP|6aDMG|78CDMG|9RCR
168	35622 12422	   	197.45	DCR|2DMG|1VULN|2CDMG|1ASPD|1ZMB|1DUR	1ZMB|2DUR|34DMG|5VULN|6ASPD|78CDMG|9RCR|aCGEN
169	35622 12423	   	197.45	DCR|2DMG|1VULN|2CDMG|1ASPD|1ZMB|1DUR	1ZMB|2DUR|34DMG|5VULN|6ASPD|78CDMG|9RCR|aLIT
170	22262 42224	   	197.45	DCR|3VULN|2AART|1DMG|1NUKE	19RMIN|23AART|4NUKE|567VULN|6BPWR|8RCR|aDMG
171	22262 42241	   	197.45	DCR|3VULN|2AART|1DMG|1NUKE	1RMIN|23AART|4NUKE|567VULN|6BPWR|8RCR|9LHND|aDMG
172	22262 42251	   	197.45	DCR|3VULN|2AART|1DMG|1NUKE	1RMIN|23AART|4NUKE|567VULN|6BPWR|8RCR|9LWND|aDMG
173	25212 42214	   	197.45	DCR|3VULN|2AART|1DMG|1AAC	1RMIN|2DMSP|3AAC|49AART|567VULN|6BPWR|8RCR|aDMG
174	53112 53226	   	197.44	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	18AART|2CDMG|3VULN|4LEGI|5ASPD|6DUST|7RCR|9LIT|aDMG
175	53114 33226	   	197.44	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	18AART|2CDMG|3VULN|4LEGI|5DUST|6ASPD|7RCR|9LIT|aDMG
176	31215 53122	   	197.44	DCR|2VULN|1AART|1ASPD|1CDMG|2ZMB	12ZMB|2BPWR|3VENFST|4CDMG|5ASPD|6RCR|7aVULN|8AART|9AELBLL
177	32622 16621	   	197.37	DCR|3DMG|1VULN|1ASPD|1CDMG|1ZMB	1ZMB|27LHND|34aDMG|5VULN|6ASPD|8CDMG|9RCR
178	34315 12326	   	197.35	DCR|2DMG|2ASPD|1VULN|1CDMG|2ZMB	15ZMB|29ASPD|3VULN|4FEWX|69DMG|7CDMG|89BEXP|9BPWR|aRCR
179	22262 42231	   	197.35	DCR|3VULN|2AART|1DMG|1NUKE	1RMIN|23AART|4NUKE|567VULN|6BPWR|8RCR|9DUST|aDMG
180	16652 32312	   	197.34	DCR|3DMG|1VULN|1ASPD|1CDMG|1DUR	14LHND|236DMG|5DUR|7VULN|8RCR|9ASPD|aCDMG
181	16662 32312	   	197.34	DCR|3DMG|1VULN|1ASPD|1CDMG|1DUR	1LHND|236DMG|4AELBLL|5DUR|7VULN|8RCR|9ASPD|aCDMG
182	53166 21331	 * 	197.26	DCR|3VULN|2AART|1MDPS|2CDMG	19AART|28CDMG|348VULN|58LWND|6MDPS|7BELT|8BPWR|aRCR
183	51125 33352	   	197.23	DCR|2ASPD|1AART|1VULN|2CDMG|2DUR	1AART|28DUR|38CDMG|4VULN|5LHND|68ASPD|7RCR|8BPWR|9MLV|aRCVC
184	31412 15226	   	197.15	DCR|2DMG|2ASPD|1VULN|1CDMG|2ZMB	12ZMB|29BPWR|39DUST|4VULN|5CDMG|69ASPD|7LHND|89DMG|aRCR
185	31215 53132	   	197.14	DCR|3ZMB|1AART|2CDMG|1VULN|1ASPD	12aZMB|2aBPWR|3VENFST|4aCDMG|5ASPD|6RCR|7VULN|8AART|9aMLV
186	31215 53142	   	197.14	DCR|3ZMB|1VULN|1AART|2CDMG|1ASPD	12aZMB|2aBPWR|3VENFST|4aCDMG|5ASPD|6RCR|7VULN|8AART|9aBEXP
187	31215 53152	   	197.14	DCR|3ZMB|1AART|2CDMG|1VULN|1ASPD	12aZMB|2aBPWR|3VENFST|4aCDMG|5ASPD|6RCR|7VULN|8AART|9aAME
188	31215 52126	   	197.12	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|2ZMB	12ZMB|2BPWR|3VENFST|4CDMG|5ASPD|6RCR|7LHND|8AART|9VULN|aDMG
189	51122 33451	 * 	197.09	DCR|1SPLARM|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1AART|2DUR|3CDMG|4VULN|5ASPD|6FEWX|7RCR|8DMG|9LWND|aSPLARM
190	51125 33411	   	197.09	DCR|1SPLARM|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1AART|2DUR|3CDMG|4VULN|5LHND|6ASPD|7RCR|8DMG|9FEWX|aSPLARM
191	51122 53411	   	196.99	DCR|1SPLARM|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1AART|2DUR|3CDMG|4VULN|5ASPD|6DUST|7RCR|8DMG|9FEWX|aSPLARM
192	51124 33411	   	196.99	DCR|1SPLARM|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1AART|2DUR|3CDMG|4VULN|5DUST|6ASPD|7RCR|8DMG|9FEWX|aSPLARM
193	31215 53112	   	196.94	DCR|3ZMB|1AART|2CDMG|1VULN|1ASPD	12aZMB|2aBPWR|3VENFST|4aCDMG|5ASPD|6RCR|7VULN|8AART|9aERES
194	51125 33311	   	196.90	DCR|2ASPD|1VULN|1AART|2CDMG|2DUR	1AART|28DUR|38CDMG|4VULN|59aLHND|68ASPD|7RCR|8BPWR
195	51125 33312	   	196.90	DCR|2ASPD|1VULN|1AART|2CDMG|2DUR	1AART|28DUR|38CDMG|4VULN|59LHND|68ASPD|7RCR|8BPWR|aRPLT
196	51125 33315	   	196.90	DCR|2ASPD|1VULN|2CDMG|1AART|2DUR	1AART|28DUR|38CDMG|4VULN|59LHND|68ASPD|7RCR|8BPWR|aLIT
197	51125 33323	   	196.90	DCR|2ASPD|1AART|2CDMG|1VULN|2DUR	1AART|28DUR|38CDMG|4VULN|5LHND|68ASPD|7RCR|8BPWR|9BEXP|aLWND
198	51125 33332	   	196.90	DCR|2ASPD|1VULN|2CDMG|1AART|2DUR	1AART|28DUR|38CDMG|4VULN|5LHND|68ASPD|7RCR|8BPWR|9LIT|aLWND
199	51125 33335	   	196.90	DCR|2ASPD|1VULN|2CDMG|1AART|2DUR	1AART|28DUR|38CDMG|4VULN|5LHND|68ASPD|7RCR|8BPWR|9LIT|aRPLT
200	51125 33351	   	196.90	DCR|2ASPD|1AART|1VULN|2CDMG|2DUR	1AART|28DUR|38CDMG|4VULN|5LHND|68ASPD|7RCR|8BPWR|9MLV|aCGEN
201	51125 33353	   	196.90	DCR|2ASPD|1AART|2CDMG|1VULN|2DUR	1AART|28DUR|38CDMG|4VULN|5LHND|68ASPD|7RCR|8BPWR|9MLV|aLWND
202	51125 33313	   	196.80	DCR|2ASPD|1VULN|2CDMG|1AART|2DUR	1AART|28DUR|38CDMG|4VULN|59LHND|68ASPD|7RCR|8BPWR|aERES
203	51125 33314	   	196.80	DCR|2ASPD|1VULN|1AART|2CDMG|2DUR|1MSE	1AART|28DUR|38CDMG|4VULN|59LHND|68ASPD|7RCR|8BPWR|aMSE
204	51125 33316	   	196.80	DCR|2ASPD|1VULN|1AART|2CDMG|2DUR	1AART|28DUR|38CDMG|4VULN|59LHND|68ASPD|7RCR|8BPWR|aDUST
205	51125 33322	   	196.80	DCR|2ASPD|1VULN|2CDMG|1AART|2DUR	1AART|28DUR|38CDMG|4VULN|5LHND|68ASPD|7RCR|8BPWR|9BEXP|aERES
206	51125 33326	   	196.80	DCR|2ASPD|1VULN|1AART|2CDMG|2DUR	1AART|28DUR|38CDMG|4VULN|5LHND|68ASPD|7RCR|8BPWR|9BEXP|aDUST
207	51125 33331	   	196.80	DCR|2ASPD|1VULN|2CDMG|1AART|2DUR	1AART|28DUR|38CDMG|4VULN|5LHND|68ASPD|7RCR|8BPWR|9LIT|aMBVNT
208	51125 33333	   	196.80	DCR|2ASPD|1VULN|2CDMG|1AART|2DUR|1MSE	1AART|28DUR|38CDMG|4VULN|5LHND|68ASPD|7RCR|8BPWR|9LIT|aMSE
209	51125 33343	   	196.80	DCR|2ASPD|1AART|2CDMG|1VULN|2DUR	1AART|28DUR|38CDMG|4VULN|5LHND|68ASPD|7RCR|8BPWR|9DUST|aLWND
210	51125 33342	   	196.70	DCR|2ASPD|1VULN|2CDMG|1AART|2DUR	1AART|28DUR|38CDMG|4VULN|5LHND|68ASPD|7RCR|8BPWR|9DUST|aERES
211	34314 12326	   	196.59	DCR|2DMG|2ASPD|1VULN|1CDMG|1ZMB	1ZMB|29ASPD|3VULN|4FEWX|5RCVC|69DMG|7CDMG|89BEXP|9BPWR|aRCR
212	53121 24263	   	196.43	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1AART|2CDMG|3aVULN|4ZMB|5DUR|6ASPD|7MSLREG|8AME|9RCR
213	52131 61224	   	196.40	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	16AART|2ASPD|3VULN|4LIT|5LWND|7DMG|8RCR|9RCVC|aCDMG
214	52133 61224	   	196.40	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	16AART|2ASPD|3VULN|4LIT|5LHND|7DMG|8RCR|9RCVC|aCDMG
215	34338 72443	   	196.39	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG|1ZMB|1DUR	1ZMB|2ASPD|3VULN|4MBVNT|5CDMG|6DUR|7RCR|8AELBLL|9DMG|aNUKE
216	51123 24363	   	196.33	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1ZMB|1DUR	1AART|2DUR|3CDMG|4aVULN|5AAC|6ASPD|7MSLREG|8ZMB|9RCR
217	53131 24363	   	196.33	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1ZMB|1DUR	1AART|2CDMG|3aVULN|4AAC|5DUR|6ASPD|7MSLREG|8ZMB|9RCR
218	53121 33413	   	196.22	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1aAART|2CDMG|3VULN|4ZMB|5DUR|69FEWX|7RCR|8DMG
219	53112 33311	   	196.18	DCR|3ASPD|1VULN|1AART|2CDMG	1AART|28CDMG|3VULN|4LEGI|58aASPD|68FEWX|7RCR|8BPWR|9LHND
220	53112 33324	   	196.18	DCR|3ASPD|1AART|1VULN|2CDMG	1AART|28CDMG|3VULN|4LEGI|58aASPD|68FEWX|7RCR|8BPWR|9LIT
221	53112 33353	   	196.18	DCR|3ASPD|1VULN|1AART|2CDMG	1AART|28CDMG|3VULN|4LEGI|58aASPD|68FEWX|7RCR|8BPWR|9MLV
222	53112 33361	   	196.18	DCR|3ASPD|1AART|1VULN|2CDMG	1AART|28CDMG|3VULN|4LEGI|58aASPD|68FEWX|7RCR|8BPWR|9BEXP
223	53115 33321	   	196.18	DCR|3ASPD|1VULN|1AART|2CDMG	1AART|28CDMG|3VULN|4LEGI|58LHND|68aASPD|7RCR|8BPWR|9BEXP
224	53115 33334	   	196.18	DCR|3ASPD|1VULN|2CDMG|1AART	1AART|28CDMG|3VULN|4LEGI|58LHND|68aASPD|7RCR|8BPWR|9LIT
225	34338 72423	   	196.12	DCR|2AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1ZMB|2ASPD|3VULN|4MBVNT|5CDMG|6DUR|7RCR|8AELBLL|9aAART
226	51122 24361	   	196.11	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1AART|2DUR|3CDMG|4VULN|5ASPD|6DMG|7MSLREG|8ZMB|9RCR|aRMIN
227	51122 24362	   	196.11	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1AART|2DUR|3CDMG|4VULN|5ASPD|6DMG|7MSLREG|8ZMB|9RCR|aLHND
228	53112 33341	   	196.08	DCR|3ASPD|1AART|1VULN|2CDMG	1AART|28CDMG|3VULN|4LEGI|58aASPD|68FEWX|7RCR|8BPWR|9DUST
229	53115 33341	   	196.08	DCR|3ASPD|1VULN|1AART|2CDMG	1AART|28CDMG|3VULN|4LEGI|58LHND|68aASPD|7RCR|8BPWR|9DUST
230	53326 53311	   	196.08	DCR|3ASPD|1AART|2CDMG|1VULN	1AART|28CDMG|38DUST|4VULN|5LWND|68aASPD|7RCR|8BPWR|9LHND
231	11633 31342	   	196.03	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1LHND|2ASPD|3DMG|4AME|5aAART|6DUR|7ZMB|8VULN|9RCR
232	53112 53311	   	195.98	DCR|3ASPD|1VULN|1AART|2CDMG	1AART|28CDMG|3VULN|4LEGI|58aASPD|68DUST|7RCR|8BPWR|9LHND
233	53112 53324	   	195.98	DCR|3ASPD|1AART|1VULN|2CDMG	1AART|28CDMG|3VULN|4LEGI|58aASPD|68DUST|7RCR|8BPWR|9LIT
234	53112 53363	   	195.98	DCR|3ASPD|1VULN|1AART|2CDMG	1AART|28CDMG|3VULN|4LEGI|58aASPD|68DUST|7RCR|8BPWR|9AME
235	53114 33311	   	195.98	DCR|3ASPD|1VULN|1AART|2CDMG	1AART|28CDMG|3VULN|4LEGI|58DUST|68aASPD|7RCR|8BPWR|9LHND
236	53114 33324	   	195.98	DCR|3ASPD|1AART|1VULN|2CDMG	1AART|28CDMG|3VULN|4LEGI|58DUST|68aASPD|7RCR|8BPWR|9LIT
237	53114 33363	   	195.98	DCR|3ASPD|1VULN|1AART|2CDMG	1AART|28CDMG|3VULN|4LEGI|58DUST|68aASPD|7RCR|8BPWR|9AME
238	64322 13421	   	195.93	DCR|2DMG|2ASPD|1VULN|1CDMG|1ZMB	1MLV|26ASPD|3VULN|4aDMG|5CDMG|7ZMB|8RMIN|9RCR
239	64322 13321	   	195.83	DCR|2DMG|2ASPD|1VULN|1CDMG|1AAC|1ZMB	1MLV|26ASPD|3VULN|4aDMG|5CDMG|7ZMB|8AAC|9RCR
240	55122 33413	   	195.79	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1AART|2BEXP|3CDMG|4VULN|5aASPD|69FEWX|7RCR|8DMG
241	55122 33421	   	195.79	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1AART|2BEXP|3CDMG|4VULN|5aASPD|6FEWX|7RCR|8DMG|9RMIN
242	53112 33413	   	195.69	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG	1AART|2CDMG|3VULN|4LEGI|5aASPD|69FEWX|7RCR|8DMG
243	53112 33421	   	195.69	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG	1AART|2CDMG|3VULN|4LEGI|5aASPD|6FEWX|7RCR|8DMG|9RMIN
244	53222 53413	   	195.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1AART|2CDMG|39FEWX|4VULN|5aASPD|6DUST|7RCR|8DMG
245	53222 53421	   	195.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1AART|2CDMG|3FEWX|4VULN|5aASPD|6DUST|7RCR|8DMG|9RMIN
246	53322 33413	   	195.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1AART|2CDMG|3DUST|4VULN|5aASPD|69FEWX|7RCR|8DMG
247	53322 33421	   	195.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1AART|2CDMG|3DUST|4VULN|5aASPD|6FEWX|7RCR|8DMG|9RMIN
248	55122 33341	   	195.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1AAC	1AART|2BEXP|3CDMG|4VULN|5aASPD|6FEWX|7RCR|8AAC|9DMG
249	52131 62221	   	195.64	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	16AART|2ASPD|3VULN|4LIT|5LWND|7CGEN|8RCR|9DMG|aCDMG
250	52133 62221	   	195.64	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	16AART|2ASPD|3VULN|4LIT|5LHND|7CGEN|8RCR|9DMG|aCDMG
251	51122 33116	   	195.64	DCR|2VULN|1AART|1ASPD|1CDMG|2DUR	1AART|2aDUR|3CDMG|4aVULN|5ASPD|6FEWX|7RCR|8RPLT|9aMLV|aBPWR
252	51122 33136	   	195.64	DCR|2VULN|1AART|1ASPD|1CDMG|2DUR	1AART|2aDUR|3CDMG|4aVULN|5ASPD|6FEWX|7RCR|8RPLT|9aAME|aBPWR
253	51122 33166	   	195.64	DCR|2VULN|1AART|1ASPD|1CDMG|2DUR	1AART|2aDUR|3CDMG|4aVULN|5ASPD|6FEWX|7RCR|8RPLT|9aCGEN|aBPWR
254	51125 33116	   	195.64	DCR|2VULN|1AART|1ASPD|1CDMG|2DUR	1AART|2aDUR|3CDMG|4aVULN|5LHND|6ASPD|7RCR|8RPLT|9aMLV|aBPWR
255	31215 53361	   	195.61	DCR|1SPLARM|2VULN|2CDMG|1ASPD|2ZMB	12ZMB|2BPWR|3VENFST|48CDMG|5ASPD|6RCR|7aVULN|9SPLARM
256	53112 33541	   	195.59	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1AART|2CDMG|3VULN|4LEGI|5aASPD|6FEWX|7RCR|8TLV|9DMG
257	53222 53341	   	195.59	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1AAC	1AART|2CDMG|3FEWX|4VULN|5aASPD|6DUST|7RCR|8AAC|9DMG
258	53322 33341	   	195.59	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1AAC	1AART|2CDMG|3DUST|4VULN|5aASPD|6FEWX|7RCR|8AAC|9DMG
259	53322 33541	   	195.59	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1AART|2CDMG|3DUST|4VULN|5aASPD|6FEWX|7RCR|8TLV|9DMG
260	52132 62221	   	195.54	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	16AART|2ASPD|3VULN|4LIT|5DUST|7CGEN|8RCR|9DMG|aCDMG
261	52133 61251	   	195.54	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	16AART|2ASPD|3VULN|4LIT|5LHND|7DMG|8RCR|9ERES|aCDMG
262	26334 51131	   	195.48	DCR|3VULN|1MDPS|2DMG	1RMIN|2SPLREG|359VULN|45DMG|5BPWR|6RCR|7ERES|8DUST|aMDPS
263	34334 37447	   	195.48	DCR|2VULN|3ZMB|1ASPD|1DMG|2DUR	178ZMB|2ASPD|38VULN|4MBVNT|58DUR|6LEGI|8BPWR|9DMG|aRCR
264	52132 61251	   	195.44	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	16AART|2ASPD|3VULN|4LIT|5DUST|7DMG|8RCR|9ERES|aCDMG
265	51122 33536	   	195.44	DCR|2VULN|1AART|1ASPD|1CDMG|2DUR	1AART|2aDUR|3CDMG|4aVULN|5ASPD|6FEWX|7RCR|8aTLV|9RPLT|aBPWR
266	34338 12743	 * 	195.42	DCR|1VULN|2CDMG|1ASPD|1DMG|1NUKE|1ZMB	1ZMB|2ASPD|3VULN|4MBVNT|58CDMG|6DUST|7RCR|9DMG|aNUKE
267	51122 33412	   	195.12	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	1AART|2aDUR|3CDMG|4VULN|5ASPD|69FEWX|7RCR|8DMG
268	52224 16112	   	195.10	DCR|2VULN|2ASPD|1AART|1DUR	1AART|28ASPD|3SPLREG|4LWND|59VULN|6CGEN|7RCR|aDUR
269	52234 16112	   	195.10	DCR|2VULN|2ASPD|1AART|1DUR	1AART|28ASPD|3SPLREG|4BEXP|59VULN|6CGEN|7RCR|aDUR
270	52261 21363	   	195.06	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1ZMB	1AART|2ASPD|3SPLREG|4AAC|5CDMG|6FEWX|7aVULN|8ZMB|9RCR
271	34322 33424	   	195.05	DCR|2VULN|2CDMG|1ASPD|1DMG|2ZMB	1aZMB|2ASPD|37VULN|4DMG|58CDMG|6DUST|9RCR
272	52224 21352	   	194.99	DCR|2VULN|2AART|1ASPD|1ZMB	18AART|2ASPD|3SPLREG|4LWND|57VULN|6DMSP|9RCR|aZMB
273	52261 31363	   	194.96	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1ZMB	1AART|2ASPD|3SPLREG|4AAC|5CDMG|6DUST|7aVULN|8ZMB|9RCR
274	26335 21352	   	194.89	DCR|2VULN|2AART|1DMG|1ZMB	1RMIN|2SPLREG|37VULN|4DMG|58AART|6TLV|9RCR|aZMB
275	52131 45221	 * 	194.78	DCR|3ASPD|2VULN|1AART	1AART|278ASPD|3aVULN|4LIT|59LWND|6RCR
276	31223 54412	   	194.74	DCR|2VULN|1AART|1DMG|2DUR|2ZMB	12ZMB|2BPWR|3VENFST|4DMG|5aDUR|6RCR|79VULN|8AART
277	53163 35233	   	194.53	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1AART|2CDMG|34VULN|5RPLT|6DUR|7FEWX|8ZMB|9ASPD|aRCR
278	51122 33425	 * 	194.51	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1AART|2DUR|3CDMG|4VULN|5ASPD|6FEWX|7RCR|8DMG|9RMIN|aMDPS
279	51125 33423	   	194.51	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1AART|2DUR|3CDMG|4VULN|5LHND|6ASPD|7RCR|8DMG|9LIT|aMDPS
280	52133 45232	   	194.46	DCR|3ASPD|1VULN|1AART|1DMG	1AART|278ASPD|3VULN|4LIT|5LHND|6RCR|9FEWX|aDMG
281	51122 53423	   	194.41	DCR|1MDPS|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1AART|2DUR|3CDMG|4VULN|5ASPD|6DUST|7RCR|8DMG|9LIT|aMDPS
282	51124 33423	   	194.41	DCR|1MDPS|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1AART|2DUR|3CDMG|4VULN|5DUST|6ASPD|7RCR|8DMG|9LIT|aMDPS
283	51122 33345	   	194.41	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1AART|2DUR|3CDMG|4VULN|5ASPD|6FEWX|7RCR|8AAC|9DMG|aMDPS
284	34338 32843	   	194.39	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG|1ZMB|1DUR	1ZMB|2ASPD|3VULN|4MBVNT|5CDMG|6DMSP|7DUR|8RCR|9DMG|aNUKE
285	14622 12421	   	194.36	DCR|3DMG|1VULN|2CDMG|1ASPD|1AAC	1LHND|2AAC|34aDMG|5VULN|6ASPD|78CDMG|9RCR
286	16612 11421	   	194.36	DCR|3DMG|1VULN|2CDMG|1ASPD|1AAC	1LHND|23aDMG|4VULN|58CDMG|6ASPD|7AAC|9RCR
287	26334 52222	   	194.29	DCR|2VULN|2DMG|1ASPD|1CDMG|1AAC	1RMIN|2SPLREG|35VULN|45DMG|5BPWR|6RCR|7DUST|8CDMG|9AAC|aASPD
288	34112 12326	   	194.13	DCR|2DMG|2ASPD|1VULN|1CDMG|1ZMB	1ZMB|29ASPD|34FEWX|5VULN|69DMG|7CDMG|89BEXP|9BPWR|aRCR
289	32622 12326	   	194.13	DCR|2DMG|2ASPD|1VULN|1CDMG|1ZMB	1ZMB|29LHND|34DMG|5VULN|69ASPD|7CDMG|89BEXP|9BPWR|aRCR
290	34313 12326	   	194.13	DCR|2DMG|2ASPD|1VULN|1CDMG|1ZMB	1ZMB|29ASPD|3VULN|4FEWX|5DMSP|69DMG|7CDMG|89BEXP|9BPWR|aRCR
291	34338 32823	   	194.12	DCR|2AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1ZMB|2ASPD|3VULN|4MBVNT|5CDMG|6DMSP|7DUR|8RCR|9aAART
292	53123 22515	   	194.11	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3VULN|4ZMB|5DUST|6ASPD|7DUR|8DMG|9LHND|aRCR
293	53123 23315	   	194.11	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1AART|2CDMG|3VULN|4ZMB|5DUST|6ASPD|7DMG|8DUR|9LHND|aRCR
294	34322 13124	   	194.01	DCR|2ASPD|3ZMB|1VULN|1DMG|1CDMG	17aZMB|26ASPD|3VULN|4DMG|5CDMG|8LWND|9RCR
