0	Index      	 *	Score 	Summary	Detail	
1	32321 61355	 * 	226.03	DCR|5VULN|1ASPD|1CDMG|2DUR|1ZMB	13DUR|23468VULN|3BPWR|5ZMB|7ASPD|9RCR|aCDMG
157	52225 13243	 * 	201.17	ACR|3VULN|2AART|2DMG|1ZMB	1LHND|27aVULN|35DMG|4RCR|6ZMB|89AART
158	21353 63341	   	201.16	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG	1AART|2ASPD|3FEWX|4VULN|5aDMG|6RCR|7BELT|8MLV|9CDMG
159	42152 11232	   	201.06	DCR|3VULN|2AART|2CDMG	12aVULN|3LEGI|47AART|5FEWX|6aCDMG|8RCR|9aDUST|aBPWR
160	21187 31234	   	201.06	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG	1AART|2ASPD|3MBVNT|4CDMG|5aDMG|6RCR|7DMSP|8RMIN|9VULN
161	21187 34133	   	201.06	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG	1AART|2ASPD|3MBVNT|4CDMG|59DMG|6RCR|7LIT|8LWND|aVULN
162	21187 34233	   	201.06	DCR|2DMG|1AART|1VULN|1ASPD|1CDMG	1AART|2ASPD|3MBVNT|4CDMG|59DMG|6RCR|7LIT|8FEWX|aVULN
163	21187 34333	   	201.06	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG	1AART|2ASPD|3MBVNT|4CDMG|59DMG|6RCR|7LIT|8LHND|aVULN
164	21187 34533	   	201.06	DCR|2DMG|1AART|1VULN|1ASPD|1CDMG	1AART|2ASPD|3MBVNT|4CDMG|59DMG|6RCR|7LIT|8BEXP|aVULN
165	21187 34631	   	201.06	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG	1AART|2ASPD|3MBVNT|4CDMG|59DMG|6RCR|7LIT|8VULN|aAME
166	21187 34632	   	201.06	DCR|2DMG|1AART|1VULN|1ASPD|1CDMG	1AART|2ASPD|3MBVNT|4CDMG|59DMG|6RCR|7LIT|8VULN|aMULFIG
167	21187 36123	   	201.06	DCR|2DMG|1AART|1VULN|1ASPD|1CDMG	1AART|2ASPD|3MBVNT|4CDMG|58DMG|6RCR|7BEXP|9LHND|aVULN
168	22453 13252	   	200.96	DCR|3VULN|2DMG|1AART	1AART|2BEXP|35DMG|49aVULN|6MBVNT|7RCR|8AME
169	21187 31734	   	200.96	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1AAC	1AART|2ASPD|3MBVNT|4CDMG|5aDMG|6RCR|7DMSP|8AAC|9VULN
170	21187 32326	   	200.96	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG	1AART|2ASPD|3MBVNT|4CDMG|5aDMG|6RCR|7CGEN|8TLV|9VULN
171	21187 33123	   	200.96	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG	1AART|2ASPD|3MBVNT|4CDMG|58DMG|6RCR|7LEGI|9LHND|aVULN
172	21187 33163	   	200.96	DCR|2DMG|1AART|1VULN|1ASPD|1CDMG	1AART|2ASPD|3MBVNT|4CDMG|58DMG|6RCR|7LEGI|9FEWX|aVULN
173	21187 33833	   	200.96	DCR|2DMG|1AART|1VULN|1ASPD|1CDMG	1AART|2ASPD|3MBVNT|4CDMG|59DMG|6RCR|7LEGI|8LIT|aVULN
174	21187 34634	   	200.96	DCR|2DMG|1AART|1VULN|1ASPD|1CDMG	1AART|2ASPD|3MBVNT|4CDMG|59DMG|6RCR|7LIT|8VULN|aDUST
175	21187 34833	   	200.96	DCR|2DMG|1AART|1VULN|1ASPD|1CDMG	1AART|2ASPD|3MBVNT|4CDMG|59DMG|6RCR|7LIT|8DUST|aVULN
176	21187 36133	   	200.96	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG	1AART|2ASPD|3MBVNT|4CDMG|58DMG|6RCR|7BEXP|9DUST|aVULN
177	21553 61313	   	200.88	DCR|2AART|2DMG|1VULN|1ASPD	1aAART|2ASPD|3BEXP|4VULN|59DMG|6RCR|7LHND|8ERES
178	21187 33133	   	200.86	DCR|2DMG|1AART|1VULN|1ASPD|1CDMG	1AART|2ASPD|3MBVNT|4CDMG|58DMG|6RCR|7LEGI|9DUST|aVULN
179	21553 62313	   	200.78	DCR|2AART|2DMG|1VULN|1ASPD	1aAART|2ASPD|3BEXP|4VULN|59DMG|6RCR|7DUST|8ERES
180	22613 66313	   	200.78	DCR|2AART|2DMG|1VULN|1ASPD	1aAART|2BEXP|3ERES|4DUST|57DMG|6RCR|8VULN|9ASPD
181	33212 51525	   	200.70	DCR|2VULN|2ASPD|1DMG|1CDMG|1DUR	1DUR|2LWND|3DMG|48VULN|5CDMG|6LIT|7RCR|9aASPD
182	52611 13252	   	200.57	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1LHND|27aVULN|3DUR|4DMG|5RCVC|6ZMB|8AART|9RCR
183	32411 13252	   	200.57	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1DUR|27aVULN|3LHND|4DMG|5RCVC|6ZMB|8AART|9RCR
184	32411 63252	   	200.57	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1DUR|26aVULN|3LHND|4DMG|5RCVC|7ZMB|8AART|9RCR
185	21621 31612	   	200.40	DCR|2VULN|2ASPD|1AART|1AAC|1ZMB|1DUR	1AART|29ASPD|3ZMB|4AAC|5aVULN|6RCR|7CGEN|8DUR
186	32314 11424	   	200.16	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR|1ZMB	13DUR|23VULN|3BPWR|4LIT|5FEWX|6DMG|7CDMG|8RCR|9ASPD|aZMB
187	32332 11424	   	200.16	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR|1ZMB	13DUR|23VULN|3BPWR|4BEXP|5LIT|6DMG|7CDMG|8RCR|9ASPD|aZMB
188	32213 25253	   	200.07	DCR|2VULN|2DMG|1ASPD|1CDMG|1DUR	1DUR|24VULN|36DMG|5MLV|7CDMG|8CGEN|9RCR|aASPD
189	45322 26432	   	199.97	DCR|2VULN|2DMG|1ASPD|1CDMG|1DUR	14VULN|2RMIN|36DMG|5MBVNT|7CDMG|8ASPD|9RCR|aDUR
190	21137 42383	   	199.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1AART|2ASPD|3MBVNT|4SPLJET|5CDMG|67VULN|8RCR|9MLV|aDMG
191	21186 42383	   	199.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1AART|2ASPD|3MBVNT|4CDMG|5MULFIG|67VULN|8RCR|9MLV|aDMG
192	21163 56212	   	199.82	DCR|2VULN|2ASPD|1AART|1DMG	1AART|29ASPD|3MBVNT|4aVULN|5DMG|6CGEN|7RCR|8MLV
193	21163 26212	   	199.72	DCR|2VULN|2ASPD|1AART|1DMG	1AART|29ASPD|3MBVNT|4aVULN|5DMG|6ERES|7RCR|8MLV
194	21163 26612	   	199.72	DCR|2VULN|2ASPD|1AART|1DMG	1AART|29ASPD|3MBVNT|4aVULN|5DMG|6ERES|7RCR|8RMIN
195	21163 43217	   	199.72	DCR|2VULN|2ASPD|1AART|1DMG	1AART|28ASPD|3MBVNT|4aVULN|5DMG|6TLV|7RCR|9AME
196	21163 43287	   	199.72	DCR|2VULN|2ASPD|1AART|1DMG	1AART|28ASPD|3MBVNT|4aVULN|5DMG|6TLV|7RCR|9RMIN
197	21163 43617	   	199.72	DCR|2VULN|2ASPD|1AART|1DMG	1AART|29ASPD|3MBVNT|4aVULN|5DMG|6TLV|7RCR|8RMIN
198	53212 51513	   	199.72	DCR|3VULN|1AART|1DMG|1CDMG	1LHND|2LWND|3DMG|489VULN|5CDMG|6LIT|7RCR|aAART
199	42321 62632	   	199.70	DCR|4VULN|1AART|1ZMB|1DUR	124aVULN|3DUST|5ZMB|6RCR|7ERES|8AART|9DUR
200	62321 62632	   	199.70	DCR|4VULN|1AART|1ZMB|1DUR	13DUST|234aVULN|3BPWR|5ZMB|6RCR|7ERES|8AART|9DUR
201	32215 25153	   	199.67	DCR|4VULN|1ASPD|1DMG|1DUR|1SELL	1DUR|2467VULN|3DMG|5SELL|8LWND|9RCR|aASPD
202	43221 42336	 * 	199.64	DCR|2VULN|1MDPS|2ASPD|1AART|2CDMG	1aVULN|2aCDMG|3FEWX|4LIT|5MDPS|6AART|7RMIN|8aASPD|9RCR|aBPWR
203	21163 26117	   	199.62	DCR|2VULN|2ASPD|1AART|1DMG	1AART|29ASPD|3MBVNT|4aVULN|5DMG|6ERES|7RCR|8TLV
204	21163 26512	   	199.62	DCR|2VULN|2ASPD|1AART|1DMG|1AAC	1AART|29ASPD|3MBVNT|4aVULN|5DMG|6ERES|7RCR|8AAC
205	21163 43417	   	199.62	DCR|2VULN|2ASPD|1AART|1DMG	1AART|29ASPD|3MBVNT|4aVULN|5DMG|6TLV|7RCR|8ERES
206	21163 43517	   	199.62	DCR|2VULN|2ASPD|1AART|1DMG|1AAC	1AART|29ASPD|3MBVNT|4aVULN|5DMG|6TLV|7RCR|8AAC
207	21187 32148	 * 	199.54	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1aAART|2ASPD|3MBVNT|4CDMG|5DMG|6RCR|7CGEN|8BEXP|9VULN
208	21187 32446	   	199.54	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1aAART|2ASPD|3MBVNT|4CDMG|5DMG|6RCR|7CGEN|8LHND|9VULN
209	52252 33252	   	199.53	DCR|3VULN|1AART|1ASPD|1DMG	1LHND|27aVULN|3DMG|4FEWX|5ASPD|6AELBLL|8AART|9RCR
210	21187 33246	   	199.44	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1aAART|2ASPD|3MBVNT|4CDMG|5DMG|6RCR|7LEGI|8AME|9VULN
211	62412 33252	   	199.43	DCR|3VULN|1AART|1ASPD|1DMG	1DUST|27aVULN|3LHND|4DMG|5ASPD|6AELBLL|8AART|9RCR
212	21163 88142	   	199.33	DCR|3VULN|1AART|1ASPD|1DMG|1AAC	1AART|2ASPD|3MBVNT|468VULN|5DMG|7AAC|9RCR|aLWND
213	32223 21434	   	199.32	ACR|3VULN|2DMG|1AART|1CDMG|1DUR	1DUR|289VULN|37DMG|4RCR|5MLV|6CDMG|aAART
214	32224 21434	   	199.32	ACR|3VULN|2DMG|1AART|1CDMG|1DUR	1DUR|289VULN|37DMG|4RCR|5CDMG|6MLV|aAART
215	32312 52626	   	199.26	DCR|3VULN|2DMG|2DUR|1ZMB	13DUR|235VULN|3BPWR|4LIT|6aDMG|7MLV|8RCR|9ZMB
216	32312 53626	   	199.26	DCR|3VULN|2DMG|2DUR|1ZMB	13DUR|235VULN|3BPWR|4LIT|6aDMG|7CGEN|8RCR|9ZMB
217	32321 11652	   	199.24	DCR|4VULN|1AART|2DUR|1ZMB	13DUR|234aVULN|3BPWR|5ZMB|6MLV|7BEXP|8AART|9RCR
218	32335 13652	   	199.24	DCR|4VULN|1AART|2DUR|1ZMB	13DUR|237aVULN|3BPWR|4BEXP|5AME|6ZMB|8AART|9RCR
219	21163 88143	   	199.23	DCR|3VULN|1AART|1ASPD|1DMG|1AAC	1AART|2ASPD|3MBVNT|468VULN|5DMG|7AAC|9RCR|aERES
220	22453 13473	 * 	199.20	DCR|2VULN|2AART|2DMG	1aAART|2BEXP|35DMG|49VULN|6MBVNT|7RCR|8FEWX
221	32321 42652	   	199.04	DCR|4VULN|1AART|2DUR|1ZMB	13DUR|234aVULN|3BPWR|5ZMB|6DUST|7ERES|8AART|9RCR
222	21353 66211	   	199.03	DCR|2DMG|2ASPD|1VULN|1AART	1AART|29ASPD|3FEWX|4VULN|57DMG|6RCR|8LHND|aTLV
223	21353 66213	   	199.03	DCR|2DMG|2ASPD|1VULN|1AART	1AART|29ASPD|3FEWX|4VULN|57DMG|6RCR|8LHND|aERES
224	21353 66111	   	198.93	DCR|2DMG|2ASPD|1VULN|1AART	1AART|29ASPD|3FEWX|4VULN|57DMG|6RCR|8DUST|aTLV
225	21353 66113	   	198.93	DCR|2DMG|2ASPD|1VULN|1AART	1AART|29ASPD|3FEWX|4VULN|57DMG|6RCR|8DUST|aERES
226	32611 13663	   	198.91	ACR|4VULN|1AART|1DMG|2DUR|1ZMB	15DUR|279aVULN|3RCR|4DMG|6ZMB|8AART
227	22453 13213	   	198.88	DCR|2AART|2DMG|1VULN|1ASPD	1aAART|2BEXP|35DMG|4VULN|6MBVNT|7RCR|8AME|9ASPD
228	22453 13113	   	198.78	DCR|2AART|2DMG|1VULN|1ASPD	1aAART|2BEXP|35DMG|4VULN|6MBVNT|7RCR|8TLV|9ASPD
229	32422 11425	   	198.70	DCR|2VULN|2ASPD|1DMG|1CDMG|1DUR	1DUR|24VULN|3LHND|5LIT|6DMG|7CDMG|8RCR|9aASPD
230	21163 26313	   	198.68	DCR|2AART|2DMG|1VULN|1ASPD	1aAART|2ASPD|3MBVNT|4VULN|59DMG|6ERES|7RCR|8DUST
231	22413 13418	 * 	198.68	DCR|3DMG|2VULN|1AART	1AART|2BEXP|359DMG|4DUST|6MBVNT|7RCR|8aVULN
232	22453 13318	   	198.68	DCR|3DMG|2VULN|1AART	1AART|2BEXP|359DMG|4aVULN|6MBVNT|7RCR|8DUST
233	21611 53126	   	198.65	DCR|2DMG|2ASPD|1AART|2DUR|2ZMB	1AART|27ASPD|37ZMB|4LIT|5aDUR|67DMG|7BPWR|8RCR|9LWND
234	32225 13653	   	198.65	ACR|3VULN|2DMG|1AART|2DUR|1ZMB	19DUR|27aVULN|35DMG|4RCR|6ZMB|8AART
235	32522 11425	   	198.60	DCR|2VULN|2ASPD|1DMG|1CDMG|1DUR	1DUR|24VULN|3DUST|5LIT|6DMG|7CDMG|8RCR|9aASPD
236	21163 56414	 * 	198.46	DCR|3DMG|1AART|1VULN|1ASPD	1AART|2ASPD|3MBVNT|4VULN|59aDMG|6CGEN|7RCR|8FEWX
237	21635 16212	   	198.43	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1AART|2ASPD|3ZMB|4aVULN|5DUR|6CDMG|7DUST|8RCR|9BELT
238	32522 11461	   	198.43	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|24VULN|3DUST|5LIT|6DMG|7CDMG|8RCR|9AART|aZMB
239	21163 56314	   	198.36	DCR|3DMG|1AART|1VULN|1ASPD	1AART|2ASPD|3MBVNT|4VULN|59aDMG|6CGEN|7RCR|8DUST
240	35213 23652	   	198.11	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2RMIN|34aVULN|5MLV|6DMG|7ZMB|8AART|9RCR
241	21422 64132	   	198.11	DCR|2VULN|2ASPD|1AART|1CDMG|1AAC	1AART|2aASPD|3ERES|4AAC|5aMLV|6RCR|7CDMG|8LIT|9aVULN|aBPWR
242	52221 33612	 * 	198.01	ACR|2VULN|2AART|2ASPD|1DMG|1DUR	1LHND|2aVULN|3DMG|4RCR|5DUR|69ASPD|78AART
243	21163 43816	   	197.95	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1AART|2ASPD|3MBVNT|4VULN|59DMG|6TLV|7RCR|8DUR|aSPLREG
244	21353 63216	   	197.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1AART|2ASPD|3FEWX|49VULN|5DMG|6RCR|7BELT|8MBVNT|aZMB
245	32314 11411	   	197.93	DCR|3VULN|1DMG|1CDMG|2DUR|1ZMB	13DUR|239VULN|3BPWR|4LIT|5FEWX|6DMG|7CDMG|8RCR|aZMB
246	32315 11411	   	197.93	DCR|3VULN|1ASPD|1CDMG|2DUR|1ZMB	13DUR|239VULN|3BPWR|4LIT|5ASPD|6BEXP|7CDMG|8RCR|aZMB
247	32332 11411	   	197.93	DCR|3VULN|1DMG|1CDMG|2DUR|1ZMB	13DUR|239VULN|3BPWR|4BEXP|5LIT|6DMG|7CDMG|8RCR|aZMB
248	21631 13462	 * 	197.84	ACR|3VULN|2AART|1ASPD|1CDMG|1ZMB	17AART|2ASPD|3ZMB|48aVULN|5RCR|6CDMG|9FEWX
249	32415 13251	   	197.77	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1DUR|27VULN|3LHND|45DMG|6ZMB|8AART|9RCR|aTLV
250	32415 13253	   	197.77	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1DUR|27VULN|3LHND|45DMG|6ZMB|8AART|9RCR|aERES
251	21187 31138	   	197.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1AART|2aASPD|3MBVNT|4CDMG|5DMG|6RCR|7DMSP|8LIT|9VULN
252	21187 31146	   	197.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1AART|29ASPD|3MBVNT|4CDMG|5DMG|6RCR|7DMSP|8LIT|aVULN
253	21187 38241	   	197.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1AART|29ASPD|3MBVNT|4CDMG|5DMG|6RCR|7SNIFST|8VULN|aLIT
254	21187 38242	   	197.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1AART|29ASPD|3MBVNT|4CDMG|5DMG|6RCR|7SNIFST|8VULN|aBELT
255	21187 38244	   	197.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1AART|29ASPD|3MBVNT|4CDMG|5DMG|6RCR|7SNIFST|8VULN|aFEWX
256	21353 21552	   	197.68	DCR|2VULN|2AART|1ASPD|1DMG	18AART|2ASPD|3FEWX|4aVULN|5DMG|6ERES|7CGEN|9RCR
257	32435 31251	 * 	197.67	DCR|3DMG|2VULN|1ASPD|1DUR	1DUR|29VULN|3LHND|4BEXP|579DMG|6ASPD|89LIT|9BPWR|aRCR
258	21137 42313	   	197.62	DCR|3VULN|1AART|1ASPD|1CDMG	1AART|2ASPD|3MBVNT|4SPLJET|5CDMG|67aVULN|8RCR|9AELBLL
259	21186 42313	   	197.62	DCR|3VULN|1AART|1ASPD|1CDMG	1AART|2ASPD|3MBVNT|4CDMG|5MULFIG|67aVULN|8RCR|9AELBLL
260	21433 22515	   	197.62	DCR|3VULN|1AART|1ASPD|1CDMG	1AART|2ASPD|3ERES|457VULN|69FEWX|8RCR|aCDMG
261	21187 33523	   	197.59	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1AART|28ASPD|3MBVNT|4CDMG|5DMG|6RCR|7LEGI|9LHND|aVULN
262	32312 52622	   	197.52	DCR|4VULN|1DMG|2DUR|1ZMB	13DUR|235aVULN|3BPWR|4LIT|6DMG|7MLV|8RCR|9ZMB
263	32312 53622	   	197.52	DCR|4VULN|1DMG|2DUR|1ZMB	13DUR|235aVULN|3BPWR|4LIT|6DMG|7CGEN|8RCR|9ZMB
264	21353 61611	   	197.51	DCR|2AART|2ASPD|1VULN|1DMG	18AART|29ASPD|3FEWX|4VULN|5DMG|6RCR|7LHND|aTLV
265	21353 61613	   	197.51	DCR|2AART|2ASPD|1VULN|1DMG	18AART|29ASPD|3FEWX|4VULN|5DMG|6RCR|7LHND|aERES
266	21353 65211	   	197.51	DCR|2AART|2ASPD|1VULN|1DMG	17AART|29ASPD|3FEWX|4VULN|5DMG|6RCR|8LHND|aTLV
267	21353 65213	   	197.51	DCR|2AART|2ASPD|1VULN|1DMG	17AART|29ASPD|3FEWX|4VULN|5DMG|6RCR|8LHND|aERES
268	32315 34622	   	197.49	DCR|2VULN|2DMG|1ASPD|2DUR|1ZMB	13DUR|23VULN|3BPWR|4LIT|5ASPD|6VENFST|7ZMB|89DMG|aRCR
269	21187 33533	   	197.49	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG	1AART|28ASPD|3MBVNT|4CDMG|5DMG|6RCR|7LEGI|9DUST|aVULN
270	21432 52512	   	197.45	DCR|3VULN|2AART|1ASPD	16AART|2ASPD|3ERES|47aVULN|5LWND|8RCR|9FEWX
271	21433 22542	   	197.45	DCR|3VULN|2AART|1ASPD	19AART|2ASPD|3ERES|457VULN|6FEWX|8RCR|aLWND
272	21433 22543	   	197.45	DCR|3VULN|2AART|1ASPD	19AART|2ASPD|3ERES|457VULN|6FEWX|8RCR|aAELBLL
273	21433 32525	   	197.42	DCR|3VULN|1AART|1ASPD|1CDMG	1AART|2ASPD|39ERES|457VULN|6DUST|8RCR|aCDMG
274	21353 65111	   	197.41	DCR|2AART|2ASPD|1VULN|1DMG	17AART|29ASPD|3FEWX|4VULN|5DMG|6RCR|8DUST|aTLV
275	21353 65113	   	197.41	DCR|2AART|2ASPD|1VULN|1DMG	17AART|29ASPD|3FEWX|4VULN|5DMG|6RCR|8DUST|aERES
276	21433 22541	   	197.35	DCR|3VULN|2AART|1ASPD	19AART|2ASPD|3aERES|457VULN|6FEWX|8RCR
277	21433 32542	   	197.35	DCR|3VULN|2AART|1ASPD	19AART|2ASPD|3ERES|457VULN|6DUST|8RCR|aLWND
278	21433 32543	   	197.35	DCR|3VULN|2AART|1ASPD	19AART|2ASPD|3ERES|457VULN|6DUST|8RCR|aAELBLL
279	32221 13665	   	197.31	ACR|3VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	15DUR|279VULN|3DMG|4RCR|6ZMB|8AART|aCDMG
280	21433 32541	   	197.25	DCR|3VULN|2AART|1ASPD	19AART|2ASPD|3aERES|457VULN|6DUST|8RCR
281	21433 22522	   	197.22	DCR|4VULN|1AART|1ASPD	1AART|2ASPD|3ERES|457aVULN|6FEWX|8RCR|9LWND
282	21633 55132	   	197.15	DCR|2VULN|1AART|1ASPD|1DMG|2ZMB	1AART|2ASPD|37ZMB|49VULN|5ERES|6LIT|8RCR|aDMG
283	21433 32512	   	197.12	DCR|4VULN|1AART|1ASPD	1AART|2ASPD|3ERES|457aVULN|6DUST|8RCR|9FEWX
284	52213 21252	   	197.06	DCR|3VULN|2DMG|1AART	1LHND|24aVULN|36DMG|5MLV|7BEXP|8AART|9RCR
285	21553 63214	 * 	196.96	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1AART|2ASPD|3BEXP|49VULN|5DMG|6RCR|7BELT|8MBVNT|aMDPS
286	52216 21252	   	196.96	DCR|3VULN|2DMG|1AART|1AAC	1LHND|24aVULN|36DMG|5AAC|7FEWX|8AART|9RCR
287	62213 21652	   	196.96	DCR|3VULN|2DMG|1AART	1DUST|24aVULN|36DMG|5MLV|7FEWX|8AART|9RCR
288	32221 13663	   	196.91	ACR|4VULN|1AART|1DMG|2DUR|1ZMB	15DUR|279aVULN|3DMG|4RCR|6ZMB|8AART
289	32314 11462	   	196.88	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1AAC	13DUR|23VULN|3BPWR|4LIT|5FEWX|6DMG|7CDMG|8RCR|9AART|aAAC
290	32315 11462	   	196.88	DCR|2VULN|1AART|1ASPD|1CDMG|2DUR|1AAC	13DUR|23VULN|3BPWR|4LIT|5ASPD|6BEXP|7CDMG|8RCR|9AART|aAAC
291	32332 11462	   	196.88	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1AAC	13DUR|23VULN|3BPWR|4BEXP|5LIT|6DMG|7CDMG|8RCR|9AART|aAAC
292	33212 51524	   	196.81	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1DUR|2LWND|3DMG|48VULN|5CDMG|6LIT|7RCR|9ASPD|aZMB
293	21121 33814	   	196.79	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1AART|2ASPD|3MBVNT|4RCVC|5aVULN|6BEXP|7RCR|8DUR|9DMG
294	21121 33878	   	196.79	DCR|2VULN|1AART|1ASPD|1NUKE|1DUR	1AART|2ASPD|3MBVNT|4RCVC|59VULN|6BEXP|7RCR|8DUR|aNUKE
295	21521 13814	   	196.79	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1AART|2ASPD|3BEXP|4RCVC|5aVULN|6MBVNT|7RCR|8DUR|9DMG
296	22421 13864	   	196.79	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1AART|2BEXP|3DMG|4RCVC|5aVULN|6MBVNT|7RCR|8DUR|9ASPD
297	32321 63155	   	196.76	DCR|4VULN|3DUR|1CDMG|1ZMB	13aDUR|2346VULN|3BPWR|5ZMB|7CDMG|8LWND|9RCR
298	42211 23253	   	196.30	DCR|4VULN|1ASPD|1CDMG|1DUR	1238VULN|48AME|5DUR|6CDMG|78LHND|8BPWR|9RCR|aASPD
299	32363 62523	 * 	196.29	DCR|3VULN|2AART|3DUR	135DUR|239VULN|39BPWR|4RPLT|69LHND|7aAART|8RCR
300	32363 62533	   	196.19	DCR|3VULN|2AART|3DUR	135DUR|239VULN|3BPWR|4RPLT|6LHND|7aAART|8RCR
301	21611 53113	   	196.15	DCR|2DMG|2ASPD|1AART|1CDMG|1AAC|2ZMB|1DUR	1AART|27ASPD|37ZMB|4LIT|5DUR|67DMG|7BPWR|8RCR|9AAC|aCDMG
302	42231 23253	   	196.10	DCR|4VULN|1ASPD|1CDMG|1DUR	1238VULN|48ERES|5DUR|6CDMG|78LHND|8BPWR|9RCR|aASPD
303	42622 21253	   	196.10	DCR|4VULN|1ASPD|1CDMG|1DUR	1246VULN|3DUR|5CDMG|7LHND|8CGEN|9RCR|aASPD
304	42622 22153	   	196.10	DCR|4VULN|1ASPD|1CDMG|1DUR	1246VULN|3DUR|5CDMG|7MLV|8LWND|9RCR|aASPD
305	52322 35353	 * 	196.10	DCR|4VULN|1ASPD|1NUKE|1CDMG|1DUR	13LHND|2348VULN|3BPWR|5CDMG|6DUR|7NUKE|9RCR|aASPD
306	42211 25153	   	196.10	DCR|4VULN|1ASPD|1CDMG|1DUR	1237VULN|4AME|5DUR|6CDMG|8LWND|9RCR|aASPD
307	42211 63153	   	196.10	DCR|4VULN|1ASPD|1CDMG|1DUR	1236VULN|4AME|5DUR|7CDMG|8LWND|9RCR|aASPD
308	52352 11224	 * 	196.06	DCR|2VULN|2AART|1ASPD|1CDMG	139LHND|23VULN|3BPWR|47AART|5FEWX|6CDMG|8RCR|aASPD
309	52352 11251	 * 	196.06	DCR|2VULN|2AART|1DMG|1CDMG	13LHND|23VULN|3BPWR|47AART|5FEWX|6CDMG|8RCR|9BEXP|aDMG
