0	Index      	 *	Score 	Summary	Detail	
1	13177 21362	 * 	217.60	DCR|3VULN|2AART|1DMG|1CDMG|1AAC	1AAC|2MBVNT|39aVULN|4CDMG|58AART|6RCR|7DMG
158	34236 13251	   	193.43	DCR|2VULN|2DMG|1AART|1DUR	1aDUST|2MBVNT|3aDMG|4LIT|5DUR|6RCR|7AART|8aVULN|9RMIN|aBPWR
159	22454 14811	 * 	193.31	DCR|2AART|2ASPD|1VULN|1DMG|1AAC	1ERES|2VULN|3MBVNT|4DMG|59ASPD|6AAC|7aAART|8RCR
160	22322 51634	   	193.30	DCR|4VULN|1DMG|1ASPD|1AAC	19ERES|2346VULN|5AAC|7ASPD|8RCR|aDMG
161	51123 34612	   	193.24	DCR|3VULN|3ASPD|1DUR	17CGEN|2TLV|379ASPD|467VULN|5DMSP|7BPWR|8RCR|aDUR
162	26123 34612	   	193.14	DCR|3VULN|3ASPD|1DUR	17ERES|2MLV|379ASPD|467VULN|5DMSP|7BPWR|8RCR|aDUR
163	22321 26514	   	193.12	DCR|4VULN|1AART|1ASPD	1ERES|2348VULN|5DUST|6LIT|7ASPD|9AART|aRCR
164	52232 11364	   	193.09	DCR|3DMG|2VULN|1MDPS|2DUR|1ZMB	18CGEN|25VULN|358DMG|4MDPS|58BPWR|6MBVNT|78DUR|9ZMB|aRCR
165	34251 21822	 * 	193.05	DCR|3DMG|2VULN|1NUKE|1CDMG	15DUST|2MBVNT|345DMG|5BPWR|6RCR|7NUKE|89VULN|aCDMG
166	26126 32612	   	193.04	DCR|3VULN|3ASPD|1DUR	1ERES|2MLV|379ASPD|456VULN|8RCR|aDUR
167	51126 32612	   	193.04	DCR|3VULN|3ASPD|1DUR	1CGEN|2TLV|379ASPD|456VULN|8RCR|aDUR
168	21123 34612	   	193.04	DCR|3VULN|3ASPD|1DUR	17ERES|2TLV|379ASPD|467VULN|5DMSP|7BPWR|8RCR|aDUR
169	21126 32612	   	192.94	DCR|3VULN|3ASPD|1DUR	1ERES|2TLV|379ASPD|456VULN|8RCR|aDUR
170	52321 53233	   	192.92	DCR|3VULN|1AART|1ASPD|2DUR	1CGEN|234VULN|5DUST|67DUR|8ASPD|9RCR|aAART
171	52321 53533	   	192.92	DCR|3VULN|1AART|1DMG|2DUR	1CGEN|234VULN|5DUST|67DUR|8DMG|9RCR|aAART
172	52232 26211	 * 	192.89	DCR|3VULN|3DMG|1MDPS|1SELL	189CGEN|259VULN|359DMG|4MDPS|59BPWR|6SELL|7RCR|aLWND
173	52232 26212	 * 	192.89	DCR|3VULN|3DMG|1MDPS|1SELL	189CGEN|259VULN|359DMG|4MDPS|59BPWR|6SELL|7RCR|aLIT
174	52232 26213	 * 	192.89	DCR|3VULN|3DMG|1MDPS|1SELL	189CGEN|259VULN|359DMG|4MDPS|59BPWR|6SELL|7RCR|aFEWX
175	52232 26214	 * 	192.89	DCR|3VULN|3DMG|1MDPS|1SELL	189CGEN|259VULN|359DMG|4MDPS|59BPWR|6SELL|7RCR|aRMIN
176	52232 26215	 * 	192.89	DCR|3VULN|3DMG|1MDPS|1SELL	189aCGEN|259VULN|359DMG|4MDPS|59BPWR|6SELL|7RCR
177	52163 33631	   	192.88	DCR|2VULN|2ASPD|1DMG|1ZMB|1DUR	17CGEN|27VULN|3ZMB|4LEGI|5LIT|67ASPD|7BPWR|8RCR|9DUR|aDMG
178	65113 12263	   	192.83	DCR|3VULN|2DMG|2DUR	1BELT|2TLV|35DUR|459VULN|5BPWR|6RCR|7AME|8aDMG
179	13154 22337	   	192.78	DCR|2VULN|2DMG|1AART|2DUR|1AAC	1AAC|2MBVNT|37VULN|47DMG|5RPLT|67DUR|7BPWR|8LHND|9RCR|aAART
180	65113 11263	   	192.73	DCR|3VULN|2DMG|2DUR	1BELT|2TLV|35DUR|459VULN|5BPWR|6RCR|7ERES|8aDMG
181	22163 33631	   	192.68	DCR|2VULN|2ASPD|1DMG|1ZMB|1DUR	17ERES|27VULN|3ZMB|4LEGI|5LIT|67ASPD|7BPWR|8RCR|9DUR|aDMG
182	52232 26361	 * 	192.65	DCR|3VULN|3DMG|1MDPS|2SELL	19CGEN|259VULN|359DMG|4MDPS|59BPWR|68SELL|7RCR|aRPLT
183	52232 26363	 * 	192.65	DCR|3VULN|3DMG|1MDPS|2SELL	19CGEN|259VULN|359DMG|4MDPS|59BPWR|68SELL|7RCR|aLWND
184	52232 26362	 * 	192.55	DCR|3VULN|3DMG|1MDPS|2SELL	19CGEN|259VULN|359DMG|4MDPS|59BPWR|68SELL|7RCR|aDLOT
185	52326 52112	   	192.09	DCR|3VULN|1ASPD|1DMG|1ZMB	1CGEN|234VULN|5RCVC|6RCR|7ASPD|8BEXP|9DMG|aZMB
186	13177 21182	   	191.99	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1AAC|2MBVNT|39VULN|4CDMG|5AART|6RCR|7DMG|8DUR|aAELBLL
187	13177 21183	   	191.99	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1AAC|2MBVNT|39VULN|4CDMG|5AART|6RCR|7DMG|8DUR|aLHND
188	13177 24372	   	191.99	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1AAC|2MBVNT|37VULN|4CDMG|5AART|6RCR|8DMG|9DUR|aAELBLL
189	13177 24373	   	191.99	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1AAC|2MBVNT|37VULN|4CDMG|5AART|6RCR|8DMG|9DUR|aLHND
190	33663 17241	   	191.99	DCR|2VULN|2ASPD|1AART|1ZMB	1aDUST|2LEGI|3aASPD|4MBVNT|5LIT|6RCR|7ZMB|8AART|9aVULN|aBPWR
191	13471 21187	   	191.89	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1AAC|2MBVNT|3DUST|4CDMG|5AART|6RCR|7DMG|8DUR|9aVULN
192	13177 21113	   	191.89	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1AAC|2MBVNT|3aVULN|4CDMG|5AART|6RCR|7DMG|8DUR|9BASARM
193	13177 21137	   	191.89	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1AAC|2MBVNT|3aVULN|4CDMG|5AART|6RCR|7DMG|8DUR|9DUST
194	13177 21163	   	191.89	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1AAC|2MBVNT|3aVULN|4CDMG|5AART|6RCR|7DMG|8DUR|9ERES
195	13177 21181	   	191.89	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1AAC|2MBVNT|39VULN|4CDMG|5AART|6RCR|7DMG|8DUR|aAIRARM
196	13177 24371	   	191.89	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1AAC|2MBVNT|37VULN|4CDMG|5AART|6RCR|8DMG|9DUR|aAIRARM
197	22324 52112	   	191.89	DCR|3VULN|1ASPD|1DMG|1ZMB	15ERES|234VULN|6RCR|7ASPD|8BEXP|9DMG|aZMB
198	22324 52612	   	191.79	DCR|3VULN|1ASPD|1DMG|1ZMB	15ERES|234VULN|6RCR|7ASPD|8LEGI|9DMG|aZMB
199	22223 54631	   	191.78	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1ERES|2VULN|3DMG|4AART|5LWND|6RCR|7ASPD|8CDMG|9MULARM|aDUR
200	21123 34635	   	191.77	DCR|3VULN|2ASPD|1DMG	179ERES|2TLV|37ASPD|467VULN|5DMSP|7BPWR|8RCR|aDMG
201	13177 24242	   	191.75	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR|1SELL	1AAC|2MBVNT|37VULN|4CDMG|5AART|6RCR|8SELL|9DUR|aDMG
202	13177 24246	   	191.75	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1DUR|1SELL	1AAC|2MBVNT|37VULN|4CDMG|5AART|6RCR|8SELL|9DUR|aASPD
203	52452 21422	   	191.70	DCR|3VULN|1AART|1DMG|1ZMB	1CGEN|29aVULN|3MBVNT|4DMG|5AART|6LHND|7ZMB|8RCR
204	13177 21834	   	191.68	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1AAC|2MBVNT|3VULN|4CDMG|5AART|6RCR|7DMG|8LIT|9DUR|aASPD
205	21126 32634	   	191.67	DCR|3VULN|2ASPD|1DMG	19ERES|2TLV|37ASPD|456VULN|8RCR|aDMG
206	22324 11614	   	191.67	DCR|3VULN|2ASPD|1DMG	15ERES|234VULN|6TLV|79ASPD|8RCR|aDMG
207	16326 34231	 * 	191.64	DCR|5VULN|3ZMB|1AAC	1AAC|278ZMB|37aERES|4567aVULN|7aBPWR|9RCR
208	16326 34233	   	191.64	DCR|5VULN|3ZMB|1AAC	1AAC|278ZMB|37ERES|4567aVULN|7BPWR|9RCR
209	22452 21422	   	191.60	DCR|3VULN|1AART|1DMG|1ZMB	1ERES|29aVULN|3MBVNT|4DMG|5AART|6LHND|7ZMB|8RCR
210	22223 53624	   	191.60	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	1ERES|2VULN|3DMG|49AART|5LWND|6RCR|7FEWX|8DUR|aASPD
211	11471 26342	   	191.60	DCR|2DMG|2ASPD|1AART|1CDMG|1AAC	1AAC|29FEWX|3MBVNT|4CDMG|5AART|6RCR|79ASPD|89DMG|9BPWR|aBEXP
212	11471 26343	   	191.60	DCR|2DMG|2ASPD|1AART|1CDMG|1AAC	1AAC|29FEWX|3MBVNT|4CDMG|5AART|6RCR|79ASPD|89DMG|9BPWR|aVENFST
213	11471 26344	   	191.60	DCR|2DMG|2ASPD|1AART|1CDMG|1AAC	1AAC|29FEWX|3MBVNT|4CDMG|5AART|6RCR|79ASPD|89DMG|9BPWR|aLIT
214	13271 26342	   	191.60	DCR|2DMG|2ASPD|1AART|1CDMG|1AAC	1AAC|2MBVNT|39aBEXP|4CDMG|5AART|6RCR|79ASPD|89DMG|9BPWR
215	13271 26343	   	191.60	DCR|2DMG|2ASPD|1AART|1CDMG|1AAC	1AAC|2MBVNT|39BEXP|4CDMG|5AART|6RCR|79ASPD|89DMG|9BPWR|aLWND
216	13271 26344	   	191.60	DCR|2DMG|2ASPD|1AART|1CDMG|1AAC	1AAC|2MBVNT|39BEXP|4CDMG|5AART|6RCR|79ASPD|89DMG|9BPWR|aRPLT
217	13271 26346	   	191.60	DCR|2DMG|2ASPD|1AART|1CDMG|1AAC	1AAC|2MBVNT|39BEXP|4CDMG|5AART|6RCR|79ASPD|89DMG|9BPWR|aRCVC
218	13271 26347	   	191.60	DCR|2DMG|2ASPD|1AART|1CDMG|1AAC	1AAC|2MBVNT|39BEXP|4CDMG|5AART|6RCR|79ASPD|89DMG|9BPWR|aBELT
219	13176 18213	   	191.59	DCR|3VULN|2ASPD|2CDMG|1AAC	1AAC|2MBVNT|379VULN|49CDMG|5LWND|6BEXP|89ASPD|9BPWR|aRCR
220	13177 21116	   	191.58	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1AAC|2MBVNT|3VULN|4CDMG|5AART|6RCR|7DMG|8DUR|9BASARM|aASPD
221	13136 21213	   	191.55	DCR|2VULN|2DMG|1CDMG|2ZMB|1AAC|1DUR	1AAC|2MBVNT|39VULN|4RMIN|59ZMB|6DUR|7CDMG|89DMG|9BPWR|aRCR
222	21123 34616	   	191.51	DCR|3VULN|3ASPD|1AAC	17ERES|2TLV|379ASPD|467VULN|5DMSP|7BPWR|8RCR|aAAC
223	11471 26341	   	191.50	DCR|2DMG|2ASPD|1AART|1CDMG|1AAC|1MSE	1AAC|29FEWX|3MBVNT|4CDMG|5AART|6RCR|79ASPD|89DMG|9BPWR|aMSE
224	13271 26341	   	191.50	DCR|2DMG|2ASPD|1AART|1CDMG|1AAC|1MSE	1AAC|2MBVNT|39BEXP|4CDMG|5AART|6RCR|79ASPD|89DMG|9BPWR|aMSE
225	22126 61343	   	191.46	DCR|2VULN|2DMG|1AART|1ZMB	1ERES|25VULN|3ZMB|4AART|6FEWX|7LIT|8RCR|9aDMG
226	34466 41334	   	191.44	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1DUST|2MBVNT|35AART|4ASPD|6CDMG|7LWND|8DMG|9VULN|aRCR
227	34466 43334	   	191.44	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1DUST|2MBVNT|35AART|4ASPD|6CDMG|7BEXP|8DMG|9VULN|aRCR
228	34313 32511	   	191.43	DCR|3VULN|2DMG|1CDMG	19DUST|2MBVNT|3FEWX|49DMG|5BELT|679VULN|8RCR|9BPWR|aCDMG
229	21126 32616	   	191.41	DCR|3VULN|3ASPD|1AAC	1ERES|2TLV|379ASPD|456VULN|8RCR|aAAC
230	22322 51524	   	191.40	DCR|4VULN|1ASPD|1DMG|1AAC	1ERES|2346VULN|5AAC|7ASPD|8AELBLL|9RCR|aDMG
231	52322 53224	 * 	191.40	DCR|4VULN|2AAC|1ASPD|1DMG	1CGEN|2346VULN|57AAC|8ASPD|9RCR|aDMG
232	22126 41343	   	191.36	DCR|2VULN|2DMG|1AART|1ZMB	1ERES|25VULN|3ZMB|4AART|6DUST|7LIT|8RCR|9aDMG
233	22352 61343	   	191.36	DCR|2VULN|2DMG|1AART|1ZMB	1ERES|23VULN|4DUST|5AART|6ZMB|7LIT|8RCR|9aDMG
234	22322 53224	   	191.30	DCR|4VULN|2AAC|1DMG|1ASPD	1ERES|2346VULN|57AAC|8ASPD|9RCR|aDMG
235	22322 56224	   	191.30	DCR|4VULN|1DMG|1ASPD|1AAC	17ERES|2346VULN|5AAC|8ASPD|9RCR|aDMG
236	13611 21257	   	191.26	DCR|2AART|1VULN|1ASPD|1DMG|1AAC|1DUR|1SELL	1AAC|2MBVNT|3SELL|4DUR|58AART|6RCR|7DMG|9ASPD|aVULN
237	26126 35221	   	191.24	DCR|3VULN|2DMG|1ASPD	1ERES|2MLV|3ASPD|456VULN|79DMG|8RCVC|aRCR
238	51126 35221	   	191.24	DCR|3VULN|2DMG|1ASPD	1CGEN|2TLV|3ASPD|456VULN|79DMG|8RCVC|aRCR
239	21126 35221	   	191.14	DCR|3VULN|2DMG|1ASPD	1ERES|2TLV|3ASPD|456VULN|79DMG|8RCVC|aRCR
240	52232 26411	 * 	191.11	DCR|3DMG|2VULN|1MDPS|1CDMG|1SELL	1CGEN|25VULN|35aDMG|4MDPS|5BPWR|6SELL|7RCR|8CDMG|9BEXP
241	52232 26431	 * 	191.11	DCR|3DMG|2VULN|1MDPS|1CDMG|1SELL	1CGEN|25VULN|35aDMG|4MDPS|5BPWR|6SELL|7RCR|8CDMG|9LIT
242	14245 33213	 * 	191.03	DCR|2DMG|2ASPD|1VULN|2CDMG|1NUKE|1AAC	1AAC|29CDMG|3BEXP|49DMG|5VULN|6LHND|7NUKE|89ASPD|9BPWR|aRCR
243	22324 61611	   	190.35	DCR|3VULN|2ASPD|1ZMB|1DUR	15ERES|234VULN|6ZMB|79ASPD|8RCR|aDUR
244	52326 52221	   	190.06	DCR|3VULN|1ASPD|1DMG|1DUR	1CGEN|234VULN|58RCVC|6RCR|7ASPD|9DMG|aDUR
245	13154 24418	   	189.99	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1AAC|2MBVNT|38VULN|4DMG|5RPLT|6DUR|7RCR|9CDMG|aAART
246	34715 11421	 * 	189.96	DCR|2VULN|2ASPD|1AART|1NUKE|1DUR	1aDUST|2MBVNT|3aASPD|4DUR|5LIT|6RCR|7NUKE|8aVULN|9AART|aBPWR
247	34736 11421	   	189.96	DCR|2VULN|2ASPD|1AART|1NUKE|1DUR	1aDUST|2MBVNT|3aASPD|4LIT|5DUR|6RCR|7NUKE|8aVULN|9AART|aBPWR
248	21123 34524	   	189.87	DCR|3VULN|2ASPD|1DMG	17ERES|2TLV|37ASPD|467VULN|5DMSP|7BPWR|8AELBLL|9RCR|aDMG
249	22324 52115	   	189.86	DCR|3VULN|1ASPD|1DMG|1DUR	15ERES|234VULN|6RCR|7ASPD|8BEXP|9DMG|aDUR
250	22324 52221	   	189.86	DCR|3VULN|1ASPD|1DMG|1DUR	15ERES|234VULN|6RCR|7ASPD|8RCVC|9DMG|aDUR
251	34215 44231	   	189.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUST|2MBVNT|3DMG|4DUR|5LIT|67VULN|8AART|9RCR|aASPD
252	34236 44231	   	189.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUST|2MBVNT|3DMG|4LIT|5DUR|67VULN|8AART|9RCR|aASPD
253	34615 44231	   	189.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUST|2MBVNT|3DUR|4DMG|5LIT|67VULN|8AART|9RCR|aASPD
254	34715 44233	   	189.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUST|2MBVNT|3ASPD|4DUR|5LIT|67VULN|8AART|9RCR|aDMG
255	34715 44234	   	189.81	DCR|2VULN|1AART|1ASPD|1NUKE|1DUR	1DUST|2MBVNT|3ASPD|4DUR|5LIT|67VULN|8AART|9RCR|aNUKE
256	34736 44233	   	189.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUST|2MBVNT|3ASPD|4LIT|5DUR|67VULN|8AART|9RCR|aDMG
257	34736 44234	   	189.81	DCR|2VULN|1AART|1ASPD|1NUKE|1DUR	1DUST|2MBVNT|3ASPD|4LIT|5DUR|67VULN|8AART|9RCR|aNUKE
258	13372 74215	   	189.81	DCR|2VULN|2CDMG|1ASPD|1DMG|1AAC|1DUR	1AAC|2MBVNT|3LHND|46CDMG|56VULN|6BPWR|7ASPD|8DMG|9RCR|aDUR
259	34463 45233	   	189.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUST|2MBVNT|3AART|4ASPD|5LIT|68VULN|7DUR|9RCR|aDMG
260	34463 45234	   	189.81	DCR|2VULN|1AART|1ASPD|1NUKE|1DUR	1DUST|2MBVNT|3AART|4ASPD|5LIT|68VULN|7DUR|9RCR|aNUKE
261	62612 32322	   	189.79	DCR|4VULN|1ASPD|1CDMG|1AAC	1BELT|2AAC|35FEWX|4579VULN|5BPWR|6ASPD|8RCR|aCDMG
262	21126 32524	   	189.77	DCR|3VULN|2ASPD|1DMG	1ERES|2TLV|37ASPD|456VULN|8AELBLL|9RCR|aDMG
263	34236 13281	   	189.75	DCR|2ASPD|1AART|1VULN|1DMG|1DUR	1aDUST|2MBVNT|3DMG|4aLIT|5DUR|6RCR|7AART|8VULN|9aASPD|aBPWR
264	22242 54311	   	189.75	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1ERES|2VULN|3DMG|4LHND|5AART|6RCR|79ASPD|8RMIN|aDUR
265	13177 21345	   	189.71	DCR|2AART|1VULN|1DMG|1CDMG|1AAC|1ZMB	1AAC|2MBVNT|3VULN|4CDMG|58AART|6RCR|7DMG|9CGEN|aZMB
266	22262 51612	   	189.71	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|2VULN|3DMG|4LEGI|5aAART|6RCR|7ZMB|8CDMG|9BEXP
267	62511 42322	   	189.69	DCR|4VULN|1ASPD|1CDMG|1AAC	1BELT|2AAC|3469VULN|5ASPD|7FEWX|8RCR|aCDMG
268	22125 51343	   	189.63	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB	1ERES|2VULN|3ZMB|45AART|6BEXP|7LIT|8RCR|9DMG|aASPD
269	62212 32322	   	189.59	DCR|4VULN|1ASPD|1CDMG|1AAC	1BELT|2AAC|35DUST|4579VULN|5BPWR|6ASPD|8RCR|aCDMG
270	22322 51636	   	189.49	DCR|4VULN|1ASPD|1CDMG|1AAC	19ERES|2346VULN|5AAC|7ASPD|8RCR|aCDMG
271	13154 24871	   	189.45	DCR|2VULN|2ASPD|1DMG|2DUR|1AAC|1SELL	1AAC|2MBVNT|3aVULN|4DMG|5RPLT|6aDUR|7RCR|8SELL|9aASPD|aBPWR
272	21126 35261	   	189.40	DCR|4VULN|1ASPD|1DMG	1ERES|2TLV|3ASPD|4569VULN|7DMG|8RCVC|aRCR
273	34447 21164	   	189.34	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	19DUST|2MBVNT|3AART|4CGEN|59VULN|6CDMG|7DMG|89DUR|9BPWR|aRCR
274	13177 21247	   	189.20	DCR|2DMG|1VULN|1AART|1CDMG|1AAC|1DUR	1AAC|2MBVNT|3VULN|4CDMG|5AART|6RCR|7aDMG|8BELT|9DUR
275	34233 61115	   	189.15	DCR|3DMG|2VULN|1CDMG	1DUST|2MBVNT|356DMG|4LIT|7CDMG|8RCR|9aVULN
276	22325 43231	   	189.13	DCR|4VULN|2DMG	18ERES|2348VULN|5FEWX|6LHND|78DMG|8BPWR|9RCR|aLWND
277	22325 43234	   	189.13	DCR|4VULN|2DMG	18ERES|2348VULN|5aFEWX|6LHND|78DMG|8BPWR|9RCR
278	22325 43235	   	189.13	DCR|4VULN|2DMG	18ERES|2348VULN|5FEWX|6LHND|78DMG|8BPWR|9RCR|aRCVC
279	22325 43236	   	189.13	DCR|4VULN|2DMG	18ERES|2348VULN|5FEWX|6LHND|78DMG|8BPWR|9RCR|aRPLT
280	22321 53536	   	189.11	DCR|3VULN|1ASPD|1DMG|2DUR	1ERES|234VULN|5DUST|67DUR|8DMG|9RCR|aASPD
281	22452 43472	 * 	189.05	DCR|2AART|2DMG|1VULN|1ZMB	1ERES|2VULN|3MBVNT|4aDMG|58AART|6CGEN|7RCR|9ZMB
282	13118 43821	   	189.03	DCR|3VULN|2DMG|1AAC|2ZMB	1AAC|2MBVNT|37aVULN|4RCVC|57ZMB|67aVENFST|7aBPWR|8RCR|9aDMG
283	22325 43232	   	189.03	DCR|4VULN|2DMG	18aERES|2348VULN|5FEWX|6LHND|78DMG|8BPWR|9RCR
284	11255 12213	   	188.64	DCR|2VULN|2ASPD|1DMG|1AAC|1ZMB|1DUR|1SELL	1AAC|29FEWX|3DMG|4SELL|59VULN|6ZMB|7DUR|89ASPD|9BPWR|aRCR
285	16113 63633	   	188.52	DCR|2DMG|2ASPD|1VULN|1AAC|1ZMB	1AAC|2ZMB|37ASPD|4LWND|5aDMG|6VULN|8RCR|9SPLREG
286	14612 33623	   	188.21	DCR|3VULN|2CDMG|1DMG|1AAC	1AAC|2aCDMG|367VULN|4DMSP|5SPLREG|8RCR|9DMG
287	13146 21213	   	188.09	DCR|2VULN|2ASPD|1CDMG|1AAC|2ZMB|1DUR	1AAC|2MBVNT|39VULN|4ERES|59ZMB|6DUR|7CDMG|89ASPD|9BPWR|aRCR
288	13186 21213	   	188.09	DCR|2VULN|2ASPD|1CDMG|2ZMB|1AAC|1DUR	1AAC|2MBVNT|39VULN|4TLV|59ZMB|6DUR|7CDMG|89ASPD|9BPWR|aRCR
289	51123 34511	   	188.07	DCR|3VULN|2ASPD|1DMG	17CGEN|2TLV|37ASPD|467VULN|5DMSP|7BPWR|8AELBLL|9DMG|aRCR
290	21123 34652	   	188.06	DCR|3VULN|2ASPD|1CDMG	17ERES|2TLV|37ASPD|467VULN|5DMSP|7BPWR|8RCR|9RPLT|aCDMG
291	62312 34213	   	188.01	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1BELT|2AAC|35LWND|45VULN|5BPWR|6ASPD|7DUR|8DMG|9AART|aRCR
292	32522 12361	   	187.99	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1DUST|2BASFIG|37VULN|4BEXP|5ASPD|6AART|8RCR|9CDMG|aDUR
293	26123 34511	   	187.97	DCR|3VULN|2ASPD|1DMG	17ERES|2MLV|37ASPD|467VULN|5DMSP|7BPWR|8AELBLL|9DMG|aRCR
294	14145 12213	   	187.97	DCR|2ASPD|1VULN|1DMG|1CDMG|2ZMB|1AAC|1DUR	1AAC|2CDMG|39LWND|4DMG|5VULN|69ZMB|7DUR|89ASPD|9BPWR|aRCR
295	14245 12213	   	187.97	DCR|2ASPD|1VULN|1DMG|1CDMG|2ZMB|1AAC|1DUR	1AAC|2CDMG|39BEXP|4DMG|5VULN|69ZMB|7DUR|89ASPD|9BPWR|aRCR
296	65113 15213	   	187.96	DCR|2VULN|1AART|1DMG|2DUR|1AAC	1BELT|2TLV|35DUR|45VULN|5BPWR|6RCR|7RMIN|8DMG|9AART|aAAC
297	21126 32652	   	187.96	DCR|3VULN|2ASPD|1CDMG	1ERES|2TLV|37ASPD|456VULN|8RCR|9RPLT|aCDMG
298	21123 34511	   	187.87	DCR|3VULN|2ASPD|1DMG	17ERES|2TLV|37ASPD|467VULN|5DMSP|7BPWR|8AELBLL|9DMG|aRCR
299	26126 32511	   	187.87	DCR|3VULN|2ASPD|1DMG	1ERES|2MLV|37ASPD|456VULN|8AELBLL|9DMG|aRCR
300	51126 32511	   	187.87	DCR|3VULN|2ASPD|1DMG	1CGEN|2TLV|37ASPD|456VULN|8AELBLL|9DMG|aRCR
301	65113 11213	   	187.86	DCR|2VULN|1AART|1DMG|2DUR|1AAC	1BELT|2TLV|35DUR|45VULN|5BPWR|6RCR|7ERES|8DMG|9AART|aAAC
302	21126 32636	   	187.86	DCR|3VULN|2ASPD|1CDMG	19ERES|2TLV|37ASPD|456VULN|8RCR|aCDMG
303	22324 11616	   	187.86	DCR|3VULN|2ASPD|1CDMG	15ERES|234VULN|6TLV|79ASPD|8RCR|aCDMG
304	22223 55225	   	187.79	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1ERES|2VULN|3DMG|4aAART|5LWND|6RCR|7MULFIG|8CDMG|9DUR
305	22122 54314	   	187.78	DCR|2AART|2ASPD|1VULN|1ZMB	1ERES|2VULN|3ZMB|4aAART|5LHND|6RCR|79ASPD|8RMIN
306	21126 32511	   	187.77	DCR|3VULN|2ASPD|1DMG	1ERES|2TLV|37ASPD|456VULN|8AELBLL|9DMG|aRCR
307	13377 53343	   	187.76	DCR|3VULN|1AART|1CDMG|1AAC|1DUR	1AAC|2MBVNT|3LHND|4CDMG|5AART|6DUR|7RCR|89aVULN
308	13177 24241	   	187.76	DCR|2VULN|2AART|1CDMG|1AAC|1DUR|1SELL	1AAC|2MBVNT|37VULN|4CDMG|5aAART|6RCR|8SELL|9DUR
309	52472 14211	   	187.70	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1CGEN|2VULN|3MBVNT|4CDMG|5TLV|6ZMB|7ASPD|8DMG|9RCR|aAART
310	52473 14111	   	187.70	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1AAC|1ZMB	1CGEN|2VULN|3MBVNT|4CDMG|5DMG|6ZMB|7ASPD|8AAC|9RCR|aAART
311	52473 14211	 * 	187.70	DCR|1AART|1VULN|1ASPD|1DMG|1NUKE|1CDMG|1ZMB	1CGEN|2VULN|3MBVNT|4CDMG|5DMG|6ZMB|7ASPD|8NUKE|9RCR|aAART
312	13177 21372	   	187.69	DCR|2AART|1VULN|1DMG|1CDMG|1AAC|1DUR	1AAC|2MBVNT|3VULN|4CDMG|58AART|6RCR|7DMG|9DUR|aAELBLL
313	13177 21373	   	187.69	DCR|2AART|1VULN|1DMG|1CDMG|1AAC|1DUR	1AAC|2MBVNT|3VULN|4CDMG|58AART|6RCR|7DMG|9DUR|aLHND
314	21126 34623	   	187.66	DCR|4VULN|2ASPD	17ERES|2TLV|37ASPD|4567VULN|7BPWR|8RCR|9BEXP|aLHND
315	52322 51612	   	187.66	DCR|4VULN|2ASPD|1AAC	1CGEN|2346VULN|5AAC|79ASPD|8RCR|aBELT
316	52322 51613	   	187.66	DCR|4VULN|2ASPD|1AAC	1CGEN|2346VULN|5AAC|79ASPD|8RCR|aMLV
317	13154 24461	   	187.62	DCR|2VULN|2DMG|1ASPD|1AAC|1DUR	1AAC|2MBVNT|38VULN|4aDMG|5RPLT|6DUR|7RCR|9ASPD
