0	Index      	Bounty	 *	Score 	Summary	Detail	
1	42214 33241	10	 * 	284.01	DCR|4VULN|2DMG|2CDMG|1DUR|2LIT	137aVULN|23CDMG|3aBPWR|4aLIT|5DUR|6CGEN|8RCR|9aDMG
161	66111 13112	9	 * 	257.44	DCR|3DUR|1VULN|2DMG|2TLV|1CDMG	18DMG|2LIT|38TLV|4ERES|5CDMG|689DUR|7RCR|8BPWR|aVULN
162	66111 13113	10	   	257.44	DCR|3DUR|1VULN|2DMG|2TLV|1CDMG	18DMG|2LIT|38TLV|4ERES|5CDMG|689DUR|7RCR|8BPWR|aVULN
163	66111 13152	8	   	257.44	DCR|3DUR|1VULN|2DMG|2TLV|1CDMG	18DMG|2LIT|38TLV|4ERES|5CDMG|689DUR|7RCR|8BPWR|aVULN
164	42234 31122	9	   	257.40	DCR|4VULN|1TLV|2CDMG|1DUR	1389VULN|23CDMG|3BPWR|4ERES|5RMIN|6RCR|7DUR|aTLV
165	45331 13233	3	   	257.39	DCR|4VULN|2DMG|1DUR	1347VULN|2LWND|57DMG|67BEXP|7BPWR|8ASPD|9RCR|aDUR
166	41224 53233	1	   	257.29	DCR|4VULN|2DMG|1DUR	1267VULN|3DUST|47LWND|57DMG|7BPWR|8ASPD|9RCR|aDUR
167	43224 53233	1	   	257.29	DCR|4VULN|2DMG|1DUR	1267VULN|27BPWR|3DUST|47LWND|57DMG|8ASPD|9RCR|aDUR
168	12522 34512	5	   	257.26	DCR|2VULN|3DUR|2DMG|1TLV	1MBVNT|278DUR|38VULN|4BEXP|5LWND|68DMG|8BPWR|9TLV|aRCR
169	12522 44512	6	   	257.26	DCR|2VULN|3DUR|2DMG|1TLV	1MBVNT|278DUR|38VULN|4BEXP|5LWND|68DMG|8BPWR|9TLV|aRCR
170	12552 34512	3	   	257.26	DCR|2VULN|3DUR|2DMG|1TLV	1MBVNT|278DUR|38VULN|4LWND|5FEWX|68DMG|8BPWR|9TLV|aRCR
171	12563 34512	5	   	257.26	DCR|2VULN|3DUR|2DMG|1TLV	1MBVNT|278DUR|38VULN|4FEWX|5LWND|68DMG|8BPWR|9TLV|aRCR
172	12563 44512	6	   	257.26	DCR|2VULN|3DUR|2DMG|1TLV	1MBVNT|278DUR|38VULN|4FEWX|5LWND|68DMG|8BPWR|9TLV|aRCR
173	11447 51533	4	   	257.24	DCR|3VULN|3DMG|1DUR|1CDMG	1MBVNT|28LHND|358VULN|458DMG|58BPWR|6RCR|7LEGI|9CDMG|aDUR
174	45331 23233	3	   	257.19	DCR|4VULN|2DMG|1DUR	1347VULN|2LWND|57DMG|67DUST|7BPWR|8ASPD|9RCR|aDUR
175	14485 48341	10	 * 	257.07	DCR|3VULN|3DMG|3LIT|1AART	1MBVNT|29aLIT|3LWND|4AART|59aVULN|6RCR|7RMIN|89aDMG|9aBPWR
176	14381 44341	10	   	257.07	DCR|3VULN|3DMG|3LIT|1AART	1MBVNT|29aLIT|39aVULN|4AART|5LWND|6RCR|7ZMB|89aDMG|9aBPWR
177	12543 27543	7	   	257.06	DCR|2VULN|3DUR|2DMG|1TLV	1MBVNT|269DUR|37VULN|45DMG|8RCR|aTLV
178	52136 53322	8	   	256.90	DCR|4VULN|3DMG	1DMSP|28CGEN|358DMG|4568VULN|58BPWR|7BELT|9RCR|aLIT
179	41331 13241	10	   	256.54	DCR|3VULN|2DMG|1DUR|2LIT|1CDMG	17aVULN|24CGEN|3aLIT|5CDMG|6DUR|8RCR|9aDMG|aBPWR
180	42221 31115	8	   	256.52	DCR|3VULN|1TLV|1DMG|2CDMG|1DUR	138VULN|23CDMG|3BPWR|4RCVC|5BEXP|6RCR|7DUR|9DMG|aTLV
181	42221 31145	9	   	256.52	DCR|3VULN|1TLV|1DMG|2CDMG|1DUR	138VULN|23CDMG|3BPWR|4RCVC|5BEXP|6RCR|7DUR|9DMG|aTLV
182	42242 31115	8	   	256.52	DCR|3VULN|1TLV|1DMG|2CDMG|1DUR	138VULN|23CDMG|3BPWR|4BEXP|5DMSP|6RCR|7DUR|9DMG|aTLV
183	42328 46111	2	   	256.48	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	17VULN|2CDMG|3MBVNT|47TLV|57DUR|6RCVC|7BPWR|8ASPD|9DMG|aRCR
184	12571 43542	4	   	256.45	DCR|3VULN|2DUR|1DMG|1CDMG|1AART	1MBVNT|24DUR|34aVULN|4BPWR|5AART|6CDMG|7DMG|8RCR|9LIT
185	62366 13344	5	   	256.44	DCR|3VULN|2DMG|1DUR|2LIT|1CDMG	17DMG|2RMIN|37LIT|4MBVNT|578VULN|6RCR|7BPWR|9CDMG|aDUR
186	12363 84424	9	   	256.42	DCR|2VULN|3DUR|1TLV|2LIT|1CDMG	1MBVNT|24aDUR|3ASPD|5aVULN|6CDMG|7RCR|8TLV|9aLIT|aBPWR
187	42328 54111	2	   	256.38	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	16VULN|2CDMG|3MBVNT|47TLV|56DUR|6BPWR|8ASPD|9DMG|aRCR
188	42235 41111	8	   	256.32	DCR|3VULN|1TLV|1DMG|2CDMG|1DUR	138VULN|23CDMG|3BPWR|4ERES|5MBVNT|6TLV|7DUR|9DMG|aRCR
189	42235 41151	9	   	256.32	DCR|3VULN|1TLV|1DMG|2CDMG|1DUR	138VULN|23CDMG|3BPWR|4ERES|5MBVNT|6TLV|7DUR|9DMG|aRCR
190	42411 21261	2	   	256.32	DCR|3VULN|1TLV|1DMG|2CDMG|1DUR	179VULN|25CDMG|3DUR|4DLOT|6DMG|8TLV|aRCR
191	42243 61232	10	   	256.31	DCR|3VULN|2DMG|2CDMG|1DUR	136VULN|23CDMG|36BPWR|48BEXP|56DMG|7RCR|9ASPD|aDUR
192	42134 21324	8	   	256.27	DCR|3VULN|2DMG|2DUR|1CDMG	16aVULN|2CDMG|3RPLT|4aDMG|5LWND|7BEXP|8RCR|9aDUR|aBPWR
193	12373 26821	10	   	256.24	DCR|2VULN|2DUR|1TLV|1DMG|2ASPD|1CDMG	1MBVNT|28DUR|38ASPD|4FEWX|5DMG|6RCR|78VULN|8BPWR|9TLV|aCDMG
194	12373 26822	9	   	256.24	DCR|2VULN|2DUR|1TLV|1DMG|2ASPD|1CDMG	1MBVNT|28DUR|38ASPD|4FEWX|5DMG|6RCR|78VULN|8BPWR|9TLV|aCDMG
195	51323 26621	4	   	256.23	DCR|3VULN|3DUR|3LIT|1AART	1DMSP|27aDUR|37aLIT|4ZMB|5ASPD|67aVULN|7aBPWR|8AART|9RCR
196	42243 61131	7	   	256.21	DCR|3VULN|2DMG|2CDMG|1DUR	136VULN|23CDMG|36BPWR|4BEXP|56DMG|7RCR|8ASPD|9DUST|aDUR
197	12134 23534	6	   	256.17	DCR|3VULN|2DMG|2DUR|1CDMG	1MBVNT|28DUR|3ZMB|48DMG|589VULN|6RCR|7RMIN|8BPWR|aCDMG
198	12134 27534	7	   	256.17	DCR|3VULN|2DMG|2DUR|1CDMG	1MBVNT|28DUR|3ZMB|48DMG|589VULN|6RCR|7RMIN|8BPWR|aCDMG
199	42213 34143	8	   	256.01	DCR|4VULN|1TLV|2CDMG|2LIT	1357VULN|23CDMG|3BPWR|49LIT|6DUST|8TLV|aRCR
200	12573 33731	4	   	255.97	DCR|3VULN|2DMG|2DUR|1CDMG	1MBVNT|24DUR|347VULN|4BPWR|5CDMG|68DMG|9DUST|aRCR
201	42616 22231	2	   	255.97	DCR|2VULN|2DUR|1TLV|1DMG|2CDMG|1AART	15VULN|28CDMG|3AART|47DUR|6DMG|9TLV|aRCR
202	42615 21231	2	   	255.97	DCR|2VULN|2DUR|1TLV|1DMG|2CDMG|1AART	17VULN|28CDMG|3AART|45DUR|6DMG|9TLV|aRCR
203	12173 26821	8	   	255.95	DCR|3VULN|3DUR|2DMG	1MBVNT|289DUR|38aZMB|4FEWX|5aDMG|6RCR|78aVULN|8aBPWR
204	12573 15423	7	   	255.85	DCR|3VULN|3DUR|2DMG	1MBVNT|248DUR|348VULN|48BPWR|5CGEN|6FEWX|78DMG|9MLV|aRCR
205	12373 26823	10	   	255.82	DCR|2VULN|3DUR|1TLV|1DMG|2ASPD	1MBVNT|28aDUR|38ASPD|4FEWX|5DMG|6RCR|78VULN|8BPWR|9TLV
206	12541 34774	5	 * 	255.81	DCR|2VULN|3DUR|2TLV|1DMG|1SELL	1MBVNT|29aDUR|3aVULN|4DMG|5SELL|6LIT|7RCR|8aTLV|aBPWR
207	12673 26123	7	   	255.75	DCR|3VULN|3DUR|2DMG	1MBVNT|29aDUR|3RMIN|4FEWX|5aDMG|6RCR|78aVULN|aBPWR
208	12673 26243	7	   	255.75	DCR|3VULN|3DUR|2DMG	1MBVNT|28aDUR|3RMIN|4FEWX|5aDMG|6RCR|79aVULN|aBPWR
209	12832 41228	4	   	255.75	DCR|3VULN|3DUR|2DMG	1MBVNT|29aDUR|3BEXP|4BELT|579VULN|6RCR|89DMG|9BPWR
210	41114 54534	1	   	255.72	DCR|4VULN|2DUR|2ASPD|1CDMG	1289VULN|3MBVNT|4BEXP|58ASPD|6RCR|78DUR|8BPWR|aCDMG
211	43114 54534	1	   	255.72	DCR|4VULN|2DUR|2ASPD|1CDMG	1289VULN|28BPWR|3MBVNT|4BEXP|58ASPD|6RCR|78DUR|aCDMG
212	42243 61113	7	   	255.71	DCR|3VULN|3DMG|2CDMG	136VULN|23CDMG|36BPWR|4BEXP|569DMG|7RCR|8ASPD|aLWND
213	42243 61333	10	   	255.71	DCR|3VULN|3DMG|2CDMG	136VULN|23CDMG|36BPWR|4BEXP|56aDMG|7RCR|8CGEN|9ASPD
214	43322 11563	8	   	255.69	DCR|3VULN|2DUR|1TLV|2LIT|1AART	19aVULN|2aLIT|3TLV|4AART|5CGEN|6aDUR|7RCVC|8RCR|aBPWR
215	12134 26423	7	   	255.65	DCR|3VULN|3DUR|2DMG	1MBVNT|29aDUR|3ZMB|4aDMG|57aVULN|6RCR|8LEGI|aBPWR
216	12134 26443	6	   	255.65	DCR|3VULN|3DUR|2DMG	1MBVNT|27aDUR|3ZMB|4aDMG|59aVULN|6RCR|8LEGI|aBPWR
217	12634 26423	7	   	255.65	DCR|3VULN|3DUR|2DMG	1MBVNT|29aDUR|3RMIN|4aDMG|57aVULN|6RCR|8LEGI|aBPWR
218	12634 26443	6	   	255.65	DCR|3VULN|3DUR|2DMG	1MBVNT|27aDUR|3RMIN|4aDMG|59aVULN|6RCR|8LEGI|aBPWR
219	42243 61112	7	   	255.61	DCR|3VULN|3DMG|2CDMG	136VULN|23CDMG|36BPWR|4BEXP|569DMG|7RCR|8ASPD|aDUST
220	42243 61133	10	   	255.61	DCR|3VULN|3DMG|2CDMG	136VULN|23CDMG|36BPWR|4BEXP|56aDMG|7RCR|8ERES|9ASPD
221	43321 11563	8	   	255.59	DCR|3VULN|2DUR|1TLV|2LIT|1AART	19aVULN|2aLIT|3TLV|4AART|5ERES|6aDUR|7RCVC|8RCR|aBPWR
222	42652 33311	5	   	255.54	DCR|4VULN|2DUR|2CDMG|1AART	1789VULN|28CDMG|3CGEN|4ERES|5AART|68DUR|8BPWR|aRCR
223	14347 25721	5	   	255.54	DCR|4VULN|2DUR|3LIT|1AART	1MBVNT|25aLIT|356aVULN|4RCVC|5aBPWR|7aDUR|8AART|9RCR
224	41511 42133	1	 * 	255.54	DCR|5VULN|1TLV|1DUR|1SELL	12467VULN|3SELL|5RCVC|8TLV|9RCR|aDUR
225	43511 42133	1	 * 	255.54	DCR|5VULN|1TLV|1DUR|1SELL	12467VULN|2BPWR|3SELL|5RCVC|8TLV|9RCR|aDUR
226	12541 16523	7	   	255.50	DCR|3VULN|3DUR|2DMG|1SELL	1MBVNT|29aDUR|37aVULN|4aDMG|5SELL|6RPLT|8RCR|aBPWR
227	12541 16543	6	   	255.50	DCR|3VULN|3DUR|2DMG|1SELL	1MBVNT|27aDUR|39aVULN|4aDMG|5SELL|6RPLT|8RCR|aBPWR
228	12541 24123	8	   	255.50	DCR|3VULN|3DUR|2DMG|1SELL	1MBVNT|29aDUR|36aVULN|4aDMG|5SELL|7RCR|8RPLT|aBPWR
229	12541 26543	5	   	255.50	DCR|3VULN|3DUR|2DMG|1SELL	1MBVNT|27aDUR|39aVULN|4aDMG|5SELL|6RPLT|8RCR|aBPWR
230	12541 54143	8	   	255.50	DCR|3VULN|3DUR|2DMG|1SELL	1MBVNT|26aDUR|39aVULN|4aDMG|5SELL|7RCR|8RPLT|aBPWR
231	12541 54183	9	   	255.50	DCR|3VULN|3DUR|2DMG|1SELL	1MBVNT|26aDUR|39aVULN|4aDMG|5SELL|7RCR|8RPLT|aBPWR
232	12363 54323	10	   	255.50	DCR|4VULN|3DUR|2ASPD	1MBVNT|247DUR|39ASPD|579aVULN|679LHND|79BPWR|8RCR
233	12364 84323	10	   	255.50	DCR|4VULN|3DUR|2ASPD	1MBVNT|247DUR|39ASPD|579LHND|679aVULN|79BPWR|8RCR
234	18343 26843	8	   	255.18	DCR|4VULN|3ASPD|1DMG|1DUR	1MBVNT|28aFEWX|38aASPD|4DUR|5DMG|6RCR|789aVULN|8aBPWR
235	12634 72452	9	   	254.95	DCR|2VULN|2DUR|1TLV|1DMG|2LIT|1CDMG	1MBVNT|27DUR|3RMIN|4DMG|57VULN|67LIT|7BPWR|8RCR|9CDMG|aTLV
236	12543 24412	9	   	254.92	DCR|2VULN|3DMG|3DUR	1MBVNT|267DUR|38VULN|458DMG|8BPWR|9RCR|aLIT
237	12543 24413	10	   	254.92	DCR|2VULN|3DMG|3DUR	1MBVNT|267DUR|38VULN|458DMG|8BPWR|9RCR|aLIT
238	12543 24462	8	   	254.92	DCR|2VULN|3DMG|3DUR	1MBVNT|267DUR|38VULN|458DMG|8BPWR|9RCR|aLIT
239	12543 24562	7	   	254.92	DCR|2VULN|3DMG|3DUR	1MBVNT|267DUR|38VULN|458DMG|8BPWR|9RCR|aLIT
240	62531 26111	5	   	254.86	DCR|2VULN|3DMG|1TLV|1DUR|1AART	13aDMG|2RMIN|4aVULN|5AART|6TLV|7RCR|8DUR|9aLWND|aBPWR
241	62532 26111	4	   	254.86	DCR|2VULN|3DMG|1TLV|1DUR|1AART	13aDMG|2RMIN|4aVULN|5AART|6TLV|7RCR|8DUR|9aLWND|aBPWR
242	62536 23231	6	   	254.76	DCR|2VULN|3DMG|1TLV|1DUR|1AART	135DMG|2RMIN|45VULN|5BPWR|6RCVC|7RCR|8DUR|9AART|aTLV
243	42224 31432	9	   	254.71	DCR|2VULN|2DUR|1TLV|1DMG|2CDMG	13VULN|23CDMG|3BPWR|4RCVC|57DUR|6RCR|8ASPD|9DMG|aTLV
244	41177 33414	1	   	254.43	DCR|4VULN|2DUR|2LIT|1CDMG	1279VULN|3MBVNT|47DUR|5BELT|67LIT|7BPWR|8CDMG|aRCR
245	43177 33414	1	   	254.43	DCR|4VULN|2DUR|2LIT|1CDMG	1279VULN|27BPWR|3MBVNT|47DUR|5BELT|67LIT|8CDMG|aRCR
246	12332 26123	7	   	254.31	DCR|3VULN|3DUR|1DMG|2ASPD	1MBVNT|29aDUR|3aASPD|4DMG|5LWND|6RCR|78aVULN|aBPWR
247	12332 26243	7	   	254.31	DCR|3VULN|3DUR|1DMG|2ASPD	1MBVNT|28aDUR|3aASPD|4DMG|5LWND|6RCR|79aVULN|aBPWR
248	12332 26823	8	   	254.31	DCR|3VULN|3DUR|1DMG|2ASPD	1MBVNT|29aDUR|3aASPD|4DMG|5LWND|6RCR|78aVULN|aBPWR
249	12332 26863	9	   	254.31	DCR|3VULN|3DUR|1DMG|2ASPD	1MBVNT|29aDUR|3aASPD|4DMG|5LWND|6RCR|78aVULN|aBPWR
250	12373 26123	7	   	254.31	DCR|3VULN|3DUR|1DMG|2ASPD	1MBVNT|29aDUR|3aASPD|4FEWX|5DMG|6RCR|78aVULN|aBPWR
251	12373 26243	7	   	254.31	DCR|3VULN|3DUR|1DMG|2ASPD	1MBVNT|28aDUR|3aASPD|4FEWX|5DMG|6RCR|79aVULN|aBPWR
252	12373 26824	8	   	254.31	DCR|3VULN|3DUR|1DMG|2ASPD	1MBVNT|289DUR|38ASPD|4FEWX|5DMG|6RCR|78aVULN|8BPWR
253	12373 26843	6	   	254.31	DCR|3VULN|3DUR|1DMG|2ASPD	1MBVNT|27aDUR|3aASPD|4FEWX|5DMG|6RCR|89aVULN|aBPWR
254	12571 43511	4	   	254.27	DCR|2VULN|3DUR|2DMG|1CDMG|1AART	1MBVNT|249DUR|34VULN|4BPWR|5AART|6CDMG|7aDMG|8RCR
255	65133 42133	8	   	254.14	DCR|3VULN|2DMG|1TLV|1DUR	14DMG|256VULN|36FEWX|6BPWR|7LWND|8TLV|9RCR|aDUR
256	12334 26124	8	   	254.09	DCR|4VULN|2DUR|1DMG	1MBVNT|28DUR|3ASPD|4DMG|579aVULN|6RCR
257	12334 26224	7	   	254.09	DCR|4VULN|2DUR|1DMG	1MBVNT|28DUR|3ASPD|4DMG|579aVULN|6RCR
258	11447 24548	6	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1MBVNT|28LHND|368VULN|48DMG|5LEGI|7RCR|8BPWR|9TLV|aDUR
259	11447 55444	4	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1MBVNT|2LHND|35aVULN|45DMG|5BPWR|6RCR|7DUR|8RCVC|9TLV
